FIRST,LAST,START,minAt,G(minAt),maxAt,G(maxAt),n_0,C_min(n_0),n_1,C_max(n_1),n_geom,<COUNT>,C_avg
25780755,26036009,(17#)101/2,25801309,116366,25780755,490860,25801309,2.627088,25780755,11.08949261,25908068,178778.309667,4.021384657
26036010,26291264,(17#)51,26043103,117548,26246220,513382,26141191,2.629090,26246220,11.41652165,26163326,180357.566504,4.021944065
26291265,26546519,(17#)103/2,26306708,118436,26531505,512510,26306708,2.628417,26531505,11.28885551,26418584,181941.150536,4.022627084
26546520,26801774,(17#)52,26563963,119638,26546520,499294,26617804,2.631407,26546520,10.99225864,26673842,183480.046032,4.022354737
26801775,27057029,(17#)105/2,26811292,120594,26816790,510750,27035497,2.629789,26816790,11.14433899,26929100,185039.158551,4.022560379
27057030,27312284,(17#)53,27076552,121774,27057030,517228,27158464,2.629023,27057030,11.19714796,27184357,186591.151131,4.022644606
27312285,27567539,(17#)107/2,27332332,122612,27312285,516736,27501673,2.628960,27312285,11.09411479,27439615,188127.320264,4.022422931
27567540,27822794,(17#)54,27578552,123758,27672645,517954,27760763,2.629751,27567540,10.99677849,27694873,189650.675082,4.021966848
27822795,28078049,(17#)109/2,27867676,124714,27822795,525570,27980503,2.628691,27822795,11.10070827,27950131,191182.141889,4.021720307
28078050,28333304,(17#)55,28112494,125702,28318290,532190,28301542,2.630045,28318290,11.06660891,28205388,192734.877914,4.021953795
28333305,28588559,(17#)111/2,28348337,126770,28333305,543054,28396519,2.630694,28333305,11.28723340,28460646,194281.430287,4.022087573
28588560,28843814,(17#)56,28591988,127680,28813785,537286,28691977,2.629850,28813785,11.00266064,28715903,195787.183107,4.021412019
28843815,29099069,(17#)113/2,28858499,128788,28843815,541410,28929157,2.630176,28843815,11.07691316,28971161,197325.217214,4.021434274
29099070,29354324,(19#)3,29130124,129698,29099070,572870,29155046,2.630441,29099070,11.62967389,29226418,198851.773716,4.021254796
29354325,29609579,(17#)115/2,29364256,130690,29354325,570194,29565262,2.629070,29354325,11.48635971,29481676,200384.990931,4.021240989
29609580,29864834,(17#)58,29613937,131504,29609580,569602,29613937,2.628569,29609580,11.38697472,29736933,201920.321584,4.021297269
29864835,30120089,(17#)117/2,29901286,132798,30045015,566130,30099763,2.626030,30045015,11.17248087,29992190,203468.469922,4.021635158
30120090,30375344,(17#)59,30161458,133814,30120090,568508,30218456,2.627828,30120090,11.19468974,30247448,205020.871051,4.022078552
30375345,30630599,(17#)119/2,30382789,134688,30525495,565182,30382789,2.631909,30525495,10.99844944,30502705,206569.817578,4.022476400
30630600,30885854,(17#)60,30635344,135982,30630600,566384,30883093,2.633360,30630600,10.98840186,30757962,208094.408274,4.022423592
30885855,31141109,(17#)121/2,30905788,136822,31096065,575036,31009246,2.629683,31096065,11.00850400,31013219,209618.862675,4.022395570
31141110,31396364,(17#)61,31171139,137766,31141110,584040,31171139,2.631779,31141110,11.16657709,31268477,211136.111246,4.022256443
31396365,31651619,(17#)123/2,31441558,138946,31396365,593848,31624316,2.631075,31396365,11.27245113,31523734,212656.913494,4.022211812
31651620,31906874,(17#)62,31672133,139790,31651620,603706,31887652,2.631962,31651620,11.37782639,31778991,214164.372004,4.021942985
31906875,32162129,(17#)125/2,31909138,140786,32117085,600586,31961998,2.630995,32117085,11.17384826,32034248,215672.152099,4.021708014
32162130,32417384,(17#)63,32167691,141722,32237205,592986,32354356,2.632298,32237205,10.99609080,32289505,217183.864363,4.021573097
32417385,32672639,(17#)127/2,32418058,142664,32417385,599690,32472961,2.632306,32417385,11.06572984,32544762,218688.970339,4.021342966
32672640,32927894,(17#)64,32695613,143794,32807775,625178,32919296,2.630170,32807775,11.41455945,32800019,220213.702932,4.021497626
32927895,33183149,(17#)129/2,32929661,144616,33093060,623830,33019706,2.628541,33093060,11.30305907,33055276,221752.198844,4.021922757
33183150,33438404,(17#)65,33208933,145714,33183150,608304,33279284,2.631961,33183150,10.99527504,33310533,223271.430656,4.022018530
33438405,33693659,(17#)131/2,33442531,146682,33663630,622074,33643406,2.629604,33663630,11.10209355,33565789,224772.808117,4.021815622
33693660,33948914,(17#)66,33712022,147702,33693660,615170,33777019,2.632037,33693660,10.97022211,33821046,226292.216176,4.021957677
33948915,34204169,(19#)7/2,33985876,148830,33948915,655514,34046093,2.632356,33948915,11.61188359,34076303,227774.627396,4.021466762
34204170,34459424,(17#)67,34266923,149702,34321980,637402,34266923,2.630062,34321980,11.18239804,34331560,229295.318015,4.021674308
34459425,34714679,(17#)135/2,34468463,150718,34695045,635252,34576216,2.634091,34695045,11.03858669,34586817,230814.416995,4.021873395
34714680,34969934,(17#)68,34725629,151730,34804770,639690,34954384,2.627883,34804770,11.08469173,34842073,232306.578692,4.021624193
34969935,35225189,(17#)137/2,34982786,152778,35090055,650832,35084837,2.631588,35090055,11.19659348,35097330,233791.592878,4.021275154
35225190,35480444,(17#)69,35254511,153658,35225190,671858,35316493,2.629890,35225190,11.51906802,35352587,235301.486968,4.021376068
35480445,35735699,(17#)139/2,35483738,154594,35480445,649168,35642969,2.631976,35480445,11.05915832,35607843,236813.501267,4.021532014
35735700,35990954,(17#)70,35777549,155654,35735700,649876,35899592,2.628367,35735700,11.00120636,35863100,238293.046193,4.021157183
35990955,36246209,(17#)141/2,36002023,156646,35990955,668164,36073241,2.633081,35990955,11.23976456,36118357,239789.920989,4.021096844
36246210,36501464,(17#)71,36270742,157626,36246210,667046,36398188,2.630918,36246210,11.15098984,36373613,241284.438871,4.021016974
36501465,36756719,(17#)143/2,36581563,158556,36606570,663626,36581563,2.629058,36501465,10.99923988,36628870,242764.802719,4.020722626
36756720,37011974,(17#)72,36757846,159608,36801765,676870,36973873,2.633653,36801765,11.16389125,36884126,244272.950273,4.020907554
37011975,37267229,(17#)145/2,37016704,160286,37011975,694520,37016704,2.630069,37011975,11.39738998,37139383,245776.404396,4.021031533
37267230,37522484,(17#)73,37294756,161668,37267230,681420,37496491,2.629585,37267230,11.11458254,37394639,247276.318043,4.021114315
37522485,37777739,(17#)147/2,37549592,162680,37522485,676604,37751653,2.626389,37522485,10.96953944,37649896,248766.119802,4.021050972
37777740,38032994,(17#)74,37779697,163462,37777740,701424,37963693,2.632427,37777740,11.30388281,37905152,250281.865836,4.021422109
38032995,38288249,(17#)149/2,38051551,164524,38228190,692888,38099641,2.633034,38032995,11.06646043,38160409,251780.178527,4.021527401
38288250,38543504,(17#)75,38295496,165532,38333295,696840,38387458,2.631562,38333295,11.08578392,38415665,253274.225939,4.021581371
38543505,38798759,(17#)151/2,38559104,166442,38543505,699562,38661856,2.632132,38543505,11.07532501,38670921,254747.369133,4.021321146
38798760,39054014,(19#)4,38836108,167220,38798760,738184,38836108,2.629723,38798760,11.61866987,38926178,256224.877303,4.021148780
39054015,39309269,(17#)153/2,39075196,168408,39289635,702304,39131578,2.631563,39054015,10.98914913,39181434,257742.188980,4.021615678
39309270,39564524,(17#)77,39347939,169282,39369330,734674,39347939,2.631460,39369330,11.41488783,39436690,259219.793516,4.021478011
39564525,39819779,(17#)155/2,39607574,170506,39564525,734758,39766889,2.633842,39564525,11.36629659,39691947,260683.968447,4.021149891
39819780,40075034,(17#)78,39823907,171440,40060020,731512,39934108,2.634013,40060020,11.19202441,39947203,262165.318681,4.021104942
40075035,40330289,(17#)157/2,40079159,172416,40225185,730648,40313531,2.634894,40225185,11.13813915,40202459,263642.714446,4.021015280
40330290,40585544,(17#)79,40334848,173368,40330290,731398,40519231,2.632190,40330290,11.12382987,40457716,265138.931132,4.021227471
40585545,40840799,(17#)159/2,40605956,174368,40585545,740198,40758841,2.633124,40585545,11.19492828,40712972,266637.552165,4.021489158
40840800,41096054,(17#)80,40859008,175286,40840800,730014,41026108,2.632692,40840800,10.97975173,40968228,268098.564839,4.021198286
41096055,41351309,(17#)161/2,41117092,176082,41096055,768240,41344276,2.629465,41096055,11.49108692,41223484,269566.008094,4.021021112
41351310,41606564,(17#)81,41405201,177246,41366325,759754,41405201,2.633644,41366325,11.29835168,41478741,271040.710638,4.020968219
41606565,41861819,(17#)163/2,41620633,178024,41651610,747742,41744774,2.631825,41651610,11.05221502,41733997,272515.853746,4.020936843
41861820,42117074,(17#)82,41865353,179172,41861820,766092,41954984,2.633679,41861820,11.27304796,41989253,273993.089483,4.020950501
42117075,42372329,(17#)165/2,42145777,180016,42222180,767970,42145777,2.633117,42222180,11.21518022,42244509,275469.935758,4.020972029
42372330,42627584,(17#)83,42374377,181210,42372330,764076,42624509,2.632990,42372330,11.12326941,42499765,276963.430546,4.021249126
42627585,42882839,(17#)167/2,42661672,181928,42822780,773916,42661672,2.632549,42822780,11.16143564,42755022,278446.631024,4.021388294
42882840,43138094,(17#)84,42912523,182996,42902475,775104,43062872,2.633218,42902475,11.16016541,43010278,279910.491336,4.021261702
43138095,43393349,(17#)169/2,43159756,183718,43275540,773352,43159756,2.631244,43275540,11.04982788,43265534,281359.043858,4.020930658
43393350,43648604,(17#)85,43426127,184772,43393350,770452,43543622,2.631252,43393350,10.98190015,43520790,282813.559382,4.020701165
43648605,43903859,(19#)9/2,43663031,185940,43648605,820040,43817623,2.631417,43648605,11.62811719,43776046,284281.631506,4.020678877
43903860,44159114,(17#)86,43957861,186984,43903860,797286,43986944,2.634464,43903860,11.24718940,44031302,285746.918611,4.020629927
44159115,44414369,(17#)173/2,44162968,187768,44219175,804034,44294533,2.631231,44219175,11.27066433,44286558,287254.832924,4.021191176
44414370,44669624,(17#)87,44426488,188882,44414370,816000,44528149,2.634733,44414370,11.39382820,44541814,288741.388658,4.021462040
44669625,44924879,(17#)175/2,44695349,189778,44789745,791984,44731231,2.634755,44669625,10.99237303,44797070,290210.475289,4.021500037
44924880,45180134,(17#)88,44934917,190836,45075030,801924,45173824,2.632683,45075030,11.05167781,45052326,291697.601277,4.021798984
45180135,45435389,(17#)177/2,45191249,191832,45180135,813340,45267808,2.635113,45180135,11.18588694,45307582,293156.403455,4.021718271
45435390,45690644,(17#)89,45435862,192820,45435390,812264,45561898,2.634634,45435390,11.11543172,45562838,294612.727304,4.021616519
45690645,45945899,(17#)179/2,45750142,193652,45930885,842416,45750142,2.633862,45930885,11.41771907,45818094,296062.297389,4.021435989
45945900,46201154,(17#)90,45959971,194654,45945900,810582,46085467,2.634998,45945900,10.98307209,46073350,297508.641523,4.021225261
46201155,46456409,(17#)181/2,46208254,195646,46201155,819554,46431778,2.632357,46201155,11.05022449,46328606,298981.185661,4.021380120
46456410,46711664,(17#)91,46460119,196514,46456410,818776,46594183,2.635729,46456410,10.98593257,46583862,300451.490799,4.021515687
46711665,46966919,(17#)183/2,46780618,197536,46786740,839052,46894108,2.633895,46786740,11.18747550,46839118,301899.620403,4.021365123
46966920,47222174,(17#)92,46985699,198526,46966920,865608,47087281,2.633008,46966920,11.50228706,47094374,303369.445457,4.021515357
47222175,47477429,(17#)185/2,47261827,199318,47222175,854532,47309188,2.633116,47222175,11.30066081,47349630,304810.103645,4.021290034
47477430,47732684,(17#)93,47517562,200412,47477430,863700,47622787,2.634875,47477430,11.36742640,47604886,306283.157572,4.021503123
47732685,47987939,(17#)187/2,47740349,201504,47732685,839390,47873767,2.635685,47732685,10.99506537,47860142,307742.633194,4.021548036
47987940,48243194,(17#)94,47988526,202372,47987940,860438,48190642,2.635323,47987940,11.21758366,48115398,309202.452880,4.021606975
48243195,48498449,(17#)189/2,48279496,203234,48333285,848818,48285199,2.635154,48333285,10.99593602,48370654,310667.946806,4.021750175
48498450,48753704,(19#)5,48535273,204162,48498450,900422,48626887,2.632639,48498450,11.62919404,48625910,312110.588180,4.021607468
48753705,49008959,(17#)191/2,48797731,205188,48753705,858580,48879484,2.633137,48753705,11.03728191,48881165,313551.847008,4.021458958
49008960,49264214,(17#)96,49009654,205884,49069020,874948,49187434,2.632998,49069020,11.18356074,49136421,315010.188259,4.021540019
49264215,49519469,(17#)193/2,49318109,207090,49264215,866912,49318109,2.635156,49264215,11.04188968,49391677,316447.936150,4.021369158
49519470,49774724,(17#)97,49530643,208162,49639590,894042,49635736,2.634741,49639590,11.31102169,49646933,317881.155253,4.021151990
49774725,50029979,(17#)195/2,49791124,208998,49774725,869918,49940141,2.633450,49774725,10.97930384,49902189,319336.200960,4.021221845
50029980,50285234,(17#)98,50077681,209966,50075025,890854,50141197,2.634563,50075025,11.18369869,50157445,320789.600674,4.021280190
50285235,50540489,(17#)197/2,50296592,210908,50495445,891264,50458396,2.635375,50495445,11.10615618,50412700,322264.363997,4.021614371
50540490,50795744,(17#)99,50608574,211794,50780730,889836,50608574,2.633957,50780730,11.03307269,50667956,323737.382962,4.021933552
50795745,51050999,(17#)199/2,50836243,212880,50795745,890362,50912011,2.636007,50795745,11.03669931,50923212,325171.792372,4.021782009
51051000,51306254,(17#)100,51060019,213792,51111060,899736,51198841,2.634543,51111060,11.09182513,51178468,326592.157521,4.021468149
51306255,51561509,(17#)201/2,51328873,214830,51482970,911240,51539167,2.635865,51482970,11.16160650,51433724,328046.492402,4.021582756
51561510,51816764,(17#)101,51586529,215640,51561510,906380,51716248,2.634955,51561510,11.08706964,51688979,329473.048559,4.021366705
51816765,52072019,(17#)203/2,51882496,216614,51816765,934464,52007056,2.633287,51816765,11.38061896,51944235,330910.544969,4.021294374
52072020,52327274,(17#)102,52116109,217324,52207155,916840,52116109,2.633243,52207155,11.09185214,52199491,332346.587757,4.021214470
52327275,52582529,(17#)205/2,52371376,218260,52492440,948366,52371376,2.633141,52492440,11.41789580,52454747,333782.497589,4.021142137
52582530,52837784,(17#)103,52646206,219314,52777725,936126,52646206,2.633595,52777725,11.21644699,52710002,335223.743645,4.021143686
52837785,53093039,(17#)207/2,52843376,220392,52837785,961778,52911227,2.635705,52837785,11.51217694,52965258,336649.914517,4.020973834
53093040,53348294,(17#)104,53098943,221300,53093040,921228,53265791,2.635671,53093040,10.97974143,53220514,338080.852512,4.020870871
53348295,53603549,(19#)11/2,53359531,222082,53348295,980570,53359531,2.635169,53348295,11.63736923,53475770,339512.368815,4.020784015
53603550,53858804,(17#)105,53699671,223156,53633580,943554,53699671,2.633020,53633580,11.14517895,53731025,340963.517063,4.020938288
53858805,54114059,(17#)211/2,53928967,224234,54094425,944302,54054124,2.635260,54094425,11.06962560,53986281,342416.892174,4.021125422
54114060,54369314,(17#)106,54132151,225026,54114060,956234,54226726,2.635112,54114060,11.20588829,54241537,343867.435490,4.021286723
54369315,54624569,(17#)213/2,54406111,226032,54369315,955082,54448969,2.634606,54369315,11.14573085,54496793,345303.737118,4.021288822
54624570,54879824,(17#)107,54670276,226856,54624570,954396,54684703,2.633856,54624570,11.09151081,54752048,346750.557584,4.021421257
54879825,55135079,(17#)215/2,54927553,227782,54879825,971654,55083529,2.633461,54879825,11.24543655,55007304,348169.184275,4.021234895
55135080,55390334,(17#)108,55192084,228880,55345290,959896,55192084,2.635633,55345290,11.02636730,55262560,349612.546881,4.021342675
55390335,55645589,(17#)217/2,55473001,229958,55390335,989810,55473001,2.636138,55390335,11.36178135,55517815,351028.126713,4.021139526
55645590,55900844,(17#)109,55652167,230738,55645590,968826,55853137,2.636086,55645590,11.07560753,55773071,352457.603126,4.021104238
55900845,56156099,(17#)219/2,55900982,231510,55900845,976758,56049046,2.635400,55900845,11.12100416,56028327,353897.225904,4.021192406
56156100,56411354,(17#)110,56165927,232460,56156100,968850,56165927,2.635609,56156100,10.98643503,56283582,355318.841841,4.021083690
56411355,56666609,(17#)221/2,56454289,233664,56636580,982800,56548759,2.635267,56636580,11.06063186,56538838,356732.482263,4.020893940
56666610,56921864,(17#)111,56673544,234178,56666610,1005630,56673544,2.633961,56666610,11.31223945,56794094,358144.874428,4.020699000
56921865,57177119,(17#)223/2,56969719,235428,56921865,984636,56969719,2.635792,56921865,11.03196401,57049349,359584.116378,4.020813569
57177120,57432374,(17#)112,57242986,236442,57342285,993818,57242986,2.635920,57342285,11.06231380,57304605,361010.261644,4.020788694
57432375,57687629,(17#)225/2,57438049,237496,57627570,993464,57577804,2.636144,57627570,11.00974325,57559861,362439.354402,4.020804141
57687630,57942884,(17#)113,57712034,238260,57912855,1023840,57712034,2.637007,57912855,11.29672333,57815116,363876.585164,4.020916871
57942885,58198139,(17#)227/2,57963733,239102,57942885,999996,57988096,2.635972,57942885,11.02855754,58070372,365304.169211,4.020929699
58198140,58453394,(19#)6,58226521,240186,58198140,1060096,58327037,2.635784,58198140,11.64582384,58325627,366726.408674,4.020891072
58453395,58708649,(17#)229/2,58462282,240832,58483425,1022040,58622908,2.634749,58483425,11.17909774,58580883,368146.687610,4.020838470
58708650,58963904,(17#)115,58716022,241986,58708650,1055658,58803007,2.634830,58708650,11.50745958,58836139,369589.631851,4.021039729
58963905,59219159,(17#)231/2,58983742,242932,59053995,1052518,59213989,2.635457,59053995,11.41361739,59091394,371005.202586,4.020950205
59219160,59474414,(17#)116,59240464,243704,59219160,1052506,59297873,2.634889,59219160,11.38520756,59346650,372434.218785,4.021013234
59474415,59729669,(17#)233/2,59487466,244798,59474415,1022786,59503861,2.637234,59474415,11.02153131,59601905,373863.032975,4.021080550
59729670,59984924,(17#)117,59774947,245628,59729670,1022670,59774947,2.635060,59729670,10.97843699,59857161,375233.831439,4.020532667
59984925,60240179,(17#)235/2,60010597,246670,59984925,1048492,60116767,2.634939,59984925,11.21308108,60112417,376643.244465,4.020407502
60240180,60495434,(17#)118,60246293,247708,60240180,1050250,60336769,2.636403,60240180,11.18959320,60367672,378071.747672,4.020493380
60495435,60750689,(17#)237/2,60497854,248174,60495435,1047098,60497854,2.634093,60495435,11.11418438,60622928,379484.424572,4.020417451
60750690,61005944,(17#)119,60756727,249388,60765705,1047012,60816697,2.635280,60765705,11.06934823,60878183,380915.369243,4.020541373
61005945,61261199,(17#)239/2,61035472,250394,61005945,1047246,61220564,2.635772,61005945,11.03307796,61133439,382336.429539,4.020567280
61261200,61516454,(17#)120,61277332,251614,61336275,1064896,61395833,2.637005,61336275,11.16532953,61388694,383732.335970,4.020335736
61516455,61771709,(17#)241/2,61535417,252196,61516455,1055054,61759091,2.633558,61516455,11.03334518,61643950,385142.752024,4.020263872
61771710,62026964,(17#)121,61773727,253144,61906845,1083580,61983998,2.636409,61906845,11.26814549,61899205,386564.097894,4.020312483
62026965,62282219,(17#)243/2,62030477,254342,62192130,1063370,62244289,2.637559,62192130,11.01289919,62154461,387978.283810,4.020292891
62282220,62537474,(17#)122,62376973,255192,62282220,1077612,62376973,2.635962,62282220,11.14605250,62409717,389400.157560,4.020359255
62537475,62792729,(17#)245/2,62587496,255730,62537475,1066778,62587496,2.633622,62537475,10.99396590,62664972,390813.811342,4.020346572
62792730,63047984,(17#)123,62793301,257034,62792730,1096728,62989169,2.635139,62792730,11.26178691,62920228,392237.691681,4.020445078
63047985,63303239,(19#)13/2,63087593,257912,63047985,1135936,63287786,2.637261,63047985,11.62242156,63175483,393665.524209,4.020589339
63303240,63558494,(17#)124,63304499,258938,63303240,1114650,63537428,2.635042,63303240,11.36375690,63430739,395096.147641,4.020767113
63558495,63813749,(17#)249/2,63618773,259462,63558495,1094310,63618773,2.633530,63558495,11.11656678,63685994,396511.613743,4.020795873
63813750,64069004,(17#)125,63890804,260368,63888825,1096852,63890804,2.632723,63888825,11.09117632,63941250,397917.562720,4.020734163
64069005,64324259,(17#)251/2,64072037,261610,64234170,1108214,64316048,2.636346,64234170,11.15250636,64196505,399323.412580,4.020678007
64324260,64579514,(17#)126,64325138,262534,64474410,1096678,64424396,2.637243,64474410,10.99985752,64451761,400737.534520,4.020710816
64579515,64834769,(17#)253/2,64615597,263610,64579515,1149208,64765823,2.636032,64579515,11.51006695,64707016,402147.737925,4.020710351
64834770,65090024,(17#)127,64852727,264328,64834770,1109004,64931122,2.634970,64834770,11.06852192,64962272,403552.374762,4.020659910
65090025,65345279,(17#)255/2,65105242,265102,65090025,1104360,65322134,2.633716,65090025,10.98374515,65217527,404977.990378,4.020824058
65345280,65600534,(17#)128,65350778,266346,65345280,1107984,65582632,2.636488,65345280,10.98151888,65472783,406371.999303,4.020679989
65600535,65855789,(17#)257/2,65606999,267276,65615550,1157554,65836588,2.636090,65615550,11.43080553,65728038,407794.280167,4.020821270
65855790,66111044,(17#)129,65963042,268174,65855790,1143838,65963042,2.635804,65855790,11.25872598,65983294,409170.095779,4.020510655
66111045,66366299,(17#)259/2,66123584,268900,66186120,1153144,66330947,2.636673,66111045,11.30153172,66238549,410565.305643,4.020397659
66366300,66621554,(17#)130,66381559,270060,66366300,1123452,66475847,2.636600,66366300,10.98242115,66493805,411974.297914,4.020425362
66621555,66876809,(17#)261/2,66759878,270688,66621555,1169212,66759878,2.632266,66621555,11.39081487,66749060,413377.698827,4.020403936
66876810,67132064,(17#)131,66890056,271958,67041975,1149322,67003604,2.638001,67041975,11.13459632,67004315,414772.897111,4.020308664
67132065,67387319,(17#)263/2,67137779,272492,67327260,1149306,67307957,2.635541,67327260,11.09248696,67259571,416168.199361,4.020220289
67387320,67642574,(17#)132,67433144,273708,67612545,1148062,67561558,2.637463,67492425,11.04864651,67514826,417585.541627,4.020350191
67642575,67897829,(17#)265/2,67647124,274726,67642575,1165924,67837898,2.635003,67642575,11.20622745,67770082,418980.905526,4.020273599
67897830,68153084,(19#)7,67898252,275420,67897830,1213536,68084449,2.637449,67897830,11.62485431,68025337,420404.376776,4.020471399
68153085,68408339,(17#)267/2,68178832,276452,68153085,1162730,68374573,2.637397,68153085,11.10106966,68280593,421844.493898,4.020831895
68408340,68663594,(17#)134,68438017,277434,68643960,1178360,68573404,2.636503,68643960,11.17873480,68535848,423261.005003,4.020971016
68663595,68918849,(17#)269/2,68685101,278422,68663595,1160480,68827744,2.637719,68663595,11.00631369,68791104,424670.874639,4.021051400
68918850,69174104,(17#)135,68941876,279104,68918850,1161842,68941876,2.637597,68918850,10.98293464,69046359,426066.425684,4.021001254
69174105,69429359,(17#)271/2,69181771,280182,69390090,1175090,69300487,2.639059,69390090,11.04106356,69301614,427469.594366,4.021027913
69429360,69684614,(17#)136,69484453,281100,69609540,1182708,69484453,2.638006,69609540,11.08148313,69556870,428909.745650,4.021406465
69684615,69939869,(17#)273/2,69727604,281972,69684615,1174742,69727604,2.637982,69684615,10.99629956,69812125,430297.870451,4.021301335
69939870,70195124,(17#)137,70017487,282866,70180110,1202300,70017487,2.636601,70105035,11.18740515,70067381,431693.455431,4.021271073
70195125,70450379,(17#)275/2,70230652,283578,70195125,1180596,70230652,2.636101,70195125,10.97959505,70322636,433094.410014,4.021296005
70450380,70705634,(17#)138,70519193,284738,70450380,1241908,70519193,2.637251,70450380,11.51257665,70577892,434478.876527,4.021172946
70705635,70960889,(17#)277/2,70779916,285840,70750680,1221536,70943798,2.635591,70750680,11.28097227,70833147,435866.061868,4.021080638
70960890,71216144,(17#)139,70981292,286644,70960890,1201244,71076134,2.638363,70960890,11.06434256,71088402,437265.353086,4.021105003
71216145,71471399,(17#)279/2,71221001,287384,71216145,1236598,71221001,2.638419,71216145,11.35366371,71343658,438655.477385,4.021049943
71471400,71726654,(17#)140,71502658,288568,71471400,1200372,71656906,2.638110,71471400,10.98604476,71598913,440069.209128,4.021215726
71726655,71981909,(17#)281/2,71735264,289262,71726655,1207364,71735264,2.638721,71726655,11.01505464,71854169,441478.029202,4.021340381
71981910,72237164,(17#)141,72004321,290316,72177105,1258230,72112511,2.637571,72177105,11.41537436,72109424,442856.878870,4.021196786
72237165,72492419,(17#)283/2,72255886,291182,72462390,1216592,72336923,2.639129,72237165,11.00248597,72364679,444291.559343,4.021564083
72492420,72747674,(17#)142,72495781,292068,72492420,1232646,72721048,2.636909,72492420,11.13998412,72619935,445673.251063,4.021455718
72747675,73002929,(19#)15/2,72747847,293070,72747675,1291132,72970318,2.636999,72747675,11.63212341,72875190,447065.816764,4.021450162
73002930,73258184,(17#)143,73024984,293810,73213140,1228168,73162897,2.637547,73213140,11.00226710,73130446,448469.294086,4.021547129
73258185,73513439,(17#)287/2,73273012,294974,73258185,1258326,73416388,2.639578,73258185,11.26626500,73385701,449885.975139,4.021765983
73513440,73768694,(17#)144,73573288,295682,73603530,1253342,73679659,2.637208,73603530,11.17479160,73640956,451248.627757,4.021506559
73768695,74023949,(17#)289/2,73769581,296580,73888815,1261288,73865923,2.637441,73888815,11.20700401,73896212,452653.834918,4.021631151
74023950,74279204,(17#)145,74029642,297662,74023950,1283470,74198197,2.636120,74023950,11.38557632,74151467,454032.215001,4.021521891
74279205,74534459,(17#)291/2,74337559,298568,74459385,1281800,74415724,2.637634,74459385,11.31158553,74406723,455388.656481,4.021223790
74534460,74789714,(17#)146,74540593,299362,74534460,1264606,74595188,2.638243,74534460,11.14985128,74661978,456797.292104,4.021391372
74789715,75044969,(17#)293/2,74825617,300336,74939865,1272246,74903176,2.637385,74939865,11.16320822,74917233,458193.696147,4.021455004
75044970,75300224,(17#)147,75058411,301116,75044970,1254246,75214519,2.637605,75044970,10.99155415,75172489,459571.976682,4.021363778
75300225,75555479,(17#)295/2,75309284,302122,75300225,1277946,75547741,2.637880,75300225,11.16546550,75427744,460968.902666,4.021440127
75555480,75810734,(17#)148,75563641,303094,75555480,1295902,75693764,2.637004,75555480,11.28830775,75682999,462356.233539,4.021436850
75810735,76065989,(17#)297/2,75813802,304104,75810735,1265024,75996457,2.636998,75810735,10.98631856,75938255,463722.933991,4.021258818
76065990,76321244,(17#)149,76103812,304532,76065990,1277330,76103812,2.635696,76065990,11.06006339,76193510,465101.337901,4.021187163
76321245,76576499,(17#)299/2,76446592,305952,76321245,1332092,76519952,2.637322,76321245,11.49990197,76448765,466458.753662,4.020939201
76576500,76831754,(17#)150,76628429,306696,76666590,1288728,76801957,2.637580,76666590,11.08093734,76704021,467832.452661,4.020836710
76831755,77087009,(17#)301/2,76861171,307440,76831755,1312996,77046511,2.637491,76831755,11.26800392,76959276,469209.587197,4.020768438
77087010,77342264,(17#)151,77118317,308234,77224455,1307590,77118317,2.636486,77224455,11.17081671,77214532,470603.528526,4.020848115
77342265,77597519,(17#)303/2,77361199,309162,77342265,1299960,77547046,2.634729,77342265,11.09057823,77469787,472004.647431,4.020992623
77597520,77852774,(19#)8,77647972,310152,77597520,1367996,77647972,2.636782,77597520,11.63685478,77725042,473379.927273,4.020920719
77852775,78108029,(17#)305/2,77874982,311182,77852775,1315718,77874982,2.638674,77852775,11.15949019,77980298,474748.739457,4.020798389
78108030,78363284,(17#)153,78116452,312276,78108030,1298802,78275107,2.638349,78108030,10.98397040,78235553,476131.857139,4.020801682
78363285,78618539,(17#)307/2,78418268,312822,78363285,1306624,78486157,2.635975,78363285,11.01808234,78490808,477506.521392,4.020737578
78618540,78873794,(17#)154,78822322,314032,78738660,1357988,78822322,2.634340,78738660,11.40260940,78746064,478877.085738,4.020643315
78873795,79129049,(17#)309/2,78891013,314906,78873795,1322158,78966427,2.638268,78873795,11.08482589,79001319,480251.425351,4.020585107
79129050,79384304,(17#)155,79145446,315866,79129050,1358498,79340026,2.638984,79129050,11.35679089,79256574,481611.423894,4.020411455
79384305,79639559,(17#)311/2,79412089,316770,79594515,1354764,79589386,2.634917,79594515,11.26660743,79511830,482956.209391,4.020115758
79639560,79894814,(17#)156,79676942,317694,79639560,1321500,79813457,2.637192,79639560,10.98444142,79767085,484342.505565,4.020170203
79894815,80150069,(17#)313/2,79929259,318474,80120040,1353740,79993982,2.637292,80120040,11.19234001,80022340,485753.161521,4.020429640
80150070,80405324,(17#)157,80189056,319080,80150070,1337398,80189056,2.636042,80150070,11.05354133,80277596,487126.856375,4.020386538
80405325,80660579,(17#)315/2,80483692,320258,80450370,1353110,80483692,2.637151,80450370,11.14623508,80532851,488480.117490,4.020179099
80660580,80915834,(17#)158,80775787,321476,80660580,1353746,80775787,2.638658,80660580,11.12560134,80788106,489858.540988,4.020182888
