FIRST,LAST,START,minAt,G(minAt),maxAt,G(maxAt),n_0,C_min(n_0),n_1,C_max(n_1),n_geom,<COUNT>,C_avg
80915835,81171089,(17#)317/2,80960326,322244,81020940,1353120,81090704,2.637190,81020940,11.07641784,81043362,491232.750504,4.020155966
81171090,81426344,(17#)159,81205606,323026,81171090,1369682,81205606,2.638884,81171090,11.19352759,81298617,492622.965740,4.020263434
81426345,81681599,(17#)319/2,81457762,323622,81426345,1396576,81457762,2.636467,81426345,11.38145989,81553872,493976.375562,4.020074553
81681600,81936854,(17#)160,81734194,324954,81876795,1379242,81745228,2.639338,81876795,11.18512916,81809127,495342.565380,4.019993696
81936855,82192109,(17#)321/2,81948434,325386,81936855,1367630,81948434,2.636703,81936855,11.08372258,82064383,496729.486662,4.020084981
82192110,82447364,(17#)161,82299649,326612,82192110,1421418,82299649,2.636581,82192110,11.48778373,82319638,498108.003424,4.020111376
82447365,82702619,(19#)17/2,82476448,327138,82447365,1443050,82476448,2.635786,82447365,11.63046143,82574893,499501.121968,4.020258613
82702620,82957874,(17#)162,82772831,328282,82732650,1407524,82772831,2.636570,82732650,11.30930199,82830149,500889.954093,4.020374202
82957875,83213129,(17#)325/2,82974277,329182,83017935,1376552,82974277,2.638083,83017935,11.02659991,83085404,502268.713483,4.020412074
83213130,83468384,(17#)163,83220064,330196,83303220,1384056,83270389,2.638021,83303220,11.05289859,83340659,503653.815157,4.020503804
83468385,83723639,(17#)327/2,83573866,331014,83468385,1388738,83573866,2.635813,83468385,11.07074770,83595915,505027.060947,4.020504103
83723640,83978894,(17#)164,83734726,331992,83723640,1415150,83908249,2.637948,83723640,11.25067052,83851170,506395.857946,4.020472361
83978895,84234149,(17#)329/2,83983738,333090,83978895,1414316,84107501,2.638511,83978895,11.21360521,84106425,507802.472821,4.020743831
84234150,84489404,(17#)165,84251312,333718,84444360,1420734,84251312,2.638312,84444360,11.20918838,84361680,509174.460214,4.020743721
84489405,84744659,(17#)331/2,84494087,334798,84489405,1397294,84692869,2.638572,84489405,11.01901994,84616936,510528.913212,4.020608872
84744660,84999914,(17#)166,84806881,335512,84744660,1414094,84806881,2.637017,84744660,11.12159055,84872191,511898.731190,4.020598787
84999915,85255169,(17#)333/2,85001374,336702,84999915,1439648,85253866,2.638908,84999915,11.29228638,85127446,513261.340518,4.020535543
85255170,85510424,(17#)167,85255558,337554,85300215,1460760,85368512,2.638315,85300215,11.42195798,85382702,514641.171111,4.020610504
85510425,85765679,(17#)335/2,85520689,338118,85645560,1432874,85668334,2.637413,85645560,11.16367319,85637957,516003.649300,4.020553172
85765680,86020934,(17#)168,85825618,339522,85870785,1438150,85894337,2.638894,85870785,11.17860476,85893212,517414.383185,4.020874323
86020935,86276189,(17#)337/2,86057368,340048,86020935,1421066,86057368,2.638057,86020935,11.02864098,86148467,518791.454773,4.020936249
86276190,86531444,(17#)169,86277679,340822,86441355,1423870,86277679,2.638048,86441355,11.00252696,86403723,520170.020129,4.021012543
86531445,86786699,(17#)339/2,86550551,342130,86531445,1435588,86635817,2.639347,86531445,11.08278833,86658978,521525.942246,4.020917157
86786700,87041954,(17#)170,86798956,342764,87011925,1443742,86986723,2.638438,87011925,11.09090834,86914233,522865.166865,4.020696916
87041955,87297209,(17#)341/2,87051556,343946,87041955,1479170,87237119,2.638759,87041955,11.35957675,87169489,524229.350493,4.020672376
87297210,87552464,(19#)9,87336859,344732,87297210,1518344,87336859,2.639474,87297210,11.63005098,87424744,525628.082435,4.020915516
87552465,87807719,(17#)343/2,87588877,345800,87552465,1437510,87739513,2.640518,87552465,10.98229211,87679999,527001.046875,4.020963895
87807720,88062974,(17#)172,87826157,346472,87807720,1477566,87907256,2.639516,87807720,11.25908083,87935254,528364.062220,4.020939485
88062975,88318229,(17#)345/2,88152538,347804,88062975,1515322,88317857,2.637953,88062975,11.51696812,88190510,529716.123398,4.020834951
88318230,88573484,(17#)173,88332746,348248,88438350,1489604,88332746,2.639604,88438350,11.27869152,88445765,531082.625657,4.020843524
88573485,88828739,(17#)347/2,88656647,349448,88573485,1456946,88779079,2.639884,88573485,11.01642605,88701020,532441.906823,4.020800448
88828740,89083994,(17#)174,88877512,350168,88828740,1509346,88877512,2.639661,88828740,11.38342323,88956275,533800.307261,4.020754073
89083995,89339249,(17#)349/2,89108666,350702,89099010,1468322,89108666,2.637577,89099010,11.04409589,89211531,535142.668547,4.020590506
89339250,89594504,(17#)175,89374069,352014,89444355,1480100,89533657,2.638480,89444355,11.09438950,89466786,536495.979385,4.020512714
89594505,89849759,(17#)351/2,89618869,352810,89594505,1468188,89819974,2.638140,89594505,10.98867048,89722041,537868.810891,4.020584267
89849760,90105014,(17#)176,89880332,353602,89849760,1470570,90020452,2.637408,89849760,10.97864071,89977296,539247.447102,4.020701634
90105015,90360269,(17#)353/2,90240302,354598,90135045,1503106,90240302,2.637067,90135045,11.18989639,90232552,540604.778147,4.020663017
90360270,90615524,(17#)177,90362656,355128,90360270,1504446,90408334,2.637155,90360270,11.17500051,90487807,541944.655133,4.020498042
90615525,90870779,(17#)355/2,90627137,356494,90615525,1504558,90811001,2.636897,90615525,11.14778371,90743062,543274.339911,4.020261284
90870780,91126034,(17#)178,90875329,356980,91005915,1530752,90875329,2.638249,91005915,11.29851067,90998318,544641.775182,4.020307213
91126035,91381289,(17#)357/2,91148602,358160,91126035,1491602,91148602,2.639899,91126035,10.99661404,91253573,546011.020909,4.020369322
91381290,91636544,(17#)179,91405261,358892,91381290,1502396,91405261,2.638676,91381290,11.04862374,91508828,547357.517408,4.020266765
91636545,91891799,(17#)359/2,91682039,359874,91861770,1560704,91757573,2.638221,91861770,11.42392237,91764083,548736.761160,4.020407555
91891800,92147054,(17#)180,91892753,361044,91891800,1499772,92067589,2.638822,91891800,10.97472066,92019338,550066.982218,4.020192153
92147055,92402309,(19#)19/2,92165054,361674,92147055,1592332,92385088,2.637805,92147055,11.62327604,92274594,551414.928303,4.020109793
92402310,92657564,(17#)181,92445274,362482,92520120,1517444,92519813,2.637801,92402310,11.03714443,92529849,552778.720816,4.020145933
92657565,92912819,(17#)363/2,92661929,363298,92657565,1510958,92901394,2.637219,92657565,10.97512651,92785104,554142.734113,4.020186362
92912820,93168074,(17#)182,92977351,364024,93002910,1513918,92977351,2.636052,92912820,10.96911164,93040359,555507.677546,4.020235994
93168075,93423329,(17#)365/2,93168766,364990,93168075,1541498,93168766,2.638208,93168075,11.14227799,93295615,556871.407338,4.020279398
93423330,93678584,(17#)183,93432712,366176,93573480,1551280,93595127,2.639289,93573480,11.16968824,93550870,558222.238091,4.020232485
93678585,93933839,(17#)367/2,93719959,367136,93858765,1550610,93719959,2.639809,93858765,11.13462094,93806125,559563.857915,4.020122291
93933840,94189094,(17#)184,93981466,368132,93933840,1603010,94104617,2.639076,93933840,11.50269681,94061380,560895.891638,4.019946618
94189095,94444349,(17#)369/2,94231087,368696,94189095,1573790,94231087,2.638209,94189095,11.26574886,94316636,562262.308241,4.020020359
94444350,94699604,(17#)185,94499989,369848,94444350,1582488,94591381,2.639222,94444350,11.30072656,94571891,563617.335323,4.020015132
94699605,94954859,(17#)371/2,94754983,370778,94699605,1571178,94942972,2.637647,94699605,11.19300776,94827146,565001.404290,4.020219220
94954860,95210114,(17#)186,95018488,371558,94954860,1597474,95018488,2.639047,94954860,11.35307409,95082401,566360.141051,4.020245267
95210115,95465369,(17#)373/2,95213632,372424,95210115,1552536,95327212,2.640352,95210115,11.00734042,95337657,567736.789642,4.020400552
95465370,95720624,(17#)187,95532992,373578,95570475,1564110,95638024,2.638354,95570475,11.05212902,95592912,569110.445327,4.020536632
95720625,95975879,(17#)375/2,95733167,374364,95720625,1555852,95862097,2.640045,95720625,10.97840776,95848167,570467.456841,4.020557385
95975880,96231134,(17#)188,96010283,375242,95975880,1594122,96228532,2.639652,95975880,11.22178418,96103422,571842.378179,4.020706512
96231135,96486389,(17#)377/2,96281998,375472,96231135,1620260,96281998,2.635636,96231135,11.37881607,96358677,573209.651752,4.020803904
96486390,96741644,(17#)189,96496438,377030,96711615,1573918,96590467,2.639794,96711615,11.00440963,96613933,574548.233837,4.020702649
96741645,96996899,(17#)379/2,96761953,377690,96741645,1575478,96761953,2.639482,96741645,11.01226928,96869188,575883.144393,4.020578704
96996900,97252154,(19#)10,97088941,378604,96996900,1667692,97088941,2.637926,96996900,11.62948276,97124443,577231.515042,4.020551631
97252155,97507409,(17#)381/2,97285939,379498,97282185,1621762,97285939,2.639383,97282185,11.27963162,97379698,578603.780894,4.020693244
97507410,97762664,(17#)191,97513354,380472,97507410,1589976,97680082,2.638759,97507410,11.03578558,97634954,579966.818429,4.020772854
97762665,98017919,(17#)383/2,97795063,381296,97762665,1590506,97795063,2.639579,97762665,11.01377059,97890209,581315.022554,4.020751836
98017920,98273174,(17#)192,98026384,382264,98138040,1617172,98047841,2.640364,98138040,11.16023868,98145464,582686.799561,4.020896165
98273175,98528429,(17#)385/2,98359288,383364,98423325,1658326,98359288,2.640322,98423325,11.41467455,98400719,584027.494983,4.020828262
98528430,98783684,(17#)193,98566921,384244,98528430,1604428,98775877,2.639451,98528430,11.03317969,98655974,585371.994774,4.020789250
98783685,99038939,(17#)387/2,98843674,385072,98783685,1639660,98843674,2.640498,98783685,11.24948638,98911230,586707.737024,4.020692891
99038940,99294194,(17#)194,99073283,385762,99279180,1654698,99073283,2.639764,99279180,11.30214102,99166485,588048.924268,4.020636594
99294195,99549449,(17#)389/2,99298594,386744,99294195,1612692,99515047,2.639813,99294195,11.01374132,99421740,589388.500033,4.020571997
99549450,99804704,(17#)195,99768322,387798,99549450,1610466,99768322,2.637211,99549450,10.97339693,99676995,590726.415584,4.020498794
99804705,100059959,(17#)391/2,99946831,388590,99804705,1692366,99946831,2.638389,99804705,11.50515425,99932251,592072.550406,4.020484111
100059960,100315214,(17#)196,100060201,389106,100150050,1650434,100111906,2.638212,100150050,11.18559358,100187506,593420.160765,4.020481906
100315215,100570469,(17#)393/2,100388272,390288,100315215,1635228,100388272,2.639528,100315215,11.06626956,100442761,594763.074400,4.020450291
100570470,100825724,(17#)197,100657696,391278,100570470,1637024,100693913,2.639089,100570470,11.05335457,100698016,596089.233982,4.020308204
100825725,101080979,(17#)395/2,100830061,392170,100825725,1652206,101034746,2.641022,100825725,11.13068420,100953271,597438.500809,4.020324579
101080980,101336234,(17#)198,101093549,392784,101276175,1647834,101260834,2.638852,101276175,11.05720244,101208527,598770.299645,4.020225920
101336235,101591489,(17#)397/2,101352367,393600,101561460,1646248,101352367,2.639342,101561460,11.01889259,101463782,600095.539786,4.020086130
101591490,101846744,(17#)199,101621434,394276,101591490,1649016,101621434,2.637634,101591490,11.03451102,101719037,601423.684762,4.019968583
101846745,102101999,(19#)21/2,101923522,395660,101846745,1742286,101991091,2.639018,101846745,11.63258052,101974292,602796.183080,4.020149737
102102000,102357254,(17#)200,102120016,396270,102222120,1665952,102196747,2.638929,102222120,11.08650488,102229547,604148.014973,4.020194865
102357255,102612509,(17#)401/2,102382802,396876,102357255,1656720,102382802,2.637417,102357255,11.01209015,102484803,605501.231506,4.020251181
102612510,102867764,(17#)201,102672568,398360,102612510,1680034,102817096,2.639161,102612510,11.14228634,102740058,606837.951108,4.020200351
102867765,103123019,(17#)403/2,102874621,398892,102867765,1716116,103122529,2.639256,102867765,11.35640505,102995313,608183.061723,4.020207293
103123020,103378274,(17#)202,103153387,400018,103123020,1678618,103320814,2.640236,103123020,11.08374330,103250568,609522.849950,4.020181436
103378275,103633529,(17#)405/2,103389514,400666,103378275,1666072,103389514,2.639476,103378275,10.97668153,103505823,610865.024536,4.020173632
103633530,103888784,(17#)203,103640941,401586,103633530,1731534,103821217,2.637721,103633530,11.38291188,103761079,612196.301064,4.020096423
103888785,104144039,(17#)407/2,103945861,402324,103888785,1722398,103945861,2.637746,103888785,11.29804386,104016334,613554.918360,4.020200964
104144040,104399294,(17#)204,104170837,403676,104144040,1678108,104239084,2.640232,104144040,10.98346473,104271589,614902.534422,4.020235300
104399295,104654549,(17#)409/2,104461717,404640,104414310,1694852,104612386,2.639666,104414310,11.06744987,104526844,616252.199573,4.020285040
104654550,104909804,(17#)205,104680729,405142,104654550,1728240,104680729,2.639588,104654550,11.26237154,104782099,617593.483215,4.020282218
104909805,105165059,(17#)411/2,104983624,406176,104984880,1757502,104983624,2.639516,104984880,11.42092301,105037354,618938.285150,4.020304355
105165060,105420314,(17#)206,105241372,406936,105270165,1722748,105392479,2.636846,105270165,11.16802043,105292610,620274.484151,4.020272819
105420315,105675569,(17#)413/2,105477209,407766,105555450,1732118,105589153,2.638582,105555450,11.20169663,105547865,621607.094827,4.020220355
105675570,105930824,(17#)207,105690982,409046,105675570,1780580,105751579,2.641308,105675570,11.50343003,105803120,622920.891007,4.020048841
105930825,106186079,(17#)415/2,105936668,409594,106126020,1752104,106101026,2.638222,106126020,11.27660610,106058375,624266.649930,4.020085923
106186080,106441334,(17#)208,106267321,410528,106186080,1707458,106267321,2.639040,106186080,10.98371965,106313630,625603.043623,4.020064860
106441335,106696589,(17#)417/2,106519801,411494,106441335,1724066,106519801,2.639658,106441335,11.06683447,106568886,626939.011028,4.020043182
106696590,106951844,(19#)11,106738804,412256,106696590,1812884,106738804,2.639706,106696590,11.61212934,106824141,628292.940338,4.020138666
106951845,107207099,(17#)419/2,106961693,413332,107056950,1745938,107167198,2.640604,107056950,11.14974037,107079396,629652.607252,4.020272422
107207100,107462354,(17#)210,107225416,413924,107267160,1749216,107225416,2.639657,107267160,11.15114882,107334651,631015.357905,4.020427360
107462355,107717609,(17#)421/2,107503768,414962,107552445,1777738,107655619,2.638636,107552445,11.30616141,107589906,632334.441566,4.020306080
107717610,107972864,(17#)211,107762377,415934,107717610,1736324,107972233,2.639745,107717610,11.02767190,107845161,633656.090819,4.020203602
107972865,108228119,(17#)423/2,108021541,416624,107972865,1770998,108107212,2.638805,107972865,11.22417361,108100417,634978.466005,4.020108157
108228120,108483374,(17#)212,108237937,417336,108228120,1770314,108237937,2.639201,108228120,11.19623454,108355672,636324.289695,4.020163300
108483375,108738629,(17#)425/2,108538103,418588,108693585,1744730,108679906,2.639922,108693585,10.99227510,108610927,637667.197587,4.020201869
108738630,108993884,(17#)213,108743017,418926,108738630,1769088,108743017,2.638278,108738630,11.14161886,108866182,639021.970030,4.020316879
108993885,109249139,(17#)427/2,109008898,420196,108993885,1776492,109080151,2.639030,108993885,11.16487579,109121437,640378.969697,4.020447467
109249140,109504394,(17#)214,109252687,421106,109249140,1768492,109485668,2.640213,109249140,11.09143199,109376693,641715.150050,4.020449041
109504395,109759649,(17#)429/2,109505674,422150,109504395,1755026,109695448,2.639208,109504395,10.98408956,109631948,643047.076774,4.020425939
109759650,110014904,(17#)215,109849237,423048,109759650,1800628,109966684,2.640010,109759650,11.24611662,109887203,644393.885307,4.020497839
110014905,110270159,(17#)431/2,110051122,423780,110165055,1797012,110067109,2.640378,110165055,11.18668406,110142458,645699.556208,4.020315212
110270160,110525414,(17#)216,110442529,424462,110405295,1796132,110442529,2.636421,110405295,11.15950091,110397713,647014.854753,4.020195112
110525415,110780669,(17#)433/2,110626183,425588,110690580,1776826,110725558,2.639394,110525415,11.01658331,110652968,648343.482854,4.020160080
110780670,111035924,(17#)217,110794276,426354,110780670,1834798,110996521,2.639285,110780670,11.36527287,110908224,649688.617171,4.020229249
111035925,111291179,(17#)435/2,111052807,427248,111035925,1843512,111052807,2.640713,111035925,11.39583022,111163479,651041.578414,4.020348470
111291180,111546434,(17#)218,111443336,428314,111291180,1798318,111443336,2.639024,111291180,11.09371262,111418734,652366.849221,4.020298414
