alpha,L11_lo,L11_hi,L13_lo,L13_hi,Lfinal_lo,Lfinal_lo_std,Lfinal_hi,Lfinal_hi_std
0.0009765625,,,,,,,,
0.00106494895768,,,,,,,,
0.00116133507324,,,,,,,,
0.00126644487759,,,,,,,,
0.001381067932,,,,,,,,
0.00150606525919,,,,,,,,
0.00164237581104,,,,,,,,
0.00179102352188,,,,,,,,
0.001953125,,,,,,,,
0.00212989791536,,,,,,,,
0.00232267014649,,,,,,,,
0.00253288975518,,,,,,,,
0.00276213586401,,,,,,,,
0.00301213051837,,,,,,,,
0.00328475162208,,,,,,,,
0.00358204704377,,,,,,,-0.21537,0.02077
0.00390625,,,,,5.20696,1.97605,-0.20869,0.01595
0.00425979583072,,,,,3.92101,2.27033,-0.20283,0.01372
0.00464534029298,,,,,2.59350,1.76689,-0.19764,0.01106
0.00506577951036,,,,,1.58464,0.46998,-0.19340,0.01104
0.00552427172802,,,,,1.25126,0.28102,-0.18671,0.01186
0.00602426103675,,,,,1.03825,0.20542,-0.18440,0.01116
0.00656950324417,,,,,0.88117,0.15547,-0.18060,0.01420
0.00716409408754,,,,,0.75108,0.11965,-0.17866,0.01463
0.0078125,,,,,0.65682,0.10278,-0.17862,0.01474
0.00851959166145,,,,,0.57305,0.08438,-0.17965,0.01127
0.00929068058596,,,,,0.50937,0.06649,-0.17666,0.00945
0.0101315590207,,,,,0.45535,0.05734,-0.17778,0.00996
0.011048543456,,,,,0.40686,0.05397,-0.17861,0.00844
0.0120485220735,,,,,0.36488,0.04650,-0.18212,0.00943
0.0131390064883,0.30853,-0.21862,,,0.32586,0.04051,-0.19217,0.01314
0.0143281881751,0.26168,-0.18506,,,0.29240,0.03610,-0.19059,0.01092
0.015625,0.28159,-0.19265,,,0.26267,0.02879,-0.18579,0.01008
0.0170391833229,0.28529,-0.21272,,,0.24007,0.02442,-0.18197,0.01665
0.0185813611719,0.29080,-0.21653,,,0.22050,0.02031,-0.16879,0.01785
0.0202631180414,0.26448,-0.19312,,,0.20189,0.02030,-0.15670,0.01610
0.0220970869121,0.26189,-0.19398,,,0.18268,0.01834,-0.14791,0.01607
0.024097044147,0.29792,-0.19350,,,0.16605,0.01613,-0.13926,0.01545
0.0262780129767,0.27875,-0.21391,,,0.15172,0.01631,-0.12900,0.01353
0.0286563763501,0.27187,-0.18354,,,0.14011,0.01847,-0.11924,0.01246
0.03125,0.27751,-0.18606,,,0.13004,0.01527,-0.11185,0.01181
0.0340783666458,0.26611,-0.17819,,,0.12043,0.01504,-0.10457,0.01126
0.0371627223438,0.26846,-0.17679,,,0.11394,0.01115,-0.09761,0.01042
0.0405262360828,0.26783,-0.19422,,,0.10715,0.00963,-0.09008,0.01068
0.0441941738242,0.25410,-0.18225,,,0.09948,0.00771,-0.08416,0.00948
0.048194088294,0.24958,-0.18020,,,0.09302,0.00745,-0.07903,0.00938
0.0525560259534,0.24884,-0.18977,,,0.08907,0.00634,-0.07325,0.00918
0.0573127527003,0.23810,-0.18686,,,0.08456,0.00602,-0.06982,0.00916
0.0625,0.25056,-0.17514,,,0.07950,0.00472,-0.06535,0.00813
0.0681567332916,0.23227,-0.17169,,,0.07512,0.00531,-0.06149,0.00786
0.0743254446877,0.22170,-0.17069,,,0.07147,0.00426,-0.05755,0.00768
0.0810524721657,0.22794,-0.19014,,,0.06849,0.00406,-0.05366,0.00716
0.0883883476483,0.20931,-0.19382,,,0.06591,0.00493,-0.05096,0.00615
0.096388176588,0.24013,-0.16817,,,0.06342,0.00349,-0.04805,0.00565
0.105112051907,0.22966,-0.17473,,,0.06062,0.00455,-0.04562,0.00554
0.114625505401,0.21850,-0.16900,,,0.05799,0.00349,-0.04309,0.00496
0.125,0.20521,-0.15839,,,0.05546,0.00352,-0.04002,0.00436
0.136313466583,0.21734,-0.15483,,,0.05511,0.00331,-0.03821,0.00421
0.148650889375,0.22043,-0.16690,,,0.05525,0.00202,-0.03622,0.00411
0.162104944331,0.20753,-0.15738,,,0.05419,0.00196,-0.03447,0.00464
0.176776695297,0.19653,-0.13272,,,0.05350,0.00208,-0.03305,0.00435
0.192776353176,0.19907,-0.15206,,,0.05365,0.00211,-0.03104,0.00389
0.210224103813,0.19914,-0.15284,,,0.05355,0.00209,-0.02966,0.00380
0.229251010801,0.19715,-0.15976,,,0.05438,0.00231,-0.02840,0.00311
0.25,0.19339,-0.15483,,,0.05528,0.00210,-0.02721,0.00256
0.272626933166,0.19762,-0.12825,,,0.05570,0.00269,-0.02580,0.00276
0.297301778751,0.18439,-0.16584,,,0.05657,0.00314,-0.02395,0.00293
0.324209888663,0.18103,-0.13027,,,0.05817,0.00301,-0.02345,0.00307
0.353553390593,0.18706,-0.13648,,,0.06036,0.00309,-0.02238,0.00287
0.385552706352,0.17490,-0.15483,,,0.06226,0.00352,-0.02142,0.00241
0.420448207627,0.18137,-0.13267,,,0.06353,0.00379,-0.02073,0.00207
0.458502021602,0.18714,-0.12987,,,0.06532,0.00351,-0.02009,0.00205
