START,n_0,C_min,Npred_0,Cpred_min,n_1,C_max,Npred_1,Cpred_max,n_geom,C_avg,Cpred_avg,Align,CpredAlign,CpredBound
(11#)67,155816,2.502854,155921,2.662625,155610,9.83140567,155610,9.84169818,155346,4.026773927,4.033458603,2.512353,2.512353,2.137574
(11#)135/2,156007,2.496651,157061,2.662611,156975,9.73469089,156975,9.73748674,156501,4.022407378,4.033257989,2.512786,2.512786,2.138676
(11#)68,157901,2.486203,158233,2.662595,157080,10.19215775,157080,10.09812943,157656,4.021694211,4.032887543,2.513150,2.513150,2.140051
(11#)137/2,158419,2.533724,159389,2.662581,158235,9.70269355,158340,9.63906561,158811,4.016325700,4.033096709,2.513433,2.513433,2.141568
(11#)69,159407,2.542242,160541,2.662566,159390,9.90691796,159390,9.91769910,159966,4.018279827,4.033413861,2.513722,2.513722,2.142686
(11#)139/2,161659,2.491347,161683,2.662551,160545,9.49676279,160545,9.53594422,161121,4.019692413,4.033167693,2.514096,2.514096,2.143898
(11#)70,162353,2.507294,162853,2.662538,162435,9.94342578,162435,9.91427750,162276,4.017758246,4.033457502,2.514483,2.514483,2.145246
(11#)141/2,163297,2.519915,163997,2.662523,162855,9.62845767,162855,9.67711174,163431,4.019353558,4.033020028,2.514777,2.514777,2.146627
(11#)71,164954,2.477786,165161,2.662509,164010,9.66328517,164010,9.60389037,164586,4.016191174,4.032492056,2.515018,2.515018,2.147623
(13#)11/2,165701,2.520785,166319,2.662495,165165,10.33415353,165165,10.32724606,165741,4.022622778,4.033499119,2.515384,2.515384,2.149371
(11#)72,166351,2.526473,167471,2.662481,166320,9.34621665,166320,9.46659105,166896,4.022411248,4.032957651,2.515736,2.515736,2.150684
(11#)145/2,167809,2.490909,168629,2.662468,167475,9.65881412,167475,9.81715484,168051,4.024999426,4.032988650,2.516019,2.516019,2.151705
(11#)73,168814,2.509419,169783,2.662454,169260,9.54977310,169575,9.62237255,169206,4.022034655,4.033349900,2.516263,2.516263,2.153083
(11#)147/2,170539,2.495056,170927,2.662440,169785,9.58327895,169785,9.46644780,170361,4.024957212,4.032969395,2.516611,2.516611,2.154357
(11#)74,171694,2.497959,172093,2.662427,170940,9.71603852,170940,9.73686678,171516,4.023540735,4.033169888,2.516960,2.516960,2.155628
(11#)149/2,172849,2.504239,173249,2.662414,172095,9.55695229,172095,9.53074787,172671,4.022165765,4.032789577,2.517155,2.517155,2.156717
(11#)75,174214,2.457750,174389,2.662401,173250,9.41637714,173250,9.46630613,173826,4.020944725,4.032522356,2.517471,2.517471,2.158014
(11#)151/2,174814,2.514062,175543,2.662387,174405,9.53476167,174405,9.52979147,174981,4.018592497,4.032998480,2.517780,2.517780,2.159177
(11#)76,176551,2.496728,176713,2.662375,175560,9.99068066,175560,10.02304749,176136,4.015699244,4.033102533,2.518030,2.518030,2.160075
(11#)153/2,177841,2.524335,177841,2.662362,176715,10.02213411,176715,10.09724336,177291,4.022440444,4.032669219,2.518268,2.518268,2.161425
(11#)77,178898,2.502055,179021,2.662349,177870,9.43533784,177870,9.46612223,178446,4.028049452,4.032931287,2.518595,2.518595,2.162641
(11#)155/2,179083,2.529322,180179,2.662336,179025,9.97293179,179025,9.79249350,179601,4.028028276,4.032455333,2.518840,2.518840,2.163524
(13#)6,180379,2.501151,181303,2.662324,180180,10.36490489,180180,10.32657872,180756,4.026468866,4.033084269,2.519066,2.519066,2.164823
(11#)157/2,181919,2.535068,182489,2.662311,181545,9.75708658,181545,9.84056942,181911,4.027195643,4.032798820,2.519372,2.519372,2.165966
(11#)79,182519,2.515243,183637,2.662299,182910,9.43935091,182490,9.58887822,183066,4.023990057,4.032773240,2.519614,2.519614,2.166839
(11#)159/2,184696,2.506373,184777,2.662287,183645,9.63184388,183645,9.65150593,184221,4.028324584,4.033162867,2.519828,2.519828,2.168088
(11#)80,185578,2.512282,185951,2.662274,185640,9.86556750,185640,9.91329877,185376,4.023576627,4.032711234,2.520120,2.520120,2.169162
(11#)161/2,187024,2.533868,187091,2.662262,185955,9.89916236,185955,9.91656461,186531,4.016995618,4.032728909,2.520331,2.520331,2.169944
(11#)81,187471,2.522543,188261,2.662250,187110,9.42904853,187110,9.46577079,187686,4.022740543,4.032469119,2.520564,2.520564,2.170882
(11#)163/2,189094,2.510677,189407,2.662238,188370,9.67394877,188370,9.73617373,188841,4.024256557,4.032831671,2.520852,2.520852,2.171794
(11#)82,189817,2.521375,190573,2.662226,189420,9.72891497,189420,9.70839418,189996,4.023997173,4.032598051,2.521010,2.521010,2.172543
(11#)165/2,191626,2.523077,191717,2.662215,190575,9.42838069,190575,9.46564238,191151,4.017655764,4.032656453,2.521279,2.521279,2.173876
(11#)83,191768,2.509171,192883,2.662202,191730,9.47654296,191730,9.58246195,192306,4.012279822,4.032774488,2.521546,2.521546,2.174726
(11#)167/2,193639,2.501153,194027,2.662191,193830,9.49772870,192885,9.52292833,193461,4.015177478,4.032860077,2.521698,2.521698,2.175540
(11#)84,194767,2.519507,195193,2.662180,194040,9.45246451,194040,9.46551863,194616,4.016523556,4.031703982,2.521976,2.521976,2.176366
(13#)13/2,195751,2.518018,196337,2.662168,195195,10.21160232,195195,10.32597584,195771,4.014185001,4.032519732,2.522149,2.522149,2.177228
(11#)85,197402,2.512439,197479,2.662157,196350,10.04330323,196350,10.09646852,196926,4.014716931,4.032983661,2.522379,2.522379,2.178155
(11#)171/2,198046,2.523633,198659,2.662145,197505,9.97616591,197505,10.02218719,198081,4.013608666,4.032816300,2.522631,2.522631,2.179051
(11#)86,199021,2.495353,199813,2.662134,198660,9.52606363,198660,9.69621990,199236,4.008515719,4.032433103,2.522778,2.522778,2.179974
(11#)173/2,200899,2.517394,200929,2.662124,199815,9.47408631,199815,9.52067059,200391,4.008257515,4.032187880,2.523042,2.523042,2.180772
(11#)87,201904,2.515768,202121,2.662112,200970,9.76977837,200970,9.81584623,201546,4.010611180,4.032963152,2.523178,2.523178,2.181554
(11#)175/2,203128,2.520731,203279,2.662101,202125,9.47501994,202125,9.46524115,202701,4.013349426,4.032244164,2.523412,2.523412,2.182662
(11#)88,203417,2.508934,204431,2.662090,203490,9.43353629,203490,9.62109273,203856,4.014284246,4.032365832,2.523626,2.523626,2.183427
(11#)177/2,204928,2.464243,205589,2.662080,204435,9.63699648,204435,9.63121763,205011,4.012587773,4.032684917,2.523789,2.523789,2.184259
(11#)89,205924,2.529874,206699,2.662069,205590,9.51302139,205590,9.57392014,206166,4.013633363,4.032615683,2.524050,2.524050,2.185186
(11#)179/2,206984,2.513240,207877,2.662058,207480,9.83057402,207480,9.83961511,207321,4.014391171,4.032189276,2.524174,2.524174,2.185997
(11#)90,208129,2.513207,209039,2.662047,208845,9.96075978,208845,9.91245622,208476,4.013153026,4.032236968,2.524403,2.524403,2.186758
(11#)181/2,209362,2.520880,210209,2.662037,209055,9.37522884,209055,9.51788769,209631,4.015079752,4.032096033,2.524518,2.524518,2.187403
(13#)7,210557,2.506060,211349,2.662026,210210,10.11235236,210210,10.32542719,210786,4.016648927,4.032762199,2.524771,2.524771,2.188511
(11#)183/2,211459,2.494267,212507,2.662016,211575,9.67968337,211365,9.62536047,211941,4.018066645,4.032400469,2.524900,2.524900,2.189224
(11#)92,212644,2.547725,213659,2.662005,212520,9.90982728,212520,9.91560897,213096,4.023932653,4.032380413,2.525106,2.525106,2.189987
(11#)185/2,213784,2.541986,214817,2.661995,213675,9.76352093,213675,9.73528747,214251,4.023163859,4.032118289,2.525291,2.525291,2.190649
(11#)93,215854,2.563496,215983,2.661985,214830,9.69425677,214830,9.79120150,215406,4.028561204,4.032287519,2.525444,2.525444,2.191651
(11#)187/2,216917,2.525146,217121,2.661975,215985,10.12029640,215985,10.09577805,216561,4.025375426,4.032292415,2.525650,2.525650,2.192381
(11#)94,217697,2.481485,218287,2.661964,217140,9.66904020,217140,9.67508243,217716,4.028236363,4.032436572,2.525777,2.525777,2.192934
(11#)189/2,219311,2.546183,219437,2.661955,218295,9.58469141,218295,9.46471882,218871,4.029538355,4.032034761,2.525996,2.525996,2.193696
(11#)95,220453,2.532386,220589,2.661945,219450,9.97249946,219450,10.02143115,220026,4.028400113,4.032604760,2.526118,2.526118,2.194589
(11#)191/2,221332,2.526687,221747,2.661935,220605,9.68174909,220605,9.51472718,221181,4.032678367,4.031995084,2.526312,2.526312,2.195060
(11#)96,222634,2.538822,222913,2.661925,221760,9.46454153,221760,9.46461322,222336,4.028821392,4.032270012,2.526426,2.526426,2.195439
(11#)193/2,223469,2.547178,224069,2.661915,222915,9.51873528,223860,9.53073578,223491,4.029912178,4.032474996,2.526629,2.526629,2.196165
(11#)97,225002,2.551522,225223,2.661905,224070,9.64285201,224070,9.56417213,224646,4.029917500,4.031750177,2.526740,2.526740,2.197019
(13#)15/2,225892,2.548480,226379,2.661895,225225,10.38651143,225225,10.32492096,225801,4.033492164,4.032180663,2.526935,2.526935,2.197716
(11#)98,227251,2.549104,227533,2.661886,226380,9.51737426,226380,9.46447531,226956,4.028910726,4.032360045,2.527052,2.527052,2.198193
(11#)197/2,228097,2.525164,228677,2.661877,227535,9.54379325,227535,9.51297687,228111,4.029162426,4.032222970,2.527230,2.527230,2.198833
(11#)99,229234,2.519971,229841,2.661867,229425,9.32645837,228690,9.46440904,229266,4.029956910,4.032232121,2.527360,2.527360,2.199728
(11#)199/2,230848,2.518411,230999,2.661857,229845,9.51374867,229845,9.51241792,230421,4.030767545,4.032105620,2.527513,2.527513,2.200299
(11#)100,231643,2.524351,232153,2.661848,232050,10.03515508,232050,9.91171578,231576,4.031054496,4.031893406,2.527648,2.527648,2.200961
(11#)201/2,232189,2.532524,233297,2.661839,232155,9.67369366,232155,9.60991216,232731,4.030268709,4.032039769,2.527790,2.527790,2.201612
(11#)101,233978,2.534564,234463,2.661829,233415,9.98860545,233415,9.83879344,233886,4.032269158,4.032003800,2.527942,2.527942,2.202293
(11#)203/2,235028,2.506846,235607,2.661820,234465,9.90414494,234465,9.81477062,235041,4.033860453,4.031902885,2.528044,2.528044,2.202413
(11#)102,236092,2.538865,236773,2.661811,235620,10.00626051,235620,10.09515643,236196,4.033353225,4.032038848,2.528216,2.528216,2.203335
(11#)205/2,237883,2.566648,237929,2.661802,236775,9.69631117,236775,9.70684787,237351,4.036423411,4.032405030,2.528309,2.528309,2.203814
(11#)103,238892,2.539570,239081,2.661793,237930,9.61556689,237930,9.55785034,238506,4.033324370,4.031827457,2.528499,2.528499,2.204529
(11#)207/2,239857,2.497741,240209,2.661784,239085,9.85121425,239085,9.91478590,239661,4.034302409,4.031678419,2.528583,2.528583,2.204852
(13#)8,241393,2.514952,241393,2.661775,240240,10.37370351,240240,10.32445160,240816,4.027115615,4.032064412,2.528767,2.528767,2.205575
(11#)209/2,242119,2.534017,242533,2.661766,241395,10.11574034,241395,10.02075765,241971,4.027935542,4.032554696,2.528851,2.528851,2.206257
(11#)105,243043,2.536059,243703,2.661757,242550,9.50737707,242550,9.46401883,243126,4.026508093,4.031629359,2.529005,2.529005,2.206809
(11#)211/2,243736,2.522425,244859,2.661748,244335,9.43652624,243705,9.50926967,244281,4.028880072,4.032134914,2.529116,2.529116,2.207294
(11#)106,245587,2.544113,246011,2.661739,244860,9.57294212,244860,9.64952273,245436,4.030159626,4.032336497,2.529217,2.529217,2.207887
(11#)213/2,246518,2.561050,247141,2.661731,246015,9.60290960,246015,9.60108227,246591,4.023918805,4.031546660,2.529383,2.529383,2.208476
(11#)107,247868,2.534405,248323,2.661722,247170,9.44792372,247170,9.55402688,247746,4.019881542,4.031644694,2.529458,2.529458,2.208943
(11#)215/2,248867,2.548208,249463,2.661714,248325,9.61491232,248325,9.69468979,248901,4.018629088,4.031786404,2.529625,2.529625,2.209668
(11#)108,249512,2.527815,250619,2.661705,249480,9.52551372,249480,9.46383210,250056,4.020481733,4.032043768,2.529708,2.529708,2.210276
(11#)217/2,251081,2.534266,251789,2.661697,250635,9.81181901,250635,9.79013972,251211,4.022307002,4.032464194,2.529843,2.529843,2.210766
(11#)109,252071,2.523456,252937,2.661688,252525,9.68888102,252525,9.55716228,252366,4.020125731,4.031113303,2.529949,2.529949,2.211196
(11#)219/2,253741,2.514393,254083,2.661680,252945,9.53831198,253890,9.61205271,253521,4.021292909,4.032258365,2.530029,2.530029,2.211560
(11#)110,255214,2.528919,255253,2.661671,254100,9.44579392,254100,9.46371186,254676,4.020022924,4.031253948,2.530190,2.530190,2.212253
(17#)/2,259801,2.503359,270269,2.661566,255255,10.98879350,255255,11.01228466,262655,4.021829226,4.031736478,2.530266,2.530266,2.212784
(13#)9,272794,2.510783,285283,2.661467,270270,10.22605496,270270,10.32361264,277676,4.015871405,4.031588176,2.531580,2.531580,2.218641
(13#)19/2,285424,2.505523,300299,2.661375,285285,10.84921557,285285,10.93048147,292696,4.024227324,4.031487859,2.532700,2.532700,2.223793
(13#)10,303904,2.513081,315313,2.661288,300300,10.24062300,300300,10.32287406,307715,4.016165437,4.031295325,2.533620,2.533620,2.228507
(13#)21/2,324223,2.512902,330329,2.661205,315315,10.31668283,315315,10.32253710,322735,4.021813925,4.031207938,2.534359,2.534359,2.232580
(13#)11,340261,2.521429,345329,2.661127,330330,10.39343794,330330,10.32221960,337754,4.026793339,4.031051253,2.534979,2.534979,2.236082
(13#)23/2,354971,2.521369,360337,2.661053,345345,10.82307543,345345,10.81343727,352772,4.029882034,4.030953337,2.535493,2.535493,2.238954
(13#)12,366794,2.499164,375373,2.660982,373065,10.60647618,373065,10.68568261,367790,4.023749560,4.030832912,2.535913,2.535913,2.241470
(13#)25/2,386068,2.523716,390389,2.660914,375375,10.25464963,375375,10.32135581,382808,4.021013304,4.030729817,2.536205,2.536205,2.243791
(13#)13,401509,2.524416,405401,2.660850,390390,10.23137733,390390,10.32109578,397826,4.025903093,4.030660259,2.536425,2.536425,2.245686
(13#)27/2,414448,2.520611,420419,2.660788,405405,10.26072189,405405,10.32084621,412844,4.028103978,4.030544045,2.536559,2.536559,2.247269
(13#)14,431146,2.523703,435427,2.660728,420420,10.36643500,420420,10.32060646,427861,4.019927599,4.030419024,2.536633,2.536633,2.248498
(13#)29/2,448444,2.521152,450431,2.660671,435435,10.80823080,435435,10.70261344,442878,4.020103598,4.030381399,2.536590,2.536590,2.249737
(13#)15,463549,2.513127,465463,2.660617,451605,10.43630000,451605,10.57131934,457895,4.019759391,4.030292560,2.536484,2.536484,2.250579
(13#)31/2,467009,2.541140,480463,2.660564,465465,10.58097936,465465,10.67580632,472912,4.023431912,4.030181329,2.536338,2.536338,2.251248
(13#)16,488339,2.536748,495491,2.660513,480480,10.36292763,480480,10.31974148,487929,4.024908676,4.030129943,2.536123,2.536123,2.251483
(13#)33/2,498436,2.527659,510481,2.660464,504735,10.40948314,504735,10.49286298,502946,4.018886472,4.030026979,2.535882,2.535882,2.251925
(17#),515611,2.539315,524288,2.660415,510510,11.02689928,510510,11.00731275,517963,4.023058425,4.029992344,2.535611,2.535611,2.252078
(13#)35/2,535858,2.540830,540539,2.660371,533715,10.41692508,533715,10.37804023,532979,4.025257564,4.029878849,2.535285,2.535285,2.251762
(13#)18,548461,2.531963,555523,2.660326,540540,10.26910471,540540,10.31899420,547996,4.024552943,4.029849724,2.534937,2.534937,2.251527
(13#)37/2,569077,2.543991,570569,2.660283,555555,10.60253259,555555,10.61364589,563012,4.024539918,4.029752804,2.534523,2.534523,2.251205
(13#)19,571262,2.550486,585581,2.660242,570570,10.95264258,570570,10.92563636,578028,4.025788098,4.029727079,2.534106,2.534106,2.250686
(13#)39/2,588338,2.563074,600577,2.660201,596505,10.29423475,585585,10.31849508,593044,4.030077984,4.029645251,2.533653,2.533653,2.250165
(13#)20,612022,2.551653,615607,2.660162,608685,10.47216331,608685,10.43685650,608061,4.028766343,4.029573918,2.533211,2.533211,2.249407
(13#)41/2,621472,2.552996,630613,2.660123,615615,10.61204631,615615,10.58275446,623077,4.029578655,4.029515134,2.532691,2.532691,2.248520
(13#)21,633967,2.541689,645641,2.660086,636405,10.43557144,636405,10.38542014,638093,4.023798991,4.029484080,2.532143,2.532143,2.247637
(13#)43/2,656629,2.539026,660659,2.660050,645645,10.62110639,645645,10.56955020,653109,4.020592872,4.029409216,2.531608,2.531608,2.246712
(13#)22,674719,2.554681,675643,2.660015,660660,10.35016732,660660,10.31775367,668125,4.018334428,4.029339923,2.531044,2.531044,2.245693
(13#)45/2,686398,2.527108,690689,2.659980,680295,10.36163204,680295,10.35943223,683141,4.022226222,4.029284234,2.530459,2.530459,2.244601
(13#)23,703568,2.559020,705689,2.659947,690690,10.75535033,690690,10.80879355,698157,4.020028643,4.029284473,2.529839,2.529839,2.243253
(13#)47/2,713309,2.554701,720703,2.659914,705705,10.42659488,705705,10.54662963,713172,4.015840522,4.029203179,2.529196,2.529196,2.241839
(13#)24,733528,2.558252,735733,2.659882,726495,10.30832542,726495,10.37613560,728188,4.018741810,4.029154376,2.528526,2.528526,2.240476
(13#)49/2,748691,2.568782,750749,2.659851,746130,10.67180211,746130,10.68115151,743204,4.023585152,4.029102433,2.527830,2.527830,2.239030
(13#)25,758411,2.555201,765763,2.659821,750750,10.25109722,750750,10.31698454,758220,4.023248405,4.029051384,2.527176,2.527176,2.237704
(17#)3/2,770558,2.532269,780733,2.659791,765765,10.99909949,765765,11.00465781,773236,4.024490412,4.029018011,2.526427,2.526427,2.236092
(13#)26,787162,2.561586,795793,2.659762,780780,10.36864084,780780,10.31675112,788251,4.027030406,4.028950361,2.525725,2.525725,2.234440
(13#)53/2,804191,2.552045,810809,2.659733,795795,10.54122315,795795,10.51892550,803267,4.027692701,4.028932060,2.524998,2.524998,2.232645
(13#)27,819212,2.562766,825821,2.659705,810810,10.30416841,810810,10.31652871,818283,4.027196054,4.028895519,2.524256,2.524256,2.230906
(13#)55/2,831373,2.564720,840839,2.659678,825825,10.34642760,825825,10.31642083,833298,4.025062212,4.028863428,2.523407,2.523407,2.229179
(13#)28,850253,2.564273,855851,2.659651,844305,10.39372356,844305,10.33306561,848314,4.026854683,4.028774696,2.522618,2.522618,2.227192
(13#)57/2,860422,2.564422,870853,2.659625,855855,10.95061370,855855,10.92304735,863329,4.025773183,4.028752086,2.521882,2.521882,2.225610
(13#)29,883648,2.566164,885883,2.659600,870870,10.61823408,870870,10.69818857,878345,4.023343895,4.028712039,2.521050,2.521050,2.223687
(13#)59/2,891427,2.564719,900869,2.659574,885885,10.48047317,885885,10.49699368,893360,4.022434985,4.028728555,2.520794,2.520794,2.222942
(13#)30,909037,2.548728,915911,2.659550,903210,10.54756236,903210,10.56697357,908376,4.022216434,4.028630063,2.522134,2.522134,2.225063
(13#)61/2,915961,2.547074,930911,2.659525,915915,10.51381724,915915,10.49066203,923391,4.025072320,4.028623356,2.523803,2.523803,2.227743
(13#)31,944161,2.565326,945943,2.659502,930930,10.67473805,930930,10.67143888,938407,4.026097107,4.028549191,2.525445,2.525445,2.230336
(13#)63/2,957844,2.549019,960941,2.659478,945945,10.24796411,945945,10.31563219,953422,4.022507080,4.028529753,2.527016,2.527016,2.232931
(13#)32,968299,2.573348,975967,2.659455,960960,10.28708484,960960,10.31554150,968438,4.024791503,4.028529980,2.528563,2.528563,2.235325
(13#)65/2,990586,2.569172,990989,2.659433,975975,10.32547689,975975,10.31545274,983453,4.025199742,4.028467422,2.530055,2.530055,2.237563
(13#)33,1004449,2.563918,1006003,2.659411,990990,10.30541948,990990,10.31536589,998469,4.025666558,4.028417709,2.531504,2.531504,2.239959
(13#)67/2,1016921,2.561834,1021019,2.659389,1009470,10.53313172,1009470,10.48862638,1013484,4.027719492,4.028380290,2.532920,2.532920,2.241836
(17#)2,1034134,2.571303,1036027,2.659368,1021020,11.02138234,1021020,11.00287541,1028500,4.024783177,4.028398088,2.534301,2.534301,2.244042
(13#)69/2,1050706,2.556321,1051027,2.659347,1036035,10.76237958,1036035,10.80630875,1043515,4.023622894,4.028329988,2.535640,2.535640,2.245941
(13#)35,1053142,2.560025,1066063,2.659326,1051050,10.28826788,1051050,10.31503181,1058530,4.020837715,4.028307915,2.536945,2.536945,2.247776
(13#)71/2,1067611,2.564956,1081079,2.659306,1066065,10.42796200,1066065,10.46444377,1073546,4.021203287,4.028261859,2.538215,2.538215,2.249648
(13#)36,1093418,2.575284,1096079,2.659286,1081080,10.32313799,1081080,10.31487264,1088561,4.022840242,4.028252526,2.539453,2.539453,2.251369
(13#)73/2,1101119,2.571810,1111091,2.659266,1096095,10.42288365,1096095,10.46007390,1103576,4.022306998,4.028231301,2.540656,2.540656,2.252996
(13#)37,1116337,2.566773,1126093,2.659247,1111110,10.63423235,1119195,10.67872565,1118592,4.023773461,4.028142897,2.541833,2.541833,2.254638
(13#)75/2,1138519,2.571708,1141139,2.659227,1138830,10.46679745,1138830,10.45890051,1133607,4.024537527,4.028162791,2.542997,2.542997,2.256152
(13#)38,1154584,2.576126,1156151,2.659209,1141140,10.95938321,1141140,10.92130907,1148622,4.022717490,4.028145397,2.544112,2.544112,2.257653
(13#)77/2,1166306,2.582036,1171133,2.659190,1156155,10.32016056,1156155,10.31449679,1163638,4.021827352,4.028107636,2.545211,2.545211,2.259104
(13#)39,1171721,2.577143,1186181,2.659172,1171170,10.34206115,1171170,10.31442529,1178653,4.019397505,4.028055735,2.546279,2.546279,2.260454
(13#)79/2,1190542,2.575724,1201183,2.659154,1186185,10.44087078,1186185,10.44830720,1193668,4.020168808,4.028042662,2.547329,2.547329,2.261670
(13#)40,1201553,2.553525,1216213,2.659136,1201200,10.33738857,1201200,10.31428458,1208684,4.020609601,4.028019228,2.548344,2.548344,2.262865
(13#)81/2,1227416,2.574592,1231229,2.659119,1217370,10.37118202,1217370,10.43276504,1223699,4.021088374,4.028002109,2.549352,2.549352,2.264130
(13#)41,1239109,2.571541,1246243,2.659101,1231230,10.50932061,1231230,10.57861374,1238714,4.021249593,4.027948884,2.550316,2.550316,2.265311
(13#)83/2,1246537,2.571671,1261259,2.659084,1246245,10.42975286,1246245,10.44141593,1253730,4.023799887,4.027951565,2.551274,2.551274,2.266444
(13#)42,1271308,2.567174,1276271,2.659067,1272810,10.41230196,1272810,10.38137721,1268745,4.024417902,4.027870243,2.552213,2.552213,2.267340
(17#)5/2,1287808,2.580738,1291271,2.659051,1276275,11.04350724,1276275,11.00154720,1283760,4.027074837,4.027908559,2.553131,2.553131,2.268377
(13#)43,1305097,2.580555,1306289,2.659035,1291290,10.50208155,1291290,10.56544487,1298775,4.027417855,4.027834650,2.554030,2.554030,2.269404
(13#)87/2,1308529,2.570502,1321319,2.659018,1306305,10.62738580,1306305,10.69581686,1313791,4.025451379,4.027883838,2.554906,2.554906,2.270253
(13#)44,1327552,2.567012,1336333,2.659003,1322685,10.47831076,1322685,10.48362898,1328806,4.024632591,4.027798012,2.555767,2.555767,2.271180
(13#)89/2,1347289,2.580835,1351327,2.658987,1336335,10.39234997,1336335,10.43224742,1343821,4.027267113,4.027783663,2.556606,2.556606,2.272227
(13#)45,1352977,2.568573,1366349,2.658971,1354815,10.54130969,1354815,10.56464386,1358836,4.027588989,4.027765157,2.557430,2.557430,2.275305
(13#)91/2,1367291,2.578175,1381349,2.658956,1366365,10.37596210,1366365,10.31357855,1373851,4.026276558,4.027723341,2.558234,2.558234,2.278311
(13#)46,1392068,2.581279,1396393,2.658941,1381380,10.83011417,1381380,10.80463901,1388867,4.025719190,4.027736562,2.559023,2.559023,2.281229
(13#)93/2,1403569,2.576241,1411387,2.658926,1396395,10.61880174,1396395,10.66909708,1403882,4.025713446,4.027702159,2.559796,2.559796,2.284031
(13#)47,1421554,2.574203,1426393,2.658911,1411410,10.60638584,1411410,10.54258966,1418897,4.024658042,4.027650532,2.560552,2.560552,2.286830
(13#)95/2,1427329,2.563568,1441439,2.658897,1426425,10.88040167,1426425,10.92001320,1433912,4.026031243,4.027677531,2.561311,2.561311,2.289637
(13#)48,1446013,2.577389,1456451,2.658882,1452990,10.41000615,1452990,10.37217927,1448928,4.026227562,4.027623925,2.562039,2.562039,2.292362
(13#)97/2,1460213,2.583438,1471447,2.658868,1456455,10.42302775,1456455,10.42179375,1463943,4.025331189,4.027625710,2.562753,2.562753,2.295035
(13#)49,1485139,2.569529,1486451,2.658854,1471470,10.29100886,1471470,10.31317853,1478958,4.024002748,4.027582997,2.563467,2.563467,2.297648
(13#)99/2,1498438,2.572049,1501499,2.658840,1492260,10.66009978,1492260,10.67709497,1493973,4.025517063,4.027571854,2.564151,2.564151,2.300213
(13#)50,1508933,2.579741,1516513,2.658826,1514205,10.44481923,1514205,10.48635334,1508988,4.026623229,4.027511705,2.564839,2.564839,2.302679
(13#)101/2,1525204,2.588498,1531499,2.658813,1516515,10.39160965,1516515,10.41718872,1524004,4.027036835,4.027516201,2.565499,2.565499,2.305154
(17#)3,1538384,2.572062,1546537,2.658799,1531530,10.91105796,1531530,11.00049541,1539019,4.025439396,4.027541388,2.566162,2.566162,2.307609
(13#)103/2,1552613,2.581629,1561559,2.658786,1546545,10.44066288,1546545,10.41502046,1554034,4.023726303,4.027461770,2.566795,2.566795,2.309903
(13#)52,1568978,2.579733,1576571,2.658773,1561560,10.29958853,1561560,10.31286079,1569049,4.022457197,4.027460202,2.567435,2.567435,2.312273
(13#)105/2,1588283,2.576881,1591589,2.658760,1576575,10.34024085,1576575,10.31280992,1584064,4.022411570,4.027421800,2.568061,2.568061,2.314595
(13#)53,1600058,2.588112,1606603,2.658747,1591590,10.51716217,1591590,10.51497078,1599079,4.022261744,4.027476522,2.568663,2.568663,2.316852
(13#)107/2,1611293,2.582728,1621619,2.658734,1606605,10.38632035,1606605,10.41092631,1614095,4.021918847,4.027371396,2.569267,2.569267,2.319098
(13#)54,1625321,2.576631,1636627,2.658722,1621620,10.27732084,1621620,10.31266060,1629110,4.021606012,4.027386040,2.569860,2.569860,2.321297
(13#)109/2,1647964,2.569523,1651621,2.658710,1636635,10.44534654,1636635,10.40899143,1644125,4.021984051,4.027377068,2.570444,2.570444,2.323463
(13#)55,1658869,2.582682,1666657,2.658697,1651650,10.30055206,1651650,10.31256387,1659140,4.020192534,4.027353016,2.571003,2.571003,2.325566
(13#)111/2,1668971,2.593334,1681679,2.658685,1666665,10.64675595,1666665,10.60715947,1674155,4.020783708,4.027325757,2.571568,2.571568,2.327662
(13#)56,1693639,2.579746,1696693,2.658673,1681680,10.32490434,1688610,10.32921553,1689170,4.022043934,4.027306165,2.572121,2.572121,2.329667
(13#)113/2,1708321,2.575121,1711687,2.658661,1708245,10.45712809,1708245,10.45667512,1704185,4.021412794,4.027272200,2.572665,2.572665,2.331688
(13#)57,1725814,2.588012,1726693,2.658649,1711710,10.89142669,1711710,10.91898631,1719201,4.022880179,4.027296790,2.573202,2.573202,2.333600
(13#)115/2,1740821,2.579711,1741723,2.658637,1726725,10.85478202,1726725,10.80339350,1734216,4.022428970,4.027254405,2.573727,2.573727,2.335555
(13#)58,1746859,2.570141,1756747,2.658626,1741740,10.64565516,1741740,10.69422112,1749231,4.022082665,4.027241610,2.574245,2.574245,2.337505
(13#)117/2,1770016,2.583728,1771751,2.658614,1763580,10.42086268,1763580,10.48206782,1764246,4.022253889,4.027208466,2.574756,2.574756,2.339404
(13#)59,1777753,2.573578,1786781,2.658603,1771770,10.46162606,1771770,10.49311119,1779261,4.022743599,4.027209637,2.575256,2.575256,2.341265
(17#)7/2,1791778,2.589083,1801781,2.658592,1786785,11.01732216,1786785,10.99962821,1794276,4.022617109,4.027222098,2.575749,2.575749,2.343121
(13#)60,1802266,2.584393,1816813,2.658581,1806420,10.50277345,1806420,10.56307655,1809291,4.024345217,4.027112331,2.576236,2.576236,2.344932
(13#)121/2,1831436,2.577516,1831811,2.658570,1826055,10.43231013,1826055,10.43056730,1824307,4.022329809,4.027167955,2.576726,2.576726,2.346754
