DECADE,n_0,C_min,Npred_0,Cpred_min,n_1,C_max,Npred_1,Cpred_max,n_geom,C_avg,Cpred_avg
17PR20,10279447,2.610716,10465453,2.65650300,10210200,11.003764,10210200,10.99105142,10337039,4.021589,4.02403612
17PR41D2,10509104,2.610205,10720709,2.65647800,10465455,11.244673,10465455,11.27276316,10592313,4.021798,4.02399805
17PR21,10730206,2.616253,10975927,2.65645300,10818885,11.060392,10818885,11.06263557,10847586,4.021426,4.02396119
17PR43D2,11035639,2.619300,11231219,2.65642900,10975965,11.253567,10975965,11.25880483,11102858,4.021760,4.02392347
17PR22,11262739,2.617318,11486467,2.65640600,11231220,10.966411,11231220,10.99063902,11358130,4.022880,4.02388908
17PR45D2,11722628,2.612843,11741729,2.65638300,11696685,11.173512,11696685,11.18938734,11613401,4.023567,4.02385187
17PR23,11980162,2.618144,11996939,2.65636100,11741730,11.511897,11741730,11.51380315,11868671,4.023467,4.02381906
17PR47D2,12176348,2.615986,12252197,2.65633900,11996985,11.237135,11996985,11.23458680,12123940,4.023335,4.02378614
17PR24,12503914,2.618371,12507457,2.65631800,12267255,11.167478,12267255,11.17553522,12379209,4.023162,4.02375347
17PR49D2,12674359,2.620449,12762727,2.65629700,12507495,10.987818,12507495,10.99017947,12634477,4.022844,4.02372128
17PR25,12945293,2.619810,13018003,2.65627700,12777765,11.086489,12777765,11.10223274,12889745,4.023150,4.02369174
17PR51D2,13157726,2.614254,13273207,2.65625700,13123110,11.414736,13123110,11.42865195,13145012,4.022679,4.02365984
17PR26,13383668,2.621737,13528507,2.65623800,13408395,11.176059,13408395,11.15150189,13400279,4.023207,4.02363057
17PR53D2,13598296,2.621948,13783751,2.65621900,13528515,11.207255,13528515,11.20533569,13655546,4.022396,4.02360153
17PR27,13890334,2.615375,14039023,2.65620000,13783770,10.980382,13783770,10.98977014,13910812,4.022246,4.02357414
17PR55D2,14203249,2.615943,14294261,2.65618200,14159145,11.066472,14159145,11.07016816,14166077,4.021620,4.02354463
17PR28,14546944,2.610027,14549527,2.65616500,14294280,10.981946,14294280,10.98961822,14421342,4.022040,4.02351685
19PR3D2,14653259,2.623627,14804767,2.65614700,14549535,11.637951,14549535,11.63598835,14676607,4.022538,4.02349251
17PR29,14993599,2.620451,15060043,2.65613000,14804790,11.411347,14804790,11.39648985,14931872,4.021642,4.02346523
17PR59D2,15201136,2.622150,15315281,2.65611300,15060045,11.190898,15060045,11.18219804,15187136,4.022043,4.02344040
17PR30,15512572,2.621195,15570553,2.65609700,15315300,10.991030,15315300,10.98933202,15442400,4.022164,4.02341493
17PR61D2,15580924,2.620941,15825787,2.65608000,15570555,11.180379,15570555,11.17552253,15697663,4.022250,4.02338887
17PR31,15903079,2.620396,16081027,2.65606500,15825810,11.343107,15825810,11.36813472,15952926,4.021823,4.02336619
17PR63D2,16105231,2.624621,16336301,2.65604900,16231215,11.033044,16231215,11.03270054,16208190,4.022491,4.02334303
17PR32,16453264,2.623584,16591571,2.65603400,16546530,11.304061,16546530,11.31222057,16463452,4.022645,4.02331736
17PR65D2,16618577,2.617779,16777216,2.65602200,16831815,11.102506,16831815,11.09951430,16718715,4.022315,4.02329607
17PR33,17086924,2.622329,17102077,2.65600400,16846830,10.997293,16846830,10.98894081,16973977,4.021773,4.02327229
17PR67D2,17157347,2.615508,17357339,2.65598900,17160990,11.148404,17160990,11.17355234,17229239,4.021567,4.02324969
17PR34,17438299,2.625902,17612593,2.65597500,17402385,11.064404,17402385,11.09289016,17484501,4.021357,4.02322782
17PR69D2,17754362,2.624263,17867827,2.65596100,17612595,11.493928,17612595,11.51203424,17739763,4.021803,4.02320892
17PR35,17939156,2.615320,18123097,2.65594700,17867850,10.983606,17867850,10.98870166,17995024,4.021981,4.02318435
17PR71D2,18252083,2.624696,18378337,2.65593300,18123105,11.139464,18123105,11.14789999,18250286,4.022116,4.02316577
17PR36,18564664,2.625098,18633599,2.65592000,18378360,10.992607,18378360,10.98858778,18505547,4.022037,4.02314385
17PR73D2,18652631,2.624112,18888851,2.65590700,18633615,11.146809,18633615,11.14330023,18760808,4.022097,4.02312467
17PR37,18955823,2.626048,19144117,2.65589400,18888870,11.284817,18888870,11.30243394,19016069,4.022457,4.02310466
17PR75D2,19271158,2.619062,19399379,2.65588100,19144125,10.989423,19144125,10.98842351,19271329,4.021942,4.02308325
19PR2,19443122,2.621885,19654597,2.65586800,19399380,11.637040,19399380,11.63474511,19526590,4.021672,4.02306710
17PR77D2,19708879,2.625817,19909867,2.65585600,19684665,11.433380,19684665,11.42692104,19781850,4.021778,4.02304522
17PR39,19998859,2.625370,20165143,2.65584300,20030010,11.195070,20030010,11.19172844,20037111,4.022902,4.02302764
17PR79D2,20283568,2.627375,20420377,2.65583100,20165145,11.137979,20165145,11.13091974,20292371,4.023231,4.02300950
17PR40,20429401,2.628649,20675653,2.65581900,20420400,11.006165,20420400,10.98816551,20547631,4.023806,4.02299143
17PR81D2,20718961,2.625233,20930909,2.65580700,20825805,11.078348,20825805,11.06091644,20802891,4.023045,4.02297181
17PR41,21107407,2.622493,21186149,2.65579600,20930910,11.285177,20930910,11.26981269,21058150,4.022402,4.02295636
17PR83D2,21411154,2.624482,21441383,2.65578400,21411390,11.167475,21411390,11.16389333,21313410,4.022364,4.02293742
17PR42,21448858,2.626527,21696629,2.65577300,21637770,11.079970,21637770,11.05975241,21568669,4.022335,4.02292132
17PR85D2,21902344,2.627307,21951929,2.65576200,21696675,10.992578,21696675,10.98792508,21823929,4.022506,4.02290258
17PR43,22109926,2.625829,22207153,2.65575100,21951930,11.255802,21951930,11.25587597,22079188,4.022483,4.02288556
17PR87D2,22446616,2.626041,22462411,2.65574000,22207185,11.393636,22207185,11.39479014,22334447,4.022649,4.02287064
17PR44,22683424,2.626940,22717687,2.65572900,22537515,11.043919,22537515,11.04863189,22589706,4.022693,4.02285468
17PR89D2,22916389,2.628539,22972931,2.65571900,22717695,11.107330,22717695,11.11403984,22844965,4.021876,4.02283684
17PR45,23227639,2.627468,23228143,2.65570800,23130030,11.024840,23130030,11.03224811,23100224,4.021275,4.02282298
17PR91D2,23248021,2.624545,23483459,2.65569800,23393370,11.174980,23393370,11.18650014,23355483,4.020879,4.02280437
17PR46,23613664,2.628503,23738711,2.65568800,23483460,11.486236,23483460,11.51083369,23610742,4.021024,4.02279232
17PR93D2,23763461,2.627766,23993911,2.65567800,23738715,11.372495,23738715,11.36645350,23866001,4.020911,4.02277336
17PR47,24170554,2.626512,24249217,2.65566800,23993970,11.233337,23993970,11.23169731,24121259,4.020967,4.02275988
19PR5D2,24496594,2.621733,24504479,2.65565800,24249225,11.623139,24249225,11.63381159,24376518,4.021133,4.02274630
17PR48,24691036,2.622891,24759733,2.65564800,24534510,11.183659,24534510,11.17266909,24631776,4.020688,4.02272806
17PR97D2,24916354,2.626999,25014989,2.65563800,24819795,11.300211,24819795,11.31055701,24887035,4.020631,4.02271598
17PR49,25251022,2.623810,25270243,2.65562900,25014990,10.972521,25014990,10.98736783,25142293,4.020819,4.02270063
17PR99D2,25283017,2.628372,25525477,2.65561900,25390365,11.038092,25390365,11.03188334,25397551,4.020703,4.02268725
17PR50,25696939,2.623817,25780709,2.65561000,25741485,11.181523,25741485,11.17191670,25652810,4.020887,4.02267176
17PR101D2,25801309,2.627088,26036009,2.65560100,25780755,11.089493,25780755,11.09823335,25908068,4.021385,4.02265866
17PR51,26141191,2.629090,26291263,2.65559200,26246220,11.416522,26246220,11.42574589,26163326,4.021944,4.02264396
17PR103D2,26306708,2.628417,26546491,2.65558300,26531505,11.288856,26531505,11.28243356,26418584,4.022627,4.02263141
17PR52,26617804,2.631407,26801767,2.65557400,26546520,10.992259,26546520,10.98713805,26673842,4.022355,4.02261632
17PR105D2,27035497,2.629789,27057011,2.65556500,26816790,11.144339,26816790,11.14867405,26929100,4.022560,4.02260324
17PR53,27158464,2.629023,27312283,2.65555600,27057030,11.197148,27057030,11.20249741,27184357,4.022645,4.02259062
17PR107D2,27501673,2.628960,27567511,2.65554800,27312285,11.094115,27312285,11.09166707,27439615,4.022423,4.02257834
17PR54,27760763,2.629751,27822793,2.65553900,27567540,10.996778,27672645,11.02099384,27694873,4.021967,4.02256247
17PR109D2,27980503,2.628691,28078031,2.65553100,27822795,11.100708,27822795,11.08963953,27950131,4.021720,4.02255346
17PR55,28301542,2.630045,28333303,2.65552200,28318290,11.066609,28318290,11.06738020,28205388,4.021954,4.02253829
17PR111D2,28396519,2.630694,28588537,2.65551400,28333305,11.287233,28333305,11.30079923,28460646,4.022088,4.02252458
17PR56,28691977,2.629850,28843783,2.65550600,28813785,11.002661,28813785,11.01620048,28715903,4.021412,4.02251377
17PR113D2,28929157,2.630176,29099069,2.65549800,28843815,11.076913,28843815,11.08580033,28971161,4.021434,4.02250045
19PR3,29155046,2.630441,29354323,2.65549000,29099070,11.629674,29099070,11.63306795,29226418,4.021255,4.02248946
17PR115D2,29565262,2.629070,29609561,2.65548200,29354325,11.486360,29354325,11.50993187,29481676,4.021241,4.02247596
17PR58,29613937,2.628569,29864803,2.65547400,29609580,11.386975,29609580,11.39363579,29736933,4.021297,4.02246674
17PR117D2,30099763,2.626030,30120061,2.65546600,30045015,11.172481,30045015,11.19012154,29992190,4.021635,4.02245159
17PR59,30218456,2.627828,30375337,2.65545800,30120090,11.194690,30120090,11.17940367,30247448,4.022079,4.02244332
17PR119D2,30382789,2.631909,30630599,2.65545100,30525495,10.998449,30525495,11.00968576,30502705,4.022476,4.02242903
17PR60,30883093,2.633360,30885853,2.65544300,30630600,10.988402,30630600,10.98659165,30757962,4.022424,4.02241858
17PR121D2,31009246,2.629683,31141109,2.65543600,31096065,11.008504,31096065,11.00767419,31013219,4.022396,4.02240564
17PR61,31171139,2.631779,31396333,2.65542800,31141110,11.166577,31141110,11.17274152,31268477,4.022256,4.02239500
17PR123D2,31624316,2.631075,31651597,2.65542100,31396365,11.272451,31396365,11.26820343,31523734,4.022212,4.02238438
17PR62,31887652,2.631962,31906867,2.65541300,31651620,11.377826,31651620,11.36531152,31778991,4.021943,4.02237335
17PR125D2,31961998,2.630995,32162129,2.65540600,32117085,11.173848,32117085,11.16230367,32034248,4.021708,4.02236101
17PR63,32354356,2.632298,32417381,2.65539900,32237205,10.996091,32237205,11.00386524,32289505,4.021573,4.02235172
17PR127D2,32472961,2.632306,32672639,2.65539200,32417385,11.065730,32417385,11.07426885,32544762,4.021343,4.02234042
17PR64,32919296,2.630170,32927837,2.65538500,32807775,11.414559,32807775,11.42486296,32800019,4.021498,4.02232894
17PR129D2,33019706,2.628541,33183149,2.65537800,33093060,11.303059,33093060,11.30942687,33055276,4.021923,4.02231965
17PR65,33279284,2.631961,33438359,2.65537100,33183150,10.995275,33183150,10.98629021,33310533,4.022019,4.02230696
17PR131D2,33643406,2.629604,33554432,2.65536800,33663630,11.102094,33663630,11.09677901,33565789,4.021816,4.02229800
17PR66,33777019,2.632037,33948883,2.65535700,33693660,10.970222,33693660,10.98623304,33821046,4.021958,4.02228669
19PR7D2,34046093,2.632356,34204141,2.65535000,33948915,11.611884,33948915,11.63245216,34076303,4.021467,4.02227842
17PR67,34266923,2.630062,34459423,2.65534400,34321980,11.182398,34321980,11.17080542,34331560,4.021674,4.02226594
17PR135D2,34576216,2.634091,34714679,2.65533700,34695045,11.038587,34695045,11.03069215,34586817,4.021873,4.02225679
17PR68,34954384,2.627883,34969931,2.65533000,34804770,11.084692,34804770,11.09016782,34842073,4.021624,4.02224668
17PR137D2,35084837,2.631588,35225171,2.65532400,35090055,11.196593,35090055,11.18492462,35097330,4.021275,4.02223659
17PR69,35316493,2.629890,35480443,2.65531700,35225190,11.519068,35225190,11.50921328,35352587,4.021376,4.02222725
17PR139D2,35642969,2.631976,35735681,2.65531100,35480445,11.059158,35480445,11.06623045,35607843,4.021532,4.02221706
17PR70,35899592,2.628367,35990951,2.65530500,35735700,11.001206,35735700,10.98601373,35863100,4.021157,4.02220778
17PR141D2,36073241,2.633081,36246209,2.65529800,35990955,11.239765,35990955,11.23012036,36118357,4.021097,4.02219737
17PR71,36398188,2.630918,36501463,2.65529200,36246210,11.150990,36246210,11.14517793,36373613,4.021017,4.02218843
17PR143D2,36581563,2.629058,36756677,2.65528600,36501465,10.999240,36606570,11.00131090,36628870,4.020723,4.02217879
17PR72,36973873,2.633653,37011911,2.65528000,36801765,11.163891,36801765,11.17110474,36884126,4.020908,4.02216854
17PR145D2,37016704,2.630069,37267229,2.65527300,37011975,11.397390,37011975,11.39276828,37139383,4.021032,4.02215971
17PR73,37496491,2.629585,37522483,2.65526700,37267230,11.114583,37267230,11.14058869,37394639,4.021114,4.02215081
17PR147D2,37751653,2.626389,37777739,2.65526100,37522485,10.969539,37522485,10.98583309,37649896,4.021051,4.02214198
17PR74,37963693,2.632427,38032991,2.65525500,37777740,11.303883,37777740,11.29968829,37905152,4.021422,4.02213222
17PR149D2,38099641,2.633034,38288213,2.65524900,38032995,11.066460,38228190,11.07275572,38160409,4.021527,4.02212404
17PR75,38387458,2.631562,38543501,2.65524300,38333295,11.085784,38333295,11.09785379,38415665,4.021581,4.02211338
17PR151D2,38661856,2.632132,38798759,2.65523800,38543505,11.075325,38543505,11.05946389,38670921,4.021321,4.02210439
19PR4,38836108,2.629723,39054013,2.65523200,38798760,11.618670,38798760,11.63192807,38926178,4.021149,4.02209778
17PR153D2,39131578,2.631563,39309251,2.65522600,39054015,10.989149,39054015,10.98568575,39181434,4.021616,4.02208769
17PR77,39347939,2.631460,39564521,2.65522000,39369330,11.414888,39369330,11.42415931,39436690,4.021478,4.02207755
17PR155D2,39766889,2.633842,39819751,2.65521500,39564525,11.366297,39564525,11.36445318,39691947,4.021150,4.02207163
17PR78,39934108,2.634013,40074989,2.65520900,40060020,11.192024,40060020,11.18902935,39947203,4.021105,4.02206197
17PR157D2,40313531,2.634894,40330289,2.65520300,40225185,11.138139,40225185,11.14713001,40202459,4.021015,4.02205246
17PR79,40519231,2.632190,40585543,2.65519800,40330290,11.123830,40330290,11.12823756,40457716,4.021227,4.02204594
17PR159D2,40758841,2.633124,40840777,2.65519200,40585545,11.194928,40585545,11.20094760,40712972,4.021489,4.02203745
17PR80,41026108,2.632692,41096053,2.65518700,40840800,10.979752,40840800,10.98552184,40968228,4.021198,4.02202669
17PR161D2,41344276,2.629465,41351291,2.65518100,41096055,11.491087,41096055,11.50861809,41223484,4.021021,4.02201971
17PR81,41405201,2.633644,41606533,2.65517600,41366325,11.298352,41366325,11.30857738,41478741,4.020968,4.02201139
17PR163D2,41744774,2.631825,41861759,2.65517000,41651610,11.052215,41651610,11.05826171,41733997,4.020937,4.02200324
17PR82,41954984,2.633679,42117067,2.65516500,41861820,11.273048,41861820,11.26710949,41989253,4.020951,4.02199546
17PR165D2,42145777,2.633117,42372293,2.65516000,42222180,11.215180,42222180,11.21618627,42244509,4.020972,4.02198601
17PR83,42624509,2.632990,42627569,2.65515400,42372330,11.123269,42372330,11.12100970,42499765,4.021249,4.02198050
17PR167D2,42661672,2.632549,42882821,2.65514900,42822780,11.161436,42822780,11.16122300,42755022,4.021388,4.02197035
17PR84,43062872,2.633218,43138079,2.65514400,42902475,11.160165,42902475,11.16997003,43010278,4.021262,4.02196300
17PR169D2,43159756,2.631244,43393349,2.65513900,43275540,11.049828,43275540,11.05711042,43265534,4.020931,4.02195588
17PR85,43543622,2.631252,43648601,2.65513400,43393350,10.981900,43393350,10.98530115,43520790,4.020701,4.02194461
19PR9D2,43817623,2.631417,43903841,2.65512900,43648605,11.628117,43648605,11.63147281,43776046,4.020679,4.02194129
17PR86,43986944,2.634464,44159107,2.65512300,43903860,11.247189,43903860,11.25319188,44031302,4.020630,4.02193190
17PR173D2,44294533,2.631231,44414329,2.65511800,44219175,11.270664,44219175,11.28047489,44286558,4.021191,4.02192372
17PR87,44528149,2.634733,44669621,2.65511300,44414370,11.393828,44414370,11.39207679,44541814,4.021462,4.02191694
17PR175D2,44731231,2.634755,44924879,2.65510800,44669625,10.992373,44669625,10.98519618,44797070,4.021500,4.02190894
17PR88,45173824,2.632683,45180133,2.65510300,45075030,11.051678,45075030,11.04600574,45052326,4.021799,4.02190061
17PR177D2,45267808,2.635113,45435389,2.65509900,45180135,11.185887,45180135,11.17787715,45307582,4.021718,4.02189625
17PR89,45561898,2.634634,45690641,2.65509400,45435390,11.115432,45435390,11.11140072,45562838,4.021617,4.02188616
17PR179D2,45750142,2.633862,45945877,2.65508900,45930885,11.417719,45930885,11.42357642,45818094,4.021436,4.02187980
17PR90,46085467,2.634998,46201139,2.65508400,45945900,10.983072,45945900,10.98509452,46073350,4.021225,4.02187069
17PR181D2,46431778,2.632357,46456409,2.65507900,46201155,11.050224,46201155,11.04644370,46328606,4.021380,4.02186664
17PR91,46594183,2.635729,46711627,2.65507400,46456410,10.985933,46456410,10.98505475,46583862,4.021516,4.02185636
17PR183D2,46894108,2.633895,46966883,2.65507000,46786740,11.187475,46786740,11.18385333,46839118,4.021365,4.02184991
17PR92,47087281,2.633008,47222159,2.65506500,46966920,11.502287,46966920,11.50811143,47094374,4.021515,4.02184410
17PR185D2,47309188,2.633116,47477429,2.65506000,47222175,11.300661,47222175,11.29885301,47349630,4.021290,4.02183663
17PR93,47622787,2.634875,47732611,2.65505600,47477430,11.367426,47477430,11.36376894,47604886,4.021503,4.02182943
17PR187D2,47873767,2.635685,47987921,2.65505100,47732685,10.995065,47732685,10.98495741,47860142,4.021548,4.02182119
17PR94,48190642,2.635323,48243193,2.65504600,47987940,11.217584,47987940,11.22904803,48115398,4.021607,4.02181570
17PR189D2,48285199,2.635154,48498403,2.65504200,48333285,10.995936,48243195,10.98491928,48370654,4.021750,4.02180571
19PR5,48626887,2.632639,48753673,2.65503700,48498450,11.629194,48498450,11.63107101,48625910,4.021607,4.02180317
17PR191D2,48879484,2.633137,49008913,2.65503300,48753705,11.037282,48753705,11.04300268,48881165,4.021459,4.02179400
17PR96,49187434,2.632998,49264213,2.65502800,49069020,11.183561,49069020,11.17004089,49136421,4.021540,4.02178804
17PR193D2,49318109,2.635156,49519469,2.65502400,49264215,11.041890,49264215,11.04235665,49391677,4.021369,4.02177982
17PR97,49635736,2.634741,49774723,2.65501900,49639590,11.311022,49639590,11.30790013,49646933,4.021152,4.02177386
17PR195D2,49940141,2.633450,50029951,2.65501500,49774725,10.979304,49774725,10.98480757,49902189,4.021222,4.02176653
17PR98,50141197,2.634563,50285233,2.65501100,50075025,11.183699,50075025,11.18820808,50157445,4.021280,4.02176219
17PR197D2,50458396,2.635375,50540467,2.65500600,50495445,11.106156,50495445,11.09528406,50412700,4.021614,4.02175367
17PR99,50608574,2.633957,50795713,2.65500200,50780730,11.033073,50780730,11.02929909,50667956,4.021934,4.02174793
17PR199D2,50912011,2.636007,51050981,2.65499800,50795745,11.036699,50795745,11.04049529,50923212,4.021782,4.02174063
17PR100,51198841,2.634543,51306247,2.65499300,51111060,11.091825,51111060,11.09680210,51178468,4.021468,4.02173383
17PR201D2,51539167,2.635865,51561479,2.65498900,51482970,11.161606,51482970,11.16930401,51433724,4.021583,4.02172677
17PR101,51716248,2.634955,51816749,2.65498500,51561510,11.087070,51561510,11.09563839,51688979,4.021367,4.02172207
17PR203D2,52007056,2.633287,52072019,2.65498100,51816765,11.380619,51816765,11.39150389,51944235,4.021294,4.02171443
17PR102,52116109,2.633243,52327243,2.65497600,52207155,11.091852,52207155,11.08867975,52199491,4.021214,4.02170876
17PR205D2,52371376,2.633141,52582487,2.65497200,52492440,11.417896,52492440,11.42308016,52454747,4.021142,4.02170315
17PR103,52646206,2.633595,52837747,2.65496800,52777725,11.216447,52777725,11.21536818,52710002,4.021144,4.02169605
17PR207D2,52911227,2.635705,53093017,2.65496400,52837785,11.512177,52837785,11.50767122,52965258,4.020974,4.02169010
17PR104,53265791,2.635671,53348287,2.65496000,53093040,10.979741,53093040,10.98457818,53220514,4.020871,4.02168159
19PR11D2,53359531,2.635169,53603549,2.65495600,53348295,11.637369,53348295,11.63071187,53475770,4.020784,4.02167935
17PR105,53699671,2.633020,53858797,2.65495200,53633580,11.145179,53633580,11.14607973,53731025,4.020938,4.02167153
17PR211D2,54054124,2.635260,54114059,2.65494800,54094425,11.069626,54094425,11.05630631,53986281,4.021125,4.02166372
17PR106,54226726,2.635112,54369311,2.65494400,54114060,11.205888,54114060,11.19989339,54241537,4.021287,4.02165858
17PR213D2,54448969,2.634606,54624529,2.65494000,54369315,11.145731,54369315,11.14368977,54496793,4.021289,4.02165322
17PR107,54684703,2.633856,54879793,2.65493600,54624570,11.091511,54624570,11.08909175,54752048,4.021421,4.02164572
17PR215D2,55083529,2.633461,55135049,2.65493200,54879825,11.245437,54879825,11.25237492,55007304,4.021235,4.02164321
17PR108,55192084,2.635633,55390327,2.65492800,55345290,11.026367,55345290,11.01843898,55262560,4.021343,4.02163328
17PR217D2,55473001,2.636138,55645571,2.65492400,55390335,11.361781,55390335,11.36320199,55517815,4.021140,4.02162901
17PR109,55853137,2.636086,55900837,2.65492000,55645590,11.075608,55645590,11.08707046,55773071,4.021104,4.02162323
17PR219D2,56049046,2.635400,56156081,2.65491600,55900845,11.121004,55900845,11.13910610,56028327,4.021192,4.02161780
17PR110,56165927,2.635609,56411353,2.65491200,56156100,10.986435,56156100,10.98438026,56283582,4.021084,4.02161165
17PR221D2,56548759,2.635267,56666579,2.65490800,56636580,11.060632,56636580,11.06482175,56538838,4.020894,4.02160587
17PR111,56673544,2.633961,56921863,2.65490500,56666610,11.312239,56666610,11.29818699,56794094,4.020699,4.02159825
17PR223D2,56969719,2.635792,57177101,2.65490100,56921865,11.031964,56921865,11.03403553,57049349,4.020814,4.02159406
17PR112,57242986,2.635920,57432373,2.65489700,57342285,11.062314,57342285,11.07128665,57304605,4.020789,4.02158920
17PR225D2,57577804,2.636144,57687607,2.65489300,57627570,11.009743,57627570,11.01365920,57559861,4.020804,4.02158216
17PR113,57712034,2.637007,57942883,2.65489000,57912855,11.296723,57912855,11.30733895,57815116,4.020917,4.02157610
17PR227D2,57988096,2.635972,58198097,2.65488600,57942885,11.028558,57942885,11.03308929,58070372,4.020930,4.02156971
19PR6,58327037,2.635784,58453393,2.65488200,58198140,11.645824,58198140,11.63038755,58325627,4.020891,4.02156748
17PR229D2,58622908,2.634749,58708621,2.65487800,58483425,11.179098,58483425,11.18304753,58580883,4.020838,4.02155828
17PR115,58803007,2.634830,58963889,2.65487500,58708650,11.507460,58708650,11.50728265,58836139,4.021040,4.02155638
17PR231D2,59213989,2.635457,59219141,2.65487100,59053995,11.413617,59053995,11.42264894,59091394,4.020950,4.02154602
17PR116,59297873,2.634889,59474407,2.65486800,59219160,11.385208,59219160,11.39101607,59346650,4.021013,4.02154392
17PR233D2,59503861,2.637234,59729633,2.65486400,59474415,11.021531,59474415,11.03172960,59601905,4.021081,4.02153788
17PR117,59774947,2.635060,59984921,2.65486000,59729670,10.978437,59729670,10.98416409,59857161,4.020533,4.02153331
17PR235D2,60116767,2.634939,60240179,2.65485700,59984925,11.213081,59984925,11.22824140,60112417,4.020408,4.02152608
17PR118,60336769,2.636403,60495433,2.65485300,60240180,11.189593,60240180,11.17683849,60367672,4.020493,4.02152173
17PR237D2,60497854,2.634093,60750689,2.65485000,60495435,11.114184,60495435,11.12677055,60622928,4.020417,4.02151603
17PR119,60816697,2.635280,61005929,2.65484600,60765705,11.069348,60765705,11.06135804,60878183,4.020541,4.02151092
17PR239D2,61220564,2.635772,61261199,2.65484300,61005945,11.033078,61005945,11.03043674,61133439,4.020567,4.02150560
17PR120,61395833,2.637005,61516447,2.65483900,61336275,11.165330,61336275,11.16924063,61388694,4.020336,4.02150133
17PR241D2,61759091,2.633558,61771691,2.65483600,61516455,11.033345,61516455,11.03001977,61643950,4.020264,4.02149384
17PR121,61983998,2.636409,62026961,2.65483200,61906845,11.268145,61906845,11.27924934,61899205,4.020312,4.02148981
17PR243D2,62244289,2.637559,62282179,2.65482900,62192130,11.012899,62192130,11.00515811,62154461,4.020293,4.02148276
17PR122,62376973,2.635962,62537473,2.65482500,62282220,11.146052,62282220,11.17018814,62409717,4.020359,4.02148061
17PR245D2,62587496,2.633622,62792693,2.65482200,62537475,10.993966,62537475,10.98400414,62664972,4.020347,4.02147231
17PR123,62989169,2.635139,63047981,2.65481800,62792730,11.261787,62792730,11.26563077,62920228,4.020445,4.02146821
19PR13D2,63287786,2.637261,63303217,2.65481500,63047985,11.622422,63047985,11.63009216,63175483,4.020589,4.02146472
17PR124,63537428,2.635042,63558491,2.65481200,63303240,11.363757,63303240,11.36271922,63430739,4.020767,4.02145904
17PR249D2,63618773,2.633530,63813731,2.65480800,63558495,11.116567,63558495,11.11955226,63685994,4.020796,4.02145283
17PR125,63890804,2.632723,64069003,2.65480500,63888825,11.091176,63888825,11.09601092,63941250,4.020734,4.02144864
17PR251D2,64316048,2.636346,64324237,2.65480200,64234170,11.152506,64234170,11.15976214,64196505,4.020678,4.02144346
17PR126,64424396,2.637243,64579511,2.65479800,64474410,10.999858,64474410,11.00136090,64451761,4.020711,4.02143712
17PR253D2,64765823,2.636032,64834751,2.65479500,64579515,11.510067,64579515,11.50693529,64707016,4.020710,4.02143550
17PR127,64931122,2.634970,65090021,2.65479200,64834770,11.068522,64834770,11.07175018,64962272,4.020660,4.02142701
17PR255D2,65322134,2.633716,65345279,2.65478800,65090025,10.983745,65090025,10.98386555,65217527,4.020824,4.02142363
17PR128,65582632,2.636488,65600489,2.65478500,65345280,10.981519,65345280,10.98385203,65472783,4.020680,4.02141796
17PR257D2,65836588,2.636090,65855771,2.65478200,65615550,11.430806,65615550,11.42226828,65728038,4.020821,4.02141295
17PR129,65963042,2.635804,66111043,2.65477900,65855790,11.258726,65855790,11.25172333,65983294,4.020511,4.02140855
17PR259D2,66330947,2.636673,66366281,2.65477600,66111045,11.301532,66186120,11.30686107,66238549,4.020398,4.02140473
17PR130,66475847,2.636600,66621551,2.65477200,66366300,10.982421,66366300,10.98379852,66493805,4.020425,4.02139652
17PR261D2,66759878,2.632266,66876791,2.65476900,66621555,11.390815,66621555,11.39059215,66749060,4.020404,4.02139506
17PR131,67003604,2.638001,67108864,2.65476600,67041975,11.134596,67041975,11.14528955,67004315,4.020309,4.02138919
17PR263D2,67307957,2.635541,67387291,2.65476300,67327260,11.092487,67327260,11.09426660,67259571,4.020220,4.02138347
17PR132,67561558,2.637463,67642571,2.65476000,67492425,11.048647,67492425,11.04686551,67514826,4.020350,4.02137999
17PR265D2,67837898,2.635003,67897807,2.65475700,67642575,11.206227,67642575,11.19910023,67770082,4.020274,4.02137395
19PR7,68084449,2.637449,68153077,2.65475300,67897830,11.624854,67897830,11.62982114,68025337,4.020471,4.02137170
17PR267D2,68374573,2.637397,68408339,2.65475000,68153085,11.101070,68153085,11.10995657,68280593,4.020832,4.02136540
17PR134,68573404,2.636503,68663593,2.65474700,68643960,11.178735,68643960,11.16828210,68535848,4.020971,4.02135953
17PR269D2,68827744,2.637719,68918771,2.65474400,68663595,11.006314,68663595,11.02481880,68791104,4.021051,4.02135599
17PR135,68941876,2.637597,69174101,2.65474100,68918850,10.982935,68918850,10.98366868,69046359,4.021001,4.02135249
17PR271D2,69300487,2.639059,69429337,2.65473800,69390090,11.041064,69390090,11.02820370,69301614,4.021028,4.02134584
17PR136,69484453,2.638006,69684611,2.65473500,69609540,11.081483,69609540,11.08766690,69556870,4.021406,4.02134207
17PR273D2,69727604,2.637982,69939847,2.65473200,69684615,10.996300,69684615,10.98363077,69812125,4.021301,4.02133789
17PR137,70017487,2.636601,70195093,2.65472900,70105035,11.187405,70105035,11.18701035,70067381,4.021271,4.02133306
17PR275D2,70230652,2.636101,70450379,2.65472600,70195125,10.979595,70195125,10.98360575,70322636,4.021296,4.02132678
