START,n_0,C_min,Npred_0,Cbound,Lambda_min,Jitter,JitterRatio
(13#)31/2,467009,2.541140,480463,1.631526,4.430970e-01,0.017062,5.331227e+01
(13#)16,488339,2.536748,495491,1.651145,4.294140e-01,0.012946,6.840746e+01
(13#)33/2,498436,2.527659,510481,1.629196,4.392069e-01,0.012608,7.126134e+01
(17#),515611,2.539315,524288,1.629991,4.433199e-01,0.012550,7.245610e+01
(13#)35/2,535858,2.540830,540539,1.659093,4.262197e-01,0.012287,7.176178e+01
(13#)18,548461,2.531963,555523,1.690898,4.037351e-01,0.012533,6.710803e+01
(13#)37/2,569077,2.543991,570569,1.721335,3.906340e-01,0.012245,6.718301e+01
(13#)19,571262,2.550486,585581,1.750392,3.764442e-01,0.011970,6.684160e+01
(13#)39/2,588338,2.563074,600577,1.772632,3.687419e-01,0.014796,5.342268e+01
(13#)20,612022,2.551653,615607,1.786615,3.564186e-01,0.014481,5.283047e+01
(13#)41/2,621472,2.552996,630613,1.800309,3.493093e-01,0.014941,5.037728e+01
(13#)21,633967,2.541689,645641,1.812996,3.378481e-01,0.014637,4.978431e+01
(13#)43/2,656629,2.539026,660659,1.825477,3.299392e-01,0.014348,4.973160e+01
(13#)22,674719,2.554681,675643,1.837329,3.296145e-01,0.014064,5.100626e+01
(13#)45/2,686398,2.527108,690689,1.848486,3.127086e-01,0.013803,4.916482e+01
(13#)23,703568,2.559020,705689,1.859422,3.193587e-01,0.013547,5.164228e+01
(13#)47/2,713309,2.554701,720703,1.869913,3.120433e-01,0.013302,5.148008e+01
(13#)24,733528,2.558252,735733,1.880066,3.080173e-01,0.013764,4.927245e+01
(13#)49/2,748691,2.568782,750749,1.890020,3.068444e-01,0.013519,5.020800e+01
(13#)25,758411,2.555201,765763,1.899331,2.966292e-01,0.013295,4.933208e+01
(17#)3/2,770558,2.532269,780733,1.908232,2.829386e-01,0.013072,4.773845e+01
(13#)26,787162,2.561586,795793,1.917194,2.897639e-01,0.012858,5.011604e+01
(13#)53/2,804191,2.552045,810809,1.925436,2.817426e-01,0.012651,4.953039e+01
(13#)27,819212,2.562766,825821,1.933758,2.816219e-01,0.013118,4.794999e+01
(13#)55/2,831373,2.564720,840839,1.941727,2.782715e-01,0.012908,4.826410e+01
(13#)28,850253,2.564273,855851,1.949181,2.742657e-01,0.012716,4.837150e+01
(13#)57/2,860422,2.564422,870853,1.956604,2.705228e-01,0.012526,4.852451e+01
(13#)29,883648,2.566164,885883,1.963816,2.675227e-01,0.012342,4.880473e+01
(13#)59/2,891427,2.564719,900869,1.970786,2.634165e-01,0.012163,4.883113e+01
(13#)30,909037,2.548728,915911,1.977524,2.537489e-01,0.011990,4.764003e+01
(13#)61/2,915961,2.547074,930911,1.984034,2.498131e-01,0.011822,4.762646e+01
(13#)31,944161,2.565326,945943,1.990519,2.536902e-01,0.012280,4.680839e+01
(13#)63/2,957844,2.549019,960941,1.996781,2.441722e-01,0.012116,4.557923e+01
(13#)32,968299,2.573348,975967,2.002684,2.507195e-01,0.011954,4.773833e+01
(13#)65/2,990586,2.569172,990989,2.008499,2.461960e-01,0.011795,4.753480e+01
(13#)33,1004449,2.563918,1006003,2.014291,2.412693e-01,0.011644,4.720259e+01
(13#)67/2,1016921,2.561834,1021019,2.019661,2.377937e-01,0.011495,4.716599e+01
(17#)2,1034134,2.571303,1036027,2.025201,2.387438e-01,0.011350,4.811471e+01
(13#)69/2,1050706,2.556321,1051027,2.030388,2.303422e-01,0.011207,4.692897e+01
(13#)35,1053142,2.560025,1066063,2.035465,2.292927e-01,0.011666,4.496486e+01
(13#)71/2,1067611,2.564956,1081079,2.040542,2.287259e-01,0.011525,4.550230e+01
(13#)36,1093418,2.575284,1096079,2.045409,2.303620e-01,0.011383,4.654968e+01
(13#)73/2,1101119,2.571810,1111091,2.050015,2.267628e-01,0.011253,4.636941e+01
(13#)37,1116337,2.566773,1126093,2.054630,2.225537e-01,0.011124,4.603946e+01
(13#)75/2,1138519,2.571708,1141139,2.059181,2.222619e-01,0.010996,4.661031e+01
(13#)38,1154584,2.576126,1156151,2.063596,2.218366e-01,0.010873,4.713786e+01
(13#)77/2,1166306,2.582036,1171133,2.067888,2.220504e-01,0.010752,4.781882e+01
(13#)39,1171721,2.577143,1186181,2.072079,2.181290e-01,0.010633,4.749967e+01
(13#)79/2,1190542,2.575724,1201183,2.076167,2.156073e-01,0.011081,4.508230e+01
(13#)40,1201553,2.553525,1216213,2.080134,2.050424e-01,0.010963,4.318079e+01
(13#)81/2,1227416,2.574592,1231229,2.084158,2.113261e-01,0.010844,4.522630e+01
(13#)41,1239109,2.571541,1246243,2.088067,2.082666e-01,0.010733,4.504556e+01
(13#)83/2,1246537,2.571671,1261259,2.091745,2.065572e-01,0.010622,4.518226e+01
(13#)42,1271308,2.567174,1276271,2.095330,2.030946e-01,0.010514,4.487769e+01
(17#)5/2,1287808,2.580738,1291271,2.099055,2.065882e-01,0.010403,4.630232e+01
(13#)43,1305097,2.580555,1306289,2.102528,2.048641e-01,0.010303,4.639687e+01
(13#)87/2,1308529,2.570502,1321319,2.105902,1.993573e-01,0.010201,4.554455e+01
(13#)44,1327552,2.567012,1336333,2.109383,1.963471e-01,0.010102,4.530083e+01
(13#)89/2,1347289,2.580835,1351327,2.112548,2.002182e-01,0.010541,4.442529e+01
(13#)45,1352977,2.568573,1366349,2.115926,1.938580e-01,0.010440,4.335699e+01
(13#)91/2,1367291,2.578175,1381349,2.119006,1.961347e-01,0.010340,4.440706e+01
(13#)46,1392068,2.581279,1396393,2.122160,1.958506e-01,0.010245,4.481396e+01
(13#)93/2,1403569,2.576241,1411387,2.125271,1.924320e-01,0.010146,4.444806e+01
(13#)47,1421554,2.574203,1426393,2.128121,1.903005e-01,0.010058,4.435096e+01
(13#)95/2,1427329,2.563568,1441439,2.131138,1.847439e-01,0.009967,4.338617e+01
(13#)48,1446013,2.577389,1456451,2.134094,1.887347e-01,0.009877,4.488154e+01
(13#)97/2,1460213,2.583438,1471447,2.136830,1.897976e-01,0.009788,4.562812e+01
(13#)49,1485139,2.569529,1486451,2.139539,1.831322e-01,0.009704,4.431059e+01
(13#)99/2,1498438,2.572049,1501499,2.142304,1.828210e-01,0.009620,4.467204e+01
(13#)50,1508933,2.579741,1516513,2.145011,1.845443e-01,0.002010,2.162836e+02
(13#)101/2,1525204,2.588498,1531499,2.147668,1.866952e-01,0.001993,2.211892e+02
(17#)3,1538384,2.572062,1546537,2.150264,1.791173e-01,0.001976,2.134605e+02
(13#)103/2,1552613,2.581629,1561559,2.152805,1.816490e-01,0.001959,2.188994e+02
(13#)52,1568978,2.579733,1576571,2.155293,1.797592e-01,0.001942,2.185582e+02
(13#)105/2,1588283,2.576881,1591589,2.157735,1.775207e-01,0.001926,2.176251e+02
(13#)53,1600058,2.588112,1606603,2.160132,1.807593e-01,0.001911,2.239560e+02
(13#)107/2,1611293,2.582728,1621619,2.162479,1.775910e-01,0.001896,2.216503e+02
(13#)54,1625321,2.576631,1636627,2.164770,1.741686e-01,0.001881,2.189585e+02
(13#)109/2,1647964,2.569523,1651621,2.167022,1.703664e-01,0.001866,2.157026e+02
(13#)55,1658869,2.582682,1666657,2.169231,1.744557e-01,0.001852,2.232457e+02
(13#)111/2,1668971,2.593334,1681679,2.171401,1.775717e-01,0.001837,2.296859e+02
(13#)56,1693639,2.579746,1696693,2.173647,1.712845e-01,0.009169,4.429044e+01
(13#)113/2,1708321,2.575121,1711687,2.175841,1.684813e-01,0.009102,4.386728e+01
(13#)57,1725814,2.588012,1726693,2.177883,1.725367e-01,0.009033,4.540341e+01
(13#)115/2,1740821,2.579711,1741723,2.179881,1.684071e-01,0.008966,4.459402e+01
(13#)58,1746859,2.570141,1756747,2.181992,1.637225e-01,0.008896,4.363186e+01
(13#)117/2,1770016,2.583728,1771751,2.184015,1.680684e-01,0.008834,4.524711e+01
(13#)59,1777753,2.573578,1786781,2.185900,1.632695e-01,0.008769,4.421006e+01
(17#)7/2,1791778,2.589083,1801781,2.187920,1.683524e-01,0.008702,4.610009e+01
(13#)60,1802266,2.584393,1816813,2.189809,1.656763e-01,0.008643,4.565359e+01
(13#)121/2,1831436,2.577516,1831811,2.191654,1.621696e-01,0.008580,4.497226e+01
(13#)61,1835741,2.571404,1846843,2.193574,1.589199e-01,0.008521,4.434104e+01
(13#)123/2,1858867,2.583732,1861859,2.195299,1.629166e-01,0.008461,4.590864e+01
(13#)62,1872751,2.587271,1876859,2.197210,1.634153e-01,0.008402,4.642478e+01
(13#)125/2,1877164,2.577582,1891889,2.198871,1.589077e-01,0.008396,4.510612e+01
(13#)63,1892416,2.592349,1906889,2.200722,1.637789e-01,0.008339,4.696330e+01
(13#)127/2,1908661,2.585161,1921919,2.202367,1.602551e-01,0.008281,4.622558e+01
(13#)64,1931242,2.580351,1936889,2.204107,1.576030e-01,0.008227,4.573283e+01
(13#)129/2,1939141,2.593342,1951949,2.205787,1.618630e-01,0.008169,4.744216e+01
(13#)65,1953379,2.593798,1966963,2.207378,1.613178e-01,0.008118,4.760039e+01
(13#)131/2,1969936,2.574568,1981963,2.209086,1.531029e-01,0.008064,4.532267e+01
(13#)66,1988632,2.587112,1996979,2.210629,1.572651e-01,0.008010,4.700162e+01
(13#)133/2,1997902,2.586030,2012009,2.212193,1.561396e-01,0.007959,4.697035e+01
(13#)67,2021137,2.583325,2027023,2.213818,1.543587e-01,0.007908,4.672572e+01
(13#)135/2,2033041,2.591447,2042039,2.215329,1.568155e-01,0.007855,4.788262e+01
(17#)4,2053553,2.579809,2057053,2.216771,1.516637e-01,0.007808,4.649565e+01
(13#)137/2,2071096,2.585053,2072053,2.218323,1.529945e-01,0.007759,4.726511e+01
(13#)69,2076304,2.586796,2087081,2.219845,1.529827e-01,0.007710,4.759416e+01
(13#)139/2,2098952,2.580068,2102099,2.221287,1.497290e-01,0.007707,4.655261e+01
(13#)70,2106019,2.587094,2117099,2.222670,1.518261e-01,0.007661,4.756872e+01
(13#)141/2,2118514,2.592353,2132129,2.224053,1.532348e-01,0.007616,4.835872e+01
(13#)71,2136091,2.592237,2147137,2.225486,1.525459e-01,0.007569,4.845435e+01
(13#)143/2,2149759,2.601746,2162137,2.226895,1.555745e-01,0.007524,4.982071e+01
(13#)72,2166772,2.597074,2177167,2.228283,1.531541e-01,0.007479,4.931020e+01
(13#)145/2,2191216,2.591899,2192161,2.229652,1.505453e-01,0.007434,4.872841e+01
(13#)73,2198473,2.595378,2207203,2.230963,1.512988e-01,0.007387,4.933193e+01
(13#)147/2,2210389,2.596815,2222219,2.232257,1.512725e-01,0.007344,4.964025e+01
(13#)74,2222702,2.600920,2237219,2.233540,1.522775e-01,0.007301,5.031913e+01
(13#)149/2,2246323,2.596339,2252233,2.234809,1.499466e-01,0.007259,4.980438e+01
(13#)75,2263843,2.582011,2267263,2.236068,1.438496e-01,0.007218,4.792782e+01
(13#)151/2,2279476,2.588150,2282257,2.237314,1.456673e-01,0.007176,4.889019e+01
(13#)76,2294377,2.602427,2297291,2.238551,1.506157e-01,0.007135,5.099874e+01
(17#)9/2,2309311,2.594955,2312293,2.239776,1.471933e-01,0.007095,5.006047e+01
(13#)77,2316212,2.583454,2327323,2.240989,1.422100e-01,0.007099,4.824130e+01
(13#)155/2,2338396,2.592073,2342309,2.242192,1.450040e-01,0.007058,4.957226e+01
(13#)78,2352563,2.595422,2357353,2.243357,1.457757e-01,0.007023,5.013029e+01
(13#)157/2,2368486,2.590531,2372369,2.244491,1.433841e-01,0.006984,4.954754e+01
(13#)79,2375998,2.595066,2387383,2.245611,1.446343e-01,0.006946,5.031025e+01
(13#)159/2,2391856,2.585609,2402383,2.246714,1.404924e-01,0.006908,4.905834e+01
(13#)80,2409742,2.596264,2417399,2.247814,1.441153e-01,0.006871,5.071314e+01
(13#)161/2,2425117,2.592377,2432429,2.248956,1.421091e-01,0.006833,5.025918e+01
(13#)81,2434183,2.589718,2447437,2.250089,1.405792e-01,0.006795,4.998219e+01
(13#)163/2,2459998,2.595797,2462443,2.251171,1.424431e-01,0.006762,5.096510e+01
(13#)82,2473948,2.581392,2477471,2.252194,1.364239e-01,0.006726,4.894410e+01
(13#)165/2,2484971,2.595580,2492461,2.253204,1.414568e-01,0.006691,5.116963e+01
(13#)83,2495473,2.597962,2507489,2.254297,1.418891e-01,0.006654,5.164788e+01
(13#)167/2,2511253,2.602871,2522503,2.255379,1.432970e-01,0.006618,5.250710e+01
(13#)84,2525273,2.595884,2537527,2.256343,1.401818e-01,0.006587,5.154714e+01
(13#)169/2,2548498,2.597963,2552531,2.257307,1.405552e-01,0.006553,5.198474e+01
(17#)5,2555363,2.595337,2567557,2.258365,1.390753e-01,0.006518,5.169868e+01
(13#)171/2,2578036,2.596895,2582551,2.259353,1.392380e-01,0.006528,5.170680e+01
(13#)86,2594246,2.593958,2597591,2.260261,1.377046e-01,0.006495,5.137752e+01
(13#)173/2,2612419,2.590050,2612549,2.261278,1.357470e-01,0.006460,5.089350e+01
(13#)87,2622619,2.592665,2627617,2.262244,1.363291e-01,0.006430,5.138740e+01
(13#)175/2,2640928,2.597647,2642639,2.263114,1.378643e-01,0.006398,5.228712e+01
(13#)88,2653489,2.589649,2657651,2.264121,1.343357e-01,0.006364,5.115148e+01
(13#)177/2,2662903,2.599814,2672639,2.265011,1.378603e-01,0.006336,5.284138e+01
(13#)89,2683354,2.590833,2687677,2.265911,1.340026e-01,0.006304,5.154220e+01
(13#)179/2,2695961,2.593039,2702681,2.266866,1.344323e-01,0.006275,5.197976e+01
(13#)90,2717602,2.598752,2717713,2.267674,1.362767e-01,0.006244,5.302338e+01
(13#)181/2,2719121,2.594914,2732701,2.268643,1.343715e-01,0.006212,5.252270e+01
(13#)91,2739127,2.593271,2747713,2.269450,1.333825e-01,0.006185,5.235586e+01
(13#)183/2,2759311,2.597895,2762759,2.270364,1.347613e-01,0.006153,5.323111e+01
(13#)92,2774917,2.605239,2777771,2.271180,1.372249e-01,0.006127,5.452244e+01
(13#)185/2,2781718,2.593394,2792773,2.272060,1.322805e-01,0.006096,5.271227e+01
(13#)93,2798351,2.597376,2807789,2.272869,1.334588e-01,0.006070,5.346079e+01
(17#)11/2,2812492,2.599243,2822819,2.273728,1.337995e-01,0.006040,5.389321e+01
(13#)94,2825503,2.600128,2837803,2.274510,1.337960e-01,0.006014,5.414333e+01
(13#)189/2,2849842,2.600123,2852849,2.275374,1.334143e-01,0.006021,5.393606e+01
(13#)95,2863901,2.601423,2867861,2.276110,1.335908e-01,0.005996,5.425500e+01
(13#)191/2,2873672,2.596843,2882863,2.276990,1.314421e-01,0.005969,5.358569e+01
(13#)96,2895122,2.601897,2897893,2.277704,1.330729e-01,0.005942,5.455958e+01
(13#)193/2,2904764,2.591674,2912893,2.278528,1.287744e-01,0.005916,5.293205e+01
(13#)97,2919424,2.602268,2927917,2.279288,1.325203e-01,0.005887,5.486326e+01
(13#)195/2,2936938,2.587620,2942909,2.280027,1.265512e-01,0.005863,5.246341e+01
(13#)98,2949664,2.600223,2957947,2.280846,1.310508e-01,0.005834,5.474409e+01
(13#)197/2,2970467,2.599407,2972969,2.281533,1.304358e-01,0.005811,5.470212e+01
(13#)99,2980234,2.595608,2987983,2.282296,1.286388e-01,0.005786,5.415002e+01
(13#)199/2,2997242,2.598877,3002981,2.283059,1.295632e-01,0.005758,5.484856e+01
(13#)100,3004042,2.591117,3018013,2.283731,1.262785e-01,0.005735,5.359826e+01
(13#)201/2,3021439,2.592341,3033011,2.284482,1.264220e-01,0.005711,5.390632e+01
(13#)101,3040787,2.595932,3048043,2.285223,1.274820e-01,0.005684,5.466379e+01
(13#)203/2,3053924,2.607868,3063059,2.285879,1.317824e-01,0.005662,5.686842e+01
(17#)6,3066709,2.591466,3078073,2.286589,1.251626e-01,0.005638,5.407538e+01
(13#)205/2,3092806,2.597068,3093071,2.287337,1.269949e-01,0.005614,5.517118e+01
(13#)103,3107012,2.604617,3108103,2.287984,1.296146e-01,0.005589,5.665289e+01
(13#)207/2,3115766,2.600286,3123091,2.288621,1.276720e-01,0.005567,5.598437e+01
(13#)104,3127703,2.602558,3138131,2.289337,1.282326e-01,0.005579,5.614286e+01
(13#)209/2,3144191,2.605823,3153149,2.290042,1.291784e-01,0.005553,5.686674e+01
(13#)105,3159916,2.603373,3168119,2.290667,1.279649e-01,0.005531,5.653697e+01
(13#)211/2,3177964,2.601562,3183179,2.291288,1.269979e-01,0.005510,5.631107e+01
(13#)106,3192643,2.602437,3198191,2.291954,1.270436e-01,0.005488,5.657489e+01
(13#)213/2,3201973,2.598668,3213163,2.292633,1.252981e-01,0.005465,5.599909e+01
(13#)107,3226558,2.596537,3228223,2.293276,1.241973e-01,0.005441,5.573626e+01
(13#)215/2,3235957,2.604722,3243239,2.293880,1.270812e-01,0.005420,5.735092e+01
(13#)108,3245252,2.608783,3258247,2.294478,1.283785e-01,0.005399,5.821541e+01
(13#)217/2,3260314,2.604682,3273269,2.295096,1.265359e-01,0.005378,5.756527e+01
(13#)109,3275093,2.605763,3288269,2.295737,1.266716e-01,0.005356,5.788387e+01
(13#)219/2,3290396,2.600457,3303281,2.296372,1.243567e-01,0.005335,5.699813e+01
(13#)110,3317926,2.603487,3318307,2.296983,1.252552e-01,0.005312,5.770030e+01
(17#)13/2,3326234,2.605172,3333313,2.297561,1.256506e-01,0.005291,5.813854e+01
(13#)111,3341761,2.604131,3348307,2.298137,1.250002e-01,0.005271,5.805236e+01
(13#)223/2,3354079,2.597185,3363343,2.298708,1.220809e-01,0.005251,5.684193e+01
(13#)112,3364727,2.596771,3378373,2.299276,1.216745e-01,0.005232,5.686067e+01
(13#)225/2,3380669,2.605672,3393373,2.299850,1.248467e-01,0.005212,5.867652e+01
(13#)113,3395806,2.609983,3408389,2.300437,1.262446e-01,0.005192,5.961980e+01
(13#)227/2,3411274,2.603699,3423419,2.301015,1.235828e-01,0.005172,5.852359e+01
(13#)114,3434458,2.611137,3438419,2.301591,1.261851e-01,0.005184,5.971181e+01
(13#)229/2,3439621,2.611954,3453409,2.302154,1.262534e-01,0.005165,5.998064e+01
(13#)115,3464267,2.603425,3468463,2.302713,1.227399e-01,0.005145,5.844742e+01
(13#)231/2,3479059,2.604518,3483463,2.303268,1.229186e-01,0.005126,5.876902e+01
(13#)116,3489916,2.613878,3498493,2.303813,1.262694e-01,0.005107,6.071373e+01
(13#)233/2,3502439,2.610699,3513491,2.304355,1.248172e-01,0.005088,6.020912e+01
(13#)117,3515401,2.612171,3528521,2.304886,1.251505e-01,0.005066,6.065634e+01
(13#)235/2,3539002,2.606307,3543523,2.305414,1.226740e-01,0.005048,5.960638e+01
(13#)118,3553097,2.606045,3558553,2.305938,1.223462e-01,0.005029,5.967528e+01
(13#)237/2,3561149,2.602978,3573529,2.306458,1.209432e-01,0.005013,5.915021e+01
(17#)7,3576721,2.610207,3588527,2.306967,1.234959e-01,0.004995,6.070871e+01
(13#)239/2,3591949,2.611007,3603583,2.307471,1.235839e-01,0.004977,6.098774e+01
(13#)120,3616831,2.603235,3618583,2.307971,1.203861e-01,0.004959,5.954104e+01
(13#)241/2,3633412,2.606239,3633583,2.308464,1.213258e-01,0.004941,6.026614e+01
(13#)121,3644584,2.609578,3648643,2.308951,1.223952e-01,0.004923,6.106581e+01
(13#)243/2,3658834,2.606500,3663659,2.309432,1.210067e-01,0.004906,6.055198e+01
(13#)122,3675767,2.603042,3678671,2.309909,1.194726e-01,0.004888,5.996993e+01
(13#)245/2,3682709,2.606978,3693689,2.310385,1.207775e-01,0.004871,6.088955e+01
(13#)123,3704819,2.596930,3708697,2.310876,1.167033e-01,0.004853,5.894375e+01
(13#)247/2,3722221,2.602626,3723719,2.311366,1.186822e-01,0.004836,6.022746e+01
(13#)124,3735406,2.608630,3738733,2.311851,1.207767e-01,0.004818,6.159797e+01
(13#)249/2,3753443,2.600434,3753721,2.312335,1.174205e-01,0.004801,6.000812e+01
(13#)125,3760034,2.593551,3768731,2.312814,1.145630e-01,0.004814,5.831678e+01
(13#)251/2,3783313,2.604192,3783739,2.313268,1.184612e-01,0.004799,6.062180e+01
(13#)126,3797879,2.598422,3798793,2.313704,1.160546e-01,0.004783,5.952708e+01
(13#)253/2,3801443,2.606210,3813773,2.314134,1.188615e-01,0.004766,6.128326e+01
(13#)127,3822034,2.613491,3828821,2.314586,1.214560e-01,0.004750,6.292737e+01
(17#)15/2,3834151,2.598408,3843823,2.315051,1.154672e-01,0.004733,5.986837e+01
(13#)128,3853924,2.606403,3858851,2.315514,1.183394e-01,0.004716,6.168130e+01
(13#)257/2,3858931,2.597507,3873847,2.315972,1.147227e-01,0.004702,5.987558e+01
(13#)129,3883478,2.594628,3888851,2.316377,1.134388e-01,0.004686,5.937921e+01
(13#)259/2,3891541,2.606291,3903899,2.316777,1.177511e-01,0.004670,6.199443e+01
(13#)130,3912628,2.602100,3918913,2.317222,1.159498e-01,0.004654,6.121143e+01
(13#)261/2,3927556,2.600320,3933929,2.317670,1.150721e-01,0.004638,6.094222e+01
(13#)131,3936293,2.599760,3948911,2.318116,1.146643e-01,0.004622,6.093553e+01
(13#)263/2,3961283,2.606488,3963959,2.318503,1.170820e-01,0.004609,6.248319e+01
(13#)132,3974746,2.609044,3978971,2.318889,1.178957e-01,0.004593,6.317331e+01
(13#)265/2,3992123,2.608902,3993959,2.319327,1.176524e-01,0.004577,6.326742e+01
(13#)133,3996758,2.606043,4009003,2.319762,1.163684e-01,0.004562,6.275340e+01
(13#)267/2,4015034,2.596429,4024003,2.320156,1.125026e-01,0.004549,6.073269e+01
(13#)134,4034477,2.610102,4039019,2.320516,1.175997e-01,0.004534,6.386987e+01
(13#)269/2,4047991,2.608708,4054033,2.320945,1.168806e-01,0.004518,6.369256e+01
(13#)135,4060838,2.605187,4069063,2.321370,1.153469e-01,0.004503,6.302843e+01
(13#)271/2,4069376,2.607269,4084079,2.321739,1.159868e-01,0.004490,6.359243e+01
(17#)8,4087942,2.607185,4099093,2.322106,1.157966e-01,0.004476,6.369057e+01
(13#)273/2,4099112,2.611193,4114087,2.322523,1.171531e-01,0.004488,6.432041e+01
(13#)137,4115572,2.602570,4129109,2.322925,1.136723e-01,0.004475,6.249050e+01
(13#)275/2,4131313,2.600695,4144121,2.323254,1.128099e-01,0.004461,6.219256e+01
(13#)138,4154263,2.606322,4159153,2.323657,1.147978e-01,0.004446,6.357737e+01
(13#)277/2,4161457,2.607097,4174151,2.324065,1.149195e-01,0.004431,6.387542e+01
(13#)139,4186967,2.607727,4189183,2.324390,1.150213e-01,0.004419,6.411790e+01
(13#)279/2,4197376,2.593242,4204169,2.324773,1.092864e-01,0.004405,6.094642e+01
(13#)140,4208627,2.613973,4219211,2.325173,1.170768e-01,0.004390,6.578588e+01
(13#)281/2,4222718,2.607053,4234229,2.325490,1.142897e-01,0.004378,6.431316e+01
(13#)141,4242659,2.608260,4249241,2.325868,1.145900e-01,0.004364,6.470944e+01
(13#)283/2,4254164,2.607386,4264259,2.326260,1.140864e-01,0.004351,6.461181e+01
(13#)142,4270639,2.603665,4279267,2.326556,1.125310e-01,0.004338,6.387944e+01
(13#)285/2,4280083,2.607170,4294259,2.326943,1.137100e-01,0.004324,6.480735e+01
(13#)143,4298422,2.609440,4309297,2.327305,1.144247e-01,0.004312,6.543019e+01
(13#)287/2,4323628,2.609173,4324303,2.327618,1.141879e-01,0.004298,6.550838e+01
(13#)144,4333132,2.610882,4339333,2.328000,1.146786e-01,0.004284,6.603221e+01
(17#)17/2,4342687,2.606964,4354349,2.328313,1.130424e-01,0.004273,6.521203e+01
(13#)145,4354381,2.614402,4369349,2.328664,1.157407e-01,0.004259,6.709040e+01
(13#)291/2,4372499,2.601775,4384379,2.329025,1.107442e-01,0.004247,6.422180e+01
(13#)146,4392541,2.607219,4399363,2.329319,1.127082e-01,0.004234,6.563533e+01
(13#)293/2,4400353,2.604258,4414379,2.329692,1.114117e-01,0.004220,6.506303e+01
(13#)147,4416868,2.603212,4429417,2.329981,1.108860e-01,0.004210,6.490048e+01
(13#)295/2,4441462,2.609455,4444409,2.330335,1.131294e-01,0.004196,6.652050e+01
(13#)148,4447771,2.609820,4459451,2.330658,1.131306e-01,0.004185,6.670538e+01
(13#)297/2,4469884,2.605726,4474469,2.330973,1.114256e-01,0.004172,6.585642e+01
(13#)149,4475881,2.602272,4489483,2.331318,1.099511e-01,0.004160,6.513317e+01
(13#)299/2,4499059,2.612312,4504457,2.331604,1.136792e-01,0.004174,6.725156e+01
(13#)150,4512502,2.605336,4519499,2.331960,1.108525e-01,0.004160,6.571538e+01
(13#)301/2,4520101,2.610048,4534501,2.332226,1.125454e-01,0.004150,6.694506e+01
(13#)151,4540321,2.610081,4549537,2.332579,1.124067e-01,0.004136,6.709429e+01
(13#)303/2,4562161,2.604160,4564559,2.332842,1.100229e-01,0.004126,6.575812e+01
(13#)152,4568336,2.615511,4579567,2.333191,1.142226e-01,0.004113,6.864089e+01
(13#)305/2,4593406,2.608216,4594589,2.333452,1.113177e-01,0.004103,6.696661e+01
(17#)9,4602932,2.612112,4609597,2.333798,1.126621e-01,0.004089,6.806407e+01
(13#)307/2,4621748,2.615499,4624603,2.334054,1.138482e-01,0.004079,6.899853e+01
(13#)154,4638149,2.615785,4639633,2.334396,1.138111e-01,0.004066,6.920536e+01
(13#)309/2,4642907,2.600257,4654649,2.334649,1.077487e-01,0.004056,6.548521e+01
(13#)155,4657141,2.599418,4669627,2.334987,1.072813e-01,0.004043,6.540465e+01
(13#)311/2,4674077,2.610601,4684661,2.335239,1.114662e-01,0.004034,6.826029e+01
(13#)156,4687861,2.607950,4699691,2.335572,1.103076e-01,0.004021,6.773887e+01
(13#)313/2,4710718,2.609368,4714691,2.335821,1.107446e-01,0.004011,6.819920e+01
(13#)157,4729297,2.607043,4729693,2.336151,1.097119e-01,0.003998,6.775688e+01
(13#)315/2,4734448,2.611760,4744711,2.336398,1.114139e-01,0.003989,6.903033e+01
(13#)158,4749676,2.609849,4759753,2.336701,1.105523e-01,0.003978,6.866466e+01
(13#)317/2,4765841,2.612665,4774769,2.336967,1.115168e-01,0.003966,6.951538e+01
(13#)159,4785362,2.612487,4789783,2.337240,1.113319e-01,0.003956,6.957710e+01
(13#)319/2,4792159,2.588525,4804799,2.337531,1.019930e-01,0.003944,6.363945e+01
(13#)160,4818013,2.609266,4819813,2.337769,1.098719e-01,0.003935,6.899543e+01
(13#)321/2,4824811,2.601355,4834829,2.338087,1.066994e-01,0.003922,6.712596e+01
(13#)161,4837909,2.605804,4849843,2.338324,1.083068e-01,0.003913,6.835676e+01
(19#)/2,4918721,2.600756,5105063,2.338616,1.062429e-01,0.003903,6.716372e+01
(17#)10,5167067,2.597599,5360353,2.342895,1.032002e-01,0.003754,6.784869e+01
(17#)21/2,5572393,2.607352,5615609,2.346698,1.053259e-01,0.003622,7.196411e+01
(17#)11,5638274,2.605302,5870857,2.350066,1.031052e-01,0.003478,7.338585e+01
(17#)23/2,5878723,2.605254,6126091,2.353075,1.018072e-01,0.003367,7.489724e+01
(17#)12,6175451,2.603294,6381371,2.355791,9.990101e-02,0.003244,7.629562e+01
(17#)25/2,6634582,2.604438,6636611,2.358208,9.931490e-02,0.003150,7.816825e+01
(17#)13,6670333,2.604986,6891883,2.360368,9.860976e-02,0.003044,8.036071e+01
(17#)27/2,6924206,2.610703,7147139,2.362295,9.998593e-02,0.002963,8.383665e+01
(17#)14,7376626,2.610535,7402363,2.364000,9.920008e-02,0.002870,8.590070e+01
(17#)29/2,7515967,2.611962,7657613,2.365512,9.910717e-02,0.002802,8.795503e+01
(17#)15,7808617,2.611891,7912889,2.366877,9.850312e-02,0.002719,9.011181e+01
(17#)31/2,8143934,2.607556,8168117,2.368051,9.634613e-02,0.002660,9.003947e+01
