START,n_0,C_min,Npred_0,Cbound,Lambda_min,Jitter,JitterRatio
(17#)16,8377064,2.615094,8423407,2.369099,9.879033e-02,0.002587,9.508891e+01
(17#)33/2,8527412,2.609130,8678669,2.370029,9.611464e-02,0.002518,9.495671e+01
(17#)17,8870593,2.615707,8933917,2.370811,9.830233e-02,0.002469,9.918834e+01
(17#)35/2,9121549,2.613892,9189157,2.371491,9.732143e-02,0.002407,1.007067e+02
(17#)18,9307022,2.615493,9444403,2.372074,9.768793e-02,0.002362,1.030563e+02
(17#)37/2,9601418,2.616651,9699667,2.372554,9.792824e-02,0.002306,1.058530e+02
(19#),9798904,2.616429,9954907,2.372938,9.768156e-02,0.002253,1.080741e+02
(17#)39/2,10030684,2.609830,10210177,2.373241,9.502855e-02,0.002216,1.067640e+02
(17#)20,10279447,2.610716,10465453,2.373462,9.527486e-02,0.002168,1.094345e+02
(17#)41/2,10509104,2.610205,10720709,2.373612,9.501592e-02,0.002121,1.115479e+02
(17#)21,10730206,2.616253,10975927,2.373689,9.729786e-02,0.002090,1.160593e+02
(17#)43/2,11035639,2.619300,11231219,2.373654,9.847657e-02,0.002007,1.223946e+02
(17#)22,11262739,2.617318,11486467,2.373548,9.776425e-02,0.001980,1.231162e+02
(17#)45/2,11722628,2.612843,11741729,2.373388,9.612043e-02,0.001943,1.232398e+02
(17#)23,11980162,2.618144,11996939,2.373174,9.823737e-02,0.001907,1.284583e+02
(17#)47/2,12176348,2.615986,12252197,2.372908,9.752487e-02,0.001883,1.290908e+02
(17#)24,12503914,2.618371,12507457,2.372598,9.856681e-02,0.001850,1.328503e+02
(17#)49/2,12674359,2.620449,12762727,2.372241,9.951060e-02,0.001817,1.366032e+02
(17#)25,12945293,2.619810,13018003,2.371836,9.943746e-02,0.001796,1.380702e+02
(17#)51/2,13157726,2.614254,13273207,2.371397,9.749955e-02,0.001766,1.375181e+02
(17#)26,13383668,2.621737,13528507,2.370914,1.005615e-01,0.001737,1.444001e+02
(17#)53/2,13598296,2.621948,13783751,2.370404,1.008571e-01,0.001709,1.471878e+02
(17#)27,13890334,2.615375,14039023,2.369854,9.857914e-02,0.001692,1.451070e+02
(17#)55/2,14203249,2.615943,14294261,2.369264,9.904529e-02,0.001666,1.480666e+02
(17#)28,14546944,2.610027,14549527,2.368635,9.704673e-02,0.001640,1.471902e+02
(19#)3/2,14653259,2.623627,14804767,2.367987,1.025175e-01,0.001625,1.573169e+02
(17#)29,14993599,2.620451,15060043,2.367303,1.015951e-01,0.001601,1.581187e+02
(17#)59/2,15201136,2.622150,15315281,2.366582,1.025479e-01,0.001577,1.620596e+02
(17#)30,15512572,2.621195,15570553,2.365850,1.024930e-01,0.001555,1.642090e+02
(17#)61/2,15580924,2.620941,15825787,2.365059,1.027304e-01,0.001542,1.659416e+02
(17#)31,15903079,2.620396,16081027,2.364260,1.028604e-01,0.001520,1.685105e+02
(17#)63/2,16105231,2.624621,16336301,2.363453,1.048128e-01,0.001500,1.741120e+02
(17#)32,16453264,2.623584,16591571,2.362589,1.047833e-01,0.001479,1.764672e+02
(17#)65/2,16618577,2.617779,16846811,2.361720,1.029361e-01,0.001469,1.743084e+02
(17#)33,17086924,2.622329,17102077,2.360822,1.050530e-01,0.001449,1.804741e+02
(17#)67/2,17157347,2.615508,17357339,2.359893,1.028421e-01,0.001430,1.787517e+02
(17#)34,17438299,2.625902,17612593,2.358965,1.072015e-01,0.001412,1.890489e+02
(17#)69/2,17754362,2.624263,17867827,2.357977,1.069960e-01,0.001403,1.897976e+02
(17#)35,17939156,2.615320,18123097,2.356992,1.040002e-01,0.001386,1.863838e+02
(17#)71/2,18252083,2.624696,18378337,2.356014,1.079939e-01,0.001369,1.962615e+02
(17#)36,18564664,2.625098,18633599,2.354974,1.085885e-01,0.001352,1.997959e+02
(17#)73/2,18652631,2.624112,18888851,2.353907,1.086661e-01,0.001336,2.022493e+02
(17#)37,18955823,2.626048,19144117,2.352849,1.098531e-01,0.001329,2.055673e+02
(17#)75/2,19271158,2.619062,19399379,2.351765,1.076501e-01,0.001313,2.035773e+02
(19#)2,19443122,2.621885,19654597,2.350655,1.091995e-01,0.001298,2.089599e+02
(17#)77/2,19708879,2.625817,19909867,2.349519,1.111815e-01,0.001283,2.153531e+02
(17#)39,19998859,2.625370,20165143,2.348398,1.114884e-01,0.001277,2.168927e+02
(17#)79/2,20283568,2.627375,20420377,2.347253,1.127395e-01,0.001263,2.217910e+02
(17#)40,20429401,2.628649,20675653,2.346042,1.137404e-01,0.001249,2.262666e+02
(17#)81/2,20718961,2.625233,20930909,2.344847,1.129495e-01,0.001236,2.268495e+02
(17#)41,21107407,2.622493,21186149,2.343673,1.124060e-01,0.001223,2.279804e+02
(17#)83/2,21411154,2.624482,21441383,2.342431,1.136943e-01,0.001217,2.317592e+02
(17#)42,21448858,2.626527,21696629,2.341211,1.149941e-01,0.001205,2.367768e+02
(17#)85/2,21902344,2.627307,21951929,2.339921,1.158422e-01,0.001192,2.410956e+02
(17#)43,22109926,2.625829,22207153,2.338655,1.158207e-01,0.001180,2.433678e+02
(17#)87/2,22446616,2.626041,22462411,2.337366,1.164527e-01,0.001169,2.469418e+02
(17#)44,22683424,2.626940,22717687,2.336055,1.173561e-01,0.001164,2.499012e+02
(17#)89/2,22916389,2.628539,22972931,2.334720,1.185362e-01,0.001153,2.548300e+02
(17#)45,23227639,2.627468,23228143,2.333414,1.186882e-01,0.001142,2.574904e+02
(17#)91/2,23248021,2.624545,23483459,2.332086,1.181444e-01,0.001131,2.585844e+02
(17#)46,23613664,2.628503,23738711,2.330686,1.202518e-01,0.001120,2.659080e+02
(17#)93/2,23763461,2.627766,23993911,2.329315,1.205598e-01,0.001109,2.691172e+02
(17#)47,24170554,2.626512,24249217,2.327922,1.206807e-01,0.001106,2.699729e+02
(19#)5/2,24496594,2.621733,24504479,2.326509,1.194667e-01,0.001096,2.693650e+02
(17#)48,24691036,2.622891,24759733,2.325129,1.205016e-01,0.001086,2.741823e+02
(17#)97/2,24916354,2.626999,25014989,2.323673,1.226930e-01,0.001076,2.819015e+02
(17#)49,25251022,2.623810,25270243,2.323504,1.215511e-01,0.001075,2.793544e+02
(17#)99/2,25283017,2.628372,25525477,2.325655,1.223629e-01,0.001066,2.839747e+02
(17#)50,25696939,2.623817,25780709,2.328162,1.195510e-01,0.001063,2.781326e+02
(17#)101/2,25801309,2.627088,26036009,2.330628,1.197382e-01,0.001054,2.812713e+02
(17#)51,26141191,2.629090,26291263,2.333048,1.194622e-01,0.001045,2.832938e+02
(17#)103/2,26306708,2.628417,26546491,2.335424,1.181883e-01,0.001036,2.828118e+02
(17#)52,26617804,2.631407,26801767,2.337756,1.183272e-01,0.001027,2.859309e+02
(17#)105/2,27035497,2.629789,27057011,2.340045,1.167335e-01,0.001019,2.843415e+02
(17#)53,27158464,2.629023,27312283,2.342305,1.154768e-01,0.001016,2.822028e+02
(17#)107/2,27501673,2.628960,27567511,2.344513,1.145106e-01,0.001008,2.821895e+02
(17#)54,27760763,2.629751,27822793,2.346693,1.138821e-01,0.001000,2.830580e+02
(17#)109/2,27980503,2.628691,28078031,2.348836,1.125661e-01,0.000992,2.821119e+02
(17#)55,28301542,2.630045,28333303,2.350941,1.121853e-01,0.000984,2.836423e+02
(17#)111/2,28396519,2.630694,28588537,2.353009,1.115528e-01,0.000976,2.845133e+02
(17#)56,28691977,2.629850,28843783,2.355044,1.103674e-01,0.000974,2.821417e+02
(17#)113/2,28929157,2.630176,29099069,2.357044,1.096425e-01,0.000967,2.824529e+02
(19#)3,29155046,2.630441,29354323,2.359010,1.089095e-01,0.000959,2.830355e+02
(17#)115/2,29565262,2.629070,29609561,2.360948,1.075669e-01,0.000952,2.816408e+02
(17#)58,29613937,2.628569,29864803,2.362856,1.065685e-01,0.000944,2.814756e+02
(17#)117/2,30099763,2.626030,30120061,2.364737,1.048064e-01,0.000937,2.788613e+02
(17#)59,30218456,2.627828,30375337,2.366578,1.047126e-01,0.000936,2.791132e+02
(17#)119/2,30382789,2.631909,30630599,2.368399,1.054952e-01,0.000929,2.836491e+02
(17#)60,30883093,2.633360,30885853,2.370191,1.052901e-01,0.000922,2.854328e+02
(17#)121/2,31009246,2.629683,31141109,2.371955,1.031488e-01,0.000915,2.816699e+02
(17#)61,31171139,2.631779,31396333,2.373691,1.032139e-01,0.000909,2.839252e+02
(17#)123/2,31624316,2.631075,31651597,2.375401,1.022262e-01,0.000902,2.834523e+02
(17#)62,31887652,2.631962,31906867,2.377086,1.018542e-01,0.000901,2.828812e+02
(17#)125/2,31961998,2.630995,32162129,2.378751,1.007865e-01,0.000895,2.818369e+02
(17#)63,32354356,2.632298,32417381,2.380384,1.005954e-01,0.000889,2.833678e+02
(17#)127/2,32472961,2.632306,32672639,2.382001,9.991938e-02,0.000883,2.834711e+02
(17#)64,32919296,2.630170,32927837,2.383585,9.844283e-02,0.000877,2.811688e+02
(17#)129/2,33019706,2.628541,33183149,2.385155,9.716483e-02,0.000870,2.797540e+02
(17#)65,33279284,2.631961,33438359,2.386701,9.781712e-02,0.000865,2.835376e+02
(17#)131/2,33643406,2.629604,33693641,2.388225,9.628285e-02,0.000864,2.793738e+02
(17#)66,33777019,2.632037,33948883,2.389728,9.657852e-02,0.000858,2.824114e+02
(19#)7/2,34046093,2.632356,34204141,2.391208,9.608059e-02,0.000853,2.827057e+02
(17#)67,34266923,2.630062,34459423,2.392668,9.459836e-02,0.000847,2.802763e+02
(17#)135/2,34576216,2.634091,34714679,2.394107,9.552785e-02,0.000841,2.853555e+02
(17#)68,34954384,2.627883,34969931,2.395532,9.257324e-02,0.000836,2.779318e+02
(17#)137/2,35084837,2.631588,35225171,2.396933,9.339746e-02,0.000831,2.823767e+02
(17#)69,35316493,2.629890,35480443,2.398313,9.217645e-02,0.000830,2.790084e+02
(17#)139/2,35642969,2.631976,35735681,2.399682,9.239867e-02,0.000825,2.815685e+02
(17#)70,35899592,2.628367,35990951,2.401029,9.046535e-02,0.000820,2.772415e+02
(17#)141/2,36073241,2.633081,36246209,2.402357,9.170430e-02,0.000815,2.830969e+02
(17#)71,36398188,2.630918,36501463,2.403671,9.033568e-02,0.000810,2.805519e+02
(17#)143/2,36581563,2.629058,36756677,2.404968,8.908901e-02,0.000805,2.783727e+02
(17#)72,36973873,2.633653,37011911,2.406248,9.030317e-02,0.000800,2.842562e+02
(17#)145/2,37016704,2.630069,37267229,2.407510,8.841706e-02,0.000795,2.799484e+02
(17#)73,37496491,2.629585,37522483,2.408757,8.771519e-02,0.000795,2.777711e+02
(17#)147/2,37751653,2.626389,37777739,2.409987,8.598855e-02,0.000790,2.739266e+02
(17#)74,37963693,2.632427,38032991,2.411202,8.778086e-02,0.000785,2.818153e+02
(17#)149/2,38099641,2.633034,38288213,2.412401,8.751428e-02,0.000781,2.825006e+02
(17#)75,38387458,2.631562,38543501,2.413592,8.646149e-02,0.000776,2.808892e+02
(17#)151/2,38661856,2.632132,38798759,2.414760,8.619426e-02,0.000772,2.815699e+02
(19#)4,38836108,2.629723,39054013,2.415922,8.479752e-02,0.000767,2.787497e+02
(17#)153/2,39131578,2.631563,39309251,2.417062,8.502521e-02,0.000767,2.796623e+02
(17#)77,39347939,2.631460,39564521,2.418194,8.451784e-02,0.000763,2.795098e+02
(17#)155/2,39766889,2.633842,39819751,2.419306,8.496289e-02,0.000759,2.826561e+02
(17#)78,39934108,2.634013,40074989,2.420411,8.457118e-02,0.000754,2.832918e+02
(17#)157/2,40313531,2.634894,40330289,2.421503,8.445453e-02,0.000750,2.845213e+02
(17#)79,40519231,2.632190,40585543,2.422582,8.298229e-02,0.000746,2.809759e+02
(17#)159/2,40758841,2.633124,40840777,2.423648,8.289713e-02,0.000742,2.823127e+02
(17#)80,41026108,2.632692,41096053,2.424701,8.229868e-02,0.000738,2.818306e+02
(17#)161/2,41344276,2.629465,41351291,2.425742,8.064295e-02,0.000738,2.760474e+02
(17#)81,41405201,2.633644,41606533,2.426770,8.180728e-02,0.000734,2.818447e+02
(17#)163/2,41744774,2.631825,41861759,2.427786,8.069779e-02,0.000730,2.795055e+02
(17#)82,41954984,2.633679,42117067,2.428790,8.098854e-02,0.000726,2.822163e+02
(17#)165/2,42145777,2.633117,42372293,2.429791,8.036307e-02,0.000722,2.816150e+02
(17#)83,42624509,2.632990,42627569,2.430772,7.991118e-02,0.000718,2.816407e+02
(17#)167/2,42661672,2.632549,42882821,2.431743,7.934429e-02,0.000715,2.808476e+02
(17#)84,43062872,2.633218,43138079,2.432708,7.920163e-02,0.000711,2.820113e+02
(17#)169/2,43159756,2.631244,43393349,2.433659,7.806085e-02,0.000711,2.778973e+02
(17#)85,43543622,2.631252,43648601,2.434601,7.767690e-02,0.000708,2.777556e+02
(19#)9/2,43817623,2.631417,43903841,2.435535,7.735604e-02,0.000704,2.782415e+02
(17#)86,43986944,2.634464,44159107,2.436452,7.813686e-02,0.000700,2.828743e+02
(17#)173/2,44294533,2.631231,44414329,2.437365,7.653426e-02,0.000697,2.781435e+02
(17#)87,44528149,2.634733,44669621,2.438269,7.749349e-02,0.000693,2.834978e+02
(17#)175/2,44731231,2.634755,44924879,2.439162,7.713566e-02,0.000690,2.834681e+02
(17#)88,45173824,2.632683,45180133,2.440046,7.598659e-02,0.000686,2.808120e+02
(17#)177/2,45267808,2.635113,45435389,2.440920,7.655105e-02,0.000683,2.843236e+02
(17#)89,45561898,2.634634,45690641,2.441785,7.601494e-02,0.000684,2.819430e+02
(17#)179/2,45750142,2.633862,45945877,2.442641,7.537138e-02,0.000680,2.812074e+02
(17#)90,46085467,2.634998,46201139,2.443488,7.545590e-02,0.000677,2.828804e+02
(17#)181/2,46431778,2.632357,46456409,2.444325,7.411063e-02,0.000674,2.789792e+02
(17#)91,46594183,2.635729,46711627,2.445159,7.504965e-02,0.000670,2.844328e+02
(17#)183/2,46894108,2.633895,46966883,2.445981,7.401747e-02,0.000667,2.817301e+02
(17#)92,47087281,2.633008,47222159,2.446792,7.334914e-02,0.000664,2.804458e+02
(17#)185/2,47309188,2.633116,47477429,2.447602,7.305917e-02,0.000661,2.806566e+02
(17#)93,47622787,2.634875,47732611,2.448397,7.340222e-02,0.000662,2.816888e+02
(17#)187/2,47873767,2.635685,47987921,2.449189,7.338616e-02,0.000658,2.834286e+02
(17#)94,48190642,2.635323,48243193,2.449969,7.293038e-02,0.000655,2.829832e+02
(17#)189/2,48285199,2.635154,48498403,2.450746,7.254916e-02,0.000652,2.828344e+02
(19#)5,48626887,2.632639,48753673,2.451509,7.128301e-02,0.000649,2.790909e+02
(17#)191/2,48879484,2.633137,49008913,2.452271,7.116138e-02,0.000646,2.799783e+02
(17#)96,49187434,2.632998,49264213,2.453025,7.080116e-02,0.000643,2.798958e+02
(17#)193/2,49318109,2.635156,49519469,2.453772,7.131595e-02,0.000640,2.834125e+02
(17#)97,49635736,2.634741,49774723,2.454505,7.085977e-02,0.000637,2.829451e+02
(17#)195/2,49940141,2.633450,50029951,2.455237,7.007148e-02,0.000634,2.810931e+02
(17#)98,50141197,2.634563,50285233,2.455962,7.019879e-02,0.000636,2.808192e+02
(17#)197/2,50458396,2.635375,50540467,2.456680,7.021464e-02,0.000633,2.822986e+02
(17#)99,50608574,2.633957,50795713,2.457391,6.938706e-02,0.000630,2.802635e+02
(17#)199/2,50912011,2.636007,51050981,2.458095,6.987861e-02,0.000627,2.837512e+02
(17#)100,51198841,2.634543,51306247,2.458792,6.903956e-02,0.000624,2.816522e+02
(17#)201/2,51539167,2.635865,51561479,2.459489,6.925780e-02,0.000622,2.835627e+02
(17#)101,51716248,2.634955,51816749,2.460173,6.863443e-02,0.000619,2.823619e+02
(17#)203/2,52007056,2.633287,52072019,2.460851,6.772565e-02,0.000616,2.799286e+02
(17#)102,52116109,2.633243,52327243,2.461523,6.743590e-02,0.000613,2.801305e+02
(17#)205/2,52371376,2.633141,52582487,2.462194,6.712461e-02,0.000615,2.779626e+02
(17#)103,52646206,2.633595,52837747,2.462852,6.702980e-02,0.000612,2.789918e+02
(17#)207/2,52911227,2.635705,53093017,2.463507,6.756475e-02,0.000609,2.827553e+02
(17#)104,53265791,2.635671,53348287,2.464158,6.728763e-02,0.000607,2.825585e+02
(19#)11/2,53359531,2.635169,53603549,2.464799,6.683705e-02,0.000604,2.820695e+02
(17#)105,53699671,2.633020,53858797,2.465439,6.576159e-02,0.000602,2.783738e+02
(17#)211/2,54054124,2.635260,54114059,2.466074,6.635444e-02,0.000599,2.824474e+02
(17#)106,54226726,2.635112,54369311,2.466698,6.604527e-02,0.000596,2.825738e+02
(17#)213/2,54448969,2.634606,54624529,2.467321,6.560070e-02,0.000594,2.816246e+02
(17#)107,54684703,2.633856,54879793,2.467939,6.506554e-02,0.000592,2.802652e+02
(17#)215/2,55083529,2.633461,55135049,2.468546,6.466964e-02,0.000593,2.781029e+02
(17#)108,55192084,2.635633,55390327,2.469153,6.524820e-02,0.000590,2.821695e+02
(17#)217/2,55473001,2.636138,55645571,2.469755,6.519601e-02,0.000588,2.829643e+02
(17#)109,55853137,2.636086,55900837,2.470351,6.493500e-02,0.000586,2.828242e+02
(17#)219/2,56049046,2.635400,56156081,2.470942,6.443552e-02,0.000583,2.820892e+02
(17#)110,56165927,2.635609,56411353,2.471528,6.427769e-02,0.000581,2.824114e+02
(17#)221/2,56548759,2.635267,56666579,2.472109,6.391287e-02,0.000578,2.822803e+02
(17#)111,56673544,2.633961,56921863,2.472685,6.318419e-02,0.000576,2.799931e+02
(17#)223/2,56969719,2.635792,57177101,2.473256,6.364820e-02,0.000574,2.831638e+02
(17#)112,57242986,2.635920,57432373,2.473822,6.346794e-02,0.000572,2.833881e+02
(17#)225/2,57577804,2.636144,57687607,2.474383,6.332617e-02,0.000573,2.823054e+02
(17#)113,57712034,2.637007,57942883,2.474940,6.342841e-02,0.000571,2.838301e+02
(17#)227/2,57988096,2.635972,58198097,2.475492,6.281283e-02,0.000568,2.825352e+02
(19#)6,58327037,2.635784,58453393,2.476044,6.251855e-02,0.000566,2.822261e+02
(17#)229/2,58622908,2.634749,58708621,2.476587,6.190652e-02,0.000564,2.804291e+02
(17#)115,58803007,2.634830,58963889,2.477125,6.172005e-02,0.000562,2.806139e+02
(17#)231/2,59213989,2.635457,59219141,2.477664,6.174042e-02,0.000560,2.817732e+02
(17#)116,59297873,2.634889,59474407,2.478193,6.131139e-02,0.000558,2.808172e+02
(17#)233/2,59503861,2.637234,59729633,2.478719,6.198875e-02,0.000555,2.856126e+02
(17#)117,59774947,2.635060,59984921,2.479243,6.095268e-02,0.000553,2.817667e+02
(17#)235/2,60116767,2.634939,60240179,2.479760,6.069825e-02,0.000555,2.796018e+02
(17#)118,60336769,2.636403,60495433,2.480277,6.104524e-02,0.000553,2.823255e+02
(17#)237/2,60497854,2.634093,60750689,2.480789,5.996226e-02,0.000550,2.787345e+02
(17#)119,60816697,2.635280,61005929,2.481293,6.020964e-02,0.000548,2.809982e+02
(17#)239/2,61220564,2.635772,61261199,2.481798,6.019282e-02,0.000546,2.820037e+02
(17#)120,61395833,2.637005,61516447,2.482295,6.046027e-02,0.000544,2.843934e+02
(17#)241/2,61759091,2.633558,61771691,2.482791,5.895245e-02,0.000542,2.781679e+02
(17#)121,61983998,2.636409,62026961,2.483284,5.983589e-02,0.000540,2.835648e+02
(17#)243/2,62244289,2.637559,62282179,2.483773,6.007509e-02,0.000538,2.858476e+02
(17#)122,62376973,2.635962,62537473,2.484256,5.927498e-02,0.000536,2.830336e+02
(17#)245/2,62587496,2.633622,62792693,2.484734,5.819447e-02,0.000534,2.788165e+02
(17#)123,62989169,2.635139,63047981,2.485212,5.857796e-02,0.000536,2.797146e+02
(19#)13/2,63287786,2.637261,63303217,2.485685,5.919260e-02,0.000534,2.838502e+02
(17#)124,63537428,2.635042,63558491,2.486156,5.816138e-02,0.000532,2.798609e+02
(17#)249/2,63618773,2.633530,63813731,2.486622,5.739999e-02,0.000530,2.771849e+02
(17#)125,63890804,2.632723,64069003,2.487085,5.690733e-02,0.000528,2.758295e+02
(17#)251/2,64316048,2.636346,64324237,2.487545,5.809759e-02,0.000526,2.828916e+02
(17#)126,64424396,2.637243,64579511,2.488001,5.825448e-02,0.000524,2.848130e+02
(17#)253/2,64765823,2.636032,64834751,2.488453,5.761352e-02,0.000523,2.821778e+02
(17#)127,64931122,2.634970,65090021,2.488902,5.703015e-02,0.000521,2.803608e+02
(17#)255/2,65322134,2.633716,65345279,2.489353,5.637294e-02,0.000519,2.781561e+02
(17#)128,65582632,2.636488,65600489,2.489795,5.724735e-02,0.000517,2.837389e+02
(17#)257/2,65836588,2.636090,65855771,2.490234,5.692008e-02,0.000515,2.832155e+02
(17#)129,65963042,2.635804,66111043,2.490670,5.663651e-02,0.000517,2.807234e+02
(17#)259/2,66330947,2.636673,66366281,2.491107,5.679071e-02,0.000515,2.826524e+02
(17#)130,66475847,2.636600,66621551,2.491537,5.659042e-02,0.000513,2.827739e+02
(17#)261/2,66759878,2.632266,66876791,2.491963,5.477432e-02,0.000512,2.740293e+02
(17#)131,67003604,2.638001,67132063,2.492391,5.677894e-02,0.000510,2.855098e+02
(17#)263/2,67307957,2.635541,67387291,2.492810,5.567789e-02,0.000508,2.809665e+02
(17#)132,67561558,2.637463,67642571,2.493228,5.623921e-02,0.000506,2.850494e+02
(17#)265/2,67837898,2.635003,67897807,2.493646,5.513842e-02,0.000505,2.799149e+02
(19#)7,68084449,2.637449,68153077,2.494057,5.590146e-02,0.000503,2.850736e+02
(17#)267/2,68374573,2.637397,68408339,2.494469,5.571657e-02,0.000501,2.852854e+02
(17#)134,68573404,2.636503,68663593,2.494876,5.521439e-02,0.000500,2.832540e+02
(17#)269/2,68827744,2.637719,68918771,2.495281,5.551318e-02,0.000501,2.843074e+02
(17#)135,68941876,2.637597,69174101,2.495685,5.530503e-02,0.000499,2.843928e+02
(17#)271/2,69300487,2.639059,69429337,2.496081,5.570051e-02,0.000498,2.871044e+02
(17#)136,69484453,2.638006,69684611,2.496479,5.514199e-02,0.000496,2.853367e+02
(17#)273/2,69727604,2.637982,69939847,2.496874,5.497468e-02,0.000495,2.850667e+02
(17#)137,70017487,2.636601,70195093,2.497262,5.429566e-02,0.000493,2.826349e+02
(17#)275/2,70230652,2.636101,70450379,2.497652,5.394984e-02,0.000491,2.819735e+02
(17#)138,70519193,2.637251,70705627,2.498039,5.423106e-02,0.000490,2.841061e+02
(17#)277/2,70943798,2.635591,70960871,2.498423,5.344771e-02,0.000488,2.810820e+02
(17#)139,71076134,2.638363,71216129,2.498805,5.434603e-02,0.000487,2.865667e+02
(17#)279/2,71221001,2.638419,71471363,2.499181,5.421680e-02,0.000485,2.870887e+02
(17#)140,71656906,2.638110,71726651,2.499556,5.394964e-02,0.000484,2.862686e+02
(17#)281/2,71735264,2.638721,71981879,2.499930,5.403160e-02,0.000485,2.861670e+02
(17#)141,72112511,2.637571,72237163,2.500301,5.344729e-02,0.000484,2.836157e+02
(17#)283/2,72336923,2.639129,72492419,2.500670,5.389024e-02,0.000482,2.872593e+02
(17#)142,72721048,2.636909,72747673,2.501037,5.290195e-02,0.000480,2.830667e+02
(19#)15/2,72970318,2.636999,73002877,2.501400,5.279095e-02,0.000479,2.830877e+02
(17#)143,73162897,2.637547,73258169,2.501762,5.285403e-02,0.000477,2.846646e+02
(17#)287/2,73416388,2.639578,73513421,2.502121,5.348028e-02,0.000476,2.887752e+02
(17#)144,73679659,2.637208,73768691,2.502477,5.243974e-02,0.000475,2.836442e+02
(17#)289/2,73865923,2.637441,74023903,2.502835,5.238504e-02,0.000473,2.845793e+02
(17#)145,74198197,2.636120,74279201,2.503188,5.174302e-02,0.000472,2.816356e+02
(17#)291/2,74415724,2.637634,74534459,2.503538,5.217737e-02,0.000470,2.853106e+02
(17#)146,74595188,2.638243,74789713,2.503885,5.226964e-02,0.000469,2.864776e+02
(17#)293/2,74903176,2.637385,75044969,2.504230,5.180659e-02,0.000467,2.851285e+02
(17#)147,75214519,2.637605,75300223,2.504576,5.175185e-02,0.000469,2.836439e+02
(17#)295/2,75547741,2.637880,75555479,2.504917,5.171996e-02,0.000467,2.847173e+02
(17#)148,75693764,2.637004,75810697,2.505255,5.125290e-02,0.000466,2.827232e+02
(17#)297/2,75996457,2.636998,76065989,2.505593,5.111572e-02,0.000465,2.825914e+02
(17#)149,76103812,2.635696,76321207,2.505930,5.048736e-02,0.000463,2.802721e+02
(17#)299/2,76519952,2.637322,76576477,2.506261,5.097201e-02,0.000462,2.836818e+02
(17#)150,76801957,2.637580,76831739,2.506595,5.093657e-02,0.000460,2.847500e+02
(17#)301/2,77046511,2.637491,77086979,2.506922,5.077238e-02,0.000459,2.844641e+02
(17#)151,77118317,2.636486,77342257,2.507250,5.026043e-02,0.000458,2.821747e+02
(17#)303/2,77547046,2.634729,77597441,2.507575,4.946418e-02,0.000456,2.788465e+02
(19#)8,77647972,2.636782,77852771,2.507898,5.011428e-02,0.000455,2.832615e+02
(17#)305/2,77874982,2.638674,78108001,2.508220,5.070318e-02,0.000454,2.873436e+02
(17#)153,78275107,2.638349,78363281,2.508540,5.045243e-02,0.000455,2.852945e+02
(17#)307/2,78486157,2.635975,78618521,2.508856,4.942626e-02,0.000454,2.799978e+02
(17#)154,78822322,2.634340,78873787,2.509174,4.867906e-02,0.000453,2.763046e+02
(17#)309/2,78966427,2.638268,79129049,2.509485,5.004509e-02,0.000451,2.855499e+02
(17#)155,79340026,2.638984,79384289,2.509798,5.019172e-02,0.000450,2.870800e+02
(17#)311/2,79589386,2.634917,79639537,2.510110,4.852511e-02,0.000449,2.779666e+02
(17#)156,79813457,2.637192,79894807,2.510415,4.926664e-02,0.000447,2.836174e+02
(17#)313/2,79993982,2.637292,80150047,2.510723,4.918187e-02,0.000446,2.837870e+02
(17#)157,80189056,2.636042,80405279,2.511028,4.858632e-02,0.000445,2.809303e+02
(17#)315/2,80483692,2.637151,80660579,2.511330,4.888667e-02,0.000444,2.833806e+02
(17#)158,80775787,2.638658,80915819,2.511630,4.933851e-02,0.000442,2.873937e+02
(17#)317/2,81090704,2.637190,81171061,2.511930,4.866257e-02,0.000441,2.840363e+02
(17#)159,81205606,2.638884,81426337,2.512229,4.918569e-02,0.000440,2.878523e+02
(17#)319/2,81457762,2.636467,81681563,2.512525,4.815154e-02,0.000439,2.823280e+02
(17#)160,81745228,2.639338,81936851,2.512820,4.912250e-02,0.000440,2.875409e+02
(17#)321/2,81948434,2.636703,82192109,2.513111,4.800785e-02,0.000439,2.815308e+02
(17#)161,82299649,2.636581,82447357,2.513400,4.784658e-02,0.000438,2.812352e+02
(19#)17/2,82476448,2.635786,82702597,2.513690,4.742964e-02,0.000437,2.793959e+02
(17#)162,82772831,2.636570,82957873,2.513978,4.761247e-02,0.000435,2.818207e+02
(17#)325/2,82974277,2.638083,83213071,2.514264,4.807240e-02,0.000434,2.852972e+02
(17#)163,83270389,2.638021,83468347,2.514548,4.793595e-02,0.000433,2.851570e+02
(17#)327/2,83573866,2.635813,83723639,2.514831,4.698607e-02,0.000432,2.800509e+02
(17#)164,83908249,2.637948,83978893,2.515112,4.768401e-02,0.000431,2.850023e+02
(17#)329/2,84107501,2.638511,84234149,2.515391,4.778648e-02,0.000429,2.869930e+02
(17#)165,84251312,2.638312,84489347,2.515671,4.759975e-02,0.000428,2.865444e+02
(17#)331/2,84692869,2.638572,84744659,2.515949,4.758779e-02,0.000427,2.871733e+02
(17#)166,84806881,2.637017,84999913,2.516224,4.688899e-02,0.000426,2.835516e+02
(17#)333/2,85253866,2.638908,85255169,2.516497,4.749734e-02,0.000428,2.860070e+02
(17#)167,85368512,2.638315,85510423,2.516768,4.716492e-02,0.000426,2.853216e+02
