n,C(n),Cminus(n),C(n)-Cminus(n),CminusAsym(n),C(n)-CminusAsym(n),preMertens,preMertensAsymp,alpha(n)
76785391,2.637657,2.145086,0.492571,2.150135,0.487521,5416,7219,0.500000000000
76801957,2.637580,2.144937,0.492643,2.150136,0.487444,5416,7219,0.500000000000
77046511,2.637491,2.145488,0.492002,2.150144,0.487346,5416,7219,0.500000000000
77118317,2.636486,2.145264,0.491221,2.150147,0.486339,5416,7219,0.500000000000
77547046,2.634729,2.145688,0.489041,2.150161,0.484568,5416,7219,0.500000000000
77647972,2.636782,2.145552,0.491229,2.150164,0.486617,5416,7219,0.500000000000
77874982,2.638674,2.145557,0.493118,2.150172,0.488502,5416,7219,0.500000000000
77933056,2.638704,2.145733,0.492971,2.150174,0.488530,5416,7219,0.500000000000
78275107,2.638349,2.145840,0.492509,2.150185,0.488164,5416,7219,0.500000000000
78486157,2.635975,2.145837,0.490138,2.150192,0.485783,5416,7219,0.500000000000
78822322,2.634340,2.145329,0.489010,2.150203,0.484136,5416,7219,0.500000000000
78966427,2.638268,2.145563,0.492705,2.150208,0.488060,5416,7219,0.500000000000
79334581,2.639112,2.145587,0.493525,2.150220,0.488892,5416,7219,0.500000000000
79340026,2.638984,2.145407,0.493578,2.150220,0.488764,5416,7219,0.500000000000
79589386,2.634917,2.146147,0.488771,2.150228,0.484689,5416,7219,0.500000000000
79813457,2.637192,2.145696,0.491496,2.150235,0.486957,5416,7219,0.500000000000
79993982,2.637292,2.145793,0.491499,2.150241,0.487051,5416,7219,0.500000000000
80189056,2.636042,2.145932,0.490110,2.150247,0.485795,5416,7219,0.500000000000
80483692,2.637151,2.145492,0.491659,2.150257,0.486894,5416,7219,0.500000000000
80775787,2.638658,2.145956,0.492702,2.150266,0.488392,5416,7219,0.500000000000
81090704,2.637190,2.146202,0.490989,2.150276,0.486914,5416,7219,0.500000000000
81205606,2.638884,2.146059,0.492825,2.150280,0.488604,5416,7219,0.500000000000
81457762,2.636467,2.146357,0.490110,2.150288,0.486179,5416,7219,0.500000000000
81734194,2.639346,2.146142,0.493205,2.150296,0.489050,5416,7219,0.500000000000
81745228,2.639338,2.145936,0.493402,2.150297,0.489041,5416,7219,0.500000000000
81948434,2.636703,2.145659,0.491044,2.150303,0.486400,5416,7219,0.500000000000
82299649,2.636581,2.145999,0.490582,2.150314,0.486266,5416,7219,0.500000000000
82476448,2.635786,2.145925,0.489861,2.150320,0.485467,5416,7219,0.500000000000
82772831,2.636570,2.146341,0.490229,2.150329,0.486241,5416,7219,0.500000000000
82974277,2.638083,2.146249,0.491834,2.150335,0.487748,5416,7219,0.500000000000
83270389,2.638021,2.146319,0.491703,2.150344,0.487677,5416,7219,0.500000000000
83573866,2.635813,2.146278,0.489536,2.150354,0.485460,5416,7219,0.500000000000
83908249,2.637948,2.146365,0.491583,2.150364,0.487584,5416,7219,0.500000000000
84107501,2.638511,2.146689,0.491823,2.150370,0.488142,5416,7219,0.500000000000
84251312,2.638312,2.146666,0.491646,2.150374,0.487937,5416,7219,0.500000000000
84692869,2.638572,2.146431,0.492141,2.150388,0.488184,5416,7219,0.500000000000
84806881,2.637017,2.146091,0.490926,2.150391,0.486625,5416,7219,0.500000000000
85253866,2.638908,2.146291,0.492618,2.150405,0.488504,5416,7219,0.500000000000
85368512,2.638315,2.146184,0.492131,2.150408,0.487907,5416,7219,0.500000000000
85668334,2.637413,2.146207,0.491206,2.150417,0.486996,5416,7219,0.500000000000
85894337,2.638894,2.146594,0.492300,2.150424,0.488471,5416,7219,0.500000000000
86057368,2.638057,2.146662,0.491395,2.150429,0.487629,5416,7219,0.500000000000
86277679,2.638048,2.146380,0.491669,2.150435,0.487613,5416,7219,0.500000000000
86606642,2.639383,2.146666,0.492717,2.150445,0.488938,5416,7219,0.500000000000
86635817,2.639347,2.146556,0.492790,2.150446,0.488901,5416,7219,0.500000000000
86986723,2.638438,2.146626,0.491811,2.150456,0.487982,5416,7219,0.500000000000
87237119,2.638759,2.146696,0.492063,2.150463,0.488295,5416,7219,0.500000000000
87336859,2.639474,2.146317,0.493157,2.150466,0.489008,5416,7219,0.500000000000
87739513,2.640518,2.146605,0.493912,2.150478,0.490040,5416,7219,0.500000000000
87885779,2.639603,2.146767,0.492836,2.150482,0.489121,5416,7219,0.500000000000
87907256,2.639516,2.146637,0.492879,2.150483,0.489033,5416,7219,0.500000000000
88317857,2.637953,2.146298,0.491655,2.150495,0.487458,5416,7219,0.500000000000
88332746,2.639604,2.146337,0.493266,2.150495,0.489108,5416,7219,0.500000000000
88779079,2.639884,2.146235,0.493649,2.150508,0.489376,5416,7219,0.500000000000
88877512,2.639661,2.146495,0.493166,2.150511,0.489150,5416,7219,0.500000000000
89108666,2.637577,2.145822,0.491755,2.150517,0.487060,5416,7219,0.500000000000
89533657,2.638480,2.146340,0.492139,2.150530,0.487950,5416,7219,0.500000000000
89819974,2.638140,2.146038,0.492102,2.150538,0.487603,5416,7219,0.500000000000
90020452,2.637408,2.146150,0.491258,2.150543,0.486864,5416,7219,0.500000000000
90240302,2.637067,2.145900,0.491167,2.150550,0.486518,5416,7219,0.500000000000
90408334,2.637155,2.146336,0.490820,2.150554,0.486601,5416,7219,0.500000000000
90811001,2.636897,2.146742,0.490155,2.150566,0.486331,5416,7219,0.500000000000
90875329,2.638249,2.146908,0.491342,2.150567,0.487682,5416,7219,0.500000000000
91148602,2.639899,2.146384,0.493514,2.150575,0.489324,5416,7219,0.500000000000
91216616,2.640016,2.146559,0.493457,2.150577,0.489439,5416,7219,0.500000000000
91405261,2.638676,2.146451,0.492225,2.150582,0.488094,5416,7219,0.500000000000
91757573,2.638221,2.146803,0.491418,2.150592,0.487629,5416,7219,0.500000000000
92067589,2.638822,2.147186,0.491637,2.150600,0.488222,5416,7219,0.500000000000
92385088,2.637805,2.147768,0.490037,2.150609,0.487196,5416,7219,0.500000000000
92519813,2.637801,2.147521,0.490280,2.150613,0.487188,5416,7219,0.500000000000
92901394,2.637219,2.147046,0.490173,2.150623,0.486595,5416,7219,0.500000000000
92977351,2.636052,2.147055,0.488997,2.150625,0.485427,5416,7219,0.500000000000
93168766,2.638208,2.146728,0.491480,2.150631,0.487578,5416,7219,0.500000000000
93595127,2.639289,2.146848,0.492441,2.150642,0.488647,5416,7219,0.500000000000
93719959,2.639809,2.146716,0.493093,2.150646,0.489164,5416,7219,0.500000000000
94104617,2.639076,2.146869,0.492206,2.150656,0.488420,5416,7219,0.500000000000
94231087,2.638209,2.147003,0.491206,2.150659,0.487550,5416,7219,0.500000000000
94591381,2.639222,2.146912,0.492310,2.150669,0.488553,5416,7219,0.500000000000
94942972,2.637647,2.146578,0.491069,2.150678,0.486969,5416,7219,0.500000000000
95018488,2.639047,2.146764,0.492283,2.150680,0.488366,5416,7219,0.500000000000
95327212,2.640352,2.146762,0.493590,2.150689,0.489664,5416,7219,0.500000000000
95638024,2.638354,2.146545,0.491808,2.150697,0.487657,5416,7219,0.500000000000
95862097,2.640045,2.146295,0.493750,2.150703,0.489342,5416,7219,0.500000000000
96228532,2.639652,2.146390,0.493262,2.150712,0.488939,5416,7219,0.500000000000
96281998,2.635636,2.146301,0.489335,2.150714,0.484922,5416,7219,0.500000000000
96590467,2.639794,2.146829,0.492965,2.150722,0.489073,5416,7219,0.500000000000
96761953,2.639482,2.146272,0.493210,2.150726,0.488756,5416,7219,0.500000000000
97088941,2.637926,2.146445,0.491481,2.150735,0.487191,5416,7219,0.500000000000
97285939,2.639383,2.146127,0.493256,2.150740,0.488643,5416,7219,0.500000000000
97680082,2.638759,2.146281,0.492478,2.150750,0.488009,5416,7219,0.500000000000
97795063,2.639579,2.145984,0.493596,2.150753,0.488826,5416,7219,0.500000000000
98047841,2.640364,2.146015,0.494350,2.150760,0.489605,5416,7219,0.500000000000
98359288,2.640322,2.146361,0.493961,2.150768,0.489554,5416,7219,0.500000000000
98775877,2.639451,2.145992,0.493459,2.150778,0.488673,5416,7219,0.500000000000
98843674,2.640498,2.145936,0.494562,2.150780,0.489718,5416,7219,0.500000000000
98964694,2.640592,2.146221,0.494371,2.150783,0.489809,5416,7219,0.500000000000
99073283,2.639764,2.146261,0.493503,2.150786,0.488978,5416,7219,0.500000000000
99111769,2.639822,2.146352,0.493470,2.150787,0.489035,5416,7219,0.500000000000
99515047,2.639813,2.146340,0.493473,2.150797,0.489016,5416,7219,0.500000000000
99768322,2.637211,2.146757,0.490454,2.150803,0.486408,5416,7219,0.500000000000
99946831,2.638389,2.146823,0.491566,2.150808,0.487581,5416,7219,0.500000000000
100111906,2.638212,2.146857,0.491355,2.150812,0.487400,5416,7219,0.500000000000
100388272,2.639528,2.146720,0.492808,2.150819,0.488709,5416,7219,0.500000000000
100693913,2.639089,2.146904,0.492185,2.150827,0.488262,5416,7219,0.500000000000
101034746,2.641022,2.147089,0.493933,2.150835,0.490187,5416,7219,0.500000000000
101260834,2.638852,2.147222,0.491630,2.150841,0.488011,5416,7219,0.500000000000
101352367,2.639342,2.147045,0.492297,2.150843,0.488499,5416,7219,0.500000000000
101621434,2.637634,2.147062,0.490571,2.150850,0.486784,5416,7219,0.500000000000
101991091,2.639018,2.147096,0.491922,2.150859,0.488159,5416,7219,0.500000000000
102196747,2.638929,2.146832,0.492097,2.150864,0.488065,5416,7219,0.500000000000
102382802,2.637417,2.146870,0.490547,2.150868,0.486549,5416,7219,0.500000000000
102817096,2.639161,2.146912,0.492249,2.150879,0.488282,5416,7219,0.500000000000
103122529,2.639256,2.146661,0.492594,2.150886,0.488369,5416,7219,0.500000000000
103320814,2.640236,2.146685,0.493551,2.150891,0.489345,5416,7219,0.500000000000
103389514,2.639476,2.146668,0.492808,2.150893,0.488583,5416,7219,0.500000000000
103821217,2.637721,2.146488,0.491234,2.150903,0.486818,5416,7219,0.500000000000
103945861,2.637746,2.146556,0.491190,2.150906,0.486840,5416,7219,0.500000000000
104239084,2.640232,2.146524,0.493709,2.150913,0.489319,5416,7219,0.500000000000
104612386,2.639666,2.146592,0.493074,2.150922,0.488743,5416,7219,0.500000000000
104680729,2.639588,2.146572,0.493016,2.150924,0.488664,5416,7219,0.500000000000
104983624,2.639516,2.146521,0.492995,2.150931,0.488585,5416,7219,0.500000000000
105392479,2.636846,2.146454,0.490392,2.150941,0.485905,5416,7219,0.500000000000
105477209,2.638788,2.146261,0.492527,2.150943,0.487845,5416,7219,0.500000000000
105589153,2.638582,2.145919,0.492663,2.150946,0.487636,5416,7219,0.500000000000
105751579,2.641308,2.146106,0.495202,2.150949,0.490358,5416,7219,0.500000000000
106101026,2.638222,2.146153,0.492070,2.150958,0.487265,5416,7219,0.500000000000
106267321,2.639040,2.145929,0.493111,2.150962,0.488079,5416,7219,0.500000000000
106519801,2.639658,2.146103,0.493555,2.150967,0.488690,5416,7219,0.500000000000
106738804,2.639706,2.145655,0.494052,2.150973,0.488734,5416,7219,0.500000000000
107167198,2.640604,2.145623,0.494982,2.150983,0.489622,5416,7219,0.500000000000
107225416,2.639657,2.145749,0.493908,2.150984,0.488673,5416,7219,0.500000000000
107655619,2.638636,2.145757,0.492879,2.150994,0.487642,5416,7219,0.500000000000
107972233,2.639745,2.146101,0.493644,2.151001,0.488743,5416,7219,0.500000000000
108107212,2.638805,2.146184,0.492621,2.151004,0.487801,5416,7219,0.500000000000
108237937,2.639201,2.146090,0.493111,2.151007,0.488193,5416,7219,0.500000000000
108679906,2.639922,2.146530,0.493392,2.151018,0.488904,5416,7219,0.500000000000
108743017,2.638278,2.146459,0.491819,2.151019,0.487259,5416,7219,0.500000000000
109080151,2.639030,2.146430,0.492601,2.151027,0.488003,5416,7219,0.500000000000
109485668,2.640213,2.146134,0.494079,2.151036,0.489177,5416,7219,0.500000000000
109695448,2.639208,2.146243,0.492965,2.151041,0.488167,5416,7219,0.500000000000
109966684,2.640010,2.146276,0.493734,2.151047,0.488963,5416,7219,0.500000000000
110067109,2.640378,2.146283,0.494095,2.151049,0.489329,5416,7219,0.500000000000
110442529,2.636421,2.146496,0.489924,2.151058,0.485363,5416,7219,0.500000000000
110725558,2.639394,2.146885,0.492509,2.151064,0.488330,5416,7219,0.500000000000
110996521,2.639285,2.146545,0.492741,2.151070,0.488215,5416,7219,0.500000000000
111052807,2.640713,2.146662,0.494051,2.151071,0.489641,5416,7219,0.500000000000
111443336,2.639024,2.146644,0.492380,2.151080,0.487944,5416,7219,0.500000000000
