FIRST,LAST,START,minAt*,Gpred(minAt*),maxAt*,Gpred(maxAt*),n_0*,Cpred_min(n_0*),n_1*,Cpred_max(n_1*),n_geom,<COUNT>*,Cpred_avg,n_v,Calign_min(n_v),n_u,Calign_max(n_u),n_a,Cbound,jitter
55900845,56156099,(17#)219/2,55900853,233181.706,55900845,978347.893,56156081,2.654916,55900845,11.13910610,56028327,353934.669993,4.021617804,55900853,2.611426,55900845,11.223937,55900853,2.470938,0.000585
56156100,56411354,(17#)110,56156102,234126.508,56156100,968668.799,56411353,2.654912,56156100,10.98438026,56283582,355365.488567,4.021611651,56156129,2.611573,56156100,11.068919,56156102,2.471524,0.000583
56411355,56666609,(17#)221/2,56411371,235070.914,56636580,983172.295,56666579,2.654908,56636580,11.06482175,56538838,356795.654327,4.021605871,56411371,2.611719,56636580,11.148338,56411371,2.472105,0.000581
56666610,56921864,(17#)111,56666614,236014.792,56666610,1004380.771,56921863,2.654905,56666610,11.29818699,56794094,358224.973386,4.021598246,56666653,2.611863,56666610,11.382147,56666614,2.472681,0.000579
56921865,57177119,(17#)223/2,56921869,236958.249,56921865,984820.890,57177101,2.654901,56921865,11.03403553,57049349,359653.919886,4.021594056,56921869,2.612006,56921865,11.117710,56921869,2.473252,0.000577
57177120,57432374,(17#)112,57177121,237901.259,57342285,994624.105,57432373,2.654897,57342285,11.07128665,57304605,361082.132893,4.021589197,57177121,2.612148,57342285,11.154041,57177121,2.473819,0.000575
57432375,57687629,(17#)225/2,57432377,238843.842,57627570,993817.355,57687607,2.654893,57627570,11.01365920,57559861,362509.478294,4.021582156,57432377,2.612289,57627570,11.096102,57432377,2.474381,0.000573
57687630,57942884,(17#)113,57687632,239786.046,57912855,1024802.111,57942883,2.654890,57912855,11.30733895,57815116,363936.243608,4.021576100,57687653,2.612429,57912855,11.389473,57687653,2.474939,0.000571
57942885,58198139,(17#)227/2,57942889,240727.686,57942885,1000406.909,58198097,2.654886,57942885,11.03308929,58070372,365362.313066,4.021569706,57942889,2.612567,57942885,11.115644,57942889,2.475491,0.000569
58198140,58453394,(19#)6,58198169,241669.042,58198140,1058690.865,58453393,2.654882,58198140,11.63038755,58325627,366788.100962,4.021567476,58198169,2.612705,58198140,11.712690,58198169,2.476040,0.000567
58453395,58708649,(17#)229/2,58453397,242609.773,58483425,1022401.106,58708621,2.654878,58483425,11.18304753,58580883,368212.595409,4.021558278,58453397,2.612841,58483425,11.264572,58453397,2.476584,0.000566
58708650,58963904,(17#)115,58708654,243550.187,58708650,1055641.768,58963889,2.654875,58708650,11.50728265,58836139,369637.103460,4.021556377,58708669,2.612976,58708650,11.589022,58708669,2.477124,0.000564
58963905,59219159,(17#)231/2,58963907,244490.140,59053995,1053350.853,59219141,2.654871,59053995,11.42264894,59091394,371060.182158,4.021546017,58963907,2.613110,59053995,11.503576,58963907,2.477659,0.000562
59219160,59474414,(17#)116,59219161,245429.679,59219160,1053042.968,59474407,2.654868,59219160,11.39101607,59346650,372483.374383,4.021543920,59219161,2.613243,59219160,11.472222,59219161,2.478191,0.000560
59474415,59729669,(17#)233/2,59474417,246368.799,59474415,1023732.390,59729633,2.654864,59474415,11.03172960,59601905,373905.558703,4.021537885,59474417,2.613375,59474415,11.112672,59474417,2.478718,0.000558
59729670,59984924,(17#)117,59729674,247307.508,59729670,1023203.494,59984921,2.654860,59729670,10.98416409,59857161,375327.237012,4.021533307,59729699,2.613506,59729670,11.064845,59729674,2.479241,0.000556
59984925,60240179,(17#)235/2,59984926,248245.770,59984925,1049909.583,60240179,2.654857,59984925,11.22824140,60112417,376748.029536,4.021526084,59984929,2.613636,59984925,11.308663,59984929,2.479759,0.000555
60240180,60495434,(17#)118,60240188,249183.658,60240180,1049052.849,60495433,2.654853,60240180,11.17683849,60367672,378168.454614,4.021521725,60240199,2.613765,60240180,11.257002,60240199,2.480274,0.000553
60495435,60750689,(17#)237/2,60495467,250121.166,60495435,1048283.778,60750689,2.654850,60495435,11.12677055,60622928,379588.122243,4.021516029,60495467,2.613893,60495435,11.206679,60495467,2.480785,0.000551
60750690,61005944,(17#)119,60750706,251058.139,60765705,1046256.235,61005929,2.654846,60765705,11.06135804,60878183,381007.215637,4.021510915,60750713,2.614020,60765705,11.140550,60750713,2.481292,0.000549
61005945,61261199,(17#)239/2,61005946,251994.693,61005945,1046995.298,61261199,2.654843,61005945,11.03043674,61133439,382425.664015,4.021505600,61006009,2.614146,61005945,11.109840,61005946,2.481795,0.000548
61261200,61516454,(17#)120,61261219,252930.950,61336275,1065269.022,61516447,2.654839,61336275,11.16924063,61388694,383843.589187,4.021501329,61261219,2.614270,61336275,11.247875,61261219,2.482294,0.000546
61516455,61771709,(17#)241/2,61516456,253866.707,61516455,1054736.010,61771691,2.654836,61516455,11.03001977,61643950,385260.586889,4.021493843,61516501,2.614394,61516455,11.108926,61516501,2.482789,0.000544
61771710,62026964,(17#)121,61771718,254802.091,61906845,1084647.781,62026961,2.654832,61906845,11.27924934,61899205,386677.298168,4.021489814,61771729,2.614517,61906845,11.357335,61771729,2.483281,0.000543
62026965,62282219,(17#)243/2,62026967,255737.039,62192130,1062622.547,62282179,2.654829,62192130,11.00515811,62154461,388093.103932,4.021482758,62026967,2.614639,62192130,11.082973,62026967,2.483769,0.000541
62282220,62537474,(17#)122,62282221,256671.611,62282220,1079945.459,62537473,2.654825,62282220,11.17018814,62409717,389508.772391,4.021480606,62282221,2.614761,62282220,11.248363,62282221,2.484253,0.000539
62537475,62792729,(17#)245/2,62537476,257605.802,62537475,1065811.381,62792693,2.654822,62537475,10.98400414,62664972,390923.237150,4.021472308,62537521,2.614881,62537475,11.061938,62537521,2.484734,0.000538
62792730,63047984,(17#)123,62792731,258539.561,62792730,1097102.334,63047981,2.654818,62792730,11.26563077,62920228,392337.504190,4.021468215,62792731,2.615000,62792730,11.343327,62792731,2.485211,0.000536
63047985,63303239,(19#)13/2,63047987,259472.943,63047985,1136685.699,63303217,2.654815,63047985,11.63009216,63175483,393751.228468,4.021464721,63047987,2.615118,63047985,11.707573,63047987,2.485684,0.000534
63303240,63558494,(17#)124,63303242,260405.934,63303240,1114548.216,63558491,2.654812,63303240,11.36271922,63430739,395164.139535,4.021459041,63303323,2.615236,63303240,11.439943,63303242,2.486154,0.000533
63558495,63813749,(17#)249/2,63558518,261338.600,63558495,1094603.889,63813731,2.654808,63558495,11.11955226,63685994,396576.400442,4.021452830,63558527,2.615353,63558495,11.196543,63558527,2.486620,0.000531
63813750,64069004,(17#)125,63813754,262270.728,63888825,1097330.114,64069003,2.654805,63888825,11.09601092,63941250,397988.265839,4.021448636,63813781,2.615468,63888825,11.172240,63813754,2.487083,0.000529
64069005,64324259,(17#)251/2,64069013,263202.542,64234170,1108935.000,64324237,2.654802,64234170,11.15976214,64196505,399399.443366,4.021443464,64069013,2.615583,64234170,11.235682,64069013,2.487543,0.000528
64324260,64579514,(17#)126,64324264,264133.979,64474410,1096827.886,64579511,2.654798,64474410,11.00136090,64451761,400809.915163,4.021437122,64324283,2.615697,64474410,11.077088,64324283,2.487999,0.000526
64579515,64834769,(17#)253/2,64579531,265065.024,64579515,1148895.323,64834751,2.654795,64579515,11.50693529,64707016,402220.272530,4.021435501,64579531,2.615811,64579515,11.583011,64579531,2.488452,0.000525
64834770,65090024,(17#)127,64834771,265995.617,64834770,1109327.453,65090021,2.654792,64834770,11.07175018,64962272,403629.359356,4.021427011,64834771,2.615923,64834770,11.147600,64834771,2.488902,0.000523
65090025,65345279,(17#)255/2,65090027,266925.887,65330265,1104691.249,65345279,2.654788,65090025,10.98386555,65217527,405038.376952,4.021423628,65090027,2.616035,65090025,11.059493,65090027,2.489349,0.000522
65345280,65600534,(17#)128,65345288,267855.826,65345280,1108219.403,65600489,2.654785,65345280,10.98385203,65472783,406446.586719,4.021417960,65345299,2.616145,65345280,11.059257,65345299,2.489792,0.000520
65600535,65855789,(17#)257/2,65600537,268785.277,65615550,1156689.465,65855771,2.654782,65615550,11.42226828,65728038,407854.287256,4.021412952,65600537,2.616255,65615550,11.497002,65600537,2.490232,0.000519
65855790,66111044,(17#)129,65855791,269714.400,65855790,1143126.561,66111043,2.654779,65855790,11.25172333,65983294,409261.476904,4.021408555,65855791,2.616364,65855790,11.326690,65855791,2.490669,0.000517
66111045,66366299,(17#)259/2,66111047,270643.156,66186120,1153848.844,66366281,2.654776,66186120,11.30686107,66238549,410668.155799,4.021404735,66111047,2.616473,66186120,11.381109,66111047,2.491103,0.000516
66366300,66621554,(17#)130,66366347,271571.697,66366300,1123592.899,66621551,2.654772,66366300,10.98379852,66493805,412073.816839,4.021396520,66366347,2.616580,66366300,11.058333,66366347,2.491534,0.000514
66621555,66876809,(17#)261/2,66621557,272499.538,66621555,1169189.139,66876791,2.654769,66621555,11.39059215,66749060,413479.604867,4.021395062,66621557,2.616687,66621555,11.464913,66621557,2.491962,0.000513
66876810,67132064,(17#)131,66876826,273427.230,67041975,1150425.764,67108864,2.654766,67041975,11.14528955,67004315,414884.377623,4.021389191,66876829,2.616793,67041975,11.218824,66876829,2.492387,0.000511
67132065,67387319,(17#)263/2,67132069,274354.443,67327260,1149490.390,67387291,2.654763,67327260,11.09426660,67259571,416288.604141,4.021383468,67132069,2.616899,67327260,11.167567,67132069,2.492808,0.000510
67387320,67642574,(17#)132,67387349,275281.430,67612545,1148651.054,67642571,2.654760,67492425,11.04686551,67514826,417692.504986,4.021379986,67387349,2.617003,67492425,11.120010,67387349,2.493227,0.000508
67642575,67897829,(17#)265/2,67642577,276207.863,67642575,1165182.466,67897807,2.654757,67642575,11.19910023,67770082,419095.585191,4.021373951,67642577,2.617107,67642575,11.272580,67642577,2.493643,0.000507
67897830,68153084,(19#)7,67897834,277134.044,67897830,1214054.495,68153077,2.654753,67897830,11.62982114,68025337,420498.507280,4.021371699,67897859,2.617210,67897830,11.703116,67897859,2.494056,0.000505
68153085,68408339,(17#)267/2,68153087,278059.832,68153085,1163660.818,68408339,2.654750,68153085,11.10995657,68280593,421900.456160,4.021365402,68153087,2.617313,68153085,11.183025,68153087,2.494467,0.000504
68408340,68663594,(17#)134,68408344,278985.313,68643960,1177258.172,68663593,2.654747,68643960,11.16828210,68535848,423301.899722,4.021359528,68408381,2.617415,68643960,11.234923,68408381,2.494874,0.000503
68663595,68918849,(17#)269/2,68663597,279910.356,68663595,1162431.136,68918771,2.654744,68663595,11.02481880,68791104,424703.043590,4.021355993,68663597,2.617516,68663595,11.097481,68663597,2.495279,0.000501
68918850,69174104,(17#)135,68918851,280835.075,68918850,1161919.650,69174101,2.654741,68918850,10.98366868,69046359,426103.648462,4.021352490,68918851,2.617616,68918850,11.056130,68918851,2.495681,0.000500
69174105,69429359,(17#)271/2,69174124,281759.524,69390090,1173721.337,69429337,2.654738,69390090,11.02820370,69301614,427503.378686,4.021345845,69174163,2.617716,69174105,11.096749,69174163,2.496080,0.000498
69429360,69684614,(17#)136,69429368,282683.512,69609540,1183367.983,69684611,2.654735,69609540,11.08766690,69556870,428902.874496,4.021342070,69429379,2.617815,69609540,11.159158,69429379,2.496477,0.000497
69684615,69939869,(17#)273/2,69684617,283607.116,69684615,1173388.585,69939847,2.654732,69684615,10.98363077,69812125,430301.790981,4.021337889,69684617,2.617913,69684615,11.055497,69684617,2.496871,0.000496
69939870,70195124,(17#)137,69939886,284530.480,70180110,1202174.684,70195093,2.654729,70105035,11.18701035,70067381,431700.103351,4.021333056,69939907,2.618010,70105035,11.258103,69939907,2.497262,0.000494
70195125,70450379,(17#)275/2,70195133,285453.398,70195125,1181027.256,70450379,2.654726,70195125,10.98360575,70322636,433097.727327,4.021326776,70195133,2.618107,70195125,11.055082,70195133,2.497651,0.000493
70450380,70705634,(17#)138,70450388,286376.020,70450380,1241265.602,70705627,2.654723,70450380,11.50662158,70577892,434495.383791,4.021325710,70450411,2.618204,70450380,11.577906,70450411,2.498037,0.000492
70705635,70960889,(17#)277/2,70705639,287298.248,70750680,1221298.221,70960871,2.654720,70750680,11.27877637,70833147,435891.846058,4.021318472,70705639,2.618299,70750680,11.349403,70705639,2.498420,0.000490
70960890,71216144,(17#)139,70960892,288220.168,70960890,1201178.651,71216129,2.654717,70960890,11.06374065,71088402,437288.366154,4.021316615,70960919,2.618394,70960890,11.134642,70960919,2.498801,0.000489
71216145,71471399,(17#)279/2,71216147,289141.719,71216145,1237538.594,71471363,2.654714,71216145,11.36229965,71343658,438683.774756,4.021309351,71216147,2.618489,71216145,11.433012,71216147,2.499180,0.000488
71471400,71726654,(17#)140,71471423,290063.018,71471400,1200098.769,71726651,2.654711,71471400,10.98354409,71598913,440079.124269,4.021306328,71471423,2.618583,71471400,11.054068,71471423,2.499556,0.000486
71726655,71981909,(17#)281/2,71726678,290983.908,71726655,1208223.868,71981879,2.654708,71726655,11.02289941,71854169,441473.654212,4.021300558,71726717,2.618676,71726655,11.093237,71726678,2.499929,0.000485
71981910,72237164,(17#)141,71981926,291904.423,72177105,1258952.354,72237163,2.654705,72177105,11.42192797,72109424,442867.917316,4.021297067,71981933,2.618768,72177105,11.491510,71981933,2.500300,0.000484
72237165,72492419,(17#)283/2,72237166,292824.570,72237165,1215836.097,72492419,2.654702,72237165,11.02259491,72364679,444261.428657,4.021291426,72237169,2.618860,72237165,11.092562,72237169,2.500669,0.000483
72492420,72747674,(17#)142,72492421,293744.426,72492420,1232943.941,72747673,2.654699,72492420,11.14267674,72619935,445654.645890,4.021287765,72492421,2.618952,72492420,11.212461,72492421,2.501035,0.000481
72747675,73002929,(19#)15/2,72747676,294663.969,72747675,1290848.682,73002877,2.654697,72747675,11.62957093,72875190,447047.455089,4.021285018,72747691,2.619042,72747675,11.699194,72747691,2.501399,0.000480
73002930,73258184,(17#)143,73002967,295583.274,73213140,1227785.986,73258169,2.654694,73213140,10.99884491,73130446,448439.273634,4.021277940,73002967,2.619132,73213140,11.067671,73002967,2.501761,0.000479
73258185,73513439,(17#)287/2,73258189,296502.013,73258185,1258194.429,73513421,2.654691,73258185,11.26508700,73385701,449831.231426,4.021276650,73258189,2.619222,73258185,11.334329,73258189,2.502120,0.000478
73513440,73768694,(17#)144,73513448,297420.586,73603530,1252647.818,73768691,2.654688,73603530,11.16860227,73640956,451222.146453,4.021270542,73513459,2.619311,73603530,11.237176,73513459,2.502477,0.000476
73768695,74023949,(17#)289/2,73768696,298338.755,73888815,1262095.052,74023903,2.654685,73888815,11.21417496,73896212,452612.678656,4.021265511,73768711,2.619399,73888815,11.282551,73768711,2.502832,0.000475
74023950,74279204,(17#)145,74023954,299256.607,74023950,1283993.233,74279201,2.654682,74023950,11.39021789,74151467,454002.848019,4.021261704,74023993,2.619487,74023950,11.458928,74023954,2.503185,0.000474
74279205,74534459,(17#)291/2,74279207,300174.128,74459385,1281217.573,74534459,2.654679,74459385,11.30644575,74406723,455392.577494,4.021258408,74279207,2.619574,74459385,11.374432,74279207,2.503535,0.000473
74534460,74789714,(17#)146,74534468,301091.375,74534460,1263272.816,74789713,2.654677,74534460,11.13809679,74661978,456781.620995,4.021253437,74534479,2.619661,74534460,11.206457,74534479,2.503883,0.000471
74789715,75044969,(17#)293/2,74789747,302008.328,74939865,1271792.030,75044969,2.654674,74939865,11.15922490,74917233,458170.266202,4.021249316,74789747,2.619747,74939865,11.226866,74789747,2.504229,0.000470
75044970,75300224,(17#)147,75044971,302924.776,75044970,1253312.997,75300223,2.654671,75044970,10.98337780,75172489,459558.269987,4.021243893,75044971,2.619833,75044970,11.051393,75044971,2.504573,0.000469
75300225,75555479,(17#)295/2,75300233,303841.036,75300225,1279158.242,75555479,2.654668,75300225,11.17605690,75427744,460946.133972,4.021241536,75300233,2.619918,75300225,11.243902,75300233,2.504915,0.000468
75555480,75810734,(17#)148,75555484,304756.952,75555480,1296918.804,75810697,2.654666,75555480,11.29716490,75682999,462333.183963,4.021236338,75555503,2.620003,75555480,11.364840,75555503,2.505254,0.000467
75810735,76065989,(17#)297/2,75810754,305672.590,75810735,1264681.414,76065989,2.654663,75810735,10.98334331,75938255,463720.111883,4.021234306,75810767,2.620087,75810735,11.050850,75810767,2.505591,0.000466
76065990,76321244,(17#)149,76066021,306587.898,76065990,1277097.294,76321207,2.654660,76065990,11.05804845,76193510,465105.782631,4.021225589,76066021,2.620170,76065990,11.125387,76066021,2.505927,0.000464
76321245,76576499,(17#)299/2,76321253,307502.770,76321245,1332837.264,76576477,2.654657,76321245,11.50633581,76448765,466492.189306,4.021227404,76321253,2.620253,76321245,11.573509,76321253,2.506260,0.000463
76576500,76831754,(17#)150,76576502,308417.395,76666590,1290407.674,76831739,2.654655,76666590,11.09537977,76704021,467876.749565,4.021217449,76576523,2.620336,76666590,11.161886,76576523,2.506591,0.000462
76831755,77087009,(17#)301/2,76831787,309331.816,76831755,1311035.983,77086979,2.654652,76831755,11.25118324,76959276,469261.899770,4.021216695,76831787,2.620418,76831755,11.318025,76831787,2.506921,0.000461
77087010,77342264,(17#)151,77087012,310245.732,77224455,1307245.498,77342257,2.654649,77224455,11.16787361,77214532,470646.135987,4.021212188,77087029,2.620499,77224455,11.228935,77087029,2.507248,0.000460
77342265,77597519,(17#)303/2,77342267,311159.410,77342265,1300386.589,77597441,2.654646,77342265,11.09421767,77469787,472029.778418,4.021206679,77342267,2.620580,77342265,11.160733,77342267,2.507573,0.000459
77597520,77852774,(19#)8,77597549,312072.888,77597520,1367112.432,77852771,2.654644,77597520,11.62933871,77725042,473413.358068,4.021204669,77597549,2.620661,77597520,11.695713,77597549,2.507896,0.000458
77852775,78108029,(17#)305/2,77852777,312985.862,77852775,1316887.564,78108001,2.654641,77852775,11.16941005,77980298,474796.014818,4.021198828,77852777,2.620740,77852775,11.235603,77852777,2.508218,0.000456
78108030,78363284,(17#)153,78108059,313898.719,78168090,1299604.275,78363281,2.654638,78108030,10.98324214,78235553,476178.369710,4.021194423,78108059,2.620820,78108030,11.049276,78108059,2.508537,0.000455
78363285,78618539,(17#)307/2,78363287,314811.074,78363285,1306761.488,78618521,2.654636,78363285,11.01924170,78490808,477560.707402,4.021193815,78363287,2.620899,78363285,11.085117,78363287,2.508855,0.000454
78618540,78873794,(17#)154,78618541,315723.215,78738660,1360252.129,78873787,2.654633,78738660,11.42162060,78746064,478941.781007,4.021186493,78618541,2.620978,78738660,11.486845,78618541,2.509170,0.000453
78873795,79129049,(17#)309/2,78873797,316635.057,78873795,1323008.191,79129049,2.654630,78873795,11.09195380,79001319,480322.630155,4.021181210,78873797,2.621056,78873795,11.157514,78873797,2.509484,0.000452
79129050,79384304,(17#)155,79129054,317546.605,79129050,1359112.647,79384289,2.654628,79129050,11.36192922,79256574,481703.778923,4.021182298,79129111,2.621133,79129050,11.427334,79129054,2.509796,0.000451
79384305,79639559,(17#)311/2,79384307,318457.818,79594515,1356177.835,79639537,2.654625,79594515,11.27836529,79511830,483083.438301,4.021174798,79384307,2.621210,79594515,11.343069,79384307,2.510106,0.000450
79639560,79894814,(17#)156,79639561,319368.741,79639560,1321347.824,79894807,2.654623,79639560,10.98317652,79767085,484463.125921,4.021171374,79639561,2.621287,79639560,11.048272,79639561,2.510414,0.000449
79894815,80150069,(17#)313/2,79894819,320279.375,80120040,1353039.445,80150047,2.654620,80120040,11.18654802,80022340,485842.402685,4.021168335,79894819,2.621363,80120040,11.250918,79894819,2.510721,0.000448
80150070,80405324,(17#)157,80150071,321189.687,80150070,1337455.194,80405279,2.654617,80150070,11.05401404,80277596,487220.917147,4.021162769,80150071,2.621439,80150070,11.118804,80150071,2.511025,0.000447
80405325,80660579,(17#)315/2,80405327,322099.714,80450370,1352918.690,80660579,2.654615,80450370,11.14465917,80532851,488599.241957,4.021159394,80405327,2.621514,80450370,11.208853,80405327,2.511328,0.000446
80660580,80915834,(17#)158,80660581,323009.436,80660580,1353766.725,80915819,2.654612,80660580,11.12577166,80788106,489977.203750,4.021156754,80660581,2.621589,80660580,11.190259,80660581,2.511629,0.000445
80915835,81171089,(17#)317/2,80915836,323918.879,81020940,1351159.015,81171061,2.654610,81020940,11.06036554,81043362,491354.322724,4.021150904,80915843,2.621664,81020940,11.124225,80915843,2.511929,0.000443
81171090,81426344,(17#)159,81171098,324828.027,81171090,1370286.460,81426337,2.654607,81171090,11.19846745,81298617,492731.407902,4.021148461,81171119,2.621738,81171090,11.262657,81171119,2.512227,0.000442
81426345,81681599,(17#)319/2,81426347,325736.833,81426345,1397609.603,81681563,2.654605,81426345,11.38988329,81553872,494107.846590,4.021144395,81426347,2.621811,81426345,11.453925,81426347,2.512522,0.000441
81681600,81936854,(17#)160,81681616,326645.489,81876795,1378840.359,81936851,2.654602,81876795,11.18187200,81809127,495483.785542,4.021139899,81681641,2.621884,81876795,11.245238,81681641,2.512817,0.000440
81936855,82192109,(17#)321/2,81936874,327553.692,81936855,1368118.491,82192109,2.654600,81936855,11.08768147,82064383,496859.354320,4.021136013,81936893,2.621957,81936855,11.151429,81936893,2.513109,0.000439
82192110,82447364,(17#)161,82192111,328461.576,82192110,1423681.058,82447357,2.654597,82192110,11.50607358,82319638,498234.490039,4.021132210,82192111,2.622029,82192110,11.569677,82192111,2.513400,0.000438
82447365,82702619,(19#)17/2,82447369,329369.252,82447365,1442883.829,82702597,2.654594,82447365,11.62912216,82574893,499609.411093,4.021130232,82447369,2.622101,82447365,11.692600,82447369,2.513689,0.000437
82702620,82957874,(17#)162,82702652,330276.742,82732650,1407122.880,82957873,2.654592,82732650,11.30607903,82830149,500983.442512,4.021124636,82702661,2.622173,82732650,11.368961,82702661,2.513977,0.000436
82957875,83213129,(17#)325/2,82957877,331183.706,83017935,1375358.529,83213071,2.654590,83017935,11.01703984,83085404,502357.358209,4.021121637,82957877,2.622244,83017935,11.079763,82957877,2.514263,0.000435
83213130,83468384,(17#)163,83213153,332090.578,83303220,1384421.904,83468347,2.654587,83303220,11.05582065,83340659,503730.684456,4.021117416,83213153,2.622314,83303220,11.118385,83213153,2.514547,0.000434
83468385,83723639,(17#)327/2,83468389,332997.022,83468385,1390609.069,83723639,2.654585,83468385,11.08566350,83595915,505103.643821,4.021113745,83468389,2.622385,83468385,11.148551,83468389,2.514830,0.000433
83723640,83978894,(17#)164,83723642,333903.248,83723640,1416905.095,83978893,2.654582,83723640,11.26462381,83851170,506476.137129,4.021109818,83723687,2.622454,83723640,11.327371,83723642,2.515112,0.000432
83978895,84234149,(17#)329/2,83978897,334809.181,83978895,1416013.569,84234149,2.654580,83978895,11.22706462,84106425,507848.258005,4.021106368,83978897,2.622524,83978895,11.289672,83978897,2.515391,0.000431
84234150,84489404,(17#)165,84234158,335714.867,84444360,1421307.652,84489347,2.654577,84444360,11.21371433,84361680,509219.781599,4.021101604,84234181,2.622593,84444360,11.275655,84234181,2.515669,0.000430
84489405,84744659,(17#)331/2,84489406,336620.215,84489405,1396956.776,84744659,2.654575,84489405,11.01636060,84616936,510591.152510,4.021099024,84489437,2.622662,84489405,11.078690,84489406,2.515946,0.000429
84744660,84999914,(17#)166,84744661,337525.299,84744660,1413708.640,84999913,2.654572,84744660,11.11855976,84872191,511961.884552,4.021094781,84744661,2.622730,84744660,11.180752,84744661,2.516221,0.000429
84999915,85255169,(17#)333/2,84999931,338430.162,84999915,1440217.866,85255169,2.654570,84999915,11.29675628,85127446,513332.437055,4.021092475,84999931,2.622798,84999915,11.358812,84999931,2.516494,0.000428
85255170,85510424,(17#)167,85255171,339334.639,85300215,1460681.040,85510423,2.654567,85300215,11.42134058,85382702,514702.134615,4.021086802,85255171,2.622865,85300215,11.482825,85255171,2.516766,0.000427
85510425,85765679,(17#)335/2,85510427,340238.894,85645560,1432244.319,85765679,2.654565,85645560,11.15876728,85637957,516071.865444,4.021084700,85510427,2.622933,85645560,11.220049,85510427,2.517037,0.000426
85765680,86020934,(17#)168,85765681,341142.864,85870785,1436795.079,86020871,2.654563,85870785,11.16807309,85893212,517440.835019,4.021079954,85765681,2.622999,85870785,11.229256,85765681,2.517306,0.000425
86020935,86276189,(17#)337/2,86020936,342046.593,86020935,1419398.827,86276167,2.654560,86020935,11.01570235,86148467,518809.598928,4.021076880,86020981,2.623066,86020935,11.077218,86020981,2.517574,0.000424
86276190,86531444,(17#)169,86276198,342950.014,86441355,1425130.521,86531429,2.654558,86441355,11.01226726,86403723,520177.797765,4.021072675,86276213,2.623132,86441355,11.073154,86276213,2.517840,0.000423
86531445,86786699,(17#)339/2,86531446,343853.134,86531445,1435465.518,86786681,2.654555,86531445,11.08184277,86658978,521545.809232,4.021070248,86531477,2.623198,86531445,11.143093,86531446,2.518104,0.000422
86786700,87041954,(17#)170,86786702,344756.008,87011925,1443220.807,87041951,2.654553,87011925,11.08690451,86914233,522913.063514,4.021065195,86786743,2.623263,87011925,11.147498,86786702,2.518368,0.000421
87041955,87297209,(17#)341/2,87041957,345658.597,87041955,1479433.196,87297169,2.654551,87041955,11.36159801,87169489,524280.175041,4.021062237,87041957,2.623328,87041955,11.422586,87041957,2.518629,0.000420
87297210,87552464,(19#)9,87297214,346560.937,87297210,1518196.264,87552457,2.654548,87297210,11.62891937,87424744,525646.971775,4.021060029,87297233,2.623393,87297210,11.689797,87297233,2.518890,0.000419
87552465,87807719,(17#)343/2,87552469,347462.983,87552465,1437584.144,87807719,2.654546,87552465,10.98285856,87679999,527012.907415,4.021054389,87552469,2.623457,87552465,11.043587,87552469,2.519149,0.000418
87807720,88062974,(17#)172,87807724,348364.781,87807720,1476469.200,88062899,2.654544,87807720,11.25072320,87935254,528378.909608,4.021052393,87807739,2.623521,87807720,11.311323,87807739,2.519407,0.000417
88062975,88318229,(17#)345/2,88062977,349266.271,88062975,1513856.719,88318211,2.654541,88062975,11.50583148,88190510,529744.280364,4.021048701,88062977,2.623584,88062975,11.566304,88062977,2.519663,0.000417
88318230,88573484,(17#)173,88318267,350167.639,88438350,1489512.974,88573477,2.654539,88438350,11.27800230,88445765,531109.214585,4.021044795,88318267,2.623648,88438350,11.337878,88318267,2.519918,0.000416
88573485,88828739,(17#)347/2,88573487,351068.491,88573485,1456711.661,88828721,2.654537,88573485,11.01465413,88701020,532473.507011,4.021039118,88573487,2.623710,88573485,11.074871,88573487,2.520172,0.000415
88828740,89083994,(17#)174,88828759,351969.261,88828740,1510162.471,89083993,2.654534,88828740,11.38958102,88956275,533838.240279,4.021039822,88828759,2.623773,88828740,11.449672,88828759,2.520424,0.000414
89083995,89339249,(17#)349/2,89083997,352869.644,89099010,1469076.172,89339221,2.654532,89099010,11.04976845,89211531,535201.748724,4.021034335,89083997,2.623835,89099010,11.109300,89083997,2.520675,0.000413
89339250,89594504,(17#)175,89339252,353769.838,89444355,1480162.305,89594503,2.654530,89444355,11.09485652,89466786,536565.061967,4.021030416,89339279,2.623897,89444355,11.154219,89339279,2.520925,0.000412
89594505,89849759,(17#)351/2,89594507,354669.735,89594505,1467401.203,89849731,2.654527,89594505,10.98278169,89722041,537927.977793,4.021026529,89594507,2.623959,89594505,11.042498,89594507,2.521173,0.000411
89849760,90105014,(17#)176,89849761,355569.382,89849760,1471123.408,90105013,2.654525,89849760,10.98277221,89977296,539290.540144,4.021022991,89849761,2.624020,89849760,11.042365,89849761,2.521420,0.000410
90105015,90360269,(17#)353/2,90105023,356468.794,90135045,1502602.239,90360241,2.654523,90135045,11.18614614,90232552,540652.782573,4.021020038,90105023,2.624081,90135045,11.245176,90105023,2.521666,0.000410
90360270,90615524,(17#)177,90360271,357367.895,90360270,1504504.258,90615509,2.654521,90360270,11.17543325,90487807,542014.761998,4.021018078,90360271,2.624142,90360270,11.234781,90360271,2.521910,0.000409
90615525,90870779,(17#)355/2,90615548,358266.853,90615525,1503765.820,90870761,2.654518,90615525,11.14191418,90743062,543375.964139,4.021013288,90615571,2.624202,90615525,11.201140,90615571,2.522153,0.000408
