START,n_0,C_min,Npred_0,CpredAlign,Lambda_min,Jitter,JitterRatio,Status
(5#)67/2,1009,1.898450,1019,1.842329,3.000723e-02,0.841746,6.667213e-02,EXPECTED
(5#)34,1024,2.252124,1024,1.846434,1.986176e-01,0.834706,4.860274e-01,EXPECTED
(5#)69/2,1048,2.030676,1049,1.854490,9.075902e-02,0.829128,2.124955e-01,EXPECTED
(7#)5,1063,2.195023,1063,1.859266,1.660107e-01,0.824246,4.073505e-01,EXPECTED
(5#)71/2,1072,2.361462,1069,1.866434,2.352513e-01,0.817091,6.058419e-01,EXPECTED
(5#)36,1094,2.506504,1093,1.873074,2.913080e-01,0.810129,7.818878e-01,EXPECTED
(5#)73/2,1109,1.952088,1109,1.876941,3.925624e-02,0.806342,9.319495e-02,EXPECTED
(5#)37,1123,2.110511,1123,1.884182,1.134363e-01,0.798935,2.832884e-01,EXPECTED
(5#)75/2,1126,2.104611,1129,1.888426,1.083870e-01,0.794594,2.720698e-01,EXPECTED
(5#)38,1147,2.252003,1153,1.895856,1.721496e-01,0.789427,4.511462e-01,EXPECTED
(11#)/2,1244,2.122683,1259,1.899905,1.108770e-01,0.782694,2.846298e-01,EXPECTED
(7#)6,1319,1.723241,1361,1.933573,-1.151628e-01,0.750602,-2.802177e-01,OUTLIER
(7#)13/2,1402,1.647631,1459,1.959538,-1.733702e-01,0.721695,-4.321867e-01,OUTLIER
(7#)7,1489,1.865276,1571,1.984593,-6.200482e-02,0.696055,-1.714189e-01,OUTLIER
(7#)15/2,1676,2.104753,1669,2.007677,4.721979e-02,0.672425,1.443670e-01,EXPECTED
(7#)8,1774,2.019039,1783,2.029450,-5.143165e-03,0.650231,-1.601123e-02,OUTLIER
(7#)17/2,1849,2.204669,1889,2.045465,7.495224e-02,0.633724,2.512198e-01,EXPECTED
(7#)9,1966,1.989272,1993,2.063282,-3.652918e-02,0.615556,-1.202328e-01,OUTLIER
(7#)19/2,2029,1.715762,2048,2.076874,-1.910066e-01,0.601620,-6.002327e-01,OUTLIER
(7#)10,2104,2.003507,2203,2.091568,-4.301488e-02,0.586470,-1.501543e-01,OUTLIER
(7#)21/2,2287,1.989104,2309,2.102998,-5.567966e-02,0.574746,-1.981641e-01,OUTLIER
(11#),2347,2.156625,2411,2.114461,1.974457e-02,0.562985,7.489365e-02,EXPECTED
(7#)23/2,2447,2.190317,2503,2.125336,3.011637e-02,0.551891,1.177425e-01,EXPECTED
(7#)12,2623,2.363446,2621,2.135175,1.015721e-01,0.541786,4.213306e-01,EXPECTED
(7#)25/2,2633,2.168203,2729,2.145017,1.075124e-02,0.531675,4.360935e-02,EXPECTED
(7#)13,2809,2.065835,2833,2.152995,-4.132539e-02,0.523417,-1.665211e-01,OUTLIER
(7#)27/2,2909,2.274897,2939,2.161198,5.127208e-02,0.515043,2.207563e-01,EXPECTED
(7#)14,2974,2.064698,3041,2.169524,-4.952382e-02,0.506480,-2.069697e-01,OUTLIER
(7#)29/2,3076,1.845344,3137,2.175993,-1.648194e-01,0.499824,-6.615309e-01,OUTLIER
(7#)15,3221,2.107297,3253,2.183177,-3.537507e-02,0.492382,-1.541080e-01,OUTLIER
(7#)31/2,3334,2.210551,3359,2.188850,9.865514e-03,0.486591,4.459803e-02,EXPECTED
(7#)16,3386,2.340982,3463,2.194747,6.450372e-02,0.480518,3.043278e-01,EXPECTED
(11#)3/2,3559,2.029695,3559,2.200389,-8.074863e-02,0.474661,-3.596124e-01,OUTLIER
(7#)17,3571,2.249487,3673,2.205674,1.966906e-02,0.469216,9.337491e-02,EXPECTED
