START,n_0,C_min,Npred_0,Cpred_min,n_1,C_max,Npred_1,Cpred_max,n_geom,C_avg,Cpred_avg,n_v,Calign_min,n_u,Calign_max,n_a,Cbound
(17#)175/2,44731231,2.634755,44924879,2.655108,44669625,10.99237303,44669625,10.98519618,44797070,4.021500037,4.021908937,44669633,2.603442,44669625,11.085916,44669633,2.439158
(17#)88,45173824,2.632683,45180133,2.655103,45075030,11.05167781,45075030,11.04600574,45052326,4.021798984,4.021900611,44924881,2.603665,45075030,11.145542,44924881,2.440042
(17#)177/2,45267808,2.635113,45435389,2.655099,45180135,11.18588694,45180135,11.17787715,45307582,4.021718271,4.021896249,45180139,2.603885,45180135,11.277718,45180139,2.440916
(17#)89,45561898,2.634634,45690641,2.655094,45435390,11.11543172,45435390,11.11140072,45562838,4.021616519,4.021886161,45435413,2.604102,45435390,11.210809,45435413,2.441781
(17#)179/2,45750142,2.633862,45945877,2.655089,45930885,11.41771907,45930885,11.42357642,45818094,4.021435989,4.021879796,45690653,2.604318,45930885,11.521677,45690653,2.442638
(17#)90,46085467,2.634998,46201139,2.655084,45945900,10.98307209,45945900,10.98509452,46073350,4.021225261,4.021870690,45945919,2.604531,45945900,11.083651,45945919,2.443485
(17#)181/2,46431778,2.632357,46456409,2.655079,46201155,11.05022449,46201155,11.04644370,46328606,4.021380120,4.021866639,46201157,2.604742,46201155,11.144581,46201157,2.444324
(17#)91,46594183,2.635729,46711627,2.655074,46456410,10.98593257,46456410,10.98505475,46583862,4.021515687,4.021856361,46456411,2.604951,46456410,11.082777,46456411,2.445155
(17#)183/2,46894108,2.633895,46966883,2.655070,46786740,11.18747550,46786740,11.18385333,46839118,4.021365123,4.021849907,46711711,2.605158,46786740,11.280565,46711711,2.445977
(17#)92,47087281,2.633008,47222159,2.655065,46966920,11.50228706,46966920,11.50811143,47094374,4.021515357,4.021844099,46966939,2.605363,46966920,11.605016,46966939,2.446791
(17#)185/2,47309188,2.633116,47477429,2.655060,47222175,11.30066081,47222175,11.29885301,47349630,4.021290034,4.021836624,47222221,2.605565,47222175,11.395354,47222194,2.447597
(17#)93,47622787,2.634875,47732611,2.655056,47477430,11.36742640,47477430,11.36376894,47604886,4.021503123,4.021829425,47477431,2.605766,47477430,11.459871,47477431,2.448394
(17#)187/2,47873767,2.635685,47987921,2.655051,47732685,10.99506537,47732685,10.98495741,47860142,4.021548036,4.021821183,47732687,2.605965,47732685,11.080665,47732687,2.449185
(17#)94,48190642,2.635323,48243193,2.655046,47987940,11.21758366,47987940,11.22904803,48115398,4.021606975,4.021815693,47987993,2.606161,47987940,11.324364,47987993,2.449967
(17#)189/2,48285199,2.635154,48498403,2.655042,48333285,10.99593602,48243195,10.98491928,48370654,4.021750175,4.021805709,48243199,2.606356,48243195,11.079848,48243199,2.450742
(19#)5,48626887,2.632639,48753673,2.655037,48498450,11.62919404,48498450,11.63107101,48625910,4.021607468,4.021803169,48498481,2.606549,48498450,11.725639,48498458,2.451509
(17#)191/2,48879484,2.633137,49008913,2.655033,48753705,11.03728191,48753705,11.04300268,48881165,4.021458958,4.021793993,48753709,2.606740,48753705,11.137168,48753709,2.452269
(17#)96,49187434,2.632998,49264213,2.655028,49069020,11.18356074,49069020,11.17004089,49136421,4.021540019,4.021788039,49008983,2.606929,49069020,11.263268,49008983,2.453021
(17#)193/2,49318109,2.635156,49519469,2.655024,49264215,11.04188968,49264215,11.04235665,49391677,4.021369158,4.021779810,49264219,2.607116,49264215,11.135773,49264219,2.453767
(17#)97,49635736,2.634741,49774723,2.655019,49639590,11.31102169,49639590,11.30790013,49646933,4.021151990,4.021773852,49519471,2.607302,49639590,11.400303,49519471,2.454505
(17#)195/2,49940141,2.633450,50029951,2.655015,49774725,10.97930384,49774725,10.98480757,49902189,4.021221845,4.021766526,49774733,2.607486,49774725,11.077489,49774733,2.455236
(17#)98,50141197,2.634563,50285233,2.655011,50075025,11.18369869,50075025,11.18820808,50157445,4.021280190,4.021762184,50030003,2.607668,50075025,11.279971,50029982,2.455961
(17#)197/2,50458396,2.635375,50540467,2.655006,50495445,11.10615618,50495445,11.09528406,50412700,4.021614371,4.021753662,50285237,2.607848,50495445,11.186482,50285237,2.456679
(17#)99,50608574,2.633957,50795713,2.655002,50780730,11.03307269,50780730,11.02929909,50667956,4.021933552,4.021747924,50540531,2.608027,50780730,11.120103,50540506,2.457390
(17#)199/2,50912011,2.636007,51050981,2.654998,50795745,11.03669931,50795745,11.04049529,50923212,4.021782009,4.021740630,50795747,2.608203,50795745,11.131748,50795747,2.458094
(17#)100,51198841,2.634543,51306247,2.654993,51111060,11.09182513,51111060,11.09680210,51178468,4.021468149,4.021733825,51051001,2.608379,51111060,11.187134,51051001,2.458792
(17#)201/2,51539167,2.635865,51561479,2.654989,51482970,11.16160650,51482970,11.16930401,51433724,4.021582756,4.021726765,51306259,2.608552,51482970,11.252119,51306259,2.459484
(17#)101,51716248,2.634955,51816749,2.654985,51561510,11.08706964,51561510,11.09563839,51688979,4.021366705,4.021722074,51561511,2.608725,51561510,11.185854,51561511,2.460169
(17#)203/2,52007056,2.633287,52072019,2.654981,51816765,11.38061896,51816765,11.39150389,51944235,4.021294374,4.021714428,51816767,2.608895,51816765,11.481380,51816767,2.460849
(17#)102,52116109,2.633243,52327243,2.654976,52207155,11.09185214,52207155,11.08867975,52199491,4.021214470,4.021708761,52072109,2.609064,52207155,11.177576,52072036,2.461522
(17#)205/2,52371376,2.633141,52582487,2.654972,52492440,11.41789580,52492440,11.42308016,52454747,4.021142137,4.021703150,52327313,2.609232,52492440,11.511607,52327313,2.462189
(17#)103,52646206,2.633595,52837747,2.654968,52777725,11.21644699,52777725,11.21536818,52710002,4.021143686,4.021696055,52582553,2.609397,52777725,11.303528,52582553,2.462850
(17#)207/2,52911227,2.635705,53093017,2.654964,52837785,11.51217694,52837785,11.50767122,52965258,4.020973834,4.021690102,52837817,2.609562,52837785,11.596220,52837786,2.463505
(17#)104,53265791,2.635671,53348287,2.654960,53093040,10.97974143,53093040,10.98457818,53220514,4.020870871,4.021681582,53093041,2.609725,53093040,11.072801,53093041,2.464155
(19#)11/2,53359531,2.635169,53603549,2.654956,53348295,11.63736923,53348295,11.63071187,53475770,4.020784015,4.021679346,53348297,2.609886,53348295,11.718636,53348297,2.464798
(17#)105,53699671,2.633020,53858797,2.654952,53633580,11.14517895,53633580,11.14607973,53731025,4.020938288,4.021671524,53603573,2.610047,53633580,11.233162,53603573,2.465437
(17#)211/2,54054124,2.635260,54114059,2.654948,54094425,11.06962560,54094425,11.05630631,53986281,4.021125422,4.021663721,53858809,2.610205,54094425,11.136055,53858809,2.466069
(17#)106,54226726,2.635112,54369311,2.654944,54114060,11.20588829,54114060,11.19989339,54241537,4.021286723,4.021658578,54114089,2.610363,54114060,11.286846,54114089,2.466696
(17#)213/2,54448969,2.634606,54624529,2.654940,54369315,11.14573085,54369315,11.14368977,54496793,4.021288822,4.021653219,54369347,2.610518,54369315,11.230331,54369347,2.467318
(17#)107,54684703,2.633856,54879793,2.654936,54624570,11.09151081,54624570,11.08909175,54752048,4.021421257,4.021645720,54624571,2.610673,54624570,11.175425,54624571,2.467934
(17#)215/2,55083529,2.633461,55135049,2.654932,54879825,11.24543655,54879825,11.25237492,55007304,4.021234895,4.021643204,54879833,2.610826,54879825,11.338403,54879833,2.468545
(17#)108,55192084,2.635633,55390327,2.654928,55345290,11.02636730,55345290,11.01843898,55262560,4.021342675,4.021633280,55135099,2.610978,55345290,11.103458,55135099,2.469151
(17#)217/2,55473001,2.636138,55645571,2.654924,55390335,11.36178135,55390335,11.36320199,55517815,4.021139526,4.021629010,55390343,2.611129,55390335,11.448626,55390343,2.469752
(17#)109,55853137,2.636086,55900837,2.654920,55645590,11.07560753,55645590,11.08707046,55773071,4.021104238,4.021623234,55645591,2.611278,55645590,11.172197,55645591,2.470348
(17#)219/2,56049046,2.635400,56156081,2.654916,55900845,11.12100416,55900845,11.13910610,56028327,4.021192406,4.021617803,55900853,2.611426,55900845,11.223937,55900853,2.470938
(17#)110,56165927,2.635609,56411353,2.654912,56156100,10.98643503,56156100,10.98438026,56283582,4.021083690,4.021611649,56156129,2.611573,56156100,11.068919,56156102,2.471524
(17#)221/2,56548759,2.635267,56666579,2.654908,56636580,11.06063186,56636580,11.06482175,56538838,4.020893940,4.021605867,56411371,2.611719,56636580,11.148338,56411371,2.472105
(17#)111,56673544,2.633961,56921863,2.654905,56666610,11.31223945,56666610,11.29818699,56794094,4.020699000,4.021598243,56666653,2.611863,56666610,11.382147,56666614,2.472681
(17#)223/2,56969719,2.635792,57177101,2.654901,56921865,11.03196401,56921865,11.03403553,57049349,4.020813569,4.021594054,56921869,2.612006,56921865,11.117710,56921869,2.473252
(17#)112,57242986,2.635920,57432373,2.654897,57342285,11.06231380,57342285,11.07128665,57304605,4.020788694,4.021589194,57177121,2.612148,57342285,11.154041,57177121,2.473819
(17#)225/2,57577804,2.636144,57687607,2.654893,57627570,11.00974325,57627570,11.01365920,57559861,4.020804141,4.021582153,57432377,2.612289,57627570,11.096102,57432377,2.474381
(17#)113,57712034,2.637007,57942883,2.654890,57912855,11.29672333,57912855,11.30733895,57815116,4.020916871,4.021576099,57687653,2.612429,57912855,11.389473,57687653,2.474939
(17#)227/2,57988096,2.635972,58198097,2.654886,57942885,11.02855754,57942885,11.03308929,58070372,4.020929699,4.021569705,57942889,2.612567,57942885,11.115644,57942889,2.475491
(19#)6,58327037,2.635784,58453393,2.654882,58198140,11.64582384,58198140,11.63038755,58325627,4.020891072,4.021567473,58198169,2.612705,58198140,11.712690,58198169,2.476040
(17#)229/2,58622908,2.634749,58708621,2.654878,58483425,11.17909774,58483425,11.18304753,58580883,4.020838470,4.021558276,58453397,2.612841,58483425,11.264572,58453397,2.476584
(17#)115,58803007,2.634830,58963889,2.654875,58708650,11.50745958,58708650,11.50728265,58836139,4.021039729,4.021556377,58708669,2.612976,58708650,11.589022,58708669,2.477124
(17#)231/2,59213989,2.635457,59219141,2.654871,59053995,11.41361739,59053995,11.42264894,59091394,4.020950205,4.021546017,58963907,2.613110,59053995,11.503576,58963907,2.477659
(17#)116,59297873,2.634889,59474407,2.654868,59219160,11.38520756,59219160,11.39101607,59346650,4.021013234,4.021543917,59219161,2.613243,59219160,11.472222,59219161,2.478191
(17#)233/2,59503861,2.637234,59729633,2.654864,59474415,11.02153131,59474415,11.03172960,59601905,4.021080550,4.021537882,59474417,2.613375,59474415,11.112672,59474417,2.478718
(17#)117,59774947,2.635060,59984921,2.654860,59729670,10.97843699,59729670,10.98416409,59857161,4.020532667,4.021533306,59729699,2.613506,59729670,11.064845,59729674,2.479241
(17#)235/2,60116767,2.634939,60240179,2.654857,59984925,11.21308108,59984925,11.22824140,60112417,4.020407502,4.021526082,59984929,2.613636,59984925,11.308663,59984929,2.479759
(17#)118,60336769,2.636403,60495433,2.654853,60240180,11.18959320,60240180,11.17683849,60367672,4.020493380,4.021521722,60240199,2.613765,60240180,11.257002,60240199,2.480274
(17#)237/2,60497854,2.634093,60750689,2.654850,60495435,11.11418438,60495435,11.12677055,60622928,4.020417451,4.021516027,60495467,2.613893,60495435,11.206679,60495467,2.480785
(17#)119,60816697,2.635280,61005929,2.654846,60765705,11.06934823,60765705,11.06135804,60878183,4.020541373,4.021510915,60750713,2.614020,60765705,11.140550,60750713,2.481292
(17#)239/2,61220564,2.635772,61261199,2.654843,61005945,11.03307796,61005945,11.03043674,61133439,4.020567280,4.021505599,61006009,2.614146,61005945,11.109840,61005946,2.481795
(17#)120,61395833,2.637005,61516447,2.654839,61336275,11.16532953,61336275,11.16924063,61388694,4.020335736,4.021501327,61261219,2.614270,61336275,11.247875,61261219,2.482294
(17#)241/2,61759091,2.633558,61771691,2.654836,61516455,11.03334518,61516455,11.03001977,61643950,4.020263872,4.021493840,61516501,2.614394,61516455,11.108926,61516501,2.482789
(17#)121,61983998,2.636409,62026961,2.654832,61906845,11.26814549,61906845,11.27924934,61899205,4.020312483,4.021489813,61771729,2.614517,61906845,11.357335,61771729,2.483281
(17#)243/2,62244289,2.637559,62282179,2.654829,62192130,11.01289919,62192130,11.00515811,62154461,4.020292891,4.021482757,62026967,2.614639,62192130,11.082973,62026967,2.483769
(17#)122,62376973,2.635962,62537473,2.654825,62282220,11.14605250,62282220,11.17018814,62409717,4.020359255,4.021480603,62282221,2.614761,62282220,11.248363,62282221,2.484253
(17#)245/2,62587496,2.633622,62792693,2.654822,62537475,10.99396590,62537475,10.98400414,62664972,4.020346572,4.021472305,62537521,2.614881,62537475,11.061938,62537521,2.484734
(17#)123,62989169,2.635139,63047981,2.654818,62792730,11.26178691,62792730,11.26563077,62920228,4.020445078,4.021468214,62792731,2.615000,62792730,11.343327,62792731,2.485211
(19#)13/2,63287786,2.637261,63303217,2.654815,63047985,11.62242156,63047985,11.63009216,63175483,4.020589339,4.021464720,63047987,2.615118,63047985,11.707573,63047987,2.485684
(17#)124,63537428,2.635042,63558491,2.654812,63303240,11.36375690,63303240,11.36271922,63430739,4.020767113,4.021459040,63303323,2.615236,63303240,11.439943,63303242,2.486154
(17#)249/2,63618773,2.633530,63813731,2.654808,63558495,11.11656678,63558495,11.11955226,63685994,4.020795873,4.021452829,63558527,2.615353,63558495,11.196543,63558527,2.486620
(17#)125,63890804,2.632723,64069003,2.654805,63888825,11.09117632,63888825,11.09601092,63941250,4.020734163,4.021448634,63813781,2.615468,63888825,11.172240,63813754,2.487083
(17#)251/2,64316048,2.636346,64324237,2.654802,64234170,11.15250636,64234170,11.15976214,64196505,4.020678007,4.021443464,64069013,2.615583,64234170,11.235682,64069013,2.487543
(17#)126,64424396,2.637243,64579511,2.654798,64474410,10.99985752,64474410,11.00136090,64451761,4.020710816,4.021437119,64324283,2.615697,64474410,11.077088,64324283,2.487999
(17#)253/2,64765823,2.636032,64834751,2.654795,64579515,11.51006695,64579515,11.50693529,64707016,4.020710351,4.021435499,64579531,2.615811,64579515,11.583011,64579531,2.488452
(17#)127,64931122,2.634970,65090021,2.654792,64834770,11.06852192,64834770,11.07175018,64962272,4.020659910,4.021427011,64834771,2.615923,64834770,11.147600,64834771,2.488902
(17#)255/2,65322134,2.633716,65345279,2.654788,65090025,10.98374515,65090025,10.98386555,65217527,4.020824058,4.021423629,65090027,2.616035,65090025,11.059493,65090027,2.489349
(17#)128,65582632,2.636488,65600489,2.654785,65345280,10.98151888,65345280,10.98385203,65472783,4.020679989,4.021417960,65345299,2.616145,65345280,11.059257,65345299,2.489792
(17#)257/2,65836588,2.636090,65855771,2.654782,65615550,11.43080553,65615550,11.42226828,65728038,4.020821270,4.021412951,65600537,2.616255,65615550,11.497002,65600537,2.490232
(17#)129,65963042,2.635804,66111043,2.654779,65855790,11.25872598,65855790,11.25172333,65983294,4.020510655,4.021408554,65855791,2.616364,65855790,11.326690,65855791,2.490669
(17#)259/2,66330947,2.636673,66366281,2.654776,66111045,11.30153172,66186120,11.30686107,66238549,4.020397659,4.021404732,66111047,2.616473,66186120,11.381109,66111047,2.491103
(17#)130,66475847,2.636600,66621551,2.654772,66366300,10.98242115,66366300,10.98379852,66493805,4.020425362,4.021396517,66366347,2.616580,66366300,11.058333,66366347,2.491534
(17#)261/2,66759878,2.632266,66876791,2.654769,66621555,11.39081487,66621555,11.39059215,66749060,4.020403936,4.021395060,66621557,2.616687,66621555,11.464913,66621557,2.491962
(17#)131,67003604,2.638001,67132063,2.654766,67041975,11.13459632,67041975,11.14528955,67004315,4.020308664,4.021389190,66876829,2.616793,67041975,11.218824,66876829,2.492387
(17#)263/2,67307957,2.635541,67387291,2.654763,67327260,11.09248696,67327260,11.09426660,67259571,4.020220289,4.021383468,67132069,2.616899,67327260,11.167567,67132069,2.492808
(17#)132,67561558,2.637463,67642571,2.654760,67492425,11.04864651,67492425,11.04686551,67514826,4.020350191,4.021379985,67387349,2.617003,67492425,11.120010,67387349,2.493227
(17#)265/2,67837898,2.635003,67897807,2.654757,67642575,11.20622745,67642575,11.19910023,67770082,4.020273599,4.021373950,67642577,2.617107,67642575,11.272580,67642577,2.493643
(19#)7,68084449,2.637449,68153077,2.654753,67897830,11.62485431,67897830,11.62982114,68025337,4.020471399,4.021371699,67897859,2.617210,67897830,11.703116,67897859,2.494056
(17#)267/2,68374573,2.637397,68408339,2.654750,68153085,11.10106966,68153085,11.10995657,68280593,4.020831895,4.021365401,68153087,2.617313,68153085,11.183025,68153087,2.494467
(17#)134,68573404,2.636503,68663593,2.654747,68643960,11.17873480,68643960,11.16828210,68535848,4.020971016,4.021359526,68408381,2.617415,68643960,11.234923,68408381,2.494874
(17#)269/2,68827744,2.637719,68918771,2.654744,68663595,11.00631369,68663595,11.02481880,68791104,4.021051400,4.021355993,68663597,2.617516,68663595,11.097481,68663597,2.495279
(17#)135,68941876,2.637597,69174101,2.654741,68918850,10.98293464,68918850,10.98366868,69046359,4.021001254,4.021352490,68918851,2.617616,68918850,11.056130,68918851,2.495681
(17#)271/2,69300487,2.639059,69429337,2.654738,69390090,11.04106356,69390090,11.02820370,69301614,4.021027913,4.021345845,69174163,2.617716,69174105,11.096749,69174163,2.496080
(17#)136,69484453,2.638006,69684611,2.654735,69609540,11.08148313,69609540,11.08766690,69556870,4.021406465,4.021342069,69429379,2.617815,69609540,11.159158,69429379,2.496477
(17#)273/2,69727604,2.637982,69939847,2.654732,69684615,10.99629956,69684615,10.98363077,69812125,4.021301335,4.021337887,69684617,2.617913,69684615,11.055497,69684617,2.496871
(17#)137,70017487,2.636601,70195093,2.654729,70105035,11.18740515,70105035,11.18701035,70067381,4.021271073,4.021333054,69939907,2.618010,70105035,11.258103,69939907,2.497262
(17#)275/2,70230652,2.636101,70450379,2.654726,70195125,10.97959505,70195125,10.98360575,70322636,4.021296005,4.021326775,70195133,2.618107,70195125,11.055082,70195133,2.497651
(17#)138,70519193,2.637251,70705627,2.654723,70450380,11.51257665,70450380,11.50662158,70577892,4.021172946,4.021325708,70450411,2.618204,70450380,11.577906,70450411,2.498037
(17#)277/2,70943798,2.635591,70960871,2.654720,70750680,11.28097227,70750680,11.27877637,70833147,4.021080638,4.021318471,70705639,2.618299,70750680,11.349403,70705639,2.498420
(17#)139,71076134,2.638363,71216129,2.654717,70960890,11.06434256,70960890,11.06374065,71088402,4.021105003,4.021316615,70960919,2.618394,70960890,11.134642,70960919,2.498801
(17#)279/2,71221001,2.638419,71471363,2.654714,71216145,11.35366371,71216145,11.36229965,71343658,4.021049943,4.021309349,71216147,2.618489,71216145,11.433012,71216147,2.499180
(17#)140,71656906,2.638110,71726651,2.654711,71471400,10.98604476,71471400,10.98354409,71598913,4.021215726,4.021306324,71471423,2.618583,71471400,11.054068,71471423,2.499556
(17#)281/2,71735264,2.638721,71981879,2.654708,71726655,11.01505464,71726655,11.02289941,71854169,4.021340381,4.021300556,71726717,2.618676,71726655,11.093237,71726678,2.499929
(17#)141,72112511,2.637571,72237163,2.654705,72177105,11.41537436,72177105,11.42192797,72109424,4.021196786,4.021297066,71981933,2.618768,72177105,11.491510,71981933,2.500300
(17#)283/2,72336923,2.639129,72492419,2.654702,72237165,11.00248597,72237165,11.02259491,72364679,4.021564083,4.021291426,72237169,2.618860,72237165,11.092562,72237169,2.500669
(17#)142,72721048,2.636909,72747673,2.654699,72492420,11.13998412,72492420,11.14267674,72619935,4.021455718,4.021287762,72492421,2.618952,72492420,11.212461,72492421,2.501035
(19#)15/2,72970318,2.636999,73002877,2.654697,72747675,11.63212341,72747675,11.62957093,72875190,4.021450162,4.021285018,72747691,2.619042,72747675,11.699194,72747691,2.501399
(17#)143,73162897,2.637547,73258169,2.654694,73213140,11.00226710,73213140,10.99884491,73130446,4.021547129,4.021277938,73002967,2.619132,73213140,11.067671,73002967,2.501761
(17#)287/2,73416388,2.639578,73513421,2.654691,73258185,11.26626500,73258185,11.26508700,73385701,4.021765983,4.021276649,73258189,2.619222,73258185,11.334329,73258189,2.502120
(17#)144,73679659,2.637208,73768691,2.654688,73603530,11.17479160,73603530,11.16860227,73640956,4.021506559,4.021270539,73513459,2.619311,73603530,11.237176,73513459,2.502477
(17#)289/2,73865923,2.637441,74023903,2.654685,73888815,11.20700401,73888815,11.21417496,73896212,4.021631151,4.021265510,73768711,2.619399,73888815,11.282551,73768711,2.502832
(17#)145,74198197,2.636120,74279201,2.654682,74023950,11.38557632,74023950,11.39021789,74151467,4.021521891,4.021261705,74023993,2.619487,74023950,11.458928,74023954,2.503185
(17#)291/2,74415724,2.637634,74534459,2.654679,74459385,11.31158553,74459385,11.30644575,74406723,4.021223790,4.021258408,74279207,2.619574,74459385,11.374432,74279207,2.503535
(17#)146,74595188,2.638243,74789713,2.654677,74534460,11.14985128,74534460,11.13809679,74661978,4.021391372,4.021253435,74534479,2.619661,74534460,11.206457,74534479,2.503883
(17#)293/2,74903176,2.637385,75044969,2.654674,74939865,11.16320822,74939865,11.15922490,74917233,4.021455004,4.021249314,74789747,2.619747,74939865,11.226866,74789747,2.504229
(17#)147,75214519,2.637605,75300223,2.654671,75044970,10.99155415,75044970,10.98337780,75172489,4.021363778,4.021243893,75044971,2.619833,75044970,11.051393,75044971,2.504573
(17#)295/2,75547741,2.637880,75555479,2.654668,75300225,11.16546550,75300225,11.17605690,75427744,4.021440127,4.021241535,75300233,2.619918,75300225,11.243902,75300233,2.504915
(17#)148,75693764,2.637004,75810697,2.654666,75555480,11.28830775,75555480,11.29716490,75682999,4.021436850,4.021236337,75555503,2.620003,75555480,11.364840,75555503,2.505254
(17#)297/2,75996457,2.636998,76065989,2.654663,75810735,10.98631856,75810735,10.98334331,75938255,4.021258818,4.021234304,75810767,2.620087,75810735,11.050850,75810767,2.505591
(17#)149,76103812,2.635696,76321207,2.654660,76065990,11.06006339,76065990,11.05804845,76193510,4.021187163,4.021225588,76066021,2.620170,76065990,11.125387,76066021,2.505927
(17#)299/2,76519952,2.637322,76576477,2.654657,76321245,11.49990197,76321245,11.50633581,76448765,4.020939201,4.021227403,76321253,2.620253,76321245,11.573509,76321253,2.506260
(17#)150,76801957,2.637580,76831739,2.654655,76666590,11.08093734,76666590,11.09537977,76704021,4.020836710,4.021217447,76576523,2.620336,76666590,11.161886,76576523,2.506591
(17#)301/2,77046511,2.637491,77086979,2.654652,76831755,11.26800392,76831755,11.25118324,76959276,4.020768438,4.021216692,76831787,2.620418,76831755,11.318025,76831787,2.506921
(17#)151,77118317,2.636486,77342257,2.654649,77224455,11.17081671,77224455,11.16787361,77214532,4.020848115,4.021212188,77087029,2.620499,77224455,11.228935,77087029,2.507248
(17#)303/2,77547046,2.634729,77597441,2.654646,77342265,11.09057823,77342265,11.09421767,77469787,4.020992623,4.021206680,77342267,2.620580,77342265,11.160733,77342267,2.507573
(19#)8,77647972,2.636782,77852771,2.654644,77597520,11.63685478,77597520,11.62933871,77725042,4.020920719,4.021204668,77597549,2.620661,77597520,11.695713,77597549,2.507896
(17#)305/2,77874982,2.638674,78108001,2.654641,77852775,11.15949019,77852775,11.16941005,77980298,4.020798389,4.021198826,77852777,2.620740,77852775,11.235603,77852777,2.508218
(17#)153,78275107,2.638349,78363281,2.654638,78108030,10.98397040,78108030,10.98324214,78235553,4.020801682,4.021194421,78108059,2.620820,78108030,11.049276,78108059,2.508537
(17#)307/2,78486157,2.635975,78618521,2.654636,78363285,11.01808234,78363285,11.01924170,78490808,4.020737578,4.021193815,78363287,2.620899,78363285,11.085117,78363287,2.508855
(17#)154,78822322,2.634340,78873787,2.654633,78738660,11.40260940,78738660,11.42162060,78746064,4.020643315,4.021186492,78618541,2.620978,78738660,11.486845,78618541,2.509170
(17#)309/2,78966427,2.638268,79129049,2.654630,78873795,11.08482589,78873795,11.09195380,79001319,4.020585107,4.021181209,78873797,2.621056,78873795,11.157514,78873797,2.509484
(17#)155,79340026,2.638984,79384289,2.654628,79129050,11.35679089,79129050,11.36192922,79256574,4.020411455,4.021182298,79129111,2.621133,79129050,11.427334,79129054,2.509796
(17#)311/2,79589386,2.634917,79639537,2.654625,79594515,11.26660743,79594515,11.27836529,79511830,4.020115758,4.021174797,79384307,2.621210,79594515,11.343069,79384307,2.510106
(17#)156,79813457,2.637192,79894807,2.654623,79639560,10.98444142,79639560,10.98317652,79767085,4.020170203,4.021171370,79639561,2.621287,79639560,11.048272,79639561,2.510414
(17#)313/2,79993982,2.637292,80150047,2.654620,80120040,11.19234001,80120040,11.18654802,80022340,4.020429640,4.021168334,79894819,2.621363,80120040,11.250918,79894819,2.510721
(17#)157,80189056,2.636042,80405279,2.654617,80150070,11.05354133,80150070,11.05401404,80277596,4.020386538,4.021162769,80150071,2.621439,80150070,11.118804,80150071,2.511025
(17#)315/2,80483692,2.637151,80660579,2.654615,80450370,11.14623508,80450370,11.14465917,80532851,4.020179099,4.021159394,80405327,2.621514,80450370,11.208853,80405327,2.511328
(17#)158,80775787,2.638658,80915819,2.654612,80660580,11.12560134,80660580,11.12577166,80788106,4.020182888,4.021156751,80660581,2.621589,80660580,11.190259,80660581,2.511629
(17#)317/2,81090704,2.637190,81171061,2.654610,81020940,11.07641784,81020940,11.06036554,81043362,4.020155966,4.021150902,80915843,2.621664,81020940,11.124225,80915843,2.511929
(17#)159,81205606,2.638884,81426337,2.654607,81171090,11.19352759,81171090,11.19846745,81298617,4.020263434,4.021148461,81171119,2.621738,81171090,11.262657,81171119,2.512227
(17#)319/2,81457762,2.636467,81681563,2.654605,81426345,11.38145989,81426345,11.38988329,81553872,4.020074553,4.021144394,81426347,2.621811,81426345,11.453925,81426347,2.512522
(17#)160,81745228,2.639338,81936851,2.654602,81876795,11.18512916,81876795,11.18187200,81809127,4.019993696,4.021139899,81681641,2.621884,81876795,11.245238,81681641,2.512817
(17#)321/2,81948434,2.636703,82192109,2.654600,81936855,11.08372258,81936855,11.08768147,82064383,4.020084981,4.021136012,81936893,2.621957,81936855,11.151429,81936893,2.513109
(17#)161,82299649,2.636581,82447357,2.654597,82192110,11.48778373,82192110,11.50607358,82319638,4.020111376,4.021132211,82192111,2.622029,82192110,11.569677,82192111,2.513400
(19#)17/2,82476448,2.635786,82702597,2.654594,82447365,11.63046143,82447365,11.62912216,82574893,4.020258613,4.021130230,82447369,2.622101,82447365,11.692600,82447369,2.513689
(17#)162,82772831,2.636570,82957873,2.654592,82732650,11.30930199,82732650,11.30607903,82830149,4.020374202,4.021124634,82702661,2.622173,82732650,11.368961,82702661,2.513977
(17#)325/2,82974277,2.638083,83213071,2.654590,83017935,11.02659991,83017935,11.01703984,83085404,4.020412074,4.021121637,82957877,2.622244,83017935,11.079763,82957877,2.514263
(17#)163,83270389,2.638021,83468347,2.654587,83303220,11.05289859,83303220,11.05582065,83340659,4.020503804,4.021117417,83213153,2.622314,83303220,11.118385,83213153,2.514547
(17#)327/2,83573866,2.635813,83723639,2.654585,83468385,11.07074770,83468385,11.08566350,83595915,4.020504103,4.021113744,83468389,2.622385,83468385,11.148551,83468389,2.514830
(17#)164,83908249,2.637948,83978893,2.654582,83723640,11.25067052,83723640,11.26462381,83851170,4.020472361,4.021109816,83723687,2.622454,83723640,11.327371,83723642,2.515112
(17#)329/2,84107501,2.638511,84234149,2.654580,83978895,11.21360521,83978895,11.22706462,84106425,4.020743831,4.021106367,83978897,2.622524,83978895,11.289672,83978897,2.515391
(17#)165,84251312,2.638312,84489347,2.654577,84444360,11.20918838,84444360,11.21371433,84361680,4.020743721,4.021101602,84234181,2.622593,84444360,11.275655,84234181,2.515669
(17#)331/2,84692869,2.638572,84744659,2.654575,84489405,11.01901994,84489405,11.01636060,84616936,4.020608872,4.021099025,84489437,2.622662,84489405,11.078690,84489406,2.515946
(17#)166,84806881,2.637017,84999913,2.654572,84744660,11.12159055,84744660,11.11855976,84872191,4.020598787,4.021094780,84744661,2.622730,84744660,11.180752,84744661,2.516221
