FIRST,LAST,Alpha,PreMertens,Mertens,DeltaMertens,n_5precent,NzeroStat,EtaStat,MertensAsymp,DeltaMertensAsymp,NzeroStatAsymp,EtaStatAsymp
4,10000000,0.0009765625,9999994,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,10000000,0.00106494895768,9999991,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,10000000,0.00116133507324,9999991,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,10000000,0.00126644487759,9999991,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,10000000,0.001381067932,9999991,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,10000000,0.00150606525919,9999937,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,10000000,0.00164237581104,9999907,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,10000000,0.00179102352188,9999718,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,10000000,0.001953125,9999998,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,10000000,0.00212989791536,9999562,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,10000000,0.00232267014649,9998969,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,10000000,0.00253288975518,9998969,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,10000000,0.00276213586401,9998551,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,10000000,0.00301213051837,9999413,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,10000000,0.00328475162208,9999413,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,10000000,0.00358204704377,9998942,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,10000000,0.00390625,9995858,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,10000000,0.00425979583072,9993992,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,10000000,0.00464534029298,9992096,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,10000000,0.00506577951036,9999589,0,0.000000,9241026,9999634,0.126147,0,0.000000,9999634,0.120688
4,10000000,0.00552427172802,9999589,0,0.000000,8369792,9999827,0.178249,0,0.000000,9999827,0.172857
4,10000000,0.00602426103675,9999589,0,0.000000,7580017,9999634,0.197184,0,0.000000,9999634,0.191855
4,10000000,0.00656950324417,9159812,0,0.000000,6864142,9472598,0.001662,0,0.000000,9861263,0.004532
4,10000000,0.00716409408754,9485999,0,0.000000,6215301,9489083,0.000094,0,0.000000,9861559,0.005349
4,10000000,0.0078125,9057157,0,0.000000,5627264,9159812,0.011142,0,0.000000,9152456,0.002136
4,10000000,0.00851959166145,9152456,0,0.000000,5094376,9338827,0.034245,0,0.000000,9338827,0.024026
4,10000000,0.00929068058596,7238339,8391736,0.025681,4611503,9152456,0.019584,8391736,0.025681,9152456,0.008997
4,10000000,0.0101315590207,6384029,7216597,0.008751,4173988,9152456,0.036015,8391736,0.051481,9152456,0.025543
4,10000000,0.011048543456,5719144,6068224,0.021493,3777603,9152456,0.055562,6068224,0.021493,9152456,0.044494
4,10000000,0.0120485220735,5506681,6384029,0.026452,3418511,9152456,0.074608,6384029,0.026452,9152456,0.063676
4,10000000,0.0131390064883,4540013,5051327,0.008551,3093309,9783778,0.092688,5051327,0.008551,9783778,0.085161
4,10000000,0.0143281881751,4347407,5051327,0.023721,2798680,9783778,0.106645,5051327,0.023721,9783778,0.099277
4,10000000,0.015625,4343501,5042162,0.019217,2531904,9783778,0.126281,5042162,0.019217,9783778,0.119088
4,10000000,0.0170391833229,3936271,4290386,0.010622,2290310,9783778,0.157934,5042162,0.074455,9159812,0.152019
4,10000000,0.0185813611719,3936271,4328171,0.045007,2071485,9783778,0.171239,4328171,0.045007,9783778,0.164442
4,10000000,0.0202631180414,2451667,3008938,0.018217,1873404,9783778,0.176621,3008938,0.018217,9783778,0.170048
4,10000000,0.0220970869121,2451667,3529576,0.056232,1694070,9987569,0.180809,3529576,0.056232,9783778,0.180098
4,10000000,0.024097044147,2324848,3293681,0.089469,1531724,9987569,0.180511,3293681,0.089469,9987569,0.175214
4,10000000,0.0262780129767,1875931,2324848,0.007527,1384770,9783778,0.210970,3178982,0.116875,9783778,0.203814
4,10000000,0.0286563763501,1726924,2121734,0.065565,1251764,9636436,0.204912,2121734,0.065565,9636436,0.197439
4,10000000,0.03125,1665278,2181689,0.052224,1131392,9175489,0.221801,2181689,0.052224,9175489,0.211980
4,10000000,0.0340783666458,1665278,2006657,0.056839,1022497,9175489,0.234909,2006657,0.056839,9175489,0.224752
4,10000000,0.0371627223438,1665278,2620586,0.072703,923937,9878626,0.251094,2620586,0.072703,9688051,0.250554
4,10000000,0.0405262360828,944362,1385326,0.003184,834793,9175489,0.267667,2620586,0.108313,9175489,0.256944
4,10000000,0.0441941738242,1385326,2620586,0.130072,754150,9903856,0.277886,2620586,0.130072,9175489,0.270888
4,10000000,0.048194088294,733504,874813,0.044717,681184,9903856,0.276986,874813,0.029388,9903856,0.269840
4,10000000,0.0525560259534,611264,732877,0.044217,615211,9878626,0.294265,732877,0.026132,9878626,0.286992
4,10000000,0.0573127527003,594974,648502,0.054999,555549,9903856,0.303843,648502,0.037111,9876886,0.302230
4,10000000,0.0625,594974,638167,0.062160,501616,9876886,0.319547,638167,0.042497,8955431,0.310759
4,10000000,0.0681567332916,476416,594974,0.015143,452839,9354419,0.321561,626047,0.083907,9354419,0.314700
4,10000000,0.0743254446877,424313,594974,0.026131,408743,9196028,0.331375,594974,0.004483,9196028,0.322815
4,10000000,0.0810524721657,266374,360403,0.012987,368897,9598156,0.337538,699044,0.115896,9598156,0.328888
4,10000000,0.0883883476483,284938,360403,0.068906,332872,9196028,0.329802,360403,0.046747,9196028,0.322319
4,10000000,0.096388176588,284938,306707,0.080601,300328,9041174,0.346784,306707,0.063782,9041174,0.338546
4,10000000,0.105112051907,266374,319268,0.104733,270921,9041174,0.346781,319268,0.087841,9041174,0.339617
4,10000000,0.114625505401,266374,336068,0.110586,244353,9041174,0.351753,336068,0.090387,9041174,0.343687
4,10000000,0.125,119563,266374,0.003820,220352,9041174,0.359045,340478,0.109532,9041174,0.350867
4,10000000,0.136313466583,119563,266374,0.056946,198682,9489121,0.365762,266374,0.033364,9041174,0.362651
4,10000000,0.148650889375,109981,266374,0.094326,179105,9596066,0.382203,266374,0.072604,9011089,0.380765
4,10000000,0.162104944331,109981,266374,0.124711,161433,9965023,0.385478,266374,0.104992,9965023,0.379441
4,10000000,0.176776695297,92381,109981,0.029983,145472,9965023,0.389731,266374,0.070628,9965023,0.384098
4,10000000,0.192776353176,92381,106409,0.061909,131069,9310328,0.397933,106409,0.029424,9008243,0.395209
4,10000000,0.210224103813,58543,62053,0.067747,118070,9244841,0.403453,62053,0.023824,9244841,0.394959
4,10000000,0.229251010801,28921,36209,0.004211,106338,9246206,0.411082,60373,0.066321,9144431,0.407833
4,10000000,0.25,25052,35792,0.008234,95756,9696983,0.419178,62581,0.121931,9221371,0.413984
4,10000000,0.272626933166,20947,33349,0.036978,86206,9283481,0.425203,40597,0.048404,9058162,0.422300
4,10000000,0.297301778751,12574,20186,0.008478,77595,9759704,0.434360,41183,0.030842,9310328,0.425855
4,10000000,0.324209888663,23201,35792,0.017197,69829,9144431,0.436331,40597,0.065915,9058162,0.431422
4,10000000,0.353553390593,23201,35792,0.049615,62826,9310328,0.449336,35792,0.018300,9058162,0.443100
4,10000000,0.385552706352,6046,7307,0.086229,56512,9448729,0.456713,35059,0.104368,8970593,0.450675
4,10000000,0.420448207627,4801,5416,0.071671,50822,9886411,0.460524,28772,0.000748,9216586,0.451752
4,10000000,0.458502021602,4801,5242,0.057087,45693,9601418,0.463490,9649,0.019673,9601418,0.453853
4,10000000,0.5,5416,6353,0.114910,41072,9968677,0.477612,8777,0.075290,8958839,0.475384
4,10000000,0.545253866333,1966,2029,0.027049,36910,9968677,0.483578,6362,0.073441,9037486,0.481355
4,10000000,0.594603557501,1669,2029,0.054179,33160,9271291,0.493799,4651,0.031905,9101272,0.489573
4,10000000,0.648419777326,1109,2974,0.143732,29784,9271291,0.503858,2974,0.054383,9271291,0.495079
4,10000000,0.707106781187,841,967,0.041961,26745,9271291,0.519488,2437,0.060745,8936419,0.518242
4,10000000,0.771105412704,556,694,0.025816,24008,9752777,0.538729,2011,0.120466,8963534,0.530718
4,10000000,0.840896415254,556,694,0.308243,21545,9084238,0.555448,694,0.191993,9084238,0.546646
4,10000000,0.917004043205,199,229,0.249680,19330,9968566,0.579005,859,0.082730,8963534,0.574771
4,10000000,1,199,229,0.249680,17571,9884209,0.628384,859,0.120131,9585649,0.620516
