FIRST,LAST,START,minAt*,Gpred(minAt*),maxAt*,Gpred(maxAt*),n_0*,Cpred_min(n_0*),n_1*,Cpred_max(n_1*),n_geom,<COUNT>*,Cpred_avg,n_v,Calign_min(n_v),n_u,Calign_max(n_u),n_a,CboundMin(n_a),n_b,CboundMax(n_b),jitter
3123120,3138134,(13#)104,3123137,18438.961,3123120,71987.246,3138131,2.657876,3123120,10.30935662,3130618,28171.696619,4.026113374,3123137,2.610008,3123120,10.35723063,3123137,2.469916,3123120,10.49732327,0.047874
3138135,3153149,(13#)209/2,3138137,18515.654,3138135,76538.942,3153149,2.657870,3138135,10.91576497,3145633,28288.606017,4.026098447,3138137,2.610176,3138135,10.96346495,3138137,2.470548,3138135,11.10309294,0.047700
3153150,3168164,(13#)105,3153158,18592.421,3161235,74517.857,3168119,2.657864,3161235,10.56021253,3160648,28405.492173,4.026090121,3153169,2.610343,3161235,10.60764769,3153169,2.471176,3161235,10.74656855,0.047527
3168165,3183179,(13#)211/2,3168167,18669.058,3182025,73639.570,3183179,2.657858,3182025,10.37664789,3175663,28522.223399,4.026069685,3168167,2.610508,3182025,10.42384770,3168167,2.471797,3182025,10.56214007,0.047356
3183180,3198194,(13#)106,3183188,18745.746,3183180,74619.397,3198191,2.657852,3183180,10.51140769,3190678,28638.937186,4.026056572,3183197,2.610672,3183180,10.55859449,3183197,2.472415,3183180,10.69685212,0.047187
3198195,3213209,(13#)213/2,3198197,18822.282,3198195,74548.213,3213163,2.657847,3198195,10.45865200,3205693,28755.703903,4.026060444,3198197,2.610834,3198195,10.50567069,3198197,2.473025,3198195,10.64347932,0.047019
3213210,3228224,(13#)107,3213233,18898.935,3213210,74484.626,3228223,2.657841,3213210,10.40740341,3220708,28872.303378,4.026050331,3213233,2.610995,3213210,10.45425539,3213233,2.473632,3213210,10.59161874,0.046852
3228225,3243239,(13#)215/2,3228227,18975.330,3228225,75887.264,3243239,2.657835,3228225,10.56064191,3235723,28988.694762,4.026020749,3228227,2.611154,3228225,10.60732861,3228227,2.474232,3228225,10.74425048,0.046687
3243240,3258254,(13#)108,3243242,19051.800,3243240,74378.781,3258247,2.657830,3243240,10.30917579,3250738,29105.445734,4.026050324,3243271,2.611313,3243240,10.35569857,3243242,2.474829,3243240,10.49218258,0.046522
3258255,3273269,(13#)217/2,3258256,19128.291,3258255,77251.989,3273269,2.657824,3258255,10.66464178,3265753,29221.636528,4.026011597,3258293,2.611470,3258255,10.71100205,3258293,2.475421,3258255,10.84705191,0.046360
3273270,3288284,(13#)109,3273274,19204.595,3273270,75675.642,3288269,2.657818,3273270,10.40547889,3280768,29338.064290,4.026014775,3273287,2.611625,3273270,10.45167798,3273287,2.476006,3273270,10.58729722,0.046199
3288285,3303299,(13#)219/2,3288286,19280.908,3288285,76332.924,3303281,2.657813,3288285,10.45430876,3295783,29454.221604,4.025989928,3288317,2.611779,3288285,10.50034802,3288286,2.476588,3288285,10.63554026,0.046039
3303300,3318314,(13#)110,3303308,19357.240,3303300,75570.425,3318307,2.657807,3303300,10.30908822,3310798,29570.595275,4.026003597,3303319,2.611932,3303300,10.35496896,3303319,2.477164,3303300,10.48973762,0.045881
3318315,3333329,(17#)13/2,3318319,19433.439,3318315,80925.753,3333313,2.657802,3318315,10.99633771,3325814,29686.832434,4.026007371,3318319,2.612084,3318315,11.04206126,3318319,2.477735,3318315,11.17640987,0.045724
3333330,3348344,(13#)111,3333331,19509.624,3333330,78341.392,3348307,2.657796,3333330,10.60358935,3340829,29802.679454,4.025967162,3333331,2.612234,3333330,10.64915697,3333331,2.478302,3333330,10.78308887,0.045568
3348345,3363359,(13#)223/2,3348349,19585.797,3357585,79350.290,3363343,2.657790,3357585,10.67285814,3355844,29918.831898,4.025977022,3348349,2.612383,3357585,10.71817658,3348349,2.478865,3357585,10.85144254,0.045413
3363360,3378374,(13#)112,3363364,19661.936,3377220,77158.661,3378373,2.657785,3377220,10.32574548,3370859,30034.555330,4.025937877,3363389,2.612531,3377220,10.37086457,3363389,2.479423,3377220,10.50359769,0.045259
3378375,3393389,(13#)225/2,3378377,19737.976,3378375,77056.208,3393373,2.657780,3378375,10.30898128,3385874,30150.928398,4.025994187,3378377,2.612678,3378375,10.35408871,3378377,2.479976,3378375,10.48679070,0.045107
3393390,3408404,(13#)113,3393394,19814.031,3393390,78049.775,3408389,2.657774,3393390,10.40183382,3400889,30266.413418,4.025940303,3393409,2.612823,3393390,10.44679032,3393409,2.480525,3393390,10.57908884,0.044956
3408405,3423419,(13#)227/2,3408407,19890.000,3416490,78897.688,3423419,2.657769,3416490,10.45316826,3415904,30381.858633,4.025890045,3408407,2.612967,3416490,10.49789491,3408407,2.481069,3416490,10.62957901,0.044807
3423420,3438434,(13#)114,3423428,19966.004,3423420,82530.802,3438419,2.657763,3423420,10.91532538,3430919,30498.229250,4.025970487,3423457,2.613111,3423420,10.95998363,3423457,2.481611,3423420,11.09148486,0.044658
3438435,3453449,(13#)229/2,3438439,20041.870,3438435,78586.600,3453409,2.657758,3438435,10.35431131,3445934,30613.347235,4.025893727,3438439,2.613253,3438435,10.39882223,3438439,2.482145,3438435,10.52992955,0.044511
3453450,3468464,(13#)115,3453451,20117.723,3453450,82277.878,3468463,2.657753,3453450,10.79977602,3460949,30729.360932,4.025943016,3453451,2.613393,3453450,10.84414074,3453451,2.482677,3453450,10.97485719,0.044365
3468465,3483479,(13#)231/2,3468481,20193.627,3468465,78833.822,3483463,2.657748,3468465,10.30885657,3475964,30844.594092,4.025898051,3468481,2.613533,3468465,10.35307627,3468481,2.483205,3468465,10.48340496,0.044220
3483480,3498494,(13#)116,3483481,20269.340,3483480,82060.281,3498493,2.657742,3483480,10.69064479,3490979,30960.083084,4.025894708,3483481,2.613672,3483480,10.73472059,3483481,2.483728,3483480,10.86466447,0.044076
3498495,3513509,(13#)233/2,3498503,20345.123,3498495,79768.922,3513491,2.657737,3498495,10.35344261,3505994,31075.775322,4.025925527,3498503,2.613809,3498495,10.39737565,3498503,2.484247,3498495,10.52693777,0.043933
3513510,3528524,(13#)117,3513511,20420.796,3527160,81306.388,3528521,2.657732,3527160,10.47856878,3521009,31190.499049,4.025839005,3513511,2.613946,3527160,10.52223231,3513511,2.484762,3527160,10.65107366,0.043791
3528525,3543539,(13#)235/2,3528526,20496.476,3528525,81793.863,3543523,2.657727,3528525,10.53785931,3536024,31306.222919,4.025889525,3528533,2.614081,3528525,10.58151012,3528533,2.485274,3528525,10.71031743,0.043651
3543540,3558554,(13#)118,3543556,20572.192,3543540,81719.811,3558553,2.657722,3543540,10.48961064,3551039,31421.232680,4.025855803,3543569,2.614216,3543540,10.53312196,3543569,2.485782,3543540,10.66155617,0.043511
3558555,3573569,(13#)237/2,3558556,20647.706,3558555,81652.591,3573529,2.657716,3558555,10.44261502,3566054,31536.323745,4.025840385,3558587,2.614349,3558555,10.48598793,3558587,2.486286,3558555,10.61405194,0.043373
3573570,3588584,(17#)7,3573574,20723.260,3573570,86293.942,3588527,2.657711,3573570,10.99596328,3581069,31651.673607,4.025865505,3573599,2.614481,3573570,11.03919882,3573574,2.486785,3573570,11.16689538,0.043235
3588585,3603599,(13#)239/2,3588586,20798.757,3588585,81537.775,3603583,2.657706,3588585,10.35219242,3596084,31766.830976,4.025873447,3588589,2.614612,3588585,10.39529167,3588589,2.487280,3588585,10.52262360,0.043099
3603600,3618614,(13#)120,3603608,20874.300,3612840,83658.582,3618583,2.657701,3612840,10.55956272,3611099,31881.366795,4.025810341,3603619,2.614742,3612840,10.60244394,3603619,2.487773,3612840,10.72919256,0.042964
3618615,3633629,(13#)241/2,3618631,20949.729,3632475,82524.436,3633583,2.657696,3632475,10.36754503,3626114,31996.413423,4.025819391,3618631,2.614872,3632475,10.41025170,3618631,2.488261,3632475,10.53653333,0.042830
3633630,3648644,(13#)121,3633647,21025.130,3633630,82078.194,3648643,2.657691,3633630,10.30863711,3641129,32111.447374,4.025834015,3633647,2.615000,3633630,10.35133356,3633647,2.488746,3633630,10.47758783,0.042696
3648645,3663659,(13#)243/2,3648647,21100.413,3652110,83387.645,3663659,2.657686,3652110,10.42710307,3656144,32226.155916,4.025815102,3648647,2.615127,3652110,10.46963689,3648647,2.489227,3652110,10.59545599,0.042564
3663660,3678674,(13#)122,3663661,21175.729,3663660,84067.228,3678671,2.657681,3663660,10.48332036,3671159,32340.806858,4.025796370,3663661,2.615253,3663660,10.52575329,3663661,2.489704,3663660,10.65130242,0.042433
3678675,3693689,(13#)245/2,3678683,21251.047,3691380,83167.183,3693689,2.657676,3678675,10.30857915,3686174,32455.670306,4.025811225,3678683,2.615379,3678675,10.35088180,3678683,2.490178,3678675,10.47608227,0.042303
3693690,3708704,(13#)123,3693691,21326.257,3693690,85388.136,3708697,2.657671,3693690,10.57288217,3701189,32570.012143,4.025768585,3693691,2.615503,3693690,10.61505548,3693691,2.490649,3693690,10.73990981,0.042173
3708705,3723719,(13#)247/2,3708706,21401.476,3708705,88461.373,3723719,2.657667,3708705,10.91492586,3716204,32684.876668,4.025797619,3708709,2.615627,3708705,10.95697080,3708709,2.491116,3708705,11.08148157,0.042045
3723720,3738734,(13#)124,3723721,21476.635,3730650,86939.331,3738733,2.657662,3730650,10.67234333,3731219,32799.246990,4.025772701,3723721,2.615749,3730650,10.71420232,3723721,2.491579,3730650,10.83821538,0.041917
3738735,3753749,(13#)249/2,3738743,21551.804,3738735,85171.983,3753721,2.657657,3738735,10.43576869,3746234,32913.637879,4.025757400,3738743,2.615871,3738735,10.47755969,3738743,2.492040,3738735,10.60139074,0.041791
3753750,3768764,(13#)125,3753751,21626.866,3753750,84426.331,3768731,2.657652,3753750,10.30848454,3761250,33028.340452,4.025786972,3753751,2.615991,3753750,10.35014994,3753751,2.492497,3753750,10.47364479,0.041665
3768765,3783779,(13#)251/2,3768769,21701.941,3768765,85059.410,3783739,2.657647,3768765,10.34986532,3776265,33142.489469,4.025755852,3768769,2.616111,3768765,10.39140605,3768769,2.492950,3768765,10.51456717,0.041541
3783780,3798794,(13#)126,3783797,21777.029,3783780,85011.916,3798793,2.657642,3783780,10.30844719,3791280,33256.608957,4.025728164,3783797,2.616230,3783780,10.34986414,3783797,2.493401,3783780,10.47269385,0.041417
3798795,3813809,(13#)253/2,3798796,21851.960,3798795,89366.590,3813773,2.657638,3798795,10.79930623,3806295,33370.905985,4.025728769,3798829,2.616349,3798795,10.84060030,3798829,2.493849,3798795,10.96310103,0.041294
3813810,3828824,(13#)127,3813811,21926.888,3813810,86281.709,3828821,2.657633,3813810,10.39087761,3821310,33485.194710,4.025734943,3813811,2.616466,3813810,10.43204966,3813811,2.494292,3813810,10.55422369,0.041172
3828825,3843839,(17#)15/2,3828844,22001.916,3828825,91615.156,3843823,2.657628,3828825,10.99561811,3836325,33599.444489,4.025742917,3828857,2.616582,3828825,11.03666903,3828857,2.494733,3828825,11.15851873,0.041051
3843840,3858854,(13#)128,3843841,22076.683,3843840,86181.387,3858851,2.657624,3843840,10.30837365,3851340,33713.274219,4.025707204,3843841,2.616698,3843840,10.34930428,3843841,2.495170,3843840,10.47083187,0.040931
3858855,3873869,(13#)257/2,3858859,22151.542,3858855,86812.494,3873847,2.657619,3858855,10.34878038,3866355,33827.251150,4.025695759,3858859,2.616812,3858855,10.38959160,3858859,2.495605,3858855,10.51079940,0.040811
3873870,3888884,(13#)129,3873871,22226.335,3873870,88881.510,3888851,2.657614,3873870,10.55976030,3881370,33941.375745,4.025708281,3873871,2.616926,3873870,10.60045292,3873871,2.496036,3873870,10.72134312,0.040693
3888885,3903899,(13#)259/2,3888887,22301.113,3888885,89544.345,3903899,2.657610,3888885,10.60284283,3896385,34055.478108,4.025724369,3888887,2.617039,3888885,10.64341770,3888887,2.496465,3888885,10.76399256,0.040575
3903900,3918914,(13#)130,3903901,22375.846,3903900,87348.626,3918913,2.657605,3903900,10.30830140,3911400,34168.809433,4.025655871,3903901,2.617152,3903900,10.34875933,3903901,2.496890,3903900,10.46902099,0.040458
3918915,3933929,(13#)261/2,3918919,22450.564,3918915,90885.998,3933929,2.657600,3918915,10.69007182,3926415,34282.890384,4.025682152,3918919,2.617263,3918915,10.73041364,3918919,2.497313,3918915,10.85036430,0.040342
3933930,3948944,(13#)131,3933934,22525.243,3933930,88613.061,3948911,2.657596,3933930,10.38817487,3941430,34396.937276,4.025710362,3933959,2.617374,3933930,10.42840137,3933959,2.497733,3933930,10.54804313,0.040226
3948945,3963959,(13#)263/2,3948953,22599.885,3948945,88560.611,3963959,2.657591,3948945,10.34774332,3956445,34510.271415,4.025661407,3948953,2.617484,3948945,10.38785532,3948953,2.498149,3948945,10.50719035,0.040112
3963960,3978974,(13#)132,3963977,22674.528,3968055,90052.187,3978971,2.657587,3968055,10.47800816,3971460,34623.841755,4.025646425,3963977,2.617593,3968055,10.51797555,3963977,2.498563,3968055,10.63692319,0.039998
3978975,3993989,(13#)265/2,3978979,22749.028,3978975,90545.842,3993959,2.657582,3978975,10.51033468,3986475,34737.501820,4.025647997,3978979,2.617702,3978975,10.55022000,3978979,2.498974,3978975,10.66894779,0.039885
3993990,4009004,(13#)133,3993991,22823.543,3993990,94336.295,4009003,2.657578,3993990,10.91455989,4001490,34851.113044,4.025649903,3993991,2.617809,3993990,10.95433303,3993991,2.499382,3993990,11.07276027,0.039773
4009005,4024019,(13#)267/2,4009007,22898.045,4009005,90413.449,4024003,2.657573,4009005,10.42666285,4016505,34964.750809,4.025660773,4009007,2.617916,4009005,10.46632459,4009007,2.499787,4009005,10.58445334,0.039662
4024020,4039034,(13#)134,4024021,22972.502,4037880,91456.303,4039019,2.657569,4037880,10.48139085,4031520,35078.139006,4.025648833,4024021,2.618022,4037880,10.52084044,4024021,2.500190,4037880,10.63840075,0.039551
4039035,4054049,(13#)269/2,4039037,23046.935,4039035,90303.894,4054033,2.657564,4039035,10.34675067,4046535,35191.245597,4.025610692,4039037,2.618128,4039035,10.38619184,4039037,2.500590,4039035,10.50372959,0.039441
4054050,4069064,(13#)135,4054066,23121.411,4064445,92659.698,4069063,2.657560,4064445,10.55899975,4061550,35304.667617,4.025614626,4054069,2.618233,4064445,10.59825660,4054069,2.500988,4064445,10.71530043,0.039332
4069065,4084079,(13#)271/2,4069073,23195.721,4081770,91161.072,4084079,2.657556,4081770,10.34991257,4076565,35417.820899,4.025593782,4069073,2.618337,4081770,10.38904495,4069073,2.501382,4081770,10.50575517,0.039224
4084080,4099094,(17#)8,4084081,23270.015,4084080,96893.174,4099093,2.657551,4084080,10.99529819,4091580,35531.403298,4.025627392,4084081,2.618440,4084080,11.03441404,4084081,2.501774,4084080,11.15107998,0.039116
4099095,4114109,(13#)273/2,4099112,23344.434,4103715,94435.763,4114087,2.657547,4103715,10.67188411,4106595,35644.419558,4.025602514,4099133,2.618543,4103715,10.71086019,4099133,2.502164,4103715,10.82715155,0.039009
4114110,4129124,(13#)137,4114133,23418.680,4114110,92094.123,4129109,2.657543,4114110,10.38441425,4121610,35757.610437,4.025603129,4114133,2.618644,4114110,10.42331682,4114133,2.502551,4114110,10.53941113,0.038902
4129125,4144139,(13#)275/2,4129129,23492.815,4129125,91706.550,4144121,2.657538,4129125,10.30804143,4136625,35870.468378,4.025572017,4129129,2.618746,4129125,10.34683843,4129129,2.502934,4129125,10.46264976,0.038797
4144140,4159154,(13#)138,4144159,23567.085,4144140,96376.819,4159153,2.657534,4144140,10.79888292,4151640,35983.772188,4.025596547,4144159,2.618846,4144140,10.83757502,4144159,2.503316,4144140,10.95310519,0.038692
4159155,4174169,(13#)277/2,4159156,23641.183,4159155,92620.971,4174151,2.657530,4159155,10.34549158,4166655,36096.758069,4.025590948,4159187,2.618946,4159155,10.38407949,4159187,2.503696,4159155,10.49933036,0.038588
4174170,4189184,(13#)139,4174171,23715.291,4174170,93250.366,4189183,2.657525,4174170,10.38323218,4181670,36209.293332,4.025540846,4174171,2.619045,4174170,10.42171656,4174171,2.504072,4174170,10.53668990,0.038484
4189185,4204199,(13#)279/2,4189187,23789.395,4189185,96065.915,4204169,2.657521,4189185,10.66342222,4196685,36322.616642,4.025583838,4189187,2.619144,4189185,10.70180377,4189187,2.504446,4189185,10.81650142,0.038382
4204200,4219214,(13#)140,4204204,23863.494,4204200,93152.715,4219211,2.657517,4204200,10.30795826,4211700,36435.142850,4.025543881,4204223,2.619242,4204200,10.34623762,4204223,2.504819,4204200,10.46066132,0.038279
4219215,4234229,(13#)281/2,4219217,23937.496,4219215,93776.459,4234229,2.657513,4219215,10.34488787,4226715,36547.983245,4.025544191,4219217,2.619339,4219215,10.38306572,4219217,2.505188,4219215,10.49721726,0.038178
4234230,4249244,(13#)141,4234238,24011.539,4234230,95813.187,4249241,2.657508,4234230,10.53699058,4241730,36660.663367,4.025532232,4234247,2.619436,4234230,10.57506756,4234247,2.505555,4234230,10.68894864,0.038077
4249245,4264259,(13#)283/2,4249249,24085.479,4260795,95324.013,4264259,2.657504,4260795,10.42637830,4256745,36773.406622,4.025532551,4249249,2.619532,4260795,10.46427842,4249249,2.505919,4260795,10.57768527,0.037977
4264260,4279274,(13#)142,4264261,24159.404,4264260,95674.142,4279267,2.657500,4264260,10.45728274,4271760,36886.383577,4.025563561,4264261,2.619627,4264260,10.49515994,4264261,2.506282,4264260,10.60850530,0.037877
4279275,4294289,(13#)285/2,4279276,24233.334,4279275,100160.153,4294259,2.657496,4279275,10.91422253,4286775,36998.632598,4.025520402,4279283,2.619722,4279275,10.95200080,4279283,2.506642,4279275,11.06508086,0.037778
4294290,4309304,(13#)143,4294292,24307.215,4294290,94883.954,4309297,2.657492,4294290,10.30786081,4301790,37111.072550,4.025503467,4294313,2.619816,4294290,10.34554076,4294313,2.507000,4294290,10.45835717,0.037680
4309305,4324319,(13#)287/2,4309309,24381.047,4309305,97612.349,4324303,2.657488,4309305,10.57214850,4316805,37223.797500,4.025522579,4309309,2.619910,4309305,10.60973077,4309309,2.507355,4309305,10.72228521,0.037582
4324320,4339334,(13#)144,4324321,24454.846,4324320,95460.048,4339333,2.657484,4324320,10.30782876,4331820,37336.063887,4.025497232,4324321,2.620003,4324320,10.34531395,4324321,2.507708,4324320,10.45760802,0.037485
4339335,4354349,(17#)17/2,4339337,24528.634,4339335,102131.084,4354349,2.657480,4339335,10.99500038,4346836,37448.430694,4.025487939,4339337,2.620095,4339335,11.03238912,4339337,2.508060,4339335,11.14442449,0.037389
4354350,4369364,(13#)145,4354367,24602.459,4354350,99592.534,4369349,2.657475,4354350,10.68956735,4361851,37561.007152,4.025506174,4354367,2.620187,4354350,10.72686023,4354367,2.508409,4354350,10.83863847,0.037293
4369365,4384379,(13#)291/2,4369381,24676.175,4369365,97337.189,4384379,2.657471,4369365,10.41628427,4376866,37672.945229,4.025461109,4369381,2.620278,4369365,10.45348190,4369381,2.508755,4369365,10.56500465,0.037198
4384380,4399394,(13#)146,4384388,24749.849,4384380,97971.500,4399363,2.657467,4384380,10.45294533,4391881,37785.774308,4.025516169,4384433,2.620369,4384380,10.49004829,4384433,2.509101,4384380,10.60131708,0.037103
4399395,4414409,(13#)293/2,4399397,24823.457,4408950,98679.970,4414379,2.657463,4408950,10.47751456,4406896,37897.704454,4.025480302,4399397,2.620459,4408950,10.51446387,4399397,2.509442,4408950,10.62532050,0.037009
4414410,4429424,(13#)147,4414411,24897.082,4414410,97185.436,4429417,2.657459,4414410,10.30773436,4421911,38009.472276,4.025432457,4414411,2.620548,4414410,10.34464974,4414411,2.509782,4414410,10.45541533,0.036915
4429425,4444439,(13#)295/2,4429427,24970.686,4429425,99182.606,4444409,2.657455,4429425,10.48855600,4436926,38121.893085,4.025458723,4429427,2.620637,4429425,10.52537846,4429427,2.510121,4429425,10.63589479,0.036822
4444440,4459454,(13#)148,4444456,25044.369,4444440,100552.743,4459451,2.657451,4444440,10.60220910,4451941,38234.360667,4.025494481,4444469,2.620725,4444440,10.63893921,4444469,2.510457,4444440,10.74920774,0.036730
4459455,4474469,(13#)297/2,4459472,25117.958,4459455,98046.501,4474469,2.657447,4459455,10.30768788,4466956,38345.918186,4.025439298,4459519,2.620813,4459455,10.34432621,4459519,2.510792,4459455,10.45434849,0.036638
4474470,4489484,(13#)149,4474471,25191.299,4476780,101849.574,4489483,2.657443,4476780,10.67147029,4481971,38457.736773,4.025416624,4474471,2.620900,4476780,10.70800341,4474471,2.511123,4476780,10.81774337,0.036547
4489485,4504499,(13#)299/2,4489493,25264.812,4489485,103316.163,4504457,2.657440,4489485,10.79849812,4496986,38570.199502,4.025465983,4489493,2.620987,4489485,10.83495455,4489493,2.511453,4489485,10.94448876,0.036456
4504500,4519514,(13#)150,4504502,25338.244,4516050,101539.524,4519499,2.657436,4516050,10.55850393,4512001,38681.754726,4.025425283,4504537,2.621073,4516050,10.59480128,4504502,2.511782,4516050,10.70390859,0.036366
4519515,4534529,(13#)301/2,4519517,25411.653,4519515,101612.323,4534501,2.657432,4519515,10.55903235,4527016,38793.746264,4.025434788,4519517,2.621159,4519515,10.59530909,4519517,2.512107,4519515,10.70436107,0.036277
4534530,4549544,(13#)151,4534532,25485.066,4542615,101307.955,4549537,2.657428,4542615,10.48084061,4542031,38905.355756,4.025409348,4534549,2.621244,4542615,10.51698059,4534549,2.512431,4542615,10.62566554,0.036188
4549545,4564559,(13#)303/2,4549547,25558.405,4555320,101273.040,4564559,2.657424,4555320,10.45181229,4557046,39017.088755,4.025401430,4549547,2.621329,4555320,10.48787758,4549547,2.512753,4555320,10.59636208,0.036099
4564560,4579574,(13#)152,4564562,25631.748,4564560,105937.044,4579567,2.657420,4564560,10.91390996,4572061,39128.967149,4.025413067,4564589,2.621413,4564560,10.94992117,4564589,2.513074,4564560,11.05826054,0.036011
4579575,4594589,(13#)305/2,4579592,25705.158,4579575,102038.257,4594589,2.657416,4579575,10.48227120,4587076,39240.548805,4.025398725,4579609,2.621497,4579575,10.51819496,4579609,2.513392,4579575,10.62629962,0.035924
4594590,4609604,(17#)9,4594594,25778.335,4594590,107331.751,4609597,2.657412,4594590,10.99472197,4602091,39352.357641,4.025412198,4594609,2.621580,4594590,11.03055879,4594609,2.513709,4594590,11.13843010,0.035837
4609605,4624619,(13#)307/2,4609606,25851.566,4609605,101240.106,4624603,2.657409,4609605,10.34133221,4617106,39463.888053,4.025401656,4609621,2.621662,4609605,10.37708262,4609621,2.514023,4609605,10.48472198,0.035750
4624620,4639634,(13#)154,4624622,25924.787,4624620,101194.926,4639633,2.657405,4624620,10.30752216,4632121,39575.390365,4.025392777,4624637,2.621744,4624620,10.34318666,4624637,2.514336,4624620,10.45059539,0.035664
4639635,4654649,(13#)309/2,4639636,25997.982,4639635,102485.198,4654649,2.657401,4639635,10.40956196,4647136,39686.628285,4.025361593,4639643,2.621826,4639635,10.44514105,4639643,2.514646,4639635,10.55232054,0.035579
4654650,4669664,(13#)155,4654652,26071.146,4654650,105275.058,4669627,2.657397,4654650,10.66292360,4662151,39798.388773,4.025387823,4654669,2.621907,4654650,10.69841779,4654669,2.514956,4654650,10.80536933,0.035494
4669665,4684679,(13#)311/2,4669681,26144.322,4669665,102381.444,4684661,2.657394,4669665,10.34083573,4677166,39909.691659,4.025372085,4669681,2.621988,4669665,10.37624551,4669681,2.515263,4669665,10.48297047,0.035410
4684680,4699694,(13#)156,4684699,26217.440,4684680,102336.406,4699691,2.657390,4684680,10.30746356,4692181,40020.811600,4.025342414,4684699,2.622068,4684680,10.34278943,4684699,2.515568,4684680,10.44928907,0.035326
4699695,4714709,(13#)313/2,4699697,26290.431,4699695,102951.449,4714691,2.657386,4699695,10.34059197,4707196,40132.458235,4.025370032,4699697,2.622147,4699695,10.37583441,4699697,2.515872,4699695,10.48211007,0.035242
4714710,4729724,(13#)157,4714714,26363.498,4714710,103570.395,4729693,2.657382,4714710,10.37393423,4722211,40243.405167,4.025331786,4714757,2.622227,4714710,10.40909371,4714714,2.516174,4714710,10.51514665,0.035159
4729725,4744739,(13#)315/2,4729748,26436.620,4729725,103191.333,4744711,2.657379,4729725,10.30742023,4737226,40355.321622,4.025394661,4729759,2.622305,4729725,10.34249726,4729759,2.516474,4729725,10.44832878,0.035077
4744740,4759754,(13#)158,4744741,26509.481,4744740,104819.964,4759753,2.657375,4744740,10.44126823,4752241,40465.679643,4.025306410,4744741,2.622384,4744740,10.47626326,4744741,2.516772,4744740,10.58187459,0.034995
4759755,4774769,(13#)317/2,4759787,26582.594,4762065,104225.649,4774769,2.657371,4762065,10.34920434,4767256,40576.904776,4.025308958,4759787,2.622462,4762065,10.38410535,4759787,2.517070,4762065,10.48946421,0.034913
4774770,4789784,(13#)159,4774772,26655.406,4774770,106085.425,4789783,2.657368,4774770,10.50948275,4782271,40688.668832,4.025368878,4774793,2.622539,4774770,10.54431520,4774793,2.517365,4774770,10.64948994,0.034832
4789785,4804799,(13#)319/2,4789789,26728.300,4789785,108193.802,4804799,2.657364,4789785,10.68911730,4797286,40799.130112,4.025304071,4789789,2.622616,4789785,10.72386915,4789789,2.517658,4789785,10.82882747,0.034752
4804800,4819814,(13#)160,4804802,26801.181,4804800,104614.090,4819813,2.657360,4804800,10.30734890,4812301,40910.554250,4.025338496,4804823,2.622692,4804800,10.34202061,4804823,2.517950,4804800,10.44676368,0.034672
4819815,4834829,(13#)321/2,4819817,26874.022,4819815,105897.324,4834829,2.657357,4819815,10.40549989,4827316,41021.005426,4.025281368,4819817,2.622768,4819815,10.44009191,4819817,2.518239,4819815,10.54462099,0.034592
4834830,4849844,(13#)161,4834838,26946.888,4834830,110191.119,4849843,2.657353,4834830,10.79814560,4842331,41132.032824,4.025285057,4834847,2.622844,4834830,10.83265839,4834847,2.518528,4834830,10.93697463,0.034513
4849845,5105099,(19#)/2,4849861,27019.713,4849845,119115.017,5105063,2.657294,4849845,11.64119356,4975835,42128.357702,4.025260031,4849861,2.622919,4849845,11.67562756,4849861,2.518815,4849845,11.77973220,0.034434
5105100,5360354,(17#)10,5105101,28253.138,5105100,117630.630,5360353,2.657237,5105100,10.99421436,5231170,44001.990319,4.025171345,5105101,2.624134,5105100,11.02737349,5105101,2.523455,5105100,11.12805285,0.033159
5360355,5615609,(17#)21/2,5360359,29479.276,5525520,123768.523,5615609,2.657184,5360355,10.99398182,5486498,45864.703745,4.025089924,5360359,2.625242,5360355,11.02597681,5360359,2.527693,5360355,11.12352659,0.031995
5615610,5870864,(17#)11,5615612,30698.451,5705700,128637.257,5870857,2.657133,5615610,10.99376161,5741819,47717.005179,4.025007380,5615629,2.626257,5615610,11.02468893,5615629,2.531579,5615610,11.11936695,0.030927
5870865,6126119,(17#)23/2,5870866,31911.008,5870865,139178.222,6126091,2.657085,5870865,11.51705495,5997134,49559.610059,4.024938066,5870881,2.627189,5870865,11.54699921,5870881,2.535157,5870865,11.63903181,0.029944
6126120,6381374,(17#)12,6126139,33117.402,6276270,139777.299,6381371,2.657039,6126120,10.99335334,6252445,51392.783777,4.024863025,6126139,2.628050,6126120,11.02238916,6126139,2.538463,6126120,11.11197613,0.029036
6381375,6636629,(17#)25/2,6381379,34317.703,6561555,152220.703,6636611,2.656996,6561555,11.43183220,6507751,53217.170411,4.024797895,6381379,2.628846,6561555,11.45946715,6381379,2.541527,6561555,11.54528100,0.028194
6636630,6891884,(17#)13,6636638,35512.435,6846840,150797.516,6891883,2.656954,6636630,10.99298213,6763053,55033.032410,4.024731042,6636661,2.629585,6636630,11.02039245,6636661,2.544377,6636630,11.10560108,0.027410
6891885,7147139,(17#)27/2,6891887,36701.687,7132125,156266.405,7147139,2.656913,6891885,10.99280847,7018352,56840.823108,4.024668295,6891887,2.630274,6891885,11.01948836,6891887,2.547033,6891885,11.10272866,0.026680
