FIRST,LAST,Alpha,PreMertens,Mertens,DeltaMertens,n_5precent,NzeroStat,EtaStat,MertensAsymp,DeltaMertensAsymp,NzeroStatAsymp,EtaStatAsymp
4,1021020,0.0009765625,1021015,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.00106494895768,1021019,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.00116133507324,1021019,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.00126644487759,1021004,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.001381067932,1021007,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.00150606525919,1021007,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.00164237581104,1021007,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.00179102352188,1021007,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.001953125,1021007,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.00212989791536,1021004,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.00232267014649,1021004,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.00253288975518,1021004,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.00276213586401,1021007,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.00301213051837,1021007,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.00328475162208,1021007,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.00358204704377,1021007,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.00390625,1021004,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.00425979583072,1021004,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.00464534029298,1021004,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.00506577951036,1020982,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.00552427172802,1020982,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.00602426103675,1020997,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.00656950324417,1020997,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.00716409408754,1020997,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.0078125,1020997,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.00851959166145,1020982,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.00929068058596,1020982,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.0101315590207,1020982,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.011048543456,1020982,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.0120485220735,1020847,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.0131390064883,1020841,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.0143281881751,1020106,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.015625,1020064,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.0170391833229,1020064,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.0185813611719,1018432,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.0202631180414,1019896,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.0220970869121,1017028,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.024097044147,1017028,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.0262780129767,1014214,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.0286563763501,1010047,0,0.000000,0,0,0.000000,0,0.000000,0,0.000000
4,1021020,0.03125,1005551,1010047,0.025944,0,0,0.000000,1010047,0.011104,0,0.000000
4,1021020,0.0340783666458,979361,1005551,0.041626,0,0,0.000000,1005551,0.025815,0,0.000000
4,1021020,0.0371627223438,979361,996943,0.089324,923937,981056,0.043974,996943,0.073419,981056,0.031711
4,1021020,0.0405262360828,944362,951124,0.025422,834793,951124,0.025422,951124,0.010531,951124,0.010531
4,1021020,0.0441941738242,829448,841784,0.106994,754150,944362,0.020512,841784,0.090437,944362,0.003927
4,1021020,0.048194088294,733504,736279,0.071743,681184,874813,0.044717,736279,0.051936,874813,0.029388
4,1021020,0.0525560259534,611264,627271,0.056101,615211,638167,0.042141,627271,0.037337,732877,0.026132
4,1021020,0.0573127527003,594974,606104,0.087853,555549,648502,0.054999,606104,0.066806,648502,0.037111
4,1021020,0.0625,594974,606104,0.106550,501616,638167,0.062160,606104,0.086305,638167,0.042497
4,1021020,0.0681567332916,476416,480659,0.053695,452839,594974,0.015143,480659,0.028163,480659,0.028163
4,1021020,0.0743254446877,424313,435443,0.096208,408743,476416,0.000840,480659,0.017742,594974,0.004483
4,1021020,0.0810524721657,266374,281291,0.005420,368897,594974,0.020242,435443,0.060056,435443,0.060056
4,1021020,0.0883883476483,284938,294824,0.109189,332872,594974,0.047356,294824,0.092943,594974,0.027833
4,1021020,0.096388176588,284938,286733,0.097151,300328,306707,0.080601,286733,0.080490,425941,0.059998
4,1021020,0.105112051907,266374,284938,0.080503,270921,286733,0.076978,284938,0.063053,286733,0.061682
4,1021020,0.114625505401,266374,283982,0.104699,244353,286733,0.096563,283982,0.087572,286733,0.078889
4,1021020,0.125,119563,120418,0.053110,220352,266374,0.003820,281581,0.157500,340478,0.109532
4,1021020,0.136313466583,119563,120418,0.087315,198682,266374,0.056946,150184,0.045989,266374,0.033364
4,1021020,0.148650889375,109981,111119,0.048076,179105,266374,0.094326,150184,0.029170,266374,0.072604
4,1021020,0.162104944331,109981,111637,0.146522,161433,266374,0.124711,111637,0.114318,163412,0.102885
4,1021020,0.176776695297,92381,92489,0.131961,145472,266374,0.092065,111119,0.113716,266374,0.070628
4,1021020,0.192776353176,92381,92843,0.146649,131069,201904,0.158435,95516,0.177484,201904,0.125738
4,1021020,0.210224103813,58543,59027,0.084778,118070,201904,0.148279,59027,0.037570,201904,0.113764
4,1021020,0.229251010801,28921,30749,0.112918,106338,108193,0.109940,59027,0.107882,108193,0.083093
4,1021020,0.25,25052,25633,0.059169,95756,108193,0.118388,59027,0.168394,108193,0.088773
4,1021020,0.272626933166,20947,22772,0.074661,86206,201904,0.161273,34396,0.085585,102859,0.126789
4,1021020,0.297301778751,12574,12671,0.169945,77595,79312,0.202401,36436,0.054878,79312,0.150695
4,1021020,0.324209888663,23201,24256,0.168985,69829,82919,0.200254,36436,0.137955,82919,0.154849
4,1021020,0.353553390593,23201,24256,0.231317,62826,64984,0.213057,30014,0.068165,64984,0.169473
