FIRST,LAST,Alpha,PreMertens,Mertens,DeltaMertens,n_5precent,NzeroStat,EtaStat,MertensAsymp,DeltaMertensAsymp,NzeroStatAsymp,EtaStatAsymp
6891885,7912905,0.0009765625,7912888,0,-0.941361,0,0,0.000000,0,-0.955271,0,0.000000
6891885,7912905,0.00106494895768,7912859,0,-0.806332,0,0,0.000000,0,-0.819903,0,0.000000
6891885,7912905,0.00116133507324,7912859,0,-0.737092,0,0,0.000000,0,-0.749541,0,0.000000
6891885,7912905,0.00126644487759,7912867,0,-0.737109,0,0,0.000000,0,-0.749564,0,0.000000
6891885,7912905,0.001381067932,7912867,0,-0.715089,0,0,0.000000,0,-0.727528,0,0.000000
6891885,7912905,0.00150606525919,7912867,0,-0.750122,0,0,0.000000,0,-0.762544,0,0.000000
6891885,7912905,0.00164237581104,7912888,0,-0.669831,0,0,0.000000,0,-0.682234,0,0.000000
6891885,7912905,0.00179102352188,7912846,0,-0.649258,0,0,0.000000,0,-0.661640,0,0.000000
6891885,7912905,0.001953125,7912846,0,-0.594811,0,0,0.000000,0,-0.606630,0,0.000000
6891885,7912905,0.00212989791536,7912846,0,-0.514017,0,0,0.000000,0,-0.525811,0,0.000000
6891885,7912905,0.00232267014649,7912831,0,-0.436877,0,0,0.000000,0,-0.449185,0,0.000000
6891885,7912905,0.00253288975518,7912846,0,-0.375100,0,0,0.000000,0,-0.387379,0,0.000000
6891885,7912905,0.00276213586401,7912591,0,-0.268706,0,0,0.000000,0,-0.280360,0,0.000000
6891885,7912905,0.00301213051837,7912822,0,-0.249105,0,0,0.000000,0,-0.260426,0,0.000000
6891885,7912905,0.00328475162208,7912822,0,-0.208249,0,0,0.000000,0,-0.222808,0,0.000000
6891885,7912905,0.00358204704377,7912747,0,-0.228762,0,0,0.000000,0,-0.243280,0,0.000000
6891885,7912905,0.00390625,7912321,0,-0.221938,0,0,0.000000,0,-0.233276,0,0.000000
6891885,7912905,0.00425979583072,7910911,0,-0.217065,0,0,0.000000,0,-0.228354,0,0.000000
6891885,7912905,0.00464534029298,7909942,0,-0.142509,0,0,0.000000,0,-0.153744,0,0.000000
6891885,7912905,0.00506577951036,7906477,0,-0.137784,0,0,0.000000,0,-0.149606,0,0.000000
6891885,7912905,0.00552427172802,7906477,0,-0.089411,0,0,0.000000,0,-0.100733,0,0.000000
6891885,7912905,0.00602426103675,7801166,0,-0.100663,7580017,7850861,0.001819,0,-0.112701,7897627,0.018801
6891885,7912905,0.00656950324417,7897627,0,-0.025677,6891885,7906477,0.040891,0,-0.037687,7906477,0.027246
6891885,7912905,0.00716409408754,7897627,0,-0.016610,6891885,7906477,0.070054,0,-0.030481,7906477,0.056492
6891885,7912905,0.0078125,7638497,7731092,0.006355,6891885,7731092,0.006355,0,-0.006267,7826582,0.011560
6891885,7912905,0.00851959166145,7737077,0,-0.001454,6891885,7776008,0.041580,0,-0.013766,7776008,0.029868
6891885,7912905,0.00929068058596,7238339,7638497,0.016485,6891885,7638497,0.016485,7638497,0.016485,7638497,0.004677
