START,n_1,C_max,Npred_0,CboundMax,Lambda_max,Jitter,JitterRatio,Status
4e0,4,3.84362411,4,3.84362411,0.000000e+00,3.843624,0.000000,EXACT
5e0,5,2.59029039,5,5.18058079,-6.931472e-01,3.663224,-0.707107,EXPECTED
6e0,6,3.21040200,6,6.42080399,-6.931472e-01,4.540194,-0.707107,EXPECTED
8e0,8,2.16203856,8,8.39009578,-1.356000e+00,3.724143,-1.672346,EXPECTED
9e0,9,4.82779584,9,9.65559169,-6.931472e-01,4.158239,-1.161019,EXPECTED
1e1,15,4.19059194,15,13.54721863,-1.173339e+00,4.355930,-2.148020,EXPECTED
2e1,21,5.56147012,21,14.51836978,-9.595522e-01,4.480635,-1.999025,EXPECTED
3e1,30,6.16967660,30,14.83143315,-8.771024e-01,4.622587,-1.873790,EXPECTED
4e1,45,6.58667241,45,16.02487034,-8.890936e-01,4.906339,-1.923674,EXPECTED
5e1,57,5.83795127,51,13.24299165,-8.190886e-01,4.556597,-1.625125,EXPECTED
6e1,60,6.70546296,60,15.87386525,-8.617515e-01,4.289376,-2.137468,EXPECTED
7e1,75,7.05323920,75,15.23113818,-7.698549e-01,4.069351,-2.009632,EXPECTED
8e1,81,4.82779584,84,12.18198088,-9.255679e-01,3.884322,-1.893300,EXPECTED
9e1,90,5.39954322,90,14.58545970,-9.937108e-01,3.733219,-2.460589,EXPECTED
1e2,105,8.33051805,105,17.16236065,-7.227930e-01,2.854641,-3.093854,EXPECTED
2e2,210,8.16901684,210,15.75884391,-6.570532e-01,2.475251,-3.066286,EXPECTED
3e2,315,8.43110623,315,14.47071029,-5.401986e-01,2.256641,-2.676369,EXPECTED
4e2,420,7.99188162,420,13.68755379,-5.380607e-01,2.119604,-2.687140,EXPECTED
5e2,570,7.91213209,525,13.17945558,-5.102619e-01,2.024086,-2.602322,EXPECTED
6e2,660,7.91893649,630,12.79770731,-4.800091e-01,1.954865,-2.495707,EXPECTED
7e2,735,8.54549570,735,12.51441016,-3.814765e-01,1.905653,-2.082706,EXPECTED
8e2,840,8.20414590,840,12.28368876,-4.036326e-01,1.868503,-2.183322,EXPECTED
9e2,975,7.58665247,945,12.10232808,-4.670074e-01,1.840445,-2.453578,EXPECTED
1e3,1155,9.13559580,1155,12.77629092,-3.354128e-01,1.806534,-2.015293,EXPECTED
2e3,2730,9.53914578,2310,11.87427563,-2.189704e-01,1.632068,-1.430780,EXPECTED
3e3,3465,9.20509845,3465,11.51848753,-2.241958e-01,1.636457,-1.413657,EXPECTED
4e3,4620,9.43200294,4620,11.48160434,-1.966377e-01,1.514955,-1.352912,EXPECTED
5e3,5775,9.30254452,5775,11.68669155,-2.281628e-01,1.420092,-1.678868,EXPECTED
6e3,6930,9.57022794,6930,11.62380876,-1.943985e-01,1.367064,-1.502183,EXPECTED
7e3,7770,9.12968576,7140,11.50439537,-2.311979e-01,1.293243,-1.836244,EXPECTED
8e3,8925,9.64346441,8085,11.72375353,-1.953366e-01,1.196989,-1.737935,EXPECTED
9e3,9240,9.63749652,9240,11.45391256,-1.726700e-01,1.118177,-1.624444,EXPECTED
1e4,15015,10.42234789,15015,11.74825844,-1.197527e-01,1.053533,-1.258537,EXPECTED
2e4,21945,10.03630588,21945,11.81381973,-1.630609e-01,0.547924,-3.244088,EXPECTED
3e4,30030,10.29324643,30030,11.94686815,-1.489812e-01,0.455233,-3.632473,EXPECTED
4e4,45045,10.26764128,45045,12.01037544,-1.567736e-01,0.405892,-4.293591,EXPECTED
5e4,58905,10.14218881,58905,12.03639616,-1.712312e-01,0.375550,-5.043822,EXPECTED
6e4,60060,10.28857922,60060,11.71960041,-1.302282e-01,0.341549,-4.189798,EXPECTED
7e4,75075,10.18649755,75075,11.74111293,-1.420335e-01,0.331653,-4.687476,EXPECTED
8e4,87780,9.96005196,87780,11.39530550,-1.346192e-01,0.324583,-4.421838,EXPECTED
9e4,90090,10.38468869,90090,11.87658185,-1.342361e-01,0.319555,-4.668658,EXPECTED
1e5,150150,10.40441005,105105,11.98044567,-1.410460e-01,0.312014,-5.051170,EXPECTED
2e5,255255,10.98879350,255255,12.11578035,-9.763278e-02,0.319508,-3.527257,EXPECTED
3e5,345345,10.82307543,345345,11.48679360,-5.951752e-02,0.349181,-1.900785,EXPECTED
4e5,435435,10.80823080,435435,11.29546968,-4.409378e-02,0.282517,-1.724636,EXPECTED
5e5,510510,11.02689928,510510,11.65820051,-5.567216e-02,0.240319,-2.626930,EXPECTED
6e5,690690,10.75535033,690690,11.21811876,-4.212688e-02,0.210969,-2.193538,EXPECTED
7e5,765765,10.99909949,765765,11.48634445,-4.334549e-02,0.189259,-2.574488,EXPECTED
8e5,855855,10.95061370,855855,11.32964677,-3.402740e-02,0.172478,-2.197573,EXPECTED
9e5,930930,10.67473805,930930,11.02607289,-3.238271e-02,0.159082,-2.208514,EXPECTED
