FIRST,LAST,START,minAt*,Gpred(minAt*),maxAt*,Gpred(maxAt*),n_0*,Cpred_min(n_0*),n_1*,Cpred_max(n_1*),n_geom,<COUNT>*,Cpred_avg,n_alignMax,c_alignMax,n_alignMin,c_alignMin,n_cBound,c_cBound
152460,153614,(11#)66,152461,1425.027,152460,5066.733,153611,2.662655,152460,9.46720970,153036,2165.217876,4.033046026,153614,94.668181,152461,2.485078,152461,2.464539
153615,154769,(11#)133/2,153623,1434.054,153615,5398.522,154769,2.662640,153615,10.02404704,154191,2179.027204,4.033441246,154769,95.077287,153623,2.485411,153623,2.464885
154770,155924,(11#)67,154772,1443.008,155610,5357.603,155921,2.662625,155610,9.84169818,155346,2192.619732,4.033459215,155923,95.486273,154787,2.485741,154787,2.465225
155925,157079,(11#)135/2,155938,1452.027,156975,5339.533,157061,2.662611,156975,9.73748674,156501,2206.077263,4.033258450,157078,95.895853,155938,2.486079,155938,2.465574
157080,158234,(11#)68,157081,1460.859,157080,5540.411,158233,2.662595,157080,10.09812943,157656,2219.423511,4.032886948,158234,96.306032,157081,2.486373,157081,2.465879
158235,159389,(11#)137/2,158243,1469.845,158340,5323.851,159389,2.662581,158340,9.63906561,158811,2233.073786,4.033096237,159389,96.716105,158243,2.486684,158243,2.466202
159390,160544,(11#)69,159394,1478.756,159390,5507.988,160541,2.662566,159390,9.91769910,159966,2246.772292,4.033414453,160544,97.126431,159403,2.486989,159403,2.466518
160545,161699,(11#)139/2,160546,1487.646,160545,5327.891,161683,2.662551,160545,9.53594422,161121,2260.142090,4.033168139,161699,97.537016,160553,2.487287,160553,2.466827
161700,162854,(11#)70,161708,1496.622,162435,5593.555,162853,2.662538,162435,9.91427750,162276,2273.797591,4.033456927,162854,97.947863,161717,2.487583,161717,2.467134
162855,164009,(11#)141/2,162859,1505.449,162855,5471.509,163997,2.662523,162855,9.67711174,163431,2287.028538,4.033019574,164009,98.358977,162859,2.487868,162859,2.467430
164010,165164,(11#)71,164011,1514.310,164010,5462.219,165161,2.662509,164010,9.60389037,164586,2300.189749,4.032492631,165164,98.770363,164011,2.488151,164011,2.467723
165165,166319,(13#)11/2,165173,1523.239,165165,5908.048,166319,2.662495,165165,10.32724606,165741,2314.214129,4.033499550,166319,99.182024,165173,2.488432,165173,2.468014
166320,167474,(11#)72,166349,1532.266,166320,5447.266,167471,2.662481,166320,9.46659105,166896,2327.338526,4.032957933,167474,99.593965,166349,2.488711,166349,2.468304
167475,168629,(11#)145/2,167483,1540.961,167475,5681.639,168629,2.662468,167475,9.81715484,168051,2340.776446,4.032988207,168629,100.006190,167483,2.488974,167483,2.468579
168630,169784,(11#)73,168631,1549.755,169575,5627.075,169783,2.662454,169575,9.62237255,169206,2354.394771,4.033349559,169783,100.418346,168631,2.489237,168631,2.468852
169785,170939,(11#)147/2,169789,1558.617,169785,5541.608,170927,2.662440,169785,9.46644780,170361,2367.566865,4.032969816,170939,100.831509,169789,2.489499,169789,2.469123
170940,172094,(11#)74,170948,1567.513,170940,5732.262,172093,2.662427,170940,9.73686678,171516,2381.064956,4.033170164,172093,101.244253,170953,2.489756,170953,2.469391
172095,173249,(11#)149/2,172097,1576.251,172095,5642.486,173249,2.662414,172095,9.53074787,172671,2394.205674,4.032789150,173249,101.658012,172097,2.490005,172097,2.469650
173250,174404,(11#)75,173254,1585.096,173250,5635.725,174389,2.662401,173250,9.46630613,173826,2407.397483,4.032522025,174404,102.071718,173263,2.490253,173263,2.469909
174405,175559,(11#)151/2,174407,1593.865,174405,5705.025,175543,2.662387,174405,9.52979147,174981,2421.021272,4.032998888,175558,102.485372,174407,2.490494,174407,2.470160
175560,176714,(11#)76,175564,1602.711,175560,6033.484,176713,2.662375,175560,10.02304749,176136,2434.411020,4.033102799,176714,102.900055,175573,2.490735,175573,2.470410
176715,177869,(11#)153/2,176716,1611.474,176715,6111.461,177841,2.662362,176715,10.09724336,177291,2447.461399,4.032668803,177869,103.314695,176741,2.490972,176741,2.470657
177870,179024,(11#)77,177874,1620.255,177870,5760.734,179021,2.662349,177870,9.46612223,178446,2460.920720,4.032930966,179024,103.729653,177883,2.491199,177883,2.470895
179025,180179,(11#)155/2,179026,1629.001,179025,5991.598,180179,2.662336,179025,9.79249350,179601,2473.916190,4.032455728,180179,104.144933,179029,2.491424,179029,2.471130
180180,181334,(13#)6,180181,1637.742,180180,6352.424,181303,2.662324,180180,10.32657872,180756,2487.577082,4.033084527,181334,104.560539,180181,2.491646,180181,2.471361
181335,182489,(11#)157/2,181348,1646.620,181545,6091.679,182489,2.662311,181545,9.84056942,181911,2500.662774,4.032798415,182489,104.976474,181361,2.491870,181361,2.471595
182490,183644,(11#)79,182498,1655.308,182490,5961.691,183637,2.662299,182490,9.58887822,183066,2513.896155,4.032772927,183644,105.392742,182503,2.492082,182503,2.471817
183645,184799,(11#)159/2,183646,1663.989,183645,6032.289,184777,2.662287,183645,9.65150593,184221,2527.378068,4.033163254,184799,105.809345,183661,2.492294,183661,2.472038
184800,185954,(11#)80,184802,1672.724,185640,6252.103,185951,2.662274,185640,9.91329877,185376,2540.319799,4.032711488,185954,106.226288,184823,2.492502,184823,2.472257
185955,187109,(11#)161/2,185957,1681.424,185955,6262.991,187091,2.662262,185955,9.91656461,186531,2553.542407,4.032728516,187108,106.643212,185957,2.492703,185957,2.472467
187110,188264,(11#)81,187111,1690.126,187110,6009.313,188261,2.662250,187110,9.46577079,187686,2566.576703,4.032468816,188264,107.061204,187111,2.492903,187111,2.472677
188265,189419,(11#)163/2,188273,1698.882,188370,6215.725,189407,2.662238,188370,9.73617373,188841,2579.995844,4.032832048,189419,107.479184,188273,2.493102,188273,2.472885
189420,190574,(11#)82,189421,1707.524,189420,6226.838,190573,2.662226,189420,9.70839418,189996,2593.021781,4.032598297,190574,107.897515,189421,2.493295,189421,2.473087
190575,191729,(11#)165/2,190577,1716.218,190575,6102.021,191717,2.662215,190575,9.46564238,191151,2606.222535,4.032656071,191728,108.314009,190577,2.493485,190577,2.473287
191730,192884,(11#)83,191732,1724.932,191730,6208.627,192883,2.662202,191730,9.58246195,192306,2619.451515,4.032774193,192884,108.735247,191747,2.493674,191747,2.473486
192885,194039,(11#)167/2,192887,1733.567,192885,6201.065,194027,2.662191,192885,9.52292833,193461,2632.648999,4.032860445,194039,109.154653,192887,2.493856,192887,2.473677
194040,195194,(11#)84,194042,1742.249,194040,6194.543,195193,2.662180,194040,9.46551863,194616,2645.018677,4.031704222,195193,109.574059,194057,2.494040,194057,2.473869
195195,196349,(13#)13/2,195197,1750.886,195195,6791.222,196337,2.662168,195195,10.32597584,195771,2658.668527,4.032519357,196349,109.994560,195197,2.494215,195197,2.474054
196350,197504,(11#)85,196358,1759.597,196350,6673.139,197479,2.662157,196350,10.09646852,196926,2672.081730,4.032983372,197504,110.415067,196379,2.494393,196379,2.474242
197505,198659,(11#)171/2,197507,1768.174,197505,6656.567,198659,2.662145,197505,10.02218719,198081,2685.067164,4.032816657,198659,110.835947,197507,2.494561,197507,2.474418
198660,199814,(11#)86,198668,1776.888,198660,6471.568,199813,2.662134,198660,9.69621990,199236,2697.894442,4.032433338,199814,111.257202,198673,2.494732,198673,2.474598
199815,200969,(11#)173/2,199819,1785.447,199815,6385.243,200929,2.662124,199815,9.52067059,200391,2710.799571,4.032187516,200969,111.678836,199819,2.494896,199819,2.474771
200970,202124,(11#)87,200971,1794.043,200970,6615.046,202121,2.662112,200970,9.81584623,201546,2724.382699,4.032962872,202123,112.100486,200971,2.495058,200971,2.474943
202125,203279,(11#)175/2,202127,1802.661,202125,6409.378,203279,2.662101,202125,9.46524115,202701,2736.946015,4.032244513,203279,112.523250,202127,2.495218,202127,2.475112
203280,204434,(11#)88,203282,1811.283,203490,6551.721,204431,2.662090,203490,9.62109273,203856,2750.065692,4.032366061,204434,112.946035,203293,2.495378,203293,2.475279
204435,205589,(11#)177/2,204437,1819.861,204435,6584.049,205589,2.662080,204435,9.63121763,205011,2763.310885,4.032684563,205589,113.369210,204437,2.495531,204437,2.475441
205590,206744,(11#)89,205594,1828.483,205590,6575.828,206699,2.662069,205590,9.57392014,206166,2776.280919,4.032615410,206744,113.792776,205603,2.495683,205603,2.475603
206745,207899,(11#)179/2,206749,1837.047,207480,6810.258,207877,2.662058,207480,9.83961511,207321,2788.992365,4.032189617,207899,114.216737,206749,2.495832,206749,2.475760
207900,209054,(11#)90,207902,1845.624,208845,6898.384,209039,2.662047,208845,9.91245622,208476,2802.018759,4.032237191,209054,114.641094,207923,2.495980,207923,2.475918
209055,210209,(11#)181/2,209063,1854.218,209055,6629.364,210209,2.662037,209055,9.51788769,209631,2814.902760,4.032095686,210209,115.065851,209063,2.496122,209063,2.476068
210210,211364,(13#)7,210214,1862.768,210210,7225.097,211349,2.662026,210210,10.32542719,210786,2828.342667,4.032761931,211364,115.491010,210229,2.496265,210229,2.476220
211365,212519,(11#)183/2,211366,1871.299,211365,6766.156,212507,2.662016,211365,9.62536047,211941,2841.053120,4.032400802,212519,115.916574,211369,2.496402,211369,2.476365
212520,213674,(11#)92,212522,1879.853,212520,7002.083,213659,2.662005,212520,9.91560897,213096,2853.991675,4.032380631,213671,116.341437,212557,2.496543,212557,2.476514
213675,214829,(11#)185/2,213676,1888.403,213675,6905.972,214817,2.661995,213675,9.73528747,214251,2866.746897,4.032117952,214828,116.768555,213713,2.496677,213713,2.476657
214830,215984,(11#)93,214831,1896.901,214830,6977.082,215983,2.661985,214830,9.79120150,215406,2879.798618,4.032287259,215984,117.195715,214831,2.496803,214831,2.476792
215985,217139,(11#)187/2,215998,1905.534,215985,7226.450,217121,2.661975,215985,10.09577805,216561,2892.724000,4.032292739,217138,117.622551,216023,2.496937,216023,2.476934
217140,218294,(11#)94,217142,1913.973,217140,6956.344,218287,2.661964,217140,9.67508243,217716,2905.739429,4.032436785,218294,118.050542,217157,2.497062,217157,2.477067
218295,219449,(11#)189/2,218308,1922.584,218295,6835.357,219437,2.661955,218295,9.46471882,218871,2918.349961,4.032034431,219449,118.478583,218357,2.497191,218357,2.477205
219450,220604,(11#)95,219451,1930.967,219450,7269.495,220589,2.661945,219450,10.02143115,220026,2931.655081,4.032604506,220604,118.907044,219451,2.497306,219451,2.477328
220605,221759,(11#)191/2,220613,1939.518,220605,6932.310,221747,2.661935,220605,9.51472718,221181,2944.092904,4.031995401,221759,119.335929,220613,2.497427,220613,2.477457
221760,222914,(11#)96,221762,1947.985,221760,6926.052,222913,2.661925,221760,9.46461322,222336,2957.164822,4.032270220,222914,119.765239,221773,2.497546,221773,2.477584
222915,224069,(11#)193/2,222919,1956.468,223860,7029.716,224069,2.661915,223860,9.53073578,223491,2970.177603,4.032474674,224069,120.194977,222919,2.497660,222919,2.477707
224070,225224,(11#)97,224071,1964.927,224070,7059.921,225223,2.661905,224070,9.56417213,224646,2982.493750,4.031749928,225224,120.625144,224071,2.497773,224071,2.477828
225225,226379,(13#)15/2,225227,1973.408,225225,7654.340,226379,2.661895,225225,10.32492096,225801,2995.653863,4.032180972,226379,121.055744,225227,2.497885,225227,2.477948
226380,227534,(11#)98,226381,1981.868,226380,7046.615,227533,2.661886,226380,9.46447531,226956,3008.620407,4.032360249,227534,121.486778,226381,2.497994,226381,2.478065
227535,228689,(11#)197/2,227537,1990.336,227535,7112.958,228677,2.661877,227535,9.51297687,228111,3021.341005,4.032222655,228688,121.917874,227537,2.498102,227537,2.478180
228690,229844,(11#)99,228692,1998.826,229425,7113.872,229841,2.661867,228690,9.46440904,229266,3034.161714,4.032231879,229844,122.350156,228707,2.498208,228707,2.478295
229845,230999,(11#)199/2,229847,2007.239,229845,7172.997,230999,2.661857,229845,9.51241792,230421,3046.870594,4.032105924,230999,122.782505,229847,2.498310,229847,2.478405
231000,232154,(11#)100,231001,2015.675,232050,7534.170,232153,2.661848,232050,9.91171578,231576,3059.503431,4.031893606,232153,123.214922,231001,2.498411,231001,2.478514
232155,233309,(11#)201/2,232171,2024.220,232155,7307.500,233297,2.661839,232155,9.60991216,232731,3072.398280,4.032039461,233309,123.648533,232171,2.498511,232171,2.478622
233310,234464,(11#)101,233314,2032.580,233415,7515.563,234463,2.661829,233415,9.83879344,233886,3085.146012,4.032003562,234463,124.081840,233323,2.498608,233323,2.478727
234465,235619,(11#)203/2,234467,2040.971,234465,7525.472,235607,2.661820,234465,9.81477062,235041,3097.834647,4.031903181,235618,124.515971,234467,2.498703,234467,2.478829
235620,236774,(11#)102,235621,2049.382,235620,7772.443,236773,2.661811,235620,10.09515643,236196,3110.695717,4.032039043,236774,124.950929,235621,2.498797,235621,2.478931
236775,237929,(11#)205/2,236779,2057.815,236775,7504.146,237929,2.661802,236775,9.70684787,237351,3123.727499,4.032404728,237929,125.385963,236779,2.498888,236779,2.479030
237930,239084,(11#)103,237934,2066.239,237930,7419.198,239081,2.661793,237930,9.55785034,238506,3136.018598,4.031827225,239084,125.821452,237959,2.498980,237959,2.479130
239085,240239,(11#)207/2,239087,2074.606,239085,7727.548,240209,2.661784,239085,9.91478590,239661,3148.630971,4.031678709,240239,126.257397,239087,2.499066,239087,2.479223
240240,241394,(13#)8,240242,2083.017,240240,8079.458,241393,2.661775,240240,10.32445160,240816,3161.652912,4.032064602,241394,126.693801,240257,2.499154,240257,2.479319
241395,242549,(11#)209/2,241412,2091.531,241395,7873.372,242533,2.661766,241395,10.02075765,241971,3174.751608,4.032554401,242549,127.130665,241421,2.499239,241421,2.479411
242550,243704,(11#)105,242551,2099.762,242550,7465.796,243703,2.661757,242550,9.46401883,243126,3186.725438,4.031629132,243704,127.567991,242551,2.499319,242551,2.479500
243705,244859,(11#)211/2,243707,2108.146,243705,7531.411,244859,2.661748,243705,9.50926967,244281,3199.819818,4.032135199,244859,128.005781,243707,2.499401,243707,2.479589
244860,246014,(11#)106,244861,2116.509,244860,7672.894,246011,2.661739,244860,9.64952273,245436,3212.667273,4.032336685,246014,128.444036,244861,2.499480,244861,2.479675
246015,247169,(11#)213/2,246017,2124.881,246015,7664.541,247141,2.661731,246015,9.60108227,246591,3224.712878,4.031546372,247168,128.882380,246017,2.499558,246017,2.479761
247170,248324,(11#)107,247183,2133.319,247170,7657.036,248323,2.661722,247170,9.55402688,247746,3237.457476,4.031644471,248324,129.321952,247183,2.499634,247183,2.479845
248325,249479,(11#)215/2,248342,2141.718,248325,7800.188,249463,2.661714,248325,9.69468979,248901,3250.229896,4.031786683,249479,129.761616,248351,2.499710,248351,2.479928
249480,250634,(11#)108,249497,2150.048,249480,7644.178,250619,2.661705,249480,9.46383210,250056,3263.088570,4.032043952,250634,130.201753,249497,2.499782,249497,2.480007
250635,251789,(11#)217/2,250636,2158.309,250635,7938.421,251789,2.661697,250635,9.79013972,251211,3276.073562,4.032463911,251789,130.642365,250643,2.499852,250643,2.480085
251790,252944,(11#)109,251791,2166.610,252525,7798.519,252937,2.661688,252525,9.55716228,252366,3287.607205,4.031113086,252944,131.083453,251791,2.499922,251791,2.480162
252945,254099,(11#)219/2,252946,2174.958,253890,7878.906,254083,2.661680,253890,9.61205271,253521,3301.167328,4.032258639,254096,131.523872,252949,2.499990,252949,2.480237
254100,255254,(11#)110,254102,2183.291,254100,7762.697,255253,2.661671,254100,9.46371186,254676,3312.959780,4.031254128,255253,131.966683,254119,2.500057,254119,2.480312
255255,270269,(17#)/2,255259,2191.607,255255,9067.342,262144,2.661612,255255,11.01228466,262655,3401.384432,4.031736877,270269,137.758104,255259,2.500121,255259,2.480383
270270,285284,(13#)9,270271,2299.250,270270,8918.277,285283,2.661467,270270,10.32361264,277676,3563.813765,4.031588520,285284,143.634067,270271,2.500836,270271,2.481190
285285,300299,(13#)19/2,285287,2406.057,285285,9881.467,300299,2.661375,285285,10.93048147,292696,3725.011372,4.031488158,300299,149.598189,285287,2.501333,285287,2.481774
300300,315314,(13#)10,300301,2512.038,314160,9895.594,315313,2.661288,300300,10.32287406,307715,3884.925199,4.031295577,315314,155.653447,300301,2.501639,300301,2.482164
315315,330329,(13#)21/2,315334,2617.408,329175,10216.451,330329,2.661205,315315,10.32253710,322735,4043.812282,4.031208149,330329,161.802605,315349,2.501779,315349,2.482384
330330,345344,(13#)11,330331,2721.775,330330,10557.161,345329,2.661127,330330,10.32221960,337754,4201.566920,4.031051847,345343,168.047833,345329,2.501633,345329,2.482388
345345,360359,(13#)23/2,345346,2825.622,345345,11481.766,360337,2.661053,345345,10.81343727,352772,4358.374753,4.030953877,360359,174.392833,360337,2.501378,360337,2.482204
360360,375374,(13#)12,360362,2928.817,373065,12109.762,375373,2.660982,373065,10.68568261,367790,4514.203446,4.030833042,375374,180.838673,375373,2.501016,375373,2.481911
375375,390389,(13#)25/2,375391,3031.474,375375,11757.991,390389,2.660914,375375,10.32135581,382808,4669.144114,4.030730285,390389,187.387995,390389,2.500559,390389,2.481520
390390,405404,(13#)13,390391,3133.369,390390,12153.648,405401,2.660850,390390,10.32109578,397826,4823.259916,4.030660352,405404,194.042938,405401,2.500015,405401,2.481040
405405,420419,(13#)27/2,405407,3234.819,405405,12547.093,420419,2.660788,405405,10.32084621,412844,4976.495499,4.030544137,420419,200.805569,420419,2.499390,420419,2.480478
420420,435434,(13#)14,420421,3335.726,431970,12944.117,435427,2.660728,420420,10.32060646,427861,5128.928394,4.030419412,435434,207.677896,435427,2.498693,435427,2.479840
435435,450449,(13#)29/2,435437,3436.140,435435,13821.603,450431,2.660671,435435,10.70261344,442878,5280.716907,4.030381458,450448,214.661408,450431,2.497927,450431,2.479133
450450,465464,(13#)15,450451,3536.055,451605,14079.831,465463,2.660617,451605,10.57131934,457895,5431.716508,4.030292614,465464,221.759425,465463,2.497096,465463,2.478360
465465,480479,(13#)31/2,465469,3635.531,465465,14587.573,480463,2.660564,465465,10.67580632,472912,5581.988179,4.030181652,480479,228.972419,480463,2.496209,480463,2.477527
480480,495494,(13#)16,480484,3734.570,480480,14485.381,495491,2.660513,480480,10.31974148,487929,5731.672653,4.030130253,495494,236.302708,495491,2.495264,495491,2.476637
495495,510509,(13#)33/2,495511,3833.194,504735,15356.024,510481,2.660464,504735,10.49286298,502946,5880.639009,4.030027278,510509,243.752114,510481,2.494270,510481,2.475695
510510,525524,(17#),510518,3931.319,510510,16265.058,524288,2.660415,510510,11.00731275,517963,6029.083728,4.029992365,525524,251.322439,525517,2.493223,525517,2.474701
525525,540539,(13#)35/2,525529,4029.039,533715,15924.334,540539,2.660371,533715,10.37804023,532979,6176.810784,4.029878868,540539,259.015470,540539,2.492131,540539,2.473659
540540,555554,(13#)18,540541,4126.394,540540,16005.382,555523,2.660326,540540,10.31899420,547996,6324.087421,4.029849740,555554,266.832978,555523,2.490997,555523,2.472575
555555,570569,(13#)37/2,555557,4223.401,569415,16961.704,570569,2.660283,555555,10.61364589,563012,6470.697733,4.029752817,570569,274.776722,570569,2.489817,570569,2.471443
570570,585584,(13#)19,570574,4320.068,570570,17742.145,585581,2.660242,570570,10.92563636,578028,6616.880701,4.029727308,585584,282.848454,585581,2.488599,585581,2.470273
585585,600599,(13#)39/2,585587,4416.329,596505,17371.474,600577,2.660201,585585,10.31849508,593044,6762.446743,4.029645472,600598,291.049370,600577,2.487344,600577,2.469065
600600,615614,(13#)20,600601,4512.272,608685,17905.428,615607,2.660162,608685,10.43685650,608061,6907.519268,4.029574131,615614,299.382861,615607,2.486049,615607,2.467816
615615,630629,(13#)41/2,615617,4607.898,615615,18331.261,630613,2.660123,615615,10.58275446,623077,7052.118345,4.029515339,630628,307.848447,630613,2.484721,630613,2.466533
630630,645644,(13#)21,630659,4703.369,636405,18504.641,645641,2.660086,636405,10.38542014,638093,7196.287334,4.029484277,645644,316.450119,645641,2.483357,645641,2.465213
645645,660659,(13#)43/2,645647,4798.188,645645,19065.005,660659,2.660050,645645,10.56955020,653109,7339.911967,4.029409407,660659,325.187910,660659,2.481960,660659,2.463860
660660,675674,(13#)22,660661,4892.870,672945,19192.320,675643,2.660015,660660,10.31775367,668125,7483.091343,4.029340106,675674,329.347732,667013,2.481359,667013,2.463277
675675,690689,(13#)45/2,675706,4987.467,680295,19535.852,690689,2.659980,680295,10.35943223,683141,7625.853692,4.029284411,690689,330.071630,675713,2.483072,675713,2.464997
690690,705704,(13#)23,690692,5081.408,690690,20648.093,705689,2.659947,690690,10.80879355,698157,7768.294780,4.029284642,705703,330.789220,690719,2.485936,690719,2.467871
705705,720719,(13#)47/2,705706,5175.218,705705,20519.540,720703,2.659914,705705,10.54662963,713172,7910.161178,4.029203343,720719,331.500845,705713,2.488687,705713,2.470633
720720,735734,(13#)24,720724,5268.810,726495,20693.235,735733,2.659882,726495,10.37613560,728188,8051.681726,4.029154534,735734,332.206556,720743,2.491340,720743,2.473298
735735,750749,(13#)49/2,735739,5362.076,746130,21791.074,750749,2.659851,746130,10.68115151,743204,8192.797868,4.029102586,750749,332.906580,735739,2.493889,735739,2.475858
750750,765764,(13#)25,750769,5455.205,750750,21159.128,765763,2.659821,750750,10.31698454,758220,8333.526786,4.029051367,765764,333.601092,750769,2.496352,750769,2.478332
765765,780779,(17#)3/2,765767,5547.885,765765,22953.594,780733,2.659791,765765,11.00465781,773236,8473.913968,4.029017993,780779,334.290256,765767,2.498721,765767,2.480712
780780,795794,(13#)26,780782,5640.439,780780,21877.961,795793,2.659762,780780,10.31675112,788251,8613.858307,4.028950340,795794,334.974227,780799,2.501013,780799,2.483016
795795,810809,(13#)53/2,795797,5732.723,795795,22671.941,810809,2.659733,795795,10.51892550,803267,8753.546510,4.028932038,810809,335.653156,795797,2.503222,795797,2.485235
810810,825824,(13#)27,810814,5824.814,823515,22744.130,825821,2.659705,810810,10.31652871,818283,8892.843079,4.028895494,825824,336.327184,810814,2.505362,810814,2.487387
825825,840839,(13#)55/2,825827,5916.622,825825,22949.249,840839,2.659678,825825,10.31642083,833298,9031.804441,4.028863403,840839,336.996447,825827,2.507425,825827,2.489461
840840,855854,(13#)28,840841,6008.227,844305,23424.492,855851,2.659651,844305,10.33306561,848314,9170.298818,4.028774824,855854,337.661074,840841,2.509424,840841,2.491471
855855,870869,(13#)57/2,855857,6099.623,855855,25050.780,870853,2.659625,855855,10.92304735,863329,9308.610563,4.028752210,870869,338.321190,855857,2.511360,855857,2.493418
870870,885884,(13#)29,870871,6190.793,870870,24902.110,885883,2.659600,870870,10.69818857,878345,9446.558594,4.028712158,885884,338.976914,870871,2.513235,870871,2.495304
885885,900899,(13#)59/2,885889,6281.776,885885,24793.020,900869,2.659574,885885,10.49699368,893360,9584.324369,4.028728670,900899,339.628359,885889,2.515052,885889,2.497133
900900,915914,(13#)30,900902,6372.536,903210,25374.612,915911,2.659550,903210,10.56697357,908376,9721.504662,4.028630039,915913,340.275590,900917,2.516816,900917,2.498908
915915,930929,(13#)61/2,915917,6463.078,915915,25493.730,930911,2.659525,915915,10.49066203,923391,9858.600107,4.028623331,930928,340.918800,915917,2.518524,915917,2.500627
930930,945944,(13#)31,930931,6553.430,930930,26295.870,945943,2.659502,930930,10.67143888,938407,9995.230930,4.028549164,945943,341.558043,930931,2.520184,930931,2.502298
945945,960959,(13#)63/2,945949,6643.611,945945,25769.039,960941,2.659478,945945,10.31563219,953422,10131.703031,4.028529725,960958,342.193418,945949,2.521797,945949,2.503921
960960,975974,(13#)32,960961,6733.566,960960,26118.050,975967,2.659455,960960,10.31554150,968438,10267.939639,4.028530085,975974,342.825058,960961,2.523363,960961,2.505498
975975,990989,(13#)65/2,975977,6823.357,975975,26466.281,990989,2.659433,975975,10.31545274,983453,10403.733690,4.028467524,990989,343.452968,975977,2.524885,975977,2.507031
990990,1006004,(13#)33,991009,6913.060,990990,26813.855,1006003,2.659411,990990,10.31536589,998469,10539.281307,4.028417807,1006004,344.077276,991009,2.526367,991009,2.508524
1006005,1021019,(13#)67/2,1006007,7002.380,1009470,27698.470,1021019,2.659389,1009470,10.48862638,1013484,10674.587669,4.028380384,1021019,344.698065,1006007,2.527806,1006007,2.509974
1021020,1036034,(17#)2,1021036,7091.735,1021020,29340.649,1036027,2.659368,1021020,11.00287541,1028500,10809.774812,4.028398061,1036034,345.315413,1021043,2.529210,1021043,2.511389
1036035,1051049,(13#)69/2,1036039,7180.705,1036035,29178.615,1048576,2.659347,1036035,10.80630875,1043515,10944.469597,4.028329961,1051049,345.929397,1036039,2.530574,1036039,2.512762
1051050,1066064,(13#)35,1051051,7269.586,1051050,28197.162,1066063,2.659326,1051050,10.31503181,1058530,11079.029755,4.028307885,1066064,346.540091,1051051,2.531903,1051051,2.514102
1066065,1081079,(13#)71/2,1066067,7358.323,1066065,28954.944,1081079,2.659306,1066065,10.46444377,1073546,11213.270018,4.028261949,1081079,347.147566,1066067,2.533199,1066067,2.515409
1081080,1096094,(13#)36,1081082,7446.902,1081080,28884.854,1096079,2.659286,1081080,10.31487264,1088561,11347.362757,4.028252612,1096094,347.751891,1081097,2.534464,1081097,2.516684
1096095,1111109,(13#)73/2,1096097,7535.291,1096095,29639.381,1111091,2.659266,1096095,10.46007390,1103576,11481.177881,4.028231385,1111109,348.353132,1096097,2.535694,1096097,2.517924
1111110,1126124,(13#)37,1111114,7623.560,1119195,30804.190,1126093,2.659247,1119195,10.67872565,1118592,11614.557120,4.028142870,1126124,348.951353,1111114,2.536898,1111114,2.519139
1126125,1141139,(13#)75/2,1126154,7711.791,1138830,30622.878,1141139,2.659227,1138830,10.45890051,1133607,11748.010718,4.028162763,1141139,349.546616,1126159,2.538070,1126159,2.520321
1141140,1156154,(13#)38,1141148,7799.612,1141140,32032.328,1156151,2.659209,1141140,10.92130907,1148622,11881.124574,4.028145368,1156154,350.138981,1141171,2.539214,1141171,2.521475
1156155,1171169,(13#)77/2,1156157,7887.328,1156155,30593.201,1171133,2.659190,1156155,10.31449679,1163638,12013.948465,4.028107716,1171169,350.728506,1156157,2.540330,1156157,2.522600
1171170,1186184,(13#)39,1171174,7974.982,1171170,30933.120,1186181,2.659172,1171170,10.31442529,1178653,12146.501430,4.028055812,1186184,351.315247,1171189,2.541422,1171189,2.523703
1186185,1201199,(13#)79/2,1186204,8062.563,1186185,31678.547,1201183,2.659154,1186185,10.44830720,1193668,12278.947679,4.028042737,1201196,351.899142,1186217,2.542489,1186217,2.524780
1201200,1216214,(13#)40,1201201,8149.766,1201200,31611.191,1216213,2.659136,1201200,10.31428458,1208684,12411.142980,4.028019201,1216213,352.480555,1201201,2.543529,1201201,2.525830
1216215,1231229,(13#)81/2,1216216,8237.012,1217370,32342.915,1231229,2.659119,1217370,10.43276504,1223699,12543.141989,4.028002081,1231229,353.059301,1216249,2.544550,1216249,2.526860
1231230,1246244,(13#)41,1231231,8324.008,1231230,33114.913,1246243,2.659101,1231230,10.57861374,1238714,12674.814200,4.027948855,1246244,353.635433,1231231,2.545544,1231231,2.527864
1246245,1261259,(13#)83/2,1246247,8410.925,1246245,33026.891,1261259,2.659084,1246245,10.44141593,1253730,12806.452305,4.027951637,1261259,354.209036,1246247,2.546519,1246247,2.528848
1261260,1276274,(13#)42,1261261,8497.694,1272810,33436.397,1276271,2.659067,1272810,10.38137721,1268745,12937.614270,4.027870312,1276274,354.780157,1261261,2.547472,1261261,2.529811
1276275,1291289,(17#)5/2,1276279,8584.350,1276275,35516.539,1291271,2.659051,1276275,11.00154720,1283760,13068.956406,4.027908625,1291288,355.348803,1276279,2.548405,1276279,2.530753
1291290,1306304,(13#)43,1291294,8670.869,1291290,34452.620,1306289,2.659035,1291290,10.56544487,1298775,13199.733199,4.027834622,1306304,355.915132,1291313,2.549319,1291313,2.531677
1306305,1321319,(13#)87/2,1306306,8757.226,1306305,35225.369,1321319,2.659018,1306305,10.69581686,1313791,13330.716062,4.027883809,1321319,356.479072,1306313,2.550213,1306313,2.532580
