DECADE,n_0,C_min,Npred_0,Cpred_min,n_1,C_max,Npred_1,Cpred_max,n_geom,C_avg,Cpred_avg
(17#)12,6175451,2.603294,6381371,2.65703900,6126120,10.958300,6126120,10.99335334,6252445,4.023551,4.02486326
(17#)25/2,6634582,2.604438,6636611,2.65699600,6561555,11.429827,6561555,11.43183220,6507751,4.022335,4.02479810
(17#)13,6670333,2.604986,6891883,2.65695400,6636630,10.980666,6636630,10.99298213,6763053,4.021064,4.02473123
(17#)27/2,6924206,2.610703,7147139,2.65691300,6891885,10.959842,6891885,10.99280847,7018352,4.022450,4.02466845
(17#)14,7376626,2.610535,7402363,2.65687500,7147140,10.983079,7147140,10.99264193,7273647,4.023505,4.02460821
(17#)29/2,7515967,2.611962,7657613,2.65683800,7402395,11.421215,7402395,11.39961102,7528940,4.022993,4.02455322
(17#)15,7808617,2.611891,7912889,2.65680200,7657650,10.989580,7657650,10.99232835,7784231,4.023149,4.02449553
(17#)31/2,8143934,2.607556,8168117,2.65676700,7912905,11.339395,7912905,11.37122102,8039519,4.023468,4.02444648
(17#)16,8377064,2.615094,8388608,2.65673800,8273265,11.322354,8273265,11.31527384,8294805,4.023740,4.02439130
(17#)33/2,8527412,2.609130,8678669,2.65670200,8580495,11.190130,8580495,11.17655382,8550090,4.024240,4.02434302
(17#)17,8870593,2.615707,8933917,2.65667100,8843835,11.289899,8843835,11.28709838,8805372,4.023323,4.02429482
(17#)35/2,9121549,2.613892,9189157,2.65664000,8933925,10.957271,8933925,10.99163805,9060653,4.022226,4.02424841
(17#)18,9307022,2.615493,9444403,2.65661100,9189180,10.992908,9189180,10.99151340,9315933,4.022797,4.02420328
(17#)37/2,9601418,2.616651,9699667,2.65658300,9444435,11.317320,9444435,11.30543243,9571211,4.022829,4.02415900
