DECADE,n_0,C_min,Npred_0,Cpred_min,n_1,C_max,Npred_1,Cpred_max,n_geom,C_avg,Cpred_avg
(11#)25,58789,2.355012,58901,2.66479800,58695,9.539198,58695,9.52932283,58324,4.009461,4.03652932
(11#)51/2,59074,2.411060,60041,2.66475100,58905,10.142189,58905,10.10632240,59479,4.004974,4.03613277
(13#)2,61058,2.418361,61211,2.66470200,60060,10.288579,60060,10.33582324,60634,4.021213,4.03645577
(11#)53/2,61444,2.421746,62351,2.66465700,61215,9.645349,61215,9.66011306,61789,4.027165,4.03644536
(11#)27,63421,2.436905,63521,2.66461400,62790,9.835401,62790,9.74482144,62944,4.027227,4.03638674
(11#)55/2,64198,2.443219,64679,2.66456900,64155,9.503376,64155,9.50839434,64099,4.042465,4.03640078
(11#)28,65336,2.468498,65536,2.66449600,64680,9.447565,64680,9.47387515,65254,4.025187,4.03591714
(11#)57/2,66602,2.429966,66977,2.66448600,65835,9.775358,65835,10.03100388,66409,4.022208,4.03592961
(11#)29,67904,2.413565,68141,2.66444500,66990,9.806397,66990,9.82445943,67565,4.014983,4.03611239
(11#)59/2,69239,2.447118,69263,2.66440500,68145,9.553680,68145,9.63964334,68720,4.021830,4.03596731
(11#)30,69911,2.449157,70451,2.66436400,69615,10.095145,69615,9.92108617,69875,4.013554,4.03602174
(11#)61/2,70544,2.431070,71597,2.66432700,70455,9.493966,70455,9.63372183,71030,4.017318,4.03577902
(11#)31,71633,2.358847,72763,2.66428800,71610,9.744888,71610,9.79968688,72185,4.013949,4.03586419
(11#)63/2,73016,2.438849,73907,2.66425100,73185,9.469595,72765,9.47289828,73340,4.017545,4.03560000
(11#)32,74716,2.474061,75041,2.66421700,73920,9.405647,73920,9.47276386,74495,4.011600,4.03564071
(13#)5/2,75968,2.467098,76213,2.66418100,75075,10.186498,75075,10.33378523,75650,4.009473,4.03541024
(11#)33,77144,2.383605,77383,2.66414400,76230,9.455901,76230,9.47251671,76805,4.011181,4.03577049
(11#)67/2,78427,2.494035,78539,2.66410900,77805,9.767826,77805,9.84719137,77960,4.011397,4.03503252
(11#)34,79312,2.406904,79693,2.66407700,78540,10.054790,78540,10.10375340,79115,4.010841,4.03566212
(11#)69/2,79784,2.452666,80849,2.66404400,79695,9.826196,79695,9.92320502,80270,4.009339,4.03593022
(11#)35,81749,2.460417,82003,2.66401000,80850,9.539833,80850,9.47203871,81425,4.023757,4.03507986
(11#)71/2,82252,2.460452,83137,2.66398000,82005,9.591568,82005,9.60919834,82580,4.022988,4.03514226
(11#)36,84046,2.459958,84313,2.66394800,83160,9.450770,83160,9.47180737,83735,4.018975,4.03503737
(11#)73/2,84562,2.471941,85469,2.66391600,84630,9.473560,84630,9.62013006,84890,4.010615,4.03550395
(11#)37,86248,2.426071,86599,2.66388500,85470,9.638199,85470,9.74220918,86045,4.012185,4.03544605
(11#)75/2,87316,2.472748,87767,2.66385500,86625,9.633766,86625,9.47148493,87200,4.016880,4.03463489
(11#)38,88498,2.433762,88919,2.66382500,87780,9.960052,87780,10.02851528,88355,4.017290,4.03552541
(11#)77/2,89459,2.383150,90089,2.66379700,88935,9.479594,88935,9.47127161,89510,4.013390,4.03430690
(13#)3,90526,2.492321,91243,2.66376700,90090,10.384689,90090,10.33218950,90665,4.019602,4.03556101
(11#)79/2,92357,2.434532,92399,2.66373900,91245,9.527128,91245,9.59407381,91820,4.027853,4.03524774
(11#)40,92656,2.473194,93553,2.66371200,92820,9.906542,92820,9.91865121,92975,4.027672,4.03457811
(11#)81/2,94228,2.450231,94709,2.66368500,94185,9.749013,94185,9.74141833,94130,4.033261,4.03492762
(11#)41,95467,2.446013,95857,2.66365800,94710,9.931640,94710,9.71362050,95285,4.031047,4.03473426
(11#)83/2,96361,2.470995,97007,2.66363100,95865,9.558347,95865,9.58760698,96440,4.023644,4.03546693
(11#)42,97684,2.508166,98143,2.66360500,97020,9.523987,97020,9.47058789,97595,4.022244,4.03388100
(11#)85/2,98764,2.453349,99317,2.66357900,98175,9.980537,98175,10.10186193,98750,4.019603,4.03457480
(11#)43,99581,2.468655,100483,2.66355300,99330,9.799166,99330,9.70139408,99905,4.024129,4.03462256
(11#)87/2,101467,2.483060,101627,2.66352800,100485,9.943739,100485,9.82107121,101060,4.027807,4.03496879
(11#)44,102352,2.491281,102793,2.66350400,101745,9.570069,101745,9.62620237,102215,4.036172,4.03464759
(11#)89/2,103214,2.468903,103919,2.66347900,103740,9.777616,103740,9.84482054,103370,4.031097,4.03470217
(11#)45,104056,2.467765,105097,2.66345500,103950,9.396709,103950,9.47005704,104525,4.026614,4.03394933
(13#)7/2,105883,2.452749,106243,2.66343000,105105,10.369661,105105,10.33087844,105680,4.026356,4.03448692
(11#)46,106298,2.480088,107377,2.66340800,106260,9.973710,106260,9.92083173,106835,4.024832,4.03463677
(11#)93/2,107684,2.498534,108557,2.66338500,107415,9.850016,107415,9.79634681,107990,4.023421,4.03451494
(11#)47,109717,2.499467,109721,2.66336100,108570,9.594725,108570,9.68016198,109145,4.024285,4.03439941
(11#)95/2,110281,2.415536,110879,2.66333800,109725,9.977625,109725,10.02668062,110300,4.018552,4.03458149
(11#)48,111058,2.464714,112031,2.66331500,110880,9.317023,111930,9.53571186,111456,4.018080,4.03401538
(11#)97/2,112681,2.478536,113189,2.66329400,112035,9.647747,112035,9.56915994,112611,4.008850,4.03454060
(11#)49,113389,2.460935,114343,2.66327100,113190,9.403366,113190,9.46940676,113766,4.007609,4.03420643
(11#)99/2,115426,2.500222,115499,2.66325000,114345,9.486057,114345,9.46932977,114921,4.008934,4.03408641
(11#)50,116371,2.460027,116639,2.66322900,116025,9.850348,116025,9.91685549,116076,4.006627,4.03434063
(11#)101/2,116728,2.402456,117809,2.66320800,116655,9.628890,116655,9.56482404,117231,4.001487,4.03381303
(11#)51,118894,2.444233,118931,2.66318700,117810,10.147713,117810,10.10037850,118386,4.004457,4.03457748
(11#)103/2,119458,2.462122,120103,2.66316600,118965,9.524198,118965,9.56278420,119541,4.004474,4.03352142
(13#)4,121234,2.463828,121271,2.66314600,120120,10.204359,120120,10.32977036,120696,4.012186,4.03411071
(11#)105/2,121612,2.502568,122401,2.66312700,121485,9.274371,121275,9.46888443,121851,4.010717,4.03430314
(11#)53,123059,2.504951,123583,2.66310600,122430,9.681245,122430,9.65447974,123006,4.013154,4.03395887
(11#)107/2,124447,2.517146,124739,2.66308600,123585,9.526135,123585,9.55892504,124161,4.019512,4.03383925
(11#)54,125479,2.491172,125887,2.66306700,125580,9.672570,125580,9.73915681,125316,4.024609,4.03417049
(11#)109/2,126397,2.546025,127037,2.66304800,126945,9.590620,126945,9.61695694,126471,4.024588,4.03384589
(11#)55,127189,2.428594,128203,2.66302800,127050,9.418726,127050,9.46854111,127626,4.016761,4.03355726
(11#)111/2,129263,2.490514,129347,2.66301000,128205,9.680654,128205,9.73900177,128781,4.025668,4.03382357
(11#)56,130307,2.503745,130513,2.66299200,129675,9.747662,129675,9.84307178,129936,4.027098,4.03421811
(11#)113/2,131641,2.512217,131072,2.66296200,130515,9.436153,130515,9.55363966,131091,4.022806,4.03360691
(11#)57,131888,2.478781,132817,2.66295500,131670,9.975189,131670,10.02523467,132246,4.023545,4.03379543
(11#)115/2,133174,2.475614,133979,2.66293600,132825,9.928326,132825,9.91908007,133401,4.024300,4.03402587
(11#)58,134087,2.503206,135131,2.66291800,133980,9.877920,133980,9.81881880,134556,4.021612,4.03312546
(13#)9/2,135802,2.501586,136277,2.66290100,135135,10.080482,135135,10.32881851,135711,4.017535,4.03414187
(11#)59,136649,2.492808,137443,2.66288300,136290,9.615574,136290,9.63412971,136866,4.015958,4.03305575
(11#)119/2,137587,2.515309,138599,2.66286600,137445,10.004697,137445,10.09915967,138021,4.020978,4.03401920
(11#)60,139511,2.466330,139753,2.66284900,139230,9.922095,139230,9.91544010,139176,4.029398,4.03395778
(11#)121/2,140009,2.495139,140909,2.66283200,139755,9.597896,139755,9.46783811,140331,4.036050,4.03347728
(11#)61,141676,2.498497,142061,2.66281500,140910,9.688002,140910,9.62825168,141486,4.031334,4.03313871
(11#)123/2,142258,2.505830,143197,2.66279900,142065,9.626506,142065,9.71048346,142641,4.027764,4.03354567
(11#)62,143896,2.509536,144349,2.66278300,143220,9.782290,143220,9.79413135,143796,4.023193,4.03357687
(11#)125/2,145144,2.491578,145517,2.66276600,144690,9.445858,144690,9.47771452,144951,4.017469,4.03390823
(11#)63,146176,2.504029,146683,2.66274900,145530,9.559754,145530,9.46754688,146106,4.018640,4.03335961
(11#)127/2,147401,2.521313,147827,2.66273300,146685,9.427700,146685,9.54322957,147261,4.024243,4.03338246
(11#)64,148696,2.533538,148991,2.66271700,148785,9.465593,147840,9.46743083,148416,4.024348,4.03370130
(11#)129/2,149846,2.509766,150131,2.66270200,148995,9.755420,148995,9.69828626,149571,4.023152,4.03268328
(13#)5,150292,2.507348,151303,2.66268600,150150,10.404410,150150,10.32798717,150726,4.026363,4.03359878
(11#)131/2,151909,2.518866,152459,2.66267000,151305,9.533532,151515,9.56069720,151881,4.021994,4.03347809
(11#)66,152914,2.505061,153611,2.66265500,152460,9.548055,152460,9.46720970,153036,4.028740,4.03304603
(11#)133/2,154702,2.506776,154769,2.66264000,153615,9.982228,153615,10.02404704,154191,4.034701,4.03344125
(11#)67,155816,2.502854,155921,2.66262500,155610,9.831406,155610,9.84169818,155346,4.026774,4.03345921
(11#)135/2,156007,2.496651,157061,2.66261100,156975,9.734691,156975,9.73748674,156501,4.022407,4.03325845
(11#)68,157901,2.486203,158233,2.66259500,157080,10.192158,157080,10.09812943,157656,4.021694,4.03288695
(11#)137/2,158419,2.533724,159389,2.66258100,158235,9.702694,158340,9.63906561,158811,4.016326,4.03309624
(11#)69,159407,2.542242,160541,2.66256600,159390,9.906918,159390,9.91769910,159966,4.018280,4.03341445
(11#)139/2,161659,2.491347,161683,2.66255100,160545,9.496763,160545,9.53594422,161121,4.019692,4.03316814
(11#)70,162353,2.507294,162853,2.66253800,162435,9.943426,162435,9.91427750,162276,4.017758,4.03345693
(11#)141/2,163297,2.519915,163997,2.66252300,162855,9.628458,162855,9.67711174,163431,4.019354,4.03301957
(11#)71,164954,2.477786,165161,2.66250900,164010,9.663285,164010,9.60389037,164586,4.016191,4.03249263
(13#)11/2,165701,2.520785,166319,2.66249500,165165,10.334154,165165,10.32724606,165741,4.022623,4.03349955
(11#)72,166351,2.526473,167471,2.66248100,166320,9.346217,166320,9.46659105,166896,4.022411,4.03295793
(11#)145/2,167809,2.490909,168629,2.66246800,167475,9.658814,167475,9.81715484,168051,4.024999,4.03298821
(11#)73,168814,2.509419,169783,2.66245400,169260,9.549773,169575,9.62237255,169206,4.022035,4.03334956
(11#)147/2,170539,2.495056,170927,2.66244000,169785,9.583279,169785,9.46644780,170361,4.024957,4.03296982
(11#)74,171694,2.497959,172093,2.66242700,170940,9.716039,170940,9.73686678,171516,4.023541,4.03317016
(11#)149/2,172849,2.504239,173249,2.66241400,172095,9.556952,172095,9.53074787,172671,4.022166,4.03278915
(11#)75,174214,2.457750,174389,2.66240100,173250,9.416377,173250,9.46630613,173826,4.020945,4.03252202
(11#)151/2,174814,2.514062,175543,2.66238700,174405,9.534762,174405,9.52979147,174981,4.018592,4.03299889
(11#)76,176551,2.496728,176713,2.66237500,175560,9.990681,175560,10.02304749,176136,4.015699,4.03310280
(11#)153/2,177841,2.524335,177841,2.66236200,176715,10.022134,176715,10.09724336,177291,4.022440,4.03266880
(11#)77,178898,2.502055,179021,2.66234900,177870,9.435338,177870,9.46612223,178446,4.028049,4.03293097
(11#)155/2,179083,2.529322,180179,2.66233600,179025,9.972932,179025,9.79249350,179601,4.028028,4.03245573
(13#)6,180379,2.501151,181303,2.66232400,180180,10.364905,180180,10.32657872,180756,4.026469,4.03308453
(11#)157/2,181919,2.535068,182489,2.66231100,181545,9.757087,181545,9.84056942,181911,4.027196,4.03279842
(11#)79,182519,2.515243,183637,2.66229900,182910,9.439351,182490,9.58887822,183066,4.023990,4.03277293
(11#)159/2,184696,2.506373,184777,2.66228700,183645,9.631844,183645,9.65150593,184221,4.028325,4.03316325
(11#)80,185578,2.512282,185951,2.66227400,185640,9.865567,185640,9.91329877,185376,4.023577,4.03271149
(11#)161/2,187024,2.533868,187091,2.66226200,185955,9.899162,185955,9.91656461,186531,4.016996,4.03272852
(11#)81,187471,2.522543,188261,2.66225000,187110,9.429049,187110,9.46577079,187686,4.022741,4.03246882
(11#)163/2,189094,2.510677,189407,2.66223800,188370,9.673949,188370,9.73617373,188841,4.024257,4.03283205
(11#)82,189817,2.521375,190573,2.66222600,189420,9.728915,189420,9.70839418,189996,4.023997,4.03259830
(11#)165/2,191626,2.523077,191717,2.66221500,190575,9.428381,190575,9.46564238,191151,4.017656,4.03265607
(11#)83,191768,2.509171,192883,2.66220200,191730,9.476543,191730,9.58246195,192306,4.012280,4.03277419
(11#)167/2,193639,2.501153,194027,2.66219100,193830,9.497729,192885,9.52292833,193461,4.015177,4.03286044
(11#)84,194767,2.519507,195193,2.66218000,194040,9.452465,194040,9.46551863,194616,4.016524,4.03170422
(13#)13/2,195751,2.518018,196337,2.66216800,195195,10.211602,195195,10.32597584,195771,4.014185,4.03251936
(11#)85,197402,2.512439,197479,2.66215700,196350,10.043303,196350,10.09646852,196926,4.014717,4.03298337
(11#)171/2,198046,2.523633,198659,2.66214500,197505,9.976166,197505,10.02218719,198081,4.013609,4.03281666
(11#)86,199021,2.495353,199813,2.66213400,198660,9.526064,198660,9.69621990,199236,4.008516,4.03243334
(11#)173/2,200899,2.517394,200929,2.66212400,199815,9.474086,199815,9.52067059,200391,4.008258,4.03218752
(11#)87,201904,2.515768,202121,2.66211200,200970,9.769778,200970,9.81584623,201546,4.010611,4.03296287
(11#)175/2,203128,2.520731,203279,2.66210100,202125,9.475020,202125,9.46524115,202701,4.013349,4.03224451
(11#)88,203417,2.508934,204431,2.66209000,203490,9.433536,203490,9.62109273,203856,4.014284,4.03236606
(11#)177/2,204928,2.464243,205589,2.66208000,204435,9.636996,204435,9.63121763,205011,4.012588,4.03268456
(11#)89,205924,2.529874,206699,2.66206900,205590,9.513021,205590,9.57392014,206166,4.013633,4.03261541
(11#)179/2,206984,2.513240,207877,2.66205800,207480,9.830574,207480,9.83961511,207321,4.014391,4.03218962
(11#)90,208129,2.513207,209039,2.66204700,208845,9.960760,208845,9.91245622,208476,4.013153,4.03223719
(11#)181/2,209362,2.520880,210209,2.66203700,209055,9.375229,209055,9.51788769,209631,4.015080,4.03209569
(13#)7,210557,2.506060,211349,2.66202600,210210,10.112352,210210,10.32542719,210786,4.016649,4.03276193
(11#)183/2,211459,2.494267,212507,2.66201600,211575,9.679683,211365,9.62536047,211941,4.018067,4.03240080
(11#)92,212644,2.547725,213659,2.66200500,212520,9.909827,212520,9.91560897,213096,4.023933,4.03238063
(11#)185/2,213784,2.541986,214817,2.66199500,213675,9.763521,213675,9.73528747,214251,4.023164,4.03211795
(11#)93,215854,2.563496,215983,2.66198500,214830,9.694257,214830,9.79120150,215406,4.028561,4.03228726
(11#)187/2,216917,2.525146,217121,2.66197500,215985,10.120296,215985,10.09577805,216561,4.025375,4.03229274
(11#)94,217697,2.481485,218287,2.66196400,217140,9.669040,217140,9.67508243,217716,4.028236,4.03243678
(11#)189/2,219311,2.546183,219437,2.66195500,218295,9.584691,218295,9.46471882,218871,4.029538,4.03203443
(11#)95,220453,2.532386,220589,2.66194500,219450,9.972499,219450,10.02143115,220026,4.028400,4.03260451
(11#)191/2,221332,2.526687,221747,2.66193500,220605,9.681749,220605,9.51472718,221181,4.032678,4.03199540
(11#)96,222634,2.538822,222913,2.66192500,221760,9.464542,221760,9.46461322,222336,4.028821,4.03227022
(11#)193/2,223469,2.547178,224069,2.66191500,222915,9.518735,223860,9.53073578,223491,4.029912,4.03247467
(11#)97,225002,2.551522,225223,2.66190500,224070,9.642852,224070,9.56417213,224646,4.029917,4.03174993
(13#)15/2,225892,2.548480,226379,2.66189500,225225,10.386511,225225,10.32492096,225801,4.033492,4.03218097
(11#)98,227251,2.549104,227533,2.66188600,226380,9.517374,226380,9.46447531,226956,4.028911,4.03236025
(11#)197/2,228097,2.525164,228677,2.66187700,227535,9.543793,227535,9.51297687,228111,4.029162,4.03222265
(11#)99,229234,2.519971,229841,2.66186700,229425,9.326458,228690,9.46440904,229266,4.029957,4.03223188
(11#)199/2,230848,2.518411,230999,2.66185700,229845,9.513749,229845,9.51241792,230421,4.030768,4.03210592
(11#)100,231643,2.524351,232153,2.66184800,232050,10.035155,232050,9.91171578,231576,4.031054,4.03189361
(11#)201/2,232189,2.532524,233297,2.66183900,232155,9.673694,232155,9.60991216,232731,4.030269,4.03203946
(11#)101,233978,2.534564,234463,2.66182900,233415,9.988605,233415,9.83879344,233886,4.032269,4.03200356
(11#)203/2,235028,2.506846,235607,2.66182000,234465,9.904145,234465,9.81477062,235041,4.033860,4.03190318
(11#)102,236092,2.538865,236773,2.66181100,235620,10.006261,235620,10.09515643,236196,4.033353,4.03203904
(11#)205/2,237883,2.566648,237929,2.66180200,236775,9.696311,236775,9.70684787,237351,4.036423,4.03240473
(11#)103,238892,2.539570,239081,2.66179300,237930,9.615567,237930,9.55785034,238506,4.033324,4.03182722
(11#)207/2,239857,2.497741,240209,2.66178400,239085,9.851214,239085,9.91478590,239661,4.034302,4.03167871
(13#)8,241393,2.514952,241393,2.66177500,240240,10.373704,240240,10.32445160,240816,4.027116,4.03206460
(11#)209/2,242119,2.534017,242533,2.66176600,241395,10.115740,241395,10.02075765,241971,4.027936,4.03255440
(11#)105,243043,2.536059,243703,2.66175700,242550,9.507377,242550,9.46401883,243126,4.026508,4.03162913
(11#)211/2,243736,2.522425,244859,2.66174800,244335,9.436526,243705,9.50926967,244281,4.028880,4.03213520
(11#)106,245587,2.544113,246011,2.66173900,244860,9.572942,244860,9.64952273,245436,4.030160,4.03233668
(11#)213/2,246518,2.561050,247141,2.66173100,246015,9.602910,246015,9.60108227,246591,4.023919,4.03154637
(11#)107,247868,2.534405,248323,2.66172200,247170,9.447924,247170,9.55402688,247746,4.019882,4.03164447
(11#)215/2,248867,2.548208,249463,2.66171400,248325,9.614912,248325,9.69468979,248901,4.018629,4.03178668
(11#)108,249512,2.527815,250619,2.66170500,249480,9.525514,249480,9.46383210,250056,4.020482,4.03204395
(11#)217/2,251081,2.534266,251789,2.66169700,250635,9.811819,250635,9.79013972,251211,4.022307,4.03246391
(11#)109,252071,2.523456,252937,2.66168800,252525,9.688881,252525,9.55716228,252366,4.020126,4.03111309
(11#)219/2,253741,2.514393,254083,2.66168000,252945,9.538312,253890,9.61205271,253521,4.021293,4.03225864
(11#)110,255214,2.528919,255253,2.66167100,254100,9.445794,254100,9.46371186,254676,4.020023,4.03125413
(17#)/2,259801,2.503359,262144,2.66161200,255255,10.988793,255255,11.01228466,262655,4.021829,4.03173688
(13#)9,272794,2.510783,285283,2.66146700,270270,10.226055,270270,10.32361264,277676,4.015871,4.03158852
(13#)19/2,285424,2.505523,300299,2.66137500,285285,10.849216,285285,10.93048147,292696,4.024227,4.03148816
(13#)10,303904,2.513081,315313,2.66128800,300300,10.240623,300300,10.32287406,307715,4.016165,4.03129558
(13#)21/2,324223,2.512902,330329,2.66120500,315315,10.316683,315315,10.32253710,322735,4.021814,4.03120815
(13#)11,340261,2.521429,345329,2.66112700,330330,10.393438,330330,10.32221960,337754,4.026793,4.03105185
(13#)23/2,354971,2.521369,360337,2.66105300,345345,10.823075,345345,10.81343727,352772,4.029882,4.03095388
(13#)12,366794,2.499164,375373,2.66098200,373065,10.606476,373065,10.68568261,367790,4.023750,4.03083304
(13#)25/2,386068,2.523716,390389,2.66091400,375375,10.254650,375375,10.32135581,382808,4.021013,4.03073028
(13#)13,401509,2.524416,405401,2.66085000,390390,10.231377,390390,10.32109578,397826,4.025903,4.03066035
(13#)27/2,414448,2.520611,420419,2.66078800,405405,10.260722,405405,10.32084621,412844,4.028104,4.03054414
(13#)14,431146,2.523703,435427,2.66072800,420420,10.366435,420420,10.32060646,427861,4.019928,4.03041941
(13#)29/2,448444,2.521152,450431,2.66067100,435435,10.808231,435435,10.70261344,442878,4.020104,4.03038146
(13#)15,463549,2.513127,465463,2.66061700,451605,10.436300,451605,10.57131934,457895,4.019759,4.03029261
(13#)31/2,467009,2.541140,480463,2.66056400,465465,10.580979,465465,10.67580632,472912,4.023432,4.03018165
(13#)16,488339,2.536748,495491,2.66051300,480480,10.362928,480480,10.31974148,487929,4.024909,4.03013025
(13#)33/2,498436,2.527659,510481,2.66046400,504735,10.409483,504735,10.49286298,502946,4.018886,4.03002728
(17#),515611,2.539315,524288,2.66041500,510510,11.026899,510510,11.00731275,517963,4.023058,4.02999237
(13#)35/2,535858,2.540830,540539,2.66037100,533715,10.416925,533715,10.37804023,532979,4.025258,4.02987887
(13#)18,548461,2.531963,555523,2.66032600,540540,10.269105,540540,10.31899420,547996,4.024553,4.02984974
(13#)37/2,569077,2.543991,570569,2.66028300,555555,10.602533,555555,10.61364589,563012,4.024540,4.02975282
(13#)19,571262,2.550486,585581,2.66024200,570570,10.952643,570570,10.92563636,578028,4.025788,4.02972731
(13#)39/2,588338,2.563074,600577,2.66020100,596505,10.294235,585585,10.31849508,593044,4.030078,4.02964547
(13#)20,612022,2.551653,615607,2.66016200,608685,10.472163,608685,10.43685650,608061,4.028766,4.02957413
(13#)41/2,621472,2.552996,630613,2.66012300,615615,10.612046,615615,10.58275446,623077,4.029579,4.02951534
(13#)21,633967,2.541689,645641,2.66008600,636405,10.435571,636405,10.38542014,638093,4.023799,4.02948428
(13#)43/2,656629,2.539026,660659,2.66005000,645645,10.621106,645645,10.56955020,653109,4.020593,4.02940941
(13#)22,674719,2.554681,675643,2.66001500,660660,10.350167,660660,10.31775367,668125,4.018334,4.02934011
(13#)45/2,686398,2.527108,690689,2.65998000,680295,10.361632,680295,10.35943223,683141,4.022226,4.02928441
(13#)23,703568,2.559020,705689,2.65994700,690690,10.755350,690690,10.80879355,698157,4.020029,4.02928464
(13#)47/2,713309,2.554701,720703,2.65991400,705705,10.426595,705705,10.54662963,713172,4.015841,4.02920334
(13#)24,733528,2.558252,735733,2.65988200,726495,10.308325,726495,10.37613560,728188,4.018742,4.02915453
(13#)49/2,748691,2.568782,750749,2.65985100,746130,10.671802,746130,10.68115151,743204,4.023585,4.02910259
(13#)25,758411,2.555201,765763,2.65982100,750750,10.251097,750750,10.31698454,758220,4.023248,4.02905137
(17#)3/2,770558,2.532269,780733,2.65979100,765765,10.999099,765765,11.00465781,773236,4.024490,4.02901799
(13#)26,787162,2.561586,795793,2.65976200,780780,10.368641,780780,10.31675112,788251,4.027030,4.02895034
(13#)53/2,804191,2.552045,810809,2.65973300,795795,10.541223,795795,10.51892550,803267,4.027693,4.02893204
(13#)27,819212,2.562766,825821,2.65970500,810810,10.304168,810810,10.31652871,818283,4.027196,4.02889549
(13#)55/2,831373,2.564720,840839,2.65967800,825825,10.346428,825825,10.31642083,833298,4.025062,4.02886340
(13#)28,850253,2.564273,855851,2.65965100,844305,10.393724,844305,10.33306561,848314,4.026855,4.02877482
(13#)57/2,860422,2.564422,870853,2.65962500,855855,10.950614,855855,10.92304735,863329,4.025773,4.02875221
(13#)29,883648,2.566164,885883,2.65960000,870870,10.618234,870870,10.69818857,878345,4.023344,4.02871216
(13#)59/2,891427,2.564719,900869,2.65957400,885885,10.480473,885885,10.49699368,893360,4.022435,4.02872867
(13#)30,909037,2.548728,915911,2.65955000,903210,10.547562,903210,10.56697357,908376,4.022216,4.02863004
(13#)61/2,915961,2.547074,930911,2.65952500,915915,10.513817,915915,10.49066203,923391,4.025072,4.02862333
(13#)31,944161,2.565326,945943,2.65950200,930930,10.674738,930930,10.67143888,938407,4.026097,4.02854916
(13#)63/2,957844,2.549019,960941,2.65947800,945945,10.247964,945945,10.31563219,953422,4.022507,4.02852973
(13#)32,968299,2.573348,975967,2.65945500,960960,10.287085,960960,10.31554150,968438,4.024792,4.02853008
(13#)65/2,990586,2.569172,990989,2.65943300,975975,10.325477,975975,10.31545274,983453,4.025200,4.02846752
(13#)33,1004449,2.563918,1006003,2.65941100,990990,10.305419,990990,10.31536589,998469,4.025667,4.02841781
(13#)67/2,1016921,2.561834,1021019,2.65938900,1009470,10.533132,1009470,10.48862638,1013484,4.027719,4.02838038
(17#)2,1034134,2.571303,1036027,2.65936800,1021020,11.021382,1021020,11.00287541,1028500,4.024783,4.02839806
(13#)69/2,1050706,2.556321,1048576,2.65934700,1036035,10.762380,1036035,10.80630875,1043515,4.023623,4.02832996
(13#)35,1053142,2.560025,1066063,2.65932600,1051050,10.288268,1051050,10.31503181,1058530,4.020838,4.02830789
(13#)71/2,1067611,2.564956,1081079,2.65930600,1066065,10.427962,1066065,10.46444377,1073546,4.021203,4.02826195
(13#)36,1093418,2.575284,1096079,2.65928600,1081080,10.323138,1081080,10.31487264,1088561,4.022840,4.02825261
(13#)73/2,1101119,2.571810,1111091,2.65926600,1096095,10.422884,1096095,10.46007390,1103576,4.022307,4.02823138
(13#)37,1116337,2.566773,1126093,2.65924700,1111110,10.634232,1119195,10.67872565,1118592,4.023773,4.02814287
(13#)75/2,1138519,2.571708,1141139,2.65922700,1138830,10.466797,1138830,10.45890051,1133607,4.024538,4.02816276
(13#)38,1154584,2.576126,1156151,2.65920900,1141140,10.959383,1141140,10.92130907,1148622,4.022717,4.02814537
(13#)77/2,1166306,2.582036,1171133,2.65919000,1156155,10.320161,1156155,10.31449679,1163638,4.021827,4.02810772
(13#)39,1171721,2.577143,1186181,2.65917200,1171170,10.342061,1171170,10.31442529,1178653,4.019398,4.02805581
(13#)79/2,1190542,2.575724,1201183,2.65915400,1186185,10.440871,1186185,10.44830720,1193668,4.020169,4.02804274
(13#)40,1201553,2.553525,1216213,2.65913600,1201200,10.337389,1201200,10.31428458,1208684,4.020610,4.02801920
(13#)81/2,1227416,2.574592,1231229,2.65911900,1217370,10.371182,1217370,10.43276504,1223699,4.021088,4.02800208
(13#)41,1239109,2.571541,1246243,2.65910100,1231230,10.509321,1231230,10.57861374,1238714,4.021250,4.02794885
(13#)83/2,1246537,2.571671,1261259,2.65908400,1246245,10.429753,1246245,10.44141593,1253730,4.023800,4.02795164
(13#)42,1271308,2.567174,1276271,2.65906700,1272810,10.412302,1272810,10.38137721,1268745,4.024418,4.02787031
(17#)5/2,1287808,2.580738,1291271,2.65905100,1276275,11.043507,1276275,11.00154720,1283760,4.027075,4.02790863
(13#)43,1305097,2.580555,1306289,2.65903500,1291290,10.502082,1291290,10.56544487,1298775,4.027418,4.02783462
(13#)87/2,1308529,2.570502,1321319,2.65901800,1306305,10.627386,1306305,10.69581686,1313791,4.025451,4.02788381
(13#)44,1327552,2.567012,1336333,2.65900300,1322685,10.478311,1322685,10.48362898,1328806,4.024633,4.02779808
(13#)89/2,1347289,2.580835,1351327,2.65898700,1336335,10.392350,1336335,10.43224742,1343821,4.027267,4.02778373
(13#)45,1352977,2.568573,1366349,2.65897100,1354815,10.541310,1354815,10.56464386,1358836,4.027589,4.02776522
(13#)91/2,1367291,2.578175,1381349,2.65895600,1366365,10.375962,1366365,10.31357855,1373851,4.026277,4.02772331
(13#)46,1392068,2.581279,1396393,2.65894100,1381380,10.830114,1381380,10.80463901,1388867,4.025719,4.02773653
(13#)93/2,1403569,2.576241,1411387,2.65892600,1396395,10.618802,1396395,10.66909708,1403882,4.025713,4.02770222
(13#)47,1421554,2.574203,1426393,2.65891100,1411410,10.606386,1411410,10.54258966,1418897,4.024658,4.02765059
(13#)95/2,1427329,2.563568,1441439,2.65889700,1426425,10.880402,1426425,10.92001320,1433912,4.026031,4.02767759
