START,n_0,C_min,Npred_0,CboundMin,Lambda_min,Jitter,JitterRatio,Status
7e3,7219,2.055910,7993,0.214008,2.262460e+00,1.293243,1.424251e+00,EXPECTED
8e3,8777,2.179478,8999,0.488533,1.495434e+00,1.196989,1.412665e+00,EXPECTED
9e3,9649,2.163663,9973,0.719369,1.101183e+00,1.118177,1.291651e+00,EXPECTED
1e4,11272,2.131467,19997,0.904992,8.566397e-01,1.053533,1.164154e+00,EXPECTED
2e4,20816,2.279925,29989,1.485618,4.283117e-01,0.547924,1.449666e+00,EXPECTED
3e4,35792,2.297694,39989,1.616152,3.518580e-01,0.455233,1.497128e+00,EXPECTED
4e4,40597,2.307754,49999,1.674657,3.206664e-01,0.405892,1.559767e+00,EXPECTED
5e4,51826,2.346624,59999,1.701197,3.216456e-01,0.375550,1.718618e+00,EXPECTED
6e4,67904,2.413565,69997,1.708452,3.455172e-01,0.341549,2.064456e+00,EXPECTED
7e4,71633,2.358847,79999,1.699287,3.279642e-01,0.331653,1.988705e+00,EXPECTED
8e4,89459,2.383150,89989,1.684753,3.468042e-01,0.324583,2.151675e+00,EXPECTED
9e4,92357,2.434532,99991,1.666040,3.793050e-01,0.319555,2.404882e+00,EXPECTED
1e5,116728,2.402456,199999,1.536343,4.470866e-01,0.312014,2.775879e+00,EXPECTED
2e5,204928,2.464243,299993,1.755331,3.392272e-01,0.319508,2.218761e+00,EXPECTED
3e5,366794,2.499164,399989,1.980642,2.325352e-01,0.349181,1.484966e+00,EXPECTED
4e5,463549,2.513127,499979,2.102186,1.785500e-01,0.282517,1.454571e+00,EXPECTED
5e5,548461,2.531963,599999,2.179249,1.500146e-01,0.240319,1.467691e+00,EXPECTED
6e5,686398,2.527108,699967,2.232899,1.237748e-01,0.210969,1.394560e+00,EXPECTED
7e5,770558,2.532269,799999,2.272603,1.081899e-01,0.189259,1.372014e+00,EXPECTED
8e5,804191,2.552045,899981,2.303293,1.025552e-01,0.172478,1.442225e+00,EXPECTED
9e5,915961,2.547074,999983,2.327783,9.002894e-02,0.159082,1.378478e+00,EXPECTED
1e6,1201553,2.553525,1999993,2.347824,8.398582e-02,0.148113,1.388811e+00,EXPECTED
2e6,2053553,2.579809,2999999,2.444364,5.393040e-02,0.094909,1.427104e+00,EXPECTED
3e6,3004042,2.591117,3999971,2.479393,4.407528e-02,0.075025,1.489157e+00,EXPECTED
4e6,4792159,2.588525,4999999,2.497192,3.592131e-02,0.064425,1.417664e+00,EXPECTED
5e6,5167067,2.597599,5999993,2.507571,3.527300e-02,0.057806,1.557416e+00,EXPECTED
6e6,6175451,2.603294,6999997,2.514024,3.489291e-02,0.053285,1.675331e+00,EXPECTED
7e6,7376626,2.610535,7999993,2.518121,3.604219e-02,0.050015,1.847726e+00,EXPECTED
8e6,8143934,2.607556,8999993,2.520678,3.388547e-02,0.047556,1.826857e+00,EXPECTED
9e6,9121549,2.613892,9999991,2.522164,3.572304e-02,0.045654,2.009200e+00,EXPECTED
