FIRST,LAST,Alpha,PreMertens,Mertens,DeltaMertens,n_5precent,NzeroStat,EtaStat,MertensAsymp,DeltaMertensAsymp,NzeroStatAsymp,EtaStatAsymp
1021020,5105100,0.0009765625,5105099,0,-1.192126,0,0,0.000000,0,-1.201234,0,0.000000
1021020,5105100,0.00106494895768,5105099,0,-1.119678,0,0,0.000000,0,-1.128423,0,0.000000
1021020,5105100,0.00116133507324,5105099,0,-1.044902,0,0,0.000000,0,-1.053633,0,0.000000
1021020,5105100,0.00126644487759,5105099,0,-1.008081,0,0,0.000000,0,-1.015999,0,0.000000
1021020,5105100,0.001381067932,5105099,0,-0.952237,0,0,0.000000,0,-0.960906,0,0.000000
1021020,5105100,0.00150606525919,5105099,0,-0.928874,0,0,0.000000,0,-0.937525,0,0.000000
1021020,5105100,0.00164237581104,5105099,0,-0.800450,0,0,0.000000,0,-0.808660,0,0.000000
1021020,5105100,0.00179102352188,5105099,0,-0.809566,0,0,0.000000,0,-0.817755,0,0.000000
1021020,5105100,0.001953125,5105099,0,-0.875503,0,0,0.000000,0,-0.883670,0,0.000000
1021020,5105100,0.00212989791536,5105099,0,-0.651473,0,0,0.000000,0,-0.659466,0,0.000000
1021020,5105100,0.00232267014649,5105099,0,-0.578435,0,0,0.000000,0,-0.586275,0,0.000000
1021020,5105100,0.00253288975518,5105099,0,-0.575727,0,0,0.000000,0,-0.583811,0,0.000000
1021020,5105100,0.00276213586401,5105099,0,-0.572046,0,0,0.000000,0,-0.580098,0,0.000000
1021020,5105100,0.00301213051837,5105099,0,-0.545800,0,0,0.000000,0,-0.553154,0,0.000000
1021020,5105100,0.00328475162208,5105099,0,-0.426126,0,0,0.000000,0,-0.433442,0,0.000000
1021020,5105100,0.00358204704377,5105099,0,-0.387397,0,0,0.000000,0,-0.395058,0,0.000000
1021020,5105100,0.00390625,5105099,0,-0.289617,0,0,0.000000,0,-0.296932,0,0.000000
1021020,5105100,0.00425979583072,5104874,0,-0.321905,0,0,0.000000,0,-0.329597,0,0.000000
1021020,5105100,0.00464534029298,5104874,0,-0.280625,0,0,0.000000,0,-0.287583,0,0.000000
1021020,5105100,0.00506577951036,5104874,0,-0.212546,0,0,0.000000,0,-0.220123,0,0.000000
1021020,5105100,0.00552427172802,5104874,0,-0.195900,0,0,0.000000,0,-0.203120,0,0.000000
1021020,5105100,0.00602426103675,5104874,0,-0.194248,0,0,0.000000,0,-0.201990,0,0.000000
1021020,5105100,0.00656950324417,5103752,0,-0.156565,0,0,0.000000,0,-0.164230,0,0.000000
1021020,5105100,0.00716409408754,5103752,0,-0.085613,0,0,0.000000,0,-0.093194,0,0.000000
1021020,5105100,0.0078125,5090333,0,-0.071480,0,0,0.000000,0,-0.078866,0,0.000000
1021020,5105100,0.00851959166145,5090333,0,-0.032979,5094376,5104679,0.015882,0,-0.041244,5098792,0.010525
1021020,5105100,0.00929068058596,5090333,0,-0.026565,4611503,5090762,0.008905,0,-0.034721,5090483,0.001718
1021020,5105100,0.0101315590207,5020412,0,-0.015953,4173988,5060417,0.014315,0,-0.025094,5060417,0.006448
1021020,5105100,0.011048543456,4779979,4804204,0.086410,3777603,5042162,0.009862,4804204,0.086410,4823554,0.007528
1021020,5105100,0.0120485220735,4757098,4774582,0.008350,3418511,4774582,0.008350,4779979,0.055160,5042162,0.007038
1021020,5105100,0.0131390064883,4540013,4553048,0.072624,3093309,5051327,0.008551,4553048,0.072624,5051327,0.000597
