START,n_0,C_min,Npred_0,CpredAlign,Lambda_min,Jitter,JitterRatio
4e0,4,3.843624,4,2.870137,2.920559e-01,0.000000,0.000000e+00
5e0,5,2.590290,5,4.266093,-4.989286e-01,0.000000,0.000000e+00
6e0,6,3.210402,6,5.413807,-5.225564e-01,0.000000,0.000000e+00
8e0,8,2.162039,8,2.814638,-2.637819e-01,0.000000,0.000000e+00
9e0,9,4.827796,9,5.820367,-1.869733e-01,0.000000,0.000000e+00
2e1,28,1.586227,29,1.089652,3.754999e-01,0.000000,0.000000e+00
2e3,2029,1.715762,2999,0.400970,1.453726e+00,0.353980,3.714312e+00
3e3,3076,1.845344,3989,0.480665,1.345250e+00,0.284848,4.790903e+00
4e3,4801,1.856187,4999,0.901740,7.219534e-01,0.251607,3.793404e+00
5e3,5416,1.965120,5987,0.818599,8.757142e-01,0.151408,7.572394e+00
6e3,6353,2.124621,6997,0.821775,9.498821e-01,0.203311,6.408143e+00
7e3,7219,2.055910,7993,1.075916,6.475462e-01,0.183304,5.346277e+00
8e3,8777,2.179478,8999,1.277909,5.338603e-01,0.167231,5.391160e+00
9e3,9649,2.163663,9973,1.453265,3.979899e-01,0.154005,4.612824e+00
1e4,11272,2.131467,19997,1.586747,2.951245e-01,0.019629,2.775078e+01
2e4,20816,2.279925,29989,1.960832,1.507737e-01,0.160887,1.983336e+00
3e4,35792,2.297694,39989,2.043340,1.173203e-01,0.158321,1.606571e+00
4e4,40597,2.307754,49999,2.081531,1.031711e-01,0.100059,2.260896e+00
5e4,51826,2.346624,59999,2.100973,1.105771e-01,0.102297,2.401351e+00
6e4,67904,2.413565,69997,2.109371,1.347151e-01,0.049339,6.165386e+00
7e4,71633,2.358847,79999,2.109085,1.119187e-01,0.044267,5.642171e+00
8e4,89459,2.383150,89989,2.103631,1.247582e-01,0.042376,6.596163e+00
9e4,92357,2.434532,99991,2.095204,1.501036e-01,0.038679,8.772926e+00
1e5,116728,2.402456,199999,2.034747,1.661201e-01,0.031079,1.183143e+01
2e5,204928,2.464243,299993,2.156243,1.335173e-01,0.026755,1.151187e+01
3e5,366794,2.499164,399989,2.282399,9.072919e-02,0.021137,1.025524e+01
4e5,463549,2.513127,499979,2.350278,6.699418e-02,0.018409,8.846162e+00
5e5,548461,2.531963,599999,2.393269,5.633468e-02,0.012608,1.100048e+01
6e5,686398,2.527108,699967,2.423279,4.195398e-02,0.014493,7.164079e+00
7e5,770558,2.532269,799999,2.445433,3.489354e-02,0.013394,6.483201e+00
8e5,804191,2.552045,899981,2.462523,3.570856e-02,0.012594,7.108306e+00
9e5,915961,2.547074,999983,2.476198,2.822093e-02,0.012000,5.906333e+00
1e6,1201553,2.553525,1999993,2.487305,2.627496e-02,0.011554,5.731348e+00
2e6,2053553,2.579809,2999999,2.541097,1.511949e-02,0.007949,4.870047e+00
3e6,3004042,2.591117,3999971,2.560620,1.183964e-02,0.005741,5.312141e+00
4e6,4792159,2.588525,4999999,2.570584,6.955105e-03,0.004558,3.936156e+00
5e6,5167067,2.597599,5999993,2.576444,8.177403e-03,0.003825,5.530719e+00
6e6,6175451,2.603294,6999997,2.580137,8.935068e-03,0.003303,7.010899e+00
7e6,7376626,2.610535,7999993,2.582522,1.078874e-02,0.002924,9.580369e+00
8e6,8143934,2.607556,8999993,2.584068,9.048483e-03,0.002634,8.917236e+00
9e6,9121549,2.613892,9999991,2.585023,1.110589e-02,0.002392,1.206898e+01
1e7,10030684,2.609830,19999999,2.580262,1.139414e-02,0.001278,2.313615e+01
2e7,24496594,2.621733,29999999,2.574197,1.829791e-02,0.001075,4.421953e+01
3e7,30099763,2.626030,39999983,2.584896,1.578792e-02,0.000939,4.380618e+01
4e7,41344276,2.629465,49999991,2.598914,1.168674e-02,0.000751,4.068043e+01
5e7,53699671,2.633020,59999999,2.607646,9.683578e-03,0.000636,3.989623e+01
6e7,66759878,2.632266,69999989,2.613644,7.099656e-03,0.000554,3.361372e+01
7e7,78822322,2.634340,79999987,2.618034,6.209022e-03,0.000493,3.307505e+01
8e7,82476448,2.635786,89999999,2.621395,5.474811e-03,0.000446,3.226682e+01
9e7,96281998,2.635636,99999989,2.624057,4.402926e-03,0.000409,2.831051e+01
