FIRST,LAST,START,minAt*,Gpred(minAt*),maxAt*,Gpred(maxAt*),n_0*,Cpred_min(n_0*),n_1*,Cpred_max(n_1*),n_geom,<COUNT>*,Cpred_avg,n_v,Calign_min(n_v),n_u,Calign_max(n_u),n_a,CboundMin(n_a),n_b,CboundMax(n_b),jitter
7770,7874,(7#)37,7778,127.978,7770,425.607,7873,2.671187,7770,8.79107181,7822,196.832872,4.045132956,7816,1.770506,7770,9.02461380,7795,0.437567,7770,10.91657334,1.215327
7875,7979,(7#)75/2,7877,129.209,7875,418.058,7963,2.671123,7875,8.54665467,7927,198.693360,4.041309917,7927,1.768965,7875,8.73564199,7895,0.463644,7920,11.19758006,1.206339
7980,8084,(7#)38,7993,130.685,7980,447.279,8081,2.671080,7980,9.04923277,8032,200.894921,4.044512675,8081,1.778847,7980,9.27729174,7985,0.486656,7980,11.17586867,1.198415
8085,8189,(11#)7/2,8087,131.879,8085,474.097,8179,2.671014,8085,9.49598970,8137,203.209940,4.049983648,8102,1.787188,8085,9.67761467,8095,0.514136,8085,11.08067002,1.188934
8190,8294,(7#)39,8191,133.196,8190,470.222,8192,2.670682,8190,9.32316868,8242,205.146783,4.047956873,8291,1.791546,8190,9.55422435,8210,0.544736,8250,11.26969210,1.179140
8295,8399,(7#)79/2,8297,134.536,8295,440.921,8389,2.670927,8295,8.65701829,8347,207.116442,4.046733233,8311,1.799644,8295,8.85877276,8315,0.567267,8385,10.82675235,1.170618
8400,8504,(7#)40,8402,135.892,8400,439.597,8501,2.670873,8400,8.54588363,8452,208.975181,4.043483885,8467,1.808013,8415,8.79859102,8420,0.598476,8415,11.72375353,1.162054
8505,8609,(7#)81/2,8506,137.199,8580,451.419,8609,2.670822,8580,8.63195161,8557,210.858926,4.040908984,8522,1.807168,8505,8.75322991,8530,0.619333,8580,10.88045428,1.153393
8610,8714,(7#)41,8612,138.561,8610,459.612,8713,2.670774,8610,8.76475917,8662,213.211959,4.047353914,8641,1.812513,8610,8.99278165,8615,0.635954,8610,10.90392053,1.146935
8715,8819,(7#)83/2,8719,139.836,8715,457.898,8819,2.670711,8715,8.65094459,8767,215.122869,4.045441546,8731,1.817242,8715,8.86260834,8735,0.662294,8745,11.30699923,1.137853
8820,8924,(7#)42,8821,141.110,8820,456.602,8923,2.670664,8820,8.54530676,8872,216.944809,4.041994366,8872,1.831185,8820,8.69979516,8830,0.685039,8910,11.10975570,1.130711
8925,9029,(7#)85/2,8926,142.451,8925,491.498,9029,2.670632,8925,9.11489376,8977,219.358402,4.049617584,8962,1.834283,8925,9.32946940,8935,0.704841,8925,11.24267531,1.123180
9030,9134,(7#)43,9034,143.793,9030,476.391,9133,2.670587,9030,8.75349434,9082,220.926358,4.041700401,9067,1.894872,9030,8.92508022,9055,0.729595,9075,11.06957291,1.114644
9135,9239,(7#)87/2,9137,145.039,9135,486.581,9239,2.670527,9135,8.86137132,9187,222.942420,4.042173423,9236,1.847577,9135,9.07855590,9155,0.749796,9135,11.01262825,1.107677
9240,9344,(11#)4,9241,146.327,9240,526.059,9343,2.670483,9240,9.49418124,9292,225.231784,4.047586891,9257,1.856456,9240,9.66311104,9260,0.776668,9240,11.04476451,1.100407
9345,9449,(7#)89/2,9346,147.656,9345,483.084,9439,2.670444,9345,8.64288941,9397,227.141892,4.046214200,9356,1.851212,9345,8.85479336,9355,0.789086,9405,11.45391256,1.094127
9450,9554,(7#)45,9458,149.036,9450,481.827,9551,2.670398,9450,8.54454716,9502,228.834462,4.041113500,9467,1.863924,9450,8.72801524,9470,0.813190,9450,10.70414730,1.086467
9555,9659,(7#)91/2,9556,150.273,9555,530.122,9649,2.670372,9555,9.32113413,9607,231.224471,4.048397731,9587,1.864692,9555,9.53206400,9565,0.828837,9570,11.24818866,1.080423
9660,9764,(7#)46,9661,151.499,9660,513.501,9749,2.670332,9660,8.95111839,9712,232.820667,4.041817941,9677,1.869444,9660,9.14153115,9665,0.847235,9660,11.11663322,1.074077
9765,9869,(7#)93/2,9767,152.798,9765,511.311,9829,2.670300,9765,8.83879237,9817,235.318724,4.050942858,9851,1.873569,9765,9.04993313,9770,0.868273,9765,11.00754950,1.067449
9870,9974,(7#)47,9871,154.069,9870,509.541,9973,2.670244,9870,8.73391281,9922,236.440509,4.036512577,9886,1.877685,9870,8.92934492,9895,0.888319,9870,10.90586013,1.059901
9975,10079,(7#)95/2,9986,155.503,9975,532.112,10079,2.670190,9975,9.04646099,10027,239.138219,4.049083220,10007,1.880368,9975,9.18657503,9985,0.903977,9975,11.21993161,1.054506
10080,10184,(7#)48,10084,156.728,10080,506.731,10181,2.670165,10080,8.54376264,10132,240.654438,4.041625442,10181,1.898381,10080,8.74278759,10085,0.921073,10080,10.72235867,1.048609
10185,10289,(7#)97/2,10193,157.990,10185,516.182,10289,2.670125,10185,8.63361722,10237,242.732480,4.043750199,10271,1.903483,10185,8.79083262,10195,0.939528,10230,11.09068517,1.042237
10290,10394,(7#)49,10294,159.246,10290,514.970,10391,2.670075,10290,8.54356903,10342,244.516419,4.041033612,10357,1.895843,10290,8.74603246,10315,0.959294,10290,10.72911220,1.035420
10395,10499,(11#)9/2,10399,160.487,10395,576.693,10499,2.670035,10395,9.49267980,10447,246.955047,4.049151973,10432,1.952520,10395,9.64821026,10405,0.973878,10395,11.02054672,1.030395
10500,10604,(7#)50,10501,161.719,10500,523.172,10601,2.670011,10500,8.54330046,10552,248.528006,4.043083249,10601,1.907631,10500,8.74830641,10510,0.992511,10560,10.75479548,1.024552
10605,10709,(7#)101/2,10607,162.998,10605,532.541,10709,2.669973,10605,8.62952079,10657,250.334820,4.040995016,10651,1.968412,10605,8.80441865,10610,1.008154,10605,10.82602622,1.019150
10710,10814,(7#)51,10711,164.250,10710,566.772,10799,2.669930,10710,9.11265762,10762,252.733795,4.048454954,10796,1.933548,10710,9.30809953,10715,1.022422,10710,11.29233175,1.013646
10815,10919,(7#)103/2,10826,165.663,10815,540.673,10909,2.669903,10815,8.62755052,10867,254.077952,4.039095383,10852,1.916194,10815,8.80321189,10820,1.043486,10815,10.83169472,1.008088
10920,11024,(7#)52,10924,166.869,10920,588.535,11003,2.669860,10920,9.31948435,10972,256.700882,4.050093678,11006,1.921459,10920,9.51500196,10930,1.056553,10920,10.94965883,1.002440
11025,11129,(7#)105/2,11027,168.041,11025,543.505,11087,2.669831,11025,8.54278948,11077,258.047588,4.040993003,11071,1.940568,11025,8.72453335,11035,1.070080,11055,10.78821921,0.997208
11130,11234,(7#)53,11131,169.284,11130,558.346,11213,2.669801,11130,8.71018917,11182,260.461029,4.048667546,11162,1.927033,11130,8.83833968,11140,1.090210,11220,11.12463574,0.991924
11235,11339,(7#)107/2,11239,170.573,11235,556.857,11329,2.669763,11235,8.62390003,11287,261.755718,4.039031346,11272,1.944323,11235,8.80979225,11255,1.101489,11235,10.84408889,0.986375
11340,11444,(7#)54,11351,171.907,11340,555.693,11443,2.669714,11340,8.54244131,11392,263.969525,4.043664349,11392,1.971081,11340,8.68765889,11345,1.114051,11385,10.98770167,0.982048
11445,11549,(7#)109/2,11447,173.049,11445,564.910,11549,2.669692,11445,8.62220880,11497,265.590957,4.039289919,11447,1.938201,11445,8.81214866,11465,1.130516,11445,10.85078513,0.976370
11550,11654,(11#)5,11551,174.284,11550,626.394,11633,2.669665,11550,9.49141587,11602,267.808014,4.044002680,11602,1.944870,11550,9.63542045,11555,1.142657,11550,11.00473384,0.972178
11655,11759,(7#)111/2,11657,175.540,11655,583.943,11743,2.669620,11655,8.78619854,11707,269.948515,4.047534597,11657,1.944046,11655,8.97940573,11665,1.157309,11655,11.02339457,0.967130
11760,11864,(7#)56,11762,176.812,11760,571.784,11863,2.669582,11760,8.54204077,11812,271.388877,4.040638484,11777,1.966681,11760,8.70585990,11785,1.173009,11760,10.78363276,0.961716
11865,11969,(7#)113/2,11867,178.023,11865,580.930,11969,2.669561,11865,8.61893084,11917,273.332125,4.041350956,11876,1.953241,11865,8.81021030,11870,1.185639,11865,10.86497111,0.957877
11970,12074,(7#)57,11971,179.249,11970,613.897,12073,2.669529,11970,9.04434477,12022,275.220742,4.041278721,12007,1.956063,11970,9.21361228,11995,1.199817,11970,11.29287633,0.952467
12075,12179,(7#)115/2,12076,180.545,12075,611.530,12163,2.669492,12075,8.94850011,12127,277.594234,4.048322666,12086,1.959733,12075,9.13125962,12085,1.211081,12075,11.20349061,0.948588
12180,12284,(7#)58,12182,181.762,12180,609.538,12281,2.669467,12180,8.85801523,12232,279.200454,4.044169056,12196,1.971291,12180,9.02738481,12185,1.223412,12180,11.11773064,0.944336
12285,12389,(7#)117/2,12286,182.982,12285,645.494,12347,2.669437,12285,9.31810444,12337,281.050660,4.043657717,12316,1.969737,12285,9.43514925,12295,1.236764,12285,10.95939115,0.939728
12390,12494,(7#)59,12391,184.183,12390,606.176,12491,2.669396,12390,8.69135577,12442,282.716311,4.040547190,12436,1.969810,12390,8.86631661,12391,1.248661,12390,10.96044933,0.701823
12495,12599,(7#)119/2,12497,185.423,12495,639.618,12589,2.669378,12495,9.11080432,12547,285.315274,4.050772483,12526,1.973019,12495,9.24567037,12497,1.253772,12495,11.36165928,0.698587
12600,12704,(7#)60,12601,186.638,12600,603.652,12703,2.669335,12600,8.54129031,12652,285.998739,4.033881032,12646,1.977259,12600,8.72039943,12601,1.258701,12600,10.81996204,0.695457
12705,12809,(11#)11/2,12706,187.893,12705,675.068,12809,2.669316,12705,9.49025683,12757,288.863203,4.047847516,12722,1.978060,12705,9.62445599,12706,1.263884,12705,10.99539149,0.692301
12810,12914,(7#)61,12812,189.157,12810,621.924,12911,2.669278,12810,8.68590906,12862,290.422123,4.043441920,12812,1.981848,12870,8.95295991,12821,1.268889,12870,11.36014563,0.688981
12915,13019,(7#)123/2,12917,190.319,12915,631.233,13009,2.669260,12915,8.76002368,12967,291.953086,4.038792125,12952,2.008740,12915,8.91403748,12917,1.273237,12915,11.05341804,0.686215
13020,13124,(7#)62,13033,191.666,13020,640.798,13121,2.669230,13020,8.83545298,13072,294.498435,4.048155103,13106,2.014931,13020,9.01689850,13033,1.278413,13020,11.13386279,0.682920
13125,13229,(7#)125/2,13127,192.756,13125,623.324,13229,2.669201,13125,8.54088118,13177,295.934693,4.042287717,13162,1.992845,13125,8.70099863,13127,1.282536,13125,10.84433179,0.680286
13230,13334,(7#)63,13238,194.070,13230,627.298,13331,2.669164,13230,8.54079737,13282,297.698705,4.040984281,13241,1.994954,13230,8.72129967,13241,1.287487,13230,10.84935706,0.677136
13335,13439,(7#)127/2,13337,195.185,13335,636.218,13421,2.669150,13335,8.60900658,13387,299.580117,4.041338649,13372,1.996310,13335,8.77400645,13337,1.291589,13335,10.92269658,0.674520
13440,13544,(7#)64,13441,196.386,13440,635.130,13537,2.669119,13440,8.54059921,13492,301.646322,4.044175497,13526,2.002240,13440,8.64845459,13441,1.295972,13440,10.85948947,0.671722
13545,13649,(7#)129/2,13553,197.677,13545,654.580,13649,2.669090,13545,8.74885075,13597,302.817996,4.035129935,13582,2.002656,13545,8.91321293,13553,1.300624,13545,11.07295875,0.668750
13650,13754,(7#)65,13654,198.869,13650,701.395,13751,2.669055,13650,9.31687000,13702,305.850095,4.050836108,13681,2.007217,13650,9.44169738,13654,1.305017,13650,10.97612696,0.666071
13755,13859,(7#)131/2,13757,200.024,13755,651.808,13859,2.669028,13755,8.60655649,13807,306.877093,4.039975331,13757,2.012785,13755,8.77598875,13757,1.308919,13755,10.94125685,0.663446
13860,13964,(11#)6,13873,201.355,13860,723.037,13963,2.669002,13860,9.48919262,13912,309.066491,4.044509695,13877,2.011269,13860,9.61474256,13873,1.313537,13860,10.99101366,0.660490
13965,14069,(7#)133/2,13967,202.433,13965,693.080,14029,2.668994,13965,9.04258698,14017,310.858638,4.043850568,14011,2.012570,13965,9.21626082,13967,1.317218,13965,11.38578103,0.658126
14070,14174,(7#)67,14071,203.624,14070,668.635,14173,2.668959,14070,8.67153022,14122,312.523095,4.041576626,14087,2.013883,14070,8.81691276,14071,1.321249,14070,11.02245449,0.655542
14175,14279,(7#)135/2,14177,204.836,14175,662.332,14251,2.668931,14175,8.54003543,14227,314.399622,4.042101986,14242,2.018852,14175,8.71322289,14177,1.325310,14175,10.89642793,0.652943
14280,14384,(7#)68,14281,206.023,14280,710.667,14369,2.668911,14280,9.10929007,14332,316.359594,4.043706976,14296,2.021513,14280,9.26092116,14281,1.329232,14280,11.44569886,0.650425
14385,14489,(7#)137/2,14387,207.232,14385,675.035,14489,2.668882,14385,8.60316769,14437,318.086920,4.042370009,14437,2.040277,14385,8.77550372,14387,1.333167,14385,10.97065268,0.647891
14490,14594,(7#)69,14494,208.479,14490,706.074,14593,2.668858,14490,8.94649302,14542,319.904513,4.042223669,14492,2.040833,14490,9.10376730,14494,1.337344,14490,11.31947538,0.645333
14595,14699,(7#)139/2,14614,209.844,14595,682.734,14699,2.668824,14595,8.60206380,14647,321.771071,4.042723926,14627,2.035425,14595,8.70734295,14614,1.341683,14595,10.98080108,0.642540
14700,14804,(7#)70,14702,210.843,14700,681.684,14797,2.668810,14700,8.53965669,14752,323.251890,4.038432306,14737,2.030823,14700,8.70117564,14702,1.344823,14700,10.92409957,0.640517
14805,14909,(7#)141/2,14813,212.073,14805,700.719,14869,2.668793,14805,8.72937727,14857,325.561085,4.044516350,14891,2.035998,14805,8.84574909,14813,1.348501,14805,11.11952350,0.638027
14910,15014,(7#)71,14914,213.246,14910,699.364,15013,2.668760,14910,8.66329734,14962,326.698125,4.036067001,14956,2.036740,14910,8.82342790,14914,1.352249,14910,11.05922748,0.635729
15015,16169,(13#)/2,15017,214.383,15015,840.195,16141,2.668514,15015,10.35083057,15581,338.082133,4.042543949,15166,2.039452,15015,10.46766056,15017,1.355556,15015,11.59514863,0.633476
16170,17324,(11#)7,16174,227.405,16170,816.770,17321,2.668280,16170,9.48744417,16737,357.716909,4.041453555,16187,2.068409,16170,9.59691595,16174,1.392644,16905,11.45696314,0.609540
17325,18479,(11#)15/2,17327,240.161,17745,863.244,18461,2.668071,17325,9.48666633,17893,377.201096,4.041472758,17377,2.081186,17325,9.59564388,17327,1.424565,17850,11.64752384,0.588536
18480,19634,(11#)8,18481,252.805,19110,915.696,19609,2.667877,18480,9.48592884,19048,396.387623,4.040728514,18587,2.100211,18480,9.58995741,18481,1.452917,19320,11.61234995,0.569806
19635,20789,(11#)17/2,19636,265.374,19635,1016.477,20789,2.667693,19635,10.11761783,20204,415.484154,4.041175754,19742,2.116911,19635,10.21689222,19636,1.478502,19950,11.74825844,0.552990
20790,21944,(11#)9,20798,277.807,21840,1018.568,21943,2.667519,20790,9.48467315,21359,434.292453,4.040668160,20807,2.132395,20790,9.57956250,20798,1.500770,21420,11.72842739,0.537763
21945,23099,(11#)19/2,21946,289.997,21945,1102.624,23099,2.667361,21945,10.04198433,22515,452.918260,4.040177142,22096,2.146943,21945,10.13255881,21946,1.520704,21945,11.58135996,0.524130
23100,24254,(11#)10,23102,302.160,23205,1140.371,24251,2.667213,23205,9.93182028,23670,471.448867,4.040334084,23251,2.158285,23205,10.06272858,23102,1.538755,23205,11.51702946,0.511623
24255,25409,(11#)21/2,24268,314.347,24255,1128.157,25409,2.667078,24255,9.48303126,24825,489.736747,4.039768671,24371,2.168161,24255,9.56978526,24281,1.555215,24990,11.45269726,0.499981
25410,26564,(11#)11,25411,326.118,25935,1237.474,26561,2.666946,25935,9.85758127,25981,507.959228,4.039896020,25526,2.179665,25935,9.98201225,25411,1.569609,25935,11.81381973,0.489721
26565,27719,(11#)23/2,26573,338.044,26565,1271.305,27701,2.666822,26565,9.93364518,27136,525.975656,4.039502163,26582,2.187231,26565,10.01486132,26573,1.583059,26565,11.56226369,0.479992
27720,28874,(11#)12,27733,349.860,28665,1266.551,28871,2.666698,27720,9.48167174,28291,543.908468,4.039490838,27737,2.195929,27720,9.56011698,27733,1.595259,28665,11.39916024,0.471016
28875,30029,(11#)25/2,28879,361.450,28875,1297.599,30029,2.666589,28875,9.48126293,29446,561.594343,4.038614127,29101,2.206475,28875,9.55697463,28879,1.606239,28875,11.15241908,0.462793
30030,31184,(13#),30034,373.077,30030,1460.998,31183,2.666477,30030,10.34278742,30602,579.421744,4.039601016,30181,2.212780,30030,10.41487271,30034,1.616453,30030,11.49389888,0.455075
31185,32339,(11#)27/2,31189,384.578,31395,1427.675,32327,2.666375,31395,9.75130720,31757,596.929643,4.039122704,31391,2.219947,31395,9.83896558,31189,1.625583,31395,11.94686815,0.447901
32340,33494,(11#)14,32341,396.002,32340,1421.644,32768,2.666256,32340,9.48014915,32912,614.258984,4.038224682,32392,2.226303,32340,9.55167835,32341,1.634009,32760,11.56205605,0.441206
33495,34649,(11#)29/2,33503,407.455,33495,1516.583,34649,2.666185,33495,9.83091290,34067,631.716919,4.038860767,33547,2.233029,33495,9.90061346,33503,1.641786,34125,11.61995880,0.434886
34650,35804,(11#)15,34651,418.704,35490,1504.553,35803,2.666091,34650,9.47949526,35222,648.927807,4.038533736,34667,2.237744,34650,9.54725620,34651,1.648825,35490,11.63136122,0.429029
35805,36959,(11#)31/2,35806,429.983,35805,1596.574,36947,2.666005,35805,9.80604971,36377,666.047407,4.038252507,36187,2.244380,35805,9.87183543,35809,1.655335,35805,11.62063329,0.423476
36960,38114,(11#)16,36962,441.187,36960,1583.529,38113,2.665924,36960,9.47886983,37533,683.129370,4.038301709,37307,2.249365,36960,9.54255804,36973,1.661324,36960,11.31991153,0.418225
38115,39269,(11#)33/2,38119,452.317,38115,1623.408,39251,2.665841,38115,9.47857955,38688,699.990656,4.037587866,38321,2.254105,38115,9.53976928,38119,1.666722,38220,11.50858895,0.413350
39270,40424,(11#)17,39272,463.471,39270,1774.049,40423,2.665762,39270,10.11019819,39843,716.996445,4.038196595,39322,2.258285,39270,10.17303434,39293,1.671787,39585,11.79750848,0.408637
40425,41579,(11#)35/2,40427,474.401,41055,1733.981,41579,2.665687,41055,9.53204684,40998,733.779179,4.037991369,40882,2.263139,41055,9.62130785,40427,1.676257,40425,11.40233950,0.404332
41580,42734,(11#)18,41593,485.478,42315,1794.617,42727,2.665615,42315,9.62616082,42153,750.465266,4.037701594,41687,2.266540,42315,9.67007279,41593,1.680463,42315,11.67173308,0.400142
42735,43889,(11#)37/2,42737,496.295,42735,1832.029,43889,2.665547,42735,9.74830457,43308,767.137205,4.037750629,42962,2.270834,42735,9.80721081,42737,1.684224,42735,11.73127834,0.396245
43890,45044,(11#)19,43891,507.159,43890,1927.228,45013,2.665481,43890,10.03477120,44463,783.614898,4.037178778,44041,2.273618,43890,10.09208520,43891,1.687678,43890,12.01037544,0.392514
45045,46199,(13#)3/2,45053,518.050,45045,2027.918,46199,2.665410,45045,10.33859678,45618,800.222925,4.037646434,45196,2.277230,45045,10.39343239,45053,1.690840,45045,11.53312468,0.388947
46200,47354,(11#)20,46204,528.838,46410,1994.653,47353,2.665349,46410,9.92477041,46773,816.607731,4.037328105,46406,2.280464,46410,9.99523582,46219,1.693708,46410,11.99314701,0.385545
47355,48509,(11#)41/2,47356,539.545,47355,1985.690,48497,2.665287,47355,9.71957662,47929,833.126687,4.037991422,47407,2.283189,47355,9.77545773,47363,1.696249,47355,11.82718437,0.382368
48510,49664,(11#)21,48523,550.303,48510,1974.418,49663,2.665224,48510,9.47637982,49084,849.176431,4.036710605,48562,2.287470,48510,9.53123740,48523,1.698565,48510,11.59059421,0.379300
49665,50819,(11#)43/2,49667,560.852,49665,2061.641,50789,2.665169,49665,9.70729564,50239,865.518270,4.037140733,49682,2.289123,49665,9.76094741,49667,1.700609,49665,11.80592636,0.376415
50820,51974,(11#)22,50821,571.453,51870,2167.588,51973,2.665111,51870,9.85076268,51394,881.642463,4.036834832,51047,2.292047,51870,9.93979217,50821,1.702444,51870,11.57445626,0.373639
51975,53129,(11#)45/2,51977,582.033,51975,2088.474,53129,2.665055,51975,9.47575949,52549,897.764067,4.036797377,52322,2.294934,51975,9.52672037,51977,1.704064,51975,11.52956789,0.370983
53130,54284,(11#)23,53147,592.702,53130,2227.518,54277,2.665002,53130,9.92679171,53704,913.925865,4.037189217,53281,2.298733,53130,9.97589920,53147,1.705493,53130,11.94542677,0.368417
54285,55439,(11#)47/2,54287,603.060,54285,2211.930,55439,2.664947,54285,9.68594932,54859,929.830245,4.036694399,54401,2.300173,54285,9.73714907,54287,1.706698,54285,11.67532190,0.366026
55440,56594,(11#)24,55441,613.510,55965,2233.842,56591,2.664895,55965,9.54137925,56014,945.770428,4.036605452,55492,2.302027,55965,9.63250078,55441,1.707738,55440,11.43410217,0.363711
56595,57749,(11#)49/2,56597,623.942,56595,2238.690,57737,2.664848,56595,9.47501581,57169,961.665151,4.036553475,56702,2.303963,56595,9.52453680,56597,1.708604,56595,11.40462230,0.361492
57750,58904,(11#)25,57751,634.322,58695,2319.596,58901,2.664798,58695,9.52932283,58324,977.514029,4.036527575,57977,2.306180,58695,9.57538964,57751,1.709304,57750,11.37613085,0.359370
58905,60059,(11#)51/2,58907,644.687,58905,2467.244,60041,2.664751,58905,10.10632240,59479,993.220772,4.036134092,59342,2.308269,58905,10.15356461,58907,1.709850,58905,12.03639616,0.357334
60060,61214,(13#)2,60068,655.107,60060,2563.719,61211,2.664702,60060,10.33582324,60634,1009.054391,4.036457514,60497,2.310168,60060,10.38102611,60077,1.710253,60060,11.62119990,0.355359
61215,62369,(11#)53/2,61223,665.353,61215,2433.720,62351,2.664657,61215,9.66011306,61789,1024.757392,4.036444004,61331,2.311445,61215,9.70363740,61223,1.710505,61215,11.48223591,0.353505
62370,63524,(11#)27,62378,675.634,62790,2506.700,63521,2.664614,62790,9.74482144,62944,1040.401518,4.036385128,62981,2.313830,62790,9.81203940,63521,1.710620,62790,11.28293959,0.350010
63525,64679,(11#)55/2,63527,685.788,64155,2489.314,64679,2.664569,64155,9.50839434,64099,1056.018939,4.036401987,63982,2.315363,64155,9.58091980,64679,1.710489,63525,11.24762646,0.348353
64680,65834,(11#)28,64682,696.008,64680,2496.934,65536,2.664496,64680,9.47387515,65254,1071.457942,4.035918736,65062,2.317479,64680,9.51935868,65831,1.710243,64680,11.22433179,0.346771
65835,66989,(11#)57/2,65837,706.156,65835,2682.362,66977,2.664486,65835,10.03100388,66409,1086.981030,4.035928352,66271,2.318876,65835,10.07551493,66977,1.709888,65835,11.71960041,0.345259
66990,68144,(11#)29,67003,716.394,66990,2664.900,68141,2.664445,66990,9.82445943,67565,1102.508920,4.036110895,67141,2.319665,66990,9.86784791,68141,1.709418,66990,11.53078741,0.343783
68145,69299,(11#)59/2,68147,726.410,68145,2651.647,69263,2.664405,68145,9.63964334,68720,1117.906058,4.035968425,68351,2.320982,68145,9.68147869,69263,1.708864,68145,11.32496383,0.342416
69300,70454,(11#)30,69302,736.517,69615,2777.274,70451,2.664364,69615,9.92108617,69875,1133.316280,4.036023218,69352,2.322580,69615,10.00627204,70451,1.708176,69615,11.45484505,0.341024
70455,71609,(11#)61/2,70457,746.555,70455,2723.510,71597,2.664327,70455,9.63372183,71030,1148.600641,4.035777845,70507,2.323749,70455,9.67735953,71597,1.707418,70455,11.27876505,0.339734
71610,72764,(11#)31,71612,756.629,71610,2807.700,72763,2.664288,71610,9.79968688,72185,1163.938534,4.035862795,72277,2.325481,71610,9.84255590,72763,1.706552,71610,11.42543291,0.338471
72765,73919,(11#)63/2,72767,766.594,72765,2749.932,73907,2.664251,72765,9.47289828,73340,1179.136714,4.035601027,72992,2.327241,72765,9.51494899,73907,1.705615,72765,11.07993460,0.337280
73920,75074,(11#)32,73924,776.635,73920,2785.738,75041,2.664217,73920,9.47276386,74495,1194.384098,4.035642087,74797,2.327845,73920,9.51386335,75041,1.704605,73920,11.06156725,0.336144
75075,76229,(13#)5/2,75079,786.549,75075,3077.869,76213,2.664181,75075,10.33378523,75650,1209.511923,4.035409142,75721,2.329443,75075,10.37306157,76213,1.703477,75075,11.73790241,0.335014
76230,77384,(11#)33,76231,796.456,76230,2857.011,77383,2.664144,76230,9.47251671,76805,1224.781748,4.035769191,76786,2.329744,76230,9.51035987,77383,1.702268,76230,11.02636321,0.333930
77385,78539,(11#)67/2,77386,806.385,77805,3020.343,78539,2.664109,77805,9.84719137,77960,1239.680875,4.035033491,77711,2.331148,77805,9.90871786,78539,1.700997,77385,11.15520287,0.332899
78540,79694,(11#)34,78541,816.250,78540,3123.135,79693,2.664077,78540,10.10375340,79115,1254.963790,4.035663407,78712,2.332448,78540,10.14433950,79693,1.699656,78540,11.74111293,0.331909
79695,80849,(11#)69/2,79697,826.120,79695,3104.348,80849,2.664044,79695,9.92320502,80270,1270.103722,4.035929192,80077,2.332802,79695,9.96308097,80849,1.698239,79695,11.42591136,0.330955
80850,82004,(11#)35,80854,835.998,80850,2998.539,82003,2.664010,80850,9.47203871,81425,1284.855303,4.035078630,81077,2.333901,80850,9.51105164,82003,1.696755,80850,10.96130340,0.330039
82005,83159,(11#)71/2,82007,845.777,82005,3077.647,83137,2.663980,82005,9.60919834,82580,1299.860239,4.035143167,82651,2.334513,82005,9.64749162,83137,1.695233,82005,11.08334318,0.329172
83160,84314,(11#)36,83177,855.700,83160,3068.816,84313,2.663948,83160,9.47180737,83735,1314.777766,4.035038581,83806,2.335319,83265,9.53866861,84313,1.693587,83160,10.93117280,0.328307
84315,85469,(11#)73/2,84317,865.347,84630,3162.178,85469,2.663916,84630,9.62013006,84890,1329.850953,4.035504899,84521,2.335798,84630,9.70153818,85469,1.691905,84315,11.05007677,0.327490
85470,86624,(11#)37,85474,875.138,85470,3228.468,86599,2.663885,85470,9.74220918,86045,1344.721219,4.035444893,86356,2.337163,85470,9.78114266,86599,1.690200,85470,11.17311020,0.326721
86625,87779,(11#)75/2,86627,884.833,86625,3173.624,87767,2.663855,86625,9.47148493,87200,1359.305332,4.034634029,86642,2.337394,86625,9.50978461,87767,1.688379,86625,10.88867334,0.325956
87780,88934,(11#)38,87782,894.565,87780,3397.192,88919,2.663825,87780,10.02851528,88355,1374.432945,4.035526542,87797,2.338219,87780,10.06610686,88919,1.686524,87780,11.39530550,0.325231
88935,90089,(11#)77/2,88937,904.237,88935,3243.150,90089,2.663797,88935,9.47127161,89510,1388.809611,4.034307797,89086,2.339139,88935,9.50805142,90089,1.684585,88935,10.86195401,0.324523
90090,91244,(13#)3,90107,914.034,90090,3575.831,91243,2.663767,90090,10.33218950,90665,1404.007223,4.035559925,90437,2.339474,90090,10.36728615,91243,1.682614,90090,11.87658185,0.323852
91245,92399,(11#)79/2,91249,923.579,91245,3355.413,92399,2.663739,91245,9.59407381,91820,1418.636202,4.035246927,92297,2.341108,91245,9.62787152,92399,1.680588,91245,10.95944177,0.323206
92400,93554,(11#)40,92401,933.187,92820,3518.295,93553,2.663712,92820,9.91865121,92975,1433.106328,4.034579181,93376,2.342849,92820,9.97595348,93553,1.678514,92820,11.16251951,0.322586
93555,94709,(11#)81/2,93557,942.811,94185,3497.273,94709,2.663685,94185,9.74141833,94130,1447.907568,4.034928466,93662,2.341404,94185,9.80481146,94709,1.676385,94185,10.89732957,0.321990
94710,95864,(11#)41,94712,952.487,94710,3503.368,95857,2.663658,94710,9.71362050,95285,1462.486286,4.034733220,95092,2.342021,94710,9.74972527,95857,1.674221,94710,11.04306192,0.321421
95865,97019,(11#)83/2,95866,961.997,95865,3492.659,97007,2.663631,95865,9.58760698,96440,1477.376873,4.035466160,96742,2.342674,95865,9.62299199,97007,1.672005,95865,10.90560154,0.320874
97020,98174,(11#)42,97021,971.537,97020,3484.354,98143,2.663605,97020,9.47058789,97595,1491.387356,4.033882007,97367,2.343183,97020,9.50508207,98162,1.669760,97020,10.77735307,0.320345
