FIRST,LAST,Alpha,PreMertens,Mertens,DeltaMertens,n_5precent,NzeroStat,EtaStat,MertensAsymp,DeltaMertensAsymp,NzeroStatAsymp,EtaStatAsymp
5105100,6891885,0.0009765625,6891884,0,-0.921633,0,0,0.000000,0,-0.927646,0,0.000000
5105100,6891885,0.00106494895768,6891884,0,-0.824078,0,0,0.000000,0,-0.829579,0,0.000000
5105100,6891885,0.00116133507324,6891884,0,-0.847737,0,0,0.000000,0,-0.854386,0,0.000000
5105100,6891885,0.00126644487759,6891884,0,-0.782525,0,0,0.000000,0,-0.790010,0,0.000000
5105100,6891885,0.001381067932,6891884,0,-0.782312,0,0,0.000000,0,-0.789249,0,0.000000
5105100,6891885,0.00150606525919,6891884,0,-0.661096,0,0,0.000000,0,-0.668547,0,0.000000
5105100,6891885,0.00164237581104,6891884,0,-0.640267,0,0,0.000000,0,-0.646315,0,0.000000
5105100,6891885,0.00179102352188,6891884,0,-0.622029,0,0,0.000000,0,-0.628909,0,0.000000
5105100,6891885,0.001953125,6891884,0,-0.641537,0,0,0.000000,0,-0.648394,0,0.000000
5105100,6891885,0.00212989791536,6891884,0,-0.634896,0,0,0.000000,0,-0.641728,0,0.000000
5105100,6891885,0.00232267014649,6891884,0,-0.515838,0,0,0.000000,0,-0.522643,0,0.000000
5105100,6891885,0.00253288975518,6891884,0,-0.458803,0,0,0.000000,0,-0.466276,0,0.000000
5105100,6891885,0.00276213586401,6891713,0,-0.387218,0,0,0.000000,0,-0.394659,0,0.000000
5105100,6891885,0.00301213051837,6891541,0,-0.364052,0,0,0.000000,0,-0.371459,0,0.000000
5105100,6891885,0.00328475162208,6891541,0,-0.341456,0,0,0.000000,0,-0.348547,0,0.000000
5105100,6891885,0.00358204704377,6891541,0,-0.246719,0,0,0.000000,0,-0.253769,0,0.000000
5105100,6891885,0.00390625,6891541,0,-0.257091,0,0,0.000000,0,-0.263272,0,0.000000
5105100,6891885,0.00425979583072,6890687,0,-0.273938,0,0,0.000000,0,-0.281445,0,0.000000
5105100,6891885,0.00464534029298,6890687,0,-0.225319,0,0,0.000000,0,-0.232773,0,0.000000
5105100,6891885,0.00506577951036,6890687,0,-0.183313,0,0,0.000000,0,-0.190708,0,0.000000
5105100,6891885,0.00552427172802,6890687,0,-0.138512,0,0,0.000000,0,-0.144385,0,0.000000
5105100,6891885,0.00602426103675,6890687,0,-0.127041,0,0,0.000000,0,-0.133682,0,0.000000
5105100,6891885,0.00656950324417,6810343,0,-0.088040,6864142,6890687,0.000150,0,-0.094605,6891754,0.091781
5105100,6891885,0.00716409408754,6810343,0,-0.079872,6215301,6890687,0.019224,0,-0.086355,6890687,0.012662
5105100,6891885,0.0078125,6651511,0,-0.021581,5627264,6694172,0.010944,0,-0.028234,6683368,0.007098
5105100,6891885,0.00851959166145,6641134,0,-0.009688,5094376,6651937,0.005040,0,-0.016243,6694172,0.003315
5105100,6891885,0.00929068058596,6651937,0,-0.008585,5000000,6877378,0.036642,0,-0.016275,6877378,0.029837
5105100,6891885,0.0101315590207,6384029,6651937,0.030187,5000000,6877378,0.029700,6651937,0.030187,6651937,0.022614
5105100,6891885,0.011048543456,5719144,6068224,0.021493,5000000,5744512,0.015045,6068224,0.021493,5744512,0.001747
5105100,6891885,0.0120485220735,5506681,5771728,0.026958,5000000,6384029,0.026452,5771728,0.026958,5610106,0.018657
5105100,6891885,0.0131390064883,4999999,5191027,0.057066,5000000,5051327,0.008551,5191027,0.057066,5051327,0.000597
5105100,6891885,0.0143281881751,4999999,5145022,0.047523,5000000,5051327,0.023721,5145022,0.047523,5051327,0.015933
5105100,6891885,0.015625,4999999,5145022,0.069952,5000000,5042162,0.019217,5145022,0.069952,5042162,0.011096
5105100,6891885,0.0170391833229,4999999,5141824,0.107352,5000000,5042162,0.074455,5141824,0.107352,5042162,0.066532
5105100,6891885,0.0185813611719,4999999,5278088,0.131563,5000000,5571437,0.086194,5278088,0.131563,5571437,0.074513
