START,n_0,C_min,Npred_0,CpredBound,Lambda_min,Jitter,JitterRatio
(11#)14,32972,2.389670,32768,1.559672,4.266797e-01,13.943683,9.021651e+00
(11#)29/2,34274,2.354215,34649,1.565109,4.082519e-01,17.323716,7.222226e+00
(11#)15,35792,2.297694,35803,1.581980,3.732288e-01,17.323716,6.726448e+00
(11#)31/2,36436,2.373766,36947,1.603335,3.923919e-01,17.323716,7.427426e+00
(11#)16,37201,2.393769,38113,1.622743,3.887512e-01,17.323716,7.622638e+00
(11#)33/2,38188,2.401751,39251,1.640902,3.809520e-01,17.323716,7.703587e+00
(11#)17,39992,2.425829,40423,1.655791,3.818945e-01,17.967592,7.698800e+00
(11#)35/2,40597,2.307754,41579,1.671639,3.224702e-01,17.967592,6.507081e+00
(11#)18,41851,2.392174,42727,1.688638,3.482803e-01,17.967592,7.357728e+00
(11#)37/2,43531,2.348344,43889,1.703406,3.210806e-01,17.967592,6.893592e+00
(11#)19,44533,2.418503,45013,1.717023,3.425568e-01,18.174765,7.566480e+00
(13#)3/2,45259,2.407217,46199,1.730600,3.300031e-01,18.174765,7.454361e+00
(11#)20,46369,2.380141,47353,1.743861,3.110581e-01,18.174765,7.152170e+00
(11#)41/2,47834,2.378831,48497,1.757033,3.029826e-01,18.174765,7.126599e+00
(11#)21,48931,2.430664,49663,1.769185,3.176455e-01,18.174765,7.729592e+00
(11#)43/2,50461,2.416903,50789,1.774006,3.092467e-01,21.554797,6.451258e+00
(11#)22,51826,2.346624,51973,1.775829,2.787103e-01,21.554797,5.836412e+00
(11#)45/2,52876,2.469593,53129,1.786829,3.236108e-01,21.554797,7.107753e+00
(11#)23,53624,2.388364,54277,1.797928,2.839737e-01,21.554797,6.254806e+00
(11#)47/2,54421,2.447211,55439,1.807684,3.029025e-01,21.554797,6.893081e+00
(11#)24,56176,2.444148,56591,1.817801,2.960691e-01,21.554797,6.865428e+00
(11#)49/2,57172,2.426083,57737,1.826696,2.837692e-01,21.768039,6.613047e+00
(11#)25,58789,2.355012,58901,1.835386,2.492910e-01,21.768039,5.827386e+00
(11#)51/2,59074,2.411060,60041,1.844461,2.678794e-01,21.768039,6.454600e+00
(13#)2,61058,2.418361,61211,1.852623,2.664876e-01,21.768039,6.547390e+00
(11#)53/2,61444,2.421746,62351,1.860918,2.634189e-01,21.768039,6.589365e+00
(11#)27,63421,2.436905,63521,1.869542,2.650353e-01,21.768039,6.768422e+00
(11#)55/2,64198,2.443219,64679,1.876811,2.637424e-01,21.768039,6.857787e+00
(11#)28,65336,2.468498,65536,1.884366,2.700184e-01,21.768039,7.149090e+00
(11#)57/2,66602,2.429966,66977,1.890772,2.508921e-01,21.975212,6.654494e+00
(11#)29,67904,2.413565,68141,1.897862,2.403769e-01,21.975212,6.455156e+00
(11#)59/2,69239,2.447118,69263,1.904598,2.506400e-01,21.975212,6.882432e+00
(11#)30,69911,2.449157,70451,1.911160,2.480335e-01,21.975212,6.920980e+00
(11#)61/2,70544,2.431070,71597,1.916640,2.377578e-01,22.190667,6.640943e+00
(11#)31,71633,2.358847,72763,1.923565,2.039927e-01,22.190667,5.694238e+00
(11#)63/2,73016,2.438849,73907,1.929350,2.343430e-01,22.190667,6.751087e+00
(11#)32,74716,2.474061,75041,1.935002,2.457526e-01,22.190667,7.232705e+00
(13#)5/2,75968,2.467098,76213,1.940644,2.400227e-01,22.190667,7.154133e+00
(11#)33,77144,2.383605,77383,1.945945,2.028663e-01,22.190667,6.022455e+00
(11#)67/2,78427,2.494035,78539,1.951855,2.451217e-01,22.190667,7.552254e+00
(11#)34,79312,2.406904,79693,1.956797,2.070323e-01,22.190667,6.345420e+00
(11#)69/2,79784,2.452666,80849,1.962337,2.230395e-01,22.190667,6.994859e+00
(11#)35,81749,2.460417,82003,1.967065,2.237883e-01,22.190667,7.120569e+00
(11#)71/2,82252,2.460452,83137,1.972234,2.211782e-01,22.190667,7.126602e+00
(11#)36,84046,2.459958,84313,1.976717,2.187069e-01,22.190667,7.136025e+00
(11#)73/2,84562,2.471941,85469,1.980906,2.214494e-01,22.403909,7.263124e+00
(11#)37,86248,2.426071,86599,1.985083,2.006123e-01,22.403909,6.593834e+00
(11#)75/2,87316,2.472748,87767,1.989713,2.173397e-01,22.403909,7.302730e+00
(11#)38,88498,2.433762,88919,1.993374,1.996095e-01,22.623679,6.664560e+00
(11#)77/2,89459,2.383150,90089,1.997384,1.765848e-01,22.623679,5.901214e+00
(13#)3,90526,2.492321,91243,2.001795,2.191701e-01,22.623679,7.582959e+00
(11#)79/2,92357,2.434532,92399,2.005459,1.938816e-01,22.623679,6.702219e+00
(11#)40,92656,2.473194,93553,2.009450,2.076494e-01,22.623679,7.318361e+00
(11#)81/2,94228,2.450231,94709,2.013792,1.961628e-01,22.623679,6.957627e+00
(11#)41,95467,2.446013,95857,2.017456,1.926220e-01,22.623679,6.900268e+00
(11#)83/2,96361,2.470995,97007,2.020953,2.010517e-01,22.623679,7.317910e+00
(11#)42,97684,2.508166,98143,2.024633,2.141634e-01,22.623679,7.938458e+00
(11#)85/2,98764,2.453349,99317,2.028251,1.902802e-01,22.623679,7.047990e+00
(11#)43,99581,2.468655,100483,2.031155,1.950689e-01,22.623679,7.323903e+00
(11#)87/2,101467,2.483060,101627,2.034570,1.992072e-01,22.623679,7.578452e+00
(11#)44,102352,2.491281,102793,2.038422,2.006211e-01,22.623679,7.724780e+00
(11#)89/2,103214,2.468903,103919,2.041685,1.899985e-01,22.623679,7.353338e+00
(11#)45,104056,2.467765,105097,2.044560,1.881303e-01,22.623679,7.352482e+00
(13#)7/2,105883,2.452749,106243,2.046789,1.809372e-01,22.839134,7.049295e+00
(11#)46,106298,2.480088,107377,2.049892,1.905069e-01,22.839134,7.536042e+00
(11#)93/2,107684,2.498534,108557,2.052862,1.964692e-01,23.063049,7.801582e+00
(11#)47,109717,2.499467,109721,2.055643,1.954888e-01,23.063049,7.838112e+00
(11#)95/2,110281,2.415536,110879,2.058533,1.599276e-01,23.063049,6.359847e+00
(11#)48,111058,2.464714,112031,2.061026,1.788719e-01,23.063049,7.253323e+00
(11#)97/2,112681,2.478536,113189,2.063958,1.830426e-01,23.063049,7.512691e+00
(11#)49,113389,2.460935,114343,2.066496,1.746869e-01,23.063049,7.208048e+00
(11#)99/2,115426,2.500222,115499,2.069052,1.892890e-01,23.063049,7.945206e+00
(11#)50,116371,2.460027,116639,2.071940,1.716870e-01,23.063049,7.209743e+00
(11#)101/2,116728,2.402456,117809,2.074498,1.467724e-01,23.063049,6.143287e+00
(11#)51,118894,2.444233,118931,2.076886,1.628617e-01,23.063049,6.935390e+00
(11#)103/2,119458,2.462122,120103,2.079462,1.689144e-01,23.063049,7.283459e+00
(13#)4,121234,2.463828,121271,2.082011,1.683820e-01,23.063049,7.325960e+00
(11#)105/2,121612,2.502568,122401,2.084268,1.828997e-01,23.063049,8.087927e+00
(11#)53,123059,2.504951,123583,2.086683,1.826934e-01,23.063049,8.152025e+00
(11#)107/2,124447,2.517146,124739,2.089073,1.864053e-01,23.063049,8.407808e+00
(11#)54,125479,2.491172,125887,2.091171,1.750291e-01,23.063049,7.916382e+00
(11#)109/2,126397,2.546025,127037,2.093493,1.956994e-01,23.063049,9.023852e+00
(11#)55,127189,2.428594,128203,2.095638,1.474544e-01,23.063049,6.689944e+00
(11#)111/2,129263,2.490514,129347,2.097604,1.716934e-01,23.063049,7.953001e+00
(11#)56,130307,2.503745,130513,2.099483,1.760965e-01,23.291312,8.163174e+00
(11#)113/2,131641,2.512217,131072,2.100868,1.788150e-01,23.511082,8.257888e+00
(11#)57,131888,2.478781,132817,2.103022,1.643915e-01,23.511082,7.626712e+00
(11#)115/2,133174,2.475614,133979,2.104966,1.621891e-01,23.511082,7.577598e+00
(11#)58,134087,2.503206,135131,2.106680,1.724591e-01,23.511082,8.164510e+00
(13#)9/2,135802,2.501586,136277,2.108905,1.707561e-01,23.511082,8.142265e+00
(11#)59,136649,2.492808,137443,2.110548,1.664622e-01,23.511082,7.982493e+00
(11#)119/2,137587,2.515309,138599,2.112615,1.744691e-01,23.511082,8.467938e+00
(11#)60,139511,2.466330,139753,2.114285,1.540145e-01,23.511082,7.454072e+00
(11#)121/2,140009,2.495139,140909,2.116142,1.647498e-01,23.511082,8.079883e+00
(11#)61,141676,2.498497,142061,2.118211,1.651175e-01,23.511082,8.162430e+00
(11#)123/2,142258,2.505830,143197,2.119914,1.672445e-01,23.511082,8.338310e+00
(11#)62,143896,2.509536,144349,2.121738,1.678623e-01,23.511082,8.434991e+00
(11#)125/2,145144,2.491578,145517,2.123188,1.599975e-01,23.511082,8.066736e+00
(11#)63,146176,2.504029,146683,2.124939,1.641579e-01,23.511082,8.356328e+00
(11#)127/2,147401,2.521313,147827,2.126332,1.703814e-01,23.511082,8.763070e+00
(11#)64,148696,2.533538,148991,2.128263,1.743106e-01,23.511082,9.050322e+00
(11#)129/2,149846,2.509766,150131,2.129801,1.641610e-01,23.511082,8.539108e+00
(13#)5,150292,2.507348,151303,2.131621,1.623429e-01,23.511082,8.498690e+00
(11#)131/2,151909,2.518866,152459,2.132935,1.663098e-01,23.511082,8.784978e+00
(11#)66,152914,2.505061,153611,2.134503,1.600793e-01,23.511082,8.488066e+00
(11#)133/2,154702,2.506776,154769,2.135854,1.601309e-01,23.511082,8.549698e+00
(11#)67,155816,2.502854,155921,2.137574,1.577601e-01,23.511082,8.471803e+00
(11#)135/2,156007,2.496651,157061,2.138676,1.547633e-01,23.743778,8.271041e+00
(11#)68,157901,2.486203,158233,2.140051,1.499270e-01,23.743778,8.047546e+00
(11#)137/2,158419,2.533724,159389,2.141568,1.681519e-01,23.743778,9.172523e+00
(11#)69,159407,2.542242,160541,2.142686,1.709862e-01,23.743778,9.401847e+00
(11#)139/2,161659,2.491347,161683,2.143898,1.501979e-01,23.967693,8.147326e+00
(11#)70,162353,2.507294,162853,2.145246,1.559499e-01,23.967693,8.540819e+00
(11#)141/2,163297,2.519915,163997,2.146627,1.603274e-01,23.967693,8.857497e+00
(11#)71,164954,2.477786,165161,2.147623,1.430038e-01,23.967693,7.880532e+00
(13#)11/2,165701,2.520785,166319,2.149371,1.593951e-01,23.967693,8.916919e+00
(11#)72,166351,2.526473,167471,2.150684,1.610383e-01,23.967693,9.074021e+00
(11#)145/2,167809,2.490909,168629,2.151705,1.463872e-01,23.967693,8.237812e+00
(11#)73,168814,2.509419,169783,2.153083,1.531505e-01,23.967693,8.703231e+00
(11#)147/2,170539,2.495056,170927,2.154357,1.468189e-01,23.967693,8.368043e+00
(11#)74,171694,2.497959,172093,2.155628,1.473919e-01,23.967693,8.455939e+00
(11#)149/2,172849,2.504239,173249,2.156717,1.493977e-01,23.967693,8.632234e+00
(11#)75,174214,2.457750,174389,2.158014,1.300579e-01,23.967693,7.486107e+00
(11#)151/2,174814,2.514062,175543,2.159177,1.521726e-01,23.967693,8.912400e+00
(11#)76,176551,2.496728,176713,2.160075,1.448381e-01,23.967693,8.501524e+00
(11#)153/2,177841,2.524335,177841,2.161425,1.552099e-01,23.967693,9.213388e+00
(11#)77,178898,2.502055,179021,2.162641,1.457822e-01,23.967693,8.664574e+00
(11#)155/2,179083,2.529322,180179,2.163524,1.562129e-01,23.967693,9.388497e+00
(13#)6,180379,2.501151,181303,2.164823,1.444124e-01,23.967693,8.677055e+00
(11#)157/2,181919,2.535068,182489,2.165966,1.573540e-01,23.967693,9.574582e+00
(11#)79,182519,2.515243,183637,2.166839,1.491000e-01,23.967693,9.085117e+00
(11#)159/2,184696,2.506373,184777,2.168088,1.449910e-01,23.967693,8.866954e+00
(11#)80,185578,2.512282,185951,2.169162,1.468506e-01,23.967693,9.041383e+00
(11#)161/2,187024,2.533868,187091,2.169944,1.550456e-01,23.967693,9.638656e+00
(11#)81,187471,2.522543,188261,2.170882,1.501340e-01,24.204908,9.270738e+00
(11#)163/2,189094,2.510677,189407,2.171794,1.449989e-01,24.204908,8.979282e+00
(11#)82,189817,2.521375,190573,2.172543,1.489060e-01,24.204908,9.290411e+00
(11#)165/2,191626,2.523077,191717,2.173876,1.489674e-01,24.204908,9.346863e+00
(11#)83,191768,2.509171,192883,2.174726,1.430497e-01,24.204908,8.997370e+00
(11#)167/2,193639,2.501153,194027,2.175540,1.394749e-01,24.204908,8.803165e+00
(11#)84,194767,2.519507,195193,2.176366,1.464067e-01,24.433172,9.236513e+00
(13#)13/2,195751,2.518018,196337,2.177228,1.454196e-01,24.433172,9.218147e+00
(11#)85,197402,2.512439,197479,2.178155,1.427758e-01,24.433172,9.086108e+00
(11#)171/2,198046,2.523633,198659,2.179051,1.468101e-01,24.433172,9.412781e+00
(11#)86,199021,2.495353,199813,2.179974,1.351173e-01,24.433172,8.656879e+00
(11#)173/2,200899,2.517394,200929,2.180772,1.435453e-01,24.433172,9.283113e+00
(11#)87,201904,2.515768,202121,2.181554,1.425407e-01,24.433172,9.262409e+00
(11#)175/2,203128,2.520731,203279,2.182662,1.440037e-01,24.433172,9.414119e+00
(11#)88,203417,2.508934,204431,2.183427,1.389623e-01,24.433172,9.107253e+00
(11#)177/2,204928,2.464243,205589,2.184259,1.206080e-01,24.433172,7.870680e+00
(11#)89,205924,2.529874,206699,2.185186,1.464685e-01,24.433172,9.733331e+00
(11#)179/2,206984,2.513240,207877,2.185997,1.395007e-01,24.433172,9.284757e+00
(11#)90,208129,2.513207,209039,2.186758,1.391395e-01,24.433172,9.305529e+00
(11#)181/2,209362,2.520880,210209,2.187403,1.418931e-01,24.433172,9.550364e+00
(13#)7,210557,2.506060,211349,2.188511,1.354904e-01,24.433172,9.135461e+00
(11#)183/2,211459,2.494267,212507,2.189224,1.304478e-01,24.433172,8.815904e+00
(11#)92,212644,2.547725,213659,2.189987,1.513052e-01,24.433172,1.038571e+01
(11#)185/2,213784,2.541986,214817,2.190649,1.487478e-01,24.433172,1.024613e+01
(11#)93,215854,2.563496,215983,2.191651,1.567168e-01,24.433172,1.089346e+01
(11#)187/2,216917,2.525146,217121,2.192381,1.413107e-01,24.433172,9.791571e+00
(11#)94,217697,2.481485,218287,2.192934,1.236168e-01,24.433172,8.528740e+00
(11#)189/2,219311,2.546183,219437,2.193696,1.490076e-01,24.433172,1.046444e+01
(11#)95,220453,2.532386,220589,2.194589,1.431672e-01,24.433172,1.007240e+01
(11#)191/2,221332,2.526687,221747,2.195060,1.406996e-01,24.674994,9.834548e+00
(11#)96,222634,2.538822,222913,2.195439,1.453182e-01,24.674994,1.022801e+01
(11#)193/2,223469,2.547178,224069,2.196165,1.482734e-01,24.674994,1.050067e+01
(11#)97,225002,2.551522,225223,2.197019,1.495886e-01,24.674994,1.065081e+01
(13#)15/2,225892,2.548480,226379,2.197716,1.480785e-01,24.674994,1.058377e+01
(11#)98,227251,2.549104,227533,2.198193,1.481063e-01,24.674994,1.063341e+01
(11#)197/2,228097,2.525164,228677,2.198833,1.383792e-01,24.674994,9.930219e+00
(11#)99,229234,2.519971,229841,2.199728,1.359137e-01,24.674994,9.786510e+00
(11#)199/2,230848,2.518411,230999,2.200299,1.350349e-01,24.674994,9.762416e+00
(11#)100,231643,2.524351,232153,2.200961,1.370899e-01,24.674994,9.965926e+00
(11#)201/2,232189,2.532524,233297,2.201612,1.400266e-01,24.674994,1.023983e+01
(11#)101,233978,2.534564,234463,2.202293,1.405225e-01,24.674994,1.032494e+01
(11#)203/2,235028,2.506846,235607,2.202413,1.294718e-01,24.907690,9.409849e+00
(11#)102,236092,2.538865,236773,2.203335,1.417450e-01,24.907690,1.041405e+01
(11#)205/2,237883,2.566648,237929,2.203814,1.524113e-01,24.907690,1.130758e+01
(11#)103,238892,2.539570,239081,2.204529,1.414809e-01,24.907690,1.048380e+01
(11#)207/2,239857,2.497741,240209,2.204852,1.247263e-01,24.907690,9.201059e+00
(13#)8,241393,2.514952,241393,2.205575,1.312655e-01,24.907690,9.759185e+00
(11#)209/2,242119,2.534017,242533,2.206257,1.385084e-01,24.907690,1.038000e+01
(11#)105,243043,2.536059,243703,2.206809,1.390637e-01,24.907690,1.046936e+01
(11#)211/2,243736,2.522425,244859,2.207294,1.334534e-01,24.907690,1.006027e+01
(11#)106,245587,2.544113,246011,2.207887,1.417461e-01,24.907690,1.077605e+01
(11#)213/2,246518,2.561050,247141,2.208476,1.481146e-01,24.907690,1.134353e+01
(11#)107,247868,2.534405,248323,2.208943,1.374448e-01,24.907690,1.051324e+01
(11#)215/2,248867,2.548208,249463,2.209668,1.425481e-01,24.907690,1.097780e+01
(11#)108,249512,2.527815,250619,2.210276,1.342379e-01,24.907690,1.033683e+01
(11#)217/2,251081,2.534266,251789,2.210766,1.365650e-01,24.907690,1.057212e+01
(11#)109,252071,2.523456,252937,2.211196,1.320958e-01,24.907690,1.024382e+01
(11#)219/2,253741,2.514393,254083,2.211560,1.283333e-01,24.907690,9.972327e+00
(11#)110,255214,2.528919,255253,2.212253,1.337805e-01,24.907690,1.046814e+01
(17#)/2,259801,2.503359,262144,2.212784,1.233820e-01,24.907690,9.822879e+00
(13#)9,272794,2.510783,285283,2.218641,1.236998e-01,25.154209,1.049940e+01
(13#)19/2,285424,2.505523,300299,2.223793,1.192832e-01,25.391425,1.047286e+01
(13#)10,303904,2.513081,315313,2.228507,1.201776e-01,25.391425,1.102204e+01
(13#)21/2,324223,2.512902,330329,2.232580,1.182804e-01,25.642732,1.118062e+01
(13#)11,340261,2.521429,345329,2.236082,1.201006e-01,25.642732,1.181512e+01
(13#)23/2,354971,2.521369,360337,2.238954,1.187932e-01,25.884554,1.200768e+01
(13#)12,366794,2.499164,375373,2.241470,1.088244e-01,26.140741,1.123006e+01
(13#)25/2,386068,2.523716,390389,2.243791,1.175656e-01,26.140741,1.260967e+01
(13#)13,401509,2.524416,405401,2.245686,1.169987e-01,26.387260,1.284147e+01
(13#)27/2,414448,2.520611,420419,2.247269,1.147856e-01,26.387260,1.298648e+01
(13#)14,431146,2.523703,435427,2.248498,1.154648e-01,26.648423,1.333668e+01
(13#)29/2,448444,2.521152,450431,2.249737,1.139026e-01,26.648423,1.353551e+01
(13#)15,463549,2.513127,465463,2.250579,1.103403e-01,26.648423,1.346229e+01
(13#)31/2,467009,2.541140,480463,2.251248,1.211281e-01,26.899730,1.512643e+01
(13#)16,488339,2.536748,495491,2.251483,1.192938e-01,27.165965,1.512881e+01
(13#)33/2,498436,2.527659,510481,2.251925,1.155082e-01,27.165965,1.499749e+01
(17#),515611,2.539315,524288,2.252078,1.200410e-01,27.165965,1.598075e+01
(13#)35/2,535858,2.540830,540539,2.251762,1.207778e-01,27.693557,1.619009e+01
(13#)18,548461,2.531963,555523,2.251527,1.173862e-01,27.693557,1.607536e+01
(13#)37/2,569077,2.543991,570569,2.251205,1.222685e-01,27.693557,1.716842e+01
(13#)19,571262,2.550486,585581,2.250686,1.250489e-01,27.693557,1.797174e+01
(13#)39/2,588338,2.563074,600577,2.250165,1.302038e-01,27.693557,1.916488e+01
(13#)20,612022,2.551653,615607,2.249407,1.260748e-01,27.954720,1.872815e+01
(13#)41/2,621472,2.552996,630613,2.248520,1.269953e-01,28.231397,1.906785e+01
(13#)21,633967,2.541689,645641,2.247637,1.229494e-01,28.231397,1.878757e+01
(13#)43/2,656629,2.539026,660659,2.246712,1.223127e-01,28.231397,1.904542e+01
(13#)22,674719,2.554681,675643,2.245693,1.289132e-01,28.231397,2.051966e+01
(13#)45/2,686398,2.527108,690689,2.244601,1.185478e-01,28.231397,1.911609e+01
(13#)23,703568,2.559020,705689,2.243253,1.316973e-01,28.513446,2.154583e+01
(13#)47/2,713309,2.554701,720703,2.241839,1.306387e-01,28.779681,2.153273e+01
(13#)24,733528,2.558252,735733,2.240476,1.326359e-01,28.779681,2.225888e+01
(13#)49/2,748691,2.568782,750749,2.239030,1.373891e-01,28.779681,2.349882e+01
(13#)25,758411,2.555201,765763,2.237704,1.326805e-01,28.779681,2.301057e+01
(17#)3/2,770558,2.532269,780733,2.236092,1.243860e-01,28.779681,2.182262e+01
(13#)26,787162,2.561586,795793,2.234440,1.366360e-01,29.067208,2.425801e+01
(13#)53/2,804191,2.552045,810809,2.232645,1.337080e-01,29.338614,2.384166e+01
(13#)27,819212,2.562766,825821,2.230906,1.386794e-01,29.338614,2.516248e+01
(13#)55/2,831373,2.564720,840839,2.229179,1.402160e-01,29.338614,2.583586e+01
(13#)28,850253,2.564273,855851,2.227192,1.409334e-01,29.338614,2.634941e+01
(13#)57/2,860422,2.564422,870853,2.225610,1.417021e-01,29.338614,2.688053e+01
(13#)29,883648,2.566164,885883,2.223687,1.432455e-01,29.338614,2.757122e+01
(13#)59/2,891427,2.564719,900869,2.222942,1.430174e-01,29.338614,2.791190e+01
(13#)30,909037,2.548728,915911,2.225063,1.358092e-01,29.631725,2.654411e+01
(13#)61/2,915961,2.547074,930911,2.227743,1.339563e-01,29.631725,2.655468e+01
(13#)31,944161,2.565326,945943,2.230336,1.399333e-01,29.908402,2.797955e+01
(13#)63/2,957844,2.549019,960941,2.232931,1.323935e-01,29.908402,2.675816e+01
(13#)32,968299,2.573348,975967,2.235325,1.408211e-01,29.908402,2.899713e+01
(13#)65/2,990586,2.569172,990989,2.237563,1.381963e-01,29.908402,2.882089e+01
(13#)33,1004449,2.563918,1006003,2.239959,1.350790e-01,29.908402,2.852043e+01
(13#)67/2,1016921,2.561834,1021019,2.241836,1.334282e-01,30.207206,2.824879e+01
(17#)2,1034134,2.571303,1036027,2.244042,1.361341e-01,30.207206,2.925287e+01
(13#)69/2,1050706,2.556321,1048576,2.245941,1.294445e-01,30.207206,2.803123e+01
(13#)35,1053142,2.560025,1066063,2.247776,1.300757e-01,30.489256,2.833743e+01
(13#)71/2,1067611,2.564956,1081079,2.249648,1.311676e-01,30.489256,2.895970e+01
(13#)36,1093418,2.575284,1096079,2.251369,1.344213e-01,30.489256,3.010326e+01
(13#)73/2,1101119,2.571810,1111091,2.252996,1.323490e-01,30.489256,2.997633e+01
(13#)37,1116337,2.566773,1126093,2.254638,1.296600e-01,30.489256,2.968737e+01
(13#)75/2,1138519,2.571708,1141139,2.256152,1.309096e-01,30.793863,3.005562e+01
(13#)38,1154584,2.576126,1156151,2.257653,1.319609e-01,30.793863,3.067499e+01
(13#)77/2,1166306,2.582036,1171133,2.259104,1.336100e-01,30.793863,3.144951e+01
(13#)39,1171721,2.577143,1186181,2.260454,1.311157e-01,30.793863,3.118080e+01
(13#)79/2,1190542,2.575724,1201183,2.261670,1.300272e-01,31.081390,3.096709e+01
(13#)40,1201553,2.553525,1216213,2.262865,1.208430e-01,31.081390,2.896747e+01
(13#)81/2,1227416,2.574592,1231229,2.264130,1.285005e-01,31.081390,3.126818e+01
(13#)41,1239109,2.571541,1246243,2.265311,1.267933e-01,31.081390,3.116415e+01
(13#)83/2,1246537,2.571671,1261259,2.266444,1.263438e-01,31.081390,3.138277e+01
(13#)42,1271308,2.567174,1276271,2.267340,1.241983e-01,31.391913,3.083466e+01
(17#)5/2,1287808,2.580738,1291271,2.268377,1.290108e-01,31.391913,3.244651e+01
(13#)43,1305097,2.580555,1306289,2.269404,1.284873e-01,31.391913,3.264305e+01
(13#)87/2,1308529,2.570502,1321319,2.270253,1.242099e-01,31.391913,3.181004e+01
(13#)44,1327552,2.567012,1336333,2.271180,1.224431e-01,31.391913,3.164746e+01
(13#)89/2,1347289,2.580835,1351327,2.272227,1.273526e-01,31.685025,3.302353e+01
(13#)45,1352977,2.568573,1366349,2.275305,1.212364e-01,31.685025,3.168125e+01
(13#)91/2,1367291,2.578175,1381349,2.278311,1.236474e-01,31.685025,3.269886e+01
(13#)46,1392068,2.581279,1396393,2.281229,1.235707e-01,31.685025,3.302486e+01
(13#)93/2,1403569,2.576241,1411387,2.284031,1.203895e-01,32.001578,3.213721e+01
(13#)47,1421554,2.574203,1426393,2.286830,1.183734e-01,32.001578,3.189361e+01
(13#)95/2,1427329,2.563568,1441439,2.289637,1.130067e-01,32.001578,3.067701e+01
(13#)48,1446013,2.577389,1456451,2.292362,1.171941e-01,32.001578,3.220498e+01
(13#)97/2,1460213,2.583438,1471447,2.295035,1.183730e-01,32.001578,3.287448e+01
(13#)49,1485139,2.569529,1486451,2.297648,1.118366e-01,32.001578,3.126250e+01
(13#)99/2,1498438,2.572049,1501499,2.300213,1.117011e-01,32.001578,3.152905e+01
(13#)50,1508933,2.579741,1516513,2.302679,1.136158e-01,32.300383,3.211132e+01
(13#)101/2,1525204,2.588498,1531499,2.305154,1.159303e-01,32.300383,3.311814e+01
(17#)3,1538384,2.572062,1546537,2.307609,1.084960e-01,32.300383,3.117082e+01
(13#)103/2,1552613,2.581629,1561559,2.309903,1.112151e-01,32.623084,3.197590e+01
(13#)52,1568978,2.579733,1576571,2.312273,1.094549e-01,32.623084,3.173387e+01
(13#)105/2,1588283,2.576881,1591589,2.314595,1.073450e-01,32.623084,3.137472e+01
(13#)53,1600058,2.588112,1606603,2.316852,1.107193e-01,32.623084,3.271125e+01
(13#)107/2,1611293,2.582728,1621619,2.319098,1.076679e-01,32.623084,3.204655e+01
(13#)54,1625321,2.576631,1636627,2.321297,1.043567e-01,32.623084,3.128502e+01
(13#)109/2,1647964,2.569523,1651621,2.323463,1.006615e-01,32.623084,3.038618e+01
(13#)55,1658869,2.582682,1666657,2.325566,1.048649e-01,32.623084,3.200003e+01
(13#)111/2,1668971,2.593334,1681679,2.327662,1.080800e-01,32.623084,3.332116e+01
(13#)56,1693639,2.579746,1696693,2.329667,1.019656e-01,32.927691,3.131389e+01
(13#)113/2,1708321,2.575121,1711687,2.331688,9.930405e-02,32.927691,3.071339e+01
(13#)57,1725814,2.588012,1726693,2.333600,1.034779e-01,33.256660,3.202073e+01
(13#)115/2,1740821,2.579711,1741723,2.335555,9.942783e-02,33.256660,3.096001e+01
(13#)58,1746859,2.570141,1756747,2.337505,9.487664e-02,33.256660,2.971815e+01
(13#)117/2,1770016,2.583728,1771751,2.339404,9.933712e-02,33.256660,3.144060e+01
(13#)59,1777753,2.573578,1786781,2.341265,9.460577e-02,33.256660,3.011321e+01
(17#)7/2,1791778,2.589083,1801781,2.343121,9.981996e-02,33.256660,3.211278e+01
(13#)60,1802266,2.584393,1816813,2.344932,9.723426e-02,33.256660,3.148851e+01
(13#)121/2,1831436,2.577516,1831811,2.346754,9.379305e-02,33.256660,3.056023e+01
(13#)61,1835741,2.571404,1846843,2.348500,9.067523e-02,33.256660,2.972812e+01
(13#)123/2,1858867,2.583732,1861859,2.350228,9.472252e-02,33.256660,3.135981e+01
(13#)62,1872751,2.587271,1876859,2.351940,9.536313e-02,33.256660,3.182442e+01
(13#)125/2,1877164,2.577582,1891889,2.353571,9.091800e-02,33.567183,3.022031e+01
(13#)63,1892416,2.592349,1906889,2.355161,9.595532e-02,33.902541,3.189776e+01
(13#)127/2,1908661,2.585161,1921919,2.356803,9.248175e-02,33.902541,3.091875e+01
(13#)64,1931242,2.580351,1936889,2.358422,8.993268e-02,33.902541,3.024989e+01
(13#)129/2,1939141,2.593342,1951949,2.360018,9.427815e-02,33.902541,3.201609e+01
(13#)65,1953379,2.593798,1966963,2.361566,9.379825e-02,33.902541,3.207741e+01
(13#)131/2,1969936,2.574568,1981963,2.363140,8.569051e-02,33.902541,2.939570e+01
(13#)66,1988632,2.587112,1996979,2.364668,8.990456e-02,33.902541,3.112920e+01
(13#)133/2,1997902,2.586030,2012009,2.366173,8.885000e-02,33.902541,3.096672e+01
(13#)67,2021137,2.583325,2027023,2.367656,8.717689e-02,33.902541,3.057219e+01
(13#)135/2,2033041,2.591447,2042039,2.369143,8.968812e-02,33.902541,3.171394e+01
(17#)4,2053553,2.579809,2057053,2.370564,8.458746e-02,33.902541,3.004012e+01
(13#)137/2,2071096,2.585053,2072053,2.372011,8.600789e-02,33.902541,3.077748e+01
