START,n_0,C_min,Npred_0,CpredAlign,Lambda_min,Jitter,JitterRatio
(13#)4,121234,2.463828,121271,2.071754,1.733206e-01,0.035918,1.091581e+01
(11#)105/2,121612,2.502568,122401,2.070322,1.896133e-01,0.035720,1.210095e+01
(11#)53,123059,2.504951,123583,2.068816,1.912927e-01,0.035523,1.227754e+01
(11#)107/2,124447,2.517146,124739,2.067321,1.968722e-01,0.035330,1.273210e+01
(11#)54,125479,2.491172,125887,2.065819,1.872265e-01,0.035142,1.210384e+01
(11#)109/2,126397,2.546025,127037,2.064299,2.097426e-01,0.034955,1.378132e+01
(11#)55,127189,2.428594,128203,2.062739,1.632778e-01,0.034770,1.052215e+01
(11#)111/2,129263,2.490514,129347,2.061193,1.892042e-01,0.034589,1.241207e+01
(11#)56,130307,2.503745,130513,2.059602,1.952749e-01,0.034410,1.290738e+01
(11#)113/2,131641,2.512217,131072,2.058038,1.994125e-01,0.034235,1.326651e+01
(11#)57,131888,2.478781,132817,2.056410,1.868052e-01,0.034062,1.240006e+01
(11#)115/2,133174,2.475614,133979,2.054776,1.863216e-01,0.033890,1.241776e+01
(11#)58,134087,2.503206,135131,2.053141,1.982015e-01,0.033721,1.334673e+01
(13#)9/2,135802,2.501586,136277,2.051501,1.983532e-01,0.033556,1.341295e+01
(11#)59,136649,2.492808,137443,2.049815,1.956602e-01,0.033391,1.326684e+01
(11#)119/2,137587,2.515309,138599,2.048130,2.054685e-01,0.033230,1.405895e+01
(11#)60,139511,2.466330,139753,2.046434,1.866324e-01,0.033071,1.269680e+01
(11#)121/2,140009,2.495139,140909,2.044720,1.990836e-01,0.032913,1.368514e+01
(11#)61,141676,2.498497,142061,2.042998,2.012710e-01,0.032759,1.390455e+01
(11#)123/2,142258,2.505830,143197,2.041286,2.050400e-01,0.032606,1.424719e+01
(11#)62,143896,2.509536,144349,2.039536,2.073755e-01,0.032458,1.448025e+01
(11#)125/2,145144,2.491578,145517,2.037747,2.010715e-01,0.032306,1.404789e+01
(11#)63,146176,2.504029,146683,2.035948,2.069395e-01,0.032159,1.455521e+01
(11#)127/2,147401,2.521313,147827,2.034169,2.146924e-01,0.032015,1.521612e+01
(11#)64,148696,2.533538,148991,2.033556,2.198308e-01,0.031965,1.564155e+01
(11#)129/2,149846,2.509766,150131,2.035925,2.092393e-01,0.031870,1.486793e+01
(13#)5,150292,2.507348,151303,2.039443,2.065489e-01,0.031729,1.474692e+01
(11#)131/2,151909,2.518866,152459,2.042939,2.094193e-01,0.031589,1.506623e+01
(11#)66,152914,2.505061,153611,2.046345,2.022578e-01,0.031452,1.458464e+01
(11#)133/2,154702,2.506776,154769,2.049746,2.012816e-01,0.031315,1.459460e+01
(11#)67,155816,2.502854,155921,2.053107,1.980774e-01,0.031181,1.442375e+01
(11#)135/2,156007,2.496651,157061,2.056408,1.939895e-01,0.031047,1.417989e+01
(11#)68,157901,2.486203,158233,2.059602,1.882439e-01,0.030917,1.379827e+01
(11#)137/2,158419,2.533724,159389,2.062827,2.056128e-01,0.030787,1.529532e+01
(11#)69,159407,2.542242,160541,2.066002,2.074310e-01,0.030660,1.553294e+01
(11#)139/2,161659,2.491347,161683,2.069116,1.857021e-01,0.030534,1.382822e+01
(11#)70,162353,2.507294,162853,2.072224,1.905817e-01,0.030408,1.430775e+01
(11#)141/2,163297,2.519915,163997,2.075234,1.941513e-01,0.030285,1.468321e+01
(11#)71,164954,2.477786,165161,2.078233,1.758474e-01,0.030163,1.324646e+01
(13#)11/2,165701,2.520785,166319,2.081221,1.916156e-01,0.030042,1.463165e+01
(11#)72,166351,2.526473,167471,2.084206,1.924363e-01,0.029921,1.478116e+01
(11#)145/2,167809,2.490909,168629,2.087049,1.768966e-01,0.029805,1.355008e+01
(11#)73,168814,2.509419,169783,2.089893,1.829384e-01,0.029690,1.413021e+01
(11#)147/2,170539,2.495056,170927,2.092727,1.758432e-01,0.029574,1.360415e+01
(11#)74,171694,2.497959,172093,2.095540,1.756627e-01,0.029459,1.366031e+01
(11#)149/2,172849,2.504239,173249,2.098273,1.768703e-01,0.029348,1.383283e+01
(11#)75,174214,2.457750,174389,2.101021,1.568229e-01,0.029236,1.220170e+01
(11#)151/2,174814,2.514062,175543,2.103691,1.782064e-01,0.029126,1.408951e+01
(11#)76,176551,2.496728,176713,2.106379,1.700107e-01,0.029017,1.345242e+01
(11#)153/2,177841,2.524335,177841,2.109030,1.797495e-01,0.028910,1.436544e+01
(11#)77,178898,2.502055,179021,2.111607,1.696631e-01,0.028803,1.355581e+01
(11#)155/2,179083,2.529322,180179,2.114160,1.792937e-01,0.028698,1.446658e+01
(13#)6,180379,2.501151,181303,2.116694,1.668956e-01,0.028594,1.344537e+01
(11#)157/2,181919,2.535068,182489,2.119260,1.791535e-01,0.028489,1.459539e+01
(11#)79,182519,2.515243,183637,2.121715,1.701447e-01,0.028388,1.386248e+01
(11#)159/2,184696,2.506373,184777,2.124162,1.654593e-01,0.028287,1.351190e+01
(11#)80,185578,2.512282,185951,2.126593,1.666703e-01,0.028187,1.368322e+01
(11#)161/2,187024,2.533868,187091,2.128977,1.741054e-01,0.028089,1.441458e+01
(11#)81,187471,2.522543,188261,2.131349,1.685124e-01,0.027991,1.397571e+01
(11#)163/2,189094,2.510677,189407,2.133713,1.626888e-01,0.027893,1.351465e+01
(11#)82,189817,2.521375,190573,2.136022,1.658592e-01,0.027798,1.386262e+01
(11#)165/2,191626,2.523077,191717,2.138322,1.654578e-01,0.027703,1.388857e+01
(11#)83,191768,2.509171,192883,2.140623,1.588555e-01,0.027609,1.334884e+01
(11#)167/2,193639,2.501153,194027,2.142844,1.546179e-01,0.027516,1.302184e+01
(11#)84,194767,2.519507,195193,2.145085,1.608841e-01,0.027423,1.365358e+01
(13#)13/2,195751,2.518018,196337,2.147271,1.592744e-01,0.027332,1.356458e+01
(11#)85,197402,2.512439,197479,2.149476,1.560299e-01,0.027241,1.332414e+01
(11#)171/2,198046,2.523633,198659,2.151605,1.594855e-01,0.027152,1.370168e+01
(11#)86,199021,2.495353,199813,2.153759,1.472155e-01,0.027063,1.262218e+01
(11#)173/2,200899,2.517394,200929,2.155853,1.550378e-01,0.026976,1.340232e+01
(11#)87,201904,2.515768,202121,2.157937,1.534255e-01,0.026889,1.330771e+01
(11#)175/2,203128,2.520731,203279,2.160007,1.544375e-01,0.026803,1.345834e+01
(11#)88,203417,2.508934,204431,2.162070,1.487919e-01,0.026718,1.298241e+01
(11#)177/2,204928,2.464243,205589,2.164081,1.298889e-01,0.026633,1.127030e+01
(11#)89,205924,2.529874,206699,2.166106,1.552384e-01,0.026549,1.370176e+01
(11#)179/2,206984,2.513240,207877,2.168077,1.477322e-01,0.026466,1.304175e+01
(11#)90,208129,2.513207,209039,2.170055,1.468071e-01,0.026384,1.300606e+01
(11#)181/2,209362,2.520880,210209,2.171997,1.489610e-01,0.026303,1.326400e+01
(13#)7,210557,2.506060,211349,2.173933,1.421738e-01,0.026222,1.266597e+01
(11#)183/2,211459,2.494267,212507,2.175828,1.365856e-01,0.026142,1.218113e+01
(11#)92,212644,2.547725,213659,2.177730,1.569178e-01,0.026063,1.419618e+01
(11#)185/2,213784,2.541986,214817,2.179625,1.537928e-01,0.025985,1.394501e+01
(11#)93,215854,2.563496,215983,2.181440,1.613867e-01,0.025907,1.474721e+01
(11#)187/2,216917,2.525146,217121,2.183310,1.454568e-01,0.025829,1.323458e+01
(11#)94,217697,2.481485,218287,2.185112,1.271901e-01,0.025753,1.150829e+01
(11#)189/2,219311,2.546183,219437,2.186947,1.520889e-01,0.025677,1.399058e+01
(11#)95,220453,2.532386,220589,2.188683,1.458619e-01,0.025602,1.342485e+01
(11#)191/2,221332,2.526687,221747,2.190462,1.427965e-01,0.025528,1.317083e+01
(11#)96,222634,2.538822,222913,2.192219,1.467859e-01,0.025454,1.361684e+01
(11#)193/2,223469,2.547178,224069,2.193943,1.492857e-01,0.025381,1.391730e+01
(11#)97,225002,2.551522,225223,2.195659,1.502078e-01,0.025308,1.406128e+01
(13#)15/2,225892,2.548480,226379,2.197364,1.482386e-01,0.025237,1.391275e+01
(11#)98,227251,2.549104,227533,2.199051,1.477160e-01,0.025165,1.391031e+01
