START,n_1,C_max,Npred_1,CpredAlign,Lambda_max,Jitter,JitterRatio,Status
(5#)10,300,6.94040203,300,8.35242564,-1.851923e-01,2.429812,-0.581125,EXPECTED
(7#)3/2,315,8.43110623,315,9.77749506,-1.481553e-01,2.563808,-0.525152,EXPECTED
(5#)11,330,7.74497014,330,9.36967051,-1.904343e-01,2.359837,-0.688480,EXPECTED
(5#)23/2,345,7.94116543,345,9.07771313,-1.337623e-01,2.332769,-0.487210,EXPECTED
(5#)12,360,6.15932812,360,8.72323239,-3.480222e-01,2.308019,-1.110868,EXPECTED
(5#)25/2,375,6.01128592,375,8.65200004,-3.641518e-01,2.275859,-1.160315,EXPECTED
(5#)13,390,6.57136743,390,8.61285882,-2.705344e-01,2.246644,-0.908685,EXPECTED
(5#)27/2,405,6.06725959,405,8.12140191,-2.915958e-01,2.226052,-0.922774,EXPECTED
(7#)2,420,7.99188162,420,9.59205038,-1.825084e-01,2.375785,-0.673533,EXPECTED
(5#)29/2,435,7.48402071,435,8.76859111,-1.584060e-01,2.182142,-0.588674,EXPECTED
(5#)15,462,7.49643810,462,8.53727034,-1.300133e-01,2.159287,-0.482026,EXPECTED
(5#)31/2,465,7.47988224,465,8.83182473,-1.661446e-01,2.143191,-0.630808,EXPECTED
(5#)16,483,6.65597280,480,8.58380356,-2.543625e-01,2.123378,-0.907907,EXPECTED
(5#)33/2,495,7.79282126,495,8.60490606,-9.912955e-02,2.108454,-0.385157,EXPECTED
(5#)17,510,7.01146018,510,8.55478298,-1.989446e-01,2.090167,-0.738373,EXPECTED
(7#)5/2,525,7.78613819,525,9.50834120,-1.998244e-01,2.076108,-0.829534,EXPECTED
(5#)18,540,7.03712751,540,8.36734972,-1.731371e-01,2.060868,-0.645467,EXPECTED
(5#)37/2,555,6.91916673,555,8.73424322,-2.329560e-01,2.049345,-0.885686,EXPECTED
(5#)19,570,7.91213209,570,8.81258072,-1.077830e-01,2.034463,-0.442598,EXPECTED
(5#)39/2,585,7.50774530,585,9.12706693,-1.953092e-01,2.024086,-0.800026,EXPECTED
(5#)20,609,7.03221547,600,7.76620929,-9.928038e-02,2.010595,-0.365063,EXPECTED
(5#)41/2,615,7.25345459,615,8.18085588,-1.203189e-01,2.001252,-0.463411,EXPECTED
(7#)3,630,7.91377219,630,9.41305910,-1.734934e-01,1.991297,-0.752920,EXPECTED
(5#)43/2,645,6.23868815,645,8.51678785,-3.112693e-01,1.980483,-1.150275,EXPECTED
(5#)22,660,7.91893649,660,9.18208199,-1.479971e-01,1.969307,-0.641416,EXPECTED
(5#)45/2,675,7.30446862,675,8.44746155,-1.453797e-01,1.962256,-0.582489,EXPECTED
(5#)23,693,7.17206434,690,8.80035957,-2.045991e-01,1.961464,-0.830143,EXPECTED
(5#)47/2,714,7.25655511,705,7.84335110,-7.776097e-02,1.944446,-0.301781,EXPECTED
(5#)24,720,6.73346279,720,7.93887409,-1.646819e-01,1.935113,-0.622915,EXPECTED
(7#)7/2,735,8.54549570,735,9.28746217,-8.326101e-02,2.133209,-0.347817,EXPECTED
(5#)25,750,7.24579438,750,8.25841320,-1.308112e-01,1.920230,-0.527342,EXPECTED
(5#)51/2,765,7.15563604,765,8.90104064,-2.182679e-01,1.914472,-0.911690,EXPECTED
(5#)26,780,7.04990800,780,8.97714374,-2.416672e-01,1.906633,-1.010806,EXPECTED
(5#)53/2,795,6.51590604,795,8.53597914,-2.700438e-01,1.901396,-1.062416,EXPECTED
(5#)27,810,6.64448411,810,7.75884875,-1.550469e-01,1.894202,-0.588303,EXPECTED
(5#)55/2,825,7.66200530,825,8.63457155,-1.195004e-01,1.889440,-0.514738,EXPECTED
(7#)4,840,8.20414590,840,9.31026260,-1.264777e-01,2.096817,-0.527522,EXPECTED
(5#)57/2,855,7.47170017,855,8.67426162,-1.492376e-01,1.889245,-0.636530,EXPECTED
(5#)29,870,7.79339087,870,8.60715387,-9.931765e-02,1.873150,-0.434436,EXPECTED
(5#)59/2,885,7.91710221,885,8.51345726,-7.262286e-02,1.868503,-0.319162,EXPECTED
(5#)30,900,6.78664426,900,8.25159172,-1.954495e-01,1.862926,-0.786369,EXPECTED
(5#)61/2,915,6.91869875,915,7.79815879,-1.196599e-01,1.859357,-0.472991,EXPECTED
(5#)31,930,6.63119009,930,8.10272153,-2.004157e-01,1.854233,-0.793607,EXPECTED
(7#)9/2,945,7.55793189,945,9.22515750,-1.993367e-01,2.074530,-0.803664,EXPECTED
(5#)32,960,7.07321591,960,8.18788907,-1.463409e-01,1.846293,-0.603736,EXPECTED
(5#)65/2,975,7.58665247,975,9.02246130,-1.733267e-01,1.843370,-0.778904,EXPECTED
(5#)33,990,7.49719194,990,9.06714773,-1.901292e-01,1.839049,-0.853678,EXPECTED
(5#)67/2,1005,6.85377083,1005,8.46625381,-2.112891e-01,1.836413,-0.878061,EXPECTED
(5#)34,1020,7.33980895,1020,8.05897156,-9.347314e-02,1.843887,-0.390025,EXPECTED
(5#)69/2,1035,7.08454356,1035,8.13178050,-1.378645e-01,1.830079,-0.572236,EXPECTED
(7#)5,1050,8.66474534,1050,9.24432655,-6.474748e-02,1.827324,-0.317175,EXPECTED
(5#)71/2,1071,6.91378853,1065,8.16752340,-1.666480e-01,1.825061,-0.686955,EXPECTED
(5#)36,1092,7.70861537,1080,8.31646577,-7.589879e-02,1.821003,-0.333800,EXPECTED
(5#)73/2,1095,6.98422798,1095,8.45992068,-1.916853e-01,1.819110,-0.811217,EXPECTED
(5#)37,1110,7.44190976,1110,8.45672088,-1.278340e-01,1.816078,-0.558793,EXPECTED
(5#)75/2,1125,6.85042475,1125,7.63730324,-1.087339e-01,1.814433,-0.433677,EXPECTED
(5#)38,1140,7.12745061,1140,8.21517075,-1.420289e-01,1.811637,-0.600407,EXPECTED
(11#)/2,1155,9.13559580,1155,10.10947624,-1.012948e-01,1.799985,-0.541049,EXPECTED
(7#)6,1260,8.73658664,1260,9.19162504,-5.077318e-02,1.804692,-0.252142,EXPECTED
(7#)13/2,1365,8.55809036,1365,9.91920101,-1.475953e-01,1.789072,-0.760791,EXPECTED
(7#)7,1470,7.81539530,1470,9.15551061,-1.582604e-01,1.786976,-0.749935,EXPECTED
(7#)15/2,1575,8.53964513,1575,9.11618157,-6.533158e-02,1.788933,-0.322280,EXPECTED
(7#)8,1680,8.40436284,1680,9.12615834,-8.239388e-02,1.792594,-0.402654,EXPECTED
(7#)17/2,1785,8.79830470,1785,9.66829842,-9.429327e-02,1.798631,-0.483698,EXPECTED
(7#)9,1890,8.43214029,1890,9.01675725,-6.703413e-02,1.805978,-0.323712,EXPECTED
(7#)19/2,1995,8.57059128,1995,9.58588025,-1.119545e-01,1.815142,-0.559344,EXPECTED
(7#)10,2145,8.12379559,2145,9.70724298,-1.780748e-01,1.825373,-0.867465,EXPECTED
(7#)21/2,2205,8.06714663,2205,9.07033583,-1.172094e-01,1.837023,-0.546095,EXPECTED
(11#),2310,9.14058186,2310,9.95599609,-8.545095e-02,1.849632,-0.440852,EXPECTED
(7#)23/2,2415,8.64639902,2415,9.46750266,-9.072223e-02,1.840188,-0.446206,EXPECTED
(7#)12,2520,7.98399457,2520,9.00564504,-1.204127e-01,1.775215,-0.575508,EXPECTED
(7#)25/2,2625,8.59805030,2625,9.02974950,-4.898916e-02,1.732243,-0.249214,EXPECTED
(7#)13,2730,9.53914578,2730,9.77077560,-2.399191e-02,1.691968,-0.136900,EXPECTED
(7#)27/2,2835,8.56334577,2835,9.00829651,-5.065501e-02,1.652993,-0.269179,EXPECTED
(7#)14,2940,8.67739172,2940,8.98042982,-3.432675e-02,1.616363,-0.187481,EXPECTED
(7#)29/2,3135,8.85070812,3045,9.22007597,-4.088581e-02,1.582700,-0.233378,EXPECTED
(7#)15,3150,8.07464822,3150,8.96877825,-1.050202e-01,1.550012,-0.576854,EXPECTED
(7#)31/2,3255,9.08651900,3255,9.27922425,-2.098606e-02,1.519859,-0.126792,EXPECTED
(7#)16,3360,8.55513325,3360,8.95756376,-4.596681e-02,1.490480,-0.270001,EXPECTED
(11#)3/2,3465,9.20509845,3465,9.84627809,-6.733601e-02,1.463191,-0.438206,EXPECTED
(7#)17,3570,8.47248673,3570,9.51751491,-1.163097e-01,1.725822,-0.605525,EXPECTED
(7#)35/2,3675,8.65796828,3675,8.97038033,-3.544799e-02,1.716427,-0.182013,EXPECTED
(7#)18,3795,8.16344904,3780,8.93269783,-9.005170e-02,1.667074,-0.461436,EXPECTED
(7#)37/2,3885,8.65284260,3885,9.13936624,-5.470315e-02,1.640021,-0.296657,EXPECTED
(7#)19,3990,8.61525608,3990,9.41748631,-8.903361e-02,1.613451,-0.497214,EXPECTED
(7#)39/2,4095,9.26020575,4095,9.66886325,-4.318448e-02,1.588671,-0.257232,EXPECTED
(7#)20,4200,8.21978002,4290,8.92690843,-8.252669e-02,1.564279,-0.452047,EXPECTED
(7#)41/2,4305,8.45913368,4305,9.10838297,-7.394843e-02,1.542695,-0.420854,EXPECTED
(7#)21,4410,8.62279023,4410,8.83742963,-2.458734e-02,1.520741,-0.141141,EXPECTED
(7#)43/2,4515,8.78519237,4515,9.09348483,-3.449059e-02,1.497951,-0.205809,EXPECTED
(11#)2,4620,9.43200294,4620,9.77868998,-3.609705e-02,1.495167,-0.231872,EXPECTED
(7#)45/2,4725,8.48560494,4725,8.87838774,-4.524879e-02,1.473404,-0.266582,EXPECTED
(7#)23,4830,9.23639960,4830,9.25162174,-1.646703e-03,1.601006,-0.009508,EXPECTED
(7#)47/2,4935,8.55995006,4935,9.06199845,-5.699532e-02,1.578307,-0.318093,EXPECTED
(7#)24,5040,8.47914389,5040,8.84432586,-4.216662e-02,1.561355,-0.233888,EXPECTED
(7#)49/2,5145,8.23437263,5145,8.86355788,-7.363107e-02,1.538876,-0.408860,EXPECTED
(7#)25,5250,8.88898687,5250,8.83622502,5.953329e-03,1.520237,0.034706,OUTLIER
(7#)51/2,5355,8.59144749,5355,9.34364408,-8.392910e-02,1.502676,-0.500571,EXPECTED
(7#)26,5460,8.73404796,5460,9.61365201,-9.595523e-02,1.485226,-0.592236,EXPECTED
(7#)53/2,5565,8.44836872,5565,9.04463301,-6.819817e-02,1.469331,-0.405807,EXPECTED
(7#)27,5670,8.27370483,5670,8.83722951,-6.589103e-02,1.452388,-0.387999,EXPECTED
(11#)5/2,5775,9.30254452,5775,9.73445843,-4.538404e-02,1.436921,-0.300583,EXPECTED
(7#)28,5880,8.40421431,5880,8.83561865,-5.005784e-02,1.422427,-0.303288,EXPECTED
(7#)57/2,5985,8.99970987,5985,9.30527191,-3.338877e-02,1.406953,-0.217180,EXPECTED
(7#)29,6090,8.52931444,6090,9.14705496,-6.992298e-02,1.392432,-0.443641,EXPECTED
(7#)59/2,6195,8.61597314,6195,8.95499835,-3.859403e-02,1.378691,-0.245904,EXPECTED
(7#)30,6300,8.26068737,6300,8.82497339,-6.607779e-02,1.364977,-0.413403,EXPECTED
(7#)61/2,6405,8.78106455,6405,9.17014142,-4.335506e-02,1.351988,-0.287781,EXPECTED
(7#)31,6510,8.48065427,6510,9.03875029,-6.373332e-02,1.350753,-0.413174,EXPECTED
(7#)63/2,6615,8.51815935,6615,8.81330028,-3.406170e-02,1.336180,-0.220884,EXPECTED
(7#)32,6765,7.91178535,6720,8.75584252,-1.013677e-01,1.324796,-0.637122,EXPECTED
(7#)65/2,6825,9.18281598,6825,9.57861199,-4.219879e-02,1.312863,-0.301475,EXPECTED
(11#)3,6930,9.57022794,6930,9.70255291,-1.373201e-02,1.300928,-0.101716,EXPECTED
(7#)67/2,7035,8.65754455,7035,8.93527352,-3.157562e-02,1.289598,-0.215361,EXPECTED
(7#)34,7140,8.99867832,7140,9.34137546,-3.737579e-02,1.278930,-0.267956,EXPECTED
(7#)69/2,7245,8.89869542,7245,9.20692479,-3.405121e-02,1.267486,-0.243182,EXPECTED
(7#)35,7350,8.15181074,7350,8.83927750,-8.096506e-02,1.257335,-0.546765,EXPECTED
(7#)71/2,7455,8.83168226,7455,8.92002380,-9.953102e-03,1.246438,-0.070875,EXPECTED
(7#)36,7560,8.65079274,7560,8.77876647,-1.468494e-02,1.236156,-0.103526,EXPECTED
(7#)73/2,7665,8.55978200,7665,8.83948369,-3.215375e-02,1.224850,-0.228356,EXPECTED
(7#)37,7770,9.12968576,7770,9.02461380,1.157556e-02,1.215327,0.086456,OUTLIER
(7#)75/2,7875,7.93215960,7875,8.73564199,-9.648611e-02,1.206339,-0.666050,EXPECTED
(7#)38,7980,8.86151069,7980,9.27729174,-4.585241e-02,1.198415,-0.346942,EXPECTED
(11#)7/2,8085,9.49404748,8085,9.67761467,-1.915043e-02,1.188934,-0.154396,EXPECTED
(7#)39,8190,9.19979531,8190,9.55422435,-3.780216e-02,1.179140,-0.300583,EXPECTED
(7#)79/2,8295,8.67819577,8295,8.85877276,-2.059459e-02,1.170618,-0.154258,EXPECTED
(7#)40,8400,8.39818911,8400,8.79859102,-4.657550e-02,1.162054,-0.344564,EXPECTED
(7#)81/2,8505,8.54937189,8580,8.75322991,-2.356495e-02,1.153393,-0.176746,EXPECTED
(7#)41,8610,8.81029329,8610,8.99278165,-2.050149e-02,1.146935,-0.159110,EXPECTED
(7#)83/2,8715,8.50173807,8715,8.86260834,-4.157049e-02,1.137853,-0.317150,EXPECTED
(7#)42,8820,8.72119273,8820,8.69979516,2.456529e-03,1.130711,0.018924,OUTLIER
(7#)85/2,8925,9.64346441,8925,9.32946940,3.310228e-02,1.123180,0.279559,OUTLIER
(7#)43,9030,8.34206329,9030,8.92508022,-6.755473e-02,1.114644,-0.523052,EXPECTED
(7#)87/2,9135,8.48656720,9135,9.07855590,-6.743055e-02,1.107677,-0.534442,EXPECTED
(11#)4,9240,9.63749652,9240,9.66311104,-2.654272e-03,1.100407,-0.023277,EXPECTED
(7#)89/2,9345,8.48036675,9345,8.85479336,-4.320524e-02,1.094127,-0.342215,EXPECTED
(7#)45,9450,8.61855486,9450,8.72801524,-1.262057e-02,1.086467,-0.100749,EXPECTED
(7#)91/2,9555,9.35414843,9555,9.53206400,-1.884135e-02,1.080423,-0.164672,EXPECTED
(7#)46,9660,8.92495168,9660,9.14153115,-2.397698e-02,1.074077,-0.201642,EXPECTED
(7#)93/2,9765,8.57412318,9765,9.04993313,-5.400863e-02,1.067449,-0.445745,EXPECTED
(7#)47,9870,8.74177224,9870,8.92934492,-2.123009e-02,1.059901,-0.176972,EXPECTED
(7#)95/2,9975,9.24857451,9975,9.18657503,6.726250e-03,1.054506,0.058795,OUTLIER
(7#)48,10080,8.32911566,10080,8.74278759,-4.847180e-02,1.048609,-0.394496,EXPECTED
(7#)97/2,10185,8.32950717,10185,8.79083262,-5.390514e-02,1.042237,-0.442630,EXPECTED
(7#)49,10290,8.59384526,10290,8.74603246,-1.755388e-02,1.035420,-0.146981,EXPECTED
(11#)9/2,10395,9.44835638,10395,9.64821026,-2.093163e-02,1.030395,-0.193959,EXPECTED
(7#)50,10500,8.52416040,10500,8.74830641,-2.595560e-02,1.024552,-0.218775,EXPECTED
(7#)101/2,10605,8.84761592,10605,8.80441865,4.894320e-03,1.019150,0.042386,OUTLIER
(7#)51,10710,8.90730621,10710,9.30809953,-4.401308e-02,1.013646,-0.395398,EXPECTED
(7#)103/2,10815,8.64871912,10815,8.80321189,-1.770541e-02,1.008088,-0.153253,EXPECTED
(7#)52,10920,9.43768576,10920,9.51500196,-8.158909e-03,1.002440,-0.077128,EXPECTED
(7#)105/2,11025,8.55056947,11025,8.72453335,-2.014110e-02,0.997208,-0.174451,EXPECTED
(7#)53,11130,8.57999332,11130,8.83833968,-2.966591e-02,0.991924,-0.260450,EXPECTED
(7#)107/2,11235,8.73451914,11235,8.80979225,-8.580966e-03,0.986375,-0.076313,EXPECTED
(7#)54,11385,8.42939459,11340,8.68765889,-3.017855e-02,0.982048,-0.262985,EXPECTED
(7#)109/2,11445,8.57779617,11445,8.81214866,-2.695428e-02,0.976370,-0.240024,EXPECTED
(11#)5,11550,9.48545130,11550,9.63542045,-1.568676e-02,0.972178,-0.154261,EXPECTED
(7#)111/2,11655,8.60649982,11655,8.97940573,-4.241599e-02,0.967130,-0.385580,EXPECTED
(7#)56,11760,8.39587779,11760,8.70585990,-3.625550e-02,0.961716,-0.322322,EXPECTED
(7#)113/2,11865,8.36774564,11865,8.81021030,-5.152680e-02,0.957877,-0.461922,EXPECTED
(7#)57,11970,8.98693403,11970,9.21361228,-2.491024e-02,0.952467,-0.237991,EXPECTED
(7#)115/2,12075,8.57491459,12075,9.13125962,-6.286262e-02,0.948588,-0.586498,EXPECTED
(7#)58,12180,8.86473307,12180,9.02738481,-1.818189e-02,0.944336,-0.172239,EXPECTED
(7#)117/2,12285,9.18105503,12285,9.43514925,-2.729987e-02,0.939728,-0.270391,EXPECTED
(7#)59,12390,8.40207017,12390,8.86631661,-5.378132e-02,0.701823,-0.661487,EXPECTED
(7#)119/2,12495,8.66043013,12495,9.24567037,-6.539098e-02,0.931271,-0.628432,EXPECTED
(7#)60,12600,8.63111440,12600,8.72039943,-1.029142e-02,0.695457,-0.128383,EXPECTED
(11#)11/2,12705,9.16595724,12705,9.62445599,-4.881104e-02,0.692301,-0.662282,EXPECTED
(7#)61,12810,8.46350784,12810,8.95295991,-5.622047e-02,0.688981,-0.710400,EXPECTED
(7#)123/2,12915,8.71515540,12915,8.91403748,-2.256377e-02,0.686215,-0.289825,EXPECTED
(7#)62,13020,8.71414996,13020,9.01689850,-3.415229e-02,0.682920,-0.443315,EXPECTED
(7#)125/2,13125,8.49533428,13125,8.70099863,-2.392070e-02,0.680286,-0.302320,EXPECTED
(7#)63,13230,8.33251629,13230,8.72129967,-4.560279e-02,0.677136,-0.574158,EXPECTED
(7#)127/2,13335,8.76844060,13335,8.77400645,-6.345580e-04,0.674520,-0.008252,EXPECTED
(7#)64,13440,8.63297568,13440,8.64845459,-1.791393e-03,0.671722,-0.023044,EXPECTED
(7#)129/2,13545,8.82129881,13545,8.91321293,-1.036566e-02,0.668750,-0.137442,EXPECTED
(7#)65,13650,8.95297785,13650,9.44169738,-5.314957e-02,0.666071,-0.733735,EXPECTED
(7#)131/2,13755,8.37142247,13755,8.77598875,-4.719562e-02,0.663446,-0.609795,EXPECTED
(11#)6,13860,9.55432606,13860,9.61474256,-6.303561e-03,0.660490,-0.091472,EXPECTED
(7#)133/2,13965,8.87192975,13965,9.21626082,-3.807707e-02,0.658126,-0.523199,EXPECTED
(7#)67,14070,8.32609536,14070,8.81691276,-5.727718e-02,0.655542,-0.748720,EXPECTED
(7#)135/2,14175,8.40681424,14175,8.71322289,-3.579915e-02,0.652943,-0.469273,EXPECTED
(7#)68,14280,8.79311025,14280,9.26092116,-5.183503e-02,0.650425,-0.719239,EXPECTED
(7#)137/2,14385,8.30958693,14385,8.77550372,-5.455427e-02,0.647891,-0.719128,EXPECTED
(7#)69,14490,8.89487412,14490,9.10376730,-2.321315e-02,0.645333,-0.323698,EXPECTED
(7#)139/2,14595,8.44162097,14595,8.70734295,-3.099234e-02,0.642540,-0.413549,EXPECTED
(7#)70,14700,8.49350364,14700,8.70117564,-2.415655e-02,0.640517,-0.324226,EXPECTED
(7#)141/2,14805,8.91974615,14805,8.84574909,8.330473e-03,0.638027,0.115978,OUTLIER
(7#)71,14910,8.47297674,14910,8.82342790,-4.052855e-02,0.635729,-0.551259,EXPECTED
(13#)/2,15015,10.42234789,15015,10.46766056,-4.338221e-03,0.633476,-0.071530,EXPECTED
(11#)7,16170,9.36233987,16170,9.59691595,-2.474655e-02,0.609540,-0.384841,EXPECTED
(11#)15/2,17745,9.32207485,17325,9.59564388,-2.892401e-02,0.588536,-0.464830,EXPECTED
(11#)8,18480,9.31770329,18480,9.58995741,-2.880028e-02,0.569806,-0.477801,EXPECTED
(11#)17/2,19635,9.85407381,19635,10.21689222,-3.615750e-02,0.552990,-0.656103,EXPECTED
(11#)9,20790,9.50917607,20790,9.57956250,-7.374688e-03,0.537763,-0.130887,EXPECTED
(11#)19/2,21945,10.03630588,21945,10.13255881,-9.544777e-03,0.524130,-0.183643,EXPECTED
(11#)10,23205,9.96342729,23205,10.06272858,-9.917241e-03,0.511623,-0.194091,EXPECTED
(11#)21/2,24255,9.26316555,24255,9.56978526,-3.256492e-02,0.499981,-0.613263,EXPECTED
(11#)11,25935,10.00515405,25935,9.98201225,2.315667e-03,0.489721,0.047255,OUTLIER
(11#)23/2,26565,9.68903779,26565,10.01486132,-3.307500e-02,0.479992,-0.678810,EXPECTED
(11#)12,28665,9.64300221,27720,9.56011698,8.632529e-03,0.471016,0.175971,OUTLIER
(11#)25/2,28875,9.33805967,28875,9.55697463,-2.317273e-02,0.462793,-0.473030,EXPECTED
(13#),30030,10.29324643,30030,10.41487271,-1.174686e-02,0.455075,-0.267266,EXPECTED
(11#)27/2,31395,9.61692440,31395,9.83896558,-2.282608e-02,0.447901,-0.495737,EXPECTED
(11#)14,32340,9.25579730,32340,9.55167835,-3.146679e-02,0.441206,-0.670619,EXPECTED
(11#)29/2,33495,9.86602778,33495,9.90061346,-3.499402e-03,0.434886,-0.079528,EXPECTED
(11#)15,34650,9.32153632,34650,9.54725620,-2.392635e-02,0.429029,-0.526118,EXPECTED
(11#)31/2,35805,9.80252643,35805,9.87183543,-7.045645e-03,0.423476,-0.163667,EXPECTED
(11#)16,36960,9.33802928,36960,9.54255804,-2.166636e-02,0.418225,-0.489040,EXPECTED
(11#)33/2,38115,9.35358563,38115,9.53976928,-1.970954e-02,0.413350,-0.450426,EXPECTED
(11#)17,39270,10.20109986,39270,10.17303434,2.755016e-03,0.408637,0.068681,OUTLIER
(11#)35/2,41055,9.76303145,41055,9.62130785,1.462275e-02,0.404332,0.350513,OUTLIER
(11#)18,42315,9.55848499,42315,9.67007279,-1.160660e-02,0.400142,-0.278871,EXPECTED
(11#)37/2,42735,9.80136239,42735,9.80721081,-5.965166e-04,0.396245,-0.014760,EXPECTED
(11#)19,43890,9.90341504,43890,10.09208520,-1.887182e-02,0.392514,-0.480671,EXPECTED
(13#)3/2,45045,10.26764128,45045,10.39343239,-1.217678e-02,0.388947,-0.323415,EXPECTED
(11#)20,46410,9.79215333,46410,9.99523582,-2.052718e-02,0.385545,-0.526741,EXPECTED
(11#)41/2,47355,9.54488090,47355,9.77545773,-2.386995e-02,0.382368,-0.603023,EXPECTED
(11#)21,49140,9.40378836,48510,9.53123740,-1.346193e-02,0.379300,-0.336011,EXPECTED
(11#)43/2,49665,9.65248299,49665,9.76094741,-1.117428e-02,0.376415,-0.288151,EXPECTED
(11#)22,51870,9.99806075,51870,9.93979217,5.845037e-03,0.373639,0.155949,OUTLIER
(11#)45/2,51975,9.31934551,51975,9.52672037,-2.200812e-02,0.370983,-0.558988,EXPECTED
(11#)23,53130,9.89328734,53130,9.97589920,-8.315623e-03,0.368417,-0.224235,EXPECTED
(11#)47/2,54285,9.78259187,54285,9.73714907,4.656095e-03,0.366026,0.124152,OUTLIER
(11#)24,55440,9.56399190,55965,9.63250078,-7.137676e-03,0.363711,-0.188361,EXPECTED
(11#)49/2,56595,9.41284344,56595,9.52453680,-1.179621e-02,0.361492,-0.308979,EXPECTED
(11#)25,58695,9.53919817,58695,9.57538964,-3.786795e-03,0.359370,-0.100708,EXPECTED
(11#)51/2,58905,10.14218881,58905,10.15356461,-1.121003e-03,0.357334,-0.031835,EXPECTED
(13#)2,60060,10.28857922,60060,10.38102611,-8.945261e-03,0.355359,-0.260151,EXPECTED
(11#)53/2,61215,9.64534908,61215,9.70363740,-6.024966e-03,0.353505,-0.164887,EXPECTED
(11#)27,62790,9.83540102,62790,9.81203940,2.378084e-03,0.351705,0.066424,OUTLIER
(11#)55/2,64155,9.50337581,64155,9.58091980,-8.126516e-03,0.348353,-0.222602,EXPECTED
(11#)28,64680,9.44756523,64680,9.51935868,-7.570420e-03,0.346771,-0.207034,EXPECTED
(11#)57/2,65835,9.77535774,65835,10.07551493,-3.024351e-02,0.345259,-0.869368,EXPECTED
(11#)29,66990,9.80639681,66990,9.86784791,-6.246878e-03,0.343783,-0.178750,EXPECTED
(11#)59/2,68145,9.55368012,68145,9.68147869,-1.328821e-02,0.342416,-0.373226,EXPECTED
(11#)30,69615,10.09514545,69615,10.00627204,8.842559e-03,0.341024,0.260607,OUTLIER
(11#)61/2,70455,9.49396558,70455,9.67735953,-1.913269e-02,0.339734,-0.539816,EXPECTED
(11#)31,71610,9.74488844,71610,9.84255590,-9.972538e-03,0.338471,-0.288555,EXPECTED
(11#)63/2,73185,9.46959502,72765,9.51494899,-4.777998e-03,0.337280,-0.134470,EXPECTED
(11#)32,73920,9.40564697,73920,9.51386335,-1.143978e-02,0.336144,-0.321935,EXPECTED
(13#)5/2,75075,10.18649755,75075,10.37306157,-1.814914e-02,0.335014,-0.556884,EXPECTED
(11#)33,76230,9.45590124,76230,9.51035987,-5.742701e-03,0.333930,-0.163084,EXPECTED
(11#)67/2,77805,9.76782602,77805,9.90871786,-1.432104e-02,0.332899,-0.423227,EXPECTED
