START,n_0,C_min,Npred_0,CpredAlign,Lambda_min
(17#)78,39934108,2.634013,40074989,2.636019,-7.612857e-04
(17#)157/2,40313531,2.634894,40330289,2.636029,-4.306646e-04
(17#)79,40519231,2.632190,40585543,2.636038,-1.460833e-03
(17#)159/2,40758841,2.633124,40840777,2.636046,-1.109093e-03
(17#)80,41026108,2.632692,41096053,2.636054,-1.276205e-03
(17#)161/2,41344276,2.629465,41351291,2.636062,-2.505733e-03
(17#)81,41405201,2.633644,41606533,2.636070,-9.207331e-04
(17#)163/2,41744774,2.631825,41861759,2.636077,-1.614305e-03
(17#)82,41954984,2.633679,42117067,2.636084,-9.127546e-04
(17#)165/2,42145777,2.633117,42372293,2.636091,-1.128823e-03
(17#)83,42624509,2.632990,42627569,2.636097,-1.179332e-03
(17#)167/2,42661672,2.632549,42882821,2.636103,-1.349112e-03
(17#)84,43062872,2.633218,43138079,2.636109,-1.097294e-03
(17#)169/2,43159756,2.631244,43393349,2.636114,-1.849125e-03
(17#)85,43543622,2.631252,43648601,2.636119,-1.847981e-03
(19#)9/2,43817623,2.631417,43903841,2.636124,-1.787172e-03
(17#)86,43986944,2.634464,44159107,2.636129,-6.318075e-04
(17#)173/2,44294533,2.631231,44414329,2.636133,-1.861273e-03
(17#)87,44528149,2.634733,44669621,2.636137,-5.327394e-04
(17#)175/2,44731231,2.634755,44924879,2.636141,-5.259068e-04
(17#)88,45173824,2.632683,45180133,2.636144,-1.313765e-03
(17#)177/2,45267808,2.635113,45435389,2.636147,-3.923161e-04
(17#)89,45561898,2.634634,45690641,2.636150,-5.752465e-04
(17#)179/2,45750142,2.633862,45945877,2.636153,-8.694473e-04
(17#)90,46085467,2.634998,46201139,2.636155,-4.389931e-04
(17#)181/2,46431778,2.632357,46456409,2.636157,-1.442532e-03
(17#)91,46594183,2.635729,46711627,2.636159,-1.631294e-04
(17#)183/2,46894108,2.633895,46966883,2.636161,-8.599530e-04
(17#)92,47087281,2.633008,47222159,2.636162,-1.197153e-03
(17#)185/2,47309188,2.633116,47477429,2.636164,-1.156894e-03
(17#)93,47622787,2.634875,47732611,2.636165,-4.894670e-04
(17#)187/2,47873767,2.635685,47987921,2.636165,-1.820993e-04
(17#)94,48190642,2.635323,48243193,2.636166,-3.198337e-04
(17#)189/2,48285199,2.635154,48498403,2.636166,-3.839646e-04
(19#)5,48626887,2.632639,48753673,2.636166,-1.338824e-03
(17#)191/2,48879484,2.633137,49008913,2.636166,-1.149678e-03
(17#)96,49187434,2.632998,49264213,2.636166,-1.202468e-03
(17#)193/2,49318109,2.635156,49519469,2.636165,-3.828262e-04
(17#)97,49635736,2.634741,49774723,2.636165,-5.403246e-04
(17#)195/2,49940141,2.633450,50029951,2.636164,-1.030057e-03
(17#)98,50141197,2.634563,50285233,2.636162,-6.067477e-04
(17#)197/2,50458396,2.635375,50540467,2.636161,-2.982053e-04
(17#)99,50608574,2.633957,50795713,2.636160,-8.360346e-04
(17#)199/2,50912011,2.636007,51050981,2.636158,-5.728197e-05
(17#)100,51198841,2.634543,51306247,2.636156,-6.120630e-04
(17#)201/2,51539167,2.635865,51561479,2.636154,-1.096354e-04
(17#)101,51716248,2.634955,51816749,2.636151,-4.537947e-04
(17#)203/2,52007056,2.633287,52072019,2.636149,-1.086264e-03
(17#)102,52116109,2.633243,52327243,2.636146,-1.101836e-03
(17#)205/2,52371376,2.633141,52582487,2.636143,-1.139434e-03
(17#)103,52646206,2.633595,52837747,2.636140,-9.658930e-04
(17#)207/2,52911227,2.635705,53093017,2.636137,-1.638896e-04
(17#)104,53265791,2.635671,53348287,2.636134,-1.756514e-04
(19#)11/2,53359531,2.635169,53603549,2.636130,-3.646160e-04
(17#)105,53699671,2.633020,53858797,2.636127,-1.179318e-03
(17#)211/2,54054124,2.635260,54114059,2.636119,-3.259109e-04
(17#)106,54226726,2.635112,54369311,2.636114,-3.801772e-04
(17#)213/2,54448969,2.634606,54624529,2.636110,-5.707005e-04
(17#)107,54684703,2.633856,54879793,2.636106,-8.538962e-04
(17#)215/2,55083529,2.633461,55135049,2.636101,-1.001981e-03
(17#)108,55192084,2.635633,55390327,2.636096,-1.756539e-04
(17#)217/2,55473001,2.636138,55645571,2.636091,1.782927e-05
(17#)109,55853137,2.636086,55900837,2.636086,0.000000e+00
(17#)219/2,56049046,2.635400,56156081,2.636081,-2.583714e-04
(17#)110,56165927,2.635609,56411353,2.636075,-1.767936e-04
(17#)221/2,56548759,2.635267,56666579,2.636070,-3.046665e-04
(17#)111,56673544,2.633961,56921863,2.636064,-7.980987e-04
(17#)223/2,56969719,2.635792,57177101,2.636058,-1.009133e-04
(17#)112,57242986,2.635920,57432373,2.636052,-5.007614e-05
(17#)225/2,57577804,2.636144,57687607,2.636046,3.717620e-05
(17#)113,57712034,2.637007,57942883,2.636040,3.667709e-04
(17#)227/2,57988096,2.635972,58198097,2.636033,-2.314110e-05
(19#)6,58327037,2.635784,58453393,2.636027,-9.218843e-05
(17#)229/2,58622908,2.634749,58708621,2.636020,-4.822826e-04
(17#)115,58803007,2.634830,58963889,2.636013,-4.488846e-04
(17#)231/2,59213989,2.635457,59219141,2.636006,-2.082913e-04
(17#)116,59297873,2.634889,59474407,2.635999,-4.211814e-04
(17#)233/2,59503861,2.637234,59729633,2.635992,4.710589e-04
(17#)117,59774947,2.635060,59984921,2.635985,-3.509741e-04
(17#)235/2,60116767,2.634939,60240179,2.635977,-3.938594e-04
(17#)118,60336769,2.636403,60495433,2.635969,1.646318e-04
(17#)237/2,60497854,2.634093,60750689,2.635962,-7.092905e-04
(17#)119,60816697,2.635280,61005929,2.635954,-2.557276e-04
(17#)239/2,61220564,2.635772,61261199,2.635946,-6.601264e-05
(17#)120,61395833,2.637005,61516447,2.635938,4.047076e-04
(17#)241/2,61759091,2.633558,61771691,2.635930,-9.002773e-04
(17#)121,61983998,2.636409,62026961,2.635921,1.851174e-04
(17#)243/2,62244289,2.637559,62282179,2.635913,6.242567e-04
(17#)122,62376973,2.635962,62537473,2.635904,2.200359e-05
(17#)245/2,62587496,2.633622,62792693,2.635896,-8.630771e-04
(17#)123,62989169,2.635139,63047981,2.635887,-2.838157e-04
(19#)13/2,63287786,2.637261,63303217,2.635878,5.245453e-04
(17#)124,63537428,2.635042,63558491,2.635869,-3.137978e-04
(17#)249/2,63618773,2.633530,63813731,2.635860,-8.843529e-04
(17#)125,63890804,2.632723,64069003,2.635851,-1.187418e-03
(17#)251/2,64316048,2.636346,64324237,2.635842,1.911920e-04
(17#)126,64424396,2.637243,64579511,2.635832,5.351716e-04
(17#)253/2,64765823,2.636032,64834751,2.635823,7.928898e-05
(17#)127,64931122,2.634970,65090021,2.635813,-3.198766e-04
(17#)255/2,65322134,2.633716,65345279,2.635803,-7.921027e-04
(17#)128,65582632,2.636488,65600489,2.635794,2.632636e-04
(17#)257/2,65836588,2.636090,65855771,2.635784,1.160878e-04
(17#)129,65963042,2.635804,66111043,2.635774,1.138179e-05
(17#)259/2,66330947,2.636673,66366281,2.635763,3.451915e-04
(17#)130,66475847,2.636600,66621551,2.635753,3.212987e-04
(17#)261/2,66759878,2.632266,66876791,2.635743,-1.320043e-03
(17#)131,67003604,2.638001,67108864,2.635733,8.601117e-04
(17#)263/2,67307957,2.635541,67387291,2.635722,-6.867424e-05
(17#)132,67561558,2.637463,67642571,2.635711,6.644954e-04
(17#)265/2,67837898,2.635003,67897807,2.635701,-2.648603e-04
(19#)7,68084449,2.637449,68153077,2.635690,6.671548e-04
(17#)267/2,68374573,2.637397,68408339,2.635679,6.516121e-04
(17#)134,68573404,2.636503,68663593,2.635668,3.167576e-04
(17#)269/2,68827744,2.637719,68918771,2.635657,7.820418e-04
(17#)135,68941876,2.637597,69174101,2.635646,7.399621e-04
(17#)271/2,69300487,2.639059,69429337,2.635634,1.298654e-03
(17#)136,69484453,2.638006,69684611,2.635623,9.037421e-04
(17#)273/2,69727604,2.637982,69939847,2.635612,8.988178e-04
(17#)137,70017487,2.636601,70195093,2.635600,3.797276e-04
(17#)275/2,70230652,2.636101,70450379,2.635589,1.942451e-04
(17#)138,70519193,2.637251,70705627,2.635577,6.349534e-04
(17#)277/2,70943798,2.635591,70960871,2.635565,9.865009e-06
(17#)139,71076134,2.638363,71216129,2.635553,1.065622e-03
(17#)279/2,71221001,2.638419,71471363,2.635541,1.091400e-03
(17#)140,71656906,2.638110,71726651,2.635529,9.788308e-04
(17#)281/2,71735264,2.638721,71981879,2.635517,1.214962e-03
(17#)141,72112511,2.637571,72237163,2.635505,7.836034e-04
(17#)283/2,72336923,2.639129,72492419,2.635493,1.378677e-03
(17#)142,72721048,2.636909,72747673,2.635480,5.420693e-04
(19#)15/2,72970318,2.636999,73002877,2.635468,5.807528e-04
(17#)143,73162897,2.637547,73258169,2.635455,7.934759e-04
(17#)287/2,73416388,2.639578,73513421,2.635443,1.567767e-03
(17#)144,73679659,2.637208,73768691,2.635430,6.744252e-04
(17#)289/2,73865923,2.637441,74023903,2.635417,7.677051e-04
(17#)145,74198197,2.636120,74279201,2.635404,2.716482e-04
(17#)291/2,74415724,2.637634,74534459,2.635392,8.503657e-04
(17#)146,74595188,2.638243,74789713,2.635379,1.086161e-03
(17#)293/2,74903176,2.637385,75044969,2.635365,7.662036e-04
(17#)147,75214519,2.637605,75300223,2.635352,8.545490e-04
(17#)295/2,75547741,2.637880,75555479,2.635339,9.637378e-04
(17#)148,75693764,2.637004,75810697,2.635326,6.365307e-04
(17#)297/2,75996457,2.636998,76065989,2.635312,6.395679e-04
(17#)149,76103812,2.635696,76321207,2.635299,1.506357e-04
(17#)299/2,76519952,2.637322,76576477,2.635286,7.722934e-04
(17#)150,76801957,2.637580,76831739,2.635272,8.754276e-04
(17#)301/2,77046511,2.637491,77086979,2.635258,8.469966e-04
(17#)151,77118317,2.636486,77342257,2.635245,4.708131e-04
(17#)303/2,77547046,2.634729,77597441,2.635231,-1.905138e-04
(19#)8,77647972,2.636782,77852771,2.635217,5.937027e-04
(17#)305/2,77874982,2.638674,78108001,2.635203,1.316299e-03
(17#)153,78275107,2.638349,78363281,2.635189,1.198437e-03
(17#)307/2,78486157,2.635975,78618521,2.635175,3.035391e-04
(17#)154,78822322,2.634340,78873787,2.635161,-3.116045e-04
(17#)309/2,78966427,2.638268,79129049,2.635147,1.183673e-03
(17#)155,79340026,2.638984,79384289,2.635132,1.460719e-03
(17#)311/2,79589386,2.634917,79639537,2.635118,-7.628033e-05
(17#)156,79813457,2.637192,79894807,2.635103,7.924443e-04
(17#)313/2,79993982,2.637292,80150047,2.635089,8.356756e-04
(17#)157,80189056,2.636042,80405279,2.635074,3.672847e-04
(17#)315/2,80483692,2.637151,80660579,2.635060,7.932156e-04
(17#)158,80775787,2.638658,80915819,2.635045,1.370195e-03
(17#)317/2,81090704,2.637190,81171061,2.635030,8.193892e-04
(17#)159,81205606,2.638884,81426337,2.635016,1.466846e-03
(17#)319/2,81457762,2.636467,81681563,2.635001,5.562018e-04
(17#)160,81745228,2.639338,81936851,2.634986,1.650259e-03
(17#)321/2,81948434,2.636703,82192109,2.634971,6.570968e-04
(17#)161,82299649,2.636581,82447357,2.634956,6.165185e-04
(19#)17/2,82476448,2.635786,82702597,2.634941,3.206389e-04
(17#)162,82772831,2.636570,82957873,2.634925,6.241114e-04
(17#)325/2,82974277,2.638083,83213071,2.634910,1.203491e-03
(17#)163,83270389,2.638021,83468347,2.634895,1.185682e-03
(17#)327/2,83573866,2.635813,83723639,2.634880,3.540331e-04
(17#)164,83908249,2.637948,83978893,2.634864,1.169774e-03
(17#)329/2,84107501,2.638511,84234149,2.634849,1.388868e-03
(17#)165,84251312,2.638312,84489347,2.634833,1.319516e-03
(17#)331/2,84692869,2.638572,84744659,2.634817,1.424132e-03
(17#)166,84806881,2.637017,84999913,2.634802,8.403172e-04
(17#)333/2,85253866,2.638908,85255169,2.634786,1.563231e-03
(17#)167,85368512,2.638315,85510423,2.634770,1.344564e-03
(17#)335/2,85668334,2.637413,85765679,2.634754,1.008693e-03
(17#)168,85894337,2.638894,86020871,2.634738,1.576144e-03
(17#)337/2,86057368,2.638057,86276167,2.634723,1.264608e-03
(17#)169,86277679,2.638048,86531429,2.634706,1.267649e-03
(17#)339/2,86635817,2.639347,86786681,2.634690,1.766010e-03
(17#)170,86986723,2.638438,87041951,2.634674,1.427620e-03
(17#)341/2,87237119,2.638759,87297169,2.634658,1.555349e-03
(19#)9,87336859,2.639474,87552457,2.634642,1.832345e-03
(17#)343/2,87739513,2.640518,87807719,2.634626,2.233874e-03
(17#)172,87907256,2.639516,88062899,2.634609,1.860783e-03
(17#)345/2,88317857,2.637953,88318211,2.634593,1.274527e-03
(17#)173,88332746,2.639604,88573477,2.634576,1.906648e-03
(17#)347/2,88779079,2.639884,88828721,2.634560,2.018792e-03
(17#)174,88877512,2.639661,89083993,2.634543,1.940767e-03
(17#)349/2,89108666,2.637577,89339221,2.634527,1.157033e-03
(17#)175,89533657,2.638480,89594503,2.634510,1.505787e-03
(17#)351/2,89819974,2.638140,89849731,2.634493,1.383370e-03
(17#)176,90020452,2.637408,90105013,2.634476,1.112316e-03
(17#)353/2,90240302,2.637067,90360241,2.634459,9.894669e-04
(17#)177,90408334,2.637155,90615509,2.634443,1.028910e-03
(17#)355/2,90811001,2.636897,90870761,2.634426,9.375256e-04
(17#)178,90875329,2.638249,91126003,2.634409,1.456571e-03
(17#)357/2,91148602,2.639899,91381271,2.634391,2.088623e-03
(17#)179,91405261,2.638676,91636541,2.634374,1.631694e-03
(17#)359/2,91757573,2.638221,91891799,2.634357,1.465697e-03
(17#)180,92067589,2.638822,92147051,2.634340,1.699929e-03
(19#)19/2,92385088,2.637805,92402281,2.634323,1.320909e-03
(17#)181,92519813,2.637801,92657519,2.634305,1.326225e-03
(17#)363/2,92901394,2.637219,92912789,2.634288,1.112016e-03
(17#)182,92977351,2.636052,93168073,2.634271,6.758599e-04
(17#)365/2,93168766,2.638208,93423329,2.634253,1.500248e-03
(17#)183,93595127,2.639289,93678581,2.634236,1.916366e-03
(17#)367/2,93719959,2.639809,93933809,2.634218,2.120202e-03
(17#)184,94104617,2.639076,94189091,2.634200,1.849325e-03
(17#)369/2,94231087,2.638209,94444331,2.634183,1.527201e-03
(17#)185,94591381,2.639222,94699573,2.634165,1.917933e-03
(17#)371/2,94942972,2.637647,94954859,2.634147,1.327821e-03
(17#)186,95018488,2.639047,95210113,2.634129,1.865290e-03
(17#)373/2,95327212,2.640352,95465369,2.634112,2.366118e-03
(17#)187,95638024,2.638354,95720551,2.634094,1.615948e-03
(17#)375/2,95862097,2.640045,95975861,2.634076,2.263506e-03
(17#)188,96228532,2.639652,96231133,2.634058,2.121467e-03
(17#)377/2,96281998,2.635636,96486371,2.634040,6.057299e-04
(17#)189,96590467,2.639794,96741613,2.634021,2.189308e-03
(17#)379/2,96761953,2.639482,96996877,2.634003,2.077944e-03
(19#)10,97088941,2.637926,97252153,2.633985,1.495094e-03
(17#)381/2,97285939,2.639383,97507391,2.633967,2.054103e-03
(17#)191,97680082,2.638759,97762663,2.633948,1.824870e-03
(17#)383/2,97795063,2.639579,98017901,2.633930,2.142407e-03
(17#)192,98047841,2.640364,98273143,2.633912,2.446593e-03
(17#)385/2,98359288,2.640322,98528401,2.633893,2.437900e-03
(17#)193,98775877,2.639451,98783677,2.633875,2.114795e-03
(17#)387/2,98843674,2.640498,99038939,2.633856,2.518604e-03
(17#)194,99073283,2.639764,99294187,2.633838,2.247421e-03
(17#)389/2,99515047,2.639813,99549449,2.633819,2.273197e-03
(17#)195,99768322,2.637211,99804697,2.633800,1.294249e-03
(17#)391/2,99946831,2.638389,100059937,2.633782,1.747668e-03
(17#)196,100111906,2.638212,100315157,2.633763,1.687793e-03
(17#)393/2,100388272,2.639528,100570441,2.633744,2.193705e-03
(17#)197,100693913,2.639089,100825667,2.633725,2.034588e-03
(17#)395/2,101034746,2.641022,101080961,2.633706,2.773984e-03
(17#)198,101260834,2.638852,101336233,2.633687,1.959209e-03
(17#)397/2,101352367,2.639342,101591467,2.633668,2.152092e-03
(17#)199,101621434,2.637634,101846741,2.633649,1.511966e-03
(19#)21/2,101991091,2.639018,102101971,2.633630,2.043756e-03
(17#)200,102196747,2.638929,102357239,2.633611,2.017245e-03
(17#)401/2,102382802,2.637417,102612481,2.633592,1.451335e-03
(17#)201,102817096,2.639161,102867757,2.633573,2.119584e-03
(17#)403/2,103122529,2.639256,103122997,2.633553,2.163174e-03
(17#)202,103320814,2.640236,103378271,2.633534,2.541637e-03
(17#)405/2,103389514,2.639476,103633477,2.633515,2.260957e-03
(17#)203,103821217,2.637721,103888783,2.633495,1.603425e-03
(17#)407/2,103945861,2.637746,104144009,2.633476,1.620118e-03
(17#)204,104239084,2.640232,104399293,2.633456,2.569740e-03
(17#)409/2,104612386,2.639666,104654549,2.633437,2.362557e-03
(17#)205,104680729,2.639588,104909803,2.633417,2.340602e-03
(17#)411/2,104983624,2.639516,105165059,2.633398,2.320540e-03
(17#)206,105392479,2.636846,105420311,2.633378,1.316073e-03
(17#)413/2,105589153,2.638582,105675569,2.633358,1.981814e-03
(17#)207,105751579,2.641308,105930787,2.633339,3.021626e-03
(17#)415/2,106101026,2.638222,106186037,2.633319,1.860178e-03
(17#)208,106267321,2.639040,106441273,2.633299,2.177782e-03
(17#)417/2,106519801,2.639658,106696589,2.633279,2.419526e-03
(19#)11,106738804,2.639706,106951841,2.633259,2.445305e-03
(17#)419/2,107167198,2.640604,107207099,2.633239,2.793031e-03
(17#)210,107225416,2.639657,107462339,2.633219,2.441932e-03
(17#)421/2,107655619,2.638636,107717609,2.633199,2.062660e-03
(17#)211,107972233,2.639745,107972863,2.633179,2.490460e-03
(17#)423/2,108107212,2.638805,108228083,2.633159,2.141897e-03
(17#)212,108237937,2.639201,108483373,2.633139,2.299549e-03
(17#)425/2,108679906,2.639922,108738611,2.633119,2.580296e-03
(17#)213,108743017,2.638278,108993883,2.633099,1.964952e-03
(17#)427/2,109080151,2.639030,109249139,2.633078,2.257921e-03
(17#)214,109485668,2.640213,109504363,2.633058,2.713687e-03
(17#)429/2,109695448,2.639208,109759627,2.633038,2.340560e-03
(17#)215,109966684,2.640010,110014873,2.633017,2.652368e-03
(17#)431/2,110067109,2.640378,110270117,2.632997,2.799348e-03
(17#)216,110442529,2.636421,110525407,2.632976,1.307550e-03
(17#)433/2,110725558,2.639394,110780641,2.632956,2.442176e-03
(17#)217,110996521,2.639285,111035923,2.632935,2.408854e-03
(17#)435/2,111052807,2.640713,111291161,2.632915,2.957359e-03
(17#)218,111443336,2.639024,111546433,2.632894,2.325530e-03
