FIRST,LAST,Alpha,PreMertens,Mertens,DeltaMertens,n_5precent,NzeroStat,EtaStat,MertensAsymp,DeltaMertensAsymp,NzeroStatAsymp,EtaStatAsymp
4,1021020,0.0009765625,1021015,0,-2.186544,0,0,0.000000,0,-2.197996,0,0.000000
4,1021020,0.00106494895768,1021019,0,-2.186544,0,0,0.000000,0,-2.197982,0,0.000000
4,1021020,0.00116133507324,1021019,0,-1.862050,0,0,0.000000,0,-1.873474,0,0.000000
4,1021020,0.00126644487759,1021004,0,-1.888772,0,0,0.000000,0,-1.900232,0,0.000000
4,1021020,0.001381067932,1021007,0,-1.913422,0,0,0.000000,0,-1.924864,0,0.000000
4,1021020,0.00150606525919,1021007,0,-1.936119,0,0,0.000000,0,-1.947541,0,0.000000
4,1021020,0.00164237581104,1021007,0,-1.497429,0,0,0.000000,0,-1.510479,0,0.000000
4,1021020,0.00179102352188,1021007,0,-1.343322,0,0,0.000000,0,-1.358071,0,0.000000
4,1021020,0.001953125,1021007,0,-1.413739,0,0,0.000000,0,-1.426740,0,0.000000
4,1021020,0.00212989791536,1021004,0,-1.123898,0,0,0.000000,0,-1.138563,0,0.000000
4,1021020,0.00232267014649,1021004,0,-1.212390,0,0,0.000000,0,-1.225333,0,0.000000
4,1021020,0.00253288975518,1021004,0,-0.997421,0,0,0.000000,0,-1.011690,0,0.000000
4,1021020,0.00276213586401,1021007,0,-1.092863,0,0,0.000000,0,-1.106186,0,0.000000
4,1021020,0.00301213051837,1021007,0,-1.183526,0,0,0.000000,0,-1.196810,0,0.000000
4,1021020,0.00328475162208,1021007,0,-0.922506,0,0,0.000000,0,-0.935747,0,0.000000
4,1021020,0.00358204704377,1021007,0,-0.916171,0,0,0.000000,0,-0.929016,0,0.000000
4,1021020,0.00390625,1021004,0,-0.833880,0,0,0.000000,0,-0.847022,0,0.000000
4,1021020,0.00425979583072,1021004,0,-0.767694,0,0,0.000000,0,-0.779350,0,0.000000
