Dec.,max |lambda|,2nd max |lambda|,min |lambda|,2nd min |lambda|,median |lambda|,trimmed < |lambda| >,Spread_raw^IQR (of |lambda|),% positive
0,,,,,,,,
1,,,,,,,,
2,,,,,,,,
3,,,,,,,,
4,0.000e+00,,0.000e+00,,0.000e+00,,0.000e+00,0.0
5,0.000e+00,,0.000e+00,,0.000e+00,,0.000e+00,0.0
6,0.000e+00,,0.000e+00,,0.000e+00,,0.000e+00,0.0
7,0.000e+00,,0.000e+00,,0.000e+00,,0.000e+00,0.0
