FIRST,LAST,START,minAt*,Gpred(minAt*),maxAt*,Gpred(maxAt*),n_0*,Cpred_min(n_0*),n_1*,Cpred_max(n_1*),n_geom,<COUNT>*,Cpred_avg
4219215,4234229,13PR281D2,4219217,24090.414,4219215,93776.459,4234229,2.657513,4219215,10.34488787,4226715,36547.983152,4.025544179
4234230,4249244,13PR141,4234238,24164.892,4234230,95813.187,4249241,2.657508,4234230,10.53699058,4241730,36660.663269,4.025532219
4249245,4264259,13PR283D2,4249249,24239.266,4260795,95324.013,4264259,2.657504,4260795,10.42637830,4256745,36773.406771,4.025532565
4264260,4279274,13PR142,4264261,24313.624,4264260,95674.142,4279267,2.657500,4264260,10.45728274,4271760,36886.383720,4.025563575
4279275,4294289,13PR285D2,4279276,24387.987,4279275,100160.153,4294259,2.657496,4279275,10.91422253,4286775,36998.632504,4.025520390
4294290,4309304,13PR143,4294292,24462.302,4294290,94883.954,4309297,2.657492,4294290,10.30786081,4301790,37111.072452,4.025503455
4309305,4324319,13PR287D2,4309309,24536.567,4309305,97612.349,4324303,2.657488,4309305,10.57214850,4316805,37223.797648,4.025522594
4324320,4339334,13PR144,4324321,24610.799,4324320,95460.048,4339333,2.657484,4324320,10.30782876,4331820,37336.064030,4.025497246
4339335,4354349,17PR17D2,4339337,24685.019,4339335,102131.084,4354349,2.657480,4339335,10.99500038,4346836,37448.430601,4.025487927
4354350,4369364,13PR145,4354367,24759.277,4354350,99592.534,4369349,2.657475,4354350,10.68956735,4361851,37561.007055,4.025506162
4369365,4384379,13PR291D2,4369381,24833.425,4369365,97337.189,4384379,2.657471,4369365,10.41628427,4376866,37672.945376,4.025461123
4384380,4399394,13PR146,4384388,24907.530,4384380,97971.500,4399363,2.657467,4384380,10.45294533,4391881,37785.774451,4.025516182
4399395,4414409,13PR293D2,4399397,24981.569,4408950,98679.970,4414379,2.657463,4408950,10.47751456,4406896,37897.704362,4.025480290
4414410,4429424,13PR147,4414411,25055.625,4414410,97185.436,4429417,2.657459,4414410,10.30773436,4421911,38009.472178,4.025432445
4429425,4444439,13PR295D2,4429427,25129.660,4429425,99182.606,4444409,2.657455,4429425,10.48855600,4436926,38121.893232,4.025458737
4444440,4459454,13PR148,4444456,25203.774,4444440,100552.743,4459451,2.657451,4444440,10.60220910,4451941,38234.360809,4.025494494
4459455,4474469,13PR297D2,4459472,25277.794,4459455,98046.501,4474469,2.657447,4459455,10.30768788,4466956,38345.918094,4.025439287
4474470,4489484,13PR149,4474471,25351.563,4476780,101849.574,4489483,2.657443,4476780,10.67147029,4481971,38457.736675,4.025416612
4489485,4504499,13PR299D2,4489493,25425.507,4489485,103316.163,4504457,2.657440,4489485,10.79849812,4496986,38570.199648,4.025465996
4504500,4519514,13PR150,4504502,25499.368,4516050,101539.524,4519499,2.657436,4516050,10.55850393,4512001,38681.754867,4.025425296
4519515,4534529,13PR301D2,4519517,25573.206,4519515,101612.323,4534501,2.657432,4519515,10.55903235,4527016,38793.746172,4.025434777
4534530,4549544,13PR151,4534532,25647.048,4542615,101307.955,4549537,2.657428,4542615,10.48084061,4542031,38905.355658,4.025409337
4549545,4564559,13PR303D2,4549547,25720.816,4555320,101273.040,4564559,2.657424,4555320,10.45181229,4557046,39017.088901,4.025401444
4564560,4579574,13PR152,4564562,25794.588,4564560,105937.044,4579567,2.657420,4564560,10.91390996,4572061,39128.967290,4.025413080
4579575,4594589,13PR305D2,4579592,25868.427,4579575,102038.257,4594589,2.657416,4579575,10.48227120,4587076,39240.548712,4.025398714
4594590,4609604,17PR9,4594594,25942.031,4594590,107331.751,4609597,2.657412,4594590,10.99472197,4602091,39352.357544,4.025412186
4609605,4624619,13PR307D2,4609606,26015.689,4609605,101240.106,4624603,2.657409,4609605,10.34133221,4617106,39463.888198,4.025401670
4624620,4639634,13PR154,4624622,26089.338,4624620,101194.926,4639633,2.657405,4624620,10.30752216,4632121,39575.390505,4.025392790
4639635,4654649,13PR309D2,4639636,26162.959,4639635,102485.198,4654649,2.657401,4639635,10.40956196,4647136,39686.628193,4.025361582
4654650,4669664,13PR155,4654652,26236.550,4654650,105275.058,4669627,2.657397,4654650,10.66292360,4662151,39798.388676,4.025387812
4669665,4684679,13PR311D2,4669681,26310.154,4669665,102381.444,4684661,2.657394,4669665,10.34083573,4677166,39909.691803,4.025372098
4684680,4699694,13PR156,4684699,26383.698,4684680,102336.406,4699691,2.657390,4684680,10.30746356,4692181,40020.811740,4.025342427
4699695,4714709,13PR313D2,4699697,26457.115,4699695,102951.449,4714691,2.657386,4699695,10.34059197,4707196,40132.458372,4.025370045
4714710,4729724,13PR157,4714714,26530.608,4714710,103570.395,4729693,2.657382,4714710,10.37393423,4722211,40243.405070,4.025331775
4729725,4744739,13PR315D2,4729748,26604.156,4729725,103191.333,4744711,2.657379,4729725,10.30742023,4737226,40355.321523,4.025394650
4744740,4759754,13PR158,4744741,26677.442,4744740,104819.964,4759753,2.657375,4744740,10.44126823,4752241,40465.679783,4.025306423
4759755,4774769,13PR317D2,4759787,26750.981,4762065,104225.649,4774769,2.657371,4762065,10.34920434,4767256,40576.904913,4.025308970
4774770,4789784,13PR159,4774772,26824.216,4774770,106085.425,4789783,2.657368,4774770,10.50948275,4782271,40688.668735,4.025368867
4789785,4804799,13PR319D2,4789789,26897.536,4789785,108193.802,4804799,2.657364,4789785,10.68911730,4797286,40799.130012,4.025304060
4804800,4819814,13PR160,4804802,26970.841,4804800,104614.090,4819813,2.657360,4804800,10.30734890,4812301,40910.554389,4.025338509
4819815,4834829,13PR321D2,4819817,27044.107,4819815,105897.324,4834829,2.657357,4819815,10.40549989,4827316,41021.005562,4.025281380
4834830,4849844,13PR161,4834838,27117.396,4834830,110191.119,4849843,2.657353,4834830,10.79814560,4842331,41132.032727,4.025285046
4849845,5105099,19PRD2,4849861,27190.645,4849845,119115.017,5105063,2.657294,4849845,11.64119356,4975835,42128.364726,4.025260367
5105100,5360354,17PR10,5105101,28431.236,5105100,117630.630,5360353,2.657237,5105100,10.99421436,5231170,44001.997109,4.025171665
5360355,5615609,17PR21D2,5360359,29664.476,5525520,123768.523,5615609,2.657184,5360355,10.99398182,5486498,45864.710385,4.025090235
5615610,5870864,17PR11,5615612,30890.691,5705700,128637.257,5870857,2.657133,5615610,10.99376161,5741819,47717.010999,4.025007624
5870865,6126119,17PR23D2,5870866,32110.231,5870865,139178.222,6126091,2.657085,5870865,11.51705495,5997134,49559.615567,4.024938288
6126120,6381374,17PR12,6126139,33323.553,6276270,139777.299,6381371,2.657039,6126120,10.99335334,6252445,51392.789423,4.024863261
6381375,6636629,17PR25D2,6381379,34530.729,6561555,152220.703,6636611,2.656996,6561555,11.43183220,6507751,53217.175580,4.024798096
6636630,6891884,17PR13,6636638,35732.288,6846840,150797.516,6891883,2.656954,6636630,10.99298213,6763053,55033.037333,4.024731227
6891885,7147139,17PR27D2,6891887,36928.319,7132125,156266.405,7147139,2.656913,6891885,10.99280847,7018352,56840.827603,4.024668452
7147140,7402394,17PR14,7147148,38119.215,7147140,157713.196,7402363,2.656875,7147140,10.99264193,7273647,58640.873966,4.024608213
7402395,7657649,17PR29D2,7402399,39305.018,7402395,168642.392,7657613,2.656838,7402395,11.39961102,7528940,60433.539249,4.024553221
7657650,7912904,17PR15,7657679,40486.174,7657650,167505.880,7912889,2.656802,7657650,10.99232835,7784231,62219.001811,4.024495532
7912905,8168159,17PR31D2,7912907,41662.477,7912905,178317.080,8168117,2.656767,7912905,11.37122102,8039519,63997.712232,4.024446481
8168160,8423414,17PR16,8168161,42834.459,8273265,184484.561,8388608,2.656738,8273265,11.31527384,8294805,65769.694993,4.024391304
8423415,8678669,17PR33D2,8423419,44002.183,8580495,188127.484,8678669,2.656702,8580495,11.17655382,8550090,67535.397397,4.024343019
8678670,8933924,17PR17,8678671,45165.755,8843835,195079.599,8933917,2.656671,8843835,11.28709838,8805372,69294.934205,4.024294820
8933925,9189179,17PR35D2,8933927,46325.361,9129120,193887.154,9189157,2.656640,8933925,10.99163805,9060653,71048.543362,4.024248407
9189180,9444434,17PR18,9189181,47481.109,9414405,199178.064,9444403,2.656611,9189180,10.99151340,9315933,72796.413405,4.024203276
9444435,9699689,17PR37D2,9444437,48633.141,9444435,206962.377,9699667,2.656583,9444435,11.30543243,9571211,74538.721558,4.024158996
9699690,9954944,19PR,9699713,49781.656,9699690,218080.471,9954907,2.656556,9699690,11.63782117,9826488,76275.706350,4.024118938
9954945,10210199,17PR39D2,9954949,50926.496,10015005,215736.870,10210177,2.656529,10015005,11.19467515,10081764,78007.410420,4.024076608
10210200,10465454,17PR20,10210202,52068.031,10210200,215424.826,10465453,2.656503,10210200,10.99105142,10337039,79734.066019,4.024036120
10465455,10720709,17PR41D2,10465474,53206.350,10705695,228149.447,10720709,2.656478,10465455,11.27276316,10592313,81455.833633,4.023998055
10720710,10975964,17PR21,10720711,54341.304,10818885,228114.259,10975927,2.656453,10818885,11.06263557,10847586,83172.829651,4.023961188
10975965,11231219,17PR43D2,10975967,55473.245,10975965,235111.381,11231219,2.656429,10975965,11.25880483,11102858,84885.143182,4.023923468
11231220,11486474,17PR22,11231224,56602.207,11411400,235727.749,11486467,2.656406,11231220,10.99063902,11358130,86592.987894,4.023889078
11486475,11741729,17PR45D2,11486506,57728.264,11696685,247062.535,11741729,2.656383,11696685,11.18938734,11613401,88296.351325,4.023851866
11741730,11996984,17PR23,11741732,58851.248,11741730,255084.226,11996939,2.656361,11741730,11.51380315,11868671,89995.504290,4.023819057
11996985,12252239,17PR47D2,11996987,59971.535,11996985,253638.477,12252197,2.656339,11996985,11.23458680,12123940,91690.457797,4.023786142
12252240,12507494,17PR24,12252259,61089.192,12267255,257285.502,12507457,2.656318,12267255,11.17553522,12379209,93381.322101,4.023753468
12507495,12762749,17PR49D2,12507503,62204.067,12507495,257361.309,12762727,2.656297,12507495,10.99017947,12634477,95068.201214,4.023721281
12762750,13018004,17PR25,12762751,63316.365,12777765,264909.668,13018003,2.656277,12777765,11.10223274,12889745,96751.241780,4.023691740
13018005,13273259,17PR51D2,13018009,64426.173,13123110,279157.917,13273207,2.656257,13123110,11.42865195,13145012,98430.414214,4.023659843
13273260,13528514,17PR26,13273261,65533.478,13408395,277580.731,13528507,2.656238,13408395,11.15150189,13400279,100105.925252,4.023630572
13528515,13783769,17PR53D2,13528517,66638.379,13528515,281113.858,13783751,2.656219,13528515,11.20533569,13655546,101777.800104,4.023601526
13783770,14039024,17PR27,13783771,67740.904,13999755,282255.549,14039023,2.656200,13783770,10.98977014,13910812,103446.155171,4.023574143
14039025,14294279,17PR55D2,14039044,68841.215,14159145,289062.523,14294261,2.656182,14159145,11.07016816,14166077,105110.968862,4.023544625
14294280,14549534,17PR28,14294299,69939.141,14294280,289364.027,14549527,2.656165,14294280,10.98961822,14421342,106772.413994,4.023516850
14549535,14804789,19PR3D2,14549558,71034.894,14549535,311185.522,14804767,2.656147,14549535,11.63598835,14676607,108430.609346,4.023492514
14804790,15060044,17PR29,14804791,72128.342,14804790,309474.555,15060043,2.656130,14804790,11.39648985,14931872,110085.451666,4.023465227
15060045,15315299,17PR59D2,15060047,73219.768,15060045,308252.184,15315281,2.656113,15060045,11.18219804,15187136,111737.152319,4.023440403
15315300,15570554,17PR30,15315347,74309.293,15315300,307444.489,15570553,2.656097,15315300,10.98933202,15442400,113385.689292,4.023414929
15570555,15825809,17PR61D2,15570559,75396.395,15570555,317230.144,15825787,2.656080,15570555,11.17552253,15697663,115031.123373,4.023388865
15825810,16081064,17PR31,15825814,76481.682,15825810,327344.680,16081027,2.656065,15825810,11.36813472,15952926,116673.627884,4.023366192
16081065,16336319,17PR63D2,16081066,77564.975,16231215,324831.879,16336301,2.656049,16231215,11.03270054,16208190,118313.149343,4.023343027
16336320,16591574,17PR32,16336322,78646.350,16546530,338746.332,16591571,2.656034,16546530,11.31222057,16463452,119949.680578,4.023317357
16591575,16846829,17PR65D2,16591591,79725.872,16831815,337413.046,16777216,2.656022,16831815,11.09951430,16718715,121583.479392,4.023296073
16846830,17102084,17PR33,16846838,80803.455,16846830,334313.915,17102077,2.656004,16846830,10.98894081,16973977,123214.391219,4.023272291
17102085,17357339,17PR67D2,17102086,81879.201,17160990,345501.636,17357339,2.655989,17160990,11.17355234,17229239,124842.575651,4.023249687
17357340,17612594,17PR34,17357342,82953.181,17402385,347249.735,17612593,2.655975,17402385,11.09289016,17484501,126468.068014,4.023227822
17612595,17867849,17PR69D2,17612597,84025.377,17612595,364198.825,17867827,2.655961,17612595,11.51203424,17739763,128090.986582,4.023208921
17867850,18123104,17PR35,17867854,85095.861,17867850,352073.273,18123097,2.655947,17867850,10.98870166,17995024,129711.100308,4.023184349
18123105,18378359,17PR71D2,18123113,86164.624,18123105,361661.692,18378337,2.655933,18123105,11.14789999,18250286,131328.826213,4.023165771
18378360,18633614,17PR36,18378362,87231.682,18543525,361088.283,18633599,2.655920,18378360,10.98858778,18505547,132943.905217,4.023143850
18633615,18888869,17PR73D2,18633617,88297.091,18633615,370463.337,18888851,2.655907,18633615,11.14330023,18760808,134556.577045,4.023124670
18888870,19144124,17PR37,18888871,89360.877,18888870,380282.738,19144117,2.655894,18888870,11.30243394,19016069,136166.763788,4.023104661
19144125,19399379,17PR75D2,19144127,90423.068,19144125,374113.973,19399379,2.655881,19144125,10.98842351,19271329,137774.482396,4.023083246
19399380,19654634,19PR2,19399411,91483.797,19399380,400766.957,19654597,2.655868,19399380,11.63474511,19526590,139379.999988,4.023067096
19654635,19909889,17PR77D2,19654637,92542.731,19684665,398702.626,19909867,2.655856,19684665,11.42692104,19781850,140982.973682,4.023045222
