FIRST,LAST,Alpha,PreMertens,Mertens,DeltaMertens,n_5precent,NzeroStat,EtaStat,MertensAsymp,DeltaMertensAsymp,NzeroStatAsymp,EtaStatAsymp
9699690,50029980,0.0009765625,50029561,0,-0.205924,0,0,0.000000,0,-0.212875,0,0.000000
9699690,50029980,0.00106494895768,50025839,0,-0.194875,0,0,0.000000,0,-0.201903,0,0.000000
9699690,50029980,0.00116133507324,50007992,0,-0.143642,49147745,50023868,0.005445,0,-0.150691,50029561,0.052266
9699690,50029980,0.00126644487759,50006774,0,-0.136118,44572805,50019643,0.011837,0,-0.143265,50007992,0.005258
9699690,50029980,0.001381067932,50023868,0,-0.105313,40420894,50028053,0.110697,0,-0.112302,50024603,0.103858
9699690,50029980,0.00150606525919,50019643,0,-0.095779,36653127,50023868,0.044993,0,-0.102896,50023868,0.038000
9699690,50029980,0.00164237581104,50006174,0,-0.061870,33234172,50017544,0.012719,0,-0.068826,50017544,0.005712
9699690,50029980,0.00179102352188,49998686,0,-0.037875,30131933,50005196,0.005776,0,-0.045005,50007992,0.005635
9699690,50029980,0.001953125,49998686,0,-0.035910,27317248,50018081,0.054877,0,-0.043020,50006174,0.048070
9699690,50029980,0.00212989791536,47734966,48052541,0.014742,24763629,47983688,0.011792,48052541,0.014742,47983688,0.005846
9699690,50029980,0.00232267014649,46229168,46528574,0.057570,22447010,47120939,0.004969,47320993,0.087561,47483122,0.023165
9699690,50029980,0.00253288975518,41926246,42189997,0.105026,20345931,42899159,0.013035,42189997,0.105026,42899159,0.007930
9699690,50029980,0.00276213586401,35480609,35870878,0.068037,18439716,39833536,0.013621,35870878,0.068037,39833536,0.006749
9699690,50029980,0.00301213051837,35480609,35849614,0.055440,16710764,38236591,0.035569,35849614,0.055440,37919023,0.031249
9699690,50029980,0.00328475162208,35480609,35873053,0.083271,15143002,39813646,0.033458,35873053,0.083271,36798662,0.031851
9699690,50029980,0.00358204704377,25265521,25276486,0.043753,13720926,27332504,0.000846,31218262,0.045560,34342733,0.009978
9699690,50029980,0.00390625,23699191,23775286,0.043396,12431616,24333362,0.003985,24581576,0.009910,24581576,0.004003
9699690,50029980,0.00425979583072,23699191,23879929,0.042563,11262277,25139893,0.028715,23879929,0.042563,25139893,0.020296
9699690,50029980,0.00464534029298,22187332,22340671,0.017289,10202267,22340671,0.017289,22340671,0.017289,22340671,0.009823
9699690,50029980,0.00506577951036,20173091,20459074,0.042176,9699690,22187332,0.013895,20459074,0.042176,22153519,0.009999
9699690,50029980,0.00552427172802,17193173,17390482,0.103087,9699690,20173091,0.017955,17390482,0.103087,20173091,0.011178
9699690,50029980,0.00602426103675,14077352,14378131,0.063070,9699690,14577527,0.010423,14378131,0.063070,14577527,0.002427
9699690,50029980,0.00656950324417,14077352,14450707,0.055862,9699690,14638991,0.024813,14450707,0.055862,14638991,0.016288
9699690,50029980,0.00716409408754,13067672,13481324,0.066309,9699690,17173202,0.050072,13481324,0.066309,17173202,0.040435
9699690,50029980,0.0078125,9699689,9889489,0.031864,9699690,11141506,0.018453,9889489,0.031864,11141506,0.011019
9699690,50029980,0.00851959166145,12973039,13050508,0.090449,9699690,13009069,0.077090,13050508,0.090449,12980728,0.068697
9699690,50029980,0.00929068058596,9699689,9842234,0.050277,9699690,12973039,0.006079,13050508,0.087244,13050508,0.079110
9699690,50029980,0.0101315590207,9699689,9842234,0.046377,9699690,9842234,0.046377,9842234,0.046377,9842234,0.039365
9699690,50029980,0.011048543456,9699689,9889489,0.078845,9699690,11177629,0.046613,9889489,0.078845,11177629,0.038527
9699690,50029980,0.0120485220735,9699689,9945319,0.110418,9699690,10323616,0.091743,9945319,0.110418,10323616,0.084904
9699690,50029980,0.0131390064883,9699689,9783778,0.092688,9699690,11350777,0.076747,9783778,0.092688,11350777,0.068535
9699690,50029980,0.0143281881751,9699689,9783778,0.106645,9699690,11350777,0.106184,9783778,0.106645,9783778,0.099277
9699690,50029980,0.015625,9699689,9783778,0.126281,9699690,9783778,0.126281,9783778,0.126281,9783778,0.119088
9699690,50029980,0.0170391833229,9699689,9783778,0.157934,9699690,9783778,0.157934,9783778,0.157934,9783778,0.150930
9699690,50029980,0.0185813611719,9699689,9783778,0.171239,9699690,11190292,0.168889,9783778,0.171239,9783778,0.164442
9699690,50029980,0.0202631180414,9699689,9783778,0.176621,9699690,10019519,0.162696,9783778,0.176621,10019519,0.157063
9699690,50029980,0.0220970869121,9699689,9783778,0.186426,9699690,9987569,0.180809,9783778,0.186426,9783778,0.180098
9699690,50029980,0.024097044147,9699689,9783778,0.187783,9699690,9987569,0.180511,9783778,0.187783,9987569,0.175214
9699690,50029980,0.0262780129767,9699689,9783778,0.210970,9699690,9783778,0.210970,9783778,0.210970,9783778,0.203814
9699690,50029980,0.0286563763501,9699689,9727681,0.232383,9699690,9727681,0.232383,9727681,0.232383,9727681,0.226074
9699690,50029980,0.03125,9699689,9727681,0.257037,9699690,11070739,0.248276,9727681,0.257037,11070739,0.240945
9699690,50029980,0.0340783666458,9699689,9878626,0.260598,9699690,11771731,0.251205,9878626,0.260598,11771731,0.245951
9699690,50029980,0.0371627223438,9699689,9878626,0.251094,9699690,10200556,0.249029,9878626,0.251094,9878626,0.244543
9699690,50029980,0.0405262360828,9699689,9878626,0.274939,9699690,11771731,0.257709,9878626,0.274939,11771731,0.252039
9699690,50029980,0.0441941738242,9699689,9903856,0.277886,9699690,9903856,0.277886,9903856,0.277886,9828242,0.276236
9699690,50029980,0.048194088294,9699689,9903856,0.276986,9699690,9903856,0.276986,9903856,0.276986,9903856,0.269840
9699690,50029980,0.0525560259534,9699689,9878626,0.294265,9699690,9878626,0.294265,9878626,0.294265,9878626,0.286992
9699690,50029980,0.0573127527003,9699689,9903856,0.303843,9699690,9903856,0.303843,9903856,0.303843,9876886,0.302230
9699690,50029980,0.0625,9699689,9876886,0.319547,9699690,10390847,0.314235,9876886,0.319547,9876886,0.312825
9699690,50029980,0.0681567332916,9699689,9813623,0.331980,9699690,10399388,0.324341,9813623,0.331980,10399388,0.316795
9699690,50029980,0.0743254446877,9699689,9724601,0.343447,9699690,10172056,0.339665,9724601,0.343447,9724601,0.336115
9699690,50029980,0.0810524721657,9699689,9887323,0.350716,9699690,10504127,0.347410,9887323,0.350716,9836174,0.345059
9699690,50029980,0.0883883476483,9699689,9861991,0.354862,9699690,12842762,0.353695,9861991,0.354862,9813623,0.352604
9699690,50029980,0.096388176588,9699689,9724739,0.362077,9699690,14050339,0.355802,9724739,0.362077,9724739,0.354818
9699690,50029980,0.105112051907,9699689,9856211,0.362074,9699690,10302319,0.357023,9856211,0.362074,9856211,0.356090
9699690,50029980,0.114625505401,9699689,9856211,0.370785,9699690,10302319,0.359159,9856211,0.370785,10302319,0.352282
9699690,50029980,0.125,9699689,9856211,0.376023,9699690,10504127,0.375861,9856211,0.376023,9813623,0.370590
9699690,50029980,0.136313466583,9699689,9856211,0.376019,9699690,9856211,0.376019,9856211,0.376019,9856211,0.368537
9699690,50029980,0.148650889375,9699689,9856211,0.390453,9699690,10169261,0.382770,9856211,0.390453,9965023,0.381790
9699690,50029980,0.162104944331,9699689,9950014,0.391516,9699690,9965023,0.385478,9950014,0.391516,9950014,0.385075
9699690,50029980,0.176776695297,9699689,9950014,0.398242,9699690,9965023,0.389731,9950014,0.398242,9965023,0.384098
9699690,50029980,0.192776353176,9699689,9762982,0.406691,9699690,11961377,0.402303,9762982,0.406691,10011308,0.399496
9699690,50029980,0.210224103813,9699689,9762982,0.416017,9699690,12392704,0.408425,9762982,0.416017,12392704,0.401759
9699690,50029980,0.229251010801,9699689,9898841,0.421017,9699690,11715344,0.415318,9898841,0.421017,10390847,0.409076
9699690,50029980,0.25,9699689,9714053,0.428165,9699690,11715344,0.420132,9714053,0.428165,11715344,0.412558
9699690,50029980,0.272626933166,9699689,9738286,0.432737,9699690,12103087,0.423579,9738286,0.432737,11290141,0.420480
9699690,50029980,0.297301778751,9699689,9759704,0.434360,9699690,12103087,0.429583,9759704,0.434360,9759704,0.425700
9699690,50029980,0.324209888663,9699689,9892396,0.442935,9699690,15941389,0.433662,9892396,0.442935,12988681,0.429645
9699690,50029980,0.353553390593,9699689,9859648,0.452695,9699690,15941389,0.443496,9859648,0.452695,10011308,0.440422
9699690,50029980,0.385552706352,9699689,9886411,0.458762,9699690,10800404,0.449734,9886411,0.458762,10011308,0.444884
9699690,50029980,0.420448207627,9699689,9886411,0.460524,9699690,12503914,0.458976,9886411,0.460524,9730013,0.453983
9699690,50029980,0.458502021602,9699689,9859648,0.466277,9699690,14546944,0.462973,9859648,0.466277,9859648,0.458601
9699690,50029980,0.5,9699689,9714053,0.480482,9699690,14546944,0.472357,9714053,0.480482,9968677,0.470881
9699690,50029980,0.545253866333,9699689,9798904,0.484809,9699690,10509104,0.477612,9798904,0.484809,9798904,0.476466
9699690,50029980,0.594603557501,9699689,9714053,0.498124,9699690,10509104,0.488011,9714053,0.498124,10509104,0.480589
9699690,50029980,0.648419777326,9699689,9714053,0.510093,9699690,10509104,0.500072,9714053,0.510093,10509104,0.492273
9699690,50029980,0.707106781187,9699689,9841207,0.522863,9699690,10509104,0.514070,9841207,0.522863,10509104,0.507208
9699690,50029980,0.771105412704,9699689,9752777,0.538729,9699690,10509104,0.529883,9752777,0.538729,9752777,0.529783
9699690,50029980,0.840896415254,9699689,9752777,0.556984,9699690,10509104,0.550227,9752777,0.556984,10509104,0.543602
9699690,50029980,0.917004043205,9699689,9771962,0.579352,9699690,22647952,0.576744,9771962,0.579352,9728162,0.576719
9699690,50029980,1,9699689,9884209,0.628384,9699690,48155368,0.622417,9884209,0.628384,33317398,0.618374
