START,n_1,C_max,Npred_0,CboundMax,Lambda_max,Jitter,JitterRatio,Status
5PR3,102,42.78074705,90,73.82796032,-5.456494e-01,69.281494,-0.448131,EXPECTED
7PRD2,108,43.84470566,105,78.50323911,-5.824859e-01,73.359476,-0.472448,EXPECTED
5PR9D2,138,48.55565776,135,85.11539980,-5.612973e-01,80.423876,-0.454588,EXPECTED
5PR5,150,50.21293210,150,88.25349937,-5.639407e-01,83.536701,-0.455376,EXPECTED
5PR6,180,53.93360171,180,91.54137340,-5.290373e-01,54.226791,-0.693528,EXPECTED
5PR13D2,198,27.96576819,195,86.73431179,-1.131868e+00,55.770928,-1.053749,EXPECTED
5PR15D2,231,29.61991054,225,91.25549041,-1.125216e+00,58.606551,-1.051684,EXPECTED
5PR8,240,30.03740301,240,93.26550353,-1.133007e+00,59.916611,-1.055268,EXPECTED
5PR9,270,31.34232843,270,96.15247679,-1.120966e+00,48.326157,-1.341099,EXPECTED
5PR10,314,22.03701314,300,73.77891565,-1.208350e+00,50.059564,-1.033607,EXPECTED
7PR3D2,315,22.06139464,315,76.33387163,-1.241288e+00,50.875475,-1.066771,EXPECTED
5PR11,334,22.51290643,330,76.81030985,-1.227250e+00,51.661165,-1.051029,EXPECTED
5PR23D2,356,23.00987406,345,77.62996329,-1.216030e+00,52.418956,-1.041991,EXPECTED
5PR12,370,17.48475890,360,78.11358542,-1.496834e+00,45.258176,-1.339622,EXPECTED
5PR25D2,386,17.73599939,375,64.81239480,-1.295900e+00,45.860992,-1.026502,EXPECTED
5PR13,399,17.93382943,390,66.21961161,-1.306288e+00,46.444762,-1.039639,EXPECTED
5PR27D2,405,18.02332996,405,66.32242005,-1.302861e+00,47.010741,-1.027405,EXPECTED
7PR2,432,18.41289456,420,68.45106994,-1.313068e+00,47.560058,-1.052105,EXPECTED
5PR29D2,446,18.60694566,435,68.00274247,-1.296013e+00,48.093739,-1.027073,EXPECTED
5PR15,462,30.11612523,462,68.42122298,-8.206223e-01,43.491666,-0.880746,EXPECTED
5PR31D2,465,15.08984940,465,59.91825996,-1.378959e+00,43.943569,-1.020136,EXPECTED
5PR16,489,15.33814128,480,60.22098687,-1.367678e+00,44.383766,-1.011245,EXPECTED
5PR33D2,506,15.50790356,495,61.53483083,-1.378254e+00,44.812891,-1.027091,EXPECTED
5PR17,522,15.66336146,510,61.73996437,-1.371607e+00,45.231527,-1.018683,EXPECTED
5PR18,552,13.28696298,540,62.26942461,-1.544687e+00,42.447878,-1.153944,EXPECTED
5PR37D2,567,13.40005203,555,56.19881611,-1.433637e+00,42.807667,-0.999792,EXPECTED
5PR19,582,13.51064865,570,56.82590468,-1.436514e+00,43.159554,-1.003608,EXPECTED
5PR39D2,597,13.61886813,585,57.45688252,-1.439579e+00,43.503902,-1.007680,EXPECTED
5PR20,613,13.73180282,600,57.21304124,-1.427067e+00,43.841051,-0.991793,EXPECTED
5PR41D2,625,13.81488210,615,57.78169829,-1.430926e+00,44.171316,-0.995370,EXPECTED
7PR3,644,11.95175052,630,59.38963320,-1.603242e+00,41.854407,-1.133402,EXPECTED
5PR43D2,657,12.02572684,645,53.39567019,-1.490681e+00,42.152939,-0.981425,EXPECTED
5PR22,667,12.08179382,660,54.33515853,-1.503472e+00,42.445776,-0.995467,EXPECTED
5PR45D2,687,12.19182609,675,53.87528070,-1.485906e+00,42.733148,-0.975436,EXPECTED
5PR23,696,12.24045776,690,54.52714792,-1.493952e+00,43.015269,-0.983062,EXPECTED
5PR47D2,714,12.33614369,705,54.65906528,-1.488582e+00,43.292340,-0.977608,EXPECTED
5PR24,723,12.38322200,720,62.74377402,-1.622717e+00,41.564557,-1.211622,EXPECTED
7PR7D2,747,10.94307963,735,63.08380959,-1.751757e+00,41.819808,-1.246795,EXPECTED
5PR25,763,11.01329854,750,63.62642625,-1.753925e+00,42.070756,-1.250587,EXPECTED
5PR51D2,765,22.04397554,765,64.82925563,-1.078718e+00,42.317554,-1.011053,EXPECTED
5PR26,792,11.13744244,780,64.16625867,-1.751165e+00,42.560345,-1.245968,EXPECTED
5PR53D2,804,11.18768460,795,65.36807073,-1.765220e+00,42.799267,-1.265919,EXPECTED
5PR27,816,19.97740971,810,59.10975141,-1.084794e+00,41.491715,-0.943136,EXPECTED
5PR55D2,825,20.04283290,825,59.34110744,-1.085431e+00,41.714981,-0.942066,EXPECTED
7PR4,848,10.10365317,840,59.85023847,-1.778948e+00,41.934874,-1.186282,EXPECTED
5PR57D2,858,20.27763402,855,59.92742890,-1.083616e+00,42.151501,-0.940650,EXPECTED
5PR29,882,20.44361293,870,60.80285303,-1.089966e+00,42.364964,-0.952656,EXPECTED
5PR59D2,885,10.23204438,885,60.49670042,-1.777064e+00,42.575361,-1.180604,EXPECTED
5PR30,913,9.29357761,900,60.68284921,-1.876338e+00,41.581189,-1.235878,EXPECTED
5PR61D2,928,9.33806453,915,56.30443073,-1.796674e+00,41.779983,-1.124136,EXPECTED
5PR31,944,9.38484570,930,57.02186833,-1.804339e+00,41.976056,-1.134862,EXPECTED
7PR9D2,957,9.42235940,945,56.82316040,-1.796858e+00,42.169486,-1.124055,EXPECTED
5PR32,974,9.47076431,960,56.97627134,-1.794425e+00,42.360349,-1.121462,EXPECTED
5PR65D2,987,19.01458998,975,57.80283593,-1.111831e+00,42.548715,-0.911620,EXPECTED
5PR33,994,9.52679529,990,57.35312469,-1.795119e+00,41.796634,-1.144263,EXPECTED
5PR67D2,1017,8.71822852,1005,54.42139686,-1.831341e+00,41.976182,-1.088788,EXPECTED
5PR34,1026,17.48085631,1020,53.80790651,-1.124314e+00,42.153484,-0.861780,EXPECTED
5PR69D2,1041,17.55411982,1035,54.60405606,-1.134819e+00,42.328597,-0.875293,EXPECTED
7PR5,1056,17.62648511,1050,54.25887990,-1.124364e+00,42.501580,-0.861907,EXPECTED
5PR71D2,1078,8.86552222,1065,54.48033897,-1.815670e+00,42.672486,-1.068951,EXPECTED
5PR36,1092,16.31358137,1080,55.37939281,-1.222210e+00,42.112899,-0.927645,EXPECTED
5PR73D2,1100,16.34764194,1095,51.86168643,-1.154497e+00,42.276970,-0.840033,EXPECTED
5PR37,1113,16.40254013,1110,52.17369585,-1.157142e+00,42.439149,-0.842881,EXPECTED
5PR75D2,1126,8.22844562,1125,51.66705643,-1.837223e+00,42.599483,-1.019698,EXPECTED
5PR38,1152,8.28199897,1140,51.99889630,-1.837138e+00,42.758015,-1.022426,EXPECTED
11PRD2,1230,15.57536748,1155,52.20477919,-1.209483e+00,31.561367,-1.160577,EXPECTED
7PR6,1290,29.31425023,1260,50.61896596,-5.462526e-01,28.587694,-0.745241,EXPECTED
7PR13D2,1440,21.15511135,1365,47.32288146,-8.051124e-01,27.639521,-0.946752,EXPECTED
7PR7,1485,20.00110980,1470,45.73015021,-8.269701e-01,26.776207,-0.960892,EXPECTED
7PR15D2,1614,19.25645351,1575,44.65094243,-8.410292e-01,25.986543,-0.977217,EXPECTED
7PR8,1716,12.32644425,1680,43.66026831,-1.264692e+00,25.261207,-1.240393,EXPECTED
7PR17D2,1875,17.03903442,1785,43.91199246,-9.466806e-01,24.592396,-1.092734,EXPECTED
7PR9,1895,11.39136367,1890,43.07344562,-1.330051e+00,23.086100,-1.372344,EXPECTED
7PR19D2,1995,20.99478995,1995,42.65715017,-7.089206e-01,22.575037,-0.959571,EXPECTED
7PR10,2121,15.30525135,2145,42.27106126,-1.015907e+00,22.096628,-1.220359,EXPECTED
7PR21D2,2289,14.36248551,2205,41.85928307,-1.069694e+00,21.647764,-1.270191,EXPECTED
11PR,2364,18.56724272,2310,42.67660697,-8.322520e-01,21.225719,-1.135856,EXPECTED
7PR23D2,2457,13.54322406,2415,42.03556121,-1.132630e+00,20.828093,-1.367976,EXPECTED
7PR12,2530,9.09666632,2520,41.54428329,-1.518852e+00,20.452767,-1.586466,EXPECTED
7PR25D2,2685,25.79499713,2625,41.08263318,-4.654049e-01,19.574439,-0.781000,EXPECTED
7PR13,2730,16.69350512,2730,41.81611795,-9.182621e-01,19.266050,-1.303984,EXPECTED
7PR27D2,2847,12.24511964,2835,51.03738938,-1.427431e+00,18.972645,-2.044642,EXPECTED
7PR14,3030,15.57850973,2940,51.86116863,-1.202678e+00,18.693132,-1.940962,EXPECTED
7PR29D2,3051,11.70402443,3045,51.43297320,-1.480347e+00,18.426528,-2.156074,EXPECTED
7PR15,3240,11.20117738,3150,50.41302012,-1.504231e+00,18.171938,-2.157824,EXPECTED
7PR31D2,3345,14.63485059,3255,50.02920910,-1.229201e+00,17.562208,-2.015371,EXPECTED
7PR16,3360,14.25501994,3360,48.17266357,-1.217683e+00,17.345135,-1.955456,EXPECTED
11PR3D2,3495,14.01489004,3465,48.53383343,-1.242141e+00,17.136783,-2.014319,EXPECTED
7PR17,3582,13.73796152,3570,47.60365734,-1.242747e+00,16.936628,-1.999554,EXPECTED
7PR35D2,3705,13.50525922,3675,46.50742069,-1.236533e+00,16.744188,-1.970962,EXPECTED
7PR18,3800,9.94288276,3780,45.99494875,-1.531675e+00,16.559019,-2.177186,EXPECTED
7PR37D2,3885,16.26386017,3885,45.74314640,-1.034096e+00,16.107766,-1.830129,EXPECTED
7PR19,4050,12.54499632,3990,44.84045781,-1.273789e+00,15.945919,-2.025312,EXPECTED
7PR39D2,4116,12.31400680,4095,44.67882158,-1.288762e+00,15.789631,-2.049751,EXPECTED
7PR20,4251,15.17489418,4290,43.49259880,-1.052948e+00,15.638617,-1.810755,EXPECTED
7PR41D2,4305,11.91754872,4305,43.30521311,-1.290261e+00,15.492613,-2.025976,EXPECTED
7PR21,4482,14.42683988,4410,42.69774877,-1.085056e+00,15.351372,-1.841588,EXPECTED
7PR43D2,4515,11.56162052,4515,42.52565636,-1.302417e+00,15.002228,-2.063962,EXPECTED
11PR2,4686,11.20658204,4620,42.36157584,-1.329740e+00,14.876566,-2.094233,EXPECTED
7PR45D2,4761,11.03240486,4725,41.08480984,-1.314802e+00,14.754684,-2.036804,EXPECTED
7PR23,4923,10.70791856,4830,41.15934923,-1.346468e+00,14.636413,-2.080526,EXPECTED
7PR47D2,4977,13.41927077,4935,40.62646468,-1.107728e+00,14.521595,-1.873568,EXPECTED
7PR24,5055,13.22346449,5040,40.12954645,-1.110120e+00,14.410080,-1.867171,EXPECTED
7PR49D2,5235,10.29151726,5145,39.82915270,-1.353279e+00,14.301729,-2.065319,EXPECTED
7PR25,5253,10.12218732,5250,39.11117807,-1.351679e+00,14.030441,-2.066150,EXPECTED
7PR51D2,5415,12.52663962,5355,39.40248898,-1.145971e+00,13.932597,-1.928991,EXPECTED
7PR26,5460,17.27822532,5460,39.34245780,-8.228572e-01,13.837343,-1.594543,EXPECTED
7PR53D2,5610,9.77268287,5565,38.48193686,-1.370598e+00,13.744579,-2.088769,EXPECTED
7PR27,5700,12.06318295,5670,38.06482286,-1.149132e+00,13.654209,-1.904295,EXPECTED
11PR5D2,5865,11.76345707,5775,38.75863723,-1.192356e+00,13.566142,-1.989894,EXPECTED
7PR28,5883,9.41741399,5880,37.58074032,-1.383931e+00,13.343149,-2.110696,EXPECTED
7PR57D2,6060,9.19451903,5985,37.50286717,-1.405810e+00,13.262826,-2.134413,EXPECTED
7PR29,6132,13.62280464,6090,37.09975511,-1.001865e+00,13.184430,-1.780657,EXPECTED
7PR59D2,6210,13.46140443,6195,36.72113008,-1.003526e+00,13.107894,-1.774482,EXPECTED
7PR30,6330,15.54527148,6300,36.36390152,-8.498201e-01,13.033153,-1.597359,EXPECTED
7PR61D2,6424,8.78562871,6405,36.30289750,-1.418780e+00,12.960146,-2.123222,EXPECTED
7PR31,6510,10.86022884,6510,36.25141967,-1.205371e+00,12.773321,-1.987830,EXPECTED
7PR63D2,6636,12.73062870,6615,35.47705391,-1.024875e+00,12.706202,-1.790183,EXPECTED
7PR32,6741,12.60344003,6720,35.29259090,-1.029703e+00,12.640559,-1.794948,EXPECTED
7PR65D2,6870,12.48892809,6825,35.88023347,-1.055344e+00,12.576345,-1.859945,EXPECTED
11PR3,7020,12.22409141,6930,35.87417807,-1.076609e+00,12.513515,-1.889964,EXPECTED
7PR67D2,7035,12.22998428,7035,34.89218026,-1.048372e+00,12.452026,-1.819961,EXPECTED
7PR34,7140,8.07573696,7140,35.15597026,-1.470930e+00,12.293068,-2.202886,EXPECTED
7PR69D2,7272,9.88298370,7245,34.58275749,-1.252541e+00,12.236171,-2.018587,EXPECTED
7PR35,7383,7.83540712,7350,34.02264544,-1.468374e+00,12.180432,-2.149943,EXPECTED
7PR71D2,7503,11.65184897,7455,33.99045580,-1.070615e+00,12.125817,-1.842235,EXPECTED
7PR36,7560,15.37466778,7560,33.71631307,-7.852606e-01,12.072294,-1.519317,EXPECTED
7PR73D2,7665,11.42894934,7665,33.68654432,-1.080949e+00,12.019831,-1.851739,EXPECTED
7PR37,7773,7.55323633,7770,33.66298313,-1.494423e+00,11.968398,-2.181557,EXPECTED
7PR75D2,7935,9.26702699,7875,33.06496892,-1.272012e+00,11.834044,-2.010973,EXPECTED
7PR38,8070,9.09285106,7980,33.42546609,-1.301830e+00,11.786166,-2.064506,EXPECTED
11PR7D2,8145,9.11156157,8085,33.73319151,-1.308938e+00,11.739188,-2.097388,EXPECTED
7PR39,8232,10.83791549,8190,33.43076035,-1.126426e+00,11.693089,-1.932154,EXPECTED
7PR79D2,8358,12.41107599,8295,32.64291455,-9.670385e-01,11.647843,-1.736960,EXPECTED
7PR40,8445,14.06376690,8400,32.40603965,-8.347430e-01,11.603430,-1.580763,EXPECTED
7PR81D2,8595,12.22234553,8580,32.28111061,-9.712164e-01,11.486256,-1.746328,EXPECTED
7PR41,8694,11.99799212,8610,32.19131875,-9.869575e-01,11.444730,-1.764421,EXPECTED
7PR83D2,8715,13.71928620,8715,31.96146148,-8.457283e-01,11.403940,-1.599638,EXPECTED
7PR42,8835,11.91646127,8820,31.74157743,-9.797067e-01,11.363867,-1.744575,EXPECTED
7PR85D2,8946,10.13768639,8925,32.19125805,-1.155435e+00,11.324492,-1.947423,EXPECTED
7PR43,9100,9.97223968,9030,31.72220948,-1.157212e+00,11.285800,-1.927198,EXPECTED
7PR87D2,9180,9.89247391,9135,31.71907675,-1.165144e+00,11.182701,-1.951819,EXPECTED
11PR4,9330,12.97983744,9240,32.07407999,-9.046510e-01,11.146392,-1.713042,EXPECTED
7PR89D2,9405,13.00258507,9345,31.12842082,-8.729731e-01,11.110690,-1.631387,EXPECTED
7PR45,9465,9.67160131,9450,30.92901958,-1.162501e+00,11.075583,-1.919305,EXPECTED
7PR91D2,9576,9.60390498,9555,31.59651398,-1.190877e+00,11.041055,-1.991894,EXPECTED
