START,n_0,C_min,Npred_0,CboundMin,Lambda_min,Jitter,JitterRatio,Status
4,4,3.843624,4,0.000000,,6.116053,6.284484e-01,EXPECTED
5,5,2.590290,5,0.000000,,4.996182,5.184539e-01,EXPECTED
6,6,3.210402,6,0.000000,,6.369044,5.040634e-01,EXPECTED
8,8,2.882718,8,0.000000,,6.547867,4.402530e-01,EXPECTED
9,9,4.827796,9,0.000000,,6.363339,7.586891e-01,EXPECTED
10,10,2.650949,10,0.000000,,6.836923,3.877401e-01,EXPECTED
12,12,4.939809,12,0.000000,,7.031565,7.025191e-01,EXPECTED
14,14,2.321541,14,0.000000,,7.408141,3.133770e-01,EXPECTED
5PR3D2,59,1.231579,59,0.000000,,5.646021,2.181322e-01,EXPECTED
5PR2,64,1.192849,64,0.000000,,5.382581,2.216128e-01,EXPECTED
5PR5D2,89,1.007393,89,0.000000,,5.081437,1.982496e-01,EXPECTED
5PR3,97,0.951272,103,0.000000,,4.832090,1.968655e-01,EXPECTED
7PRD2,113,0.876400,113,0.000000,,4.633791,1.891324e-01,EXPECTED
5PR4,124,1.659651,128,0.000000,,4.519382,3.672296e-01,EXPECTED
5PR9D2,146,1.505232,139,0.000000,,4.381496,3.435429e-01,EXPECTED
5PR5,157,1.440317,163,0.000000,,4.297186,3.351768e-01,EXPECTED
5PR11D2,178,1.988954,167,0.000000,,4.190431,4.746419e-01,EXPECTED
5PR6,193,1.888357,193,0.000000,,4.072887,4.636409e-01,EXPECTED
5PR13D2,208,1.199550,199,0.000000,,3.997138,3.001022e-01,EXPECTED
7PR,223,1.146569,223,0.000000,,3.964728,2.891923e-01,EXPECTED
5PR15D2,236,1.658525,239,0.000000,,3.902497,4.249907e-01,EXPECTED
5PR8,241,1.640891,251,0.000000,,3.861825,4.249004e-01,EXPECTED
5PR17D2,259,2.093447,256,0.000000,,3.812010,5.491714e-01,EXPECTED
5PR9,284,1.963748,283,0.000000,,3.748397,5.238901e-01,EXPECTED
5PR19D2,292,1.938378,293,0.000000,,3.714404,5.218544e-01,EXPECTED
5PR10,313,1.385406,313,0.000000,,3.681195,3.763468e-01,EXPECTED
7PR3D2,317,2.287238,317,0.000000,,3.651526,6.263787e-01,EXPECTED
5PR11,337,1.759655,337,0.000000,,3.646357,4.825789e-01,EXPECTED
5PR23D2,349,2.142617,349,0.000000,,3.612977,5.930337e-01,EXPECTED
5PR12,367,2.075792,373,0.000000,,3.586811,5.787291e-01,EXPECTED
5PR25D2,383,1.617331,379,0.000000,,3.567176,4.533925e-01,EXPECTED
5PR13,391,1.592200,401,0.000000,,3.552802,4.481533e-01,EXPECTED
5PR27D2,412,1.542669,409,0.000000,,3.537183,4.361293e-01,EXPECTED
7PR2,433,1.116784,433,0.000000,,3.529844,3.163834e-01,EXPECTED
5PR29D2,443,1.829142,449,0.000000,,3.521531,5.194167e-01,EXPECTED
5PR15,451,1.813108,463,0.000000,,3.503831,5.174645e-01,EXPECTED
5PR31D2,466,1.772348,479,0.000000,,3.499058,5.065215e-01,EXPECTED
5PR16,491,2.047782,491,0.000000,,3.485280,5.875516e-01,EXPECTED
5PR33D2,496,2.036383,509,0.000000,,3.475236,5.859697e-01,EXPECTED
5PR17,523,2.295201,512,0.000000,,3.474537,6.605775e-01,EXPECTED
7PR5D2,526,1.954556,538,0.000000,,3.469144,5.634116e-01,EXPECTED
5PR18,548,2.218197,547,0.000000,,3.466252,6.399411e-01,EXPECTED
5PR37D2,557,1.881169,563,0.000000,,3.464981,5.429089e-01,EXPECTED
5PR19,584,2.431499,577,0.000000,,3.459569,7.028329e-01,EXPECTED
5PR39D2,599,1.791213,593,0.000000,,3.457326,5.180920e-01,EXPECTED
5PR20,601,2.084321,613,0.000000,,3.455003,6.032762e-01,EXPECTED
5PR41D2,619,2.044126,619,0.000000,,3.454375,5.917499e-01,EXPECTED
7PR3,634,2.296769,631,0.000000,,3.457226,6.643387e-01,EXPECTED
5PR43D2,649,2.258921,647,0.000000,,3.457328,6.533719e-01,EXPECTED
5PR22,661,1.670053,661,0.000000,,3.458023,4.829502e-01,EXPECTED
5PR45D2,677,2.192518,677,0.000000,,3.460862,6.335179e-01,EXPECTED
5PR23,697,2.149738,701,0.000000,,3.462955,6.207814e-01,EXPECTED
5PR47D2,706,1.332153,719,0.000000,,3.465503,3.844039e-01,EXPECTED
5PR24,734,2.332517,733,0.000000,,3.468515,6.724829e-01,EXPECTED
7PR7D2,743,2.056532,743,0.000000,,3.471970,5.923242e-01,EXPECTED
5PR25,751,2.294111,761,0.000000,,3.474033,6.603596e-01,EXPECTED
5PR51D2,766,2.010498,773,0.000000,,3.478004,5.780609e-01,EXPECTED
5PR26,788,1.971510,787,0.000000,,3.485970,5.655556e-01,EXPECTED
5PR53D2,802,1.705842,809,0.000000,,3.490778,4.886710e-01,EXPECTED
5PR27,811,1.693087,823,0.000000,,3.497125,4.841368e-01,EXPECTED
5PR55D2,839,2.360555,829,0.000000,,3.498952,6.746463e-01,EXPECTED
7PR4,844,2.117224,853,0.000000,,3.504722,6.041061e-01,EXPECTED
5PR57D2,859,1.858134,859,0.000000,,3.512527,5.290021e-01,EXPECTED
5PR29,877,2.056166,883,0.000000,,3.519943,5.841475e-01,EXPECTED
5PR59D2,899,2.470058,887,0.000000,,3.524276,7.008696e-01,EXPECTED
5PR30,904,2.014475,911,0.000000,,3.535188,5.698353e-01,EXPECTED
5PR61D2,919,1.990571,929,0.000000,,3.544230,5.616371e-01,EXPECTED
5PR31,943,1.954571,941,0.000000,,3.551819,5.503014e-01,EXPECTED
7PR9D2,958,2.146977,953,0.000000,,3.554681,6.039858e-01,EXPECTED
5PR32,967,1.706713,971,0.000000,,3.562721,4.790476e-01,EXPECTED
5PR65D2,982,2.109621,983,0.000000,,3.573980,5.902722e-01,EXPECTED
5PR33,997,2.086459,997,0.000000,,3.582469,5.824081e-01,EXPECTED
5PR67D2,1009,2.071037,1019,0.000000,,3.594347,5.761928e-01,EXPECTED
5PR34,1033,2.443976,1024,0.000000,,3.603285,6.782633e-01,EXPECTED
5PR69D2,1048,2.015292,1039,0.000000,,3.612435,5.578763e-01,EXPECTED
7PR5,1063,2.193896,1063,0.000000,,3.621792,6.057488e-01,EXPECTED
5PR71D2,1072,2.181291,1069,0.000000,,3.628875,6.010929e-01,EXPECTED
5PR36,1094,2.345693,1093,0.000000,,3.635093,6.452911e-01,EXPECTED
5PR73D2,1109,1.935320,1103,0.000000,,3.644601,5.310101e-01,EXPECTED
5PR37,1123,2.111537,1123,0.000000,,3.658525,5.771553e-01,EXPECTED
5PR75D2,1132,1.905410,1129,0.000000,,3.671964,5.189076e-01,EXPECTED
5PR38,1147,2.268831,1153,0.000000,,3.682398,6.161287e-01,EXPECTED
11PRD2,1244,2.138152,1259,0.000000,,3.697220,5.783134e-01,EXPECTED
7PR6,1319,1.880158,1361,0.000000,,3.799678,4.948204e-01,EXPECTED
7PR13D2,1402,1.635499,1459,0.000000,,3.123807,5.235596e-01,EXPECTED
7PR7,1567,1.809167,1571,0.000000,,2.970374,6.090704e-01,EXPECTED
7PR15D2,1601,1.928412,1669,0.000000,,2.868373,6.723017e-01,EXPECTED
7PR8,1733,2.101358,1783,0.000000,,2.745149,7.654805e-01,EXPECTED
7PR17D2,1871,2.119565,1889,0.000000,,2.662019,7.962246e-01,EXPECTED
7PR9,1966,2.170315,1993,0.000000,,2.543344,8.533313e-01,EXPECTED
7PR19D2,2029,1.496588,2048,0.000000,,2.501705,5.982272e-01,EXPECTED
7PR10,2104,1.943466,2203,0.000000,,2.369653,8.201479e-01,EXPECTED
7PR21D2,2287,1.826875,2293,0.000000,,2.295731,7.957705e-01,EXPECTED
11PR,2347,2.127133,2411,0.000000,,2.264565,9.393120e-01,EXPECTED
7PR23D2,2437,1.960081,2503,0.033803,4.060192e+00,2.227938,8.646013e-01,EXPECTED
7PR12,2537,2.324691,2609,0.087842,3.275803e+00,2.160092,1.035534e+00,EXPECTED
7PR25D2,2633,2.261224,2729,0.144396,2.751102e+00,2.111786,1.002388e+00,EXPECTED
