START,n_0,C_min,Npred_0,CboundMin,Lambda_min,Jitter,JitterRatio,Status
11PR45,105043,0.774972,105097,0.000000,,7.707464,1.005482e-01,EXPECTED
13PR9D2,136184,0.625298,136277,0.000000,,10.533661,5.936189e-02,EXPECTED
11PR61,141907,0.603987,142061,0.000000,,10.551252,5.724316e-02,EXPECTED
11PR129D2,150112,0.576332,150131,0.000000,,10.586152,5.444207e-02,EXPECTED
13PR5,151076,0.573462,151303,0.000000,,10.593812,5.413179e-02,EXPECTED
11PR131D2,152317,0.569655,152459,0.000000,,10.599709,5.374251e-02,EXPECTED
11PR66,153437,0.565828,153611,0.000000,,10.605867,5.335047e-02,EXPECTED
11PR69,160262,0.546121,160541,0.000000,,10.649322,5.128223e-02,EXPECTED
11PR139D2,161668,0.541767,161683,0.000000,,10.657105,5.083623e-02,EXPECTED
11PR73,169726,0.520676,169783,0.000000,,10.719151,4.857437e-02,EXPECTED
11PR147D2,170923,0.517567,170927,0.000000,,10.728516,4.824218e-02,EXPECTED
11PR74,171439,0.515987,172093,0.000000,,10.738082,4.805206e-02,EXPECTED
11PR149D2,172942,0.512186,173249,0.000000,,10.747848,4.765475e-02,EXPECTED
11PR76,175699,0.505520,176713,0.000000,,10.778623,4.690024e-02,EXPECTED
11PR77,178763,0.498332,179021,0.000000,,10.799744,4.614295e-02,EXPECTED
11PR155D2,180073,0.495557,180179,0.000000,,10.810719,4.583941e-02,EXPECTED
11PR159D2,184526,0.485244,184777,0.000000,,10.855597,4.469989e-02,EXPECTED
11PR80,185849,0.965260,185951,0.000000,,10.867105,8.882402e-02,EXPECTED
11PR163D2,188957,0.476145,189407,0.000000,,8.960851,5.313614e-02,EXPECTED
11PR82,190364,0.472913,190573,0.000000,,8.931704,5.294768e-02,EXPECTED
11PR165D2,191717,0.470453,191717,0.000000,,8.890265,5.291777e-02,EXPECTED
11PR85,197051,0.459431,197479,0.000000,,8.701829,5.279706e-02,EXPECTED
11PR171D2,198337,0.914190,198659,0.000000,,8.662973,1.055284e-01,EXPECTED
11PR86,199811,0.454162,199813,0.000000,,8.624544,5.265925e-02,EXPECTED
11PR173D2,200878,0.452489,200929,0.000000,,8.586536,5.269750e-02,EXPECTED
11PR87,201907,0.450136,202121,0.000000,,8.560304,5.258411e-02,EXPECTED
11PR175D2,203134,0.447880,203279,0.000000,,8.522992,5.254962e-02,EXPECTED
11PR88,204298,0.445627,204431,0.000000,,8.486082,5.251269e-02,EXPECTED
11PR177D2,205196,0.443961,205589,0.000000,,8.449566,5.254246e-02,EXPECTED
11PR89,206026,0.442940,206699,0.000000,,8.413438,5.264673e-02,EXPECTED
11PR90,208147,0.439135,209039,0.000000,,8.353013,5.257205e-02,EXPECTED
11PR181D2,209687,0.436468,210209,0.000000,,8.317900,5.247334e-02,EXPECTED
11PR92,213151,0.430134,213659,0.000000,,8.225017,5.229582e-02,EXPECTED
11PR185D2,214733,0.855197,214817,0.000000,,8.191225,1.044040e-01,EXPECTED
11PR93,215564,0.426054,215983,0.000000,,8.157777,5.222673e-02,EXPECTED
11PR187D2,216473,0.424548,217121,0.000000,,8.124667,5.225420e-02,EXPECTED
11PR94,218131,0.422107,218287,0.000000,,8.091890,5.216420e-02,EXPECTED
11PR189D2,218558,0.421652,219437,0.000000,,8.069251,5.225417e-02,EXPECTED
11PR95,220282,0.837375,220589,0.000000,,8.037028,1.041896e-01,EXPECTED
11PR191D2,221582,0.416782,221747,0.000000,,8.005125,5.206440e-02,EXPECTED
11PR96,222682,0.414835,222913,0.000000,,7.973536,5.202648e-02,EXPECTED
11PR97,225004,0.822072,225223,0.000000,,7.920646,1.037885e-01,EXPECTED
13PR15D2,226174,0.409719,226379,0.000000,,7.889881,5.192968e-02,EXPECTED
11PR99,229829,0.808495,229841,0.000000,,7.808388,1.035419e-01,EXPECTED
11PR100,231542,0.401539,232153,0.000000,,7.749294,5.181620e-02,EXPECTED
11PR201D2,233263,0.398871,233297,0.000000,,7.720165,5.166612e-02,EXPECTED
11PR101,234448,0.397125,234463,0.000000,,7.691308,5.163296e-02,EXPECTED
11PR203D2,235082,0.396269,235607,0.000000,,7.671363,5.165562e-02,EXPECTED
11PR102,236569,0.394120,236773,0.000000,,7.642961,5.156640e-02,EXPECTED
11PR205D2,237311,0.393307,237929,0.000000,,7.614821,5.165020e-02,EXPECTED
11PR103,238643,0.391652,239081,0.000000,,7.586940,5.162187e-02,EXPECTED
11PR207D2,239788,0.389963,240209,0.000000,,7.559314,5.158709e-02,EXPECTED
13PR8,240859,0.388270,241393,0.000000,,7.540215,5.149323e-02,EXPECTED
11PR209D2,242057,0.773252,242533,0.000000,,7.513014,1.029217e-01,EXPECTED
11PR105,243446,0.385046,243703,0.000000,,7.486057,5.143509e-02,EXPECTED
11PR211D2,244799,0.765986,244859,0.000000,,7.459343,1.026881e-01,EXPECTED
11PR106,245723,0.763602,246011,0.000000,,7.432867,1.027332e-01,EXPECTED
11PR213D2,246944,0.760443,247141,0.000000,,7.414560,1.025608e-01,EXPECTED
11PR107,247972,0.758147,248323,0.000000,,7.388482,1.026120e-01,EXPECTED
11PR215D2,249026,0.755880,249463,0.000000,,7.362633,1.026644e-01,EXPECTED
11PR217D2,251041,0.375215,251789,0.000000,,7.311613,5.131768e-02,EXPECTED
11PR109,252737,0.745813,252937,0.000000,,7.294048,1.022495e-01,EXPECTED
11PR219D2,253156,0.372557,254083,0.000000,,7.269022,5.125270e-02,EXPECTED
11PR110,254654,0.370680,255253,0.000000,,7.244211,5.116913e-02,EXPECTED
13PR19D2,287323,0.335024,300299,0.000000,,6.462960,5.183755e-02,EXPECTED
13PR21D2,328121,0.599142,330329,0.000000,,6.047441,9.907364e-02,EXPECTED
13PR11,344338,0.574878,345329,0.000000,,5.866286,9.799693e-02,EXPECTED
13PR23D2,359486,0.277367,360337,0.000000,,5.698552,4.867324e-02,EXPECTED
13PR25D2,387337,0.520632,390389,0.000000,,5.394091,9.651895e-02,EXPECTED
13PR13,403813,0.251334,405401,0.000000,,5.258739,4.779359e-02,EXPECTED
13PR27D2,418378,0.731663,420419,0.000000,,5.131981,1.425693e-01,EXPECTED
13PR14,427358,0.718892,435427,0.000000,,5.010099,1.434886e-01,EXPECTED
13PR29D2,446041,0.462013,450431,0.000000,,4.898334,9.432044e-02,EXPECTED
