START,n_0,C_min,Npred_0,CpredBound,Lambda_min,Jitter,JitterRatio
11PR109,252071,2.523456,252937,2.211196,1.320958e-01,24.907690,1.024382e+01
11PR219/2,253741,2.514393,254083,2.211560,1.283333e-01,24.907690,9.972327e+00
11PR110,255214,2.528919,255253,2.212253,1.337805e-01,24.907690,1.046814e+01
17PR/2,259801,2.503359,270269,2.212784,1.233820e-01,24.907690,1.007796e+01
13PR9,272794,2.510783,285283,2.218641,1.236998e-01,25.154209,1.049940e+01
13PR19/2,285424,2.505523,300299,2.223793,1.192832e-01,25.391425,1.047286e+01
13PR10,303904,2.513081,315313,2.228507,1.201776e-01,25.391425,1.102204e+01
13PR21/2,324223,2.512902,330329,2.232580,1.182804e-01,25.642732,1.118062e+01
13PR11,340261,2.521429,345329,2.236082,1.201006e-01,25.642732,1.181512e+01
13PR23/2,354971,2.521369,360337,2.238954,1.187932e-01,25.884554,1.200768e+01
13PR12,366794,2.499164,375373,2.241470,1.088244e-01,26.140741,1.123006e+01
13PR25/2,386068,2.523716,390389,2.243791,1.175656e-01,26.140741,1.260967e+01
13PR13,401509,2.524416,405401,2.245686,1.169987e-01,26.387260,1.284147e+01
13PR27/2,414448,2.520611,420419,2.247269,1.147856e-01,26.387260,1.298648e+01
13PR14,431146,2.523703,435427,2.248498,1.154648e-01,26.648423,1.333668e+01
13PR29/2,448444,2.521152,450431,2.249737,1.139026e-01,26.648423,1.353551e+01
13PR15,463549,2.513127,465463,2.250579,1.103403e-01,26.648423,1.346229e+01
13PR31/2,467009,2.541140,480463,2.251248,1.211281e-01,26.899730,1.512643e+01
13PR16,488339,2.536748,495491,2.251483,1.192938e-01,27.165965,1.512881e+01
13PR33/2,498436,2.527659,510481,2.251925,1.155082e-01,27.165965,1.499749e+01
17PR,515611,2.539315,524288,2.252078,1.200410e-01,27.165965,1.598075e+01
13PR35/2,535858,2.540830,540539,2.251762,1.207778e-01,27.693557,1.619009e+01
13PR18,548461,2.531963,555523,2.251527,1.173862e-01,27.693557,1.607536e+01
13PR37/2,569077,2.543991,570569,2.251205,1.222685e-01,27.693557,1.716842e+01
13PR19,571262,2.550486,585581,2.250686,1.250489e-01,27.693557,1.797174e+01
13PR39/2,588338,2.563074,600577,2.250165,1.302038e-01,27.693557,1.916488e+01
13PR20,612022,2.551653,615607,2.249407,1.260748e-01,27.954720,1.872815e+01
13PR41/2,621472,2.552996,630613,2.248520,1.269953e-01,28.231397,1.906785e+01
13PR21,633967,2.541689,645641,2.247637,1.229494e-01,28.231397,1.878757e+01
13PR43/2,656629,2.539026,660659,2.246712,1.223127e-01,28.231397,1.904542e+01
13PR22,674719,2.554681,675643,2.245693,1.289132e-01,28.231397,2.051966e+01
13PR45/2,686398,2.527108,690689,2.244601,1.185478e-01,28.231397,1.911609e+01
13PR23,703568,2.559020,705689,2.243253,1.316973e-01,28.513446,2.154583e+01
13PR47/2,713309,2.554701,720703,2.241839,1.306387e-01,28.779681,2.153273e+01
13PR24,733528,2.558252,735733,2.240476,1.326359e-01,28.779681,2.225888e+01
13PR49/2,748691,2.568782,750749,2.239030,1.373891e-01,28.779681,2.349882e+01
13PR25,758411,2.555201,765763,2.237704,1.326805e-01,28.779681,2.301057e+01
17PR3/2,770558,2.532269,780733,2.236092,1.243860e-01,28.779681,2.182262e+01
13PR26,787162,2.561586,795793,2.234440,1.366360e-01,29.067208,2.425801e+01
13PR53/2,804191,2.552045,810809,2.232645,1.337080e-01,29.338614,2.384166e+01
13PR27,819212,2.562766,825821,2.230906,1.386794e-01,29.338614,2.516248e+01
13PR55/2,831373,2.564720,840839,2.229179,1.402160e-01,29.338614,2.583586e+01
13PR28,850253,2.564273,855851,2.227192,1.409334e-01,29.338614,2.634941e+01
13PR57/2,860422,2.564422,870853,2.225610,1.417021e-01,29.338614,2.688053e+01
13PR29,883648,2.566164,885883,2.223687,1.432455e-01,29.338614,2.757122e+01
13PR59/2,891427,2.564719,900869,2.222942,1.430174e-01,29.338614,2.791190e+01
13PR30,909037,2.548728,915911,2.225063,1.358092e-01,29.631725,2.654411e+01
13PR61/2,915961,2.547074,930911,2.227743,1.339563e-01,29.631725,2.655468e+01
13PR31,944161,2.565326,945943,2.230336,1.399333e-01,29.908402,2.797955e+01
13PR63/2,957844,2.549019,960941,2.232931,1.323935e-01,29.908402,2.675816e+01
13PR32,968299,2.573348,975967,2.235325,1.408211e-01,29.908402,2.899713e+01
13PR65/2,990586,2.569172,990989,2.237563,1.381963e-01,29.908402,2.882089e+01
13PR33,1004449,2.563918,1006003,2.239959,1.350790e-01,29.908402,2.852043e+01
13PR67/2,1016921,2.561834,1021019,2.241836,1.334282e-01,30.207206,2.824879e+01
17PR2,1034134,2.571303,1036027,2.244042,1.361341e-01,30.207206,2.925287e+01
13PR69/2,1050706,2.556321,1051027,2.245941,1.294445e-01,30.207206,2.808729e+01
13PR35,1053142,2.560025,1066063,2.247776,1.300757e-01,30.489256,2.833743e+01
13PR71/2,1067611,2.564956,1081079,2.249648,1.311676e-01,30.489256,2.895970e+01
13PR36,1093418,2.575284,1096079,2.251369,1.344213e-01,30.489256,3.010326e+01
13PR73/2,1101119,2.571810,1111091,2.252996,1.323490e-01,30.489256,2.997633e+01
13PR37,1116337,2.566773,1126093,2.254638,1.296600e-01,30.489256,2.968737e+01
13PR75/2,1138519,2.571708,1141139,2.256152,1.309096e-01,30.793863,3.005562e+01
13PR38,1154584,2.576126,1156151,2.257653,1.319609e-01,30.793863,3.067499e+01
13PR77/2,1166306,2.582036,1171133,2.259104,1.336100e-01,30.793863,3.144951e+01
13PR39,1171721,2.577143,1186181,2.260454,1.311157e-01,30.793863,3.118080e+01
13PR79/2,1190542,2.575724,1201183,2.261670,1.300272e-01,31.081390,3.096709e+01
13PR40,1201553,2.553525,1216213,2.262865,1.208430e-01,31.081390,2.896747e+01
13PR81/2,1227416,2.574592,1231229,2.264130,1.285005e-01,31.081390,3.126818e+01
13PR41,1239109,2.571541,1246243,2.265311,1.267933e-01,31.081390,3.116415e+01
13PR83/2,1246537,2.571671,1261259,2.266444,1.263438e-01,31.081390,3.138277e+01
13PR42,1271308,2.567174,1276271,2.267340,1.241983e-01,31.391913,3.083466e+01
17PR5/2,1287808,2.580738,1291271,2.268377,1.290108e-01,31.391913,3.244651e+01
13PR43,1305097,2.580555,1306289,2.269404,1.284873e-01,31.391913,3.264305e+01
13PR87/2,1308529,2.570502,1321319,2.270253,1.242099e-01,31.391913,3.181004e+01
13PR44,1327552,2.567012,1336333,2.271180,1.224431e-01,31.391913,3.164746e+01
13PR89/2,1347289,2.580835,1351327,2.272227,1.273526e-01,31.685025,3.302353e+01
13PR45,1352977,2.568573,1366349,2.275305,1.212364e-01,31.685025,3.168125e+01
13PR91/2,1367291,2.578175,1381349,2.278311,1.236474e-01,31.685025,3.269886e+01
13PR46,1392068,2.581279,1396393,2.281229,1.235707e-01,31.685025,3.302486e+01
13PR93/2,1403569,2.576241,1411387,2.284031,1.203895e-01,32.001578,3.213721e+01
13PR47,1421554,2.574203,1426393,2.286830,1.183734e-01,32.001578,3.189361e+01
13PR95/2,1427329,2.563568,1441439,2.289637,1.130067e-01,32.001578,3.067701e+01
13PR48,1446013,2.577389,1456451,2.292362,1.171941e-01,32.001578,3.220498e+01
13PR97/2,1460213,2.583438,1471447,2.295035,1.183730e-01,32.001578,3.287448e+01
13PR49,1485139,2.569529,1486451,2.297648,1.118366e-01,32.001578,3.126250e+01
13PR99/2,1498438,2.572049,1501499,2.300213,1.117011e-01,32.001578,3.152905e+01
13PR50,1508933,2.579741,1516513,2.302679,1.136158e-01,32.300383,3.211132e+01
13PR101/2,1525204,2.588498,1531499,2.305154,1.159303e-01,32.300383,3.311814e+01
17PR3,1538384,2.572062,1546537,2.307609,1.084960e-01,32.300383,3.117082e+01
13PR103/2,1552613,2.581629,1561559,2.309903,1.112151e-01,32.623084,3.197590e+01
13PR52,1568978,2.579733,1576571,2.312273,1.094549e-01,32.623084,3.173387e+01
13PR105/2,1588283,2.576881,1591589,2.314595,1.073450e-01,32.623084,3.137472e+01
13PR53,1600058,2.588112,1606603,2.316852,1.107193e-01,32.623084,3.271125e+01
13PR107/2,1611293,2.582728,1621619,2.319098,1.076679e-01,32.623084,3.204655e+01
13PR54,1625321,2.576631,1636627,2.321297,1.043567e-01,32.623084,3.128502e+01
13PR109/2,1647964,2.569523,1651621,2.323463,1.006615e-01,32.623084,3.038618e+01
13PR55,1658869,2.582682,1666657,2.325566,1.048649e-01,32.623084,3.200003e+01
13PR111/2,1668971,2.593334,1681679,2.327662,1.080800e-01,32.623084,3.332116e+01
13PR56,1693639,2.579746,1696693,2.329667,1.019656e-01,32.927691,3.131389e+01
13PR113/2,1708321,2.575121,1711687,2.331688,9.930405e-02,32.927691,3.071339e+01
13PR57,1725814,2.588012,1726693,2.333600,1.034779e-01,33.256660,3.202073e+01
13PR115/2,1740821,2.579711,1741723,2.335555,9.942783e-02,33.256660,3.096001e+01
13PR58,1746859,2.570141,1756747,2.337505,9.487664e-02,33.256660,2.971815e+01
13PR117/2,1770016,2.583728,1771751,2.339404,9.933712e-02,33.256660,3.144060e+01
13PR59,1777753,2.573578,1786781,2.341265,9.460577e-02,33.256660,3.011321e+01
17PR7/2,1791778,2.589083,1801781,2.343121,9.981996e-02,33.256660,3.211278e+01
13PR60,1802266,2.584393,1816813,2.344932,9.723426e-02,33.256660,3.148851e+01
13PR121/2,1831436,2.577516,1831811,2.346754,9.379305e-02,33.256660,3.056023e+01
13PR61,1835741,2.571404,1846843,2.348500,9.067523e-02,33.256660,2.972812e+01
13PR123/2,1858867,2.583732,1861859,2.350228,9.472252e-02,33.256660,3.135981e+01
13PR62,1872751,2.587271,1876859,2.351940,9.536313e-02,33.256660,3.182442e+01
13PR125/2,1877164,2.577582,1891889,2.353571,9.091800e-02,33.567183,3.022031e+01
13PR63,1892416,2.592349,1906889,2.355161,9.595532e-02,33.902541,3.189776e+01
13PR127/2,1908661,2.585161,1921919,2.356803,9.248175e-02,33.902541,3.091875e+01
13PR64,1931242,2.580351,1936889,2.358422,8.993268e-02,33.902541,3.024989e+01
13PR129/2,1939141,2.593342,1951949,2.360018,9.427815e-02,33.902541,3.201609e+01
13PR65,1953379,2.593798,1966963,2.361566,9.379825e-02,33.902541,3.207741e+01
13PR131/2,1969936,2.574568,1981963,2.363140,8.569051e-02,33.902541,2.939570e+01
13PR66,1988632,2.587112,1996979,2.364668,8.990456e-02,33.902541,3.112920e+01
13PR133/2,1997902,2.586030,2012009,2.366173,8.885000e-02,33.902541,3.096672e+01
13PR67,2021137,2.583325,2027023,2.367656,8.717689e-02,33.902541,3.057219e+01
13PR135/2,2033041,2.591447,2042039,2.369143,8.968812e-02,33.902541,3.171394e+01
17PR4,2053553,2.579809,2057053,2.370564,8.458746e-02,33.902541,3.004012e+01
13PR137/2,2071096,2.585053,2072053,2.372011,8.600789e-02,33.902541,3.077748e+01
13PR69,2076304,2.586796,2087081,2.373414,8.609062e-02,33.902541,3.101935e+01
13PR139/2,2098952,2.580068,2102099,2.374684,8.295138e-02,34.560965,2.946957e+01
13PR70,2106019,2.587094,2117099,2.376072,8.508653e-02,34.560965,3.046484e+01
13PR141/2,2118514,2.592353,2132129,2.377395,8.656061e-02,34.560965,3.122305e+01
13PR71,2136091,2.592237,2147137,2.378748,8.594691e-02,34.560965,3.119791e+01
13PR143/2,2149759,2.601746,2162137,2.380081,8.904824e-02,34.560965,3.258786e+01
13PR72,2166772,2.597074,2177167,2.381397,8.669814e-02,34.560965,3.189765e+01
13PR145/2,2191216,2.591899,2192161,2.382675,8.416701e-02,34.560965,3.112710e+01
13PR73,2198473,2.595378,2207203,2.383954,8.497172e-02,34.560965,3.164059e+01
13PR147/2,2210389,2.596815,2222219,2.385218,8.499517e-02,34.560965,3.185234e+01
13PR74,2222702,2.600920,2237219,2.386468,8.605078e-02,34.560965,3.247011e+01
13PR149/2,2246323,2.596339,2252233,2.387702,8.377098e-02,34.560965,3.177259e+01
13PR75,2263843,2.582011,2267263,2.388894,7.773806e-02,34.560965,2.957845e+01
13PR151/2,2279476,2.588150,2282257,2.390097,7.960938e-02,34.560965,3.050759e+01
13PR76,2294377,2.602427,2297291,2.391218,8.464161e-02,34.909475,3.239242e+01
17PR9/2,2309311,2.594955,2312293,2.392390,8.127631e-02,34.909475,3.124182e+01
13PR77,2316212,2.583454,2327323,2.393548,7.635048e-02,34.909475,2.945374e+01
13PR155/2,2338396,2.592073,2342309,2.394633,7.922796e-02,35.232177,3.051042e+01
13PR78,2352563,2.595422,2357353,2.395763,8.004736e-02,35.232177,3.102439e+01
13PR157/2,2368486,2.590531,2372369,2.396878,7.769582e-02,35.232177,3.025662e+01
13PR79,2375998,2.595066,2387383,2.397981,7.898482e-02,35.232177,3.096110e+01
13PR159/2,2391856,2.585609,2402383,2.399071,7.487949e-02,35.232177,2.946320e+01
13PR80,2409742,2.596264,2417399,2.400155,7.854017e-02,35.232177,3.114210e+01
13PR161/2,2425117,2.592377,2432429,2.401230,7.659411e-02,35.232177,3.051712e+01
13PR81,2434183,2.589718,2447437,2.402282,7.512987e-02,35.232177,3.008411e+01
13PR163/2,2459998,2.595797,2462443,2.403321,7.704207e-02,35.232177,3.105664e+01
13PR82,2473948,2.581392,2477471,2.404368,7.104171e-02,35.232177,2.871398e+01
13PR165/2,2484971,2.595580,2492461,2.405384,7.610044e-02,35.232177,3.101178e+01
13PR83,2495473,2.597962,2507489,2.406405,7.659336e-02,35.232177,3.139638e+01
13PR167/2,2511253,2.602871,2522503,2.407335,7.809474e-02,35.587455,3.189272e+01
13PR84,2525273,2.595884,2537527,2.408314,7.500020e-02,35.587455,3.075087e+01
13PR169/2,2548498,2.597963,2552531,2.409291,7.539516e-02,35.587455,3.108957e+01
17PR5,2555363,2.595337,2567557,2.410281,7.397304e-02,35.587455,3.064883e+01
13PR171/2,2578036,2.596895,2582551,2.411171,7.420398e-02,35.916424,3.063154e+01
13PR86,2594246,2.593958,2597591,2.412108,7.268384e-02,35.916424,3.014355e+01
13PR173/2,2612419,2.590050,2612549,2.413069,7.077780e-02,35.916424,2.948247e+01
13PR87,2622619,2.592665,2627617,2.413992,7.140450e-02,35.916424,2.991271e+01
13PR175/2,2640928,2.597647,2642639,2.414898,7.294899e-02,35.916424,3.074629e+01
13PR88,2653489,2.589649,2657651,2.415817,6.948481e-02,35.916424,2.938968e+01
13PR177/2,2662903,2.599814,2672639,2.416716,7.303031e-02,35.916424,3.110720e+01
13PR89,2683354,2.590833,2687677,2.417611,6.919958e-02,35.916424,2.957249e+01
13PR179/2,2695961,2.593039,2702681,2.418500,6.968303e-02,35.916424,2.994115e+01
13PR90,2717602,2.598752,2717713,2.419358,7.152911e-02,35.916424,3.092199e+01
13PR181/2,2719121,2.594914,2732701,2.420223,6.969369e-02,35.916424,3.025493e+01
13PR91,2739127,2.593271,2747713,2.421076,6.870794e-02,36.278602,2.966518e+01
13PR183/2,2759311,2.597895,2762759,2.421872,7.016071e-02,36.278602,3.046826e+01
13PR92,2774917,2.605239,2777771,2.422713,7.263643e-02,36.278602,3.174235e+01
13PR185/2,2781718,2.593394,2792773,2.423547,6.773527e-02,36.278602,2.967537e+01
13PR93,2798351,2.597376,2807789,2.424370,6.893001e-02,36.278602,3.036789e+01
17PR11/2,2812492,2.599243,2822819,2.425184,6.931285e-02,36.278602,3.069419e+01
13PR94,2825503,2.600128,2837803,2.425991,6.932057e-02,36.278602,3.084895e+01
13PR189/2,2849842,2.600123,2852849,2.426736,6.901161e-02,36.613960,3.057435e+01
13PR95,2863901,2.601423,2867861,2.427528,6.918515e-02,36.613960,3.080353e+01
13PR191/2,2873672,2.596843,2882863,2.428309,6.710135e-02,36.613960,2.998901e+01
13PR96,2895122,2.601897,2897893,2.429103,6.871874e-02,36.613960,3.088574e+01
13PR193/2,2904764,2.591674,2912893,2.429867,6.446748e-02,36.613960,2.905143e+01
13PR97,2919424,2.602268,2927917,2.430630,6.823289e-02,36.613960,3.095406e+01
13PR195/2,2936938,2.587620,2942909,2.431382,6.227871e-02,36.613960,2.830161e+01
13PR98,2949664,2.600223,2957947,2.432126,6.683144e-02,36.613960,3.058446e+01
13PR197/2,2970467,2.599407,2972969,2.432880,6.620760e-02,36.613960,3.043198e+01
13PR99,2980234,2.595608,2987983,2.433610,6.444503e-02,36.613960,2.973373e+01
13PR199/2,2997242,2.598877,3002981,2.434278,6.542923e-02,36.983173,3.003948e+01
13PR100,3004042,2.591117,3018013,2.435012,6.213737e-02,36.983173,2.861276e+01
13PR201/2,3021439,2.592341,3033011,2.435721,6.231852e-02,36.983173,2.883065e+01
13PR101,3040787,2.595932,3048043,2.436430,6.341175e-02,36.983173,2.948715e+01
13PR203/2,3053924,2.607868,3063059,2.437136,6.770945e-02,36.983173,3.169787e+01
17PR6,3066709,2.591466,3078073,2.437827,6.111667e-02,36.983173,2.864546e+01
13PR205/2,3092806,2.597068,3093071,2.438528,6.298854e-02,36.983173,2.968395e+01
13PR103,3107012,2.604617,3108103,2.439205,6.561347e-02,36.983173,3.110094e+01
13PR207/2,3115766,2.600286,3123091,2.439875,6.367463e-02,36.983173,3.028660e+01
13PR104,3127703,2.602558,3138131,2.440504,6.429023e-02,37.325043,3.044300e+01
13PR209/2,3144191,2.605823,3153149,2.441178,6.526785e-02,37.325043,3.105792e+01
13PR105,3159916,2.603373,3168119,2.441847,6.405319e-02,37.325043,3.059486e+01
13PR211/2,3177964,2.601562,3183179,2.442489,6.309443e-02,37.325043,3.025428e+01
13PR106,3192643,2.602437,3198191,2.443132,6.316749e-02,37.325043,3.042218e+01
13PR213/2,3201973,2.598668,3213163,2.443782,6.145217e-02,37.325043,2.969823e+01
13PR107,3226558,2.596537,3228223,2.444428,6.036749e-02,37.325043,2.928418e+01
13PR215/2,3235957,2.604722,3243239,2.445065,6.325424e-02,37.325043,3.086119e+01
13PR108,3245252,2.608783,3258247,2.445700,6.455245e-02,37.325043,3.164980e+01
13PR217/2,3260314,2.604682,3273269,2.446260,6.275027e-02,37.701426,3.055988e+01
13PR109,3275093,2.605763,3288269,2.446881,6.291138e-02,37.701426,3.077030e+01
13PR219/2,3290396,2.600457,3303281,2.447495,6.062215e-02,37.701426,2.974098e+01
13PR110,3317926,2.603487,3318307,2.448096,6.154112e-02,37.701426,3.033235e+01
17PR13/2,3326234,2.605172,3333313,2.448698,6.194225e-02,37.701426,3.066344e+01
13PR111,3341761,2.604131,3348307,2.449298,6.129758e-02,37.701426,3.046014e+01
13PR223/2,3354079,2.597185,3363343,2.449894,5.838341e-02,37.701426,2.908918e+01
13PR112,3364727,2.596771,3378373,2.450479,5.798523e-02,37.701426,2.900378e+01
13PR225/2,3380669,2.605672,3393373,2.451054,6.117247e-02,37.701426,3.077245e+01
13PR113,3395806,2.609983,3408389,2.451636,6.258815e-02,37.701426,3.163548e+01
13PR227/2,3411274,2.603699,3423419,2.452210,5.994347e-02,37.701426,3.038104e+01
13PR114,3434458,2.611137,3438419,2.452736,6.258162e-02,38.049936,3.159582e+01
13PR229/2,3439621,2.611954,3453409,2.453301,6.266414e-02,38.049936,3.176568e+01
13PR115,3464267,2.603425,3468463,2.453862,5.916478e-02,38.049936,3.005884e+01
13PR231/2,3479059,2.604518,3483463,2.454427,5.935430e-02,38.049936,3.027806e+01
13PR116,3489916,2.613878,3498493,2.454987,6.271348e-02,38.049936,3.217320e+01
13PR233/2,3502439,2.610699,3513491,2.455534,6.127375e-02,38.049936,3.153552e+01
13PR117,3515401,2.612171,3528521,2.456077,6.161631e-02,38.049936,3.184200e+01
13PR235/2,3539002,2.606307,3543523,2.456615,5.914989e-02,38.049936,3.064861e+01
13PR118,3553097,2.606045,3558553,2.457101,5.885155e-02,38.433629,3.030207e+01
13PR237/2,3561149,2.602978,3573529,2.457630,5.745870e-02,38.433629,2.967839e+01
17PR7,3576721,2.610207,3588527,2.458155,6.001846e-02,38.433629,3.116028e+01
13PR239/2,3591949,2.611007,3603583,2.458675,6.011338e-02,38.433629,3.133125e+01
13PR120,3616831,2.603235,3618583,2.459201,5.691840e-02,38.433629,2.973149e+01
13PR241/2,3633412,2.606239,3633583,2.459721,5.786026e-02,38.433629,3.035297e+01
13PR121,3644584,2.609578,3648643,2.460230,5.893368e-02,38.433629,3.105047e+01
13PR243/2,3658834,2.606500,3663659,2.460734,5.754865e-02,38.433629,3.041393e+01
13PR122,3675767,2.603042,3678671,2.461234,5.601791e-02,38.433629,2.969327e+01
13PR245/2,3682709,2.606978,3693689,2.461733,5.732612e-02,38.433629,3.052065e+01
13PR123,3704819,2.596930,3708697,2.462245,5.325644e-02,38.433629,2.840142e+01
13PR247/2,3722221,2.602626,3723719,2.462742,5.524557e-02,38.433629,2.960140e+01
13PR124,3735406,2.608630,3738733,2.463227,5.735290e-02,38.433629,3.087694e+01
13PR249/2,3753443,2.600434,3753721,2.463708,5.401082e-02,38.433629,2.913533e+01
13PR125,3760034,2.593551,3768731,2.464155,5.117903e-02,38.788908,2.741560e+01
13PR251/2,3783313,2.604192,3783739,2.464630,5.508076e-02,38.788908,2.967168e+01
13PR126,3797879,2.598422,3798793,2.465101,5.267156e-02,38.788908,2.844266e+01
13PR253/2,3801443,2.606210,3813773,2.465568,5.547485e-02,38.788908,3.010720e+01
13PR127,3822034,2.613491,3828821,2.466055,5.806717e-02,38.788908,3.166966e+01
17PR15/2,3834151,2.598408,3843823,2.466519,5.209110e-02,38.788908,2.842645e+01
13PR128,3853924,2.606403,3858851,2.466927,5.499786e-02,39.180052,2.986258e+01
13PR257/2,3858931,2.597507,3873847,2.467393,5.139001e-02,39.180052,2.795208e+01
13PR129,3883478,2.594628,3888851,2.467843,5.009866e-02,39.180052,2.732848e+01
13PR259/2,3891541,2.606291,3903899,2.468288,5.440334e-02,39.180052,2.984643e+01
13PR130,3912628,2.602100,3918913,2.468757,5.260403e-02,39.180052,2.893487e+01
13PR261/2,3927556,2.600320,3933929,2.469198,5.174111e-02,39.180052,2.854756e+01
13PR131,3936293,2.599760,3948911,2.469634,5.134917e-02,39.180052,2.842437e+01
13PR263/2,3961283,2.606488,3963959,2.470081,5.375278e-02,39.180052,2.989495e+01
13PR132,3974746,2.609044,3978971,2.470514,5.455764e-02,39.180052,3.046004e+01
13PR265/2,3992123,2.608902,3993959,2.470949,5.432716e-02,39.180052,3.043237e+01
13PR133,3996758,2.606043,4009003,2.471387,5.305345e-02,39.180052,2.980220e+01
13PR267/2,4015034,2.596429,4024003,2.471806,4.918798e-02,39.180052,2.767129e+01
13PR134,4034477,2.610102,4039019,2.472238,5.426549e-02,39.180052,3.071051e+01
13PR269/2,4047991,2.608708,4054033,2.472664,5.355897e-02,39.180052,3.040290e+01
13PR135,4060838,2.605187,4069063,2.473077,5.204133e-02,39.180052,2.961879e+01
13PR271/2,4069376,2.607269,4084079,2.473497,5.267037e-02,39.180052,3.008751e+01
17PR8,4087942,2.607185,4099093,2.473914,5.246958e-02,39.180052,3.007053e+01
13PR273/2,4099112,2.611193,4114087,2.474315,5.384361e-02,39.542230,3.069872e+01
13PR137,4115572,2.602570,4129109,2.474689,5.038469e-02,39.542230,2.877184e+01
13PR275/2,4131313,2.600695,4144121,2.475098,4.949873e-02,39.542230,2.834720e+01
13PR138,4154263,2.606322,4159153,2.475505,5.149562e-02,39.542230,2.961837e+01
13PR277/2,4161457,2.607097,4174151,2.475910,5.162934e-02,39.542230,2.979517e+01
13PR139,4186967,2.607727,4189183,2.476252,5.173283e-02,39.940971,2.965495e+01
13PR279/2,4197376,2.593242,4204169,2.476665,4.599593e-02,39.940971,2.637633e+01
13PR140,4208627,2.613973,4219211,2.477047,5.380416e-02,39.940971,3.107671e+01
13PR281/2,4222718,2.607053,4234229,2.477440,5.099470e-02,39.940971,2.950792e+01
13PR141,4242659,2.608260,4249241,2.477830,5.130016e-02,39.940971,2.978537e+01
13PR283/2,4254164,2.607386,4264259,2.478218,5.080843e-02,39.940971,2.958775e+01
13PR142,4270639,2.603665,4279267,2.478589,4.923062e-02,39.940971,2.873803e+01
13PR285/2,4280083,2.607170,4294259,2.478985,5.041614e-02,39.940971,2.954201e+01
13PR143,4298422,2.609440,4309297,2.479352,5.113840e-02,39.940971,3.007181e+01
13PR287/2,4323628,2.609173,4324303,2.479742,5.087879e-02,39.940971,3.001046e+01
13PR144,4333132,2.610882,4339333,2.480117,5.138236e-02,39.940971,3.041134e+01
17PR17/2,4342687,2.606964,4354349,2.480475,4.973625e-02,39.940971,2.950535e+01
13PR145,4354381,2.614402,4369349,2.480859,5.243052e-02,39.940971,3.124404e+01
13PR291/2,4372499,2.601775,4384379,2.481212,4.744675e-02,39.940971,2.829153e+01
13PR146,4392541,2.607219,4399363,2.481591,4.938425e-02,39.940971,2.956765e+01
13PR293/2,4400353,2.604258,4414379,2.481953,4.810205e-02,39.940971,2.887094e+01
13PR147,4416868,2.603212,4429417,2.482299,4.756092e-02,39.940971,2.862685e+01
13PR295/2,4441462,2.609455,4444409,2.482670,4.980679e-02,39.940971,3.010538e+01
13PR148,4447771,2.609820,4459451,2.483012,4.980891e-02,39.940971,3.019942e+01
13PR297/2,4469884,2.605726,4474469,2.483379,4.809120e-02,39.940971,2.922232e+01
13PR149,4475881,2.602272,4489483,2.483728,4.662425e-02,39.940971,2.839656e+01
13PR299/2,4499059,2.612312,4504457,2.484037,5.035059e-02,40.310184,3.053440e+01
13PR150,4512502,2.605336,4519499,2.484384,4.753691e-02,40.310184,2.887482e+01
13PR301/2,4520101,2.610048,4534501,2.484696,4.921829e-02,40.716669,2.971197e+01
13PR151,4540321,2.610081,4549537,2.485026,4.909813e-02,40.716669,2.972702e+01
13PR303/2,4562161,2.604160,4564559,2.485370,4.668862e-02,40.716669,2.831881e+01
13PR152,4568336,2.615511,4579567,2.485717,5.089834e-02,40.716669,3.103055e+01
13PR305/2,4593406,2.608216,4594589,2.486043,4.797417e-02,40.716669,2.929185e+01
17PR9,4602932,2.612112,4609597,2.486384,4.932964e-02,40.716669,3.022980e+01
13PR307/2,4621748,2.615499,4624603,2.486715,5.049234e-02,40.716669,3.105223e+01
13PR154,4638149,2.615785,4639633,2.487057,5.046416e-02,40.716669,3.112644e+01
13PR309/2,4642907,2.600257,4654649,2.487372,4.438355e-02,40.716669,2.737241e+01
13PR155,4657141,2.599418,4669627,2.487707,4.392617e-02,40.716669,2.716354e+01
13PR311/2,4674077,2.610601,4684661,2.488037,4.808642e-02,40.716669,2.988598e+01
13PR156,4687861,2.607950,4699691,2.488363,4.693941e-02,40.716669,2.924143e+01
13PR313/2,4710718,2.609368,4714691,2.488680,4.735560e-02,40.716669,2.959256e+01
13PR157,4729297,2.607043,4729693,2.488997,4.633681e-02,40.716669,2.902484e+01
13PR315/2,4734448,2.611760,4744711,2.489325,4.801273e-02,40.716669,3.018713e+01
13PR158,4749676,2.609849,4759753,2.489637,4.715545e-02,40.716669,2.972076e+01
13PR317/2,4765841,2.612665,4774769,2.489947,4.810935e-02,40.716669,3.042358e+01
13PR159,4785362,2.612487,4789783,2.490256,4.791712e-02,40.716669,3.038572e+01
13PR319/2,4792159,2.588525,4804799,2.490574,3.857501e-02,40.716669,2.441629e+01
13PR160,4818013,2.609266,4819813,2.490881,4.643249e-02,40.716669,2.959010e+01
13PR321/2,4824811,2.601355,4834829,2.491194,4.327035e-02,40.716669,2.760915e+01
13PR161,4837909,2.605804,4849843,2.491495,4.485833e-02,40.716669,2.872613e+01
19PR/2,4918721,2.600756,5105063,2.491794,4.279924e-02,40.716669,2.863230e+01
17PR10,5167067,2.597599,5360353,2.496646,3.963933e-02,41.507431,2.715185e+01
17PR21/2,5572393,2.607352,5615609,2.501075,4.161451e-02,42.313550,2.919883e+01
