START,n_1,C_max,Npred_1,Cpred_max,Lambda_max
5PR65/2,987,12.676393,975,7.681991,5.008628e-01
5PR33,1003,6.367797,990,7.824253,-2.059747e-01
5PR67/2,1005,12.742937,1005,7.150154,5.778432e-01
5PR34,1026,18.027133,1020,7.511276,8.754727e-01
5PR69/2,1035,18.072577,1035,7.377162,8.960067e-01
7PR5,1056,12.118209,1050,8.450178,3.605216e-01
5PR71/2,1078,12.190093,1065,7.143885,5.343668e-01
5PR36,1092,11.515469,1080,7.041810,4.918260e-01
5PR73/2,1107,11.560427,1095,7.141004,4.817343e-01
5PR37,1113,17.367395,1110,7.243021,8.745562e-01
5PR75/2,1138,5.825854,1125,7.041818,-1.895609e-01
5PR38,1146,5.837459,1140,7.456045,-2.447296e-01
11PR/2,1215,11.210110,1155,9.389112,1.772653e-01
7PR6,1290,20.519975,1260,8.450184,8.872106e-01
7PR13/2,1467,14.497722,1365,9.218380,4.527922e-01
7PR7,1470,14.505847,1470,8.450169,5.403653e-01
7PR15/2,1590,18.112951,1575,8.450185,7.624389e-01
7PR8,1683,12.733877,1680,8.450174,4.100789e-01
7PR17/2,1887,11.770961,1785,9.013517,2.669102e-01
7PR9,1890,11.775920,1890,8.450178,3.318693e-01
7PR19/2,1995,14.899528,1995,8.947245,5.099839e-01
7PR10,2121,14.223062,2145,8.535528,5.106275e-01
7PR21/2,2289,10.258918,2205,8.450178,1.939598e-01
11PR,2364,13.409675,2310,9.389079,3.564293e-01
7PR23/2,2429,9.853895,2415,8.852559,1.071603e-01
7PR12,2550,9.465533,2520,8.450173,1.134701e-01
7PR25/2,2685,18.245242,2625,8.450172,7.697175e-01
7PR13,2730,14.904915,2730,9.218363,4.804936e-01
7PR27/2,2933,11.331691,2835,8.450174,2.934163e-01
7PR14,3030,10.938103,2940,8.450168,2.580660e-01
7PR29/2,3045,10.951583,3045,8.763136,2.229301e-01
7PR15,3210,13.037980,3150,8.450170,4.336800e-01
7PR31/2,3345,15.197729,3255,8.741554,5.530580e-01
7PR16,3360,12.678744,3360,8.450165,4.057410e-01
11PR3/2,3498,12.330505,3465,9.389079,2.725291e-01
7PR17,3582,17.047561,3570,9.013511,6.372825e-01
7PR35/2,3747,11.674428,3675,8.450165,3.232148e-01
7PR18,3870,11.374047,3780,8.450168,2.971479e-01
7PR37/2,3885,11.384702,3885,8.691600,2.699135e-01
7PR19,4050,13.142377,3990,8.947232,3.844977e-01
7PR39/2,4155,10.847399,4095,9.218359,1.627283e-01
7PR20,4215,10.717304,4290,8.535521,2.276232e-01
7PR41/2,4305,10.450089,4305,8.666835,1.871069e-01
7PR21,4452,12.274544,4410,8.450161,3.733421e-01
7PR43/2,4515,12.139702,4515,8.656267,3.381977e-01
11PR2,4620,13.844906,4620,9.389069,3.883713e-01
7PR45/2,4731,9.808714,4725,8.450161,1.490857e-01
7PR23,4860,9.607949,4830,8.852552,8.188503e-02
7PR47/2,4980,11.294699,4935,8.637944,2.681690e-01
7PR24,5040,11.181289,5040,8.450160,2.800564e-01
7PR49/2,5235,9.052724,5145,8.450164,6.887985e-02
7PR25,5256,8.950688,5250,8.450161,5.754491e-02
7PR51/2,5415,12.317862,5355,9.013504,3.123265e-01
7PR26,5460,15.681078,5460,9.218358,5.312578e-01
7PR53/2,5610,10.278166,5565,8.615851,1.764183e-01
7PR27,5670,10.186430,5670,8.450159,1.868712e-01
11PR5/2,5820,11.690393,5775,9.389069,2.192212e-01
7PR28,5883,8.279045,5880,8.450160,-2.045770e-02
7PR57/2,6060,8.069658,5985,8.947228,-1.032327e-01
7PR29,6132,14.411493,6090,8.763130,4.974729e-01
7PR59/2,6270,12.610201,6195,8.598409,3.829290e-01
7PR30,6300,14.057052,6300,8.450158,5.089390e-01
7PR61/2,6471,9.148768,6405,8.593384,6.262663e-02
7PR31,6510,9.161302,6510,8.741544,4.690150e-02
7PR63/2,6636,10.526458,6615,8.450159,2.197067e-01
7PR32,6741,11.843233,6720,8.450160,3.375713e-01
7PR65/2,6870,16.048856,6825,9.218356,5.544409e-01
11PR3,6963,10.149167,6930,9.389064,7.784607e-02
7PR67/2,7035,10.079452,7035,8.580159,1.610464e-01
7PR34,7143,8.513069,7140,9.013502,-5.712114e-02
7PR69/2,7290,7.000694,7245,8.852546,-2.346959e-01
7PR35,7446,9.593009,7350,8.450156,1.268497e-01
7PR71/2,7455,9.595609,7455,8.572625,1.127316e-01
7PR36,7590,14.882971,7560,8.450157,5.660327e-01
7PR73/2,7665,10.756658,7665,8.569173,2.273537e-01
7PR37,7791,9.290282,7770,8.691590,6.661300e-02
7PR75/2,7935,7.865672,7875,8.450157,-7.167709e-02
7PR38,7980,9.114081,7980,8.947223,1.847738e-02
11PR7/2,8166,10.222272,8085,9.389064,8.502320e-02
7PR39,8190,11.507550,8190,9.218352,2.218071e-01
7PR79/2,8370,8.786014,8295,8.559898,2.607286e-02
7PR40,8445,11.232226,8400,8.450157,2.846020e-01
7PR81/2,8568,9.865543,8580,8.535511,1.448130e-01
7PR41,8637,9.809273,8610,8.666825,1.238256e-01
7PR83/2,8730,13.320826,8715,8.554480,4.428736e-01
7PR42,8835,13.162385,8820,8.450155,4.431783e-01
7PR85/2,8931,9.526397,8925,9.013499,5.534320e-02
7PR43,9075,9.424323,9030,8.656257,8.501145e-02
7PR87/2,9180,10.480488,9135,8.763125,1.789627e-01
11PR4,9330,12.677721,9240,9.389060,3.003009e-01
7PR89/2,9405,10.319689,9345,8.547285,1.884399e-01
7PR45,9540,10.143438,9450,8.450155,1.826422e-01
7PR91/2,9576,10.151779,9555,9.218351,9.645281e-02
7PR46,9750,9.990549,9660,8.852542,1.209350e-01
7PR93/2,9810,12.147074,9765,8.741540,3.290019e-01
7PR47,9870,8.788520,9870,8.637935,1.728273e-02
7PR95/2,10050,9.736311,9975,8.947222,8.451926e-02
7PR48,10155,9.696524,10080,8.450154,1.375828e-01
7PR97/2,10218,10.720515,10185,8.539103,2.275032e-01
7PR49,10350,9.555121,10290,8.450153,1.228927e-01
11PR9/2,10395,9.505054,10395,9.389061,1.227837e-02
7PR50,10593,9.370350,10500,8.450153,1.033658e-01
7PR101/2,10620,8.333776,10605,8.535508,-2.391826e-02
7PR51,10785,10.265256,10710,9.013498,1.300418e-01
7PR103/2,10845,8.173370,10815,8.533819,-4.315565e-02
7PR52,10920,11.188855,10920,9.218348,1.937223e-01
7PR105/2,11115,9.030049,11025,8.450154,6.637308e-02
7PR53,11145,8.983348,11130,8.615842,4.177001e-02
7PR107/2,11235,8.947440,11235,8.530630,4.770414e-02
7PR54,11355,7.881337,11340,8.450154,-6.968706e-02
7PR109/2,11493,8.790137,11445,8.529127,3.014330e-02
11PR5,11550,8.750556,11550,9.389058,-7.042771e-02
7PR111/2,11655,8.671149,11655,8.691587,-2.354160e-03
7PR56,11760,12.480425,11760,8.450153,3.899769e-01
7PR113/2,11865,10.466018,11865,8.526280,2.049804e-01
7PR57,11970,12.259637,11970,8.947221,3.149694e-01
7PR115/2,12075,11.277342,12075,8.852541,2.420910e-01
7PR58,12270,9.281736,12180,8.763120,5.749653e-02
7PR117/2,12285,10.212560,12285,9.218347,1.024225e-01
7PR59,12390,15.647739,12390,8.598401,5.987503e-01
7PR119/2,12540,10.960112,12495,9.013496,1.955395e-01
7PR60,12600,10.915227,12600,8.450151,2.559744e-01
11PR11/2,12705,10.823975,12705,9.389058,1.422186e-01
7PR61,12810,11.628944,12810,8.593374,3.025056e-01
7PR123/2,13008,10.610103,12915,8.666822,2.023045e-01
7PR62,13110,11.456803,13020,8.741536,2.704977e-01
7PR125/2,13125,9.649256,13125,8.450152,1.326964e-01
7PR63,13320,9.539689,13230,8.450151,1.212766e-01
7PR127/2,13377,7.774842,13335,8.517753,-9.125951e-02
7PR64,13530,8.577326,13440,8.450151,1.493788e-02
7PR129/2,13545,12.868987,13545,8.656252,3.965384e-01
7PR65,13689,8.517672,13650,9.218347,-7.905274e-02
7PR131/2,13755,9.335078,13755,8.515656,9.187269e-02
11PR6,13881,10.951142,13860,9.389056,1.538989e-01
7PR133/2,14040,10.826936,13965,8.947220,1.906943e-01
7PR67,14103,7.468498,14070,8.580153,-1.387578e-01
7PR135/2,14199,7.445266,14175,8.450151,-1.266059e-01
7PR68,14355,9.816469,14280,9.013495,8.533866e-02
7PR137/2,14475,9.746529,14385,8.512745,1.353468e-01
7PR69,14520,11.378320,14490,8.852538,2.510056e-01
7PR139/2,14610,11.293060,14595,8.511831,2.827312e-01
7PR70,14760,10.417384,14700,8.450151,2.092917e-01
7PR141/2,14805,9.580492,14805,8.637932,1.035658e-01
7PR71,14952,10.310962,14910,8.572616,1.846348e-01
13PR/2,15345,11.661282,15015,10.242607,1.297180e-01
11PR7,16590,10.206643,16170,9.389055,8.349419e-02
11PR15/2,17589,11.159263,17325,9.389055,1.727253e-01
11PR8,19320,11.001441,18480,9.389053,1.584818e-01
11PR17/2,20235,13.066596,19635,10.014990,2.659760e-01
11PR9,21270,11.365924,20790,9.389052,1.910754e-01
11PR19/2,22425,10.896115,21945,9.941350,9.170353e-02
11PR10,23790,11.495813,23205,9.832898,1.562491e-01
11PR21/2,25305,11.450515,24255,9.389051,1.984905e-01
11PR11,26025,10.692836,25935,9.760596,9.122054e-02
11PR23/2,26565,13.004022,26565,9.836148,2.791945e-01
11PR12,28215,10.501349,27720,9.389050,1.119596e-01
11PR25/2,28980,10.743086,28875,9.389050,1.347183e-01
13PR,30870,10.198709,30030,10.242600,-4.294289e-03
11PR27/2,32130,11.155497,31395,9.657308,1.442174e-01
11PR14,32760,11.423151,32340,9.389049,1.960980e-01
11PR29/2,33915,11.519543,33495,9.736791,1.681334e-01
11PR15,34965,10.424342,34650,9.389048,1.045998e-01
11PR31/2,36270,10.126556,35805,9.712808,4.171588e-02
11PR16,37050,11.488328,36960,9.389048,2.017877e-01
11PR33/2,38745,10.700194,38115,9.389047,1.307180e-01
11PR17,39585,11.968400,39270,10.014984,1.781875e-01
11PR35/2,41496,10.469276,41055,9.442698,1.032031e-01
11PR18,42315,13.391480,42315,9.536210,3.395226e-01
11PR37/2,42945,10.514988,42735,9.657305,8.508702e-02
11PR19,44940,9.809415,43890,9.941343,-1.335946e-02
13PR3/2,45045,9.146414,45045,10.242596,-1.131931e-01
11PR20,47124,10.068624,46410,9.832892,2.369095e-02
11PR41/2,48195,10.808940,47355,9.629790,1.155122e-01
11PR21,49335,11.222825,48510,9.389045,1.784060e-01
11PR43/2,49665,12.053832,49665,9.618047,2.257415e-01
11PR22,51870,11.349819,51870,9.760590,1.508489e-01
11PR45/2,52290,10.402429,51975,9.389045,1.024957e-01
11PR23,54180,10.392492,53130,9.836142,5.502006e-02
11PR47/2,55275,9.948853,54285,9.597690,3.593482e-02
11PR24,55965,11.486967,55965,9.454702,1.947009e-01
11PR49/2,56595,11.922212,56595,9.389044,2.388597e-01
11PR25,58590,10.801013,58695,9.443172,1.343480e-01
11PR51/2,58905,11.539598,58905,10.014980,1.417024e-01
13PR2,60840,9.963664,60060,10.242593,-2.760996e-02
11PR53/2,61845,9.323813,61215,9.573143,-2.638993e-02
11PR27,62895,10.940435,62790,9.657302,1.247512e-01
11PR55/2,64050,10.288973,64155,9.423185,8.789952e-02
11PR28,65730,9.586099,64680,9.389043,2.077061e-02
11PR57/2,66165,10.495932,65835,9.941340,5.428598e-02
11PR29,67830,10.050410,66990,9.736785,3.170243e-02
11PR59/2,68385,9.516120,68145,9.553763,-3.947930e-03
11PR30,69510,9.385847,69615,9.832888,-4.652983e-02
11PR61/2,71085,11.243726,70455,9.548179,1.634598e-01
11PR31,71820,11.143966,71610,9.712802,1.374533e-01
11PR63/2,73185,10.537046,72765,9.389042,1.153539e-01
11PR32,73920,10.010927,73920,9.389042,6.413391e-02
13PR5/2,75075,10.529238,75075,10.242592,2.760127e-02
11PR33,76860,9.913606,76230,9.389042,5.436485e-02
11PR67/2,78435,9.538971,77805,9.760587,-2.296689e-02
11PR34,78540,10.354004,78540,10.014978,3.329154e-02
11PR69/2,79800,10.224933,79695,9.836139,3.876587e-02
11PR35,80955,10.509205,80850,9.389042,1.127083e-01
11PR71/2,82215,9.974813,82005,9.525115,4.613123e-02
11PR36,83160,10.274736,83160,9.389042,9.014486e-02
11PR73/2,84525,9.750344,84630,9.536205,2.220701e-02
11PR37,85680,9.835047,85470,9.657300,1.823816e-02
11PR75/2,86625,9.744805,86625,9.389041,3.719118e-02
11PR38,88665,9.746099,87780,9.941338,-1.983446e-02
11PR77/2,89250,9.880788,88935,9.389041,5.104912e-02
13PR3,90090,10.915658,90090,10.242590,6.364372e-02
11PR79/2,91770,10.570106,91245,9.510976,1.055833e-01
11PR40,92430,10.140583,92820,9.832886,3.081298e-02
11PR81/2,94185,10.878948,94185,9.657299,1.191156e-01
11PR41,95550,10.400243,94710,9.629785,7.696824e-02
11PR83/2,96915,10.448631,95865,9.504955,9.465781e-02
11PR42,97140,9.215093,97020,9.389040,-1.870039e-02
11PR85/2,98175,9.997618,98175,10.014976,-1.734771e-03
11PR43,99330,10.407159,99330,9.618041,7.885326e-02
11PR87/2,101010,10.097258,100485,9.736783,3.635322e-02
11PR44,102555,9.639803,101745,9.543683,1.002124e-02
11PR89/2,102795,10.117261,103740,9.760585,3.589063e-02
11PR45,104475,9.329376,103950,9.389040,-6.374883e-03
13PR7/2,105105,11.724896,105105,10.242589,1.351600e-01
11PR46,106260,10.490001,106260,9.836137,6.435945e-02
11PR93/2,107640,9.743169,107415,9.712800,3.121801e-03
11PR47,109410,10.240737,108570,9.597685,6.485167e-02
11PR95/2,109725,11.001764,109725,9.941336,1.013542e-01
11PR48,110880,9.504743,111930,9.454697,5.279312e-03
11PR97/2,112035,10.041724,112035,9.487872,5.673449e-02
11PR49,113190,9.957033,113190,9.389039,5.873618e-02
11PR99/2,114345,9.873889,114345,9.389039,5.035077e-02
11PR50,115500,10.545496,116025,9.832885,6.996651e-02
11PR101/2,116655,9.861482,116655,9.483878,3.904314e-02
11PR51,118545,9.728486,117810,10.014975,-2.902317e-02
11PR103/2,119805,9.793299,118965,9.482000,3.230313e-02
13PR4,120120,11.375874,120120,10.242588,1.049405e-01
11PR105/2,122115,10.497597,121275,9.389039,1.116034e-01
11PR53,122850,10.304996,122430,9.573138,7.366782e-02
11PR107/2,124215,10.496365,123585,9.478458,1.020073e-01
11PR54,124950,10.160109,125580,9.657297,5.075541e-02
11PR109/2,126945,9.610449,126945,9.536202,7.755591e-03
11PR55,127575,10.263785,127050,9.389039,8.907875e-02
11PR111/2,129090,9.200762,128205,9.657297,-4.842749e-02
11PR56,129675,10.398308,129675,9.760583,6.329096e-02
11PR113/2,130515,9.662865,130515,9.473624,1.977864e-02
11PR57,131670,10.268181,131670,9.941335,3.234864e-02
11PR115/2,132825,10.596599,132825,9.836135,7.447025e-02
11PR58,133980,9.721839,133980,9.736780,-1.535746e-03
13PR9/2,136080,10.779259,135135,10.242587,5.106955e-02
11PR59,136290,10.766878,136290,9.553758,1.195400e-01
11PR119/2,137445,10.431081,137445,10.014974,4.070853e-02
11PR60,139230,11.222204,139230,9.832883,1.321621e-01
11PR121/2,140595,9.725560,139755,9.389038,3.521465e-02
11PR61,141015,9.699537,140910,9.548174,1.572821e-02
11PR123/2,142065,9.641653,142065,9.629782,1.231915e-03
11PR62,143220,9.325101,143220,9.712798,-4.073458e-02
11PR125/2,145320,9.087598,144690,9.399079,-3.370108e-02
11PR63,145530,10.445699,145530,9.389038,1.066475e-01
11PR127/2,147315,9.847393,146685,9.464150,3.969575e-02
11PR64,148890,10.002945,147840,9.389038,6.333678e-02
11PR129/2,148995,10.726915,148995,9.618039,1.091157e-01
13PR5,150150,11.142891,150150,10.242586,8.424755e-02
11PR131/2,151410,10.106364,151515,9.481708,6.380083e-02
11PR66,153510,10.228185,152460,9.389037,8.560434e-02
11PR133/2,153615,10.458525,153615,9.941334,5.071627e-02
11PR67,154980,9.911211,155610,9.760582,1.531449e-02
11PR135/2,156975,9.923612,156975,9.657296,2.720334e-02
11PR68,157080,9.566634,157080,10.014973,-4.579986e-02
11PR137/2,158235,9.972442,158340,9.559747,4.226427e-02
11PR69,159390,10.373426,159390,9.836134,5.318458e-02
11PR139/2,161070,9.598594,160545,9.457570,1.480112e-02
11PR70,161700,9.680712,162435,9.832883,-1.559665e-02
11PR141/2,163170,9.607845,162855,9.597682,1.058286e-03
11PR71,164220,9.558121,164010,9.525110,3.459669e-03
13PR11/2,165165,9.623535,165165,10.242586,-6.234247e-02
11PR72,166320,10.124225,166320,9.389037,7.538830e-02
11PR145/2,167475,9.844908,167475,9.736779,1.104400e-02
11PR73,169260,10.306021,169575,9.543680,7.684917e-02
11PR147/2,170625,9.907981,169785,9.389037,5.379790e-02
11PR74,171600,9.753497,170940,9.657295,9.912290e-03
11PR149/2,173145,10.004054,172095,9.452908,5.666800e-02
11PR75,173355,9.457615,173250,9.389037,7.277542e-03
11PR151/2,174405,9.087297,174405,9.452050,-3.935414e-02
11PR76,175560,9.888135,175560,9.941333,-5.365597e-03
11PR153/2,176715,10.363070,176715,10.014972,3.416732e-02
11PR77,177870,10.727749,177870,9.389037,1.332911e-01
11PR155/2,179025,10.251691,179025,9.712796,5.399845e-02
13PR6,180180,10.196973,180180,10.242585,-4.463131e-03
11PR157/2,181335,10.349885,181545,9.760581,5.862346e-02
11PR79,183540,9.427767,182490,9.510972,-8.786808e-03
11PR159/2,184275,10.109475,183645,9.573135,5.451235e-02
11PR80,185130,9.868249,185640,9.832882,3.590361e-03
11PR161/2,185955,10.338060,185955,9.836133,4.976954e-02
11PR81,187110,10.284887,187110,9.389036,9.113286e-02
11PR163/2,189210,10.188778,188370,9.657294,5.357340e-02
11PR82,189735,9.767250,189420,9.629781,1.417447e-02
11PR165/2,191100,9.709980,190575,9.389036,3.361156e-02
11PR83,191835,9.677208,191730,9.504950,1.796068e-02
11PR167/2,193830,9.594434,192885,9.445939,1.559820e-02
11PR84,194040,9.977934,194040,9.389036,6.083346e-02
13PR13/2,195510,9.720657,195195,10.242585,-5.230082e-02
11PR85,196350,10.751757,196350,10.014972,7.098804e-02
11PR171/2,197505,10.310411,197505,9.941332,3.645314e-02
11PR86,199290,9.183768,198660,9.618037,-4.620258e-02
11PR173/2,199920,10.017763,199815,9.443942,5.898626e-02
11PR87,201810,9.464524,200970,9.736778,-2.835971e-02
11PR175/2,202125,9.451953,202125,9.389036,6.678746e-03
11PR88,203490,9.399863,203490,9.543679,-1.518387e-02
11PR177/2,204435,10.111837,204435,9.553756,5.677243e-02
11PR89,206115,10.415606,205590,9.496956,9.233397e-02
11PR179/2,207570,10.353630,207480,9.760580,5.898536e-02
11PR90,207900,10.986648,208845,9.832881,1.109488e-01
11PR181/2,209160,9.827986,209055,9.441488,4.012036e-02
13PR7,210210,10.611397,210210,10.242584,3.537471e-02
11PR183/2,211470,9.738340,211365,9.548172,1.972094e-02
11PR92,212520,9.336650,212520,9.836132,-5.211502e-02
11PR185/2,214305,8.731127,213675,9.657294,-1.008190e-01
11PR93,215460,9.140087,214830,9.712795,-6.077423e-02
11PR187/2,215985,9.658619,215985,10.014971,-3.623037e-02
11PR94,217875,10.119698,217140,9.597680,5.296238e-02
11PR189/2,219240,9.714615,218295,9.389035,3.408890e-02
11PR95,219765,10.577179,219450,9.941331,6.199777e-02
11PR191/2,220605,9.665163,220605,9.438713,2.370833e-02
11PR96,221760,10.319985,221760,9.389035,9.453979e-02
11PR193/2,222915,10.449477,223860,9.454693,1.000408e-01
11PR97,224595,10.211625,224070,9.487867,7.351294e-02
13PR15/2,225225,12.000219,225225,10.242584,1.583710e-01
11PR98,226380,10.659594,226380,9.389035,1.269178e-01
11PR197/2,227535,10.015180,227535,9.437184,5.944427e-02
11PR99,228690,9.631953,228690,9.389035,2.554354e-02
11PR199/2,230685,9.816424,229845,9.436695,3.945108e-02
11PR100,231420,9.791597,232050,9.832880,-4.207365e-03
11PR201/2,232155,9.595864,232155,9.533482,6.522173e-03
11PR101,233415,10.305678,233415,9.760580,5.434323e-02
11PR203/2,234465,9.433310,234465,9.736777,-3.166314e-02
11PR102,235620,9.062090,235620,10.014970,-9.998126e-02
11PR205/2,237510,9.661029,236775,9.629779,3.239903e-03
11PR103,237930,9.648188,237930,9.481996,1.737536e-02
11PR207/2,239085,10.512634,239085,9.836132,6.651524e-02
13PR8,240240,10.715756,240240,10.242583,4.516136e-02
11PR209/2,241920,10.082040,241395,9.941331,1.405471e-02
11PR105,243390,9.871670,242550,9.389035,5.012651e-02
11PR211/2,244530,10.154938,243705,9.433958,7.364433e-02
11PR106,245385,10.284242,244860,9.573133,7.165222e-02
11PR213/2,246015,10.184206,246015,9.525108,6.690690e-02
11PR107,247170,9.423045,247170,9.478454,-5.862921e-03
11PR215/2,248325,10.340920,248325,9.618035,7.246884e-02
11PR108,249795,9.973145,249480,9.389034,6.035354e-02
11PR217/2,251160,9.613284,250635,9.712794,-1.029816e-02
11PR109,252525,10.747143,252525,9.481705,1.252758e-01
11PR219/2,252945,9.869363,253890,9.536198,3.434042e-02
11PR110,254940,9.493653,254100,9.389034,1.108101e-02
17PR/2,265650,10.600378,255255,10.925422,-3.020267e-02
13PR9,271425,10.703958,270270,10.242583,4.405980e-02
13PR19/2,285285,10.478868,285285,10.845087,-3.435150e-02
13PR10,300300,11.391639,300300,10.242582,1.063259e-01
13PR21/2,315315,10.999698,315315,10.242582,7.131414e-02
13PR11,338520,10.053485,330330,10.242581,-1.863435e-02
13PR23/2,345345,10.969995,345345,10.730323,2.209015e-02
13PR12,373065,10.334918,373065,10.604083,-2.571091e-02
13PR25/2,379995,10.287264,375375,10.242581,4.353000e-03
13PR13,390390,10.708421,390390,10.242580,4.447682e-02
13PR27/2,412335,10.432177,405405,10.242580,1.834138e-02
13PR14,420420,10.771751,420420,10.242580,5.037348e-02
13PR29/2,435435,11.052439,435435,10.621935,3.973001e-02
13PR15,464100,10.049030,451605,10.491870,-4.312458e-02
13PR31/2,471240,10.939091,465465,10.595772,3.188763e-02
13PR16,482790,10.626844,480480,10.242579,3.682982e-02
13PR33/2,502425,10.580878,504735,10.414723,1.582789e-02
17PR,510510,10.655649,510510,10.925417,-2.500176e-02
13PR35/2,525525,10.649961,533715,10.301108,3.330481e-02
13PR18,554400,10.177611,540540,10.242579,-6.363050e-03
13PR37/2,555555,10.966028,555555,10.535223,4.007787e-02
13PR19,570570,11.074765,570570,10.845083,2.095734e-02
13PR39/2,596505,10.664687,585585,10.242578,4.038465e-02
13PR20,600600,10.829249,608685,10.360309,4.426866e-02
13PR41/2,615615,10.346373,615615,10.505208,-1.523514e-02
13PR21,638715,10.027272,636405,10.309523,-2.775944e-02
13PR43/2,645645,10.467179,645645,10.492397,-2.406302e-03
13PR22,660660,10.230280,660660,10.242577,-1.201303e-03
13PR45/2,680295,10.724941,680295,10.284129,4.197012e-02
13PR23,690690,10.821340,690690,10.730319,8.446801e-03
13PR47/2,705705,10.921663,705705,10.470190,4.221604e-02
13PR24,726495,10.622657,726495,10.301106,3.073791e-02
13PR49/2,735735,10.096491,746130,10.604080,-4.905088e-02
13PR25,750750,10.454353,750750,10.242577,2.046518e-02
17PR3/2,765765,10.831355,765765,10.925415,-8.646539e-03
13PR26,780780,10.472974,780780,10.242577,2.224483e-02
13PR53/2,795795,10.571156,795795,10.443411,1.215786e-02
13PR27,820050,10.824836,810810,10.242576,5.528997e-02
13PR55/2,825825,10.328847,825825,10.242576,8.387440e-03
13PR28,844305,10.163650,844305,10.259231,-9.360201e-03
13PR57/2,863940,10.325882,855855,10.845081,-4.905803e-02
13PR29,870870,11.190757,870870,10.621931,5.216737e-02
13PR59/2,899745,10.562580,885885,10.422270,1.337269e-02
13PR30,903210,10.714636,903210,10.491866,2.101038e-02
13PR61/2,915915,10.797870,915915,10.416179,3.598864e-02
13PR31,930930,10.805181,930930,10.595768,1.957111e-02
13PR63/2,951405,10.223645,945945,10.242576,-1.849965e-03
13PR32,960960,10.490093,960960,10.242576,2.387823e-02
13PR65/2,987525,10.100239,975975,10.242575,-1.399400e-02
13PR33,997815,10.599079,990990,10.242575,3.421401e-02
13PR67/2,1006005,10.841210,1009470,10.414719,4.013453e-02
17PR2,1021020,11.160440,1021020,10.925414,2.128379e-02
13PR69/2,1036035,10.452787,1036035,10.730317,-2.620445e-02
13PR35,1060290,10.015441,1051050,10.242575,-2.242502e-02
13PR71/2,1067430,10.235676,1066065,10.391018,-1.506254e-02
13PR36,1081080,10.787931,1081080,10.242575,5.187496e-02
