START,n_1,C_max,Npred_1,Cpred_max,Lambda_max
5PR2,72,36.579746,60,7.041726,1.647641e+00
5PR3,102,42.780747,90,7.041962,1.804201e+00
7PR/2,108,43.844706,105,8.450071,1.646479e+00
5PR4,129,23.617777,120,7.041850,1.210129e+00
5PR9/2,138,24.277829,135,7.042105,1.237656e+00
5PR5,150,25.106466,150,7.041801,1.271261e+00
5PR11/2,165,26.070679,165,7.824409,1.203563e+00
5PR6,180,26.966801,180,7.041776,1.342746e+00
5PR13/2,198,18.643845,195,7.682065,8.866277e-01
5PR15/2,236,19.902305,231,7.041841,1.038966e+00
5PR8,254,20.441381,240,7.041858,1.065689e+00
5PR17/2,267,15.608674,255,7.511273,7.314218e-01
5PR9,282,15.915558,270,7.041828,8.154293e-01
5PR10,314,16.527760,300,7.041807,8.531766e-01
7PR3/2,315,16.546046,315,8.450245,6.719517e-01
5PR11,342,13.618007,330,7.824310,5.541574e-01
5PR23/2,356,13.805924,345,7.377171,6.267076e-01
5PR12,370,13.987807,360,7.041852,6.863148e-01
5PR25/2,381,14.126746,375,7.041825,6.962025e-01
5PR13,403,11.995747,390,7.681998,4.456724e-01
5PR27/2,415,12.113381,405,7.041882,5.424352e-01
7PR2,432,12.275263,420,8.450179,3.733985e-01
5PR29/2,446,12.404630,435,7.302669,5.298300e-01
5PR15,462,21.511518,462,7.041857,1.116717e+00
5PR31/2,473,10.838416,465,7.284663,3.973256e-01
5PR16,493,10.984661,480,7.041847,4.446294e-01
5PR33/2,506,11.077074,495,7.824252,3.476495e-01
5PR17,522,9.789601,510,7.511287,2.649138e-01
5PR18,552,9.965222,540,7.041819,3.472347e-01
5PR37/2,567,10.050039,555,7.243048,3.275345e-01
5PR19,570,20.133550,570,7.456033,9.933641e-01
5PR39/2,597,9.079245,585,7.682005,1.671105e-01
5PR20,610,18.281091,600,7.041843,9.539974e-01
5PR41/2,625,9.209921,615,7.222386,2.430959e-01
7PR3,639,9.273415,630,8.450197,9.296188e-02
5PR43/2,651,16.788435,645,7.213612,8.447205e-01
5PR22,669,8.465045,660,7.824245,7.871806e-02
5PR45/2,687,8.534278,675,7.041846,1.922204e-01
5PR23,700,8.583331,690,7.377137,1.514365e-01
5PR47/2,718,7.863628,705,7.198321,8.840025e-02
5PR24,733,7.913151,720,7.041839,1.166567e-01
7PR7/2,748,7.961822,735,8.450191,-5.953119e-02
5PR25,750,15.936498,750,7.041830,8.167439e-01
5PR51/2,765,16.031982,765,7.511272,7.581807e-01
5PR26,792,7.424962,780,7.681987,-3.403071e-02
5PR53/2,809,7.472287,795,7.179918,3.991321e-02
5PR27,819,14.999464,810,7.041814,7.561487e-01
5PR55/2,825,15.032125,825,7.824259,6.529605e-01
7PR4,851,7.002166,840,8.450204,-1.879711e-01
5PR57/2,858,14.038362,855,7.456050,6.327679e-01
5PR29,870,21.144231,870,7.302637,1.063132e+00
5PR59/2,897,13.207760,885,7.165359,6.115464e-01
5PR30,913,6.638270,900,7.041821,-5.901550e-02
5PR61/2,924,13.323231,915,7.161192,6.208327e-01
5PR31,933,13.361082,930,7.284636,6.065787e-01
7PR9/2,959,6.734351,945,8.450198,-2.269683e-01
5PR32,962,12.582229,960,7.041834,5.804167e-01
