START,n_0,C_min,Npred_0,Cpred_min,n_1,C_max,Npred_1,Cpred_max,n_geom,C_avg,Cpred_avg,n_v,Calign_min,n_u,Calign_max,n_a,Cbound_min,n_b,Cbound_max
11PR64,148927,2.694478,148991,2.808972,147840,9.95696330,147840,9.98778662,148416,4.230706384,4.255343229,147853,2.745131,147840,10.05174233,147853,2.509105,147840,10.28777242
11PR129/2,149764,2.691421,150131,2.808860,148995,10.24810790,148995,10.23098246,149571,4.227234800,4.254123527,148997,2.745232,148995,10.29472223,148997,2.509553,148995,10.53040235
13PR5,150796,2.683622,151303,2.808747,150150,10.86037478,150150,10.89489129,150726,4.228250549,4.254937524,150151,2.745332,150150,10.95841823,150151,2.509995,150150,11.19375576
11PR131/2,152143,2.695733,152459,2.808636,151515,10.01145777,151515,10.08510367,151881,4.228481098,4.254666589,151337,2.745433,151515,10.14838290,151337,2.510441,151515,10.38332468
11PR66,152506,2.699742,153611,2.808526,152460,9.97468670,152460,9.98619291,153036,4.234149227,4.254068785,152461,2.745526,152460,10.04930323,152461,2.510852,152460,10.28397717
11PR133/2,154114,2.709674,154769,2.808417,153615,10.51212642,153615,10.57320622,154191,4.233916576,4.254344126,153623,2.745621,153615,10.63611264,153623,2.511270,153615,10.87046527
11PR67,154894,2.698295,155921,2.808309,155610,10.29265154,155610,10.38024236,155346,4.232113735,4.254215695,154787,2.745713,155610,10.44280338,154787,2.511680,155610,10.67661730
11PR135/2,156476,2.681000,157061,2.808202,156975,10.21970435,156975,10.26995355,156501,4.228714428,4.253864470,156007,2.745809,156975,10.33228283,155938,2.512093,156975,10.56573913
11PR68,157639,2.697308,158233,2.808094,157080,10.62378835,157080,10.65028962,157656,4.232837019,4.253334675,157081,2.745889,157080,10.71260143,157081,2.512460,157080,10.94603102
11PR137/2,158986,2.685472,159389,2.807988,158340,10.15523775,158340,10.16577214,158811,4.233034209,4.253417912,158243,2.745976,158340,10.22787365,158243,2.512843,158340,10.46098181
11PR69,159886,2.694465,160541,2.807883,159390,10.42643885,159390,10.45931362,159966,4.239725726,4.253615501,159403,2.746060,159390,10.52124237,159403,2.513217,159390,10.75408855
11PR139/2,160612,2.680713,161683,2.807779,160545,10.08716814,160545,10.05639239,161121,4.241602913,4.253214999,160553,2.746142,160545,10.11813349,160553,2.513580,160545,10.35069728
11PR70,161983,2.692056,162853,2.807674,162435,10.46573724,162435,10.45480123,162276,4.239716685,4.253385394,161717,2.746223,162435,10.51624066,161717,2.513940,162435,10.74835523
11PR141/2,163396,2.699159,163997,2.807572,162855,10.18585665,162855,10.20461948,163431,4.241292645,4.252790518,162859,2.746301,162855,10.26599284,162859,2.514285,162855,10.49800989
11PR71,164839,2.695215,165161,2.807469,164010,10.13826504,164010,10.12708282,164586,4.241097750,4.252100717,164011,2.746378,164010,10.18827598,164011,2.514626,164010,10.42002845
13PR11/2,166186,2.711867,166319,2.807367,165165,10.76837236,165165,10.88950947,165741,4.243249238,4.253030621,165173,2.746454,165165,10.95052481,165173,2.514962,165165,11.18201842
11PR72,167149,2.705744,167471,2.807266,166320,9.92285381,166320,9.98168583,166896,4.241884915,4.252328138,166349,2.746530,166320,10.04252569,166349,2.515296,166320,10.27376604
11PR145/2,167809,2.693386,168629,2.807166,167475,10.31818751,167475,10.35100991,168051,4.239997234,4.252230880,167483,2.746600,167475,10.41167658,167483,2.515609,167475,10.64266918
11PR73,169249,2.713763,169783,2.807066,169260,10.17734705,169575,10.14505852,169206,4.243475508,4.252482235,168631,2.746670,169575,10.20541591,168631,2.515920,169575,10.43597155
11PR147/2,169948,2.712993,170927,2.806968,169785,10.02077587,169785,9.98062157,170361,4.239012748,4.251952578,169789,2.746740,169785,10.04094857,169789,2.516227,169785,10.27146178
11PR74,171733,2.719967,172093,2.806869,170940,10.25562248,170940,10.26541753,171516,4.239630146,4.252035901,170953,2.746808,170940,10.32557797,170953,2.516529,170940,10.55585935
11PR149/2,172751,2.664331,173249,2.806772,172095,10.04213779,172095,10.04781248,172671,4.238462114,4.251508435,172097,2.746873,172095,10.10780849,172097,2.516819,172095,10.33786315
11PR75,174016,2.722014,174389,2.806676,173250,9.95075632,173250,9.97957214,173826,4.240426321,4.251105416,173263,2.746939,173250,10.03940581,173263,2.517109,173250,10.26923878
11PR151/2,175129,2.705876,175543,2.806580,174405,9.99285387,174405,10.04620630,174981,4.240412523,4.251482202,174407,2.747002,174405,10.10587968,174407,2.517386,174405,10.33549590
11PR76,176224,2.678521,176713,2.806483,175560,10.52793516,175560,10.56587990,176136,4.240773850,4.251467125,175573,2.747065,175560,10.62539500,175573,2.517663,175560,10.85479931
11PR153/2,177076,2.692558,177841,2.806390,176715,10.57647052,176715,10.64378727,177291,4.241967051,4.250887073,176741,2.747126,176715,10.70314607,176741,2.517934,176715,10.93234323
11PR77,178792,2.695557,179021,2.806294,177870,10.01114359,177870,9.97821011,178446,4.243355031,4.251040413,177883,2.747185,177870,10.03741437,177883,2.518193,177870,10.26640869
11PR155/2,179356,2.713026,180179,2.806200,179025,10.40970079,179025,10.32194331,179601,4.241921154,4.250421419,179029,2.747242,179025,10.38099512,179029,2.518447,179025,10.60979158
13PR6,180904,2.701729,181303,2.806109,180180,10.88558644,180180,10.88459187,180756,4.236986362,4.250962732,180181,2.747299,180180,10.94349311,180181,2.518696,180180,11.17209624
11PR157/2,181606,2.704331,182489,2.806015,181545,10.36979020,181545,10.37198760,181911,4.235468853,4.250541663,181361,2.747356,181545,10.43071337,181361,2.518946,181545,10.65909399
11PR79,182899,2.720541,183637,2.805923,182490,10.04079686,182490,10.10645358,183066,4.237988534,4.250394857,182503,2.747410,182490,10.16505916,182503,2.519182,182490,10.39328890
11PR159/2,184271,2.719586,184777,2.805833,183645,10.12599567,183645,10.17217946,184221,4.240039890,4.250691085,183661,2.747464,183645,10.23063990,183661,2.519416,183645,10.45868942
11PR80,185578,2.700366,185951,2.805741,185640,10.40550779,185640,10.44764771,185376,4.233393117,4.250096479,184823,2.747516,185640,10.50586148,184823,2.519646,185640,10.73360947
11PR161/2,187027,2.712894,187091,2.805652,185955,10.42731998,185955,10.45095786,186531,4.228866983,4.250002311,185957,2.747566,185955,10.50913324,185957,2.519864,185955,10.73683493
11PR81,187987,2.717028,188261,2.805562,187110,9.94199782,187110,9.97559111,187686,4.231714256,4.249611589,187111,2.747616,187110,10.03362650,187111,2.520082,187110,10.26116045
11PR163/2,189226,2.716220,189407,2.805493,188370,10.23675157,188370,10.26025805,188841,4.233986260,4.249879780,188273,2.747665,188370,10.31814259,188273,2.520296,188370,10.54549807
11PR82,190276,2.706788,190573,2.805404,189420,10.21740563,189420,10.23072518,189996,4.232510648,4.249517834,189421,2.747712,189420,10.28848555,189421,2.520502,189420,10.51569602
11PR165/2,190999,2.687332,191717,2.805317,190575,9.89782090,190575,9.97471805,191151,4.229498140,4.249467161,190753,2.747769,190575,10.03234317,190577,2.520725,190575,10.25939743
11PR83,192292,2.661382,192883,2.805229,192465,10.00314004,191730,10.09754320,192306,4.230794514,4.249477390,191899,2.747814,191730,10.15503482,191747,2.520926,191730,10.38193705
11PR167/2,193174,2.718916,194027,2.805143,193830,9.92268396,192885,10.03454394,193461,4.231958168,4.249458592,193201,2.747866,192885,10.09190361,192887,2.521115,192885,10.31865756
11PR84,194869,2.696034,195193,2.805056,194040,9.96426156,194040,9.97378315,194616,4.227214184,4.248131711,194057,2.747913,194040,10.03101240,194057,2.521306,194040,10.25762180
13PR13/2,195919,2.690015,196337,2.804970,195195,10.74924750,195195,10.88015930,195771,4.230549808,4.248879489,195197,2.747955,195195,10.93725963,195197,2.521487,195195,11.16372812
11PR85,197254,2.709534,197479,2.804886,196350,10.67047355,196350,10.63804952,196926,4.236986161,4.249261048,196379,2.747998,196350,10.69502241,196379,2.521670,196350,10.92135360
11PR171/2,197998,2.711552,198659,2.804799,197505,10.50939144,197505,10.55951080,198081,4.238087703,4.248973991,197507,2.748037,197505,10.61635755,197507,2.521840,197505,10.84255467
11PR86,199039,2.690668,199813,2.804715,198660,10.18313960,198660,10.21580044,199236,4.233881078,4.248464030,198673,2.748078,198660,10.27252264,198673,2.522013,198660,10.49858949
11PR173/2,200929,2.690293,200929,2.804634,199815,9.94684650,199815,10.03058795,200391,4.234871787,4.248100634,199819,2.748116,199815,10.08718702,199819,2.522177,199815,10.31312702
11PR87,201979,2.696364,202121,2.804548,200970,10.34699912,200970,10.34130222,201546,4.230417291,4.248808433,200971,2.748154,200970,10.39777953,200971,2.522338,200970,10.62359607
11PR175/2,202231,2.697985,203279,2.804465,202125,10.03671564,202125,9.97167700,202701,4.228663147,4.247946884,202127,2.748191,202125,10.02803393,202127,2.522495,202125,10.25373033
11PR88,204046,2.692561,204431,2.804402,203490,10.03329659,203490,10.13557276,203856,4.226016239,4.247969149,203293,2.748228,203490,10.19178910,203293,2.522650,203490,10.41734765
11PR177/2,204928,2.696021,205589,2.804320,204435,10.13379593,204435,10.14609023,205011,4.226890434,4.248200593,204601,2.748271,204435,10.20221025,204437,2.522816,204435,10.42767590
11PR89,206086,2.718302,206699,2.804241,205590,9.99114165,205590,10.08547134,206166,4.229775388,4.248025184,205913,2.748312,205590,10.14147494,205603,2.522963,205590,10.36683016
11PR179/2,207574,2.675878,207877,2.804159,207480,10.36264746,207480,10.36491624,207321,4.227077535,4.247470203,207073,2.748346,207480,10.42073207,206749,2.523103,207480,10.64591325
11PR90,208928,2.701678,209039,2.804078,208845,10.42114823,208845,10.44135444,208476,4.229012312,4.247418920,207923,2.748384,208845,10.49703672,207923,2.523242,208845,10.72209728
11PR181/2,209929,2.682270,210209,2.803997,209055,9.94291152,209055,10.02570173,209631,4.228349677,4.247170045,209063,2.748415,209055,10.08136372,209063,2.523373,209055,10.30640627
13PR7,210334,2.696571,211349,2.803918,210210,10.78584052,210210,10.87605404,210786,4.230789716,4.247771493,210229,2.748447,210210,10.93160449,210229,2.523505,210210,11.15654863
11PR183/2,211873,2.695799,212507,2.803839,211575,10.12013562,211365,10.13840968,211941,4.228916891,4.247290909,211369,2.748477,211365,10.19384995,211369,2.523628,211365,10.41869890
11PR92,212833,2.721061,213659,2.803760,212520,10.36645929,212520,10.44387381,213096,4.230762876,4.247170398,212557,2.748508,212520,10.49920508,212557,2.523755,212520,10.72396175
11PR185/2,214702,2.684285,214817,2.803700,213675,10.25159031,213675,10.25370044,214251,4.226463442,4.246794049,213713,2.748537,213675,10.30892388,213713,2.523873,213675,10.53359115
11PR93,215032,2.692089,215983,2.803621,214830,10.22924317,214830,10.31240562,215406,4.229047492,4.246872279,214993,2.748571,214830,10.36752226,214849,2.523986,214830,10.59210272
11PR187/2,216991,2.706587,217121,2.803545,215985,10.56451605,215985,10.63294366,216561,4.232877778,4.246780007,216317,2.748605,215985,10.68795477,216023,2.524118,215985,10.91245147
11PR94,217577,2.714400,218287,2.803467,217140,10.07932623,217140,10.18962024,217716,4.235196807,4.246830723,217463,2.748649,217140,10.24452695,217157,2.524223,217140,10.46894263
11PR189/2,218368,2.722809,219437,2.803391,218295,10.10819580,218295,9.96783572,218871,4.236241216,4.246315191,218357,2.748666,218295,10.02263912,218357,2.524332,218295,10.24697651
11PR95,220309,2.712319,220589,2.803315,219450,10.52672879,219450,10.55388798,220026,4.231966351,4.246819421,219451,2.748689,219450,10.60858904,219451,2.524428,219450,10.83285060
11PR191/2,221528,2.714884,221747,2.803239,220605,10.06060491,220605,10.02002982,221181,4.233391538,4.246081945,220613,2.748714,220605,10.07462973,220613,2.524526,220605,10.29881833
11PR96,222634,2.717216,222913,2.803163,221760,9.92206177,221760,9.96702099,222336,4.237009819,4.246276206,221773,2.748739,221760,10.02152082,221773,2.524621,221760,10.24563907
11PR193/2,223954,2.710568,224069,2.803105,222915,10.04404616,223860,10.03628203,223491,4.235871668,4.246395924,222919,2.748762,223860,10.09060248,222919,2.524712,223860,10.31459925
11PR97,225223,2.704512,225223,2.803030,224070,10.15409218,224070,10.07145950,224646,4.230396240,4.245536757,224239,2.748791,224070,10.12576215,224233,2.524814,224070,10.34974717
13PR15/2,225943,2.709420,226379,2.802956,225225,10.90861237,225225,10.87231187,225801,4.234450145,4.245896632,225569,2.748819,225225,10.92651753,225227,2.524903,225225,11.15043982
11PR98,226456,2.693497,227533,2.802882,226380,10.00512343,226380,9.96601958,226956,4.231506772,4.245992226,226381,2.748846,226380,10.02012924,226381,2.524984,226380,10.24399129
11PR197/2,227764,2.700612,228677,2.802809,227535,10.01614738,227535,10.01686627,228111,4.229401987,4.245755568,227537,2.748868,227535,10.07088092,227537,2.525064,227535,10.29468516
11PR99,229234,2.690065,229841,2.802736,229425,9.90284609,228690,9.96549636,229266,4.228603678,4.245673028,228707,2.748889,228690,10.01941685,228707,2.525141,228690,10.24316548
11PR199/2,230189,2.704611,230999,2.802663,229845,9.97545370,229845,10.01582432,230421,4.226421015,4.245451873,229847,2.748908,229845,10.06965174,229847,2.525213,229845,10.29334734
11PR100,231271,2.703240,232153,2.802608,232050,10.43149651,232050,10.43586244,231576,4.222406232,4.245135159,231001,2.748928,232050,10.48951468,231001,2.525283,232050,10.71311538
11PR201/2,232489,2.699251,233297,2.802536,232155,10.11493979,232155,10.11808815,232731,4.225522432,4.245197004,232333,2.748952,232155,10.17173212,232307,2.525361,232155,10.39532848
11PR101,233528,2.712781,234463,2.802464,233415,10.34742882,233415,10.35882774,233886,4.224211653,4.245068797,233641,2.748975,233415,10.41237324,233323,2.525432,233415,10.63591942
11PR203/2,234712,2.693448,235607,2.802393,234465,10.33206962,234465,10.33332079,235041,4.226742532,4.244872786,234961,2.748998,234465,10.38678510,234467,2.525493,234465,10.61029158
11PR102,236086,2.708888,236773,2.802322,235620,10.58649190,235620,10.62828595,236196,4.229719921,4.244929855,235621,2.749017,235620,10.68166168,235621,2.525552,235620,10.90512638
11PR205/2,237602,2.712472,237929,2.802251,236775,10.18895868,236775,10.21924999,237351,4.229887388,4.245226623,236779,2.749034,236775,10.27253813,236779,2.525609,236775,10.49596345
11PR103,238892,2.687289,239081,2.802198,237930,10.11123945,237930,10.06216451,238506,4.233052436,4.244531693,237959,2.749051,237930,10.11536593,237959,2.525663,237930,10.33875405
11PR207/2,239566,2.669376,240209,2.802129,239085,10.34038662,239085,10.43777092,239661,4.230298900,4.244285026,239251,2.749070,239085,10.49088637,239251,2.525722,239085,10.71423925
13PR8,241036,2.687643,241393,2.802058,240240,10.82791100,240240,10.86881039,240816,4.231411296,4.244603463,240571,2.749090,240240,10.92184083,240257,2.525778,240240,11.14516077
11PR209/2,241954,2.717299,242533,2.801990,241395,10.52272398,241395,10.54888057,241971,4.233548528,4.245032553,241903,2.749109,241395,10.60182684,241421,2.525824,241395,10.82511594
11PR105,242779,2.704457,243703,2.801920,242550,9.95045165,242550,9.96258359,243126,4.227284670,4.243975015,242551,2.749126,242550,10.01544642,242551,2.525866,242550,10.23870657
11PR211/2,243994,2.700730,244859,2.801852,243705,9.91842718,243705,10.01000823,244281,4.228235308,4.244420809,243707,2.749140,243705,10.06278853,243707,2.525906,243705,10.28602195
11PR106,245486,2.696998,246011,2.801799,244860,10.11496421,244860,10.15743117,245436,4.231514788,4.244548405,244861,2.749153,244860,10.21012975,244861,2.525944,244860,10.43333847
11PR213/2,246724,2.705664,247141,2.801733,246015,10.03481961,246015,10.10628799,246591,4.228946362,4.243629933,246187,2.749170,246015,10.15890555,246187,2.525987,246015,10.38209139
11PR107,247868,2.717640,248323,2.801664,247170,9.97914753,247170,10.05654211,247746,4.230500309,4.243647862,247501,2.749186,247170,10.10907953,247501,2.526027,247170,10.33224463
11PR215/2,249061,2.717889,249463,2.801597,248325,10.21559797,248325,10.20439328,248901,4.232149531,4.243715654,248987,2.749206,248325,10.25685134,248351,2.526061,248325,10.47999765
11PR108,249811,2.723430,250619,2.801531,249795,9.95916415,249480,9.96119057,250056,4.232508422,4.243901877,249497,2.749218,249480,10.01356993,249497,2.526089,249480,10.23669921
11PR217/2,251194,2.723166,251789,2.801463,250635,10.35035227,250635,10.30443660,251211,4.233146899,4.244263886,250643,2.749229,250635,10.35673811,250643,2.526114,250635,10.57985244
11PR109,252664,2.704928,252937,2.801413,252525,10.06030949,252525,10.05891654,252366,4.228686598,4.242756651,251791,2.749239,252525,10.11109226,251791,2.526138,252525,10.33418611
11PR219/2,253321,2.678193,254083,2.801347,253890,10.04418544,253890,10.11645269,253521,4.232322171,4.243880306,253273,2.749256,253890,10.16853876,253273,2.526169,253890,10.39162087
11PR110,254788,2.720112,255253,2.801281,254100,9.89660058,254100,9.96030199,254676,4.228711734,4.242740071,254593,2.749270,254100,10.01237432,254593,2.526192,254100,10.23545481
17PR/2,259801,2.693910,270269,2.800499,255255,11.49947288,255255,11.58990092,262655,4.232086586,4.242690040,255259,2.749284,255255,11.64189834,255259,2.526211,255255,11.86497126
13PR9,283903,2.691665,285283,2.799760,270270,10.76698583,270270,10.86249892,277676,4.227480986,4.241542012,270271,2.749414,270270,10.91358359,285283,2.526034,270270,11.13671374
13PR19/2,299479,2.682900,300299,2.799061,285285,11.43251138,285285,11.49844070,292696,4.228919048,4.240503501,288751,2.749485,285285,11.54871565,300299,2.525504,285285,11.77216691
13PR10,303904,2.684643,315313,2.798397,300300,10.83432888,300300,10.85692523,307715,4.230246548,4.239416579,315313,2.749486,300300,10.90647935,315313,2.524727,300300,11.13048262
13PR21/2,316189,2.695075,330329,2.797777,315315,10.89622103,315315,10.85435353,322735,4.224164239,4.238488104,330329,2.749442,315315,10.90326402,330329,2.523746,315315,11.12802314
13PR11,333934,2.687372,345329,2.797186,330330,10.86113245,330330,10.85194890,337754,4.223846063,4.237528812,344189,2.749366,330330,10.90028342,345329,2.522572,330330,11.12597998
13PR23/2,352771,2.687174,360337,2.796621,345345,11.35139080,345345,11.36630865,352772,4.224835686,4.236673128,360337,2.749266,345345,11.41412676,360337,2.521223,345345,11.64092372
13PR12,367261,2.692325,375373,2.796079,373065,11.17146670,373065,11.22845871,367790,4.224375634,4.235825625,375373,2.749141,373065,11.27545797,375373,2.519715,373065,11.50466366
13PR25/2,383524,2.697450,390389,2.795560,375375,10.87046955,375375,10.84536906,382808,4.222182982,4.235029582,390389,2.748997,375375,10.89230706,390389,2.518065,375375,11.12173360
13PR13,394369,2.696179,405401,2.795072,390390,10.75336897,390390,10.84335570,397826,4.224380236,4.234299788,405401,2.748844,390390,10.88991938,405401,2.516296,390390,11.12085056
13PR27/2,409246,2.696437,420419,2.794601,405405,10.79877405,405405,10.84146286,412844,4.224903164,4.233546561,420419,2.748676,405405,10.88769005,420419,2.514405,405405,11.12023905
13PR14,421276,2.696549,435427,2.794149,420420,10.83756260,420420,10.83963855,427861,4.223266710,4.232811477,435427,2.748495,420420,10.88556354,435427,2.512404,420420,11.11983516
13PR29/2,448306,2.710361,450431,2.793712,435435,11.26985454,435435,11.23928681,442878,4.224690990,4.232188582,450431,2.748301,435435,11.28494064,450431,2.510300,435435,11.52103253
13PR15,453949,2.701259,465463,2.793289,451605,11.03611562,451605,11.09978334,457895,4.223642974,4.231534895,465463,2.748096,451605,11.14517670,465463,2.508095,451605,11.38333088
13PR31/2,477329,2.692752,480463,2.792882,465465,11.20869508,465465,11.20815926,472912,4.222107461,4.230878378,480463,2.747881,465465,11.25335316,480463,2.505804,465465,11.49335413
13PR16,480967,2.701860,495491,2.792495,480480,10.89952914,480480,10.83297161,487929,4.219139424,4.230304377,495491,2.747666,480480,10.87797210,495491,2.503432,480480,11.12005168
13PR33/2,495658,2.704691,510481,2.792113,504735,10.98755026,504735,11.01258007,502946,4.218308722,4.229692566,510481,2.747436,504735,11.05731335,510481,2.500977,504735,11.30291137
17PR,521068,2.702278,525517,2.791750,510510,11.53020044,510510,11.55198993,517963,4.219764823,4.229168623,525517,2.747206,510510,11.59666716,525517,2.498445,510510,11.84313083
13PR35/2,535342,2.694373,540539,2.791390,525525,10.91249429,533715,10.88970219,532979,4.215467586,4.228579051,540539,2.746962,533715,10.93418108,540539,2.495834,533715,11.18422534
13PR18,552583,2.707739,555523,2.791049,540540,10.79016795,540540,10.82718869,547996,4.216660367,4.228092297,555523,2.746720,540540,10.87161695,555523,2.493168,540540,11.12274450
13PR37/2,562924,2.700983,570569,2.790716,555555,11.08147618,555555,11.13517415,563012,4.218661736,4.227547679,570569,2.746472,555555,11.17950245,570569,2.490423,555555,11.43305986
13PR19,575074,2.707553,585581,2.790392,570570,11.43528249,570570,11.46131354,578028,4.217624251,4.227091400,585581,2.746220,570570,11.50555673,585581,2.487620,570570,11.76160604
13PR39/2,597196,2.719362,600577,2.790078,596505,10.77231529,585585,10.82332136,593044,4.221576026,4.226587762,600577,2.745964,585585,10.86749331,600577,2.484757,585585,11.12609453
13PR20,612022,2.699256,615607,2.789771,608685,10.91042972,608685,10.94586194,608061,4.219167439,4.226108238,615607,2.745704,608685,10.98994930,615607,2.481827,608685,11.25258959
13PR41/2,627961,2.704537,630613,2.789479,615615,11.10023837,615615,11.09837247,623077,4.216285327,4.225651067,630613,2.745446,615615,11.14244001,630613,2.478850,615615,11.40631790
13PR21,641764,2.705741,645641,2.789188,636405,10.88812517,636405,10.89004923,638093,4.218093300,4.225236396,645641,2.745179,636405,10.93407157,645641,2.475804,636405,11.20173244
13PR43/2,651143,2.714979,660659,2.788910,645645,11.11743012,645645,11.08251995,653109,4.216758428,4.224785067,660659,2.744915,645645,11.12652875,660659,2.472712,645645,11.39590393
13PR22,661378,2.712894,675643,2.788633,660660,10.81368667,660660,10.81757119,668125,4.215897834,4.224347657,675643,2.744642,660660,10.86156609,668159,2.471141,660660,11.13376937
13PR45/2,676849,2.707465,690689,2.788367,680295,10.88137905,680295,10.86005285,683141,4.214365981,4.223934396,690689,2.744372,680295,10.90404390,675713,2.473664,680295,11.17343029
13PR23,691816,2.696229,705689,2.788102,690690,11.28284046,690690,11.33048950,698157,4.215819815,4.223587097,705689,2.744094,690690,11.37448471,690719,2.478535,690690,11.64033048
13PR47/2,712717,2.711910,720703,2.787849,705705,11.03263081,705705,11.05476219,713172,4.214169338,4.223162131,720703,2.743819,705705,11.09877062,705713,2.483206,705705,11.35966115
13PR24,722341,2.717417,735733,2.787601,726495,10.82518507,726495,10.87488278,728188,4.215782375,4.222782114,735733,2.743542,726495,10.91892279,720743,2.487713,726495,11.17324352
13PR49/2,750157,2.718731,750749,2.787359,746130,11.17781993,746130,11.19342087,743204,4.215906655,4.222403980,750749,2.743263,746130,11.23750403,735739,2.492040,746130,11.48590952
13PR25,762766,2.709254,765763,2.787116,750750,10.78554167,750750,10.81155737,758220,4.217585267,4.222035079,765763,2.742978,750750,10.85565246,750769,2.496217,750750,11.10270431
17PR3/2,767212,2.718867,780733,2.786884,765765,11.51487004,765765,11.53132523,773236,4.214285659,4.221691816,780733,2.742696,765765,11.57546363,765767,2.500228,765765,11.81821370
13PR26,784864,2.715502,795793,2.786656,780780,10.82924359,780780,10.80971551,788251,4.213683717,4.221319105,795793,2.742411,780780,10.85390389,780782,2.504110,780780,11.09249318
13PR53/2,798256,2.715503,810809,2.786438,795795,10.99476981,795795,11.02077123,803267,4.211929141,4.221004405,810809,2.742131,795795,11.06501593,795797,2.507849,795795,11.29957825
13PR27,813091,2.709646,825821,2.786219,810810,10.76582252,810810,10.80798639,818283,4.212337349,4.220676867,825821,2.741843,810810,10.85229349,810814,2.511473,810810,11.08295532
13PR55/2,827227,2.723557,840839,2.786004,825825,10.82132578,825825,10.80713831,833298,4.212197341,4.220359834,840839,2.741555,825825,10.85151363,825827,2.514962,825825,11.07839554
13PR28,842383,2.721490,855851,2.785793,844305,10.82192787,844305,10.82369401,848314,4.212334055,4.219989299,855851,2.741265,844305,10.86816093,840841,2.518339,844305,11.09054653
13PR57/2,867668,2.719625,870853,2.785587,855855,11.42633727,855855,11.44110616,863329,4.210740718,4.219693188,870853,2.740974,855855,11.48563444,855857,2.521607,855855,11.70529305
13PR29,881446,2.717750,885883,2.785388,870870,11.17519203,870870,11.20486059,878345,4.210033012,4.219384514,885883,2.740687,870870,11.24947319,870871,2.524770,870870,11.46567770
13PR59/2,891991,2.715980,900869,2.785189,885885,10.96435131,885885,10.99346079,893360,4.209495937,4.219139865,900869,2.740394,885885,11.03816264,885889,2.527839,885885,11.25101104
13PR30,915253,2.707576,915911,2.784998,903210,11.05833032,903210,11.06595660,908376,4.210443809,4.218779850,915911,2.740103,903210,11.11076736,900917,2.530811,903210,11.31985938
13PR61/2,922639,2.714421,930911,2.784805,915915,10.99174505,915915,10.98549480,923391,4.210551052,4.218520429,930911,2.739808,915915,11.03038931,915917,2.533691,915915,11.23680184
13PR31,933458,2.722771,945943,2.784620,930930,11.16876686,930930,11.17412735,938407,4.212274029,4.218195121,945943,2.739515,930930,11.21912491,930931,2.536483,930930,11.42244950
13PR63/2,954094,2.707340,960941,2.784435,945945,10.76519055,945945,10.80094016,953422,4.212021209,4.217931304,960941,2.739218,945945,10.84604506,945949,2.539199,945945,11.04636253
13PR32,968911,2.720188,975967,2.784256,960960,10.77934669,960960,10.80021845,968438,4.213013678,4.217693011,975967,2.738924,960960,10.84543484,960961,2.541830,960960,11.04282309
13PR65/2,990532,2.715933,990989,2.784076,975975,10.82347920,975975,10.79952592,983453,4.211362744,4.217392414,990989,2.738624,975975,10.84485781,975977,2.544391,975975,11.03939112
13PR33,998287,2.720834,1006003,2.783903,990990,10.75348874,990990,10.79882776,998469,4.210757524,4.217109471,1006003,2.738328,990990,10.84427902,991009,2.546878,990990,11.03602846
13PR67/2,1007119,2.713696,1021019,2.783733,1009470,10.99430465,1009470,10.97948520,1013484,4.212659383,4.216843761,1021019,2.738031,1009470,11.02508854,1006007,2.549295,1009470,11.21350467
17PR2,1030384,2.719654,1036027,2.783565,1021020,11.51638119,1021020,11.51732994,1028500,4.211703868,4.216639331,1036027,2.737734,1021020,11.56303113,1021043,2.551652,1021020,11.74941390
13PR69/2,1045292,2.717688,1051027,2.783396,1036035,11.31360923,1036035,11.31098301,1043515,4.210662890,4.216348662,1051027,2.737431,1036035,11.35681455,1036039,2.553940,1036035,11.54060897
13PR35,1052873,2.723598,1066063,2.783234,1051050,10.76917699,1051050,10.79619207,1058530,4.210391621,4.216109448,1066063,2.737131,1051050,10.84215740,1051051,2.556165,1051050,11.02342363
13PR71/2,1074559,2.728568,1081079,2.783074,1066065,10.93335098,1066065,10.95201993,1073546,4.210786928,4.215848169,1081079,2.736831,1066065,10.99812240,1066067,2.558336,1066065,11.17691777
13PR36,1093418,2.726444,1096079,2.782916,1081080,10.80027226,1081080,10.79494129,1088561,4.211226504,4.215629289,1096079,2.736530,1081080,10.84118418,1081097,2.560453,1081080,11.01756394
13PR73/2,1109492,2.727534,1111091,2.782761,1096095,10.89956173,1096095,10.94636308,1103576,4.209830435,4.215401024,1111091,2.736228,1096095,10.99274956,1096097,2.562512,1096095,11.16676697
13PR37,1114444,2.725505,1126093,2.782608,1111110,11.12635332,1119195,11.17434603,1118592,4.208561158,4.215105799,1126093,2.735925,1119195,11.22095946,1111114,2.564524,1119195,11.39144109
13PR75/2,1135261,2.712789,1141139,2.782456,1138830,10.97281121,1138830,10.94364842,1133607,4.210056607,4.214926373,1141139,2.735621,1138830,10.99046033,1126159,2.566485,1138830,11.15802632
13PR38,1151383,2.731348,1156151,2.782307,1141140,11.44436108,1141140,11.42740332,1148622,4.209475505,4.214711515,1156151,2.735316,1141140,11.47423890,1141171,2.568396,1141140,11.64146717
13PR77/2,1168532,2.727386,1171133,2.782161,1156155,10.85195287,1156155,10.79197071,1163638,4.207951466,4.214478075,1171133,2.735012,1156155,10.83896185,1156157,2.570258,1156155,11.00402038
