START,n_0,C_min,Npred_0,CpredAlign,Lambda_min,Jitter,JitterRatio,Status
13PR86,2590972,2.731842,2597591,2.721681,3.726403e-03,0.051943,1.956183e-01,EXPECTED
13PR173/2,2602333,2.732769,2612549,2.721753,4.039223e-03,0.051826,2.125574e-01,EXPECTED
13PR87,2623228,2.730931,2627617,2.721833,3.337026e-03,0.051668,1.760858e-01,EXPECTED
13PR175/2,2640893,2.720423,2642639,2.721904,-5.442525e-04,0.051556,-2.872605e-02,OUTLIER
13PR88,2653489,2.723771,2657651,2.721970,6.614343e-04,0.051441,3.501098e-02,EXPECTED
13PR177/2,2661104,2.736288,2672639,2.722066,5.211107e-03,0.051272,2.773834e-01,EXPECTED
13PR89,2679179,2.733075,2687677,2.722102,4.022973e-03,0.051183,2.143876e-01,EXPECTED
13PR179/2,2700316,2.731947,2702681,2.722184,3.580043e-03,0.051037,1.912926e-01,EXPECTED
13PR90,2704981,2.734200,2717713,2.722250,4.380144e-03,0.050928,2.346450e-01,EXPECTED
13PR181/2,2719676,2.735143,2732701,2.722357,4.685671e-03,0.050759,2.518962e-01,EXPECTED
13PR91,2737346,2.732388,2747713,2.722396,3.663577e-03,0.050657,1.972482e-01,EXPECTED
13PR183/2,2755184,2.731767,2762759,2.722456,3.414238e-03,0.050540,1.842303e-01,EXPECTED
13PR92,2769259,2.730243,2777771,2.722534,2.827552e-03,0.050423,1.528866e-01,EXPECTED
13PR185/2,2792032,2.727697,2792773,2.722596,1.871827e-03,0.050293,1.014256e-01,EXPECTED
13PR93,2799094,2.731666,2807789,2.722655,3.304172e-03,0.050176,1.795879e-01,EXPECTED
17PR11/2,2815979,2.732060,2822819,2.722723,3.423421e-03,0.050079,1.864454e-01,EXPECTED
13PR94,2827366,2.728937,2837803,2.722776,2.260208e-03,0.049960,1.233187e-01,EXPECTED
13PR189/2,2841442,2.730762,2852849,2.722861,2.897525e-03,0.049804,1.586419e-01,EXPECTED
13PR95,2854261,2.738113,2867861,2.722922,5.563429e-03,0.049674,3.058139e-01,EXPECTED
13PR191/2,2877871,2.725575,2882863,2.722996,9.466703e-04,0.049531,5.206840e-02,EXPECTED
13PR96,2894462,2.735003,2897893,2.723055,4.378121e-03,0.049445,2.416422e-01,EXPECTED
13PR193/2,2906749,2.733072,2912893,2.723078,3.663393e-03,0.049379,2.023937e-01,EXPECTED
13PR97,2915596,2.731213,2927917,2.723138,2.960941e-03,0.049259,1.639294e-01,EXPECTED
13PR195/2,2936938,2.728678,2942909,2.723193,2.012154e-03,0.049168,1.115563e-01,EXPECTED
13PR98,2943406,2.733592,2957947,2.723269,3.783498e-03,0.049011,2.106262e-01,EXPECTED
13PR197/2,2970467,2.728773,2972969,2.723323,1.999232e-03,0.048911,1.114269e-01,EXPECTED
13PR99,2980189,2.726434,2987983,2.723394,1.115632e-03,0.048832,6.225426e-02,EXPECTED
13PR199/2,2995823,2.732975,3002981,2.723410,3.505988e-03,0.048746,1.962212e-01,EXPECTED
13PR100,3009436,2.729810,3018013,2.723469,2.325574e-03,0.048650,1.303392e-01,EXPECTED
13PR201/2,3025816,2.730261,3033011,2.723540,2.464704e-03,0.048486,1.386173e-01,EXPECTED
13PR101,3047908,2.733747,3048043,2.723608,3.715724e-03,0.048422,2.093883e-01,EXPECTED
13PR203/2,3054736,2.731666,3063059,2.723629,2.946497e-03,0.048351,1.662220e-01,EXPECTED
17PR6,3069361,2.731734,3078073,2.723659,2.960376e-03,0.048253,1.673471e-01,EXPECTED
13PR205/2,3086032,2.726326,3093071,2.723737,9.500808e-04,0.048112,5.381194e-02,EXPECTED
13PR103,3101026,2.730907,3108103,2.723789,2.609863e-03,0.048028,1.482052e-01,EXPECTED
13PR207/2,3114274,2.726153,3123091,2.723817,8.572525e-04,0.047952,4.871538e-02,EXPECTED
13PR104,3137863,2.728794,3138131,2.723863,1.808660e-03,0.047839,1.030749e-01,EXPECTED
13PR209/2,3139069,2.732167,3153149,2.723912,3.025985e-03,0.047759,1.728470e-01,EXPECTED
13PR105,3155248,2.727833,3168119,2.723954,1.423020e-03,0.047655,8.139754e-02,EXPECTED
13PR211/2,3174664,2.733715,3183179,2.724012,3.555696e-03,0.047565,2.039945e-01,EXPECTED
13PR106,3195646,2.734447,3198191,2.724032,3.816086e-03,0.047494,2.192909e-01,EXPECTED
13PR213/2,3203656,2.733847,3213163,2.724084,3.577550e-03,0.047389,2.060183e-01,EXPECTED
13PR107,3221641,2.726471,3228223,2.724137,8.564183e-04,0.047279,4.936653e-02,EXPECTED
13PR215/2,3235846,2.731798,3243239,2.724181,2.792168e-03,0.047193,1.614011e-01,EXPECTED
13PR108,3250679,2.727217,3258247,2.724216,1.100995e-03,0.047116,6.369386e-02,EXPECTED
13PR217/2,3266206,2.734860,3273269,2.724269,3.880111e-03,0.047002,2.253308e-01,EXPECTED
13PR109,3282691,2.725967,3288269,2.724300,6.117132e-04,0.046957,3.550056e-02,EXPECTED
13PR219/2,3299341,2.728932,3303281,2.724361,1.676419e-03,0.046821,9.762713e-02,EXPECTED
13PR110,3309247,2.728662,3318307,2.724387,1.567930e-03,0.046753,9.143798e-02,EXPECTED
17PR13/2,3332191,2.729028,3333313,2.724434,1.684802e-03,0.046680,9.841474e-02,EXPECTED
13PR111,3347524,2.724256,3348307,2.724494,-8.735949e-05,0.046566,-5.111025e-03,OUTLIER
13PR223/2,3360922,2.728150,3363343,2.724508,1.335862e-03,0.046516,7.829564e-02,EXPECTED
13PR112,3371647,2.732425,3378373,2.724574,2.877408e-03,0.046415,1.691479e-01,EXPECTED
13PR225/2,3389116,2.733824,3393373,2.724598,3.380467e-03,0.046301,1.992614e-01,EXPECTED
13PR113,3405022,2.730190,3408389,2.724625,2.040400e-03,0.046279,1.202489e-01,EXPECTED
13PR227/2,3422872,2.735176,3423419,2.724673,3.847364e-03,0.046162,2.275248e-01,EXPECTED
13PR114,3427378,2.732321,3438419,2.724688,2.797505e-03,0.046121,1.654994e-01,EXPECTED
13PR229/2,3451171,2.729773,3453409,2.724732,1.848381e-03,0.046030,1.095155e-01,EXPECTED
13PR115,3460357,2.736337,3468463,2.724786,4.230272e-03,0.045921,2.515407e-01,EXPECTED
13PR231/2,3474784,2.733925,3483463,2.724803,3.342174e-03,0.045860,1.989097e-01,EXPECTED
13PR116,3486289,2.734565,3498493,2.724829,3.566700e-03,0.045792,2.126136e-01,EXPECTED
13PR233/2,3506686,2.729702,3513491,2.724864,1.773927e-03,0.045719,1.058203e-01,EXPECTED
13PR117,3514702,2.737754,3528521,2.724889,4.710183e-03,0.045660,2.817565e-01,EXPECTED
13PR235/2,3542251,2.729292,3543523,2.724945,1.593990e-03,0.045529,9.547761e-02,EXPECTED
13PR118,3547633,2.736222,3558553,2.724990,4.113378e-03,0.045487,2.469277e-01,EXPECTED
13PR237/2,3568693,2.729609,3573529,2.725002,1.689213e-03,0.045407,1.014601e-01,EXPECTED
17PR7,3579298,2.733031,3588527,2.725037,2.929244e-03,0.045349,1.762773e-01,EXPECTED
13PR239/2,3599704,2.730351,3603583,2.725076,1.933855e-03,0.045259,1.165514e-01,EXPECTED
13PR120,3604522,2.737056,3618583,2.725097,4.378866e-03,0.045186,2.646616e-01,EXPECTED
13PR241/2,3633412,2.731104,3633583,2.725125,2.191624e-03,0.045118,1.325192e-01,EXPECTED
13PR121,3637066,2.732615,3648643,2.725150,2.735554e-03,0.045057,1.656790e-01,EXPECTED
13PR243/2,3650111,2.732524,3663659,2.725192,2.686840e-03,0.044975,1.630239e-01,EXPECTED
13PR122,3670291,2.736174,3678671,2.725221,4.011068e-03,0.044912,2.438769e-01,EXPECTED
13PR245/2,3688738,2.727642,3693689,2.725267,8.710947e-04,0.044811,5.300038e-02,EXPECTED
13PR123,3696934,2.734030,3708697,2.725262,3.212141e-03,0.044800,1.957143e-01,EXPECTED
13PR247/2,3710914,2.731627,3723719,2.725296,2.320356e-03,0.044721,1.415666e-01,EXPECTED
13PR124,3724429,2.734092,3738733,2.725323,3.212435e-03,0.044647,1.964074e-01,EXPECTED
13PR249/2,3752999,2.732633,3753721,2.725355,2.666918e-03,0.044576,1.632717e-01,EXPECTED
13PR125,3757318,2.736864,3768731,2.725378,4.205605e-03,0.044518,2.580080e-01,EXPECTED
13PR251/2,3772064,2.736698,3783739,2.725402,4.136144e-03,0.044455,2.540997e-01,EXPECTED
13PR126,3793627,2.725122,3798793,2.725433,-1.141168e-04,0.044396,-7.005136e-03,OUTLIER
13PR253/2,3804058,2.730832,3813773,2.725460,1.969103e-03,0.044314,1.212258e-01,EXPECTED
13PR127,3821746,2.737778,3828821,2.725483,4.500982e-03,0.044258,2.778029e-01,EXPECTED
17PR15/2,3831727,2.724742,3843823,2.725531,-2.895268e-04,0.044152,-1.787009e-02,OUTLIER
13PR128,3844504,2.738658,3858851,2.725547,4.798877e-03,0.044097,2.973218e-01,EXPECTED
13PR257/2,3858889,2.731221,3873847,2.725571,2.070815e-03,0.044067,1.282139e-01,EXPECTED
13PR129,3887581,2.729470,3888851,2.725588,1.423267e-03,0.043999,8.822928e-02,EXPECTED
13PR259/2,3892123,2.734163,3903899,2.725622,3.128697e-03,0.043905,1.945337e-01,EXPECTED
13PR130,3904997,2.734361,3918913,2.725631,3.197810e-03,0.043881,1.989472e-01,EXPECTED
13PR261/2,3933616,2.735961,3933929,2.725675,3.766641e-03,0.043786,2.349153e-01,EXPECTED
13PR131,3945646,2.736319,3948911,2.725685,3.893814e-03,0.043755,2.430351e-01,EXPECTED
13PR263/2,3956566,2.725906,3963959,2.725719,6.860340e-05,0.043705,4.278687e-03,EXPECTED
13PR132,3964021,2.725647,3978971,2.725722,-2.751602e-05,0.043652,-1.718134e-03,OUTLIER
13PR265/2,3983638,2.733942,3993959,2.725745,3.002738e-03,0.043588,1.880563e-01,EXPECTED
13PR133,4005787,2.735124,4009003,2.725773,3.424715e-03,0.043515,2.148914e-01,EXPECTED
13PR267/2,4019188,2.738599,4024003,2.725793,4.687081e-03,0.043464,2.946346e-01,EXPECTED
13PR134,4026511,2.734961,4039019,2.725817,3.348976e-03,0.043415,2.106184e-01,EXPECTED
13PR269/2,4051246,2.737485,4054033,2.725860,4.255641e-03,0.043325,2.683208e-01,EXPECTED
13PR135,4057546,2.736076,4069063,2.725893,3.728696e-03,0.043288,2.352384e-01,EXPECTED
13PR271/2,4073731,2.733229,4084079,2.725879,2.692749e-03,0.043242,1.699736e-01,EXPECTED
17PR8,4084261,2.732782,4099093,2.725892,2.524424e-03,0.043193,1.595166e-01,EXPECTED
13PR273/2,4100794,2.727506,4114087,2.725927,5.790848e-04,0.043101,3.663488e-02,EXPECTED
13PR137,4126984,2.729787,4129109,2.725939,1.410628e-03,0.043070,8.934293e-02,EXPECTED
13PR275/2,4131313,2.733147,4144121,2.725968,2.630098e-03,0.042978,1.670390e-01,EXPECTED
13PR138,4151207,2.734636,4159153,2.725976,3.171808e-03,0.042967,2.015500e-01,EXPECTED
13PR277/2,4167472,2.734730,4174151,2.726003,3.196277e-03,0.042880,2.035215e-01,EXPECTED
13PR139,4186474,2.731941,4189183,2.726012,2.172610e-03,0.042854,1.383535e-01,EXPECTED
13PR279/2,4198291,2.734901,4204169,2.726052,3.240829e-03,0.042802,2.067427e-01,EXPECTED
13PR140,4211551,2.734270,4219211,2.726052,3.010081e-03,0.042735,1.923014e-01,EXPECTED
13PR281/2,4222718,2.736257,4234229,2.726071,3.729550e-03,0.042702,2.385368e-01,EXPECTED
13PR141,4240399,2.726996,4249241,2.726091,3.319221e-04,0.042644,2.122221e-02,EXPECTED
13PR283/2,4263202,2.735207,4264259,2.726104,3.333635e-03,0.042590,2.137356e-01,EXPECTED
13PR142,4268842,2.735671,4279267,2.726118,3.498125e-03,0.042541,2.245598e-01,EXPECTED
13PR285/2,4293859,2.735073,4294259,2.726139,3.271804e-03,0.042479,2.103157e-01,EXPECTED
13PR143,4301086,2.733466,4309297,2.726159,2.676742e-03,0.042422,1.722455e-01,EXPECTED
13PR287/2,4321753,2.733233,4324303,2.726182,2.583062e-03,0.042384,1.663599e-01,EXPECTED
13PR144,4334326,2.732485,4339333,2.726187,2.307522e-03,0.042339,1.487517e-01,EXPECTED
17PR17/2,4342687,2.731893,4354349,2.726211,2.082042e-03,0.042263,1.344438e-01,EXPECTED
13PR145,4354381,2.730668,4369349,2.726220,1.630234e-03,0.042246,1.052881e-01,EXPECTED
13PR291/2,4383916,2.733884,4384379,2.726249,2.796637e-03,0.042198,1.809327e-01,EXPECTED
13PR146,4392181,2.736872,4399363,2.726251,3.888257e-03,0.042137,2.520588e-01,EXPECTED
13PR293/2,4405679,2.735107,4414379,2.726275,3.234349e-03,0.042072,2.099258e-01,EXPECTED
13PR147,4414576,2.725750,4429417,2.726277,-1.933226e-04,0.042061,-1.252942e-02,OUTLIER
13PR295/2,4429561,2.736670,4444409,2.726302,3.795741e-03,0.041993,2.468983e-01,EXPECTED
13PR148,4454551,2.728368,4459451,2.726311,7.542149e-04,0.041952,4.903223e-02,EXPECTED
13PR297/2,4465177,2.721670,4474469,2.726332,-1.711454e-03,0.041885,-1.113048e-01,OUTLIER
13PR149,4487311,2.735416,4489483,2.726340,3.323476e-03,0.041866,2.167869e-01,EXPECTED
13PR299/2,4491829,2.735740,4504457,2.726402,3.419175e-03,0.041793,2.234345e-01,EXPECTED
13PR150,4505906,2.732893,4519499,2.726371,2.389334e-03,0.041769,1.561445e-01,EXPECTED
13PR301/2,4523011,2.733773,4534501,2.726378,2.708718e-03,0.041730,1.772106e-01,EXPECTED
13PR151,4542301,2.738062,4549537,2.726387,4.273081e-03,0.041695,2.800096e-01,EXPECTED
13PR303/2,4556159,2.739283,4564559,2.726405,4.712316e-03,0.041646,3.092254e-01,EXPECTED
13PR152,4569949,2.730546,4579567,2.726419,1.512563e-03,0.041595,9.921866e-02,EXPECTED
13PR305/2,4590316,2.734674,4594589,2.726428,3.019906e-03,0.041553,1.984454e-01,EXPECTED
17PR9,4602932,2.730097,4609597,2.726444,1.338944e-03,0.041518,8.798593e-02,EXPECTED
13PR307/2,4610542,2.737622,4624603,2.726461,4.085229e-03,0.041443,2.693097e-01,EXPECTED
13PR154,4628746,2.733243,4639633,2.726468,2.481818e-03,0.041413,1.635960e-01,EXPECTED
13PR309/2,4649209,2.739006,4654649,2.726483,4.582581e-03,0.041372,3.026926e-01,EXPECTED
13PR155,4656952,2.736057,4669627,2.726497,3.500198e-03,0.041335,2.312810e-01,EXPECTED
13PR311/2,4679359,2.732018,4684661,2.726516,2.015927e-03,0.041285,1.332687e-01,EXPECTED
13PR156,4692518,2.733604,4699691,2.726521,2.594448e-03,0.041236,1.717674e-01,EXPECTED
13PR313/2,4712858,2.736369,4714691,2.726526,3.603588e-03,0.041205,2.388788e-01,EXPECTED
13PR157,4720367,2.732981,4729693,2.726542,2.358815e-03,0.041170,1.564003e-01,EXPECTED
13PR315/2,4735481,2.735074,4744711,2.726555,3.119585e-03,0.041120,2.071741e-01,EXPECTED
13PR158,4754051,2.734134,4759753,2.726564,2.772541e-03,0.041081,1.842701e-01,EXPECTED
13PR317/2,4770068,2.733782,4774769,2.726572,2.640856e-03,0.041046,1.756566e-01,EXPECTED
13PR159,4785934,2.733510,4789783,2.726578,2.539155e-03,0.041014,1.690155e-01,EXPECTED
13PR319/2,4803256,2.730254,4804799,2.726600,1.339233e-03,0.040960,8.920898e-02,EXPECTED
13PR160,4812503,2.739274,4819813,2.726600,4.637510e-03,0.040922,3.097112e-01,EXPECTED
13PR321/2,4829263,2.737084,4834829,2.726609,3.834408e-03,0.040887,2.561939e-01,EXPECTED
13PR161,4846708,2.729681,4849843,2.726623,1.120905e-03,0.040854,7.485191e-02,EXPECTED
19PR/2,5009596,2.727074,5105063,2.726626,1.642921e-04,0.040815,1.097636e-02,EXPECTED
17PR10,5189644,2.726734,5360353,2.726767,-1.210232e-05,0.040183,-8.212428e-04,OUTLIER
17PR21/2,5414146,2.729621,5615609,2.726865,1.010174e-03,0.039645,6.951696e-02,EXPECTED
17PR11,5733139,2.724411,5870857,2.726929,-9.238096e-04,0.039131,-6.434796e-02,OUTLIER
17PR23/2,5951941,2.729490,6126091,2.726964,9.258761e-04,0.038700,6.527132e-02,EXPECTED
17PR12,6196783,2.728150,6381371,2.726960,4.362882e-04,0.037955,3.135292e-02,EXPECTED
17PR25/2,6426964,2.730382,6636611,2.726933,1.263992e-03,0.037654,9.159717e-02,EXPECTED
17PR13,6680521,2.727733,6891883,2.726884,3.112959e-04,0.037332,2.274188e-02,EXPECTED
17PR27/2,6922309,2.732561,7147139,2.726819,2.103536e-03,0.037076,1.548711e-01,EXPECTED
17PR14,7397776,2.724194,7402363,2.726747,-9.367191e-04,0.036833,-6.931284e-02,OUTLIER
17PR29/2,7612777,2.731147,7657613,2.726652,1.647185e-03,0.036625,1.227304e-01,EXPECTED
17PR15,7815604,2.731391,7912889,2.726551,1.773563e-03,0.036434,1.328429e-01,EXPECTED
17PR31/2,7966429,2.731537,8168117,2.726441,1.867359e-03,0.036259,1.405444e-01,EXPECTED
17PR16,8259989,2.733277,8423407,2.726330,2.544873e-03,0.036113,1.923684e-01,EXPECTED
17PR33/2,8447048,2.733645,8678669,2.726191,2.730487e-03,0.035972,2.072167e-01,EXPECTED
17PR17,8889394,2.732371,8933917,2.726062,2.311653e-03,0.035856,1.759538e-01,EXPECTED
17PR35/2,8963534,2.731916,9189157,2.725920,2.197209e-03,0.035748,1.677297e-01,EXPECTED
17PR18,9302926,2.731073,9444403,2.725785,1.938112e-03,0.035665,1.482686e-01,EXPECTED
17PR37/2,9585649,2.727835,9699667,2.725619,8.126960e-04,0.035578,6.228568e-02,EXPECTED
19PR,9884209,2.729308,9954907,2.725467,1.408308e-03,0.035512,1.081606e-01,EXPECTED
17PR39/2,9968566,2.730278,10210177,2.725303,1.823821e-03,0.035456,1.403148e-01,EXPECTED
17PR20,10442116,2.734476,10465453,2.725158,3.413419e-03,0.035410,2.631460e-01,EXPECTED
17PR41/2,10518322,2.731277,10720709,2.724967,2.312947e-03,0.035375,1.783746e-01,EXPECTED
17PR21,10860259,2.728226,10975927,2.724804,1.255082e-03,0.035348,9.680887e-02,EXPECTED
17PR43/2,11184871,2.732604,11231219,2.724628,2.923096e-03,0.035330,2.257571e-01,EXPECTED
17PR22,11435836,2.730217,11486467,2.724441,2.117824e-03,0.035319,1.635380e-01,EXPECTED
17PR45/2,11632178,2.734914,11741729,2.724262,3.902425e-03,0.035316,3.016197e-01,EXPECTED
17PR23,11943124,2.731063,11996939,2.724077,2.561256e-03,0.035320,1.977916e-01,EXPECTED
17PR47/2,12042022,2.731732,12252197,2.723887,2.875936e-03,0.035331,2.220430e-01,EXPECTED
17PR24,12351431,2.733651,12507457,2.723708,3.643891e-03,0.035347,2.812969e-01,EXPECTED
17PR49/2,12682316,2.733403,12762727,2.723505,3.627699e-03,0.035372,2.798259e-01,EXPECTED
17PR25,12839536,2.733094,13018003,2.723305,3.588085e-03,0.035403,2.765020e-01,EXPECTED
17PR51/2,13227782,2.734391,13273207,2.723128,4.127522e-03,0.035437,3.178316e-01,EXPECTED
17PR26,13311619,2.733619,13528507,2.722921,3.921171e-03,0.035476,3.015560e-01,EXPECTED
17PR53/2,13550599,2.733635,13783751,2.722741,3.993132e-03,0.035524,3.066659e-01,EXPECTED
17PR27,13974406,2.733838,14039023,2.722519,4.148928e-03,0.035573,3.181908e-01,EXPECTED
17PR55/2,14195113,2.734450,14294261,2.722313,4.448432e-03,0.035630,3.406399e-01,EXPECTED
17PR28,14395261,2.732086,14549527,2.722106,3.659575e-03,0.035690,2.796301e-01,EXPECTED
19PR3/2,14646256,2.733399,14804767,2.721902,4.214989e-03,0.035754,3.215584e-01,EXPECTED
17PR29,14845921,2.733581,15060043,2.721695,4.357623e-03,0.035820,3.318258e-01,EXPECTED
17PR59/2,15182176,2.734440,15315281,2.721489,4.747505e-03,0.035895,3.608023e-01,EXPECTED
17PR30,15519373,2.731786,15570553,2.721266,3.858395e-03,0.035970,2.924659e-01,EXPECTED
17PR61/2,15657931,2.732819,15825787,2.721077,4.305919e-03,0.036048,3.257324e-01,EXPECTED
17PR31,15954931,2.729177,16081027,2.720848,3.056502e-03,0.036132,2.305159e-01,EXPECTED
17PR63/2,16299604,2.732946,16336301,2.720632,4.515942e-03,0.036219,3.399873e-01,EXPECTED
17PR32,16364437,2.734955,16591571,2.720419,5.329070e-03,0.036308,4.003525e-01,EXPECTED
17PR65/2,16610101,2.733360,16846811,2.720204,4.824744e-03,0.036401,3.614186e-01,EXPECTED
17PR33,17035279,2.730545,17102077,2.719996,3.870813e-03,0.036499,2.890216e-01,EXPECTED
17PR67/2,17327704,2.733411,17357339,2.719760,5.006639e-03,0.036601,3.729680e-01,EXPECTED
17PR34,17381404,2.732375,17612593,2.719550,4.704769e-03,0.036699,3.494646e-01,EXPECTED
17PR69/2,17788024,2.734083,17867827,2.719320,5.414247e-03,0.036809,4.010704e-01,EXPECTED
17PR35,17917681,2.733164,18123097,2.719108,5.156027e-03,0.036914,3.807769e-01,EXPECTED
17PR71/2,18354484,2.733318,18378337,2.718877,5.297328e-03,0.037028,3.900022e-01,EXPECTED
17PR36,18564664,2.731315,18633599,2.718663,4.642963e-03,0.037137,3.406845e-01,EXPECTED
17PR73/2,18743869,2.734645,18888851,2.718429,5.947489e-03,0.037258,4.352354e-01,EXPECTED
17PR37,19087756,2.731619,19144117,2.718210,4.920898e-03,0.037377,3.587500e-01,EXPECTED
17PR75/2,19299583,2.731826,19399379,2.717990,5.077614e-03,0.037494,3.690190e-01,EXPECTED
19PR2,19652224,2.735392,19654597,2.717762,6.466005e-03,0.037622,4.686088e-01,EXPECTED
17PR77/2,19823218,2.734337,19909867,2.717532,6.164878e-03,0.037747,4.452009e-01,EXPECTED
17PR39,19923304,2.734796,20165143,2.717312,6.413688e-03,0.037871,4.616725e-01,EXPECTED
17PR79/2,20389942,2.733041,20420377,2.717067,5.861919e-03,0.038006,4.203021e-01,EXPECTED
17PR40,20532742,2.734236,20675653,2.716858,6.375989e-03,0.038126,4.558044e-01,EXPECTED
17PR81/2,20812354,2.734232,20930909,2.716605,6.467653e-03,0.038274,4.605476e-01,EXPECTED
17PR41,20946038,2.736079,21186149,2.716380,7.225762e-03,0.038409,5.128746e-01,EXPECTED
17PR83/2,21343579,2.733843,21441383,2.716165,6.487353e-03,0.038543,4.586566e-01,EXPECTED
17PR42,21621799,2.734713,21696629,2.715909,6.899790e-03,0.038692,4.859919e-01,EXPECTED
17PR85/2,21933544,2.734786,21951929,2.715679,7.011174e-03,0.038830,4.920680e-01,EXPECTED
17PR43,22109926,2.734040,22207153,2.715439,6.826734e-03,0.038980,4.771934e-01,EXPECTED
17PR87/2,22447066,2.734946,22462411,2.715216,7.240183e-03,0.039123,5.043069e-01,EXPECTED
17PR44,22647952,2.732135,22717687,2.714966,6.303925e-03,0.039277,4.371261e-01,EXPECTED
17PR89/2,22909969,2.733495,22972931,2.714727,6.889614e-03,0.039428,4.760069e-01,EXPECTED
17PR45,23166569,2.735427,23228143,2.714492,7.682721e-03,0.039580,5.289288e-01,EXPECTED
17PR91/2,23463161,2.736675,23483459,2.714249,8.228376e-03,0.039735,5.643891e-01,EXPECTED
17PR46,23636957,2.735748,23738711,2.714009,7.978013e-03,0.039892,5.449464e-01,EXPECTED
17PR93/2,23874934,2.733679,23993911,2.713776,7.307298e-03,0.040050,4.969538e-01,EXPECTED
17PR47,24248551,2.734738,24249217,2.713535,7.783423e-03,0.040206,5.273591e-01,EXPECTED
19PR5/2,24357169,2.733334,24504479,2.713300,7.356503e-03,0.040363,4.963457e-01,EXPECTED
17PR48,24691036,2.734986,24759733,2.713045,8.054697e-03,0.040534,5.412987e-01,EXPECTED
17PR97/2,24819511,2.733073,25014989,2.712821,7.437564e-03,0.040693,4.976777e-01,EXPECTED
17PR49,25109668,2.733325,25270243,2.712766,7.550038e-03,0.040719,5.048994e-01,EXPECTED
17PR99/2,25299304,2.734325,25525477,2.712999,7.829940e-03,0.040423,5.275709e-01,EXPECTED
17PR50,25707202,2.733321,25780709,2.713218,7.381969e-03,0.040126,5.009969e-01,EXPECTED
17PR101/2,26003543,2.732645,26036009,2.713481,7.037692e-03,0.039781,4.817375e-01,EXPECTED
17PR51,26156072,2.735325,26291263,2.713723,7.928766e-03,0.039481,5.471493e-01,EXPECTED
17PR103/2,26370496,2.734282,26546491,2.713927,7.472215e-03,0.039192,5.193662e-01,EXPECTED
17PR52,26644414,2.736221,26801767,2.714171,8.091205e-03,0.038891,5.669692e-01,EXPECTED
17PR105/2,26968048,2.733847,27057011,2.714375,7.148050e-03,0.038599,5.044690e-01,EXPECTED
17PR53,27120361,2.733614,27312283,2.714612,6.975510e-03,0.038289,4.962783e-01,EXPECTED
17PR107/2,27536224,2.732571,27567511,2.714809,6.521323e-03,0.038022,4.671506e-01,EXPECTED
17PR54,27799567,2.735040,27822793,2.715034,7.341585e-03,0.037732,5.302131e-01,EXPECTED
17PR109/2,27860188,2.734277,28078031,2.715223,6.992964e-03,0.037467,5.085542e-01,EXPECTED
17PR55,28121521,2.734606,28333303,2.715430,7.037047e-03,0.037196,5.155393e-01,EXPECTED
17PR111/2,28399738,2.736442,28588537,2.715624,7.636775e-03,0.036929,5.637304e-01,EXPECTED
17PR56,28615942,2.733065,28843783,2.715826,6.327547e-03,0.036656,4.702914e-01,EXPECTED
17PR113/2,28892764,2.734413,29099069,2.716031,6.745164e-03,0.036400,5.050000e-01,EXPECTED
19PR3,29106367,2.735532,29354323,2.716216,7.086197e-03,0.036146,5.343883e-01,EXPECTED
17PR115/2,29393282,2.735869,29609561,2.716387,7.146430e-03,0.035898,5.427043e-01,EXPECTED
17PR58,29805571,2.734976,29864803,2.716577,6.750029e-03,0.035661,5.159418e-01,EXPECTED
17PR117/2,29941189,2.735111,30120061,2.716743,6.738284e-03,0.035414,5.186649e-01,EXPECTED
17PR59,30268954,2.734545,30375337,2.716914,6.468383e-03,0.035183,5.011227e-01,EXPECTED
17PR119/2,30467596,2.735780,30630599,2.717088,6.855869e-03,0.034942,5.349436e-01,EXPECTED
17PR60,30643079,2.734282,30885853,2.717255,6.246699e-03,0.034716,4.904655e-01,EXPECTED
17PR121/2,30910192,2.734113,31141109,2.717417,6.125272e-03,0.034489,4.840964e-01,EXPECTED
17PR61,31344316,2.735628,31396333,2.717581,6.618879e-03,0.034268,5.266429e-01,EXPECTED
17PR123/2,31434691,2.732959,31651597,2.717757,5.577997e-03,0.034019,4.468679e-01,EXPECTED
17PR62,31861861,2.734416,31906867,2.717911,6.054314e-03,0.033809,4.881836e-01,EXPECTED
17PR125/2,32140111,2.733927,32162129,2.718057,5.821750e-03,0.033604,4.722652e-01,EXPECTED
17PR63,32316049,2.733881,32417381,2.718209,5.749004e-03,0.033406,4.691373e-01,EXPECTED
17PR127/2,32601211,2.732682,32672639,2.718366,5.252580e-03,0.033189,4.313477e-01,EXPECTED
17PR64,32880541,2.732660,32927837,2.718498,5.195972e-03,0.032992,4.292556e-01,EXPECTED
17PR129/2,33163456,2.733464,33183149,2.718646,5.435707e-03,0.032782,4.520164e-01,EXPECTED
17PR65,33317398,2.731962,33438359,2.718797,4.830529e-03,0.032584,4.040327e-01,EXPECTED
17PR131/2,33534757,2.732340,33693641,2.718923,4.922539e-03,0.032395,4.141689e-01,EXPECTED
17PR66,33696631,2.732852,33948883,2.719066,5.057314e-03,0.032202,4.281101e-01,EXPECTED
19PR7/2,34193701,2.734065,34204141,2.719195,5.453632e-03,0.032011,4.645278e-01,EXPECTED
17PR67,34265986,2.735885,34459423,2.719333,6.068337e-03,0.031815,5.202577e-01,EXPECTED
17PR135/2,34535983,2.734140,34714679,2.719464,5.382142e-03,0.031639,4.638579e-01,EXPECTED
