START,n_0,C_min,Npred_0,Cpred_min,Lambda_min
11PR47,108826,1.107665,109721,2.640691,-8.687864e-01
11PR95/2,110443,1.250731,110879,2.640691,-7.473124e-01
11PR48,111278,1.242987,112031,2.640691,-7.535233e-01
11PR97/2,112696,1.076360,113189,2.640691,-8.974556e-01
11PR49,113326,1.224349,114343,2.640690,-7.686310e-01
11PR99/2,114859,1.362106,115499,2.640690,-6.620082e-01
11PR50,116029,1.350922,116639,2.640690,-6.702529e-01
11PR101/2,117032,1.341075,117809,2.640690,-6.775687e-01
11PR51,118553,0.884418,118931,2.640689,-1.093865e+00
11PR103/2,120103,1.750092,120103,2.640689,-4.113715e-01
13PR4,121229,1.446856,121271,2.640689,-6.016469e-01
11PR105/2,122041,1.439387,122401,2.640689,-6.068225e-01
11PR53,122926,1.287589,123583,2.640689,-7.182684e-01
11PR107/2,124379,1.274901,124739,2.640688,-7.281710e-01
11PR54,125339,1.266793,125887,2.640688,-7.345510e-01
11PR109/2,126839,1.254624,127037,2.640688,-7.442036e-01
11PR55,128204,1.519351,128203,2.640688,-5.527562e-01
11PR111/2,128281,1.518748,129347,2.640687,-5.531528e-01
11PR56,129898,1.503232,130363,2.640687,-5.634217e-01
11PR113/2,131162,1.491008,131072,2.640667,-5.715791e-01
11PR57,132766,1.207699,132661,2.640687,-7.823222e-01
11PR115/2,133618,1.201478,133979,2.640687,-7.874866e-01
11PR58,135106,1.454504,134989,2.640687,-5.963742e-01
13PR9/2,135844,1.448298,136277,2.640686,-6.006497e-01
11PR59,136558,1.179906,137443,2.640686,-8.056040e-01
11PR119/2,138454,1.555009,138599,2.640686,-5.295574e-01
11PR60,139189,1.419481,139753,2.640686,-6.207474e-01
11PR121/2,140876,1.660363,140909,2.640686,-4.640025e-01
11PR61,141307,1.401825,142061,2.640685,-6.332634e-01
11PR123/2,142897,1.388741,143197,2.640685,-6.426408e-01
11PR62,143551,1.132045,144349,2.640685,-8.470126e-01
11PR125/2,145228,1.369822,145517,2.640685,-6.563575e-01
11PR63,146522,1.359880,146683,2.640685,-6.636419e-01
11PR127/2,147626,1.597298,147827,2.640685,-5.027249e-01
11PR64,148292,1.346161,148991,2.640685,-6.737815e-01
11PR129/2,148997,1.706559,149993,2.640684,-4.365589e-01
13PR5,151108,1.686683,151303,2.640684,-4.482741e-01
11PR131/2,152336,1.555812,152297,2.640684,-5.290404e-01
11PR66,153464,1.665664,153611,2.640684,-4.608141e-01
11PR133/2,154618,1.537087,154613,2.640684,-5.411489e-01
11PR67,154793,1.535471,155921,2.640684,-5.422008e-01
11PR135/2,156113,1.524414,156913,2.640684,-5.494279e-01
11PR68,157993,1.277286,158233,2.640683,-7.263001e-01
11PR137/2,159253,1.614709,159227,2.640683,-4.918828e-01
11PR69,159724,1.150695,160541,2.640683,-8.306715e-01
11PR139/2,161068,1.371225,161543,2.640683,-6.553331e-01
11PR70,162824,1.585018,162853,2.640683,-5.104418e-01
11PR141/2,163694,1.465620,163997,2.640683,-5.887592e-01
11PR71,164888,1.456572,165161,2.640683,-5.949519e-01
13PR11/2,166016,1.336714,166319,2.640683,-6.808232e-01
11PR72,166697,1.443529,167471,2.640682,-6.039464e-01
11PR145/2,167894,1.434779,168629,2.640682,-6.100264e-01
11PR73,169534,1.642535,169783,2.640682,-4.747964e-01
11PR147/2,170647,1.524337,170927,2.640682,-5.494777e-01
11PR74,170974,1.304544,172093,2.640682,-7.051837e-01
11PR149/2,173161,1.398438,173249,2.640682,-6.356813e-01
11PR75,173764,1.394090,174241,2.640682,-6.387953e-01
11PR151/2,174562,1.495857,175543,2.640682,-5.683379e-01
11PR76,175822,1.592931,176551,2.640681,-5.054611e-01
11PR153/2,177698,1.789604,177841,2.640681,-3.890425e-01
11PR77,178733,1.676290,178859,2.640681,-4.544538e-01
11PR155/2,179483,1.461488,180179,2.640681,-5.915817e-01
13PR6,180679,1.764656,181183,2.640681,-4.030811e-01
11PR157/2,182426,1.750719,182489,2.640681,-4.110103e-01
11PR79,183247,1.744061,183487,2.640681,-4.148205e-01
11PR159/2,184117,1.737535,184777,2.640681,-4.185694e-01
11PR80,185534,1.726527,185797,2.640681,-4.249250e-01
11PR161/2,187081,1.613274,187091,2.640681,-4.927712e-01
11PR81,188093,1.606465,188261,2.640680,-4.970003e-01
11PR163/2,188693,1.301507,189407,2.640680,-7.075136e-01
11PR82,190331,1.391815,190573,2.640680,-6.404278e-01
11PR165/2,191591,1.186300,191717,2.640680,-8.001972e-01
11PR83,192611,1.476278,192883,2.640680,-5.815124e-01
11PR167/2,193181,1.276245,194027,2.640680,-7.271143e-01
11PR84,194126,1.368717,195193,2.640680,-6.571627e-01
13PR13/2,196073,1.357534,196337,2.640680,-6.653666e-01
11PR85,196736,1.740119,197479,2.640680,-4.170830e-01
11PR171/2,198593,1.534679,198491,2.640680,-5.427152e-01
11PR86,199193,1.530998,199813,2.640680,-5.451166e-01
11PR173/2,200443,1.618472,200807,2.640679,-4.895536e-01
11PR87,201766,1.514750,202121,2.640679,-5.557857e-01
11PR175/2,203023,1.506731,203117,2.640679,-5.610937e-01
11PR88,203821,1.595892,204431,2.640679,-5.036033e-01
11PR177/2,204691,1.683543,205427,2.640679,-4.501356e-01
11PR89,205684,1.677010,206699,2.640679,-4.540236e-01
11PR179/2,207472,1.849861,207743,2.640679,-3.559256e-01
11PR90,207931,1.661886,209039,2.640679,-4.630830e-01
11PR181/2,209518,1.651241,210053,2.640679,-4.695090e-01
13PR7,210802,1.825388,211349,2.640679,-3.692435e-01
11PR183/2,212302,1.814278,212507,2.640679,-3.753485e-01
11PR92,213607,1.444165,213659,2.640679,-6.035048e-01
11PR185/2,214411,1.349477,214817,2.640678,-6.713186e-01
11PR93,215564,1.701688,215983,2.640678,-4.394150e-01
11PR187/2,216803,1.604578,217121,2.640678,-4.981749e-01
11PR94,217163,1.335145,218287,2.640678,-6.819958e-01
11PR189/2,219386,1.677181,219437,2.640678,-4.539213e-01
11PR95,219701,1.498799,220589,2.640678,-5.663716e-01
11PR191/2,220852,1.580026,221747,2.640678,-5.135944e-01
11PR96,221818,1.661763,222773,2.640678,-4.631566e-01
11PR193/2,223556,1.650533,224069,2.640678,-4.699374e-01
11PR97,224377,1.645862,225061,2.640678,-4.727714e-01
13PR15/2,225304,1.553632,226379,2.640678,-5.304403e-01
11PR98,226874,1.630675,227371,2.640678,-4.820417e-01
11PR197/2,228322,1.792552,228677,2.640678,-3.873954e-01
11PR99,229709,1.868233,229681,2.640678,-3.460426e-01
11PR199/2,230642,1.777551,230999,2.640678,-3.957991e-01
11PR100,232093,1.515489,232003,2.640677,-5.552972e-01
11PR201/2,232436,1.597862,233297,2.640677,-5.023688e-01
11PR101,233978,1.421798,234317,2.640677,-6.191131e-01
11PR203/2,235573,1.496850,235607,2.640677,-5.676724e-01
11PR102,236057,1.411094,236773,2.640677,-6.266700e-01
11PR205/2,237052,1.489059,237929,2.640677,-5.728909e-01
11PR103,238837,1.561880,239081,2.640677,-5.251451e-01
11PR207/2,239809,1.720045,240209,2.640677,-4.286849e-01
13PR8,240301,1.799187,241393,2.640677,-3.837004e-01
11PR209/2,242321,1.867591,242533,2.640677,-3.463860e-01
11PR105,243094,1.700678,243703,2.640677,-4.400083e-01
11PR211/2,244744,1.852001,244859,2.640677,-3.547686e-01
11PR106,245783,1.925785,246011,2.640677,-3.157016e-01
11PR213/2,247042,1.757603,246839,2.640677,-4.070844e-01
11PR107,248077,1.751526,248323,2.640677,-4.105479e-01
11PR215/2,249244,1.744747,249181,2.640677,-4.144258e-01
11PR108,249901,1.820153,250619,2.640676,-3.721144e-01
11PR217/2,251521,1.652601,251623,2.640676,-4.686845e-01
11PR109,252869,1.645231,252937,2.640676,-4.731541e-01
11PR219/2,254057,1.404860,253937,2.640676,-6.310973e-01
11PR110,254717,1.557682,255253,2.640676,-5.278361e-01
17PR/2,259801,1.302059,262144,2.640666,-7.070843e-01
13PR9,284246,1.491357,285283,2.640675,-5.713481e-01
13PR19/2,297257,1.436350,300299,2.640674,-6.089290e-01
13PR10,308621,1.656639,315313,2.640674,-4.662433e-01
13PR21/2,324752,1.777529,330329,2.640674,-3.958100e-01
13PR11,342527,1.638995,345329,2.640673,-4.769506e-01
13PR23/2,354983,1.708040,360337,2.640673,-4.356873e-01
13PR12,368971,1.653108,375373,2.640672,-4.683763e-01
13PR25/2,375916,1.627434,390389,2.640672,-4.840289e-01
13PR13,400237,1.596723,405401,2.640672,-5.030800e-01
13PR27/2,407656,1.572109,420419,2.640671,-5.186150e-01
13PR14,432119,1.745992,435427,2.640671,-4.137102e-01
13PR29/2,446041,1.748212,450431,2.640671,-4.124395e-01
13PR15,456656,1.570909,465463,2.640671,-5.193786e-01
13PR31/2,466373,1.823683,480463,2.640670,-3.701746e-01
13PR16,488596,1.663318,495491,2.640670,-4.622183e-01
13PR33/2,506279,1.701249,510481,2.640670,-4.396700e-01
17PR,515519,1.804316,524288,2.640665,-3.808492e-01
13PR35/2,533284,1.669630,540539,2.640670,-4.584306e-01
13PR18,546253,1.799450,555523,2.640669,-3.835512e-01
13PR37/2,560548,1.680474,570569,2.640669,-4.519564e-01
13PR19,584894,1.852520,585581,2.640669,-3.544854e-01
13PR39/2,594974,1.749652,600577,2.640669,-4.116154e-01
13PR20,608659,1.865364,615607,2.640669,-3.475761e-01
13PR41/2,628151,1.707180,630613,2.640669,-4.361894e-01
13PR21,633881,1.766052,645641,2.640669,-4.022857e-01
13PR43/2,651082,1.902399,660659,2.640668,-3.279162e-01
13PR22,669742,1.857311,675643,2.640668,-3.519022e-01
13PR45/2,686087,1.886868,690689,2.640668,-3.361136e-01
13PR23,691682,1.907405,705689,2.640668,-3.252882e-01
13PR47/2,708556,1.868601,720703,2.640668,-3.458419e-01
13PR24,729193,1.887521,735733,2.640668,-3.357676e-01
13PR49/2,741308,1.735068,750749,2.640668,-4.199853e-01
13PR25,751691,1.870376,765763,2.640668,-3.448924e-01
17PR3/2,767434,1.745741,780733,2.640668,-4.138528e-01
13PR26,784027,1.864601,795793,2.640668,-3.479848e-01
13PR53/2,803039,1.679567,810809,2.640667,-4.524955e-01
13PR27,816617,1.859072,825821,2.640667,-3.509541e-01
13PR55/2,840799,1.954996,840839,2.640667,-3.006434e-01
13PR28,841784,1.981407,855851,2.640667,-2.872243e-01
13PR57/2,862409,1.940781,870853,2.640667,-3.079411e-01
13PR29,881819,1.958695,885883,2.640667,-2.987531e-01
13PR59/2,886177,1.977570,900869,2.640667,-2.891627e-01
13PR30,903362,1.998623,915911,2.640667,-2.785731e-01
13PR61/2,922183,1.989919,930911,2.640667,-2.829376e-01
13PR31,942836,1.901318,945943,2.640667,-3.284842e-01
13PR63/2,958553,1.950583,960941,2.640667,-3.029032e-01
13PR32,975329,1.921880,975967,2.640667,-3.177277e-01
13PR65/2,979361,1.915112,990989,2.640667,-3.212554e-01
13PR33,997153,2.008311,1006003,2.640667,-2.737375e-01
13PR67/2,1018432,1.996353,1021019,2.640667,-2.797095e-01
17PR2,1035908,2.038628,1036027,2.640666,-2.587541e-01
13PR69/2,1048748,1.923500,1048576,2.640664,-3.168840e-01
13PR35,1052782,1.893814,1066063,2.640666,-3.324384e-01
13PR71/2,1068703,1.961940,1081079,2.640666,-2.970974e-01
13PR36,1087124,1.887935,1096079,2.640666,-3.355475e-01
13PR73/2,1096406,2.009733,1111091,2.640666,-2.730293e-01
13PR37,1112632,1.783974,1126093,2.640666,-3.921877e-01
13PR75/2,1132022,1.911571,1141139,2.640666,-3.231057e-01
13PR38,1141223,2.094716,1156151,2.640666,-2.316132e-01
13PR77/2,1158967,2.088773,1171133,2.640666,-2.344543e-01
13PR39,1185263,1.985614,1186181,2.640666,-2.851030e-01
13PR79/2,1197767,2.072437,1201183,2.640666,-2.423059e-01
13PR40,1215982,2.004533,1216213,2.640666,-2.756200e-01
13PR81/2,1224277,1.890119,1231229,2.640666,-3.343914e-01
13PR41,1239556,1.951408,1246243,2.640666,-3.024800e-01
13PR83/2,1246396,2.043471,1261259,2.640666,-2.563813e-01
13PR42,1266623,2.015457,1276271,2.640666,-2.701852e-01
17PR5/2,1287179,1.987735,1291271,2.640666,-2.840354e-01
13PR43,1295134,2.055594,1305151,2.640666,-2.504663e-01
13PR87/2,1315543,2.086140,1321319,2.640666,-2.357157e-01
13PR44,1328168,2.030821,1336333,2.640666,-2.625910e-01
13PR89/2,1347901,1.967473,1351327,2.640666,-2.942812e-01
13PR45,1355734,1.976479,1366349,2.640665,-2.897138e-01
13PR91/2,1368904,2.090800,1381349,2.640665,-2.334840e-01
13PR46,1389772,2.008543,1396393,2.640665,-2.736212e-01
13PR93/2,1403137,2.046917,1411387,2.640665,-2.546960e-01
13PR47,1425958,2.054855,1426393,2.640665,-2.508255e-01
13PR95/2,1430789,2.138708,1441439,2.640665,-2.108289e-01
13PR48,1456303,2.124245,1456451,2.640665,-2.176143e-01
13PR97/2,1456694,2.035275,1471447,2.640665,-2.603998e-01
13PR49,1476056,2.082268,1486451,2.640665,-2.375731e-01
13PR99/2,1498487,2.193683,1501499,2.640665,-1.854489e-01
13PR50,1502582,2.067914,1516513,2.640665,-2.444904e-01
13PR101/2,1526111,2.057455,1531499,2.640665,-2.495610e-01
17PR3,1535824,2.046245,1546537,2.640665,-2.550244e-01
13PR103/2,1552246,2.144974,1561559,2.640665,-2.079033e-01
13PR52,1567109,2.094164,1576571,2.640665,-2.318764e-01
13PR105/2,1585568,2.106127,1591589,2.640665,-2.261801e-01
13PR53,1592347,2.098407,1606603,2.640665,-2.298523e-01
13PR107/2,1621577,2.065811,1621619,2.640665,-2.455079e-01
13PR54,1632791,2.053619,1636627,2.640665,-2.514272e-01
13PR109/2,1641506,2.124103,1651621,2.640665,-2.176812e-01
13PR55,1653053,2.095492,1666657,2.640665,-2.312424e-01
13PR111/2,1679198,2.083012,1681679,2.640665,-2.372159e-01
13PR56,1689113,2.150393,1696693,2.640665,-2.053802e-01
13PR113/2,1701709,2.059257,1711687,2.640665,-2.486855e-01
13PR57,1720819,2.131617,1726693,2.640665,-2.141499e-01
13PR115/2,1735414,2.055283,1741723,2.640665,-2.506172e-01
13PR58,1742492,2.093576,1756747,2.640665,-2.321572e-01
13PR117/2,1761943,2.133764,1771751,2.640665,-2.131432e-01
13PR59,1785341,2.094852,1786781,2.640665,-2.315479e-01
17PR7/2,1792828,2.146530,1801781,2.640665,-2.071782e-01
13PR60,1812164,2.156059,1816813,2.640665,-2.027488e-01
13PR121/2,1826464,2.170682,1831811,2.640665,-1.959894e-01
13PR61,1846462,2.164885,1846843,2.640665,-1.986635e-01
13PR123/2,1859489,1.979637,1861859,2.640665,-2.881173e-01
13PR62,1875931,2.035858,1876859,2.640665,-2.601134e-01
13PR125/2,1877296,1.977693,1891889,2.640665,-2.890998e-01
13PR63,1895332,2.046121,1906889,2.640665,-2.550850e-01
13PR127/2,1913854,2.127029,1921919,2.640665,-2.163046e-01
13PR64,1924204,2.214646,1936889,2.640664,-1.759378e-01
13PR129/2,1949657,2.162140,1951949,2.640664,-1.999319e-01
13PR65,1963592,2.094141,1966963,2.640664,-2.318870e-01
13PR131/2,1968059,2.172061,1981963,2.640664,-1.953539e-01
13PR66,1985792,2.182376,1996979,2.640664,-1.906162e-01
13PR133/2,1998058,2.211318,2012009,2.640664,-1.774417e-01
13PR67,2020861,2.229865,2027023,2.640664,-1.690894e-01
13PR135/2,2029831,2.154800,2042039,2.640664,-2.033325e-01
17PR4,2055437,2.105321,2057053,2.640664,-2.265625e-01
13PR137/2,2062322,2.138657,2072053,2.640664,-2.108523e-01
13PR69,2077606,2.216329,2087081,2.640664,-1.751782e-01
13PR139/2,2091464,2.190662,2097152,2.640663,-1.868262e-01
13PR70,2111114,2.005905,2117099,2.640664,-2.749351e-01
13PR141/2,2125304,2.186157,2132129,2.640664,-1.888852e-01
13PR71,2136149,2.061987,2147137,2.640664,-2.473603e-01
13PR143/2,2147606,2.128512,2162137,2.640664,-2.156073e-01
13PR72,2171504,2.171056,2177167,2.640664,-1.958167e-01
13PR145/2,2187044,2.195142,2192161,2.640664,-1.847837e-01
13PR73,2201393,2.083583,2207203,2.640664,-2.369414e-01
13PR147/2,2219171,2.167686,2222219,2.640664,-1.973702e-01
13PR74,2229893,2.207717,2237219,2.640664,-1.790715e-01
13PR149/2,2250184,2.239203,2252233,2.640664,-1.649104e-01
13PR75,2254159,2.247952,2267263,2.640664,-1.610108e-01
13PR151/2,2269648,2.234703,2282257,2.640664,-1.669221e-01
13PR76,2287477,2.183697,2297291,2.640664,-1.900111e-01
17PR9/2,2297546,2.020006,2312293,2.640664,-2.679299e-01
13PR77,2324848,2.023201,2327323,2.640664,-2.663495e-01
13PR155/2,2330698,2.195868,2342309,2.640664,-1.844530e-01
13PR78,2352356,2.166708,2357353,2.640664,-1.978214e-01
13PR157/2,2362397,2.123739,2372369,2.640664,-2.178522e-01
13PR79,2374888,2.183793,2387383,2.640664,-1.899671e-01
13PR159/2,2391553,2.170606,2402383,2.640664,-1.960240e-01
13PR80,2404177,2.206745,2417399,2.640664,-1.795118e-01
13PR161/2,2418436,2.218358,2432429,2.640664,-1.742631e-01
13PR81,2439559,2.167708,2447437,2.640664,-1.973600e-01
13PR163/2,2449693,2.069507,2462443,2.640664,-2.437200e-01
13PR82,2469433,2.201227,2477471,2.640664,-1.820155e-01
13PR165/2,2492383,2.150254,2492461,2.640664,-2.054444e-01
13PR83,2503348,2.175427,2507489,2.640664,-1.938054e-01
13PR167/2,2519329,2.174516,2522503,2.640664,-1.942243e-01
13PR84,2528516,2.211674,2537527,2.640664,-1.772807e-01
13PR169/2,2538527,2.215123,2552531,2.640664,-1.757225e-01
17PR5,2563973,2.206956,2567557,2.640664,-1.794162e-01
13PR171/2,2579207,2.195684,2582551,2.640664,-1.845368e-01
13PR86,2596786,2.279641,2597591,2.640664,-1.470124e-01
13PR173/2,2607107,2.282511,2611457,2.640664,-1.457542e-01
13PR87,2622397,2.207076,2627617,2.640664,-1.793618e-01
13PR175/2,2637112,2.217640,2642639,2.640664,-1.745868e-01
13PR88,2645171,2.243540,2657651,2.640664,-1.629754e-01
13PR177/2,2666101,2.196769,2672639,2.640664,-1.840428e-01
13PR89,2676151,2.231541,2687677,2.640664,-1.683380e-01
13PR179/2,2688646,2.212094,2702681,2.640664,-1.770908e-01
13PR90,2713981,2.183915,2717713,2.640664,-1.899113e-01
13PR181/2,2731523,2.171731,2732701,2.640664,-1.955059e-01
13PR91,2737006,2.137177,2747713,2.640664,-2.115446e-01
13PR183/2,2753578,2.197591,2762759,2.640664,-1.836686e-01
13PR92,2774302,2.254459,2777771,2.640664,-1.581204e-01
13PR185/2,2789569,2.243756,2792773,2.640664,-1.628792e-01
13PR93,2804299,2.193318,2807789,2.640664,-1.856149e-01
17PR11/2,2818276,2.284102,2822819,2.640664,-1.450575e-01
13PR94,2824306,2.239894,2837803,2.640664,-1.646019e-01
13PR189/2,2841166,2.188566,2852849,2.640664,-1.877839e-01
13PR95,2865007,2.192574,2867861,2.640664,-1.859542e-01
13PR191/2,2869586,2.159935,2882863,2.640664,-2.009523e-01
13PR96,2889301,2.274633,2897893,2.640664,-1.492117e-01
13PR193/2,2911721,2.210784,2912893,2.640664,-1.776832e-01
13PR97,2913832,2.228863,2927917,2.640664,-1.695388e-01
13PR195/2,2928017,2.229187,2942909,2.640664,-1.693935e-01
13PR98,2952199,2.242233,2957947,2.640664,-1.635582e-01
13PR197/2,2968153,2.231808,2972969,2.640664,-1.682184e-01
13PR99,2979682,2.224337,2987983,2.640664,-1.715715e-01
13PR199/2,2988283,2.180719,3002981,2.640664,-1.913758e-01
13PR100,3008938,2.139340,3018013,2.640664,-2.105330e-01
13PR201/2,3019858,2.226987,3033011,2.640663,-1.703805e-01
13PR101,3041608,2.241316,3048043,2.640663,-1.639668e-01
13PR203/2,3060964,2.191750,3063059,2.640663,-1.863297e-01
17PR6,3063694,2.227320,3078073,2.640663,-1.702310e-01
13PR205/2,3081739,2.299466,3093071,2.640663,-1.383531e-01
13PR103,3095308,2.281496,3108103,2.640663,-1.461987e-01
13PR207/2,3115402,2.222816,3123091,2.640663,-1.722552e-01
13PR104,3128803,2.260340,3138131,2.640663,-1.555148e-01
13PR209/2,3147163,2.185172,3153149,2.640663,-1.893355e-01
13PR105,3163168,2.329698,3168119,2.640663,-1.252914e-01
13PR211/2,3178369,2.338073,3183179,2.640663,-1.217029e-01
13PR106,3184942,2.261835,3198191,2.640663,-1.548536e-01
13PR213/2,3207779,2.292646,3213163,2.640663,-1.413234e-01
13PR107,3225197,2.290834,3227129,2.640663,-1.421141e-01
13PR215/2,3236348,2.266229,3243239,2.640663,-1.529128e-01
13PR108,3245399,2.287321,3258247,2.640663,-1.436488e-01
13PR217/2,3265187,2.257674,3273269,2.640663,-1.566949e-01
13PR109,3287294,2.165618,3288269,2.640663,-1.983243e-01
13PR219/2,3289226,2.225823,3303281,2.640663,-1.709033e-01
13PR110,3304094,2.252068,3318307,2.640663,-1.591811e-01
17PR13/2,3320662,2.207555,3333313,2.640663,-1.791445e-01
13PR111,3338372,2.180086,3348307,2.640663,-1.916657e-01
13PR223/2,3348887,2.243184,3363343,2.640663,-1.631337e-01
13PR112,3370529,2.179221,3378373,2.640663,-1.920625e-01
13PR225/2,3381344,2.258735,3393373,2.640663,-1.562251e-01
13PR113,3403934,2.194692,3408389,2.640663,-1.849883e-01
13PR227/2,3409631,2.276455,3423419,2.640663,-1.484106e-01
13PR114,3431089,2.281014,3438419,2.640663,-1.464099e-01
13PR229/2,3443459,2.231768,3453409,2.640663,-1.682359e-01
13PR115,3462722,2.229378,3468463,2.640663,-1.693074e-01
13PR231/2,3469519,2.217232,3483463,2.640663,-1.747705e-01
13PR116,3491869,2.138364,3498493,2.640663,-2.109890e-01
13PR233/2,3500254,2.192044,3513491,2.640663,-1.861956e-01
13PR117,3517952,2.182458,3528521,2.640663,-1.905783e-01
13PR235/2,3529576,2.200977,3543523,2.640663,-1.821287e-01
13PR118,3547982,2.281322,3558553,2.640663,-1.462749e-01
13PR237/2,3563267,2.297351,3573529,2.640663,-1.392733e-01
17PR7,3574687,2.291001,3588527,2.640663,-1.420412e-01
13PR239/2,3593059,2.305189,3603583,2.640663,-1.358674e-01
13PR120,3611617,2.302989,3618583,2.640663,-1.368222e-01
