START,n_0,C_min,Npred_0,CpredAlign,Lambda_min
13PR41,1239109,2.571541,1246243,2.557946,5.300903e-03
13PR83/2,1246537,2.571671,1261259,2.558426,5.163707e-03
13PR42,1271308,2.567174,1276271,2.558898,3.229057e-03
17PR5/2,1287808,2.580738,1291271,2.559362,8.317241e-03
13PR43,1305097,2.580555,1306289,2.559820,8.067631e-03
13PR87/2,1308529,2.570502,1321319,2.560269,3.988884e-03
13PR44,1327552,2.567012,1336333,2.560712,2.457099e-03
13PR89/2,1347289,2.580835,1351327,2.561147,7.657808e-03
13PR45,1352977,2.568573,1366349,2.561575,2.728025e-03
13PR91/2,1367291,2.578175,1381349,2.561997,6.294569e-03
13PR46,1392068,2.581279,1396393,2.562414,7.335161e-03
13PR93/2,1403569,2.576241,1411387,2.562823,5.221968e-03
13PR47,1421554,2.574203,1426393,2.563226,4.273378e-03
13PR95/2,1427329,2.563568,1441439,2.563625,-2.216387e-05
13PR48,1446013,2.577389,1456451,2.564016,5.202168e-03
13PR97/2,1460213,2.583438,1471447,2.564402,7.395934e-03
13PR49,1485139,2.569529,1486451,2.564782,1.849194e-03
13PR99/2,1498438,2.572049,1501499,2.565158,2.682894e-03
13PR50,1508933,2.579741,1516513,2.565527,5.524975e-03
13PR101/2,1525204,2.588498,1531499,2.565892,8.771648e-03
17PR3,1538384,2.572062,1546537,2.566252,2.261583e-03
13PR103/2,1552613,2.581629,1561559,2.566607,5.835827e-03
13PR52,1568978,2.579733,1576571,2.566957,4.964731e-03
13PR105/2,1588283,2.576881,1591589,2.567303,3.724010e-03
13PR53,1600058,2.588112,1606603,2.567643,7.940229e-03
13PR107/2,1611293,2.582728,1621619,2.567979,5.726893e-03
13PR54,1625321,2.576631,1636627,2.568312,3.233982e-03
13PR109/2,1647964,2.569523,1651621,2.568639,3.439423e-04
13PR55,1658869,2.582682,1666657,2.568963,5.326185e-03
13PR111/2,1668971,2.593334,1681679,2.569283,9.317616e-03
13PR56,1693639,2.579746,1696693,2.569598,3.941462e-03
13PR113/2,1708321,2.575121,1711687,2.569909,2.026001e-03
13PR57,1725814,2.588012,1726693,2.570216,6.899901e-03
13PR115/2,1740821,2.579711,1741723,2.570520,3.568998e-03
13PR58,1746859,2.570141,1756747,2.570821,-2.647331e-04
13PR117/2,1770016,2.583728,1771751,2.571117,4.892715e-03
13PR59,1777753,2.573578,1786781,2.571411,8.422723e-04
17PR7/2,1791778,2.589083,1801781,2.571701,6.736244e-03
13PR60,1802266,2.584393,1816813,2.571988,4.811634e-03
13PR121/2,1831436,2.577516,1831811,2.572270,2.037204e-03
13PR61,1835741,2.571404,1846843,2.572550,-4.457366e-04
13PR123/2,1858867,2.583732,1861859,2.572827,4.229640e-03
13PR62,1872751,2.587271,1876859,2.573100,5.492375e-03
13PR125/2,1877164,2.577582,1891889,2.573370,1.635446e-03
13PR63,1892416,2.592349,1906889,2.573638,7.244130e-03
13PR127/2,1908661,2.585161,1921919,2.573902,4.364894e-03
13PR64,1931242,2.580351,1936889,2.574163,2.401139e-03
13PR129/2,1939141,2.593342,1951949,2.574422,7.322215e-03
13PR65,1953379,2.593798,1966963,2.574678,7.398606e-03
13PR131/2,1969936,2.574568,1981963,2.574931,-1.410748e-04
13PR66,1988632,2.587112,1996979,2.575182,4.622125e-03
13PR133/2,1997902,2.586030,2012009,2.575430,4.107545e-03
13PR67,2021137,2.583325,2027023,2.575675,2.965885e-03
13PR135/2,2033041,2.591447,2042039,2.575917,6.010875e-03
17PR4,2053553,2.579809,2057053,2.576157,1.416771e-03
13PR137/2,2071096,2.585053,2072053,2.576395,3.355052e-03
13PR69,2076304,2.586796,2087081,2.576629,3.937909e-03
13PR139/2,2098952,2.580068,2097152,2.576785,1.273175e-03
13PR70,2106019,2.587094,2117099,2.577093,3.873083e-03
13PR141/2,2118514,2.592353,2132129,2.577321,5.815453e-03
13PR71,2136091,2.592237,2147137,2.577547,5.683016e-03
13PR143/2,2149759,2.601746,2162137,2.577771,9.257821e-03
13PR72,2166772,2.597074,2177167,2.577992,7.374450e-03
13PR145/2,2191216,2.591899,2192161,2.578211,5.294876e-03
13PR73,2198473,2.595378,2207203,2.578429,6.551850e-03
13PR147/2,2210389,2.596815,2222219,2.578644,7.021980e-03
13PR74,2222702,2.600920,2237219,2.578858,8.518652e-03
13PR149/2,2246323,2.596339,2252233,2.579069,6.674058e-03
13PR75,2263843,2.582011,2267263,2.579278,1.059203e-03
13PR151/2,2279476,2.588150,2282257,2.579485,3.353555e-03
13PR76,2294377,2.602427,2297291,2.579690,8.775201e-03
17PR9/2,2309311,2.594955,2312293,2.579894,5.820967e-03
13PR77,2316212,2.583454,2327323,2.580095,1.301103e-03
13PR155/2,2338396,2.592073,2342309,2.580294,4.554418e-03
13PR78,2352563,2.595422,2357353,2.580493,5.768655e-03
13PR157/2,2368486,2.590531,2372369,2.580689,3.806326e-03
13PR79,2375998,2.595066,2387383,2.580883,5.480427e-03
13PR159/2,2391856,2.585609,2402383,2.581075,1.754952e-03
13PR80,2409742,2.596264,2417399,2.581266,5.793376e-03
13PR161/2,2425117,2.592377,2432429,2.581456,4.221713e-03
13PR81,2434183,2.589718,2447437,2.581643,3.122874e-03
13PR163/2,2459998,2.595797,2462443,2.581830,5.395146e-03
13PR82,2473948,2.581392,2477471,2.582014,-2.410782e-04
13PR165/2,2484971,2.595580,2492461,2.582197,5.169541e-03
13PR83,2495473,2.597962,2507489,2.582378,6.016683e-03
13PR167/2,2511253,2.602871,2522503,2.582558,7.834606e-03
13PR84,2525273,2.595884,2537527,2.582736,5.077749e-03
13PR169/2,2548498,2.597963,2552531,2.582913,5.809716e-03
17PR5,2555363,2.595337,2567557,2.583088,4.730691e-03
13PR171/2,2578036,2.596895,2582551,2.583262,5.263443e-03
13PR86,2594246,2.593958,2597591,2.583434,4.065210e-03
13PR173/2,2612419,2.590050,2612549,2.583605,2.491426e-03
13PR87,2622619,2.592665,2627617,2.583776,3.434535e-03
13PR175/2,2640928,2.597647,2642639,2.583943,5.289401e-03
13PR88,2653489,2.589649,2657651,2.584110,2.141048e-03
13PR177/2,2662903,2.599814,2672639,2.584276,5.994587e-03
13PR89,2683354,2.590833,2687677,2.584440,2.470416e-03
13PR179/2,2695961,2.593039,2702681,2.584603,3.258477e-03
13PR90,2717602,2.598752,2717713,2.584765,5.396613e-03
13PR181/2,2719121,2.594914,2732701,2.584925,3.856710e-03
13PR91,2739127,2.593271,2747713,2.585085,3.161797e-03
13PR183/2,2759311,2.597895,2762759,2.585243,4.882086e-03
13PR92,2774917,2.605239,2777771,2.585399,7.644435e-03
13PR185/2,2781718,2.593394,2792773,2.585556,3.027031e-03
13PR93,2798351,2.597376,2807789,2.585710,4.501667e-03
17PR11/2,2812492,2.599243,2822819,2.585863,5.160999e-03
13PR94,2825503,2.600128,2837803,2.586014,5.442864e-03
13PR189/2,2849842,2.600123,2852849,2.586166,5.382199e-03
13PR95,2863901,2.601423,2867861,2.586316,5.824286e-03
13PR191/2,2873672,2.596843,2882863,2.586465,4.004494e-03
13PR96,2895122,2.601897,2897893,2.586612,5.891862e-03
13PR193/2,2904764,2.591674,2912893,2.586759,1.898285e-03
13PR97,2919424,2.602268,2927917,2.586904,5.921599e-03
13PR195/2,2936938,2.587620,2942909,2.587049,2.208636e-04
13PR98,2949664,2.600223,2957947,2.587192,5.024271e-03
13PR197/2,2970467,2.599407,2972969,2.587334,4.655223e-03
13PR99,2980234,2.595608,2987983,2.587476,3.137928e-03
13PR199/2,2997242,2.598877,3002981,2.587616,4.342296e-03
13PR100,3004042,2.591117,3018013,2.587755,1.298308e-03
13PR201/2,3021439,2.592341,3033011,2.587894,1.717098e-03
13PR101,3040787,2.595932,3048043,2.588031,3.048157e-03
13PR203/2,3053924,2.607868,3063059,2.588168,7.582809e-03
17PR6,3066709,2.591466,3078073,2.588303,1.221134e-03
13PR205/2,3092806,2.597068,3093071,2.588438,3.328562e-03
13PR103,3107012,2.604617,3108103,2.588572,6.179384e-03
13PR207/2,3115766,2.600286,3123091,2.588704,4.464007e-03
13PR104,3127703,2.602558,3138131,2.588836,5.286378e-03
13PR209/2,3144191,2.605823,3153149,2.588967,6.489567e-03
13PR105,3159916,2.603373,3168119,2.589097,5.498885e-03
13PR211/2,3177964,2.601562,3183179,2.589226,4.753007e-03
13PR106,3192643,2.602437,3198191,2.589354,5.039801e-03
13PR213/2,3201973,2.598668,3213163,2.589482,3.541101e-03
13PR107,3226558,2.596537,3228223,2.589609,2.671761e-03
13PR215/2,3235957,2.604722,3243239,2.589734,5.770597e-03
13PR108,3245252,2.608783,3258247,2.589860,7.279965e-03
13PR217/2,3260314,2.604682,3273269,2.589984,5.658889e-03
13PR109,3275093,2.605763,3288269,2.590107,6.026380e-03
13PR219/2,3290396,2.600457,3303281,2.590230,3.940498e-03
13PR110,3317926,2.603487,3318307,2.590352,5.058108e-03
17PR13/2,3326234,2.605172,3333313,2.590473,5.658208e-03
13PR111,3341761,2.604131,3348307,2.590593,5.212375e-03
13PR223/2,3354079,2.597185,3363343,2.590712,2.495518e-03
13PR112,3364727,2.596771,3378373,2.590831,2.290047e-03
13PR225/2,3380669,2.605672,3393373,2.590949,5.666246e-03
13PR113,3395806,2.609983,3408389,2.591066,7.274321e-03
13PR227/2,3411274,2.603699,3423419,2.591183,4.818578e-03
13PR114,3434458,2.611137,3438419,2.591298,7.626819e-03
13PR229/2,3439621,2.611954,3453409,2.591413,7.895203e-03
13PR115,3464267,2.603425,3468463,2.591528,4.580118e-03
13PR231/2,3479059,2.604518,3483463,2.591642,4.955939e-03
13PR116,3489916,2.613878,3498493,2.591754,8.499904e-03
13PR233/2,3502439,2.610699,3513491,2.591867,7.239602e-03
13PR117,3515401,2.612171,3528521,2.591979,7.760092e-03
13PR235/2,3539002,2.606307,3543523,2.592090,5.469863e-03
13PR118,3553097,2.606045,3558553,2.592200,5.326687e-03
13PR237/2,3561149,2.602978,3573529,2.592309,4.107280e-03
17PR7,3576721,2.610207,3588527,2.592418,6.838610e-03
13PR239/2,3591949,2.611007,3603583,2.592526,7.103119e-03
13PR120,3616831,2.603235,3618583,2.592634,4.080538e-03
13PR241/2,3633412,2.606239,3633583,2.592741,5.192563e-03
13PR121,3644584,2.609578,3648643,2.592848,6.431721e-03
13PR243/2,3658834,2.606500,3663659,2.592954,5.210722e-03
13PR122,3675767,2.603042,3678671,2.593059,3.842614e-03
13PR245/2,3682709,2.606978,3693689,2.593163,5.313232e-03
13PR123,3704819,2.596930,3708697,2.593267,1.411469e-03
13PR247/2,3722221,2.602626,3723719,2.593371,3.562195e-03
13PR124,3735406,2.608630,3738733,2.593474,5.826854e-03
13PR249/2,3753443,2.600434,3753721,2.593576,2.640751e-03
13PR125,3760034,2.593551,3768731,2.593677,-4.873026e-05
13PR251/2,3783313,2.604192,3783739,2.593778,4.006875e-03
13PR126,3797879,2.598422,3798793,2.593879,1.749993e-03
13PR253/2,3801443,2.606210,3813773,2.593979,4.703988e-03
13PR127,3822034,2.613491,3828821,2.594079,7.455508e-03
17PR15/2,3834151,2.598408,3843823,2.594177,1.629629e-03
13PR128,3853924,2.606403,3858851,2.594276,4.663603e-03
13PR257/2,3858931,2.597507,3873847,2.594373,1.207133e-03
13PR129,3883478,2.594628,3888851,2.594470,6.084288e-05
13PR259/2,3891541,2.606291,3903899,2.594568,4.508237e-03
13PR130,3912628,2.602100,3918913,2.594663,2.862006e-03
13PR261/2,3927556,2.600320,3933929,2.594759,2.141009e-03
13PR131,3936293,2.599760,3948911,2.594854,1.888838e-03
13PR263/2,3961283,2.606488,3963959,2.594948,4.437060e-03
13PR132,3974746,2.609044,3978971,2.595043,5.380753e-03
13PR265/2,3992123,2.608902,3993959,2.595136,5.290518e-03
13PR133,3996758,2.606043,4009003,2.595230,4.157920e-03
13PR267/2,4015034,2.596429,4024003,2.595322,4.265416e-04
13PR134,4034477,2.610102,4039019,2.595414,5.643136e-03
13PR269/2,4047991,2.608708,4054033,2.595505,5.073833e-03
13PR135,4060838,2.605187,4069063,2.595597,3.687898e-03
13PR271/2,4069376,2.607269,4084079,2.595688,4.451668e-03
17PR8,4087942,2.607185,4099093,2.595778,4.384943e-03
13PR273/2,4099112,2.611193,4114087,2.595868,5.886398e-03
13PR137,4115572,2.602570,4129109,2.595957,2.544076e-03
13PR275/2,4131313,2.600695,4144121,2.596045,1.789434e-03
13PR138,4154263,2.606322,4159153,2.596134,3.916558e-03
13PR277/2,4161457,2.607097,4174151,2.596222,4.179940e-03
13PR139,4186967,2.607727,4189183,2.596309,4.388116e-03
13PR279/2,4197376,2.593242,4194304,2.596338,-1.193252e-03
13PR140,4208627,2.613973,4219211,2.596483,6.713406e-03
13PR281/2,4222718,2.607053,4234229,2.596569,4.029322e-03
13PR141,4242659,2.608260,4249241,2.596654,4.459500e-03
13PR283/2,4254164,2.607386,4264259,2.596740,4.091439e-03
13PR142,4270639,2.603665,4279267,2.596825,2.630599e-03
13PR285/2,4280083,2.607170,4294259,2.596909,3.943357e-03
13PR143,4298422,2.609440,4309297,2.596994,4.781203e-03
13PR287/2,4323628,2.609173,4324303,2.597077,4.646665e-03
13PR144,4333132,2.610882,4339333,2.597161,5.269347e-03
17PR17/2,4342687,2.606964,4354349,2.597243,3.735673e-03
13PR145,4354381,2.614402,4369349,2.597325,6.553416e-03
13PR291/2,4372499,2.601775,4384379,2.597407,1.680319e-03
13PR146,4392541,2.607219,4399363,2.597488,3.739201e-03
13PR293/2,4400353,2.604258,4414379,2.597569,2.571601e-03
13PR147,4416868,2.603212,4429417,2.597650,2.138719e-03
13PR295/2,4441462,2.609455,4444409,2.597731,4.503143e-03
13PR148,4447771,2.609820,4459451,2.597811,4.612161e-03
13PR297/2,4469884,2.605726,4474469,2.597890,3.011596e-03
13PR149,4475881,2.602272,4489483,2.597970,1.654693e-03
13PR299/2,4499059,2.612312,4504457,2.598049,5.474805e-03
13PR150,4512502,2.605336,4519499,2.598128,2.770562e-03
13PR301/2,4520101,2.610048,4534501,2.598206,4.547518e-03
13PR151,4540321,2.610081,4549537,2.598283,4.530231e-03
13PR303/2,4562161,2.604160,4564559,2.598361,2.229388e-03
13PR152,4568336,2.615511,4579567,2.598438,6.549132e-03
13PR305/2,4593406,2.608216,4594589,2.598514,3.726640e-03
17PR9,4602932,2.612112,4609597,2.598590,5.189974e-03
13PR307/2,4621748,2.615499,4624603,2.598667,6.456255e-03
13PR154,4638149,2.615785,4639633,2.598743,6.536542e-03
13PR309/2,4642907,2.600257,4654649,2.598818,5.536982e-04
13PR155,4657141,2.599418,4669627,2.598892,2.023143e-04
13PR311/2,4674077,2.610601,4684661,2.598968,4.466172e-03
13PR156,4687861,2.607950,4699691,2.599042,3.421679e-03
13PR313/2,4710718,2.609368,4714691,2.599115,3.936947e-03
13PR157,4729297,2.607043,4729693,2.599188,3.017353e-03
13PR315/2,4734448,2.611760,4744711,2.599262,4.796588e-03
13PR158,4749676,2.609849,4759753,2.599335,4.036640e-03
13PR317/2,4765841,2.612665,4774769,2.599407,5.087241e-03
13PR159,4785362,2.612487,4789783,2.599480,4.991052e-03
13PR319/2,4792159,2.588525,4804799,2.599552,-4.250921e-03
13PR160,4818013,2.609266,4819813,2.599623,3.702405e-03
13PR321/2,4824811,2.601355,4834829,2.599695,6.382360e-04
13PR161,4837909,2.605804,4849843,2.599766,2.319877e-03
19PR/2,4918721,2.600756,5105063,2.600927,-6.591086e-05
17PR10,5167067,2.597599,5360353,2.602008,-1.696006e-03
17PR21/2,5572393,2.607352,5615609,2.603019,1.663162e-03
17PR11,5638274,2.605302,5870857,2.603966,5.129339e-04
17PR23/2,5878723,2.605254,6126091,2.604856,1.525948e-04
17PR12,6175451,2.603294,6381371,2.605696,-9.220991e-04
17PR25/2,6634582,2.604438,6636611,2.606489,-7.872172e-04
17PR13,6670333,2.604986,6891883,2.607239,-8.646911e-04
17PR27/2,6924206,2.610703,7147139,2.607951,1.054857e-03
17PR14,7376626,2.610535,7402363,2.608628,7.309354e-04
17PR29/2,7515967,2.611962,7657613,2.609272,1.030512e-03
17PR15,7808617,2.611891,7912889,2.609886,7.680612e-04
17PR31/2,8143934,2.607556,8168117,2.610472,-1.117511e-03
17PR16,8377064,2.615094,8388608,2.610957,1.583074e-03
17PR33/2,8527412,2.609130,8678669,2.611570,-9.348359e-04
17PR17,8870593,2.615707,8933917,2.612085,1.385505e-03
17PR35/2,9121549,2.613892,9189157,2.612579,5.024340e-04
17PR18,9307022,2.615493,9444403,2.613054,9.327799e-04
17PR37/2,9601418,2.616651,9699667,2.613512,1.200325e-03
19PR,9798904,2.616429,9954907,2.613953,9.468154e-04
17PR39/2,10030684,2.609830,10210177,2.614377,-1.740807e-03
17PR20,10279447,2.610716,10465453,2.614787,-1.558051e-03
17PR41/2,10509104,2.610205,10720709,2.615183,-1.905181e-03
17PR21,10730206,2.616253,10975927,2.615565,2.631838e-04
17PR43/2,11035639,2.619300,11231219,2.615934,1.285754e-03
17PR22,11262739,2.617318,11486467,2.616293,3.917985e-04
17PR45/2,11722628,2.612843,11741729,2.616639,-1.451895e-03
17PR23,11980162,2.618144,11996939,2.616976,4.463423e-04
17PR47/2,12176348,2.615986,12252197,2.617301,-5.027335e-04
17PR24,12503914,2.618371,12507457,2.617618,2.875505e-04
17PR49/2,12674359,2.620449,12762727,2.617925,9.635316e-04
17PR25,12945293,2.619810,13018003,2.618224,6.054434e-04
17PR51/2,13157726,2.614254,13273207,2.618515,-1.628406e-03
17PR26,13383668,2.621737,13528507,2.618798,1.121819e-03
17PR53/2,13598296,2.621948,13783751,2.619073,1.097295e-03
17PR27,13890334,2.615375,14039023,2.619340,-1.514871e-03
17PR55/2,14203249,2.615943,14294261,2.619601,-1.397404e-03
17PR28,14546944,2.610027,14549527,2.619856,-3.758899e-03
19PR3/2,14653259,2.623627,14804767,2.620104,1.343776e-03
17PR29,14993599,2.620451,15060043,2.620346,4.008711e-05
17PR59/2,15201136,2.622150,15315281,2.620582,5.981843e-04
17PR30,15512572,2.621195,15570553,2.620813,1.457199e-04
17PR61/2,15580924,2.620941,15825787,2.621037,-3.681775e-05
17PR31,15903079,2.620396,16081027,2.621258,-3.290923e-04
17PR63/2,16105231,2.624621,16336301,2.621473,1.200023e-03
17PR32,16453264,2.623584,16591571,2.621684,7.244520e-04
17PR65/2,16618577,2.617779,16777216,2.621833,-1.547496e-03
17PR33,17086924,2.622329,17102077,2.622091,9.072846e-05
17PR67/2,17157347,2.615508,17357339,2.622288,-2.588791e-03
17PR34,17438299,2.625902,17612593,2.622481,1.303603e-03
17PR69/2,17754362,2.624263,17867827,2.622670,6.071366e-04
17PR35,17939156,2.615320,18123097,2.622855,-2.877059e-03
17PR71/2,18252083,2.624696,18378337,2.623036,6.325083e-04
17PR36,18564664,2.625098,18633599,2.623215,7.176695e-04
17PR73/2,18652631,2.624112,18888851,2.623389,2.754132e-04
17PR37,18955823,2.626048,19144117,2.623561,9.476885e-04
17PR75/2,19271158,2.619062,19399379,2.623728,-1.780037e-03
19PR2,19443122,2.621885,19654597,2.623892,-7.653754e-04
17PR77/2,19708879,2.625817,19909867,2.624055,6.714004e-04
17PR39,19998859,2.625370,20165143,2.624213,4.409439e-04
17PR79/2,20283568,2.627375,20420377,2.624369,1.144935e-03
17PR40,20429401,2.628649,20675653,2.624522,1.571407e-03
17PR81/2,20718961,2.625233,20930909,2.624672,2.138263e-04
17PR41,21107407,2.622493,21186149,2.624820,-8.869612e-04
17PR83/2,21411154,2.624482,21441383,2.624965,-1.839239e-04
17PR42,21448858,2.626527,21696629,2.625108,5.404762e-04
17PR85/2,21902344,2.627307,21951929,2.625248,7.838641e-04
17PR43,22109926,2.625829,22207153,2.625386,1.685761e-04
17PR87/2,22446616,2.626041,22462411,2.625522,1.976438e-04
17PR44,22683424,2.626940,22717687,2.625655,4.891500e-04
17PR89/2,22916389,2.628539,22972931,2.625787,1.047378e-03
17PR45,23227639,2.627468,23228143,2.625916,5.907975e-04
17PR91/2,23248021,2.624545,23483459,2.626044,-5.709243e-04
17PR46,23613664,2.628503,23738711,2.626169,8.882016e-04
17PR93/2,23763461,2.627766,23993911,2.626293,5.607577e-04
17PR47,24170554,2.626512,24249217,2.626414,3.715639e-05
19PR5/2,24496594,2.621733,24504479,2.626534,-1.829549e-03
17PR48,24691036,2.622891,24759733,2.626652,-1.432753e-03
17PR97/2,24916354,2.626999,25014989,2.626767,8.813922e-05
17PR49,25251022,2.623810,25270243,2.626882,-1.170316e-03
17PR99/2,25283017,2.628372,25525477,2.626995,5.241391e-04
17PR50,25696939,2.623817,25780709,2.627106,-1.252829e-03
17PR101/2,25801309,2.627088,26036009,2.627216,-4.877293e-05
17PR51,26141191,2.629090,26291263,2.627324,6.718064e-04
17PR103/2,26306708,2.628417,26546491,2.627431,3.752157e-04
17PR52,26617804,2.631407,26801767,2.627536,1.472149e-03
17PR105/2,27035497,2.629789,27057011,2.627640,8.176803e-04
17PR53,27158464,2.629023,27312283,2.627742,4.875258e-04
17PR107/2,27501673,2.628960,27567511,2.627843,4.249120e-04
17PR54,27760763,2.629751,27822793,2.627942,6.880123e-04
17PR109/2,27980503,2.628691,28078031,2.628041,2.472763e-04
17PR55,28301542,2.630045,28333303,2.628137,7.255502e-04
17PR111/2,28396519,2.630694,28588537,2.628234,9.357400e-04
17PR56,28691977,2.629850,28843783,2.628328,5.788139e-04
17PR113/2,28929157,2.630176,29099069,2.628422,6.672030e-04
19PR3,29155046,2.630441,29354323,2.628514,7.328697e-04
17PR115/2,29565262,2.629070,29609561,2.628605,1.769167e-04
17PR58,29613937,2.628569,29864803,2.628695,-4.781741e-05
17PR117/2,30099763,2.626030,30120061,2.628783,-1.047917e-03
17PR59,30218456,2.627828,30375337,2.628871,-3.967382e-04
17PR119/2,30382789,2.631909,30630599,2.628958,1.121832e-03
17PR60,30883093,2.633360,30885853,2.629043,1.640576e-03
17PR121/2,31009246,2.629683,31141109,2.629128,2.109039e-04
17PR61,31171139,2.631779,31396333,2.629212,9.760492e-04
17PR123/2,31624316,2.631075,31651597,2.629295,6.769340e-04
17PR62,31887652,2.631962,31906867,2.629376,9.831915e-04
17PR125/2,31961998,2.630995,32162129,2.629457,5.849105e-04
17PR63,32354356,2.632298,32417381,2.629537,1.049607e-03
17PR127/2,32472961,2.632306,32672639,2.629616,1.022583e-03
17PR64,32919296,2.630170,32927837,2.629694,1.811030e-04
17PR129/2,33019706,2.628541,33183149,2.629771,-4.677952e-04
17PR65,33279284,2.631961,33438359,2.629847,8.034669e-04
17PR131/2,33643406,2.629604,33554432,2.629882,-1.056078e-04
17PR66,33777019,2.632037,33948883,2.629997,7.753590e-04
19PR7/2,34046093,2.632356,34204141,2.630071,8.685561e-04
17PR67,34266923,2.630062,34459423,2.630144,-3.134075e-05
17PR135/2,34576216,2.634091,34714679,2.630216,1.472037e-03
17PR68,34954384,2.627883,34969931,2.630287,-9.145764e-04
17PR137/2,35084837,2.631588,35225171,2.630359,4.671972e-04
17PR69,35316493,2.629890,35480443,2.630428,-2.046850e-04
17PR139/2,35642969,2.631976,35735681,2.630498,5.616731e-04
17PR70,35899592,2.628367,35990951,2.630567,-8.367105e-04
17PR141/2,36073241,2.633081,36246209,2.630634,9.296300e-04
17PR71,36398188,2.630918,36501463,2.630702,8.216026e-05
17PR143/2,36581563,2.629058,36756677,2.630769,-6.504478e-04
17PR72,36973873,2.633653,37011911,2.630835,1.070690e-03
17PR145/2,37016704,2.630069,37267229,2.630899,-3.155574e-04
17PR73,37496491,2.629585,37522483,2.630964,-5.241834e-04
17PR147/2,37751653,2.626389,37777739,2.631028,-1.764649e-03
17PR74,37963693,2.632427,38032991,2.631091,5.076158e-04
17PR149/2,38099641,2.633034,38288213,2.631154,7.143572e-04
17PR75,38387458,2.631562,38543501,2.631216,1.315716e-04
17PR151/2,38661856,2.632132,38798759,2.631278,3.244363e-04
19PR4,38836108,2.629723,39054013,2.631339,-6.143049e-04
17PR153/2,39131578,2.631563,39309251,2.631399,6.228546e-05
17PR77,39347939,2.631460,39564521,2.631459,5.137599e-07
17PR155/2,39766889,2.633842,39819751,2.631519,8.825257e-04
17PR78,39934108,2.634013,40074989,2.631577,9.252711e-04
17PR157/2,40313531,2.634894,40330289,2.631635,1.237724e-03
17PR79,40519231,2.632190,40585543,2.631693,1.888487e-04
17PR159/2,40758841,2.633124,40840777,2.631750,5.220982e-04
17PR80,41026108,2.632692,41096053,2.631807,3.363224e-04
17PR161/2,41344276,2.629465,41351291,2.631862,-9.112789e-04
17PR81,41405201,2.633644,41606533,2.631918,6.554722e-04
17PR163/2,41744774,2.631825,41861759,2.631973,-5.614579e-05
17PR82,41954984,2.633679,42117067,2.632028,6.271699e-04
17PR165/2,42145777,2.633117,42372293,2.632082,3.930697e-04
17PR83,42624509,2.632990,42627569,2.632135,3.247171e-04
17PR167/2,42661672,2.632549,42882821,2.632189,1.369052e-04
17PR84,43062872,2.633218,43138079,2.632242,3.708780e-04
17PR169/2,43159756,2.631244,43393349,2.632294,-3.989940e-04
17PR85,43543622,2.631252,43648601,2.632346,-4.157082e-04
19PR9/2,43817623,2.631417,43903841,2.632398,-3.725767e-04
17PR86,43986944,2.634464,44159107,2.632448,7.656648e-04
17PR173/2,44294533,2.631231,44414329,2.632498,-4.815054e-04
17PR87,44528149,2.634733,44669621,2.632548,8.294897e-04
17PR175/2,44731231,2.634755,44924879,2.632598,8.189560e-04
17PR88,45173824,2.632683,45180133,2.632647,1.351957e-05
17PR177/2,45267808,2.635113,45435389,2.632697,9.171753e-04
17PR89,45561898,2.634634,45690641,2.632746,7.169943e-04
17PR179/2,45750142,2.633862,45945877,2.632794,4.057046e-04
17PR90,46085467,2.634998,46201139,2.632841,8.188468e-04
17PR181/2,46431778,2.632357,46456409,2.632888,-2.018487e-04
17PR91,46594183,2.635729,46711627,2.632935,1.060556e-03
17PR183/2,46894108,2.633895,46966883,2.632983,3.465034e-04
17PR92,47087281,2.633008,47222159,2.633028,-7.776221e-06
17PR185/2,47309188,2.633116,47477429,2.633074,1.593001e-05
17PR93,47622787,2.634875,47732611,2.633120,6.661991e-04
17PR187/2,47873767,2.635685,47987921,2.633165,9.565438e-04
17PR94,48190642,2.635323,48243193,2.633209,8.023109e-04
17PR189/2,48285199,2.635154,48498403,2.633255,7.210677e-04
19PR5,48626887,2.632639,48753673,2.633298,-2.503895e-04
17PR191/2,48879484,2.633137,49008913,2.633343,-7.808217e-05
17PR96,49187434,2.632998,49264213,2.633386,-1.472000e-04
17PR193/2,49318109,2.635156,49519469,2.633429,6.554918e-04
17PR97,49635736,2.634741,49774723,2.633472,4.819348e-04
17PR195/2,49940141,2.633450,50029951,2.633514,-2.448266e-05
17PR98,50141197,2.634563,50285233,2.633557,3.818865e-04
17PR197/2,50458396,2.635375,50540467,2.633598,6.743787e-04
17PR99,50608574,2.633957,50795713,2.633640,1.202443e-04
17PR199/2,50912011,2.636007,51050981,2.633682,8.824353e-04
17PR100,51198841,2.634543,51306247,2.633722,3.115950e-04
17PR201/2,51539167,2.635865,51561479,2.633763,7.977072e-04
17PR101,51716248,2.634955,51816749,2.633804,4.369704e-04
17PR203/2,52007056,2.633287,52072019,2.633844,-2.115792e-04
17PR102,52116109,2.633243,52327243,2.633883,-2.431100e-04
17PR205/2,52371376,2.633141,52582487,2.633923,-2.969333e-04
17PR103,52646206,2.633595,52837747,2.633962,-1.395044e-04
17PR207/2,52911227,2.635705,53093017,2.634002,6.464995e-04
17PR104,53265791,2.635671,53348287,2.634040,6.188495e-04
19PR11/2,53359531,2.635169,53603549,2.634079,4.137283e-04
17PR105,53699671,2.633020,53858797,2.634117,-4.166412e-04
17PR211/2,54054124,2.635260,54114059,2.634155,4.193087e-04
