START,n_0,C_min,Npred_0,Cpred_min,Lambda_min
13PR47/2,712717,2.711910,720703,2.787849,-2.761715e-02
13PR24,722341,2.717417,735733,2.787601,-2.549957e-02
13PR49/2,750157,2.718731,750749,2.787359,-2.492933e-02
13PR25,762766,2.709254,765763,2.787116,-2.833405e-02
17PR3/2,767212,2.718867,780733,2.786884,-2.470888e-02
13PR26,784864,2.715502,795793,2.786656,-2.586548e-02
13PR53/2,798256,2.715503,810809,2.786438,-2.578687e-02
13PR27,813091,2.709646,825821,2.786219,-2.786748e-02
13PR55/2,827227,2.723557,840839,2.786004,-2.266956e-02
13PR28,842383,2.721490,855851,2.785793,-2.335305e-02
13PR57/2,867668,2.719625,870853,2.785587,-2.396462e-02
13PR29,881446,2.717750,885883,2.785388,-2.458285e-02
13PR59/2,891991,2.715980,900869,2.785189,-2.516289e-02
13PR30,915253,2.707576,915911,2.784998,-2.819339e-02
13PR61/2,922639,2.714421,930911,2.784805,-2.559918e-02
13PR31,933458,2.722771,945943,2.784620,-2.246131e-02
13PR63/2,954094,2.707340,960941,2.784435,-2.807838e-02
13PR32,968911,2.720188,975967,2.784256,-2.327970e-02
13PR65/2,990532,2.715933,990989,2.784076,-2.478050e-02
13PR33,998287,2.720834,1006003,2.783903,-2.291545e-02
13PR67/2,1007119,2.713696,1021019,2.783733,-2.548129e-02
17PR2,1030384,2.719654,1036027,2.783565,-2.322781e-02
13PR69/2,1045292,2.717688,1051027,2.783396,-2.389025e-02
13PR35,1052873,2.723598,1066063,2.783234,-2.165976e-02
13PR71/2,1074559,2.728568,1081079,2.783074,-1.977914e-02
13PR36,1093418,2.726444,1096079,2.782916,-2.050110e-02
13PR73/2,1109492,2.727534,1111091,2.782761,-2.004570e-02
13PR37,1114444,2.725505,1126093,2.782608,-2.073489e-02
13PR75/2,1135261,2.712789,1141139,2.782456,-2.535673e-02
13PR38,1151383,2.731348,1156151,2.782307,-1.848518e-02
13PR77/2,1168532,2.727386,1171133,2.782161,-1.988432e-02
13PR39,1174144,2.724530,1186181,2.782016,-2.087991e-02
13PR79/2,1200616,2.718360,1201183,2.781873,-2.309568e-02
13PR40,1204402,2.722110,1216213,2.781732,-2.166644e-02
13PR81/2,1228712,2.726148,1231229,2.781596,-2.013524e-02
13PR41,1238318,2.716586,1246243,2.781459,-2.359967e-02
13PR83/2,1251961,2.726792,1261259,2.781323,-1.980089e-02
13PR42,1265969,2.706811,1276271,2.781190,-2.710770e-02
17PR5/2,1276538,2.717333,1291271,2.781061,-2.318162e-02
13PR43,1294324,2.724163,1306289,2.780930,-2.062418e-02
13PR87/2,1307788,2.725882,1321319,2.780801,-1.994697e-02
13PR44,1327552,2.721881,1336333,2.780677,-2.137124e-02
13PR89/2,1344886,2.719893,1351327,2.780551,-2.205657e-02
13PR45,1360537,2.720300,1366349,2.780430,-2.186342e-02
13PR91/2,1367291,2.723954,1381349,2.780307,-2.047685e-02
13PR46,1385044,2.721107,1396393,2.780188,-2.147977e-02
13PR93/2,1403296,2.725260,1411387,2.780069,-1.991191e-02
13PR47,1412239,2.728905,1426393,2.779953,-1.853359e-02
13PR95/2,1427329,2.725786,1441439,2.779835,-1.963475e-02
13PR48,1444096,2.725336,1456451,2.779722,-1.975920e-02
13PR97/2,1470149,2.723868,1471447,2.779610,-2.025770e-02
13PR49,1473959,2.728227,1486451,2.779497,-1.861803e-02
13PR99/2,1500799,2.720761,1501499,2.779387,-2.131878e-02
13PR50,1512097,2.722303,1516513,2.779276,-2.071225e-02
13PR101/2,1524571,2.720972,1531499,2.779169,-2.116279e-02
17PR3,1540696,2.723631,1546537,2.779063,-2.014790e-02
13PR103/2,1559146,2.714945,1561559,2.778958,-2.330434e-02
13PR52,1563631,2.720486,1576571,2.778851,-2.122699e-02
13PR105/2,1576774,2.721655,1591589,2.778749,-2.076068e-02
13PR53,1599877,2.725090,1606603,2.778647,-1.946266e-02
13PR107/2,1608961,2.726585,1621619,2.778546,-1.887786e-02
13PR54,1625588,2.725489,1636627,2.778446,-1.924392e-02
13PR109/2,1651192,2.726353,1651621,2.778348,-1.889169e-02
13PR55,1664302,2.730072,1666657,2.778247,-1.749217e-02
13PR111/2,1667251,2.722464,1681679,2.778150,-2.024789e-02
13PR56,1693639,2.718244,1696693,2.778054,-2.176460e-02
13PR113/2,1704121,2.726094,1711687,2.777959,-1.884667e-02
13PR57,1720339,2.733698,1726693,2.777865,-1.602738e-02
13PR115/2,1731853,2.727102,1741723,2.777772,-1.840966e-02
13PR58,1750069,2.724857,1756747,2.777680,-1.920010e-02
13PR117/2,1765744,2.720193,1771751,2.777588,-2.088009e-02
13PR59,1775638,2.724874,1786781,2.777497,-1.912797e-02
17PR7/2,1796299,2.727206,1801781,2.777408,-1.824048e-02
13PR60,1807084,2.719154,1816813,2.777318,-2.116491e-02
13PR121/2,1827934,2.729977,1831811,2.777230,-1.716084e-02
13PR61,1844978,2.726073,1846843,2.777143,-1.856059e-02
13PR123/2,1858867,2.722198,1861859,2.777056,-1.995173e-02
13PR62,1872394,2.726872,1876859,2.776972,-1.820596e-02
13PR125/2,1878493,2.729469,1891889,2.776887,-1.722343e-02
13PR63,1897624,2.721163,1906889,2.776802,-2.024054e-02
13PR127/2,1907704,2.727417,1921919,2.776718,-1.791465e-02
13PR64,1930939,2.732325,1936889,2.776636,-1.608723e-02
13PR129/2,1941469,2.730351,1951949,2.776553,-1.678006e-02
13PR65,1954412,2.735814,1966963,2.776473,-1.475240e-02
13PR131/2,1981834,2.730955,1981963,2.776392,-1.650088e-02
13PR66,1988632,2.729040,1996979,2.776312,-1.717353e-02
13PR133/2,2002307,2.722427,2012009,2.776232,-1.957085e-02
13PR67,2012611,2.724440,2027023,2.776155,-1.880397e-02
13PR135/2,2029351,2.725225,2042039,2.776077,-1.848779e-02
17PR4,2047114,2.729384,2057053,2.775999,-1.693474e-02
13PR137/2,2064379,2.726079,2072053,2.775922,-1.811863e-02
13PR69,2079739,2.725196,2087081,2.775847,-1.841557e-02
13PR139/2,2098952,2.733566,2102099,2.775771,-1.532156e-02
13PR70,2111236,2.732502,2117099,2.775695,-1.568349e-02
13PR141/2,2123806,2.728540,2132129,2.775622,-1.710820e-02
13PR71,2140441,2.725924,2147137,2.775548,-1.804075e-02
13PR143/2,2148448,2.728640,2162137,2.775476,-1.701895e-02
13PR72,2162191,2.726269,2177167,2.775403,-1.786195e-02
13PR145/2,2179921,2.726283,2192161,2.775331,-1.783088e-02
13PR73,2205706,2.732240,2207203,2.775260,-1.562265e-02
13PR147/2,2210389,2.726855,2222219,2.775189,-1.756992e-02
13PR74,2223541,2.729842,2237219,2.775119,-1.644990e-02
13PR149/2,2248084,2.731893,2252233,2.775049,-1.567363e-02
13PR75,2252732,2.728165,2267263,2.774981,-1.701468e-02
13PR151/2,2267977,2.732545,2282257,2.774911,-1.538527e-02
13PR76,2284624,2.729237,2297291,2.774844,-1.657245e-02
17PR9/2,2310019,2.730833,2312293,2.774775,-1.596297e-02
13PR77,2322961,2.732496,2327323,2.774709,-1.533040e-02
13PR155/2,2341162,2.729397,2342309,2.774642,-1.644102e-02
13PR78,2355079,2.734667,2357353,2.774576,-1.448827e-02
13PR157/2,2365453,2.732138,2372369,2.774509,-1.538934e-02
13PR79,2378122,2.724636,2387383,2.774445,-1.811589e-02
13PR159/2,2397011,2.728957,2402383,2.774379,-1.650745e-02
13PR80,2417347,2.732538,2417399,2.774316,-1.517338e-02
13PR161/2,2425117,2.728715,2432429,2.774251,-1.655000e-02
13PR81,2439314,2.736460,2447437,2.774188,-1.369298e-02
13PR163/2,2448106,2.732740,2462443,2.774126,-1.503097e-02
13PR82,2473444,2.723779,2477471,2.774062,-1.829242e-02
13PR165/2,2485981,2.735997,2492461,2.774001,-1.379478e-02
13PR83,2503822,2.734057,2507489,2.773939,-1.448175e-02
13PR167/2,2516044,2.724987,2522503,2.773877,-1.778232e-02
13PR84,2522974,2.733513,2537527,2.773817,-1.463675e-02
13PR169/2,2539228,2.730720,2552531,2.773757,-1.563741e-02
17PR5,2560562,2.727542,2567557,2.773695,-1.677953e-02
13PR171/2,2582446,2.730012,2582551,2.773636,-1.585309e-02
13PR86,2590972,2.731842,2597591,2.773577,-1.516172e-02
13PR173/2,2602333,2.732769,2612549,2.773518,-1.480117e-02
13PR87,2623228,2.730931,2627617,2.773459,-1.545270e-02
13PR175/2,2640893,2.720423,2642639,2.773402,-1.928734e-02
13PR88,2653489,2.723771,2657651,2.773344,-1.803650e-02
13PR177/2,2661104,2.736288,2672639,2.773286,-1.343064e-02
13PR89,2679179,2.733075,2687677,2.773229,-1.458500e-02
13PR179/2,2700316,2.731947,2702681,2.773173,-1.497761e-02
13PR90,2704981,2.734200,2717713,2.773117,-1.413307e-02
13PR181/2,2719676,2.735143,2732701,2.773060,-1.376768e-02
13PR91,2737346,2.732388,2747713,2.773004,-1.475526e-02
13PR183/2,2755184,2.731767,2762759,2.772949,-1.496272e-02
13PR92,2769259,2.730243,2777771,2.772895,-1.550128e-02
13PR185/2,2792032,2.727697,2792773,2.772840,-1.641440e-02
13PR93,2799094,2.731666,2807789,2.772785,-1.494055e-02
17PR11/2,2815979,2.732060,2822819,2.772731,-1.477685e-02
13PR94,2827366,2.728937,2837803,2.772678,-1.590148e-02
13PR189/2,2841442,2.730762,2852849,2.772624,-1.521347e-02
13PR95,2854261,2.738113,2867861,2.772572,-1.250641e-02
13PR191/2,2877871,2.725575,2882863,2.772519,-1.707688e-02
13PR96,2894462,2.735003,2897893,2.772467,-1.360500e-02
13PR193/2,2906749,2.733072,2912893,2.772414,-1.429217e-02
13PR97,2915596,2.731213,2927917,2.772362,-1.495383e-02
13PR195/2,2936938,2.728678,2942909,2.772311,-1.586403e-02
13PR98,2943406,2.733592,2957947,2.772260,-1.404638e-02
13PR197/2,2970467,2.728773,2972969,2.772209,-1.579242e-02
13PR99,2980189,2.726434,2987983,2.772158,-1.663155e-02
13PR199/2,2995823,2.732975,3002981,2.772108,-1.421728e-02
13PR100,3009436,2.729810,3018013,2.772058,-1.535799e-02
13PR201/2,3025816,2.730261,3033011,2.772009,-1.517512e-02
13PR101,3047908,2.733747,3048043,2.771959,-1.388109e-02
13PR203/2,3054736,2.731666,3063059,2.771910,-1.462493e-02
17PR6,3069361,2.731734,3078073,2.771861,-1.458236e-02
13PR205/2,3086032,2.726326,3093071,2.771813,-1.654670e-02
13PR103,3101026,2.730907,3108103,2.771764,-1.485015e-02
13PR207/2,3114274,2.726153,3123091,2.771716,-1.657517e-02
13PR104,3137863,2.728794,3138131,2.771668,-1.558955e-02
13PR209/2,3139069,2.732167,3153149,2.771621,-1.433728e-02
13PR105,3155248,2.727833,3168119,2.771573,-1.590751e-02
13PR211/2,3174664,2.733715,3183179,2.771526,-1.373658e-02
13PR106,3195646,2.734447,3198191,2.771479,-1.345189e-02
13PR213/2,3203656,2.733847,3213163,2.771433,-1.365474e-02
13PR107,3221641,2.726471,3228223,2.771386,-1.633946e-02
13PR215/2,3235846,2.731798,3243239,2.771340,-1.437096e-02
13PR108,3250679,2.727217,3258247,2.771294,-1.603268e-02
13PR217/2,3266206,2.734860,3273269,2.771248,-1.321751e-02
13PR109,3282691,2.725967,3288269,2.771203,-1.645829e-02
13PR219/2,3299341,2.728932,3303281,2.771158,-1.535496e-02
13PR110,3309247,2.728662,3318307,2.771113,-1.543767e-02
17PR13/2,3332191,2.729028,3333313,2.771068,-1.528730e-02
13PR111,3347524,2.724256,3348307,2.771023,-1.702120e-02
13PR223/2,3360922,2.728150,3363343,2.770979,-1.557696e-02
13PR112,3371647,2.732425,3378373,2.770936,-1.399568e-02
13PR225/2,3389116,2.733824,3393373,2.770892,-1.346793e-02
13PR113,3405022,2.730190,3408389,2.770848,-1.478221e-02
13PR227/2,3422872,2.735176,3423419,2.770805,-1.294211e-02
13PR114,3427378,2.732321,3438419,2.770761,-1.397058e-02
13PR229/2,3451171,2.729773,3453409,2.770718,-1.488804e-02
13PR115,3460357,2.736337,3468463,2.770675,-1.247081e-02
13PR231/2,3474784,2.733925,3483463,2.770634,-1.333787e-02
13PR116,3486289,2.734565,3498493,2.770591,-1.308828e-02
13PR233/2,3506686,2.729702,3513491,2.770549,-1.485305e-02
13PR117,3514702,2.737754,3528521,2.770507,-1.189246e-02
13PR235/2,3542251,2.729292,3543523,2.770465,-1.497294e-02
13PR118,3547633,2.736222,3558553,2.770423,-1.242188e-02
13PR237/2,3568693,2.729609,3573529,2.770383,-1.482720e-02
17PR7,3579298,2.733031,3588527,2.770342,-1.355953e-02
13PR239/2,3599704,2.730351,3603583,2.770301,-1.452581e-02
13PR120,3604522,2.737056,3618583,2.770260,-1.205829e-02
13PR241/2,3633412,2.731104,3633583,2.770219,-1.422046e-02
13PR121,3637066,2.732615,3648643,2.770179,-1.365291e-02
13PR243/2,3650111,2.732524,3663659,2.770139,-1.367178e-02
13PR122,3670291,2.736174,3678671,2.770099,-1.232247e-02
13PR245/2,3688738,2.727642,3693689,2.770059,-1.543112e-02
13PR123,3696934,2.734030,3708697,2.770020,-1.307783e-02
13PR247/2,3710914,2.731627,3723719,2.769980,-1.394270e-02
13PR124,3724429,2.734092,3738733,2.769941,-1.302663e-02
13PR249/2,3752999,2.732633,3753721,2.769901,-1.354597e-02
13PR125,3757318,2.736864,3768731,2.769863,-1.198512e-02
13PR251/2,3772064,2.736698,3783739,2.769824,-1.203170e-02
13PR126,3793627,2.725122,3798793,2.769785,-1.625650e-02
13PR253/2,3804058,2.730832,3813773,2.769747,-1.414966e-02
13PR127,3821746,2.737778,3828821,2.769709,-1.159562e-02
17PR15/2,3831727,2.724742,3843823,2.769671,-1.635480e-02
13PR128,3844504,2.738658,3858851,2.769633,-1.124680e-02
13PR257/2,3858889,2.731221,3873847,2.769596,-1.395270e-02
13PR129,3887581,2.729470,3888851,2.769558,-1.458029e-02
13PR259/2,3892123,2.734163,3903899,2.769520,-1.284866e-02
13PR130,3904997,2.734361,3918913,2.769483,-1.276289e-02
13PR261/2,3933616,2.735961,3933929,2.769446,-1.216455e-02
13PR131,3945646,2.736319,3948911,2.769409,-1.202035e-02
13PR263/2,3956566,2.725906,3963959,2.769372,-1.581973e-02
13PR132,3964021,2.725647,3978971,2.769336,-1.590175e-02
13PR265/2,3983638,2.733942,3993959,2.769299,-1.284970e-02
13PR133,4005787,2.735124,4009003,2.769263,-1.240445e-02
13PR267/2,4019188,2.738599,4024003,2.769227,-1.112174e-02
13PR134,4026511,2.734961,4039019,2.769191,-1.243804e-02
13PR269/2,4051246,2.737485,4054033,2.769156,-1.150296e-02
13PR135,4057546,2.736076,4069063,2.769120,-1.200480e-02
13PR271/2,4073731,2.733229,4084079,2.769084,-1.303289e-02
17PR8,4084261,2.732782,4099093,2.769049,-1.318380e-02
13PR273/2,4100794,2.727506,4114087,2.769014,-1.510366e-02
13PR137,4126984,2.729787,4129109,2.768978,-1.425471e-02
13PR275/2,4131313,2.733147,4144121,2.768944,-1.301233e-02
13PR138,4151207,2.734636,4159153,2.768909,-1.245504e-02
13PR277/2,4167472,2.734730,4174151,2.768875,-1.240839e-02
13PR139,4186474,2.731941,4189183,2.768840,-1.341611e-02
13PR279/2,4198291,2.734901,4204169,2.768805,-1.232058e-02
13PR140,4211551,2.734270,4219211,2.768771,-1.253905e-02
13PR281/2,4222718,2.736257,4234229,2.768737,-1.180033e-02
13PR141,4240399,2.726996,4249241,2.768703,-1.517834e-02
13PR283/2,4263202,2.735207,4264259,2.768669,-1.215958e-02
13PR142,4268842,2.735671,4279267,2.768636,-1.197804e-02
13PR285/2,4293859,2.735073,4294259,2.768602,-1.218437e-02
13PR143,4301086,2.733466,4309297,2.768568,-1.275982e-02
13PR287/2,4321753,2.733233,4324303,2.768535,-1.283314e-02
13PR144,4334326,2.732485,4339333,2.768502,-1.309493e-02
17PR17/2,4342687,2.731893,4354349,2.768469,-1.329968e-02
13PR145,4354381,2.730668,4369349,2.768436,-1.373627e-02
13PR291/2,4383916,2.733884,4384379,2.768404,-1.254767e-02
13PR146,4392181,2.736872,4399363,2.768371,-1.144340e-02
13PR293/2,4405679,2.735107,4414379,2.768339,-1.207694e-02
13PR147,4414576,2.725750,4429417,2.768306,-1.549196e-02
13PR295/2,4429561,2.736670,4444409,2.768274,-1.148217e-02
13PR148,4454551,2.728368,4459451,2.768241,-1.450847e-02
13PR297/2,4465177,2.721670,4474469,2.768210,-1.695524e-02
13PR149,4487311,2.735416,4489483,2.768177,-1.190545e-02
13PR299/2,4491829,2.735740,4504457,2.768146,-1.177582e-02
13PR150,4505906,2.732893,4519499,2.768114,-1.280547e-02
13PR301/2,4523011,2.733773,4534501,2.768083,-1.247232e-02
13PR151,4542301,2.738062,4549537,2.768051,-1.089309e-02
13PR303/2,4556159,2.739283,4564559,2.768020,-1.043606e-02
13PR152,4569949,2.730546,4579567,2.767989,-1.361947e-02
13PR305/2,4590316,2.734674,4594589,2.767958,-1.209763e-02
17PR9,4602932,2.730097,4609597,2.767926,-1.376116e-02
13PR307/2,4610542,2.737622,4624603,2.767896,-1.099780e-02
13PR154,4628746,2.733243,4639633,2.767865,-1.258745e-02
13PR309/2,4649209,2.739006,4654649,2.767835,-1.047035e-02
13PR155,4656952,2.736057,4669627,2.767804,-1.153639e-02
13PR311/2,4679359,2.732018,4684661,2.767774,-1.300286e-02
13PR156,4692518,2.733604,4699691,2.767743,-1.241130e-02
13PR313/2,4712858,2.736369,4714691,2.767713,-1.138949e-02
13PR157,4720367,2.732981,4729693,2.767683,-1.261755e-02
13PR315/2,4735481,2.735074,4744711,2.767653,-1.184118e-02
13PR158,4754051,2.734134,4759753,2.767623,-1.217408e-02
13PR317/2,4770068,2.733782,4774769,2.767593,-1.229199e-02
13PR159,4785934,2.733510,4789783,2.767564,-1.238101e-02
13PR319/2,4803256,2.730254,4804799,2.767534,-1.356203e-02
13PR160,4812503,2.739274,4819813,2.767505,-1.025327e-02
13PR321/2,4829263,2.737084,4834829,2.767475,-1.104223e-02
13PR161,4846708,2.729681,4849843,2.767446,-1.374012e-02
19PR/2,5009596,2.727074,5105063,2.766965,-1.452181e-02
17PR10,5189644,2.726734,5360353,2.766509,-1.448168e-02
17PR21/2,5414146,2.729621,5615609,2.766077,-1.326730e-02
17PR11,5733139,2.724411,5870857,2.765667,-1.502958e-02
17PR23/2,5951941,2.729490,6126091,2.765277,-1.302603e-02
17PR12,6196783,2.728150,6381371,2.764905,-1.338255e-02
17PR25/2,6426964,2.730382,6636611,2.764549,-1.243599e-02
17PR13,6680521,2.727733,6891883,2.764208,-1.328330e-02
17PR27/2,6922309,2.732561,7147139,2.763881,-1.139659e-02
17PR14,7397776,2.724194,7402363,2.763567,-1.434963e-02
17PR29/2,7612777,2.731147,7657613,2.763265,-1.169128e-02
17PR15,7815604,2.731391,7912889,2.762974,-1.149663e-02
17PR31/2,7966429,2.731537,8168117,2.762694,-1.134184e-02
17PR16,8259989,2.733277,8423407,2.762423,-1.060694e-02
17PR33/2,8447048,2.733645,8678669,2.762162,-1.037782e-02
17PR17,8889394,2.732371,8933917,2.761909,-1.075238e-02
17PR35/2,8963534,2.731916,9189157,2.761664,-1.083020e-02
17PR18,9302926,2.731073,9444403,2.761426,-1.105264e-02
17PR37/2,9585649,2.727835,9699667,2.761196,-1.215566e-02
19PR,9884209,2.729308,9954907,2.760972,-1.153469e-02
17PR39/2,9968566,2.730278,10210177,2.760755,-1.110076e-02
17PR20,10442116,2.734476,10465453,2.760544,-9.487935e-03
17PR41/2,10518322,2.731277,10720709,2.760338,-1.058387e-02
17PR21,10860259,2.728226,10975927,2.760139,-1.162946e-02
17PR43/2,11184871,2.732604,11231219,2.759944,-9.955389e-03
17PR22,11435836,2.730217,11486467,2.759754,-1.076045e-02
17PR45/2,11632178,2.734914,11741729,2.759568,-8.974155e-03
17PR23,11943124,2.731063,11996939,2.759388,-1.031801e-02
17PR47/2,12042022,2.731732,12252197,2.759211,-1.000893e-02
17PR24,12351431,2.733651,12507457,2.759039,-9.244352e-03
17PR49/2,12682316,2.733403,12762727,2.758871,-9.274185e-03
17PR25,12839536,2.733094,13018003,2.758706,-9.327428e-03
17PR51/2,13227782,2.734391,13273207,2.758545,-8.794625e-03
17PR26,13311619,2.733619,13528507,2.758387,-9.019716e-03
17PR53/2,13550599,2.733635,13783751,2.758233,-8.958032e-03
17PR27,13974406,2.733838,14039023,2.758082,-8.829028e-03
17PR55/2,14195113,2.734450,14294261,2.757934,-8.551530e-03
17PR28,14395261,2.732086,14549527,2.757789,-9.363852e-03
19PR3/2,14646256,2.733399,14804767,2.757647,-8.831890e-03
17PR29,14845921,2.733581,15060043,2.757507,-8.714539e-03
17PR59/2,15182176,2.734440,15315281,2.757370,-8.350665e-03
17PR30,15519373,2.731786,15570553,2.757236,-9.273121e-03
17PR61/2,15657931,2.732819,15825787,2.757104,-8.847176e-03
17PR31,15954931,2.729177,16081027,2.756974,-1.013360e-02
17PR63/2,16299604,2.732946,16336301,2.756847,-8.707487e-03
17PR32,16364437,2.734955,16591571,2.756722,-7.927310e-03
17PR65/2,16610101,2.733360,16846811,2.756599,-8.466052e-03
17PR33,17035279,2.730545,17102077,2.756478,-9.452555e-03
17PR67/2,17327704,2.733411,17357339,2.756360,-8.360689e-03
17PR34,17381404,2.732375,17612593,2.756243,-8.697326e-03
17PR69/2,17788024,2.734083,17867827,2.756128,-8.030700e-03
17PR35,17917681,2.733164,18123097,2.756015,-8.325883e-03
17PR71/2,18354484,2.733318,18378337,2.755904,-8.229264e-03
17PR36,18564664,2.731315,18633599,2.755794,-8.922426e-03
17PR73/2,18743869,2.734645,18888851,2.755686,-7.664785e-03
17PR37,19087756,2.731619,19144117,2.755580,-8.733473e-03
17PR75/2,19299583,2.731826,19399379,2.755475,-8.619591e-03
19PR2,19652224,2.735392,19654597,2.755372,-7.277708e-03
17PR77/2,19823218,2.734337,19909867,2.755270,-7.626448e-03
17PR39,19923304,2.734796,20165143,2.755170,-7.422302e-03
17PR79/2,20389942,2.733041,20420377,2.755071,-8.028305e-03
17PR40,20532742,2.734236,20675653,2.754974,-7.555950e-03
17PR81/2,20812354,2.734232,20930909,2.754878,-7.522566e-03
17PR41,20946038,2.736079,21186149,2.754783,-6.812800e-03
17PR83/2,21343579,2.733843,21441383,2.754690,-7.596602e-03
17PR42,21621799,2.734713,21696629,2.754597,-7.244658e-03
17PR85/2,21933544,2.734786,21951929,2.754506,-7.184928e-03
17PR43,22109926,2.734040,22207153,2.754416,-7.425073e-03
17PR87/2,22447066,2.734946,22462411,2.754328,-7.061801e-03
17PR44,22647952,2.732135,22717687,2.754240,-8.058188e-03
17PR89/2,22909969,2.733495,22972931,2.754154,-7.529307e-03
17PR45,23166569,2.735427,23228143,2.754068,-6.791543e-03
17PR91/2,23463161,2.736675,23483459,2.753984,-6.304911e-03
17PR46,23636957,2.735748,23738711,2.753901,-6.613562e-03
17PR93/2,23874934,2.733679,23993911,2.753818,-7.339991e-03
17PR47,24248551,2.734738,24249217,2.753737,-6.923262e-03
19PR5/2,24357169,2.733334,24504479,2.753657,-7.407737e-03
17PR48,24691036,2.734986,24759733,2.753577,-6.774477e-03
17PR97/2,24819511,2.733073,25014989,2.753499,-7.445849e-03
17PR49,25109668,2.733325,25270243,2.753421,-7.325322e-03
17PR99/2,25299304,2.734325,25525477,2.753344,-6.931568e-03
17PR50,25707202,2.733321,25780709,2.753268,-7.271216e-03
17PR101/2,26003543,2.732645,26036009,2.753193,-7.491324e-03
17PR51,26156072,2.735325,26291263,2.753119,-6.484192e-03
17PR103/2,26370496,2.734282,26546491,2.753046,-6.839057e-03
17PR52,26644414,2.736221,26801767,2.752973,-6.103647e-03
17PR105/2,26968048,2.733847,27057011,2.752901,-6.945490e-03
17PR53,27120361,2.733614,27312283,2.752830,-7.004930e-03
17PR107/2,27536224,2.732571,27567511,2.752760,-7.361120e-03
17PR54,27799567,2.735040,27822793,2.752690,-6.432554e-03
17PR109/2,27860188,2.734277,28078031,2.752621,-6.686499e-03
17PR55,28121521,2.734606,28333303,2.752553,-6.541478e-03
17PR111/2,28399738,2.736442,28588537,2.752485,-5.845604e-03
17PR56,28615942,2.733065,28843783,2.752419,-7.056471e-03
17PR113/2,28892764,2.734413,29099069,2.752352,-6.539031e-03
19PR3,29106367,2.735532,29354323,2.752287,-6.106270e-03
17PR115/2,29393282,2.735869,29609561,2.752222,-5.959467e-03
17PR58,29805571,2.734976,29864803,2.752158,-6.262671e-03
17PR117/2,29941189,2.735111,30120061,2.752094,-6.190056e-03
17PR59,30268954,2.734545,30375337,2.752031,-6.374124e-03
17PR119/2,30467596,2.735780,30630599,2.751969,-5.900068e-03
17PR60,30643079,2.734282,30885853,2.751907,-6.425247e-03
17PR121/2,30910192,2.734113,31141109,2.751845,-6.464527e-03
17PR61,31344316,2.735628,31396333,2.751785,-5.888766e-03
17PR123/2,31434691,2.732959,31651597,2.751724,-6.842719e-03
17PR62,31861861,2.734416,31906867,2.751665,-6.288298e-03
17PR125/2,32140111,2.733927,32162129,2.751606,-6.445704e-03
17PR63,32316049,2.733881,32417381,2.751547,-6.441088e-03
17PR127/2,32601211,2.732682,32672639,2.751489,-6.858675e-03
17PR64,32880541,2.732660,32927837,2.751431,-6.845646e-03
17PR129/2,33163456,2.733464,33183149,2.751374,-6.530754e-03
17PR65,33317398,2.731962,33438359,2.751318,-7.060037e-03
17PR131/2,33534757,2.732340,33693641,2.751262,-6.901331e-03
17PR66,33696631,2.732852,33948883,2.751206,-6.693608e-03
19PR7/2,34193701,2.734065,34204141,2.751151,-6.229857e-03
17PR67,34265986,2.735885,34459423,2.751096,-5.544411e-03
17PR135/2,34535983,2.734140,34714679,2.751042,-6.162805e-03
17PR68,34725001,2.734652,34969931,2.750988,-5.955932e-03
17PR137/2,35122042,2.734459,35225171,2.750935,-6.007244e-03
17PR69,35388916,2.735739,35480443,2.750882,-5.519987e-03
17PR139/2,35523016,2.735039,35735681,2.750829,-5.756625e-03
17PR70,35776621,2.732876,35990951,2.750777,-6.528883e-03
17PR141/2,36002023,2.735220,36246209,2.750726,-5.653005e-03
17PR71,36331324,2.733353,36501463,2.750674,-6.316912e-03
17PR143/2,36581563,2.733877,36756677,2.750623,-6.106683e-03
17PR72,36837529,2.734673,37011911,2.750573,-5.797386e-03
17PR145/2,37252381,2.732207,37267229,2.750523,-6.681368e-03
17PR73,37394102,2.735691,37522483,2.750473,-5.388842e-03
17PR147/2,37703639,2.735511,37777739,2.750424,-5.436826e-03
17PR74,38013361,2.732245,38032991,2.750375,-6.613650e-03
17PR149/2,38271133,2.734890,38288213,2.750326,-5.628234e-03
17PR75,38333158,2.734344,38543501,2.750278,-5.810444e-03
17PR151/2,38738134,2.733874,38798759,2.750230,-5.964894e-03
19PR4,38815261,2.733721,39054013,2.750183,-6.003770e-03
17PR153/2,39290323,2.735282,39309251,2.750136,-5.415827e-03
17PR77,39435106,2.734501,39564521,2.750089,-5.684305e-03
17PR155/2,39778681,2.734327,39819751,2.750042,-5.730848e-03
17PR78,39900268,2.733196,40074989,2.749996,-6.127837e-03
17PR157/2,40230202,2.734567,40330289,2.749950,-5.609624e-03
17PR79,40372573,2.734412,40585543,2.749905,-5.649944e-03
17PR159/2,40796614,2.735162,40840777,2.749860,-5.359335e-03
17PR80,41081158,2.733695,41096053,2.749815,-5.879463e-03
17PR161/2,41117092,2.733777,41351291,2.749770,-5.833102e-03
17PR81,41456318,2.733676,41606533,2.749726,-5.854047e-03
17PR163/2,41836378,2.733233,41861759,2.749682,-6.000111e-03
17PR82,41925439,2.735525,42117067,2.749638,-5.145893e-03
17PR165/2,42164266,2.734659,42372293,2.749595,-5.446880e-03
17PR83,42410287,2.735000,42627569,2.749552,-5.306553e-03
