START,n_0,C_min,Npred_0,Cbound,Lambda_min,Jitter,JitterRatio
17PR50,25707202,2.733321,25780709,2.472678,1.002156e-01,0.000577,4.517210e+02
17PR101/2,26003543,2.732645,26036009,2.473947,9.945515e-02,0.000572,4.522692e+02
17PR51,26156072,2.735325,26291263,2.475185,9.993512e-02,0.000567,4.588007e+02
17PR103/2,26370496,2.734282,26546491,2.476407,9.906016e-02,0.000565,4.564159e+02
17PR52,26644414,2.736221,26801767,2.477605,9.928540e-02,0.000560,4.618143e+02
17PR105/2,26968048,2.733847,27057011,2.478783,9.794206e-02,0.000556,4.587482e+02
17PR53,27120361,2.733614,27312283,2.479938,9.739098e-02,0.000551,4.603920e+02
17PR107/2,27536224,2.732571,27567511,2.481079,9.654938e-02,0.000547,4.597660e+02
17PR54,27799567,2.735040,27822793,2.482194,9.700321e-02,0.000545,4.639376e+02
17PR109/2,27860188,2.734277,28078031,2.483294,9.628115e-02,0.000541,4.639242e+02
17PR55,28121521,2.734606,28333303,2.484376,9.596585e-02,0.000537,4.659777e+02
17PR111/2,28399738,2.736442,28588537,2.485439,9.620923e-02,0.000532,4.718102e+02
17PR56,28615942,2.733065,28843783,2.486483,9.455443e-02,0.000528,4.670114e+02
17PR113/2,28892764,2.734413,29099069,2.487510,9.463458e-02,0.000527,4.685066e+02
19PR3,29106367,2.735532,29354323,2.488525,9.463577e-02,0.000523,4.722887e+02
17PR115/2,29393282,2.735869,29609561,2.489518,9.436000e-02,0.000519,4.746647e+02
17PR58,29805571,2.734976,29864803,2.490499,9.363957e-02,0.000515,4.747126e+02
17PR117/2,29941189,2.735111,30120061,2.491464,9.330153e-02,0.000511,4.768043e+02
17PR59,30268954,2.734545,30375337,2.492414,9.271334e-02,0.000511,4.738376e+02
17PR119/2,30467596,2.735780,30630599,2.493348,9.279020e-02,0.000507,4.781696e+02
17PR60,30643079,2.734282,30885853,2.494269,9.187318e-02,0.000503,4.771630e+02
17PR121/2,30910192,2.734113,31141109,2.495178,9.144700e-02,0.000500,4.778700e+02
17PR61,31344316,2.735628,31396333,2.496071,9.164313e-02,0.000496,4.829778e+02
17PR123/2,31434691,2.732959,31651597,2.496950,9.031492e-02,0.000495,4.767859e+02
17PR62,31861861,2.734416,31906867,2.497817,9.050073e-02,0.000492,4.808923e+02
17PR125/2,32140111,2.733927,32162129,2.498672,8.997965e-02,0.000488,4.820799e+02
17PR63,32316049,2.733881,32417381,2.499513,8.962630e-02,0.000485,4.832330e+02
17PR127/2,32601211,2.732682,32672639,2.500342,8.885602e-02,0.000482,4.820332e+02
17PR64,32880541,2.732660,32927837,2.501163,8.851967e-02,0.000478,4.843033e+02
17PR129/2,33163456,2.733464,33183149,2.501967,8.849245e-02,0.000478,4.843033e+02
17PR65,33317398,2.731962,33438359,2.502764,8.762431e-02,0.000475,4.825221e+02
17PR131/2,33534757,2.732340,33693641,2.503549,8.744906e-02,0.000471,4.857558e+02
17PR66,33696631,2.732852,33948883,2.504319,8.732891e-02,0.000468,4.883184e+02
19PR7/2,34193701,2.734065,34204141,2.505081,8.746844e-02,0.000465,4.924387e+02
17PR67,34265986,2.735885,34459423,2.505834,8.783335e-02,0.000462,4.979459e+02
17PR135/2,34535983,2.734140,34714679,2.506578,8.689847e-02,0.000462,4.925584e+02
17PR68,34725001,2.734652,34969931,2.507308,8.679452e-02,0.000459,4.953028e+02
17PR137/2,35122042,2.734459,35225171,2.508028,8.643682e-02,0.000456,4.965592e+02
17PR69,35388916,2.735739,35480443,2.508743,8.661977e-02,0.000453,5.010949e+02
17PR139/2,35523016,2.735039,35735681,2.509447,8.608329e-02,0.000450,5.013156e+02
17PR70,35776621,2.732876,35990951,2.510138,8.501680e-02,0.000447,4.982953e+02
17PR141/2,36002023,2.735220,36246209,2.510823,8.560128e-02,0.000447,5.020067e+02
17PR71,36331324,2.733353,36501463,2.511499,8.464927e-02,0.000444,4.996712e+02
17PR143/2,36581563,2.733877,36756677,2.512167,8.457502e-02,0.000442,5.016063e+02
17PR72,36837529,2.734673,37011911,2.512825,8.460425e-02,0.000439,5.053485e+02
17PR145/2,37252381,2.732207,37267229,2.513478,8.344226e-02,0.000436,5.016720e+02
17PR73,37394102,2.735691,37522483,2.514119,8.446161e-02,0.000434,5.105346e+02
17PR147/2,37703639,2.735511,37777739,2.514755,8.414287e-02,0.000434,5.086544e+02
17PR74,38013361,2.732245,38032991,2.515380,8.269973e-02,0.000431,5.031671e+02
17PR149/2,38271133,2.734890,38288213,2.516000,8.342088e-02,0.000429,5.102331e+02
17PR75,38333158,2.734344,38543501,2.516612,8.297800e-02,0.000426,5.111080e+02
17PR151/2,38738134,2.733874,38798759,2.517215,8.256652e-02,0.000424,5.109882e+02
19PR4,38815261,2.733721,39054013,2.517811,8.227381e-02,0.000421,5.128504e+02
17PR153/2,39290323,2.735282,39309251,2.518402,8.260997e-02,0.000421,5.151544e+02
17PR77,39435106,2.734501,39564521,2.518985,8.209293e-02,0.000419,5.143580e+02
17PR155/2,39778681,2.734327,39819751,2.519559,8.180145e-02,0.000416,5.162692e+02
17PR78,39900268,2.733196,40074989,2.520127,8.116232e-02,0.000414,5.146594e+02
17PR157/2,40230202,2.734567,40330289,2.520691,8.144003e-02,0.000412,5.191165e+02
17PR79,40372573,2.734412,40585543,2.521245,8.116359e-02,0.000409,5.211907e+02
17PR159/2,40796614,2.735162,40840777,2.521796,8.121932e-02,0.000407,5.242408e+02
17PR80,41081158,2.733695,41096053,2.522340,8.046713e-02,0.000407,5.192998e+02
17PR161/2,41117092,2.733777,41351291,2.522874,8.028544e-02,0.000405,5.207481e+02
17PR81,41456318,2.733676,41606533,2.523405,8.003804e-02,0.000403,5.217643e+02
17PR163/2,41836378,2.733233,41861759,2.523930,7.966795e-02,0.000401,5.219526e+02
17PR82,41925439,2.735525,42117067,2.524449,8.030055e-02,0.000399,5.290125e+02
17PR165/2,42164266,2.734659,42372293,2.524963,7.978034e-02,0.000396,5.295354e+02
17PR83,42410287,2.735000,42627569,2.525472,7.970346e-02,0.000394,5.317970e+02
17PR167/2,42806479,2.734790,42882821,2.525973,7.942832e-02,0.000395,5.286506e+02
17PR84,43042366,2.734096,43138079,2.526468,7.897857e-02,0.000393,5.283155e+02
17PR169/2,43342969,2.733466,43393349,2.526961,7.855301e-02,0.000391,5.281458e+02
17PR85,43426127,2.733086,43648601,2.527446,7.822207e-02,0.000389,5.286375e+02
19PR9/2,43877653,2.734766,43903841,2.527927,7.864628e-02,0.000387,5.344677e+02
17PR86,44103077,2.735047,44159107,2.528404,7.856035e-02,0.000385,5.367351e+02
17PR173/2,44260852,2.734094,44414329,2.528875,7.802558e-02,0.000383,5.358198e+02
17PR87,44629009,2.734142,44669621,2.529340,7.785928e-02,0.000383,5.347311e+02
17PR175/2,44829082,2.733349,44924879,2.529800,7.738735e-02,0.000381,5.342493e+02
17PR88,44989444,2.733975,45180133,2.530256,7.743611e-02,0.000379,5.375172e+02
17PR177/2,45380716,2.733412,45435389,2.530709,7.705115e-02,0.000377,5.376737e+02
17PR89,45452689,2.734787,45690641,2.531155,7.737783e-02,0.000375,5.430187e+02
17PR179/2,45779647,2.735421,45945877,2.531596,7.743542e-02,0.000373,5.464477e+02
17PR90,46125991,2.734204,46201139,2.532033,7.681781e-02,0.000372,5.434704e+02
17PR181/2,46424713,2.733448,46456409,2.532468,7.636949e-02,0.000372,5.402688e+02
17PR91,46673987,2.734491,46711627,2.532895,7.658240e-02,0.000370,5.448541e+02
17PR183/2,46846291,2.734654,46966883,2.533321,7.647383e-02,0.000369,5.456179e+02
17PR92,47027161,2.734378,47222159,2.533741,7.620712e-02,0.000367,5.466948e+02
17PR185/2,47451823,2.733420,47477429,2.534157,7.569254e-02,0.000365,5.459260e+02
17PR93,47543021,2.733542,47732611,2.534570,7.557421e-02,0.000363,5.481322e+02
17PR187/2,47950181,2.734291,47987921,2.534978,7.568721e-02,0.000362,5.505884e+02
17PR94,48155368,2.732287,48243193,2.535383,7.479428e-02,0.000360,5.469556e+02
17PR189/2,48409969,2.733510,48498403,2.535783,7.508403e-02,0.000360,5.492417e+02
19PR5,48699997,2.733273,48753673,2.536179,7.484117e-02,0.000359,5.490084e+02
17PR191/2,48811603,2.735499,49008913,2.536571,7.550070e-02,0.000357,5.572213e+02
17PR96,49105663,2.733138,49264213,2.536960,7.448389e-02,0.000355,5.526141e+02
17PR193/2,49361758,2.733754,49519469,2.537344,7.455789e-02,0.000354,5.548305e+02
17PR97,49588426,2.735267,49774723,2.537727,7.496026e-02,0.000352,5.611932e+02
17PR195/2,50013037,2.732075,50029951,2.538104,7.364405e-02,0.000351,5.526239e+02
17PR98,50223211,2.734064,50285233,2.538477,7.422485e-02,0.000351,5.572279e+02
17PR197/2,50426683,2.734617,50540467,2.538850,7.428017e-02,0.000350,5.593343e+02
17PR99,50737684,2.734023,50795713,2.539217,7.391839e-02,0.000348,5.597874e+02
17PR199/2,50839939,2.733454,51050981,2.539581,7.356690e-02,0.000346,5.603266e+02
17PR100,51137407,2.732453,51306247,2.539942,7.305849e-02,0.000345,5.580029e+02
17PR201/2,51505501,2.734171,51561479,2.540301,7.354570e-02,0.000343,5.652187e+02
17PR101,51762679,2.734487,51816749,2.540653,7.352272e-02,0.000342,5.667661e+02
17PR203/2,51999418,2.735457,52072019,2.541004,7.373924e-02,0.000340,5.719206e+02
17PR102,52177927,2.733094,52327243,2.541352,7.273808e-02,0.000341,5.622933e+02
17PR205/2,52428841,2.734006,52582487,2.541697,7.293596e-02,0.000339,5.672832e+02
17PR103,52728007,2.734758,52837747,2.542038,7.307683e-02,0.000338,5.701775e+02
17PR207/2,52884361,2.734614,53093017,2.542379,7.289004e-02,0.000337,5.704303e+02
17PR104,53264671,2.732027,53348287,2.542715,7.181142e-02,0.000335,5.651104e+02
19PR11/2,53367757,2.732943,53603549,2.543047,7.201608e-02,0.000334,5.685509e+02
17PR105,53631499,2.734431,53858797,2.543376,7.243104e-02,0.000332,5.754669e+02
17PR211/2,53875468,2.734779,54114059,2.543705,7.242895e-02,0.000331,5.772628e+02
17PR106,54302537,2.734057,54369311,2.544028,7.203793e-02,0.000330,5.758455e+02
17PR213/2,54578611,2.734547,54624529,2.544351,7.209018e-02,0.000330,5.763515e+02
17PR107,54831331,2.735310,54879793,2.544668,7.224459e-02,0.000329,5.794590e+02
17PR215/2,54888608,2.735576,55135049,2.544986,7.221687e-02,0.000327,5.828440e+02
17PR108,55228417,2.733070,55390327,2.545297,7.117818e-02,0.000326,5.759908e+02
17PR217/2,55416299,2.734079,55645571,2.545608,7.142511e-02,0.000325,5.799108e+02
17PR109,55677004,2.734137,55900837,2.545917,7.132495e-02,0.000323,5.827245e+02
17PR219/2,56114413,2.733555,56156081,2.546224,7.099148e-02,0.000322,5.817733e+02
17PR110,56196863,2.733779,56411353,2.546527,7.095443e-02,0.000321,5.833396e+02
17PR221/2,56467237,2.734556,56666579,2.546828,7.112042e-02,0.000322,5.830062e+02
17PR111,56887297,2.734635,56921863,2.547126,7.103231e-02,0.000320,5.859656e+02
17PR223/2,56949331,2.733333,57177101,2.547421,7.044027e-02,0.000319,5.827962e+02
17PR112,57220754,2.732847,57432373,2.547714,7.014744e-02,0.000318,5.821792e+02
17PR225/2,57524059,2.734789,57687607,2.548004,7.074398e-02,0.000316,5.910918e+02
17PR113,57850246,2.734289,57942883,2.548292,7.044811e-02,0.000315,5.904667e+02
17PR227/2,58118624,2.734777,58198097,2.548578,7.051434e-02,0.000314,5.929904e+02
19PR6,58293619,2.733232,58453393,2.548864,6.983702e-02,0.000313,5.890351e+02
17PR229/2,58657868,2.734278,58708621,2.549144,7.010980e-02,0.000312,5.933782e+02
17PR115,58938554,2.731497,58963889,2.549423,6.898275e-02,0.000312,5.835705e+02
17PR231/2,59035969,2.733992,59219141,2.549701,6.978671e-02,0.000311,5.925756e+02
17PR116,59234347,2.732520,59474407,2.549975,6.914071e-02,0.000310,5.888548e+02
17PR233/2,59563921,2.734175,59729633,2.550248,6.963914e-02,0.000309,5.952330e+02
17PR117,59835442,2.733698,59984921,2.550520,6.935801e-02,0.000308,5.947338e+02
17PR235/2,60226472,2.733879,60240179,2.550787,6.931954e-02,0.000306,5.983399e+02
17PR118,60309947,2.733104,60495433,2.551054,6.893135e-02,0.000305,5.968852e+02
17PR237/2,60513652,2.732485,60750689,2.551319,6.860097e-02,0.000304,5.959408e+02
17PR119,60881189,2.733531,61005929,2.551582,6.888062e-02,0.000303,6.004917e+02
17PR239/2,61241101,2.734259,61261199,2.551842,6.904502e-02,0.000304,6.000559e+02
17PR120,61486441,2.734221,61516447,2.552099,6.893041e-02,0.000303,6.010627e+02
17PR241/2,61570162,2.730269,61771691,2.552356,6.738328e-02,0.000301,5.910731e+02
17PR121,61848412,2.734341,62026961,2.552610,6.877409e-02,0.000300,6.057700e+02
17PR243/2,62256382,2.734836,62282179,2.552863,6.885600e-02,0.000299,6.086054e+02
17PR122,62487676,2.732358,62537473,2.553115,6.785079e-02,0.000298,6.014866e+02
17PR245/2,62636941,2.733477,62792693,2.553364,6.816272e-02,0.000297,6.064411e+02
17PR123,62849071,2.731465,63047981,2.553611,6.732966e-02,0.000296,6.008581e+02
19PR13/2,63106412,2.733966,63303217,2.553855,6.814932e-02,0.000295,6.105458e+02
17PR124,63426424,2.731496,63558491,2.554098,6.715032e-02,0.000296,5.993176e+02
17PR249/2,63768323,2.733854,63813731,2.554341,6.791807e-02,0.000295,6.085186e+02
17PR125,64045609,2.734815,64069003,2.554580,6.817597e-02,0.000294,6.130442e+02
17PR251/2,64118143,2.733386,64324237,2.554820,6.755936e-02,0.000293,6.094403e+02
17PR126,64412794,2.735131,64579511,2.555055,6.810558e-02,0.000292,6.166986e+02
17PR253/2,64690258,2.734473,64834751,2.555290,6.777301e-02,0.000291,6.157491e+02
17PR127,64881304,2.732921,65090021,2.555522,6.711449e-02,0.000290,6.117207e+02
17PR255/2,65186497,2.733684,65345279,2.555755,6.730247e-02,0.000288,6.178090e+02
17PR128,65587744,2.733327,65600489,2.555983,6.708266e-02,0.000287,6.179233e+02
17PR257/2,65628188,2.734634,65855771,2.556211,6.747152e-02,0.000288,6.195243e+02
17PR129,66069502,2.732810,66111043,2.556439,6.671511e-02,0.000287,6.145331e+02
17PR259/2,66143689,2.734154,66366281,2.556664,6.711878e-02,0.000286,6.205944e+02
17PR130,66456106,2.733720,66621551,2.556885,6.687360e-02,0.000285,6.204737e+02
17PR261/2,66763696,2.733928,66876791,2.557107,6.686286e-02,0.000284,6.226092e+02
17PR131,67019629,2.733910,67132063,2.557327,6.677025e-02,0.000283,6.239682e+02
17PR263/2,67194196,2.734537,67387291,2.557546,6.691393e-02,0.000282,6.276277e+02
17PR132,67465324,2.733802,67642571,2.557763,6.656027e-02,0.000281,6.264733e+02
17PR265/2,67753702,2.733820,67897807,2.557979,6.648240e-02,0.000281,6.257687e+02
19PR7,68066554,2.733285,68153077,2.558193,6.620303e-02,0.000280,6.253286e+02
17PR267/2,68220587,2.733578,68408339,2.558405,6.622736e-02,0.000280,6.256179e+02
17PR134,68449258,2.734036,68663593,2.558617,6.631203e-02,0.000279,6.287419e+02
17PR269/2,68902441,2.733095,68918771,2.558828,6.588533e-02,0.000279,6.246129e+02
17PR135,69119936,2.734272,69174101,2.559036,6.623460e-02,0.000278,6.303453e+02
17PR271/2,69336326,2.733904,69429337,2.559242,6.601950e-02,0.000277,6.305487e+02
17PR136,69668254,2.733273,69684611,2.559448,6.570818e-02,0.000276,6.298007e+02
17PR273/2,69848854,2.734405,69939847,2.559652,6.604255e-02,0.000275,6.354655e+02
17PR137,70146212,2.734025,70195093,2.559854,6.582466e-02,0.000274,6.356606e+02
17PR275/2,70274461,2.733573,70450379,2.560057,6.558002e-02,0.000273,6.355897e+02
17PR138,70659958,2.733020,70705627,2.560256,6.529997e-02,0.000272,6.351618e+02
17PR277/2,70869622,2.732698,70960871,2.560456,6.510403e-02,0.000273,6.309231e+02
17PR139,71074411,2.733513,71216129,2.560652,6.532568e-02,0.000272,6.355184e+02
17PR279/2,71245396,2.733268,71471363,2.560849,6.515912e-02,0.000271,6.362325e+02
17PR140,71636029,2.733581,71726651,2.561044,6.519748e-02,0.000270,6.390259e+02
17PR281/2,71822581,2.734036,71981879,2.561237,6.528856e-02,0.000270,6.399963e+02
17PR141,72217246,2.733511,72237163,2.561430,6.502117e-02,0.000269,6.397063e+02
17PR283/2,72447197,2.734329,72492419,2.561622,6.524542e-02,0.000268,6.444291e+02
17PR142,72670336,2.732180,72747673,2.561811,6.438540e-02,0.000267,6.380861e+02
19PR15/2,72786484,2.733687,73002877,2.561999,6.486343e-02,0.000266,6.454436e+02
17PR143,73021612,2.733524,73258169,2.562187,6.473043e-02,0.000265,6.465547e+02
17PR287/2,73305721,2.734058,73513421,2.562374,6.485278e-02,0.000266,6.454286e+02
17PR144,73728163,2.733927,73768691,2.562559,6.473267e-02,0.000265,6.466717e+02
17PR289/2,73921411,2.733981,74023903,2.562743,6.468062e-02,0.000265,6.461811e+02
17PR145,74234086,2.733442,74279201,2.562926,6.441205e-02,0.000264,6.458939e+02
17PR291/2,74481601,2.733220,74534459,2.563108,6.425982e-02,0.000263,6.468137e+02
17PR146,74698069,2.733978,74789713,2.563288,6.446688e-02,0.000262,6.514885e+02
17PR293/2,74903176,2.733278,75044969,2.563467,6.414098e-02,0.000261,6.506169e+02
17PR147,75282451,2.733258,75300223,2.563645,6.406423e-02,0.000261,6.498582e+02
17PR295/2,75408247,2.733581,75555479,2.563823,6.411297e-02,0.000260,6.529154e+02
17PR148,75792848,2.732842,75810697,2.564000,6.377355e-02,0.000259,6.518996e+02
17PR297/2,76035857,2.734373,76065989,2.564175,6.426537e-02,0.000258,6.596822e+02
17PR149,76191536,2.733560,76321207,2.564348,6.390053e-02,0.000259,6.533282e+02
17PR299/2,76487647,2.734783,76576477,2.564521,6.428037e-02,0.000258,6.599302e+02
17PR150,76747984,2.732188,76831739,2.564693,6.326397e-02,0.000258,6.492054e+02
17PR301/2,77082872,2.733629,77086979,2.564863,6.372496e-02,0.000257,6.566770e+02
17PR151,77258372,2.734235,77342257,2.565034,6.387996e-02,0.000256,6.609414e+02
17PR303/2,77402477,2.733294,77597441,2.565202,6.347025e-02,0.000255,6.591843e+02
19PR8,77626576,2.731986,77852771,2.565371,6.292571e-02,0.000255,6.533922e+02
17PR305/2,77964608,2.733014,78108001,2.565536,6.323761e-02,0.000254,6.593622e+02
17PR153,78344677,2.734167,78363281,2.565703,6.359430e-02,0.000253,6.658656e+02
17PR307/2,78378082,2.733973,78618521,2.565866,6.345982e-02,0.000252,6.670913e+02
17PR154,78822322,2.733133,78873787,2.566031,6.308822e-02,0.000252,6.631032e+02
17PR309/2,79019147,2.733636,79129049,2.566195,6.320833e-02,0.000252,6.644484e+02
17PR155,79340026,2.733577,79384289,2.566355,6.312440e-02,0.000252,6.635794e+02
17PR311/2,79537217,2.733536,79639537,2.566516,6.304667e-02,0.000251,6.654183e+02
17PR156,79770694,2.734084,79894807,2.566677,6.318440e-02,0.000250,6.696280e+02
17PR313/2,79991476,2.732193,80150047,2.566836,6.243057e-02,0.000250,6.614280e+02
17PR157,80368018,2.733973,80405279,2.566993,6.302069e-02,0.000249,6.706024e+02
17PR315/2,80598754,2.733856,80660579,2.567150,6.291673e-02,0.000248,6.722016e+02
17PR158,80860189,2.732760,80915819,2.567307,6.245460e-02,0.000247,6.698502e+02
17PR317/2,81165349,2.733151,81171061,2.567462,6.253729e-02,0.000247,6.708057e+02
17PR159,81412351,2.733202,81426337,2.567617,6.249558e-02,0.000246,6.731098e+02
17PR319/2,81669668,2.733703,81681563,2.567770,6.261928e-02,0.000245,6.772776e+02
17PR160,81835906,2.733855,81936851,2.567923,6.261530e-02,0.000246,6.745203e+02
17PR321/2,81948434,2.733195,82192109,2.568075,6.231466e-02,0.000246,6.712195e+02
17PR161,82401211,2.732812,82447357,2.568226,6.211573e-02,0.000245,6.717796e+02
19PR17/2,82452439,2.733444,82702597,2.568376,6.228856e-02,0.000244,6.765082e+02
17PR162,82781344,2.733194,82957873,2.568525,6.213908e-02,0.000244,6.748730e+02
17PR325/2,83034106,2.732689,83213071,2.568674,6.189629e-02,0.000243,6.749588e+02
17PR163,83257348,2.732086,83468347,2.568822,6.161799e-02,0.000242,6.746446e+02
17PR327/2,83574496,2.732369,83723639,2.568968,6.166474e-02,0.000242,6.752107e+02
17PR164,83756191,2.733004,83978893,2.569114,6.184028e-02,0.000241,6.800415e+02
17PR329/2,83992624,2.734050,84234149,2.569260,6.216611e-02,0.000240,6.866250e+02
17PR165,84386002,2.733483,84489347,2.569404,6.190265e-02,0.000240,6.836625e+02
17PR331/2,84724982,2.733962,84744659,2.569547,6.202222e-02,0.000240,6.850625e+02
17PR166,84769249,2.734224,84999913,2.569691,6.206201e-02,0.000240,6.855542e+02
17PR333/2,85059736,2.732673,85255169,2.569832,6.143972e-02,0.000239,6.813431e+02
17PR167,85390912,2.733515,85510423,2.569973,6.169293e-02,0.000238,6.871513e+02
17PR335/2,85760956,2.734200,85765679,2.570114,6.188863e-02,0.000238,6.894370e+02
17PR168,85928617,2.732074,86020871,2.570253,6.105669e-02,0.000237,6.827890e+02
17PR337/2,86088649,2.733159,86276167,2.570393,6.139928e-02,0.000237,6.867764e+02
17PR169,86484907,2.733049,86531429,2.570530,6.130573e-02,0.000236,6.886398e+02
17PR339/2,86647291,2.734024,86786681,2.570668,6.160873e-02,0.000235,6.951319e+02
17PR170,86975899,2.734061,87041951,2.570806,6.156858e-02,0.000235,6.947021e+02
17PR341/2,87213169,2.732932,87297169,2.570940,6.110343e-02,0.000234,6.922735e+02
19PR9,87471289,2.733403,87552457,2.571076,6.122286e-02,0.000234,6.937051e+02
17PR343/2,87647344,2.732298,87807719,2.571211,6.076602e-02,0.000234,6.884060e+02
17PR172,87999941,2.733673,88062899,2.571343,6.121780e-02,0.000234,6.937179e+02
17PR345/2,88210156,2.733941,88318211,2.571477,6.126372e-02,0.000233,6.972704e+02
17PR173,88525714,2.733120,88573477,2.571610,6.091165e-02,0.000233,6.931760e+02
17PR347/2,88742716,2.733130,88828721,2.571742,6.086398e-02,0.000232,6.956379e+02
17PR174,89003938,2.733136,89083993,2.571873,6.081524e-02,0.000231,6.981082e+02
17PR349/2,89242276,2.733544,89339221,2.572002,6.091435e-02,0.000231,6.993160e+02
17PR175,89562721,2.734347,89594503,2.572132,6.115752e-02,0.000230,7.052826e+02
17PR351/2,89714026,2.731853,89849731,2.572261,6.019485e-02,0.000230,6.938783e+02
17PR176,90050416,2.732522,90105013,2.572389,6.038995e-02,0.000229,6.992707e+02
17PR353/2,90257899,2.734072,90360241,2.572517,6.090728e-02,0.000228,7.085746e+02
17PR177,90393631,2.732828,90615509,2.572644,6.040281e-02,0.000228,7.025614e+02
17PR355/2,90670306,2.733233,90870761,2.572770,6.050202e-02,0.000229,7.007118e+02
17PR178,91058941,2.732665,91126003,2.572896,6.024521e-02,0.000228,7.007412e+02
17PR357/2,91198441,2.733097,91381271,2.573021,6.035470e-02,0.000228,7.020877e+02
17PR179,91441711,2.734424,91636541,2.573145,6.079192e-02,0.000227,7.104802e+02
17PR359/2,91746388,2.732444,91891799,2.573270,6.001898e-02,0.000226,7.043097e+02
17PR180,92031256,2.732172,92147051,2.573393,5.987164e-02,0.000226,7.025619e+02
19PR19/2,92256592,2.732774,92402281,2.573515,6.004454e-02,0.000225,7.078178e+02
17PR181,92484806,2.733765,92657519,2.573637,6.035971e-02,0.000225,7.116800e+02
17PR363/2,92852524,2.733332,92912789,2.573758,6.015429e-02,0.000224,7.123839e+02
17PR182,93138181,2.732962,93168073,2.573879,5.997190e-02,0.000224,7.101920e+02
17PR365/2,93231871,2.733434,93423329,2.573999,6.009797e-02,0.000223,7.149552e+02
17PR183,93574738,2.733545,93678581,2.574118,6.009235e-02,0.000223,7.149193e+02
17PR367/2,93852196,2.732684,93933809,2.574237,5.973110e-02,0.000222,7.137252e+02
17PR184,94130116,2.733402,94189091,2.574356,5.994758e-02,0.000223,7.132108e+02
17PR369/2,94349113,2.732908,94444331,2.574473,5.972139e-02,0.000222,7.136712e+02
17PR185,94595896,2.733621,94699573,2.574591,5.993642e-02,0.000222,7.163514e+02
17PR371/2,94756148,2.734237,94954859,2.574707,6.011668e-02,0.000221,7.218552e+02
17PR186,95206201,2.733635,95210113,2.574823,5.985143e-02,0.000221,7.186063e+02
17PR373/2,95374313,2.733567,95465369,2.574938,5.978189e-02,0.000220,7.210409e+02
17PR187,95499571,2.733208,95720551,2.575054,5.960551e-02,0.000220,7.188818e+02
17PR375/2,95836621,2.733444,95975861,2.575167,5.964797e-02,0.000219,7.227260e+02
17PR188,96140866,2.733761,96231133,2.575282,5.971927e-02,0.000219,7.236484e+02
17PR377/2,96328786,2.733309,96486371,2.575394,5.951043e-02,0.000218,7.243807e+02
17PR189,96642796,2.732389,96741613,2.575507,5.912991e-02,0.000218,7.196422e+02
17PR379/2,96878542,2.732383,96996877,2.575619,5.908423e-02,0.000217,7.224147e+02
19PR10,97196524,2.732872,97252153,2.575730,5.922008e-02,0.000218,7.208349e+02
17PR381/2,97301494,2.733082,97507391,2.575842,5.925344e-02,0.000217,7.246083e+02
17PR191,97680556,2.733600,97762663,2.575953,5.939986e-02,0.000217,7.264839e+02
17PR383/2,97832789,2.732673,98017901,2.576061,5.901876e-02,0.000216,7.250556e+02
17PR192,98103163,2.733712,98273143,2.576171,5.935620e-02,0.000216,7.293565e+02
17PR385/2,98431271,2.734028,98528401,2.576281,5.942909e-02,0.000215,7.337070e+02
17PR193,98560744,2.733370,98783677,2.576389,5.914647e-02,0.000215,7.301442e+02
17PR387/2,98803129,2.732798,99038939,2.576496,5.889566e-02,0.000214,7.303832e+02
17PR194,99134753,2.733779,99294187,2.576603,5.921304e-02,0.000214,7.344673e+02
17PR389/2,99348484,2.733232,99549449,2.576710,5.897140e-02,0.000213,7.348451e+02
17PR195,99742189,2.733143,99804697,2.576817,5.889731e-02,0.000213,7.339249e+02
17PR391/2,100051951,2.732369,100059937,2.576923,5.857295e-02,0.000212,7.332358e+02
17PR196,100207867,2.732745,100315157,2.577028,5.866980e-02,0.000212,7.345142e+02
17PR393/2,100498081,2.733581,100570441,2.577133,5.893493e-02,0.000213,7.344977e+02
17PR197,100727821,2.733606,100825667,2.577238,5.890333e-02,0.000212,7.375849e+02
17PR395/2,100873471,2.733023,101080961,2.577342,5.864969e-02,0.000212,7.343443e+02
17PR198,101285614,2.731715,101336233,2.577445,5.813102e-02,0.000211,7.311374e+02
17PR397/2,101343391,2.733218,101591467,2.577548,5.864111e-02,0.000211,7.377725e+02
17PR199,101659084,2.732023,101846741,2.577650,5.816423e-02,0.000210,7.351095e+02
19PR21/2,101991091,2.733195,102101971,2.577752,5.855355e-02,0.000210,7.402048e+02
17PR200,102339709,2.732545,102357239,2.577853,5.827653e-02,0.000210,7.366286e+02
17PR401/2,102541906,2.733103,102612481,2.577955,5.844114e-02,0.000209,7.423349e+02
17PR201,102663742,2.732459,102867757,2.578056,5.816631e-02,0.000209,7.387703e+02
17PR403/2,102952261,2.733725,103122997,2.578156,5.859073e-02,0.000208,7.479279e+02
17PR202,103317118,2.733198,103378271,2.578255,5.835954e-02,0.000208,7.449183e+02
17PR405/2,103423186,2.733003,103633477,2.578354,5.824979e-02,0.000207,7.470966e+02
17PR203,103869874,2.733622,103888783,2.578454,5.843748e-02,0.000207,7.496039e+02
17PR407/2,104120131,2.733197,104144009,2.578552,5.824399e-02,0.000208,7.434856e+02
17PR204,104286503,2.733212,104399293,2.578650,5.821147e-02,0.000207,7.466763e+02
17PR409/2,104644451,2.733092,104654549,2.578747,5.812995e-02,0.000207,7.456280e+02
