START,n_0,C_min,Npred_0,Cbound,Lambda_min,Jitter,JitterRatio
13PR47,1412239,2.728905,1426393,2.307666,1.676638e-01,0.005472,7.698081e+01
13PR95/2,1427329,2.725786,1441439,2.309100,1.658990e-01,0.005457,7.635807e+01
13PR48,1444096,2.725336,1456451,2.310528,1.651157e-01,0.005407,7.671685e+01
13PR97/2,1470149,2.723868,1471447,2.311948,1.639625e-01,0.005358,7.687943e+01
13PR49,1473959,2.728227,1486451,2.313347,1.649566e-01,0.005310,7.813183e+01
13PR99/2,1500799,2.720761,1501499,2.314648,1.616540e-01,0.005266,7.711983e+01
13PR50,1512097,2.722303,1516513,2.315934,1.616652e-01,0.005221,7.783356e+01
13PR101/2,1524571,2.720972,1531499,2.317272,1.605985e-01,0.005174,7.802474e+01
17PR3,1540696,2.723631,1546537,2.318495,1.610476e-01,0.005133,7.892772e+01
13PR103/2,1559146,2.714945,1561559,2.319748,1.573131e-01,0.005089,7.765710e+01
13PR52,1563631,2.720486,1576571,2.320960,1.588296e-01,0.005079,7.866234e+01
13PR105/2,1576774,2.721655,1591589,2.322150,1.587467e-01,0.005036,7.932983e+01
13PR53,1599877,2.725090,1606603,2.323304,1.595111e-01,0.004997,8.040544e+01
13PR107/2,1608961,2.726585,1621619,2.324490,1.595493e-01,0.004954,8.116572e+01
13PR54,1625588,2.725489,1636627,2.325568,1.586836e-01,0.004917,8.133435e+01
13PR109/2,1651192,2.726353,1651621,2.326694,1.585164e-01,0.004878,8.193091e+01
13PR55,1664302,2.730072,1666657,2.327810,1.594001e-01,0.004838,8.314634e+01
13PR111/2,1667251,2.722464,1681679,2.328844,1.561653e-01,0.004801,8.198709e+01
13PR56,1693639,2.718244,1696693,2.329866,1.541753e-01,0.004765,8.150640e+01
13PR113/2,1704121,2.726094,1711687,2.330906,1.566128e-01,0.004729,8.356693e+01
13PR57,1720339,2.733698,1726693,2.331941,1.589543e-01,0.004723,8.506394e+01
13PR115/2,1731853,2.727102,1741723,2.332949,1.561064e-01,0.004687,8.409494e+01
13PR58,1750069,2.724857,1756747,2.333934,1.548607e-01,0.004653,8.401526e+01
13PR117/2,1765744,2.720193,1771751,2.334894,1.527363e-01,0.004616,8.347032e+01
13PR59,1775638,2.724874,1786781,2.335837,1.540519e-01,0.004582,8.490550e+01
17PR7/2,1796299,2.727206,1801781,2.336759,1.545127e-01,0.004551,8.579367e+01
13PR60,1807084,2.719154,1816813,2.337661,1.511699e-01,0.004519,8.441978e+01
13PR121/2,1827934,2.729977,1831811,2.338539,1.547668e-01,0.004486,8.725769e+01
13PR61,1844978,2.726073,1846843,2.339395,1.529698e-01,0.004455,8.679641e+01
13PR123/2,1858867,2.722198,1861859,2.340263,1.511763e-01,0.004423,8.635202e+01
13PR62,1872394,2.726872,1876859,2.341139,1.525176e-01,0.004392,8.782628e+01
13PR125/2,1878493,2.729469,1891889,2.341999,1.531022e-01,0.004388,8.830219e+01
13PR63,1897624,2.721163,1906889,2.342797,1.497138e-01,0.004360,8.678119e+01
13PR127/2,1907704,2.727417,1921919,2.343586,1.516728e-01,0.004330,8.864457e+01
13PR64,1930939,2.732325,1936889,2.344418,1.531157e-01,0.004299,9.023191e+01
13PR129/2,1941469,2.730351,1951949,2.345192,1.520629e-01,0.004272,9.015894e+01
13PR65,1954412,2.735814,1966963,2.345949,1.537390e-01,0.004243,9.188428e+01
13PR131/2,1981834,2.730955,1981963,2.346749,1.516204e-01,0.004214,9.117371e+01
13PR66,1988632,2.729040,1996979,2.347441,1.506241e-01,0.004188,9.111724e+01
13PR133/2,2002307,2.722427,2012009,2.348224,1.478645e-01,0.004159,8.997427e+01
13PR67,2012611,2.724440,2027023,2.348899,1.483162e-01,0.004134,9.084204e+01
13PR135/2,2029351,2.725225,2042039,2.349662,1.482795e-01,0.004106,9.146688e+01
17PR4,2047114,2.729384,2057053,2.350322,1.495236e-01,0.004081,9.288459e+01
13PR137/2,2064379,2.726079,2072053,2.351059,1.479984e-01,0.004081,9.189414e+01
13PR69,2079739,2.725196,2087081,2.351713,1.473964e-01,0.004055,9.210432e+01
13PR139/2,2098952,2.733566,2102099,2.352369,1.501841e-01,0.004031,9.456636e+01
13PR70,2111236,2.732502,2117099,2.353068,1.494977e-01,0.004004,9.476374e+01
13PR141/2,2123806,2.728540,2132129,2.353691,1.477819e-01,0.003980,9.418317e+01
13PR71,2140441,2.725924,2147137,2.354308,1.465606e-01,0.003957,9.391357e+01
13PR143/2,2148448,2.728640,2162137,2.354978,1.472719e-01,0.003933,9.500686e+01
13PR72,2162191,2.726269,2177167,2.355602,1.461377e-01,0.003908,9.484826e+01
13PR145/2,2179921,2.726283,2192161,2.356194,1.458915e-01,0.003885,9.526100e+01
13PR73,2205706,2.732240,2207203,2.356781,1.478251e-01,0.003863,9.719363e+01
13PR147/2,2210389,2.726855,2222219,2.357373,1.456011e-01,0.003840,9.621927e+01
13PR74,2223541,2.729842,2237219,2.357979,1.464388e-01,0.003818,9.739733e+01
13PR149/2,2248084,2.731893,2252233,2.358574,1.469376e-01,0.003796,9.834536e+01
13PR75,2252732,2.728165,2267263,2.359145,1.453300e-01,0.003796,9.721286e+01
13PR151/2,2267977,2.732545,2282257,2.359697,1.467002e-01,0.003774,9.879385e+01
13PR76,2284624,2.729237,2297291,2.360247,1.452558e-01,0.003753,9.831868e+01
17PR9/2,2310019,2.730833,2312293,2.360788,1.456112e-01,0.003732,9.915461e+01
13PR77,2322961,2.732496,2327323,2.361322,1.459938e-01,0.003711,1.000199e+02
13PR155/2,2341162,2.729397,2342309,2.361855,1.446334e-01,0.003690,9.960488e+01
13PR78,2355079,2.734667,2357353,2.362376,1.463418e-01,0.003669,1.014693e+02
13PR157/2,2365453,2.732138,2372369,2.362894,1.451973e-01,0.003649,1.011905e+02
13PR79,2378122,2.724636,2387383,2.363386,1.422395e-01,0.003631,9.949050e+01
13PR159/2,2397011,2.728957,2402383,2.363868,1.436202e-01,0.003611,1.011047e+02
13PR80,2417347,2.732538,2417399,2.364342,1.447311e-01,0.003592,1.025045e+02
13PR161/2,2425117,2.728715,2432429,2.364836,1.431221e-01,0.003572,1.018698e+02
13PR81,2439314,2.736460,2447437,2.365329,1.457480e-01,0.003552,1.044851e+02
13PR163/2,2448106,2.732740,2462443,2.365811,1.441839e-01,0.003555,1.032149e+02
13PR82,2473444,2.723779,2477471,2.366269,1.407058e-01,0.003538,1.010486e+02
13PR165/2,2485981,2.735997,2492461,2.366697,1.450006e-01,0.003519,1.049446e+02
13PR83,2503822,2.734057,2507489,2.367165,1.440936e-01,0.003500,1.048263e+02
13PR167/2,2516044,2.724987,2522503,2.367630,1.405742e-01,0.003481,1.026593e+02
13PR84,2522974,2.733513,2537527,2.368047,1.435220e-01,0.003465,1.054736e+02
13PR169/2,2539228,2.730720,2552531,2.368476,1.423186e-01,0.003446,1.051201e+02
17PR5,2560562,2.727542,2567557,2.368925,1.409646e-01,0.003428,1.046141e+02
13PR171/2,2582446,2.730012,2582551,2.369321,1.417026e-01,0.003412,1.057125e+02
13PR86,2590972,2.731842,2597591,2.369744,1.421942e-01,0.003394,1.066877e+02
13PR173/2,2602333,2.732769,2612549,2.370176,1.423512e-01,0.003378,1.073396e+02
13PR87,2623228,2.730931,2627617,2.370546,1.415223e-01,0.003361,1.072255e+02
13PR175/2,2640893,2.720423,2642639,2.370970,1.374882e-01,0.003343,1.045328e+02
13PR88,2653489,2.723771,2657651,2.371329,1.385668e-01,0.003328,1.059020e+02
13PR177/2,2661104,2.736288,2672639,2.371745,1.429763e-01,0.003331,1.094395e+02
13PR89,2679179,2.733075,2687677,2.372098,1.416526e-01,0.003316,1.088592e+02
13PR179/2,2700316,2.731947,2702681,2.372504,1.410686e-01,0.003299,1.089551e+02
13PR90,2704981,2.734200,2717713,2.372850,1.417471e-01,0.003284,1.100335e+02
13PR181/2,2719676,2.735143,2732701,2.373246,1.419251e-01,0.003267,1.107735e+02
13PR91,2737346,2.732388,2747713,2.373584,1.407749e-01,0.003253,1.102994e+02
13PR183/2,2755184,2.731767,2762759,2.373966,1.403867e-01,0.003238,1.105006e+02
13PR92,2769259,2.730243,2777771,2.374302,1.396871e-01,0.003222,1.104721e+02
13PR185/2,2792032,2.727697,2792773,2.374636,1.386135e-01,0.003207,1.100907e+02
13PR93,2799094,2.731666,2807789,2.375006,1.399117e-01,0.003191,1.117706e+02
17PR11/2,2815979,2.732060,2822819,2.375327,1.399208e-01,0.003177,1.122861e+02
13PR94,2827366,2.728937,2837803,2.375653,1.386398e-01,0.003163,1.116927e+02
13PR189/2,2841442,2.730762,2852849,2.376006,1.391598e-01,0.003147,1.127283e+02
13PR95,2854261,2.738113,2867861,2.376315,1.417180e-01,0.003133,1.154797e+02
13PR191/2,2877871,2.725575,2882863,2.376622,1.369993e-01,0.003120,1.118439e+02
13PR96,2894462,2.735003,2897893,2.376963,1.403089e-01,0.003106,1.152737e+02
13PR193/2,2906749,2.733072,2912893,2.377275,1.394714e-01,0.003110,1.144042e+02
13PR97,2915596,2.731213,2927917,2.377571,1.386665e-01,0.003097,1.141886e+02
13PR195/2,2936938,2.728678,2942909,2.377863,1.376151e-01,0.003083,1.137901e+02
13PR98,2943406,2.733592,2957947,2.378169,1.392856e-01,0.003070,1.157730e+02
13PR197/2,2970467,2.728773,2972969,2.378487,1.373875e-01,0.003055,1.146599e+02
13PR99,2980189,2.726434,2987983,2.378771,1.364106e-01,0.003042,1.142876e+02
13PR199/2,2995823,2.732975,3002981,2.379052,1.386887e-01,0.003029,1.168448e+02
13PR100,3009436,2.729810,3018013,2.379328,1.374139e-01,0.003016,1.162076e+02
13PR201/2,3025816,2.730261,3033011,2.379602,1.374640e-01,0.003003,1.167696e+02
13PR101,3047908,2.733747,3048043,2.379874,1.386257e-01,0.002991,1.183126e+02
13PR203/2,3054736,2.731666,3063059,2.380147,1.377494e-01,0.002978,1.180386e+02
17PR6,3069361,2.731734,3078073,2.380428,1.376563e-01,0.002965,1.184843e+02
13PR205/2,3086032,2.726326,3093071,2.380702,1.355595e-01,0.002953,1.170417e+02
13PR103,3101026,2.730907,3108103,2.380969,1.371262e-01,0.002940,1.190265e+02
13PR207/2,3114274,2.726153,3123091,2.381230,1.352743e-01,0.002928,1.178016e+02
13PR104,3137863,2.728794,3138131,2.381485,1.361355e-01,0.002914,1.191863e+02
13PR209/2,3139069,2.732167,3153149,2.381737,1.372650e-01,0.002920,1.200103e+02
13PR105,3155248,2.727833,3168119,2.381984,1.355738e-01,0.002908,1.189302e+02
13PR211/2,3174664,2.733715,3183179,2.382226,1.376261e-01,0.002898,1.212867e+02
13PR106,3195646,2.734447,3198191,2.382463,1.377944e-01,0.002886,1.219626e+02
13PR213/2,3203656,2.733847,3213163,2.382692,1.374788e-01,0.002874,1.221834e+02
13PR107,3221641,2.726471,3228223,2.382919,1.346819e-01,0.002863,1.199972e+02
13PR215/2,3235846,2.731798,3243239,2.383146,1.365385e-01,0.002851,1.222911e+02
13PR108,3250679,2.727217,3258247,2.383379,1.347624e-01,0.002839,1.211124e+02
13PR217/2,3266206,2.734860,3273269,2.383609,1.374645e-01,0.002828,1.242047e+02
13PR109,3282691,2.725967,3288269,2.383836,1.341123e-01,0.002816,1.214954e+02
13PR219/2,3299341,2.728932,3303281,2.384061,1.351050e-01,0.002805,1.229487e+02
13PR110,3309247,2.728662,3318307,2.384284,1.349125e-01,0.002794,1.232563e+02
17PR13/2,3332191,2.729028,3333313,2.384495,1.349581e-01,0.002784,1.237547e+02
13PR111,3347524,2.724256,3348307,2.384684,1.331287e-01,0.002773,1.224565e+02
13PR223/2,3360922,2.728150,3363343,2.384900,1.344665e-01,0.002762,1.242759e+02
13PR112,3371647,2.732425,3378373,2.385111,1.359438e-01,0.002751,1.262501e+02
13PR225/2,3389116,2.733824,3393373,2.385322,1.363672e-01,0.002740,1.271905e+02
13PR113,3405022,2.730190,3408389,2.385520,1.349541e-01,0.002747,1.254714e+02
13PR227/2,3422872,2.735176,3423419,2.385700,1.367032e-01,0.002737,1.276858e+02
13PR114,3427378,2.732321,3438419,2.385903,1.355738e-01,0.002726,1.270792e+02
13PR229/2,3451171,2.729773,3453409,2.386104,1.345565e-01,0.002715,1.265816e+02
13PR115,3460357,2.736337,3468463,2.386285,1.368824e-01,0.002706,1.293614e+02
13PR231/2,3474784,2.733925,3483463,2.386465,1.359251e-01,0.002695,1.289276e+02
13PR116,3486289,2.734565,3498493,2.386659,1.360779e-01,0.002685,1.295739e+02
13PR233/2,3506686,2.729702,3513491,2.386849,1.342184e-01,0.002676,1.281214e+02
13PR117,3514702,2.737754,3528521,2.387008,1.370972e-01,0.002665,1.316120e+02
13PR235/2,3542251,2.729292,3543523,2.387195,1.339232e-01,0.002655,1.288501e+02
13PR118,3547633,2.736222,3558553,2.387376,1.363833e-01,0.002646,1.318390e+02
13PR237/2,3568693,2.729609,3573529,2.387531,1.338986e-01,0.002636,1.297716e+02
17PR7,3579298,2.733031,3588527,2.387712,1.350757e-01,0.002626,1.315000e+02
13PR239/2,3599704,2.730351,3603583,2.387864,1.340309e-01,0.002617,1.308701e+02
13PR120,3604522,2.737056,3618583,2.388037,1.364112e-01,0.002607,1.338776e+02
13PR241/2,3633412,2.731104,3633583,2.388210,1.341618e-01,0.002597,1.320347e+02
13PR121,3637066,2.732615,3648643,2.388354,1.346546e-01,0.002589,1.329706e+02
13PR243/2,3650111,2.732524,3663659,2.388524,1.345501e-01,0.002579,1.333850e+02
13PR122,3670291,2.736174,3678671,2.388663,1.358268e-01,0.002587,1.343297e+02
13PR245/2,3688738,2.727642,3693689,2.388830,1.326338e-01,0.002577,1.314754e+02
13PR123,3696934,2.734030,3708697,2.388966,1.349161e-01,0.002568,1.343707e+02
13PR247/2,3710914,2.731627,3723719,2.389127,1.339694e-01,0.002559,1.338413e+02
13PR124,3724429,2.734092,3738733,2.389260,1.348157e-01,0.002550,1.352282e+02
13PR249/2,3752999,2.732633,3753721,2.389420,1.342150e-01,0.002541,1.350701e+02
13PR125,3757318,2.736864,3768731,2.389549,1.357081e-01,0.002533,1.371161e+02
13PR251/2,3772064,2.736698,3783739,2.389702,1.355834e-01,0.002523,1.375331e+02
13PR126,3793627,2.725122,3798793,2.389828,1.312918e-01,0.002515,1.333177e+02
13PR253/2,3804058,2.730832,3813773,2.389980,1.333213e-01,0.002506,1.360144e+02
13PR127,3821746,2.737778,3828821,2.390102,1.358106e-01,0.002498,1.391817e+02
17PR15/2,3831727,2.724742,3843823,2.390249,1.309762e-01,0.002488,1.344425e+02
13PR128,3844504,2.738658,3858851,2.390368,1.360207e-01,0.002481,1.403829e+02
13PR257/2,3858889,2.731221,3873847,2.390499,1.332466e-01,0.002473,1.377768e+02
13PR129,3887581,2.729470,3888851,2.390627,1.325518e-01,0.002464,1.375175e+02
13PR259/2,3892123,2.734163,3903899,2.390743,1.342212e-01,0.002456,1.398290e+02
13PR130,3904997,2.734361,3918913,2.390880,1.342363e-01,0.002447,1.403682e+02
13PR261/2,3933616,2.735961,3933929,2.390992,1.347744e-01,0.002439,1.414387e+02
13PR131,3945646,2.736319,3948911,2.391103,1.348588e-01,0.002432,1.419474e+02
13PR263/2,3956566,2.725906,3963959,2.391236,1.309905e-01,0.002438,1.372724e+02
13PR132,3964021,2.725647,3978971,2.391343,1.308507e-01,0.002430,1.375737e+02
13PR265/2,3983638,2.733942,3993959,2.391449,1.338451e-01,0.002423,1.413508e+02
13PR133,4005787,2.735124,4009003,2.391575,1.342246e-01,0.002414,1.423152e+02
13PR267/2,4019188,2.738599,4024003,2.391678,1.354513e-01,0.002406,1.441899e+02
13PR134,4026511,2.734961,4039019,2.391781,1.340789e-01,0.002399,1.430513e+02
13PR269/2,4051246,2.737485,4054033,2.391902,1.349508e-01,0.002390,1.445954e+02
13PR135,4057546,2.736076,4069063,2.392001,1.343945e-01,0.002383,1.443873e+02
13PR271/2,4073731,2.733229,4084079,2.392100,1.333121e-01,0.002376,1.435728e+02
17PR8,4084261,2.732782,4099093,2.392196,1.331084e-01,0.002368,1.438285e+02
13PR273/2,4100794,2.727506,4114087,2.392309,1.311286e-01,0.002360,1.420326e+02
13PR137,4126984,2.729787,4129109,2.392403,1.319253e-01,0.002353,1.433846e+02
13PR275/2,4131313,2.733147,4144121,2.392495,1.331169e-01,0.002346,1.452055e+02
13PR138,4151207,2.734636,4159153,2.392586,1.336235e-01,0.002339,1.462377e+02
13PR277/2,4167472,2.734730,4174151,2.392694,1.336128e-01,0.002330,1.467966e+02
13PR139,4186474,2.731941,4189183,2.392782,1.325556e-01,0.002323,1.460004e+02
13PR279/2,4198291,2.734901,4204169,2.392868,1.336026e-01,0.002316,1.476826e+02
13PR140,4211551,2.734270,4219211,2.392954,1.333359e-01,0.002309,1.478198e+02
13PR281/2,4222718,2.736257,4234229,2.393038,1.340272e-01,0.002302,1.490960e+02
13PR141,4240399,2.726996,4249241,2.393130,1.305985e-01,0.002295,1.454754e+02
13PR283/2,4263202,2.735207,4264259,2.393220,1.335674e-01,0.002287,1.495352e+02
13PR142,4268842,2.735671,4279267,2.393300,1.337036e-01,0.002295,1.491813e+02
13PR285/2,4293859,2.735073,4294259,2.393377,1.334528e-01,0.002288,1.493427e+02
13PR143,4301086,2.733466,4309297,2.393455,1.328325e-01,0.002281,1.490623e+02
13PR287/2,4321753,2.733233,4324303,2.393532,1.327151e-01,0.002274,1.493848e+02
13PR144,4334326,2.732485,4339333,2.393607,1.324100e-01,0.002268,1.494171e+02
17PR17/2,4342687,2.731893,4354349,2.393680,1.321628e-01,0.002261,1.495856e+02
13PR145,4354381,2.730668,4369349,2.393761,1.316805e-01,0.002254,1.494707e+02
13PR291/2,4383916,2.733884,4384379,2.393839,1.328250e-01,0.002246,1.514003e+02
13PR146,4392181,2.736872,4399363,2.393910,1.338876e-01,0.002240,1.531080e+02
13PR293/2,4405679,2.735107,4414379,2.393978,1.332141e-01,0.002233,1.527671e+02
13PR147,4414576,2.725750,4429417,2.394045,1.297592e-01,0.002227,1.489470e+02
13PR295/2,4429561,2.736670,4444409,2.394111,1.337299e-01,0.002220,1.543059e+02
13PR148,4454551,2.728368,4459451,2.394177,1.306641e-01,0.002214,1.509444e+02
13PR297/2,4465177,2.721670,4474469,2.394240,1.281798e-01,0.002207,1.483598e+02
13PR149,4487311,2.735416,4489483,2.394303,1.331914e-01,0.002201,1.549809e+02
13PR299/2,4491829,2.735740,4504457,2.394364,1.332843e-01,0.002194,1.555953e+02
13PR150,4505906,2.732893,4519499,2.394425,1.322176e-01,0.002188,1.546929e+02
13PR301/2,4523011,2.733773,4534501,2.394484,1.325149e-01,0.002182,1.554945e+02
13PR151,4542301,2.738062,4549537,2.394542,1.340584e-01,0.002175,1.579402e+02
13PR303/2,4556159,2.739283,4564559,2.394600,1.344800e-01,0.002169,1.589133e+02
13PR152,4569949,2.730546,4579567,2.394655,1.312624e-01,0.002163,1.552894e+02
13PR305/2,4590316,2.734674,4594589,2.394709,1.327505e-01,0.002170,1.566659e+02
17PR9,4602932,2.730097,4609597,2.394762,1.310533e-01,0.002164,1.549607e+02
13PR307/2,4610542,2.737622,4624603,2.394815,1.337837e-01,0.002158,1.588540e+02
13PR154,4628746,2.733243,4639633,2.394865,1.321620e-01,0.002152,1.572388e+02
13PR309/2,4649209,2.739006,4654649,2.394916,1.342469e-01,0.002145,1.604149e+02
13PR155,4656952,2.736057,4669627,2.394964,1.331496e-01,0.002139,1.594638e+02
13PR311/2,4679359,2.732018,4684661,2.395007,1.316544e-01,0.002134,1.579246e+02
13PR156,4692518,2.733604,4699691,2.395049,1.322172e-01,0.002128,1.590954e+02
13PR313/2,4712858,2.736369,4714691,2.395094,1.332094e-01,0.002122,1.608270e+02
13PR157,4720367,2.732981,4729693,2.395139,1.319517e-01,0.002116,1.596607e+02
13PR315/2,4735481,2.735074,4744711,2.395182,1.326993e-01,0.002110,1.610863e+02
13PR158,4754051,2.734134,4759753,2.395225,1.323376e-01,0.002104,1.610784e+02
13PR317/2,4770068,2.733782,4774769,2.395266,1.321917e-01,0.002098,1.613518e+02
13PR159,4785934,2.733510,4789783,2.395306,1.320755e-01,0.002093,1.615882e+02
13PR319/2,4803256,2.730254,4804799,2.395344,1.308678e-01,0.002087,1.604744e+02
13PR160,4812503,2.739274,4819813,2.395375,1.341531e-01,0.002082,1.651772e+02
13PR321/2,4829263,2.737084,4834829,2.395412,1.333379e-01,0.002076,1.645819e+02
13PR161,4846708,2.729681,4849843,2.395448,1.306145e-01,0.002070,1.614652e+02
19PR/2,5009596,2.727074,5105063,2.395482,1.296448e-01,0.002065,1.605772e+02
17PR10,5189644,2.726734,5360353,2.395897,1.293469e-01,0.001987,1.665008e+02
17PR21/2,5414146,2.729621,5615609,2.395952,1.303821e-01,0.001841,1.812433e+02
17PR11,5733139,2.724411,5870857,2.395651,1.285972e-01,0.001782,1.844893e+02
17PR23/2,5951941,2.729490,6126091,2.395157,1.306660e-01,0.001728,1.934797e+02
17PR12,6196783,2.728150,6381371,2.394494,1.304518e-01,0.001667,2.001536e+02
17PR25/2,6426964,2.730382,6636611,2.393670,1.316138e-01,0.001621,2.077187e+02
17PR13,6680521,2.727733,6891883,2.392712,1.310434e-01,0.001569,2.135252e+02
17PR27/2,6922309,2.732561,7147139,2.391620,1.332683e-01,0.001529,2.229830e+02
17PR14,7397776,2.724194,7402363,2.390404,1.307102e-01,0.001492,2.237198e+02
17PR29/2,7612777,2.731147,7657613,2.389071,1.338171e-01,0.001449,2.360773e+02
17PR15,7815604,2.731391,7912889,2.387632,1.345089e-01,0.001416,2.427677e+02
17PR31/2,7966429,2.731537,8168117,2.386117,1.351971e-01,0.001378,2.506676e+02
17PR16,8259989,2.733277,8423407,2.384486,1.365177e-01,0.001349,2.585552e+02
17PR33/2,8447048,2.733645,8678669,2.382770,1.373722e-01,0.001314,2.670282e+02
17PR17,8889394,2.732371,8933917,2.380972,1.376609e-01,0.001289,2.726137e+02
17PR35/2,8963534,2.731916,9189157,2.379133,1.382671e-01,0.001259,2.802089e+02
17PR18,9302926,2.731073,9444403,2.377161,1.387877e-01,0.001228,2.882020e+02
17PR37/2,9585649,2.727835,9699667,2.375160,1.384435e-01,0.001208,2.919495e+02
19PR,9884209,2.729308,9954907,2.373060,1.398678e-01,0.001180,3.019051e+02
17PR39/2,9968566,2.730278,10210177,2.370944,1.411152e-01,0.001162,3.092375e+02
17PR20,10442116,2.734476,10465453,2.368699,1.435990e-01,0.001137,3.217036e+02
17PR41/2,10518322,2.731277,10720709,2.366446,1.433800e-01,0.001120,3.257420e+02
17PR21,10860259,2.728226,10975927,2.364107,1.432512e-01,0.001097,3.319225e+02
17PR43/2,11184871,2.732604,11231219,2.361726,1.458623e-01,0.001075,3.450028e+02
17PR22,11435836,2.730217,11486467,2.359262,1.460322e-01,0.001061,3.496277e+02
17PR45/2,11632178,2.734914,11741729,2.356810,1.487910e-01,0.001041,3.632123e+02
17PR23,11943124,2.731063,11996939,2.354231,1.484768e-01,0.001021,3.690813e+02
17PR47/2,12042022,2.731732,12252197,2.351620,1.498314e-01,0.001009,3.767215e+02
17PR24,12351431,2.733651,12507457,2.348982,1.516560e-01,0.000991,3.881625e+02
17PR49/2,12682316,2.733403,12762727,2.348719,1.516773e-01,0.000989,3.889626e+02
17PR25,12839536,2.733094,13018003,2.352942,1.497678e-01,0.000979,3.883064e+02
17PR51/2,13227782,2.734391,13273207,2.357414,1.483435e-01,0.000962,3.918680e+02
17PR26,13311619,2.733619,13528507,2.361722,1.462354e-01,0.000946,3.931258e+02
17PR53/2,13550599,2.733635,13783751,2.365887,1.444792e-01,0.000936,3.928932e+02
17PR27,13974406,2.733838,14039023,2.369905,1.428566e-01,0.000921,3.951498e+02
17PR55/2,14195113,2.734450,14294261,2.373794,1.414408e-01,0.000906,3.980751e+02
17PR28,14395261,2.732086,14549527,2.377551,1.389945e-01,0.000897,3.952453e+02
19PR3/2,14646256,2.733399,14804767,2.381183,1.379485e-01,0.000884,3.984344e+02
17PR29,14845921,2.733581,15060043,2.384705,1.365370e-01,0.000870,4.010069e+02
17PR59/2,15182176,2.734440,15315281,2.388113,1.354231e-01,0.000863,4.013059e+02
17PR30,15519373,2.731786,15570553,2.391424,1.330666e-01,0.000850,4.004259e+02
17PR61/2,15657931,2.732819,15825787,2.394630,1.321049e-01,0.000838,4.035668e+02
17PR31,15954931,2.729177,16081027,2.397740,1.294735e-01,0.000831,3.988412e+02
17PR63/2,16299604,2.732946,16336301,2.400761,1.295944e-01,0.000819,4.055983e+02
17PR32,16364437,2.734955,16591571,2.403695,1.291078e-01,0.000808,4.099752e+02
17PR65/2,16610101,2.733360,16846811,2.406550,1.273374e-01,0.000797,4.100502e+02
17PR33,17035279,2.730545,17102077,2.409324,1.251550e-01,0.000791,4.060948e+02
17PR67/2,17327704,2.733411,17357339,2.412018,1.250865e-01,0.000781,4.115147e+02
17PR34,17381404,2.732375,17612593,2.414643,1.236197e-01,0.000771,4.121038e+02
17PR69/2,17788024,2.734083,17867827,2.417192,1.231896e-01,0.000766,4.136958e+02
17PR35,17917681,2.733164,18123097,2.419682,1.218238e-01,0.000756,4.146587e+02
17PR71/2,18354484,2.733318,18378337,2.422104,1.208797e-01,0.000747,4.166185e+02
17PR36,18564664,2.731315,18633599,2.424467,1.191715e-01,0.000738,4.157832e+02
17PR73/2,18743869,2.734645,18888851,2.426767,1.194417e-01,0.000733,4.200246e+02
17PR37,19087756,2.731619,19144117,2.429009,1.174111e-01,0.000724,4.179696e+02
17PR75/2,19299583,2.731826,19399379,2.431201,1.165849e-01,0.000716,4.198673e+02
19PR2,19652224,2.735392,19654597,2.433338,1.170108e-01,0.000708,4.266299e+02
17PR77/2,19823218,2.734337,19909867,2.435422,1.157689e-01,0.000704,4.245952e+02
17PR39,19923304,2.734796,20165143,2.437455,1.151024e-01,0.000696,4.272141e+02
17PR79/2,20389942,2.733041,20420377,2.439446,1.136439e-01,0.000688,4.267369e+02
17PR40,20532742,2.734236,20675653,2.441390,1.132845e-01,0.000681,4.300235e+02
17PR81/2,20812354,2.734232,20930909,2.443288,1.125059e-01,0.000677,4.297548e+02
17PR41,20946038,2.736079,21186149,2.445142,1.124227e-01,0.000670,4.342343e+02
17PR83/2,21343579,2.733843,21441383,2.446959,1.108623e-01,0.000663,4.327059e+02
17PR42,21621799,2.734713,21696629,2.448736,1.104545e-01,0.000656,4.359405e+02
17PR85/2,21933544,2.734786,21951929,2.450473,1.097721e-01,0.000653,4.353951e+02
17PR43,22109926,2.734040,22207153,2.452171,1.088066e-01,0.000647,4.356553e+02
17PR87/2,22447066,2.734946,22462411,2.453838,1.084584e-01,0.000640,4.392312e+02
17PR44,22647952,2.732135,22717687,2.455469,1.067656e-01,0.000634,4.363817e+02
17PR89/2,22909969,2.733495,22972931,2.457065,1.066135e-01,0.000631,4.380824e+02
17PR45,23166569,2.735427,23228143,2.458628,1.066841e-01,0.000625,4.428784e+02
17PR91/2,23463161,2.736675,23483459,2.460162,1.065165e-01,0.000619,4.467092e+02
17PR46,23636957,2.735748,23738711,2.461661,1.055686e-01,0.000613,4.471240e+02
17PR93/2,23874934,2.733679,23993911,2.463134,1.042138e-01,0.000611,4.427905e+02
17PR47,24248551,2.734738,24249217,2.464577,1.040154e-01,0.000605,4.465471e+02
19PR5/2,24357169,2.733334,24504479,2.465991,1.029284e-01,0.000600,4.455717e+02
17PR48,24691036,2.734986,24759733,2.467383,1.029682e-01,0.000594,4.505101e+02
17PR97/2,24819511,2.733073,25014989,2.468742,1.017179e-01,0.000589,4.487793e+02
17PR49,25109668,2.733325,25270243,2.470079,1.012687e-01,0.000587,4.484600e+02
17PR99/2,25299304,2.734325,25525477,2.471391,1.011035e-01,0.000582,4.517766e+02
