START,n_0,C_min,Npred_0,Cpred_min,n_1,C_max,Npred_1,Cpred_max,n_geom,C_avg,Cpred_avg,Align,CpredAlign
(7#)70,14797,0.798284,14797,2.640851,14760,10.41738396,14700,8.45015060,14752,4.662409571,3.996116726,47.548347,0.000000
(7#)141/2,14866,0.000000,14897,2.640849,14805,9.58049205,14805,8.63793156,14857,4.106035865,4.002169288,47.679180,0.000000
(7#)71,14923,0.000000,15013,2.640848,14952,10.31096233,14910,8.57261553,14962,4.232170310,3.993842284,47.830334,0.000000
(13#)/2,16169,0.000000,16141,2.640836,15345,11.66128231,15015,10.24260702,15581,4.246893119,4.000451008,49.267401,0.000000
(11#)7,17201,0.000000,16384,2.640672,16590,10.20664308,16170,9.38905458,16737,3.654057388,3.999714641,49.569576,0.000000
(11#)15/2,18233,0.000000,18461,2.640815,17589,11.15926326,17325,9.38905487,17893,4.205591718,4.000045686,52.056271,0.000000
(11#)8,19073,0.000000,19609,2.640806,19320,11.00144104,18480,9.38905330,19048,3.425795231,3.999597339,53.364043,0.000000
(11#)17/2,20684,0.000000,20789,2.640798,20235,13.06659574,19635,10.01499047,20204,4.034092614,4.000310385,54.664533,0.000000
(11#)9,21089,0.602626,21943,2.640791,21270,11.36592355,20790,9.38905220,21359,4.243921728,4.000059756,55.897177,0.000000
(11#)19/2,22999,0.000000,23099,2.640785,22425,10.89611515,21945,9.94134964,22515,4.074545511,3.999807224,57.096279,0.000000
(11#)10,23987,0.543918,24251,2.640780,23790,11.49581256,23205,9.83289815,23670,4.191807967,4.000181997,58.258446,0.000000
(11#)21/2,25351,0.000000,25409,2.640775,25305,11.45051536,24255,9.38905146,24825,3.431039607,3.999831031,59.396107,0.000000
(11#)11,26197,0.000000,26561,2.640770,26025,10.69283632,25935,9.76059606,25981,4.067772874,4.000154274,60.499606,0.000000
(11#)23/2,27557,0.486188,27701,2.640766,26565,13.00402176,26565,9.83614823,27136,3.774606650,3.999949307,61.565711,0.000000
(11#)12,28742,0.469457,28871,2.640762,28215,10.50134908,27720,9.38905038,28291,4.161974938,4.000113931,62.634807,0.000000
(11#)25/2,29473,0.460476,30029,2.640758,28980,10.74308612,28875,9.38904981,29446,3.736364128,3.999414653,63.669484,0.000000
(13#),30728,0.000000,31183,2.640755,30870,10.19870921,30030,10.24259959,30602,3.814228862,4.000552904,64.678764,0.000000
(11#)27/2,31897,0.431897,32327,2.640752,32130,11.15549677,31395,9.65730784,31757,3.890050145,4.000231496,65.659023,0.000000
(11#)14,33382,0.832924,32768,2.640670,32760,11.42315057,32340,9.38904894,32912,4.480247751,3.999487771,66.031750,0.000000
(11#)29/2,34303,0.815372,34649,2.640746,33915,11.51954330,33495,9.73679101,34067,4.078821188,4.000258859,67.591080,0.000000
(11#)15,35197,0.399250,35803,2.640743,34965,10.42434246,34650,9.38904832,35222,3.745720273,4.000070272,68.524571,0.000000
(11#)31/2,35909,0.392206,36947,2.640741,36270,10.12655648,35805,9.71280816,36377,4.023428827,3.999920508,69.433635,0.000000
(11#)16,37811,0.376607,38113,2.640739,37050,11.48832843,36960,9.38904775,37533,3.922060127,4.000093166,70.344254,0.000000
(11#)33/2,38296,0.744936,39251,2.640737,38745,10.70019379,38115,9.38904734,38688,3.854692935,3.999506749,71.218225,0.000000
(11#)17,40072,0.358872,40423,2.640735,39585,11.96840024,39270,10.01498370,39843,3.822710646,4.000226058,72.103743,0.000000
(11#)35/2,40649,0.709480,41579,2.640733,41496,10.46927606,41055,9.44269845,40998,4.018836194,4.000133991,72.963337,0.000000
(11#)18,42719,1.022669,42727,2.640731,42315,13.39148046,42315,9.53621033,42153,4.626528918,3.999954413,73.803970,0.000000
(11#)37/2,43718,0.668698,43889,2.640729,42945,10.51498755,42735,9.65730485,43308,3.685657370,4.000108125,74.642204,0.000000
(11#)19,44959,0.654013,45013,2.640728,44940,9.80941530,43890,9.94134311,44463,3.886019733,3.999643316,75.441406,0.000000
(13#)3/2,45427,0.648808,46199,2.640726,45045,9.14641446,45045,10.24259557,45618,3.650813392,4.000204237,76.272796,0.000000
(11#)20,46738,0.633492,47353,2.640725,47124,10.06862362,46410,9.83289177,46773,3.803050651,3.999983522,77.070482,0.000000
(11#)41/2,47456,0.938788,48497,2.640723,48195,10.80894047,47355,9.62979029,47929,3.956841551,4.000733637,77.850700,0.000000
(11#)21,49451,1.210661,49663,2.640722,49335,11.22282503,48510,9.38904544,49084,4.205102692,3.999554812,78.635506,0.000000
(11#)43/2,50279,0.895705,50789,2.640721,49665,12.05383241,49665,9.61804666,50239,3.954903296,4.000067762,79.383767,0.000000
(11#)22,51647,1.168933,51973,2.640720,51870,11.34981876,51870,9.76058992,51394,4.009793041,3.999849147,80.160732,0.000000
(11#)45/2,52748,0.860885,53129,2.640719,52290,10.40242898,51975,9.38904516,52549,3.940814026,3.999895103,80.909930,0.000000
(11#)23,53831,0.564426,54277,2.640718,54180,10.39249205,53130,9.83614207,53704,3.963901393,4.000364214,81.645069,0.000000
(11#)47/2,54902,0.833841,55439,2.640716,55275,9.94885321,54285,9.59769024,54859,3.933224439,3.999951895,82.380466,0.000000
(11#)24,55948,1.093936,56591,2.640715,55965,11.48696711,55965,9.45470217,56014,4.272269885,3.999939772,83.101165,0.000000
(11#)49/2,56807,1.080910,57737,2.640714,56595,11.92221239,56595,9.38904446,57169,4.425639340,3.999963266,83.810104,0.000000
(11#)25,58711,1.314818,58901,2.640713,58590,10.80101266,58695,9.44317157,58324,4.146976573,4.000010750,84.522258,0.000000
(11#)51/2,59737,0.777811,60041,2.640713,58905,11.53959820,58905,10.01498041,59479,3.982170636,3.999691519,85.212225,0.000000
(13#)2,61169,1.017560,61211,2.640712,60840,9.96366388,60060,10.24259317,60634,3.625068709,4.000081078,85.912860,0.000000
(11#)53/2,61934,0.755400,62351,2.640711,61845,9.32381252,61215,9.57314272,61789,3.685310303,4.000135963,86.588445,0.000000
(11#)27,62687,0.997035,63521,2.640710,62895,10.94043472,62790,9.65730201,62944,3.918715979,4.000144327,87.274748,0.000000
(11#)55/2,63892,0.736071,64679,2.640709,64050,10.28897269,64155,9.42318546,64099,3.846628741,4.000225626,87.947168,0.000000
(11#)28,64811,0.970351,65536,2.640668,65730,9.58609875,64680,9.38904317,65254,3.824655381,3.999809889,88.440533,0.000000
(11#)57/2,66889,0.945069,66977,2.640708,66165,10.49593236,65835,9.94133991,66409,4.063350845,3.999881991,89.262130,0.000000
(11#)29,67768,1.169565,68141,2.640707,67830,10.05041004,66990,9.73678523,67565,3.997325848,4.000124145,89.918691,0.000000
(11#)59/2,69208,0.919209,69263,2.640706,68385,9.51611980,68145,9.55376303,68720,3.601575934,4.000042324,90.545724,0.000000
(11#)30,69623,1.143896,70451,2.640706,69510,9.38584672,69615,9.83288834,69875,3.843694934,4.000154813,91.203558,0.000000
(11#)61/2,70592,0.904079,71597,2.640705,71085,11.24372551,70455,9.54817904,71030,4.327754395,3.999969322,91.832355,0.000000
(11#)31,72712,1.323713,72763,2.640704,71820,11.14396579,71610,9.71280248,72185,4.163249480,4.000110068,92.466449,0.000000
(11#)63/2,72959,1.100855,73907,2.640704,73185,10.53704614,72765,9.38904247,73340,3.929898120,3.999905516,93.083150,0.000000
(11#)32,74843,1.508492,75041,2.640703,73920,10.01092722,73920,9.38904242,74495,4.008183936,4.000000069,93.689282,0.000000
(13#)5/2,75814,1.066288,76213,2.640703,75075,10.52923776,75075,10.24259153,75650,3.918307726,3.999822719,94.310436,0.000000
(11#)33,77311,1.259536,77383,2.640702,76860,9.91360578,76230,9.38904218,76805,4.010658780,4.000232075,94.925294,0.000000
(11#)67/2,78506,1.243398,78539,2.640702,78435,9.53897123,77805,9.76058687,77960,3.958401533,3.999553851,95.527777,0.000000
(11#)34,79616,1.228462,79693,2.640701,78540,10.35400418,78540,10.01497809,79115,3.880042982,4.000228325,96.124357,0.000000
(11#)69/2,79841,1.226120,80849,2.640701,79800,10.22493277,79695,9.83613901,80270,4.211443200,4.000541595,96.717212,0.000000
(11#)35,81974,1.000079,82003,2.640700,80955,10.50920526,80850,9.38904174,81425,4.280734033,3.999747412,97.304395,0.000000
(11#)71/2,82526,1.193130,83137,2.640700,82215,9.97481270,82005,9.52511464,82580,3.957566218,3.999858974,97.876978,0.000000
(11#)36,83548,0.984221,84313,2.640699,83160,10.27473603,83160,9.38904153,83735,3.789509912,3.999802088,98.466237,0.000000
(11#)73/2,84904,0.971388,85469,2.640699,84525,9.75034444,84630,9.53620495,84890,3.850815728,4.000310910,99.041072,0.000000
(11#)37,85597,0.578866,86599,2.640698,85680,9.83504704,85470,9.65729965,86045,3.870795646,4.000297222,99.598850,0.000000
(11#)75/2,87623,1.135333,87767,2.640698,86625,9.74480536,86625,9.38904117,87200,3.801296870,3.999537998,100.171184,0.000000
(11#)38,87784,1.134043,88919,2.640697,88665,9.74609920,87780,9.94133766,88355,3.929900300,4.000466621,100.731578,0.000000
(11#)77/2,89399,1.117304,90089,2.640697,89250,9.88078813,88935,9.38904098,89510,4.036524646,3.999302161,101.296647,0.000000
(13#)3,90274,1.292785,91243,2.640697,90090,10.91565775,90090,10.24259011,90665,4.128851391,4.000586436,101.850040,0.000000
(11#)79/2,91589,1.277044,92399,2.640696,91770,10.57010616,91245,9.51097638,91820,4.154401079,4.000318065,102.400537,0.000000
(11#)40,93497,1.256200,93553,2.640696,92430,10.14058292,92820,9.83288622,92975,4.181691523,3.999697365,102.946309,0.000000
(11#)81/2,94313,1.603292,94709,2.640696,94185,10.87894820,94185,9.65729888,94130,4.245448433,4.000084778,103.489320,0.000000
(11#)41,95813,1.054625,95857,2.640695,95550,10.40024290,94710,9.62978520,95285,4.113650776,3.999931740,104.024971,0.000000
(11#)83/2,96532,1.223013,97007,2.640695,96915,10.44863139,95865,9.50495451,96440,3.896413348,4.000697881,104.558023,0.000000
(11#)42,97841,0.691337,98143,2.640694,97140,9.21509322,97020,9.38904040,97595,3.761011689,3.999166307,105.081178,0.000000
(11#)85/2,98737,1.029221,99317,2.640694,98175,9.99761765,98175,10.01497628,98750,3.847667397,3.999892781,105.618340,0.000000
(11#)43,99524,1.022027,100483,2.640694,99330,10.40715856,99330,9.61804121,99905,4.008944981,3.999976695,106.148391,0.000000
(11#)87/2,101249,1.175517,101627,2.640693,101010,10.09725842,100485,9.73678252,101060,4.114055834,4.000357564,106.665158,0.000000
(11#)44,101746,1.004000,102793,2.640693,102555,9.63980345,101745,9.54368306,102215,3.943113076,4.000077641,107.188576,0.000000
(11#)89/2,103219,1.322858,103919,2.640693,102795,10.11726062,103740,9.76058475,103370,3.885022059,4.000168348,107.690945,0.000000
(11#)45,104957,1.304833,105097,2.640693,104475,9.32937625,103950,9.38903990,104525,3.779735276,3.999456545,108.213315,0.000000
(13#)7/2,105883,1.294965,106243,2.640692,105105,11.72489579,105105,10.24258904,105680,4.019690375,4.000025191,108.718411,0.000000
(11#)46,107336,1.120188,107377,2.640692,106260,10.49000073,106260,9.83613688,106835,3.847870034,4.000210313,109.215273,0.000000
(11#)93/2,107846,1.275180,108557,2.640692,107640,9.74316860,107415,9.71279979,107990,4.000475245,4.000124251,109.729233,0.000000
(11#)47,108826,1.107665,109721,2.640691,109410,10.24073698,108570,9.59768492,109145,3.892135285,4.000042553,110.233219,0.000000
(11#)95/2,110443,1.250731,110879,2.640691,109725,11.00176418,109725,9.94133610,110300,3.980090654,4.000256954,110.731696,0.000000
(11#)48,111278,1.242987,112031,2.640691,110880,9.50474325,111930,9.45469697,111456,3.862160128,3.999730412,111.224754,0.000000
(11#)97/2,112696,1.076360,113189,2.640691,112035,10.04172378,112035,9.48787150,112611,3.905577027,4.000284205,111.717577,0.000000
(11#)49,113326,1.224349,114343,2.640690,113190,9.95703323,113190,9.38903931,113766,3.868106464,3.999984129,112.205944,0.000000
(11#)99/2,114859,1.362106,115499,2.640690,114345,9.87388852,114345,9.38903936,114921,3.906427701,3.999897382,112.692446,0.000000
(11#)50,116029,1.350922,116639,2.640690,115500,10.54549617,116025,9.83288473,116076,4.005979250,4.000182566,113.169597,0.000000
(11#)101/2,117032,1.341075,117809,2.640690,116655,9.86148181,116655,9.48387800,117231,3.968696302,3.999690923,113.656644,0.000000
(11#)51,118553,0.884418,118931,2.640689,118545,9.72848614,117810,10.01497497,118386,3.910289082,4.000478716,114.121216,0.000000
(11#)103/2,120103,1.750092,120103,2.640689,119805,9.79329905,118965,9.48199986,119541,4.054615162,3.999462354,114.603924,0.000000
(13#)4,121229,1.446856,121271,2.640689,120120,11.37587447,120120,10.24258789,120696,4.163919725,4.000078281,115.082413,0.000000
(11#)105/2,122041,1.439387,122401,2.640689,122115,10.49759702,121275,9.38903895,121851,4.189496218,4.000299163,115.542928,0.000000
(11#)53,122926,1.287589,123583,2.640689,122850,10.30499597,122430,9.57313757,123006,4.116792566,3.999986261,116.022139,0.000000
(11#)107/2,124379,1.274901,124739,2.640688,124215,10.49636490,123585,9.47845823,124161,4.025111720,3.999897094,116.488377,0.000000
(11#)54,125339,1.266793,125887,2.640688,124950,10.16010925,125580,9.65729691,125316,3.905389403,4.000255791,116.949043,0.000000
(11#)109/2,126839,1.254624,127037,2.640688,126945,9.61044864,126945,9.53620222,126471,3.936344619,3.999962678,117.408201,0.000000
(11#)55,128204,1.519351,128203,2.640688,127575,10.26378476,127050,9.38903866,127626,4.029437206,3.999703718,117.871419,0.000000
(11#)111/2,128281,1.518748,129347,2.640687,129090,9.20076180,128205,9.65729681,128781,4.054586212,3.999995954,118.323652,0.000000
(11#)56,129898,1.503232,130513,2.640687,129675,10.39830832,129675,9.76058340,129936,4.021095485,4.000416160,118.782323,0.000000
(11#)113/2,131162,1.491008,131072,2.640667,130515,9.66286503,130515,9.47362437,131091,3.974112399,3.999837642,119.001420,0.000000
(11#)57,132766,1.207699,132817,2.640687,131670,10.26818146,131670,9.94133479,132246,3.878180672,4.000050693,119.682074,0.000000
(11#)115/2,133618,1.201478,133979,2.640687,132825,10.59659942,132825,9.83613538,133401,3.932193156,4.000306217,120.132601,0.000000
(11#)58,135106,1.454504,135131,2.640687,133980,9.72183871,133980,9.73678046,134556,4.115635295,3.999441121,120.577135,0.000000
(13#)9/2,135844,1.448298,136277,2.640686,136080,10.77925863,135135,10.24258713,135711,4.110058008,4.000475493,121.017292,0.000000
(11#)59,136558,1.179906,137443,2.640686,136290,10.76687792,136290,9.55375815,136866,4.175953135,3.999423498,121.463047,0.000000
(11#)119/2,138454,1.555009,138599,2.640686,137445,10.43108090,137445,10.01497396,138021,4.110765168,4.000404858,121.902933,0.000000
(11#)60,139189,1.419481,139753,2.640686,139230,11.22220425,139230,9.83288348,139176,4.026284540,4.000370643,122.340051,0.000000
(11#)121/2,140876,1.660363,140909,2.640686,140595,9.72556013,139755,9.38903798,140331,4.057421869,3.999919571,122.775942,0.000000
(11#)61,141307,1.401825,142061,2.640685,141015,9.69953705,140910,9.54817419,141486,3.937214540,3.999607901,123.208375,0.000000
(11#)123/2,142897,1.388741,143197,2.640685,142065,9.64165281,142065,9.62978243,142641,3.816754724,4.000036422,123.632918,0.000000
(11#)62,143551,1.132045,144349,2.640685,143220,9.32510100,143220,9.71279777,143796,3.768750438,4.000093048,124.061556,0.000000
(11#)125/2,145228,1.369822,145517,2.640685,145320,9.08759840,144690,9.39907947,144951,3.771546649,4.000446126,124.494232,0.000000
(11#)63,146522,1.359880,146683,2.640685,145530,10.44569852,145530,9.38903774,146106,3.872931676,3.999925237,124.924269,0.000000
(11#)127/2,147626,1.597298,147827,2.640685,147315,9.84739273,146685,9.46414996,147261,4.093199726,3.999971922,125.344370,0.000000
(11#)64,148292,1.346161,148991,2.640685,148890,10.00294528,147840,9.38903763,148416,4.106886091,4.000312884,125.769987,0.000000
(11#)129/2,148997,1.706559,150131,2.640684,148995,10.72691538,148995,9.61803859,149571,4.233393771,3.999326862,126.185062,0.000000
(13#)5,151108,1.686683,151303,2.640684,150150,11.14289096,150150,10.24258640,150726,4.325749380,4.000257130,126.609987,0.000000
(11#)131/2,152336,1.555812,152459,2.640684,151410,10.10636432,151515,9.48170850,151881,4.146798599,4.000160586,127.027343,0.000000
(11#)66,153464,1.665664,153611,2.640684,153510,10.22818468,152460,9.38903743,153036,4.114456051,3.999755954,127.441530,0.000000
(11#)133/2,154618,1.537087,154769,2.640684,153615,10.45852532,153615,9.94133379,154191,3.914329548,4.000170646,127.856159,0.000000
(11#)67,154793,1.535471,155921,2.640684,154980,9.91121090,155610,9.76058214,155346,3.911693834,4.000210021,128.266952,0.000000
(11#)135/2,156113,1.524414,157061,2.640684,156975,9.92361213,156975,9.65729551,156501,3.824088160,4.000033254,128.671829,0.000000
(11#)68,157993,1.277286,158233,2.640683,157080,9.56663403,157080,10.01497305,157656,3.854084081,3.999687848,129.086391,0.000000
(11#)137/2,159253,1.614709,159389,2.640683,158235,9.97244244,158340,9.55974697,158811,3.888761362,3.999917364,129.493646,0.000000
(11#)69,159724,1.150695,160541,2.640683,159390,10.37342601,159390,9.83613414,159966,3.850077285,4.000253779,129.897882,0.000000
(11#)139/2,161068,1.371225,161683,2.640683,161070,9.59859401,160545,9.45757029,161121,3.936232836,4.000031076,130.297040,0.000000
(11#)70,162824,1.585018,162853,2.640683,161700,9.68071228,162435,9.83288252,162276,3.938176524,4.000339756,130.704383,0.000000
(11#)141/2,163694,1.465620,163997,2.640683,163170,9.60784482,162855,9.59768235,163431,3.794473952,3.999927212,131.101123,0.000000
(11#)71,164888,1.456572,165161,2.640683,164220,9.55812075,164010,9.52510995,164586,3.851504118,3.999424712,131.503243,0.000000
(13#)11/2,166016,1.336714,166319,2.640683,165165,9.62353481,165165,10.24258580,165741,3.754790640,4.000444251,131.901749,0.000000
(11#)72,166697,1.443529,167471,2.640682,166320,10.12422452,166320,9.38903686,166896,3.648004492,3.999927775,132.296682,0.000000
(11#)145/2,167894,1.434779,168629,2.640682,167475,9.84490797,167475,9.73677900,168051,3.863522657,3.999979164,132.692173,0.000000
(11#)73,169534,1.642535,169783,2.640682,169260,10.30602110,169575,9.54367973,169206,3.935379620,4.000357923,133.084817,0.000000
(11#)147/2,170647,1.524337,170927,2.640682,170625,9.90798120,169785,9.38903680,170361,3.937743417,4.000000600,133.472615,0.000000
(11#)74,170974,1.304544,172093,2.640682,171600,9.75349678,170940,9.65729487,171516,4.093832658,4.000219357,133.866409,0.000000
(11#)149/2,173161,1.398438,173249,2.640682,173145,10.00405379,172095,9.45290771,172671,3.966579998,3.999862144,134.255382,0.000000
(11#)75,173764,1.394090,174389,2.640682,173355,9.45761505,173250,9.38903670,173826,4.013113280,3.999616944,134.637580,0.000000
(11#)151/2,174562,1.495857,175543,2.640682,174405,9.08729733,174405,9.45205030,174981,3.934761108,4.000108626,135.023077,0.000000
(11#)76,175822,1.592931,176713,2.640681,175560,9.88813454,175560,9.94133288,176136,3.968411916,4.000231115,135.412502,0.000000
(11#)153/2,177698,1.789604,177841,2.640681,176715,10.36306997,176715,10.01497231,177291,4.140094439,3.999820710,135.786611,0.000000
(11#)77,178733,1.676290,179021,2.640681,177870,10.72774883,177870,9.38903653,178446,4.131863064,4.000099859,136.176575,0.000000
(11#)155/2,179483,1.461488,180179,2.640681,179025,10.25169109,179025,9.71279634,179601,3.991675139,3.999646629,136.557900,0.000000
(13#)6,180679,1.764656,181303,2.640681,180180,10.19697307,180180,10.24258521,180756,4.142241347,4.000289151,136.926745,0.000000
(11#)157/2,182426,1.750719,182489,2.640681,181335,10.34988494,181545,9.76058116,181911,4.030836378,4.000024821,137.314579,0.000000
(11#)79,183247,1.744061,183637,2.640681,183540,9.42776690,182490,9.51097190,183066,3.967612935,4.000018092,137.688671,0.000000
(11#)159/2,184117,1.737535,184777,2.640681,184275,10.10947488,183645,9.57313505,184221,4.221447998,4.000422852,138.058889,0.000000
(11#)80,185534,1.726527,185951,2.640681,185130,9.86824860,185640,9.83288155,185376,4.125429270,3.999993037,138.438841,0.000000
(11#)161/2,187081,1.613274,187091,2.640681,185955,10.33805975,185955,9.83613318,186531,4.106673745,4.000028817,138.806533,0.000000
(11#)81,188093,1.606465,188261,2.640680,187110,10.28488674,187110,9.38903620,187686,4.104256720,3.999789234,139.182626,0.000000
(11#)163/2,188693,1.301507,189407,2.640680,189210,10.18877801,188370,9.65729435,188841,3.982315968,4.000166615,139.549763,0.000000
(11#)82,190331,1.391815,190573,2.640680,189735,9.76724961,189420,9.62978064,189996,3.991825575,3.999952517,139.922059,0.000000
(11#)165/2,191591,1.186300,191717,2.640680,191100,9.70997974,190575,9.38903606,191151,4.041537029,4.000028175,140.286118,0.000000
(11#)83,192611,1.476278,192883,2.640680,191835,9.67720774,191730,9.50495007,192306,3.982175683,4.000162845,140.655955,0.000000
(11#)167/2,193181,1.276245,194027,2.640680,193830,9.59443402,192885,9.44593923,193461,3.956416176,4.000265010,141.017625,0.000000
(11#)84,194126,1.368717,195193,2.640680,194040,9.97793432,194040,9.38903597,194616,3.999951399,3.999135391,141.385048,0.000000
(13#)13/2,196073,1.357534,196337,2.640680,195510,9.72065663,195195,10.24258463,195771,3.981968316,3.999961784,141.744371,0.000000
(11#)85,196736,1.740119,197479,2.640680,196350,10.75175688,196350,10.01497162,196926,3.919564274,4.000439074,142.101923,0.000000
(11#)171/2,198593,1.534679,198659,2.640680,197505,10.31041113,197505,9.94133215,198081,3.904481865,4.000289875,142.470184,0.000000
(11#)86,199193,1.530998,199813,2.640680,199290,9.18376798,198660,9.61803669,199236,3.954750099,3.999926438,142.829172,0.000000
(11#)173/2,200443,1.618472,200929,2.640679,199920,10.01776272,199815,9.44394249,200391,3.916904233,3.999699956,143.175260,0.000000
(11#)87,201766,1.514750,202121,2.640679,201810,9.46452438,200970,9.73677781,201546,3.817955598,4.000485626,143.543754,0.000000
(11#)175/2,203023,1.506731,203279,2.640679,202125,9.45195262,202125,9.38903577,202701,3.845008171,3.999788767,143.900599,0.000000
(11#)88,203821,1.595892,204431,2.640679,203490,9.39986326,203490,9.54367864,203856,3.919254600,3.999925678,144.254491,0.000000
(11#)177/2,204691,1.683543,205589,2.640679,204435,10.11183746,204435,9.55375562,205011,4.031211570,4.000258519,144.609126,0.000000
(11#)89,205684,1.677010,206699,2.640679,206115,10.41560588,205590,9.49695555,206166,4.072998783,4.000206046,144.948035,0.000000
(11#)179/2,207472,1.849861,207877,2.640679,207570,10.35363031,207480,9.76058029,207321,4.262347957,3.999798975,145.306617,0.000000
(11#)90,207931,1.661886,209039,2.640679,207900,10.98664807,208845,9.83288085,208476,4.307303780,3.999862083,145.659239,0.000000
(11#)181/2,209518,1.651241,210209,2.640679,209160,9.82798556,209055,9.44148827,209631,4.141401993,3.999738176,146.013205,0.000000
(13#)7,210802,1.825388,211349,2.640679,210210,10.61139749,210210,10.24258414,210786,4.101450223,4.000414782,146.357057,0.000000
(11#)183/2,212302,1.814278,212507,2.640679,211470,9.73833954,211365,9.54817168,211941,4.023111988,4.000071457,146.705300,0.000000
(11#)92,213607,1.444165,213659,2.640679,212520,9.33665036,212520,9.83613232,213096,3.835538147,4.000066958,147.050709,0.000000
(11#)185/2,214411,1.349477,214817,2.640678,214305,8.73112662,213675,9.65729358,214251,3.743609281,3.999822429,147.396889,0.000000
(11#)93,215564,1.701688,215983,2.640678,215460,9.14008671,214830,9.71279517,215406,3.729899554,4.000005689,147.744429,0.000000
(11#)187/2,216803,1.604578,217121,2.640678,215985,9.65861929,215985,10.01497104,216561,3.934523092,4.000025659,148.082634,0.000000
(11#)94,217163,1.335145,218287,2.640678,217875,10.11969816,217140,9.59768049,217716,3.939096455,4.000183674,148.428154,0.000000
(11#)189/2,219386,1.677181,219437,2.640678,219240,9.71461502,218295,9.38903529,218871,3.985254774,3.999800187,148.767944,0.000000
(11#)95,219701,1.498799,220589,2.640678,219765,10.57717865,219450,9.94133138,220026,4.099686434,4.000380636,149.107348,0.000000
(11#)191/2,220852,1.580026,221747,2.640678,220605,9.66516256,220605,9.43871266,221181,4.081234908,3.999790572,149.447543,0.000000
(11#)96,221818,1.661763,222913,2.640678,221760,10.31998522,221760,9.38903521,222336,4.135298680,4.000077965,149.789105,0.000000
(11#)193/2,223556,1.650533,224069,2.640678,222915,10.44947725,223860,9.45469271,223491,3.997846446,4.000296057,150.126774,0.000000
(11#)97,224377,1.645862,225223,2.640678,224595,10.21162492,224070,9.48786709,224646,3.977895741,3.999591663,150.462908,0.000000
(13#)15/2,225304,1.553632,226379,2.640678,225225,12.00021920,225225,10.24258374,225801,4.066303859,4.000033100,150.798680,0.000000
(11#)98,226874,1.630675,227533,2.640678,226380,10.65959442,226380,9.38903508,226956,4.179661807,4.000225347,151.132935,0.000000
(11#)197/2,228322,1.792552,228677,2.640678,227535,10.01517954,227535,9.43718393,228111,4.173082931,4.000103757,151.463379,0.000000
(11#)99,229709,1.868233,229841,2.640678,228690,9.63195346,228690,9.38903502,229266,4.064175787,4.000127132,151.798672,0.000000
(11#)199/2,230642,1.777551,230999,2.640678,230685,9.81642400,229845,9.43669504,230421,3.991831411,4.000015684,152.131315,0.000000
(11#)100,232093,1.515489,232153,2.640677,231420,9.79159659,232050,9.83288020,231576,4.011697749,3.999819116,152.461901,0.000000
(11#)201/2,232436,1.597862,233297,2.640677,232155,9.59586383,232155,9.53348160,232731,3.851674705,3.999978370,152.788736,0.000000
(11#)101,233978,1.421798,234463,2.640677,233415,10.30567803,233415,9.76057958,233886,3.643008715,3.999956651,153.120954,0.000000
(11#)203/2,235573,1.496850,235607,2.640677,234465,9.43330962,234465,9.73677687,235041,3.660164151,3.999870258,153.446025,0.000000
(11#)102,236057,1.411094,236773,2.640677,235620,9.06208984,235620,10.01497049,236196,3.720311112,4.000018778,153.776460,0.000000
(11#)205/2,237052,1.489059,237929,2.640677,237510,9.66102941,236775,9.62977926,237351,3.825587062,4.000395788,154.103182,0.000000
(11#)103,238837,1.561880,239081,2.640677,237930,9.64818823,237930,9.48199551,238506,3.897261757,3.999836447,154.427911,0.000000
(11#)207/2,239809,1.720045,240209,2.640677,239085,10.51263373,239085,9.83613162,239661,3.936233446,3.999701999,154.745045,0.000000
(13#)8,240301,1.799187,241393,2.640677,240240,10.71575646,240240,10.24258332,240816,4.039452717,4.000098259,155.077047,0.000000
(11#)209/2,242321,1.867591,242533,2.640677,241920,10.08203979,241395,9.94133082,241971,4.103827333,4.000598086,155.395870,0.000000
(11#)105,243094,1.700678,243703,2.640677,243390,9.87166954,242550,9.38903465,243126,4.099976873,3.999693423,155.722231,0.000000
(11#)211/2,244744,1.852001,244859,2.640677,244530,10.15493792,243705,9.43395822,244281,4.133798872,4.000208086,156.043845,0.000000
(11#)106,245783,1.925785,246011,2.640677,245385,10.28424162,244860,9.57313331,245436,4.173775046,4.000421109,156.363520,0.000000
(11#)213/2,247042,1.757603,247141,2.640677,246015,10.18420621,246015,9.52510751,246591,4.076174318,3.999650668,156.676296,0.000000
(11#)107,248077,1.751526,248323,2.640677,247170,9.42304507,247170,9.47845391,247746,4.136949272,3.999760974,157.002628,0.000000
(11#)215/2,249244,1.744747,249463,2.640677,248325,10.34092026,248325,9.61803540,248901,4.047067665,3.999914389,157.316560,0.000000
(11#)108,249901,1.820153,250619,2.640676,249795,9.97314526,249480,9.38903448,250056,4.040074257,4.000182470,157.634097,0.000000
(11#)217/2,251521,1.652601,251789,2.640676,251160,9.61328369,250635,9.71279431,251211,4.017679437,4.000612423,157.954664,0.000000
(11#)109,252869,1.645231,252937,2.640676,252525,10.74714312,252525,9.48170540,252366,3.997151262,3.999284970,158.268412,0.000000
(11#)219/2,254057,1.404860,254083,2.640676,252945,9.86936278,253890,9.53619797,253521,3.870950888,4.000433543,158.580837,0.000000
(11#)110,254717,1.557682,255253,2.640676,254940,9.49365288,254100,9.38903437,254676,3.986599228,3.999449530,158.899010,0.000000
