START,n_0,C_min,Npred_0,CpredAlign,Lambda_min,Jitter,JitterRatio,Status
13PR9/2,135844,1.448298,136277,0.005629,5.550213e+00,2.635405,5.474183e-01,EXPECTED
11PR59,136558,1.179906,137443,0.027310,3.765937e+00,2.618302,4.402074e-01,EXPECTED
11PR119/2,138454,1.555009,138599,0.037106,3.735458e+00,2.604978,5.826932e-01,EXPECTED
11PR60,139189,1.419481,139753,0.050927,3.327653e+00,2.591691,5.280545e-01,EXPECTED
11PR121/2,140876,1.660363,140909,0.064241,3.252150e+00,2.577846,6.191689e-01,EXPECTED
11PR61,141307,1.401825,142061,0.080813,2.853392e+00,2.561774,5.156630e-01,EXPECTED
11PR123/2,142897,1.388741,143197,0.096109,2.670670e+00,2.545257,5.078591e-01,EXPECTED
11PR62,143551,1.132045,144349,0.107236,2.356749e+00,2.533477,4.045069e-01,EXPECTED
11PR125/2,145228,1.369822,145517,0.118658,2.446191e+00,2.522062,4.960877e-01,EXPECTED
11PR63,146522,1.359880,146683,0.135916,2.303115e+00,2.507649,4.880922e-01,EXPECTED
11PR127/2,147626,1.597298,147827,0.146261,2.390676e+00,2.494834,5.816167e-01,EXPECTED
11PR64,148292,1.346161,148991,0.163137,2.110422e+00,2.480164,4.769943e-01,EXPECTED
11PR129/2,148997,1.706559,149993,0.174376,2.281020e+00,2.466336,6.212385e-01,EXPECTED
13PR5,151108,1.686683,151303,0.187640,2.195994e+00,2.454123,6.108264e-01,EXPECTED
11PR131/2,152336,1.555812,152297,0.205298,2.025290e+00,2.437247,5.541145e-01,EXPECTED
11PR66,153464,1.665664,153611,0.213379,2.054909e+00,2.429438,5.977864e-01,EXPECTED
11PR133/2,154618,1.537087,154613,0.227124,1.912148e+00,2.414351,5.425736e-01,EXPECTED
11PR67,154793,1.535471,155921,0.236333,1.871351e+00,2.404947,5.401940e-01,EXPECTED
11PR135/2,156113,1.524414,156913,0.249908,1.808273e+00,2.391513,5.329287e-01,EXPECTED
11PR68,157993,1.277286,158233,0.262976,1.580430e+00,2.378279,4.264891e-01,EXPECTED
11PR137/2,159253,1.614709,159227,0.274550,1.771777e+00,2.368483,5.658301e-01,EXPECTED
11PR69,159724,1.150695,160541,0.289139,1.381214e+00,2.351635,3.663647e-01,EXPECTED
11PR139/2,161068,1.371225,161543,0.300706,1.517327e+00,2.340242,4.574394e-01,EXPECTED
11PR70,162824,1.585018,162853,0.305379,1.646797e+00,2.335339,5.479457e-01,EXPECTED
11PR141/2,163694,1.465620,163997,0.316712,1.532041e+00,2.324151,4.943345e-01,EXPECTED
11PR71,164888,1.456572,165161,0.332700,1.476600e+00,2.308774,4.867830e-01,EXPECTED
13PR11/2,166016,1.336714,166319,0.344929,1.354631e+00,2.296695,4.318314e-01,EXPECTED
11PR72,166697,1.443529,167471,0.351279,1.413265e+00,2.290154,4.769330e-01,EXPECTED
11PR145/2,167894,1.434779,168629,0.362984,1.374407e+00,2.277803,4.705389e-01,EXPECTED
11PR73,169534,1.642535,169783,0.371897,1.485379e+00,2.268999,5.599994e-01,EXPECTED
11PR147/2,170647,1.524337,170927,0.382205,1.383358e+00,2.258623,5.056762e-01,EXPECTED
11PR74,170974,1.304544,172093,0.393561,1.198373e+00,2.247220,4.053822e-01,EXPECTED
11PR149/2,173161,1.398438,173249,0.406015,1.236721e+00,2.237103,4.436197e-01,EXPECTED
11PR75,173764,1.394090,174241,0.418883,1.202406e+00,2.223184,4.386533e-01,EXPECTED
11PR151/2,174562,1.495857,175543,0.423187,1.262640e+00,2.218899,4.834244e-01,EXPECTED
11PR76,175822,1.592931,176551,0.435492,1.296855e+00,2.206318,5.246021e-01,EXPECTED
11PR153/2,177698,1.789604,177841,0.442704,1.396848e+00,2.198887,6.125372e-01,EXPECTED
11PR77,178733,1.676290,178859,0.453634,1.307048e+00,2.189807,5.583396e-01,EXPECTED
11PR155/2,179483,1.461488,180179,0.461509,1.152709e+00,2.179323,4.588485e-01,EXPECTED
13PR6,180679,1.764656,181183,0.470780,1.321320e+00,2.169990,5.962590e-01,EXPECTED
11PR157/2,182426,1.750719,182489,0.484051,1.285592e+00,2.157115,5.872047e-01,EXPECTED
11PR79,183247,1.744061,183487,0.489429,1.270732e+00,2.151569,5.831242e-01,EXPECTED
11PR159/2,184117,1.737535,184777,0.499599,1.246417e+00,2.141086,5.781814e-01,EXPECTED
11PR80,185534,1.726527,185797,0.510951,1.217593e+00,2.129760,5.707573e-01,EXPECTED
11PR161/2,187081,1.613274,187091,0.519661,1.132844e+00,2.122363,5.152808e-01,EXPECTED
11PR81,188093,1.606465,188261,0.527790,1.113093e+00,2.115073,5.099942e-01,EXPECTED
11PR163/2,188693,1.301507,189407,0.537572,8.842154e-01,2.103659,3.631458e-01,EXPECTED
11PR82,190331,1.391815,190573,0.543462,9.404041e-01,2.098894,4.041905e-01,EXPECTED
11PR165/2,191591,1.186300,191717,0.552055,7.649468e-01,2.089077,3.036006e-01,EXPECTED
11PR83,192611,1.476278,192883,0.558914,9.712837e-01,2.082069,4.406021e-01,EXPECTED
11PR167/2,193181,1.276245,194027,0.567715,8.100579e-01,2.074210,3.415903e-01,EXPECTED
11PR84,194126,1.368717,195193,0.576414,8.648029e-01,2.064696,3.837383e-01,EXPECTED
13PR13/2,196073,1.357534,196337,0.585412,8.411092e-01,2.055699,3.756007e-01,EXPECTED
11PR85,196736,1.740119,197479,0.593730,1.075284e+00,2.048567,5.596053e-01,EXPECTED
11PR171/2,198593,1.534679,198491,0.599182,9.405111e-01,2.041586,4.582207e-01,EXPECTED
11PR86,199193,1.530998,199813,0.611782,9.172991e-01,2.033737,4.519837e-01,EXPECTED
11PR173/2,200443,1.618472,200807,0.614460,9.684939e-01,2.026339,4.954808e-01,EXPECTED
11PR87,201766,1.514750,202121,0.624242,8.864676e-01,2.018644,4.411417e-01,EXPECTED
11PR175/2,203023,1.506731,203117,0.633269,8.668024e-01,2.008039,4.349826e-01,EXPECTED
11PR88,203821,1.595892,204431,0.640667,9.126783e-01,2.002664,4.769772e-01,EXPECTED
11PR177/2,204691,1.683543,205427,0.645231,9.590474e-01,1.995564,5.203100e-01,EXPECTED
