START,n_0,C_min,Npred_0,Cpred_min,Lambda_min
13PR22,674719,2.554681,675643,2.660015,-4.040440e-02
13PR45/2,686398,2.527108,690689,2.659980,-5.124304e-02
13PR23,703568,2.559020,705689,2.659947,-3.868183e-02
13PR47/2,713309,2.554701,720703,2.659914,-4.035860e-02
13PR24,733528,2.558252,735733,2.659882,-3.895755e-02
13PR49/2,748691,2.568782,750749,2.659851,-3.483825e-02
13PR25,758411,2.555201,765763,2.659821,-4.012794e-02
17PR3/2,770558,2.532269,780733,2.659791,-4.913181e-02
13PR26,787162,2.561586,795793,2.659762,-3.761005e-02
13PR53/2,804191,2.552045,810809,2.659733,-4.133074e-02
13PR27,819212,2.562766,825821,2.659705,-3.712807e-02
13PR55/2,831373,2.564720,840839,2.659678,-3.635575e-02
13PR28,850253,2.564273,855851,2.659651,-3.651990e-02
13PR57/2,860422,2.564422,870853,2.659625,-3.645202e-02
13PR29,883648,2.566164,885883,2.659600,-3.576356e-02
13PR59/2,891427,2.564719,900869,2.659574,-3.631704e-02
13PR30,909037,2.548728,915911,2.659550,-4.256252e-02
13PR61/2,915961,2.547074,930911,2.659525,-4.320229e-02
13PR31,944161,2.565326,945943,2.659502,-3.605332e-02
13PR63/2,957844,2.549019,960941,2.659478,-4.242128e-02
13PR32,968299,2.573348,975967,2.659455,-3.291344e-02
13PR65/2,990586,2.569172,990989,2.659433,-3.452927e-02
13PR33,1004449,2.563918,1006003,2.659411,-3.656811e-02
13PR67/2,1016921,2.561834,1021019,2.659389,-3.737299e-02
17PR2,1034134,2.571303,1036027,2.659368,-3.367573e-02
13PR69/2,1050706,2.556321,1048576,2.659347,-3.951149e-02
13PR35,1053142,2.560025,1066063,2.659326,-3.805568e-02
13PR71/2,1067611,2.564956,1081079,2.659306,-3.612386e-02
13PR36,1093418,2.575284,1096079,2.659286,-3.209785e-02
13PR73/2,1101119,2.571810,1111091,2.659266,-3.344021e-02
13PR37,1116337,2.566773,1126093,2.659247,-3.539353e-02
13PR75/2,1138519,2.571708,1141139,2.659227,-3.346521e-02
13PR38,1154584,2.576126,1156151,2.659209,-3.174199e-02
13PR77/2,1166306,2.582036,1171133,2.659190,-2.944333e-02
13PR39,1171721,2.577143,1186181,2.659172,-3.133338e-02
13PR79/2,1190542,2.575724,1201183,2.659154,-3.187737e-02
13PR40,1201553,2.553525,1216213,2.659136,-4.052650e-02
13PR81/2,1227416,2.574592,1231229,2.659119,-3.230379e-02
13PR41,1239109,2.571541,1246243,2.659101,-3.348277e-02
13PR83/2,1246537,2.571671,1261259,2.659084,-3.342582e-02
13PR42,1271308,2.567174,1276271,2.659067,-3.516963e-02
17PR5/2,1287808,2.580738,1291271,2.659051,-2.989389e-02
13PR43,1305097,2.580555,1306289,2.659035,-2.995878e-02
13PR87/2,1308529,2.570502,1321319,2.659018,-3.385567e-02
13PR44,1327552,2.567012,1336333,2.659003,-3.520866e-02
13PR89/2,1347289,2.580835,1351327,2.658987,-2.983223e-02
13PR45,1352977,2.568573,1366349,2.658971,-3.458871e-02
13PR91/2,1367291,2.578175,1381349,2.658956,-3.085178e-02
13PR46,1392068,2.581279,1396393,2.658941,-2.964291e-02
13PR93/2,1403569,2.576241,1411387,2.658926,-3.159092e-02
13PR47,1421554,2.574203,1426393,2.658911,-3.237667e-02
13PR95/2,1427329,2.563568,1441439,2.658897,-3.651134e-02
13PR48,1446013,2.577389,1456451,2.658882,-3.112886e-02
13PR97/2,1460213,2.583438,1471447,2.658868,-2.877940e-02
13PR49,1485139,2.569529,1486451,2.658854,-3.417259e-02
13PR99/2,1498438,2.572049,1501499,2.658840,-3.318708e-02
13PR50,1508933,2.579741,1516513,2.658826,-3.019567e-02
13PR101/2,1525204,2.588498,1531499,2.658813,-2.680200e-02
17PR3,1538384,2.572062,1546537,2.658799,-3.316661e-02
13PR103/2,1552613,2.581629,1561559,2.658786,-2.944903e-02
13PR52,1568978,2.579733,1576571,2.658773,-3.017883e-02
13PR105/2,1588283,2.576881,1591589,2.658760,-3.128010e-02
13PR53,1600058,2.588112,1606603,2.658747,-2.692631e-02
13PR107/2,1611293,2.582728,1621619,2.658734,-2.900386e-02
13PR54,1625321,2.576631,1636627,2.658722,-3.136282e-02
13PR109/2,1647964,2.569523,1651621,2.658710,-3.412076e-02
13PR55,1658869,2.582682,1666657,2.658697,-2.900776e-02
13PR111/2,1668971,2.593334,1681679,2.658685,-2.488733e-02
13PR56,1693639,2.579746,1696693,2.658673,-3.013618e-02
13PR113/2,1708321,2.575121,1711687,2.658661,-3.192609e-02
13PR57,1725814,2.588012,1726693,2.658649,-2.692809e-02
13PR115/2,1740821,2.579711,1741723,2.658637,-3.013621e-02
13PR58,1746859,2.570141,1756747,2.658626,-3.384869e-02
13PR117/2,1770016,2.583728,1771751,2.658614,-2.857162e-02
13PR59,1777753,2.573578,1786781,2.658603,-3.250365e-02
17PR7/2,1791778,2.589083,1801781,2.658592,-2.649290e-02
13PR60,1802266,2.584393,1816813,2.658581,-2.830186e-02
13PR121/2,1831436,2.577516,1831811,2.658570,-3.096224e-02
13PR61,1835741,2.571404,1846843,2.658559,-3.333219e-02
13PR123/2,1858867,2.583732,1861859,2.658548,-2.854524e-02
13PR62,1872751,2.587271,1876859,2.658537,-2.717232e-02
13PR125/2,1877164,2.577582,1891889,2.658526,-3.092008e-02
13PR63,1892416,2.592349,1906889,2.658516,-2.520366e-02
13PR127/2,1908661,2.585161,1921919,2.658505,-2.797615e-02
13PR64,1931242,2.580351,1936889,2.658495,-2.983474e-02
13PR129/2,1939141,2.593342,1951949,2.658485,-2.480902e-02
13PR65,1953379,2.593798,1966963,2.658475,-2.462944e-02
13PR131/2,1969936,2.574568,1981963,2.658465,-3.206714e-02
13PR66,1988632,2.587112,1996979,2.658455,-2.720293e-02
13PR133/2,1997902,2.586030,2012009,2.658445,-2.761748e-02
13PR67,2021137,2.583325,2027023,2.658435,-2.866027e-02
13PR135/2,2033041,2.591447,2042039,2.658425,-2.551744e-02
17PR4,2053553,2.579809,2057053,2.658415,-3.001472e-02
13PR137/2,2071096,2.585053,2072053,2.658406,-2.798068e-02
13PR69,2076304,2.586796,2087081,2.658396,-2.730289e-02
13PR139/2,2098952,2.580068,2097152,2.658389,-2.990455e-02
13PR70,2106019,2.587094,2117099,2.658378,-2.718092e-02
13PR141/2,2118514,2.592353,2132129,2.658368,-2.514644e-02
13PR71,2136091,2.592237,2147137,2.658359,-2.518781e-02
13PR143/2,2149759,2.601746,2162137,2.658350,-2.152287e-02
13PR72,2166772,2.597074,2177167,2.658341,-2.331682e-02
13PR145/2,2191216,2.591899,2192161,2.658332,-2.530805e-02
13PR73,2198473,2.595378,2207203,2.658323,-2.396330e-02
13PR147/2,2210389,2.596815,2222219,2.658314,-2.340639e-02
13PR74,2222702,2.600920,2237219,2.658306,-2.182385e-02
13PR149/2,2246323,2.596339,2252233,2.658297,-2.358332e-02
13PR75,2263843,2.582011,2267263,2.658288,-2.911375e-02
13PR151/2,2279476,2.588150,2282257,2.658280,-2.673596e-02
13PR76,2294377,2.602427,2297291,2.658271,-2.123144e-02
17PR9/2,2309311,2.594955,2312293,2.658263,-2.410373e-02
13PR77,2316212,2.583454,2327323,2.658254,-2.854225e-02
13PR155/2,2338396,2.592073,2342309,2.658246,-2.520857e-02
13PR78,2352563,2.595422,2357353,2.658238,-2.391437e-02
13PR157/2,2368486,2.590531,2372369,2.658230,-2.579761e-02
13PR79,2375998,2.595066,2387383,2.658221,-2.404515e-02
13PR159/2,2391856,2.585609,2402383,2.658213,-2.769302e-02
13PR80,2409742,2.596264,2417399,2.658205,-2.357759e-02
13PR161/2,2425117,2.592377,2432429,2.658197,-2.507286e-02
13PR81,2434183,2.589718,2447437,2.658189,-2.609607e-02
13PR163/2,2459998,2.595797,2462443,2.658182,-2.374883e-02
13PR82,2473948,2.581392,2477471,2.658174,-2.931063e-02
13PR165/2,2484971,2.595580,2492461,2.658166,-2.382641e-02
13PR83,2495473,2.597962,2507489,2.658158,-2.290611e-02
13PR167/2,2511253,2.602871,2522503,2.658151,-2.101570e-02
13PR84,2525273,2.595884,2537527,2.658143,-2.370064e-02
13PR169/2,2548498,2.597963,2552531,2.658136,-2.289745e-02
17PR5,2555363,2.595337,2567557,2.658128,-2.390574e-02
13PR171/2,2578036,2.596895,2582551,2.658121,-2.330298e-02
13PR86,2594246,2.593958,2597591,2.658113,-2.443158e-02
13PR173/2,2612419,2.590050,2612549,2.658106,-2.593666e-02
13PR87,2622619,2.592665,2627617,2.658099,-2.492490e-02
13PR175/2,2640928,2.597647,2642639,2.658091,-2.300216e-02
13PR88,2653489,2.589649,2657651,2.658084,-2.608322e-02
13PR177/2,2662903,2.599814,2672639,2.658077,-2.216303e-02
13PR89,2683354,2.590833,2687677,2.658070,-2.562085e-02
13PR179/2,2695961,2.593039,2702681,2.658063,-2.476712e-02
13PR90,2717602,2.598752,2717713,2.658056,-2.256370e-02
13PR181/2,2719121,2.594914,2732701,2.658049,-2.403902e-02
13PR91,2739127,2.593271,2747713,2.658042,-2.466975e-02
13PR183/2,2759311,2.597895,2762759,2.658035,-2.288563e-02
13PR92,2774917,2.605239,2777771,2.658028,-2.006008e-02
13PR185/2,2781718,2.593394,2792773,2.658022,-2.461479e-02
13PR93,2798351,2.597376,2807789,2.658015,-2.307790e-02
17PR11/2,2812492,2.599243,2822819,2.658008,-2.235672e-02
13PR94,2825503,2.600128,2837803,2.658001,-2.201366e-02
13PR189/2,2849842,2.600123,2852849,2.657995,-2.201333e-02
13PR95,2863901,2.601423,2867861,2.657988,-2.151084e-02
13PR191/2,2873672,2.596843,2882863,2.657982,-2.327071e-02
13PR96,2895122,2.601897,2897893,2.657975,-2.132376e-02
13PR193/2,2904764,2.591674,2912893,2.657969,-2.525830e-02
13PR97,2919424,2.602268,2927917,2.657962,-2.117629e-02
13PR195/2,2936938,2.587620,2942909,2.657956,-2.681887e-02
13PR98,2949664,2.600223,2957947,2.657949,-2.195756e-02
13PR197/2,2970467,2.599407,2972969,2.657943,-2.226917e-02
13PR99,2980234,2.595608,2987983,2.657937,-2.372947e-02
13PR199/2,2997242,2.598877,3002981,2.657931,-2.246857e-02
13PR100,3004042,2.591117,3018013,2.657924,-2.545631e-02
13PR201/2,3021439,2.592341,3033011,2.657918,-2.498178e-02
13PR101,3040787,2.595932,3048043,2.657912,-2.359525e-02
13PR203/2,3053924,2.607868,3063059,2.657906,-1.900557e-02
17PR6,3066709,2.591466,3078073,2.657900,-2.531260e-02
13PR205/2,3092806,2.597068,3093071,2.657894,-2.315096e-02
13PR103,3107012,2.604617,3108103,2.657888,-2.024618e-02
13PR207/2,3115766,2.600286,3123091,2.657882,-2.190813e-02
13PR104,3127703,2.602558,3138131,2.657876,-2.103250e-02
13PR209/2,3144191,2.605823,3153149,2.657870,-1.977649e-02
13PR105,3159916,2.603373,3168119,2.657864,-2.071488e-02
13PR211/2,3177964,2.601562,3183179,2.657858,-2.140850e-02
13PR106,3192643,2.602437,3198191,2.657852,-2.106996e-02
13PR213/2,3201973,2.598668,3213163,2.657847,-2.251739e-02
13PR107,3226558,2.596537,3228223,2.657841,-2.333550e-02
13PR215/2,3235957,2.604722,3243239,2.657835,-2.018593e-02
13PR108,3245252,2.608783,3258247,2.657830,-1.862617e-02
13PR217/2,3260314,2.604682,3273269,2.657824,-2.019715e-02
13PR109,3275093,2.605763,3288269,2.657818,-1.977995e-02
13PR219/2,3290396,2.600457,3303281,2.657813,-2.181641e-02
13PR110,3317926,2.603487,3318307,2.657807,-2.064965e-02
17PR13/2,3326234,2.605172,3333313,2.657802,-2.000077e-02
13PR111,3341761,2.604131,3348307,2.657796,-2.039818e-02
13PR223/2,3354079,2.597185,3363343,2.657790,-2.306678e-02
13PR112,3364727,2.596771,3378373,2.657785,-2.322432e-02
13PR225/2,3380669,2.605672,3393373,2.657780,-1.980058e-02
13PR113,3395806,2.609983,3408389,2.657774,-1.814522e-02
13PR227/2,3411274,2.603699,3423419,2.657769,-2.055392e-02
13PR114,3434458,2.611137,3438419,2.657763,-1.769903e-02
13PR229/2,3439621,2.611954,3453409,2.657758,-1.738431e-02
13PR115,3464267,2.603425,3468463,2.657753,-2.065314e-02
13PR231/2,3479059,2.604518,3483463,2.657748,-2.023152e-02
13PR116,3489916,2.613878,3498493,2.657742,-1.664195e-02
13PR233/2,3502439,2.610699,3513491,2.657737,-1.785701e-02
13PR117,3515401,2.612171,3528521,2.657732,-1.729145e-02
13PR235/2,3539002,2.606307,3543523,2.657727,-1.953697e-02
13PR118,3553097,2.606045,3558553,2.657722,-1.963562e-02
13PR237/2,3561149,2.602978,3573529,2.657716,-2.081093e-02
17PR7,3576721,2.610207,3588527,2.657711,-1.803570e-02
13PR239/2,3591949,2.611007,3603583,2.657706,-1.772737e-02
13PR120,3616831,2.603235,3618583,2.657701,-2.070656e-02
13PR241/2,3633412,2.606239,3633583,2.657696,-1.955140e-02
13PR121,3644584,2.609578,3648643,2.657691,-1.826918e-02
13PR243/2,3658834,2.606500,3663659,2.657686,-1.944749e-02
13PR122,3675767,2.603042,3678671,2.657681,-2.077318e-02
13PR245/2,3682709,2.606978,3693689,2.657676,-1.926036e-02
13PR123,3704819,2.596930,3708697,2.657671,-2.312020e-02
13PR247/2,3722221,2.602626,3723719,2.657667,-2.092773e-02
13PR124,3735406,2.608630,3738733,2.657662,-1.862161e-02
13PR249/2,3753443,2.600434,3753721,2.657657,-2.176655e-02
13PR125,3760034,2.593551,3768731,2.657652,-2.441505e-02
13PR251/2,3783313,2.604192,3783739,2.657647,-2.031869e-02
13PR126,3797879,2.598422,3798793,2.657642,-2.253493e-02
13PR253/2,3801443,2.606210,3813773,2.657638,-1.954070e-02
13PR127,3822034,2.613491,3828821,2.657633,-1.674900e-02
17PR15/2,3834151,2.598408,3843823,2.657628,-2.253505e-02
13PR128,3853924,2.606403,3858851,2.657624,-1.946138e-02
13PR257/2,3858931,2.597507,3873847,2.657619,-2.287847e-02
13PR129,3883478,2.594628,3888851,2.657614,-2.398557e-02
13PR259/2,3891541,2.606291,3903899,2.657610,-1.949908e-02
13PR130,3912628,2.602100,3918913,2.657605,-2.110653e-02
13PR261/2,3927556,2.600320,3933929,2.657600,-2.178895e-02
13PR131,3936293,2.599760,3948911,2.657596,-2.200282e-02
13PR263/2,3961283,2.606488,3963959,2.657591,-1.941635e-02
13PR132,3974746,2.609044,3978971,2.657587,-1.843470e-02
13PR265/2,3992123,2.608902,3993959,2.657582,-1.848724e-02
13PR133,3996758,2.606043,4009003,2.657578,-1.958220e-02
13PR267/2,4015034,2.596429,4024003,2.657573,-2.327626e-02
13PR134,4034477,2.610102,4039019,2.657569,-1.802249e-02
13PR269/2,4047991,2.608708,4054033,2.657564,-1.855483e-02
13PR135,4060838,2.605187,4069063,2.657560,-1.990395e-02
13PR271/2,4069376,2.607269,4084079,2.657556,-1.910359e-02
17PR8,4087942,2.607185,4099093,2.657551,-1.913393e-02
13PR273/2,4099112,2.611193,4114087,2.657547,-1.759631e-02
13PR137,4115572,2.602570,4129109,2.657543,-2.090259e-02
13PR275/2,4131313,2.600695,4144121,2.657538,-2.162141e-02
13PR138,4154263,2.606322,4159153,2.657534,-1.945859e-02
13PR277/2,4161457,2.607097,4174151,2.657530,-1.915978e-02
13PR139,4186967,2.607727,4189183,2.657525,-1.891628e-02
13PR279/2,4197376,2.593242,4194304,2.657523,-2.448566e-02
13PR140,4208627,2.613973,4219211,2.657517,-1.652094e-02
13PR281/2,4222718,2.607053,4234229,2.657513,-1.917026e-02
13PR141,4242659,2.608260,4249241,2.657508,-1.870551e-02
13PR283/2,4254164,2.607386,4264259,2.657504,-1.903915e-02
13PR142,4270639,2.603665,4279267,2.657500,-2.046576e-02
13PR285/2,4280083,2.607170,4294259,2.657496,-1.911898e-02
13PR143,4298422,2.609440,4309297,2.657492,-1.824718e-02
13PR287/2,4323628,2.609173,4324303,2.657488,-1.834800e-02
13PR144,4333132,2.610882,4339333,2.657484,-1.769172e-02
17PR17/2,4342687,2.606964,4354349,2.657480,-1.919198e-02
13PR145,4354381,2.614402,4369349,2.657475,-1.634103e-02
13PR291/2,4372499,2.601775,4384379,2.657471,-2.118101e-02
13PR146,4392541,2.607219,4399363,2.657467,-1.908928e-02
13PR293/2,4400353,2.604258,4414379,2.657463,-2.022411e-02
13PR147,4416868,2.603212,4429417,2.657459,-2.062434e-02
13PR295/2,4441462,2.609455,4444409,2.657455,-1.822751e-02
13PR148,4447771,2.609820,4459451,2.657451,-1.808614e-02
13PR297/2,4469884,2.605726,4474469,2.657447,-1.965456e-02
13PR149,4475881,2.602272,4489483,2.657443,-2.097947e-02
13PR299/2,4499059,2.612312,4504457,2.657440,-1.712760e-02
13PR150,4512502,2.605336,4519499,2.657436,-1.980010e-02
13PR301/2,4520101,2.610048,4534501,2.657432,-1.799163e-02
13PR151,4540321,2.610081,4549537,2.657428,-1.797748e-02
13PR303/2,4562161,2.604160,4564559,2.657424,-2.024707e-02
13PR152,4568336,2.615511,4579567,2.657420,-1.589624e-02
13PR305/2,4593406,2.608216,4594589,2.657416,-1.868776e-02
17PR9,4602932,2.612112,4609597,2.657412,-1.719363e-02
13PR307/2,4621748,2.615499,4624603,2.657409,-1.589669e-02
13PR154,4638149,2.615785,4639633,2.657405,-1.578584e-02
13PR309/2,4642907,2.600257,4654649,2.657401,-2.173829e-02
13PR155,4657141,2.599418,4669627,2.657397,-2.205950e-02
13PR311/2,4674077,2.610601,4684661,2.657394,-1.776548e-02
13PR156,4687861,2.607950,4699691,2.657390,-1.877997e-02
13PR313/2,4710718,2.609368,4714691,2.657386,-1.823489e-02
13PR157,4729297,2.607043,4729693,2.657382,-1.912480e-02
13PR315/2,4734448,2.611760,4744711,2.657379,-1.731598e-02
13PR158,4749676,2.609849,4759753,2.657375,-1.804643e-02
13PR317/2,4765841,2.612665,4774769,2.657371,-1.696652e-02
13PR159,4785362,2.612487,4789783,2.657368,-1.703352e-02
13PR319/2,4792159,2.588525,4804799,2.657364,-2.624644e-02
13PR160,4818013,2.609266,4819813,2.657360,-1.826419e-02
13PR321/2,4824811,2.601355,4834829,2.657357,-2.129956e-02
13PR161,4837909,2.605804,4849843,2.657353,-1.958925e-02
19PR/2,4918721,2.600756,5105063,2.657294,-2.150614e-02
17PR10,5167067,2.597599,5360353,2.657237,-2.269930e-02
17PR21/2,5572393,2.607352,5615609,2.657184,-1.893177e-02
17PR11,5638274,2.605302,5870857,2.657133,-1.969912e-02
17PR23/2,5878723,2.605254,6126091,2.657085,-1.969948e-02
17PR12,6175451,2.603294,6381371,2.657039,-2.043478e-02
17PR25/2,6634582,2.604438,6636611,2.656996,-1.997925e-02
17PR13,6670333,2.604986,6891883,2.656954,-1.975305e-02
17PR27/2,6924206,2.610703,7147139,2.656913,-1.754539e-02
17PR14,7376626,2.610535,7402363,2.656875,-1.759544e-02
17PR29/2,7515967,2.611962,7657613,2.656838,-1.703503e-02
17PR15,7808617,2.611891,7912889,2.656802,-1.704866e-02
17PR31/2,8143934,2.607556,8168117,2.656767,-1.869659e-02
17PR16,8377064,2.615094,8388608,2.656738,-1.579901e-02
17PR33/2,8527412,2.609130,8678669,2.656702,-1.806867e-02
17PR17,8870593,2.615707,8933917,2.656671,-1.553941e-02
17PR35/2,9121549,2.613892,9189157,2.656640,-1.622187e-02
17PR18,9307022,2.615493,9444403,2.656611,-1.559864e-02
17PR37/2,9601418,2.616651,9699667,2.656583,-1.514545e-02
19PR,9798904,2.616429,9954907,2.656556,-1.522014e-02
17PR39/2,10030684,2.609830,10210177,2.656529,-1.773530e-02
17PR20,10279447,2.610716,10465453,2.656503,-1.738608e-02
17PR41/2,10509104,2.610205,10720709,2.656478,-1.757242e-02
17PR21,10730206,2.616253,10975927,2.656453,-1.524863e-02
17PR43/2,11035639,2.619300,11231219,2.656429,-1.407563e-02
17PR22,11262739,2.617318,11486467,2.656406,-1.482395e-02
17PR45/2,11722628,2.612843,11741729,2.656383,-1.652652e-02
17PR23,11980162,2.618144,11996939,2.656361,-1.449147e-02
17PR47/2,12176348,2.615986,12252197,2.656339,-1.530778e-02
17PR24,12503914,2.618371,12507457,2.656318,-1.438858e-02
17PR49/2,12674359,2.620449,12762727,2.656297,-1.358737e-02
17PR25,12945293,2.619810,13018003,2.656277,-1.382372e-02
17PR51/2,13157726,2.614254,13273207,2.656257,-1.593921e-02
17PR26,13383668,2.621737,13528507,2.656238,-1.307376e-02
17PR53/2,13598296,2.621948,13783751,2.656219,-1.298613e-02
17PR27,13890334,2.615375,14039023,2.656200,-1.548904e-02
17PR55/2,14203249,2.615943,14294261,2.656182,-1.526511e-02
17PR28,14546944,2.610027,14549527,2.656165,-1.752279e-02
19PR3/2,14653259,2.623627,14804767,2.656147,-1.231886e-02
17PR29,14993599,2.620451,15060043,2.656130,-1.352374e-02
17PR59/2,15201136,2.622150,15315281,2.656113,-1.286918e-02
17PR30,15512572,2.621195,15570553,2.656097,-1.322743e-02
17PR61/2,15580924,2.620941,15825787,2.656080,-1.331794e-02
17PR31,15903079,2.620396,16081027,2.656065,-1.352025e-02
17PR63/2,16105231,2.624621,16336301,2.656049,-1.190318e-02
17PR32,16453264,2.623584,16591571,2.656034,-1.229271e-02
17PR65/2,16618577,2.617779,16777216,2.656022,-1.450327e-02
17PR33,17086924,2.622329,17102077,2.656004,-1.275988e-02
17PR67/2,17157347,2.615508,17357339,2.655989,-1.535875e-02
17PR34,17438299,2.625902,17612593,2.655975,-1.138736e-02
17PR69/2,17754362,2.624263,17867827,2.655961,-1.200645e-02
17PR35,17939156,2.615320,18123097,2.655947,-1.541482e-02
17PR71/2,18252083,2.624696,18378337,2.655933,-1.183093e-02
17PR36,18564664,2.625098,18633599,2.655920,-1.167288e-02
17PR73/2,18652631,2.624112,18888851,2.655907,-1.204366e-02
17PR37,18955823,2.626048,19144117,2.655894,-1.130127e-02
17PR75/2,19271158,2.619062,19399379,2.655881,-1.396019e-02
19PR2,19443122,2.621885,19654597,2.655868,-1.287801e-02
17PR77/2,19708879,2.625817,19909867,2.655856,-1.137493e-02
17PR39,19998859,2.625370,20165143,2.655843,-1.154028e-02
17PR79/2,20283568,2.627375,20420377,2.655831,-1.077235e-02
17PR40,20429401,2.628649,20675653,2.655819,-1.028306e-02
17PR81/2,20718961,2.625233,20930909,2.655807,-1.157891e-02
17PR41,21107407,2.622493,21186149,2.655796,-1.261903e-02
17PR83/2,21411154,2.624482,21441383,2.655784,-1.185636e-02
17PR42,21448858,2.626527,21696629,2.655773,-1.107332e-02
17PR85/2,21902344,2.627307,21951929,2.655762,-1.077225e-02
17PR43,22109926,2.625829,22207153,2.655751,-1.133082e-02
17PR87/2,22446616,2.626041,22462411,2.655740,-1.124595e-02
17PR44,22683424,2.626940,22717687,2.655729,-1.089952e-02
17PR89/2,22916389,2.628539,22972931,2.655719,-1.028725e-02
17PR45,23227639,2.627468,23228143,2.655708,-1.069064e-02
17PR91/2,23248021,2.624545,23483459,2.655698,-1.179997e-02
17PR46,23613664,2.628503,23738711,2.655688,-1.028927e-02
17PR93/2,23763461,2.627766,23993911,2.655678,-1.056593e-02
17PR47,24170554,2.626512,24249217,2.655668,-1.103949e-02
19PR5/2,24496594,2.621733,24504479,2.655658,-1.285691e-02
17PR48,24691036,2.622891,24759733,2.655648,-1.241155e-02
17PR97/2,24916354,2.626999,25014989,2.655638,-1.084280e-02
17PR49,25251022,2.623810,25270243,2.655629,-1.205408e-02
17PR99/2,25283017,2.628372,25525477,2.655619,-1.031313e-02
17PR50,25696939,2.623817,25780709,2.655610,-1.204426e-02
17PR101/2,25801309,2.627088,26036009,2.655601,-1.079499e-02
17PR51,26141191,2.629090,26291263,2.655592,-1.002983e-02
17PR103/2,26306708,2.628417,26546491,2.655583,-1.028245e-02
17PR52,26617804,2.631407,26801767,2.655574,-9.142143e-03
17PR105/2,27035497,2.629789,27057011,2.655565,-9.753823e-03
17PR53,27158464,2.629023,27312283,2.655556,-1.004175e-02
17PR107/2,27501673,2.628960,27567511,2.655548,-1.006271e-02
17PR54,27760763,2.629751,27822793,2.655539,-9.758482e-03
17PR109/2,27980503,2.628691,28078031,2.655531,-1.015863e-02
17PR55,28301542,2.630045,28333303,2.655522,-9.640289e-03
17PR111/2,28396519,2.630694,28588537,2.655514,-9.390543e-03
17PR56,28691977,2.629850,28843783,2.655506,-9.708410e-03
17PR113/2,28929157,2.630176,29099069,2.655498,-9.581444e-03
19PR3,29155046,2.630441,29354323,2.655490,-9.477682e-03
17PR115/2,29565262,2.629070,29609561,2.655482,-9.996011e-03
17PR58,29613937,2.628569,29864803,2.655474,-1.018358e-02
17PR117/2,30099763,2.626030,30120061,2.655466,-1.114696e-02
17PR59,30218456,2.627828,30375337,2.655458,-1.045950e-02
17PR119/2,30382789,2.631909,30630599,2.655451,-8.905070e-03
17PR60,30883093,2.633360,30885853,2.655443,-8.350898e-03
17PR121/2,31009246,2.629683,31141109,2.655436,-9.745553e-03
17PR61,31171139,2.631779,31396333,2.655428,-8.945804e-03
17PR123/2,31624316,2.631075,31651597,2.655421,-9.210703e-03
17PR62,31887652,2.631962,31906867,2.655413,-8.870622e-03
17PR125/2,31961998,2.630995,32162129,2.655406,-9.235460e-03
17PR63,32354356,2.632298,32417381,2.655399,-8.737697e-03
17PR127/2,32472961,2.632306,32672639,2.655392,-8.732022e-03
17PR64,32919296,2.630170,32927837,2.655385,-9.541171e-03
17PR129/2,33019706,2.628541,33183149,2.655378,-1.015808e-02
17PR65,33279284,2.631961,33438359,2.655371,-8.855186e-03
17PR131/2,33643406,2.629604,33554432,2.655368,-9.749987e-03
17PR66,33777019,2.632037,33948883,2.655357,-8.821038e-03
19PR7/2,34046093,2.632356,34204141,2.655350,-8.697210e-03
17PR67,34266923,2.630062,34459423,2.655344,-9.566793e-03
17PR135/2,34576216,2.634091,34714679,2.655337,-8.033426e-03
17PR68,34954384,2.627883,34969931,2.655330,-1.039036e-02
17PR137/2,35084837,2.631588,35225171,2.655324,-8.979215e-03
17PR69,35316493,2.629890,35480443,2.655317,-9.622025e-03
17PR139/2,35642969,2.631976,35735681,2.655311,-8.826890e-03
17PR70,35899592,2.628367,35990951,2.655305,-1.019678e-02
17PR141/2,36073241,2.633081,36246209,2.655298,-8.402246e-03
17PR71,36398188,2.630918,36501463,2.655292,-9.221795e-03
17PR143/2,36581563,2.629058,36756677,2.655286,-9.926763e-03
17PR72,36973873,2.633653,37011911,2.655280,-8.178255e-03
17PR145/2,37016704,2.630069,37267229,2.655273,-9.537393e-03
17PR73,37496491,2.629585,37522483,2.655267,-9.719176e-03
17PR147/2,37751653,2.626389,37777739,2.655261,-1.093306e-02
17PR74,37963693,2.632427,38032991,2.655255,-8.634461e-03
17PR149/2,38099641,2.633034,38288213,2.655249,-8.401642e-03
17PR75,38387458,2.631562,38543501,2.655243,-8.958590e-03
17PR151/2,38661856,2.632132,38798759,2.655238,-8.740129e-03
19PR4,38836108,2.629723,39054013,2.655232,-9.653516e-03
17PR153/2,39131578,2.631563,39309251,2.655226,-8.951807e-03
17PR77,39347939,2.631460,39564521,2.655220,-8.988689e-03
17PR155/2,39766889,2.633842,39819751,2.655215,-8.082014e-03
17PR78,39934108,2.634013,40074989,2.655209,-8.014832e-03
17PR157/2,40313531,2.634894,40330289,2.655203,-7.678158e-03
17PR79,40519231,2.632190,40585543,2.655198,-8.703029e-03
17PR159/2,40758841,2.633124,40840777,2.655192,-8.345994e-03
17PR80,41026108,2.632692,41096053,2.655187,-8.508189e-03
17PR161/2,41344276,2.629465,41351291,2.655181,-9.732422e-03
17PR81,41405201,2.633644,41606533,2.655176,-8.142504e-03
17PR163/2,41744774,2.631825,41861759,2.655170,-8.831161e-03
