START,n_0,C_min,Npred_0,Cpred_min,Lambda_min
17PR82,41954984,2.633679,42117067,2.655165,-8.125072e-03
17PR165/2,42145777,2.633117,42372293,2.655160,-8.336601e-03
17PR83,42624509,2.632990,42627569,2.655154,-8.382574e-03
17PR167/2,42661672,2.632549,42882821,2.655149,-8.548195e-03
17PR84,43062872,2.633218,43138079,2.655144,-8.292218e-03
17PR169/2,43159756,2.631244,43393349,2.655139,-9.040269e-03
17PR85,43543622,2.631252,43648601,2.655134,-9.035346e-03
19PR9/2,43817623,2.631417,43903841,2.655129,-8.970757e-03
17PR86,43986944,2.634464,44159107,2.655123,-7.811236e-03
17PR173/2,44294533,2.631231,44414329,2.655118,-9.037301e-03
17PR87,44528149,2.634733,44669621,2.655113,-7.705366e-03
17PR175/2,44731231,2.634755,44924879,2.655108,-7.695133e-03
17PR88,45173824,2.632683,45180133,2.655103,-8.479970e-03
17PR177/2,45267808,2.635113,45435389,2.655099,-7.555877e-03
17PR89,45561898,2.634634,45690641,2.655094,-7.735786e-03
17PR179/2,45750142,2.633862,45945877,2.655089,-8.026966e-03
17PR90,46085467,2.634998,46201139,2.655084,-7.593870e-03
17PR181/2,46431778,2.632357,46456409,2.655079,-8.594767e-03
17PR91,46594183,2.635729,46711627,2.655074,-7.312722e-03
17PR183/2,46894108,2.633895,46966883,2.655070,-8.007280e-03
17PR92,47087281,2.633008,47222159,2.655065,-8.342218e-03
17PR185/2,47309188,2.633116,47477429,2.655060,-8.299318e-03
17PR93,47622787,2.634875,47732611,2.655056,-7.630004e-03
17PR187/2,47873767,2.635685,47987921,2.655051,-7.320753e-03
17PR94,48190642,2.635323,48243193,2.655046,-7.456225e-03
17PR189/2,48285199,2.635154,48498403,2.655042,-7.518849e-03
19PR5,48626887,2.632639,48753673,2.655037,-8.471825e-03
17PR191/2,48879484,2.633137,49008913,2.655033,-8.281173e-03
17PR96,49187434,2.632998,49264213,2.655028,-8.332080e-03
17PR193/2,49318109,2.635156,49519469,2.655024,-7.511311e-03
17PR97,49635736,2.634741,49774723,2.655019,-7.666926e-03
17PR195/2,49940141,2.633450,50029951,2.655015,-8.155531e-03
17PR98,50141197,2.634563,50285233,2.655011,-7.731474e-03
17PR197/2,50458396,2.635375,50540467,2.655006,-7.421428e-03
17PR99,50608574,2.633957,50795713,2.655002,-7.958130e-03
17PR199/2,50912011,2.636007,51050981,2.654998,-7.178629e-03
17PR100,51198841,2.634543,51306247,2.654993,-7.732286e-03
17PR201/2,51539167,2.635865,51561479,2.654989,-7.229110e-03
17PR101,51716248,2.634955,51816749,2.654985,-7.572901e-03
17PR203/2,52007056,2.633287,52072019,2.654981,-8.204623e-03
17PR102,52116109,2.633243,52327243,2.654976,-8.219449e-03
17PR205/2,52371376,2.633141,52582487,2.654972,-8.256678e-03
17PR103,52646206,2.633595,52837747,2.654968,-8.082769e-03
17PR207/2,52911227,2.635705,53093017,2.654964,-7.280397e-03
17PR104,53265791,2.635671,53348287,2.654960,-7.291790e-03
19PR11/2,53359531,2.635169,53603549,2.654956,-7.480765e-03
17PR105,53699671,2.633020,53858797,2.654952,-8.295099e-03
17PR211/2,54054124,2.635260,54114059,2.654948,-7.443220e-03
17PR106,54226726,2.635112,54369311,2.654944,-7.497876e-03
17PR213/2,54448969,2.634606,54624529,2.654940,-7.688410e-03
17PR107,54684703,2.633856,54879793,2.654936,-7.971617e-03
17PR215/2,55083529,2.633461,55135049,2.654932,-8.120092e-03
17PR108,55192084,2.635633,55390327,2.654928,-7.294155e-03
17PR217/2,55473001,2.636138,55645571,2.654924,-7.101062e-03
17PR109,55853137,2.636086,55900837,2.654920,-7.119281e-03
17PR219/2,56049046,2.635400,56156081,2.654916,-7.378043e-03
17PR110,56165927,2.635609,56411353,2.654912,-7.297234e-03
17PR221/2,56548759,2.635267,56666579,2.654908,-7.425497e-03
17PR111,56673544,2.633961,56921863,2.654905,-7.920076e-03
17PR223/2,56969719,2.635792,57177101,2.654901,-7.223660e-03
17PR112,57242986,2.635920,57432373,2.654897,-7.173592e-03
17PR225/2,57577804,2.636144,57687607,2.654893,-7.087109e-03
17PR113,57712034,2.637007,57942883,2.654890,-6.758661e-03
17PR227/2,57988096,2.635972,58198097,2.654886,-7.149721e-03
19PR6,58327037,2.635784,58453393,2.654882,-7.219538e-03
17PR229/2,58622908,2.634749,58708621,2.654878,-7.610781e-03
17PR115,58803007,2.634830,58963889,2.654875,-7.578909e-03
17PR231/2,59213989,2.635457,59219141,2.654871,-7.339464e-03
17PR116,59297873,2.634889,59474407,2.654868,-7.553880e-03
17PR233/2,59503861,2.637234,59729633,2.654864,-6.662789e-03
17PR117,59774947,2.635060,59984921,2.654860,-7.485970e-03
17PR235/2,60116767,2.634939,60240179,2.654857,-7.530761e-03
17PR118,60336769,2.636403,60495433,2.654853,-6.973798e-03
17PR237/2,60497854,2.634093,60750689,2.654850,-7.849246e-03
17PR119,60816697,2.635280,61005929,2.654846,-7.397211e-03
17PR239/2,61220564,2.635772,61261199,2.654843,-7.209401e-03
17PR120,61395833,2.637005,61516447,2.654839,-6.740209e-03
17PR241/2,61759091,2.633558,61771691,2.654836,-8.047099e-03
17PR121,61983998,2.636409,62026961,2.654832,-6.963612e-03
17PR243/2,62244289,2.637559,62282179,2.654829,-6.526378e-03
17PR122,62376973,2.635962,62537473,2.654825,-7.130538e-03
17PR245/2,62587496,2.633622,62792693,2.654822,-8.017524e-03
17PR123,62989169,2.635139,63047981,2.654818,-7.440170e-03
19PR13/2,63287786,2.637261,63303217,2.654815,-6.634094e-03
17PR124,63537428,2.635042,63558491,2.654812,-7.474721e-03
17PR249/2,63618773,2.633530,63813731,2.654808,-8.047184e-03
17PR125,63890804,2.632723,64069003,2.654805,-8.352534e-03
17PR251/2,64316048,2.636346,64324237,2.654802,-6.976208e-03
17PR126,64424396,2.637243,64579511,2.654798,-6.634516e-03
17PR253/2,64765823,2.636032,64834751,2.654795,-7.092683e-03
17PR127,64931122,2.634970,65090021,2.654792,-7.494512e-03
17PR255/2,65322134,2.633716,65345279,2.654788,-7.969025e-03
17PR128,65582632,2.636488,65600489,2.654785,-6.915944e-03
17PR257/2,65836588,2.636090,65855771,2.654782,-7.065783e-03
17PR129,65963042,2.635804,66111043,2.654779,-7.173153e-03
17PR259/2,66330947,2.636673,66366281,2.654776,-6.842387e-03
17PR130,66475847,2.636600,66621551,2.654772,-6.868567e-03
17PR261/2,66759878,2.632266,66876791,2.654769,-8.512573e-03
17PR131,67003604,2.638001,67108864,2.654766,-6.335082e-03
17PR263/2,67307957,2.635541,67387291,2.654763,-7.266911e-03
17PR132,67561558,2.637463,67642571,2.654760,-6.536785e-03
17PR265/2,67837898,2.635003,67897807,2.654757,-7.468805e-03
19PR7,68084449,2.637449,68153077,2.654753,-6.539456e-03
17PR267/2,68374573,2.637397,68408339,2.654750,-6.558042e-03
17PR134,68573404,2.636503,68663593,2.654747,-6.895940e-03
17PR269/2,68827744,2.637719,68918771,2.654744,-6.433700e-03
17PR135,68941876,2.637597,69174101,2.654741,-6.478823e-03
17PR271/2,69300487,2.639059,69429337,2.654738,-5.923554e-03
17PR136,69484453,2.638006,69684611,2.654735,-6.321509e-03
17PR273/2,69727604,2.637982,69939847,2.654732,-6.329477e-03
17PR137,70017487,2.636601,70195093,2.654729,-6.851990e-03
17PR275/2,70230652,2.636101,70450379,2.654726,-7.040516e-03
17PR138,70519193,2.637251,70705627,2.654723,-6.603231e-03
17PR277/2,70943798,2.635591,70960871,2.654720,-7.231742e-03
17PR139,71076134,2.638363,71216129,2.654717,-6.179409e-03
17PR279/2,71221001,2.638419,71471363,2.654714,-6.157053e-03
17PR140,71656906,2.638110,71726651,2.654711,-6.273046e-03
17PR281/2,71735264,2.638721,71981879,2.654708,-6.040337e-03
17PR141,72112511,2.637571,72237163,2.654705,-6.475120e-03
17PR283/2,72336923,2.639129,72492419,2.654702,-5.883469e-03
17PR142,72721048,2.636909,72747673,2.654699,-6.723879e-03
19PR15/2,72970318,2.636999,73002877,2.654697,-6.688996e-03
17PR143,73162897,2.637547,73258169,2.654694,-6.480075e-03
17PR287/2,73416388,2.639578,73513421,2.654691,-5.709208e-03
17PR144,73679659,2.637208,73768691,2.654688,-6.606352e-03
17PR289/2,73865923,2.637441,74023903,2.654685,-6.516875e-03
17PR145,74198197,2.636120,74279201,2.654682,-7.016734e-03
17PR291/2,74415724,2.637634,74534459,2.654679,-6.441440e-03
17PR146,74595188,2.638243,74789713,2.654677,-6.209825e-03
17PR293/2,74903176,2.637385,75044969,2.654674,-6.533964e-03
17PR147,75214519,2.637605,75300223,2.654671,-6.449421e-03
17PR295/2,75547741,2.637880,75555479,2.654668,-6.344036e-03
17PR148,75693764,2.637004,75810697,2.654666,-6.675422e-03
17PR297/2,75996457,2.636998,76065989,2.654663,-6.676567e-03
17PR149,76103812,2.635696,76321207,2.654660,-7.169302e-03
17PR299/2,76519952,2.637322,76576477,2.654657,-6.551448e-03
17PR150,76801957,2.637580,76831739,2.654655,-6.452873e-03
17PR301/2,77046511,2.637491,77086979,2.654652,-6.485486e-03
17PR151,77118317,2.636486,77342257,2.654649,-6.865473e-03
17PR303/2,77547046,2.634729,77597441,2.654646,-7.530982e-03
19PR8,77647972,2.636782,77852771,2.654644,-6.751325e-03
17PR305/2,77874982,2.638674,78108001,2.654641,-6.032911e-03
17PR153,78275107,2.638349,78363281,2.654638,-6.154956e-03
17PR307/2,78486157,2.635975,78618521,2.654636,-7.054413e-03
17PR154,78822322,2.634340,78873787,2.654633,-7.673739e-03
17PR309/2,78966427,2.638268,79129049,2.654630,-6.182644e-03
17PR155,79340026,2.638984,79384289,2.654628,-5.910537e-03
17PR311/2,79589386,2.634917,79639537,2.654625,-7.451719e-03
17PR156,79813457,2.637192,79894807,2.654623,-6.587934e-03
17PR313/2,79993982,2.637292,80150047,2.654620,-6.548885e-03
17PR157,80189056,2.636042,80405279,2.654617,-7.021838e-03
17PR315/2,80483692,2.637151,80660579,2.654615,-6.600467e-03
17PR158,80775787,2.638658,80915819,2.654612,-6.028050e-03
17PR317/2,81090704,2.637190,81171061,2.654610,-6.583795e-03
17PR159,81205606,2.638884,81426337,2.654607,-5.940521e-03
17PR319/2,81457762,2.636467,81681563,2.654605,-6.856104e-03
17PR160,81745228,2.639338,81936851,2.654602,-5.766609e-03
17PR321/2,81948434,2.636703,82192109,2.654600,-6.764711e-03
17PR161,82299649,2.636581,82447357,2.654597,-6.809852e-03
19PR17/2,82476448,2.635786,82702597,2.654594,-7.110294e-03
17PR162,82772831,2.636570,82957873,2.654592,-6.812141e-03
17PR325/2,82974277,2.638083,83213071,2.654590,-6.237700e-03
17PR163,83270389,2.638021,83468347,2.654587,-6.260072e-03
17PR327/2,83573866,2.635813,83723639,2.654585,-7.096660e-03
17PR164,83908249,2.637948,83978893,2.654582,-6.285861e-03
17PR329/2,84107501,2.638511,84234149,2.654580,-6.071707e-03
17PR165,84251312,2.638312,84489347,2.654577,-6.146001e-03
17PR331/2,84692869,2.638572,84744659,2.654575,-6.046705e-03
17PR166,84806881,2.637017,84999913,2.654572,-6.635082e-03
17PR333/2,85253866,2.638908,85255169,2.654570,-5.917488e-03
17PR167,85368512,2.638315,85510423,2.654567,-6.141097e-03
17PR335/2,85668334,2.637413,85765679,2.654565,-6.482287e-03
17PR168,85894337,2.638894,86020871,2.654563,-5.920156e-03
17PR337/2,86057368,2.638057,86276167,2.654560,-6.236255e-03
17PR169,86277679,2.638048,86531429,2.654558,-6.238913e-03
17PR339/2,86635817,2.639347,86786681,2.654555,-5.745494e-03
17PR170,86986723,2.638438,87041951,2.654553,-6.089204e-03
17PR341/2,87237119,2.638759,87297169,2.654551,-5.966795e-03
19PR9,87336859,2.639474,87552457,2.654548,-5.694740e-03
17PR343/2,87739513,2.640518,87807719,2.654546,-5.298532e-03
17PR172,87907256,2.639516,88062899,2.654544,-5.677322e-03
17PR345/2,88317857,2.637953,88318211,2.654541,-6.268521e-03
17PR173,88332746,2.639604,88573477,2.654539,-5.642099e-03
17PR347/2,88779079,2.639884,88828721,2.654537,-5.535275e-03
17PR174,88877512,2.639661,89083993,2.654534,-5.618622e-03
17PR349/2,89108666,2.637577,89339221,2.654532,-6.407675e-03
17PR175,89533657,2.638480,89594503,2.654530,-6.064621e-03
17PR351/2,89819974,2.638140,89849731,2.654527,-6.192361e-03
17PR176,90020452,2.637408,90105013,2.654525,-6.469114e-03
17PR353/2,90240302,2.637067,90360241,2.654523,-6.597663e-03
17PR177,90408334,2.637155,90615509,2.654521,-6.563540e-03
17PR355/2,90811001,2.636897,90870761,2.654518,-6.660247e-03
17PR178,90875329,2.638249,91126003,2.654516,-6.146901e-03
17PR357/2,91148602,2.639899,91381271,2.654514,-5.520928e-03
17PR179,91405261,2.638676,91636541,2.654512,-5.983557e-03
17PR359/2,91757573,2.638221,91891799,2.654509,-6.154877e-03
17PR180,92067589,2.638822,92147051,2.654507,-5.926345e-03
19PR19/2,92385088,2.637805,92402281,2.654505,-6.311065e-03
17PR181,92519813,2.637801,92657519,2.654503,-6.311828e-03
17PR363/2,92901394,2.637219,92912789,2.654501,-6.531737e-03
17PR182,92977351,2.636052,93168073,2.654498,-6.973216e-03
17PR365/2,93168766,2.638208,93423329,2.654496,-6.154907e-03
17PR183,93595127,2.639289,93678581,2.654494,-5.744490e-03
17PR367/2,93719959,2.639809,93933809,2.654492,-5.546733e-03
17PR184,94104617,2.639076,94189091,2.654490,-5.823690e-03
17PR369/2,94231087,2.638209,94444331,2.654487,-6.151138e-03
17PR185,94591381,2.639222,94699573,2.654485,-5.766485e-03
17PR371/2,94942972,2.637647,94954859,2.654483,-6.362677e-03
17PR186,95018488,2.639047,95210113,2.654481,-5.831288e-03
17PR373/2,95327212,2.640352,95465369,2.654479,-5.336160e-03
17PR187,95638024,2.638354,95720551,2.654477,-6.092411e-03
17PR375/2,95862097,2.640045,95975861,2.654475,-5.450933e-03
17PR188,96228532,2.639652,96231133,2.654473,-5.599051e-03
17PR377/2,96281998,2.635636,96486371,2.654470,-7.120492e-03
17PR189,96590467,2.639794,96741613,2.654468,-5.543374e-03
17PR379/2,96761953,2.639482,96996877,2.654466,-5.660819e-03
19PR10,97088941,2.637926,97252153,2.654464,-6.249749e-03
17PR381/2,97285939,2.639383,97507391,2.654462,-5.696820e-03
17PR191,97680082,2.638759,97762663,2.654460,-5.932513e-03
17PR383/2,97795063,2.639579,98017901,2.654458,-5.621056e-03
17PR192,98047841,2.640364,98273143,2.654456,-5.322951e-03
17PR385/2,98359288,2.640322,98528401,2.654454,-5.338104e-03
17PR193,98775877,2.639451,98783677,2.654452,-5.667289e-03
17PR387/2,98843674,2.640498,99038939,2.654450,-5.269941e-03
17PR194,99073283,2.639764,99294187,2.654448,-5.547204e-03
17PR389/2,99515047,2.639813,99549449,2.654446,-5.527889e-03
17PR195,99768322,2.637211,99804697,2.654443,-6.512921e-03
17PR391/2,99946831,2.638389,100059937,2.654441,-6.065583e-03
17PR196,100111906,2.638212,100315157,2.654439,-6.131918e-03
17PR393/2,100388272,2.639528,100570441,2.654437,-5.632466e-03
17PR197,100693913,2.639089,100825667,2.654435,-5.798044e-03
17PR395/2,101034746,2.641022,101080961,2.654433,-5.065109e-03
17PR198,101260834,2.638852,101336233,2.654431,-5.886345e-03
17PR397/2,101352367,2.639342,101591467,2.654429,-5.699922e-03
17PR199,101621434,2.637634,101846741,2.654427,-6.346509e-03
19PR21/2,101991091,2.639018,102101971,2.654425,-5.821180e-03
17PR200,102196747,2.638929,102357239,2.654423,-5.854152e-03
17PR401/2,102382802,2.637417,102612481,2.654421,-6.426523e-03
17PR201,102817096,2.639161,102867757,2.654419,-5.764735e-03
17PR403/2,103122529,2.639256,103122997,2.654418,-5.728362e-03
17PR202,103320814,2.640236,103378271,2.654416,-5.356361e-03
17PR405/2,103389514,2.639476,103633477,2.654414,-5.643502e-03
17PR203,103821217,2.637721,103888783,2.654412,-6.307874e-03
17PR407/2,103945861,2.637746,104144009,2.654410,-6.297643e-03
17PR204,104239084,2.640232,104399293,2.654408,-5.354862e-03
17PR409/2,104612386,2.639666,104654549,2.654406,-5.568507e-03
17PR205,104680729,2.639588,104909803,2.654404,-5.597303e-03
17PR411/2,104983624,2.639516,105165059,2.654402,-5.623827e-03
17PR206,105392479,2.636846,105420311,2.654400,-6.635134e-03
17PR413/2,105589153,2.638582,105675569,2.654398,-5.976235e-03
17PR207,105751579,2.641308,105930787,2.654396,-4.942885e-03
17PR415/2,106101026,2.638222,106186037,2.654394,-6.111175e-03
17PR208,106267321,2.639040,106441273,2.654392,-5.800412e-03
17PR417/2,106519801,2.639658,106696589,2.654391,-5.565887e-03
19PR11,106738804,2.639706,106951841,2.654389,-5.546949e-03
17PR419/2,107167198,2.640604,107207099,2.654387,-5.206064e-03
17PR210,107225416,2.639657,107462339,2.654385,-5.564005e-03
17PR421/2,107655619,2.638636,107717609,2.654383,-5.950119e-03
17PR211,107972233,2.639745,107972863,2.654381,-5.529161e-03
17PR423/2,108107212,2.638805,108228083,2.654379,-5.884566e-03
17PR212,108237937,2.639201,108483373,2.654378,-5.734132e-03
17PR425/2,108679906,2.639922,108738611,2.654376,-5.460228e-03
17PR213,108743017,2.638278,108993883,2.654374,-6.082414e-03
17PR427/2,109080151,2.639030,109249139,2.654372,-5.796666e-03
17PR214,109485668,2.640213,109504363,2.654370,-5.347743e-03
17PR429/2,109695448,2.639208,109759627,2.654368,-5.727713e-03
17PR215,109966684,2.640010,110014873,2.654366,-5.423126e-03
17PR431/2,110067109,2.640378,110270117,2.654365,-5.283366e-03
17PR216,110442529,2.636421,110525407,2.654363,-6.782386e-03
17PR433/2,110725558,2.639394,110780641,2.654361,-5.654602e-03
17PR217,110996521,2.639285,111035923,2.654359,-5.695147e-03
17PR435/2,111052807,2.640713,111291161,2.654357,-5.153484e-03
17PR218,111443336,2.639024,111546433,2.654356,-5.792912e-03
