START,n_0,C_min,Npred_0,Cpred_min,n_1,C_max,Npred_1,Cpred_max,n_geom,C_avg,Cpred_avg,Align,CpredAlign,CpredBound
13PR197/2,2968153,2.231808,2972969,2.640664,2957955,10.47172889,2957955,10.29509630,2965452,3.993555507,4.000041183,0.896578,0.896578,0.000000
13PR99,2979682,2.224337,2987983,2.640664,2984520,10.46726133,2984520,10.60407274,2980468,3.976867938,4.000010192,0.903000,0.903000,0.000000
13PR199/2,2988283,2.180719,3002981,2.640664,2993445,10.17409674,2987985,10.29456300,2995483,3.976750123,4.000050359,0.909096,0.909096,0.000000
13PR100,3008938,2.139340,3018013,2.640664,3016650,10.18176226,3003000,10.24257023,3010498,3.971957369,4.000005199,0.915397,0.915397,0.000000
13PR201/2,3019858,2.226987,3033011,2.640663,3028410,10.26063654,3028410,10.41471423,3025513,3.964301977,4.000013998,0.921669,0.921669,0.000000
13PR101,3041608,2.241316,3048043,2.640663,3033030,10.36913537,3043425,10.36030087,3040528,3.990838434,4.000015192,0.927590,0.927590,0.000000
13PR203/2,3060964,2.191750,3063059,2.640663,3048045,10.44670797,3048045,10.62192462,3055543,3.971593511,4.000013137,0.933715,0.933715,0.000000
17PR6,3063694,2.227320,3078073,2.640663,3063060,10.85898710,3063060,10.92540816,3070558,3.995292375,4.000048734,0.939814,0.939814,0.000000
13PR205/2,3081739,2.299466,3093071,2.640663,3078075,10.49765120,3078075,10.50520013,3085573,4.012048314,4.000046599,0.945566,0.945566,0.000000
13PR103,3095308,2.281496,3108103,2.640663,3094245,10.59787734,3093090,10.34398170,3100588,4.015727742,3.999981831,0.951523,0.951523,0.000000
13PR207/2,3115402,2.222816,3123091,2.640663,3108105,10.98021149,3108105,10.73031153,3115603,4.039049724,4.000021018,0.957456,0.957456,0.000000
13PR104,3128803,2.260340,3138131,2.640663,3123120,10.16469140,3123120,10.24257007,3130618,4.017058634,4.000035671,0.963046,0.963046,0.000000
13PR209/2,3147163,2.185172,3153149,2.640663,3138135,11.04434868,3138135,10.84507417,3145633,4.023400260,4.000029745,0.968841,0.968841,0.000000
13PR105,3163168,2.329698,3168119,2.640663,3161235,11.20112666,3161235,10.49186008,3160648,4.062484255,4.000030330,0.974612,0.974612,0.000000
13PR211/2,3178369,2.338073,3183179,2.640663,3168165,10.37427834,3182025,10.30951489,3175663,4.059666098,4.000018836,0.980304,0.980304,0.000000
13PR106,3184942,2.261835,3198191,2.640663,3183180,10.81862335,3183180,10.44340470,3190678,4.083528431,4.000014569,0.985689,0.985689,0.000000
13PR213/2,3207779,2.292646,3213163,2.640663,3198195,11.02614268,3198195,10.39101301,3205693,4.069903739,4.000027130,0.991278,0.991278,0.000000
13PR107,3225197,2.290834,3227129,2.640663,3213210,10.78466215,3213210,10.34011823,3220708,4.067859223,4.000025750,0.996846,0.996846,0.000000
13PR215/2,3236348,2.266229,3243239,2.640663,3228225,10.72328587,3228225,10.49238871,3235723,4.069427245,4.000004983,1.002366,1.002366,0.000000
13PR108,3245399,2.287321,3258247,2.640663,3247860,10.44575592,3243240,10.24256991,3250738,4.023199747,4.000042942,1.007670,1.007670,0.000000
13PR217/2,3265187,2.257674,3273269,2.640663,3258255,10.37257391,3258255,10.59576196,3265753,3.999853223,4.000012997,1.012950,1.012950,0.000000
13PR109,3287294,2.165618,3288269,2.640663,3273270,10.74505798,3273270,10.33829482,3280768,3.988845428,4.000024641,1.018298,1.018298,0.000000
13PR219/2,3289226,2.225823,3303281,2.640663,3288285,10.08886754,3288285,10.38683140,3295783,3.976613626,4.000008397,1.023625,1.023625,0.000000
13PR110,3304094,2.252068,3318307,2.640663,3303300,10.09268516,3303300,10.24256983,3310798,3.950633559,4.000030376,1.028907,1.028907,0.000000
17PR13/2,3320662,2.207555,3333313,2.640663,3318315,10.96634431,3318315,10.92540780,3325814,3.956638675,4.000042481,1.034117,1.034117,0.000000
13PR111,3338372,2.180086,3348307,2.640663,3333330,10.28240376,3333330,10.53521465,3340829,3.963939301,4.000010843,1.039114,1.039114,0.000000
13PR223/2,3348887,2.243184,3363343,2.640663,3357585,10.57091623,3357585,10.60407223,3355844,3.996784907,4.000028910,1.044154,1.044154,0.000000
13PR112,3370529,2.179221,3378373,2.640663,3377220,10.20924151,3377220,10.25922433,3370859,3.997410928,3.999998244,1.049257,1.049257,0.000000
13PR225/2,3381344,2.258735,3393373,2.640663,3378375,10.23191134,3378375,10.24256974,3385874,4.022149958,4.000062377,1.054318,1.054318,0.000000
13PR113,3403934,2.194692,3408389,2.640663,3393390,10.62777034,3393390,10.33484512,3400889,4.029117134,4.000016984,1.059309,1.059309,0.000000
13PR227/2,3409631,2.276455,3423419,2.640663,3416490,10.79437204,3416490,10.38588136,3415904,4.035147802,3.999975153,1.064282,1.064282,0.000000
13PR114,3431089,2.281014,3438419,2.640663,3423420,10.70776257,3423420,10.84507378,3430919,3.982462828,4.000063141,1.069214,1.069214,0.000000
13PR229/2,3443459,2.231768,3453409,2.640663,3438435,10.23706997,3438435,10.28769112,3445934,3.957154507,3.999994897,1.074081,1.074081,0.000000
13PR115,3462722,2.229378,3468463,2.640663,3453450,10.40840553,3453450,10.73031106,3460949,3.936655685,4.000051852,1.078932,1.078932,0.000000
13PR231/2,3469519,2.217232,3483463,2.640663,3468465,9.86728574,3468465,10.24256963,3475964,3.903165963,4.000015119,1.083649,1.083649,0.000000
13PR116,3491869,2.138364,3498493,2.640663,3483480,10.13048281,3483480,10.62192404,3490979,3.875165725,4.000019702,1.088320,1.088320,0.000000
13PR233/2,3500254,2.192044,3513491,2.640663,3498495,9.97658112,3498495,10.28690972,3505994,3.857611110,4.000058189,1.092977,1.092977,0.000000
13PR117,3517952,2.182458,3528521,2.640663,3527160,10.10416097,3527160,10.41127070,3521009,3.884969300,3.999980050,1.097621,1.097621,0.000000
13PR235/2,3529576,2.200977,3543523,2.640663,3528525,10.39748285,3528525,10.47018221,3536024,3.910014696,4.000038034,1.102276,1.102276,0.000000
13PR118,3547982,2.281322,3558553,2.640663,3543540,10.45795496,3543540,10.42226374,3551039,3.960662694,4.000012280,1.106893,1.106893,0.000000
13PR237/2,3563267,2.297351,3573529,2.640663,3558555,10.40322510,3558555,10.37558991,3566054,4.001238391,4.000004675,1.111448,1.111448,0.000000
17PR7,3574687,2.291001,3588527,2.640663,3573570,11.06657009,3573570,10.92540747,3581069,4.031617178,4.000037312,1.115990,1.115990,0.000000
13PR239/2,3593059,2.305189,3603583,2.640663,3593205,10.34056916,3588585,10.28578708,3596084,4.015539082,4.000052843,1.120473,1.120473,0.000000
13PR120,3611617,2.302989,3618583,2.640663,3603600,10.39554332,3612840,10.49185951,3611099,4.018617100,3.999997746,1.124943,1.124943,0.000000
13PR241/2,3623707,2.280203,3633583,2.640663,3618615,10.18881268,3632475,10.30109841,3626114,4.035340523,4.000014307,1.129376,1.129376,0.000000
13PR121,3645338,2.340600,3648643,2.640663,3633630,10.38531163,3633630,10.24256944,3641129,4.056037049,4.000036369,1.133752,1.133752,0.000000
13PR243/2,3661204,2.283880,3663659,2.640663,3652110,10.64376408,3652110,10.36030010,3656144,4.051530923,4.000025075,1.138116,1.138116,0.000000
13PR122,3664922,2.321766,3678671,2.640663,3663660,10.75040719,3663660,10.41617227,3671159,4.040653482,4.000013924,1.142470,1.142470,0.000000
13PR245/2,3679408,2.313846,3693689,2.640663,3678675,10.52933854,3678675,10.24256938,3686174,4.014828788,4.000036112,1.146831,1.146831,0.000000
13PR123,3705358,2.299757,3708697,2.640663,3693690,10.61909369,3693690,10.50519935,3701189,4.025057847,4.000001138,1.151159,1.151159,0.000000
13PR247/2,3708823,2.266311,3723719,2.640663,3708705,11.00023476,3708705,10.84507343,3716204,4.027936889,4.000037345,1.155441,1.155441,0.000000
13PR124,3734708,2.284088,3738733,2.640663,3723720,10.52098900,3730650,10.60407177,3731219,4.012357606,4.000019911,1.159634,1.159634,0.000000
13PR249/2,3751247,2.259685,3753721,2.640663,3738735,10.06880729,3738735,10.36902079,3746234,3.997508016,4.000012000,1.163775,1.163775,0.000000
13PR125,3761897,2.285347,3768731,2.640663,3753750,10.22132440,3753750,10.24256930,3761250,4.005600569,4.000048640,1.167905,1.167905,0.000000
13PR251/2,3769772,2.288990,3783739,2.640663,3769920,10.32333961,3768765,10.28370410,3776265,4.013032321,4.000024945,1.172004,1.172004,0.000000
13PR126,3786152,2.179556,3798793,2.640663,3783780,10.31389091,3783780,10.24256927,3791280,3.986636084,4.000004626,1.176050,1.176050,0.000000
13PR253/2,3800009,2.273152,3813773,2.640663,3798795,10.83527454,3798795,10.73031065,3806295,3.986023765,4.000012387,1.180086,1.180086,0.000000
13PR127,3828641,2.281448,3828821,2.640663,3813810,10.38213694,3813810,10.32450979,3821310,3.980930771,4.000025649,1.184070,1.184070,0.000000
17PR15/2,3833054,2.271492,3843823,2.640663,3828825,11.01499164,3828825,10.92540717,3836325,4.018626318,4.000040668,1.188088,1.188088,0.000000
13PR128,3846649,2.318090,3858851,2.640663,3848460,10.32378387,3843840,10.24256920,3851340,4.018056235,4.000012248,1.192199,1.192199,0.000000
13PR257/2,3867847,2.314641,3873847,2.640663,3861585,10.15608442,3858855,10.28273613,3866355,4.024990247,4.000007909,1.196132,1.196132,0.000000
13PR129,3883408,2.276242,3888851,2.640663,3873870,10.63755681,3873870,10.49238793,3881370,4.011839701,4.000027353,1.200017,1.200017,0.000000
13PR259/2,3901036,2.244652,3903899,2.640663,3888885,10.41253980,3888885,10.53521399,3896385,4.008449244,4.000050310,1.203852,1.203852,0.000000
13PR130,3915676,2.244888,3918913,2.640663,3907365,10.41500959,3903900,10.24256914,3911400,3.986580037,3.999989189,1.207680,1.207680,0.000000
13PR261/2,3922939,2.248818,3933929,2.640663,3918915,10.54634492,3918915,10.62192354,3926415,3.982495886,4.000022212,1.211480,1.211480,0.000000
13PR131,3936271,2.159689,3948911,2.640663,3946635,10.14533670,3933930,10.32196887,3941430,3.977088138,4.000057123,1.215412,1.215412,0.000000
13PR263/2,3961351,2.229841,3963959,2.640663,3948945,10.49166574,3948945,10.28181266,3956445,3.966878860,4.000015330,1.219218,1.219218,0.000000
13PR132,3966103,2.272230,3978971,2.640663,3968055,10.38085501,3968055,10.41127021,3971460,3.984117788,4.000007264,1.222932,1.222932,0.000000
13PR265/2,3992036,2.311269,3993959,2.640663,3985905,10.55557410,3978975,10.44340375,3986475,4.008933244,4.000015618,1.226602,1.226602,0.000000
13PR133,4004722,2.260592,4009003,2.640663,3993990,10.95156577,3993990,10.84507311,4001490,3.988535896,4.000024273,1.230263,1.230263,0.000000
13PR267/2,4016021,2.247682,4024003,2.640663,4009005,10.24439933,4009005,10.36029971,4016505,3.986515884,4.000041808,1.234092,1.234092,0.000000
13PR134,4036906,2.222918,4039019,2.640663,4037880,10.67954245,4037880,10.41471302,4031520,4.018909214,4.000036649,1.237726,1.237726,0.000000
13PR269/2,4041164,2.294163,4054033,2.640663,4039035,10.14158640,4039035,10.28093068,4046535,4.018203930,4.000005427,1.241288,1.241288,0.000000
13PR135,4067738,2.281148,4069063,2.640663,4064445,10.62619629,4064445,10.49185902,4061550,4.022411000,4.000015983,1.244845,1.244845,0.000000
13PR271/2,4074142,2.270757,4084079,2.640663,4069065,10.38971689,4081770,10.28412096,4076565,3.997756893,4.000001892,1.248508,1.248508,0.000000
17PR8,4093013,2.297900,4099093,2.640663,4084080,11.08290066,4084080,10.92540689,4091580,4.001800362,4.000041881,1.252100,1.252100,0.000000
13PR273/2,4107721,2.240160,4114087,2.640663,4103715,10.63176853,4103715,10.60407137,4106595,3.987963425,4.000023726,1.255579,1.255579,0.000000
13PR137,4128346,2.230444,4129109,2.640663,4114110,10.22601572,4114110,10.31843981,4121610,3.988440119,4.000030875,1.259035,1.259035,0.000000
13PR275/2,4143077,2.302459,4144121,2.640663,4129125,10.20803048,4129125,10.24256891,4136625,4.000042404,4.000006471,1.262632,1.262632,0.000000
13PR138,4155764,2.253437,4159153,2.640663,4144140,10.59892727,4144140,10.73031027,4151640,3.995961817,4.000037329,1.266089,1.266089,0.000000
13PR277/2,4172087,2.267165,4174151,2.640663,4162620,10.53672756,4159155,10.27981459,4166655,3.986938938,4.000038223,1.269454,1.269454,0.000000
13PR139,4176296,2.243802,4189183,2.640663,4174170,10.48992808,4174170,10.31733214,4181670,3.981491745,3.999994869,1.272829,1.272829,0.000000
13PR279/2,4192121,2.236450,4194304,2.640662,4189185,10.81239511,4189185,10.59576088,4196685,4.011976392,4.000043992,1.276379,1.276379,0.000000
13PR140,4208426,2.342126,4219211,2.640663,4204200,10.42483161,4204200,10.24256884,4211700,4.013099275,4.000010667,1.279672,1.279672,0.000000
13PR281/2,4231454,2.232447,4234229,2.640663,4219215,10.47724916,4219215,10.27928054,4226715,3.973429278,4.000017327,1.282961,1.282961,0.000000
13PR141,4238504,2.299548,4249241,2.640663,4234230,10.31836268,4234230,10.47018145,4241730,3.975374995,4.000011770,1.286440,1.286440,0.000000
13PR283/2,4250639,2.258755,4264259,2.640663,4260795,10.36745367,4260795,10.36029946,4256745,3.958736874,4.000018388,1.289683,1.289683,0.000000
13PR142,4278179,2.246124,4279267,2.640663,4264260,10.59783827,4264260,10.39101181,4271760,3.953144404,4.000055478,1.292903,1.292903,0.000000
13PR285/2,4283894,2.166888,4294259,2.640663,4279275,10.66324889,4279275,10.84507281,4286775,3.937459528,4.000018843,1.296314,1.296314,0.000000
13PR143,4304087,2.241303,4309297,2.640663,4301220,10.19935222,4294290,10.24256875,4301790,3.943013543,4.000008242,1.299490,1.299490,0.000000
13PR287/2,4316324,2.256552,4324303,2.640663,4309305,10.44617657,4309305,10.50519871,4316805,3.953504674,4.000033434,1.302627,1.302627,0.000000
13PR144,4330688,2.256929,4339333,2.640663,4324320,10.04831270,4324320,10.24256872,4331820,3.940375935,4.000014424,1.305988,1.305988,0.000000
17PR17/2,4343501,2.161653,4354349,2.640663,4339335,10.54166752,4339335,10.92540663,4346836,3.947339934,4.000011342,1.309100,1.309100,0.000000
13PR145,4362716,2.249393,4369349,2.640663,4354350,10.64067859,4354350,10.62192309,4361851,3.995892474,4.000035590,1.312242,1.312242,0.000000
13PR291/2,4379369,2.282975,4384379,2.640663,4369365,10.23899145,4369365,10.35038520,4376866,4.015635074,3.999996914,1.315469,1.315469,0.000000
13PR146,4397986,2.220088,4399363,2.640663,4384380,10.56367794,4384380,10.38683020,4391881,4.028211194,4.000057705,1.318518,1.318518,0.000000
13PR293/2,4408687,2.303754,4414379,2.640663,4408950,10.70274345,4408950,10.41126978,4406896,4.032047918,4.000028122,1.321748,1.321748,0.000000
13PR147,4418434,2.340008,4429417,2.640663,4414410,10.22275522,4414410,10.24256864,4421911,4.062096614,3.999986613,1.324762,1.324762,0.000000
13PR295/2,4429549,2.307854,4444409,2.640663,4437510,10.56163449,4429425,10.42226281,4436926,4.066259381,4.000018723,1.327750,1.327750,0.000000
13PR148,4453481,2.303803,4459451,2.640663,4444440,10.70256676,4444440,10.53521343,4451941,4.039920702,4.000060241,1.330926,1.330926,0.000000
13PR297/2,4464067,2.366256,4474469,2.640663,4459455,10.38200177,4459455,10.24256860,4466956,4.035187840,4.000011371,1.333873,1.333873,0.000000
13PR149,4487918,2.328576,4489483,2.640663,4476780,10.62866093,4476780,10.60407101,4481971,4.038955326,3.999994781,1.337008,1.337008,0.000000
13PR299/2,4492633,2.339811,4504457,2.640663,4489485,10.97702878,4489485,10.73030994,4496986,4.021336197,4.000049746,1.339918,1.339918,0.000000
13PR150,4517633,2.295272,4519499,2.640663,4516050,10.55485205,4516050,10.49185858,4512001,4.004029976,4.000015200,1.342904,1.342904,0.000000
13PR301/2,4531763,2.289073,4533379,2.640663,4519515,10.34166839,4519515,10.49238729,4527016,3.991958155,4.000030518,1.345883,1.345883,0.000000
13PR151,4540013,2.272204,4549537,2.640663,4542615,10.50117337,4542615,10.41471254,4542031,3.993217623,4.000011090,1.348735,1.348735,0.000000
13PR303/2,4551473,2.313500,4564559,2.640663,4555320,10.59466995,4555320,10.38588017,4557046,3.979090165,4.000009052,1.351774,1.351774,0.000000
13PR152,4568327,2.338999,4579567,2.640663,4564560,10.63526656,4564560,10.84507254,4572061,3.971195226,4.000026423,1.354588,1.354588,0.000000
13PR305/2,4584319,2.299086,4594589,2.640663,4579575,10.48010839,4579575,10.41617135,4587076,3.968306573,4.000017957,1.357604,1.357604,0.000000
17PR9,4597532,2.280217,4609597,2.640663,4594590,10.97474157,4594590,10.92540638,4602091,3.986285322,4.000037109,1.360366,1.360366,0.000000
13PR307/2,4614388,2.357893,4624603,2.640663,4609605,10.25716150,4609605,10.27615066,4617106,4.017360817,4.000032378,1.363345,1.363345,0.000000
13PR154,4635076,2.329195,4639633,2.640663,4624620,10.52163363,4624620,10.24256845,4632121,4.014791724,4.000029276,1.366072,1.366072,0.000000
13PR309/2,4642766,2.338838,4654649,2.640663,4639635,10.42695098,4639635,10.34398001,4647136,4.005293430,4.000003989,1.369015,1.369015,0.000000
13PR155,4667111,2.282965,4669627,2.640663,4654650,10.60521541,4654650,10.59576044,4662151,4.011054070,4.000035733,1.371708,1.371708,0.000000
13PR311/2,4683493,2.295360,4684661,2.640663,4669665,10.39449471,4669665,10.27571589,4677166,4.005392630,4.000025754,1.374613,1.374613,0.000000
13PR156,4685866,2.300796,4699691,2.640663,4692765,10.16974405,4684680,10.24256840,4692181,3.993591016,4.000001907,1.377285,1.377285,0.000000
13PR313/2,4707958,2.284989,4714691,2.640663,4699695,10.20816450,4699695,10.27550269,4707196,3.988139953,4.000034970,1.380142,1.380142,0.000000
13PR157,4726327,2.290057,4729693,2.640663,4714710,10.30803546,4714710,10.30864946,4722211,3.983626252,4.000002562,1.382781,1.382781,0.000000
13PR315/2,4730806,2.256212,4744711,2.640663,4729725,10.52257606,4729725,10.24256836,4737226,4.007978533,4.000070619,1.385617,1.385617,0.000000
13PR158,4745044,2.326804,4759753,2.640663,4744740,10.45529675,4744740,10.37558872,4752241,3.989300776,3.999988480,1.388208,1.388208,0.000000
13PR317/2,4765414,2.267349,4774769,2.640663,4762065,10.35225281,4762065,10.28412034,4767256,3.980599148,3.999996549,1.391011,1.391011,0.000000
13PR159,4779979,2.337335,4789783,2.640663,4774770,10.15716843,4774770,10.44340300,4782271,3.980654161,4.000061609,1.393570,1.393570,0.000000
13PR319/2,4790801,2.339066,4804799,2.640663,4789785,10.76170704,4789785,10.62192270,4797286,3.987118790,4.000002707,1.396338,1.396338,0.000000
13PR160,4815091,2.347696,4819813,2.640663,4804800,10.19009246,4804800,10.24256830,4812301,3.986815650,4.000042394,1.398879,1.398879,0.000000
13PR321/2,4827454,2.298509,4834829,2.640663,4819815,10.51471812,4819815,10.34011656,4827316,4.025469557,3.999991083,1.401601,1.401601,0.000000
13PR161,4844596,2.316469,4849843,2.640663,4834830,10.88136291,4834830,10.73030962,4842331,4.021548841,4.000000188,1.404168,1.404168,0.000000
19PR/2,5042162,2.207042,5105063,2.640663,4849845,11.52765470,4849845,11.56807710,4975835,4.021384555,4.000023199,1.406815,1.406815,0.000000
17PR10,5145022,2.257707,5360353,2.640663,5222910,10.84861707,5105100,10.92540593,5231170,4.001722978,4.000022049,1.448923,1.448923,0.000000
17PR21/2,5549183,2.275124,5615609,2.640662,5360355,11.01295933,5360355,10.92540573,5486498,3.970353420,4.000023398,1.487502,1.487502,0.000000
17PR11,5771728,2.241475,5870857,2.640662,5615610,10.98852426,5615610,10.92540553,5741819,3.985652524,4.000019367,1.522837,1.522837,0.000000
17PR23/2,6046342,2.266022,6126091,2.640662,5870865,11.63540134,5870865,11.44566275,5997134,4.004344633,4.000024656,1.555471,1.555471,0.000000
17PR12,6148612,2.283989,6381371,2.640662,6216210,10.76238733,6126120,10.92540517,6252445,4.000629265,4.000020762,1.585541,1.585541,0.000000
17PR25/2,6400841,2.288785,6636611,2.640662,6561555,11.43451436,6561555,11.36150299,6507751,3.988141076,4.000023497,1.613498,1.613498,0.000000
17PR13,6693457,2.290983,6891883,2.640662,6846840,10.86480798,6636630,10.92540485,6763053,4.020360273,4.000021560,1.639400,1.639400,0.000000
17PR27/2,7027453,2.304305,7147139,2.640662,6906900,11.10395101,6891885,10.92540469,7018352,4.021502059,4.000021013,1.663694,1.663694,0.000000
17PR14,7238279,2.272039,7402363,2.640662,7147140,10.95576298,7147140,10.92540455,7273647,3.986983872,4.000020468,1.686274,1.686274,0.000000
17PR29/2,7406156,2.309152,7657613,2.640662,7402395,11.46870829,7402395,11.33004902,7528940,3.987391818,4.000022806,1.707511,1.707511,0.000000
17PR15,7828507,2.348231,7912889,2.640662,7702695,11.00187752,7657650,10.92540427,7784231,3.997960411,4.000020338,1.727507,1.727507,0.000000
17PR31/2,8053436,2.242582,8168117,2.640662,7912905,11.35407338,7912905,11.30214222,8039519,3.985973120,4.000024436,1.746243,1.746243,0.000000
17PR16,8315354,2.344825,8388608,2.640662,8273265,11.16785603,8273265,11.24673938,8294805,3.996521390,4.000020562,1.763945,1.763945,0.000000
17PR33/2,8448997,2.343191,8678669,2.640662,8580495,11.20511932,8580495,11.10902405,8550090,4.026810193,4.000021803,1.780688,1.780688,0.000000
17PR17,8751206,2.332049,8933917,2.640662,8843835,11.24970274,8843835,11.21903778,8805372,3.995526807,4.000021489,1.796530,1.796530,0.000000
17PR35/2,8989402,2.325343,9189157,2.640662,9129120,10.86578904,8933925,10.92540366,9060653,3.984999101,4.000021412,1.811544,1.811544,0.000000
17PR18,9372004,2.351153,9444403,2.640662,9189180,11.10085504,9189180,10.92540355,9315933,4.000553753,4.000021160,1.825791,1.825791,0.000000
17PR37/2,9530099,2.355128,9699667,2.640662,9444435,11.21879712,9444435,11.23755783,9571211,4.002632987,4.000020402,1.839349,1.839349,0.000000
19PR,9783778,2.315124,9954907,2.640662,9699690,11.48927816,9699690,11.56807413,9826488,3.973212969,4.000022532,1.852341,1.852341,0.000000
17PR39/2,9960904,2.369116,10210177,2.640662,10015005,11.12865652,10015005,11.12772550,10081764,3.981297536,4.000021196,1.864646,1.864646,0.000000
17PR20,10365196,2.339526,10465453,2.640662,10270260,11.00620188,10210200,10.92540315,10337039,4.007604103,4.000020550,1.876333,1.876333,0.000000
17PR41/2,10638392,2.397049,10720709,2.640662,10465455,11.30863119,10465455,11.20554159,10592313,4.021003905,4.000021201,1.887563,1.887563,0.000000
17PR21,10860242,2.378815,10975927,2.640662,10818885,11.13934785,10818885,10.99681079,10847586,4.003537550,4.000022027,1.898345,1.898345,0.000000
17PR43/2,11069974,2.357513,11231219,2.640662,10975965,11.23242942,10975965,11.19187611,11102858,4.003194535,4.000021009,1.908613,1.908613,0.000000
17PR22,11277229,2.328466,11486467,2.640662,11231220,10.94524845,11231220,10.92540278,11358130,3.992941678,4.000022355,1.918464,1.918464,0.000000
17PR45/2,11590009,2.375538,11741729,2.640662,11565015,11.09803746,11696685,11.12314747,11613401,4.013804586,4.000020014,1.927943,1.927943,0.000000
17PR23,11975828,2.370727,11996939,2.640661,11741730,11.44828678,11741730,11.44565988,11868671,4.001114186,4.000021207,1.936994,1.936994,0.021381
17PR47/2,12066433,2.391765,12252197,2.640661,11996985,11.07560297,11996985,11.16818926,12123940,4.001896191,4.000021465,1.945763,1.945763,0.053224
17PR24,12306968,2.406145,12507457,2.640661,12267255,11.11974668,12267255,11.10958248,12379209,4.010295966,4.000021195,1.954155,1.954155,0.083692
17PR49/2,12690982,2.406891,12762727,2.640661,12507495,11.07693034,12507495,10.92540238,12634477,4.007248398,4.000020666,1.962187,1.962187,0.113704
17PR25,12973039,2.371482,13018003,2.640661,12777765,11.12583113,12777765,11.03688600,12889745,3.980047962,4.000022058,1.969996,1.969996,0.142023
17PR51/2,13153729,2.337620,13273207,2.640661,13123110,11.23520669,13123110,11.36150019,13145012,3.970702177,4.000020426,1.977488,1.977488,0.169180
17PR26,13325414,2.388717,13528507,2.640661,13408395,11.27184196,13408395,11.08606980,13400279,3.988582298,4.000020760,1.984785,1.984785,0.196267
17PR53/2,13596278,2.372278,13783751,2.640661,13528515,11.17879593,13528515,11.13962566,13655546,4.009194103,4.000020675,1.991766,1.991766,0.222286
17PR27,13998232,2.381655,14039023,2.640661,13783770,10.92150714,13783770,10.92540202,13910812,3.998642725,4.000021656,1.998531,1.998531,0.246861
17PR55/2,14112898,2.408889,14294261,2.640661,14264250,10.97026358,14159145,11.00544149,14166077,4.001153688,4.000019923,2.005008,2.005008,0.270432
17PR28,14388481,2.392472,14549527,2.640661,14294280,10.84788740,14294280,10.92540188,14421342,4.008235655,4.000019380,2.011344,2.011344,0.294013
19PR3/2,14671946,2.401695,14804767,2.640661,14549535,11.43433494,14549535,11.56807251,14676607,3.995075216,4.000021713,2.017443,2.017443,0.316050
17PR29,14976958,2.393657,15060043,2.640661,14804790,11.33869507,14804790,11.33004626,14931872,3.985474461,4.000020595,2.023419,2.023419,0.337644
17PR59/2,15141292,2.384668,15315281,2.640661,15060045,11.28798158,15060045,11.11707541,15187136,3.981901774,4.000021431,2.029104,2.029104,0.358955
17PR30,15397003,2.370305,15570553,2.640661,15315300,10.88911363,15315300,10.92540163,15442400,4.001794509,4.000021139,2.034666,2.034666,0.379606
17PR61/2,15819631,2.427934,15825787,2.640661,15570555,11.04767939,15570555,11.11057787,15697663,4.012726878,4.000019798,2.040101,2.040101,0.399109
17PR31,16011239,2.389164,16081027,2.640661,15825810,11.14864073,15825810,11.30213949,15952926,3.996805473,4.000021381,2.045290,2.045290,0.417913
17PR63/2,16167457,2.379754,16336301,2.640661,16231215,10.97078479,16231215,10.96875619,16208190,3.984028368,4.000022038,2.050389,2.050389,0.436854
17PR32,16414136,2.421454,16591571,2.640661,16546530,11.20129639,16546530,11.24673668,16463452,3.997079906,4.000019794,2.055316,2.055316,0.455324
17PR65/2,16693631,2.430289,16777216,2.640661,16831815,11.26988480,16831815,11.03533180,16718715,4.018814372,4.000021512,2.060084,2.060084,0.472492
17PR33,17058043,2.415762,17102077,2.640661,16846830,11.10750360,16846830,10.92540129,16973977,4.010365050,4.000020344,2.064780,2.064780,0.489391
17PR67/2,17273749,2.430349,17357339,2.640661,17160990,11.07947384,17160990,11.10902141,17229239,4.017226311,4.000019980,2.069318,2.069318,0.506305
17PR34,17605298,2.400147,17612593,2.640661,17357340,11.04082662,17402385,11.02888204,17484501,4.015962810,4.000019974,2.073724,2.073724,0.522666
17PR69/2,17835578,2.392858,17867827,2.640661,17612595,11.58973649,17612595,11.44565832,17739763,3.999761847,4.000022571,2.077998,2.077998,0.538145
17PR35,17920171,2.424751,18123097,2.640661,17867850,10.95046530,17867850,10.92540108,17995024,3.992202705,4.000019174,2.082144,2.082144,0.553019
17PR71/2,18164098,2.441341,18378337,2.640661,18123105,11.10459040,18123105,11.08374017,18250286,3.989800943,4.000021408,2.086223,2.086223,0.568181
17PR36,18588676,2.434621,18633599,2.640661,18378360,10.92583965,18378360,10.92540097,18505547,3.998200177,4.000020001,2.090192,2.090192,0.582939
17PR73/2,18641123,2.426668,18888851,2.640661,18723705,10.93031374,18633615,11.07927981,18760808,3.998014413,4.000020999,2.094042,2.094042,0.597416
17PR37,18956417,2.421425,19144117,2.640661,18888870,11.16185349,18888870,11.23755519,19016069,3.991776295,4.000020861,2.097784,2.097784,0.610803
17PR75/2,19223657,2.419854,19399379,2.640661,19144125,10.95926303,19144125,10.92540083,19271329,3.990722825,4.000019035,2.101488,2.101488,0.624059
19PR2,19603582,2.422682,19654597,2.640661,19399380,11.46199351,19399380,11.56807142,19526590,3.999091534,4.000022154,2.105056,2.105056,0.637468
17PR77/2,19821904,2.419208,19909867,2.640661,19684665,11.29355038,19684665,11.36149866,19781850,4.005003071,4.000019307,2.108534,2.108534,0.650421
