START,n_0,C_min,Npred_0,Cpred_min,n_1,C_max,Npred_1,Cpred_max,n_geom,C_avg,Cpred_avg,Align,CpredAlign
(5#)17/2,256,2.375459,256,2.926281,255,7.67640042,255,8.32660114,262,4.016782056,4.404742879,10.906149,1.616308
(5#)9,277,2.000289,283,2.932027,273,7.30015233,270,7.81007046,277,3.916063743,4.416045750,11.230644,1.667247
(5#)19/2,298,2.369115,293,2.933251,285,6.85530843,285,8.25022792,292,3.818921508,4.463859276,11.346799,1.683772
(5#)10,313,1.834381,313,2.935404,300,6.86153383,300,7.79521819,307,3.864089015,4.367722877,11.573144,1.714535
(7#)3/2,316,1.821502,317,2.935793,315,8.44418898,315,9.36400382,322,4.034332207,4.463672508,11.617507,1.720354
(5#)11,334,2.192816,337,2.928732,330,8.18612235,330,8.64662183,337,4.098600453,4.441734171,11.835078,1.739136
(5#)23/2,346,2.136303,359,2.930652,345,7.70716244,345,8.16011992,352,4.144928293,4.429152983,12.066746,1.767220
(5#)12,361,2.491896,373,2.931717,360,7.69916015,360,7.79126373,367,4.105645269,4.404046154,12.210300,1.783848
(5#)25/2,389,2.364384,389,2.925128,375,7.06606795,375,7.79738806,382,3.981550138,4.375382562,12.370919,1.794118
(5#)13,404,2.490536,401,2.925989,390,7.86627777,390,8.48557781,397,4.117981269,4.449617681,12.489097,1.807029
(5#)27/2,419,2.617346,419,2.927156,405,7.07547171,405,7.78404798,412,4.028145469,4.385108350,12.662888,1.825398
(7#)2,433,2.371783,433,2.927970,420,8.77125227,420,9.34245623,427,4.108456501,4.475645728,12.795322,1.838924
(5#)29/2,439,2.172389,449,2.922099,435,7.65537202,435,8.05990363,442,4.097855005,4.389137588,12.943898,1.846927
(5#)15,451,2.484088,463,2.922878,450,7.82003745,462,7.77558921,457,4.183341622,4.459413758,13.071587,1.859317
(5#)31/2,466,2.603518,479,2.923689,465,6.95384765,465,8.04602590,472,3.990494615,4.367464243,13.215000,1.872837
(5#)16,491,2.170204,491,2.924248,483,7.09774091,480,7.77871510,487,4.010873873,4.417754390,13.320873,1.882563
(5#)33/2,496,2.158537,509,2.919062,495,7.96480076,495,8.64742134,502,4.027448928,4.406858762,13.477094,1.890582
(5#)17,514,2.425229,512,2.912920,510,7.64347374,510,8.28530718,517,3.995164027,4.370234722,13.502839,1.886580
(7#)5/2,526,2.224923,538,2.925246,525,8.27573308,525,9.32545484,532,4.169212490,4.486799176,13.722616,1.916783
(5#)18,548,2.471090,547,2.920659,540,7.65131467,540,7.77181901,547,4.208121765,4.401907496,13.797345,1.918117
(5#)37/2,556,2.138928,569,2.916107,555,7.49631626,555,7.99729789,562,4.098396974,4.408950217,13.977247,1.927510
(5#)19,571,2.250802,577,2.916410,570,8.11352032,570,8.21792838,577,4.190533285,4.370497646,14.041725,1.932707
(5#)39/2,593,2.479793,599,2.917179,585,8.10475159,585,8.47041617,592,4.132719525,4.444717468,14.216564,1.946480
(5#)20,601,2.459414,613,2.917625,600,7.24260337,600,7.76496582,607,4.108871615,4.387084978,14.326005,1.954875
(5#)41/2,619,2.264139,619,2.917806,615,7.25206503,615,7.96699965,622,4.072022608,4.419503241,14.372490,1.958389
(7#)3,631,2.515024,643,2.913716,630,8.95295440,630,9.30631534,637,4.210623976,4.404464467,14.556006,1.967213
(5#)43/2,653,2.451200,659,2.914185,645,7.69677235,645,7.94722419,652,4.055972603,4.379944216,14.676273,1.975939
(5#)22,661,2.293985,673,2.914567,660,8.10561117,660,8.62032474,667,4.285715941,4.471041895,14.780199,1.983330
(5#)45/2,677,2.655002,683,2.914824,675,7.58358759,675,7.76078651,682,4.217255710,4.341784162,14.853707,1.988476
(5#)23,694,2.475723,701,2.915257,690,7.59033246,690,8.13051025,697,4.132401920,4.458627460,14.984546,1.997473
(5#)47/2,706,1.932420,719,2.911365,705,7.09309659,705,7.92392705,712,3.995539549,4.388562089,15.113551,2.001856
(5#)24,724,2.401837,733,2.911697,720,6.98170105,720,7.75186384,727,3.933625456,4.331844373,15.212663,2.008436
(7#)7/2,736,2.497206,743,2.911922,735,8.37419073,735,9.30488381,742,4.191760701,4.491589008,15.282821,2.013027
(5#)25,757,2.448382,761,2.912302,750,7.51996491,750,7.75416005,757,4.065922223,4.371842410,15.407805,2.021072
(5#)51/2,772,2.412496,773,2.912538,765,7.89453670,765,8.27326679,772,4.215587237,4.410582636,15.490225,2.026285
(5#)26,787,2.261955,787,2.908880,780,8.03025702,780,8.44986319,787,4.121050313,4.395240073,15.585493,2.028304
(5#)53/2,802,2.347371,809,2.909318,795,7.67951383,795,7.89959653,802,4.203430049,4.396155328,15.733328,2.037398
(5#)27,811,2.444106,823,2.909577,819,7.04724497,810,7.74772523,817,4.115664111,4.385225904,15.826251,2.043003
(5#)55/2,829,2.750946,839,2.909853,825,8.16796570,825,8.61061125,832,4.368391814,4.381302464,15.931384,2.049242
(7#)4,841,2.494510,853,2.910080,840,8.96560046,840,9.29942269,847,4.280146436,4.429443014,16.022470,2.054564
(5#)57/2,859,2.120215,863,2.906651,855,8.39877845,855,8.20716359,862,4.241486655,4.438668214,16.087025,2.054706
(5#)29,877,2.529782,883,2.906987,870,7.85673315,870,8.02835078,877,4.232058374,4.393550683,16.214904,2.062022
(5#)59/2,892,2.389002,887,2.907051,885,7.42824574,885,7.87912788,892,4.105817932,4.366503804,16.240287,2.063456
(5#)30,907,2.469201,911,2.907414,900,7.55030353,900,7.74322880,907,4.151809318,4.401004534,16.391267,2.071873
(5#)61/2,916,2.557395,929,2.907663,915,7.67852346,915,7.87603939,922,4.200328020,4.389382836,16.503061,2.077979
(5#)31,944,2.604008,941,2.907819,930,7.69006004,930,8.01172202,937,4.135817741,4.356592738,16.576923,2.081956
(7#)9/2,958,2.578016,953,2.904699,945,8.84654649,945,9.29532538,952,4.138984978,4.462477192,16.650265,2.082593
(5#)32,971,2.653928,971,2.904945,960,7.72185143,960,7.73728718,967,4.213222398,4.377992313,16.759322,2.088357
(5#)65/2,982,2.428988,983,2.905099,975,8.03881353,975,8.44222384,982,4.143735139,4.423453376,16.831405,2.092115
(5#)33,997,2.403811,997,2.905270,990,7.95489597,990,8.59843498,997,3.994460799,4.360331379,16.914886,2.096416
(5#)67/2,1009,2.382122,1019,2.905521,1005,7.66567297,1005,7.85899583,1012,4.035234299,4.368752567,17.044764,2.103004
(5#)34,1024,2.159339,1024,2.902467,1020,7.67856937,1020,8.25574874,1027,4.271230346,4.429110996,17.074063,2.101365
(5#)69/2,1039,2.526535,1049,2.902837,1035,7.50435300,1035,8.10121412,1042,4.060863227,4.341020517,17.219382,2.108673
(7#)5,1063,2.578666,1063,2.902992,1050,8.77253133,1050,9.27943204,1057,4.202740331,4.442941170,17.299920,2.112617
(5#)71/2,1069,2.567684,1069,2.903056,1065,7.34349949,1065,7.84618108,1072,4.195535395,4.405125925,17.334255,2.114285
(5#)36,1087,2.443828,1093,2.903297,1092,7.49331967,1080,7.73393932,1087,4.217496988,4.405680334,17.470535,2.120822
(5#)73/2,1109,2.406940,1109,2.903446,1095,7.38425924,1095,7.84404528,1102,4.118857426,4.342851805,17.560464,2.125067
(5#)37,1114,2.490995,1123,2.903569,1110,7.95597260,1110,7.95591169,1117,4.187504750,4.429646230,17.638561,2.128710
(5#)75/2,1126,2.196286,1129,2.900841,1125,7.32589070,1125,7.73600861,1132,4.081382454,4.356635506,17.671865,2.127473
(5#)38,1142,2.537361,1153,2.901068,1140,7.71296752,1140,8.18305323,1147,4.035641122,4.311020799,17.804105,2.133558
(11#)/2,1213,2.425805,1259,2.899328,1155,9.61331065,1155,10.30603330,1206,4.187446932,4.398134652,18.370544,2.155867
(7#)6,1336,2.178634,1361,2.897594,1260,9.18183967,1260,9.26982539,1311,4.146275080,4.385754652,18.890980,2.174847
(7#)13/2,1468,2.256079,1459,2.895892,1365,9.44616333,1365,10.10790524,1416,4.248286910,4.386821125,19.370846,2.191178
(7#)7,1546,2.243897,1571,2.894310,1470,8.71443559,1470,9.26014772,1521,4.209736439,4.383392688,19.897679,2.208318
(7#)15/2,1609,2.388505,1669,2.892724,1575,9.56246572,1575,9.25596140,1626,4.163557670,4.382146171,20.341656,2.221704
(7#)8,1753,2.371121,1783,2.891247,1680,8.84090265,1680,9.25083078,1731,4.174837258,4.377207710,20.840117,2.236227
(7#)17/2,1816,2.501503,1889,2.891502,1785,9.35921028,1785,9.86327665,1836,4.224823726,4.381581430,21.287808,2.250175
(7#)9,1951,2.491569,1993,2.890009,1890,8.90008028,1890,9.24747672,1941,4.219150158,4.369771765,21.713559,2.261150
(7#)19/2,2029,2.361029,2048,2.886964,1995,9.44330873,1995,9.78712978,2046,4.229833710,4.372388000,21.933686,2.264351
(7#)10,2147,2.432338,2203,2.887203,2100,9.20181578,2145,9.32776326,2151,4.258897464,4.371407457,22.536761,2.281046
(7#)21/2,2287,2.426640,2309,2.885883,2205,9.14352047,2205,9.23486553,2256,4.202611446,4.366271950,22.935579,2.290111
(11#),2344,2.486771,2411,2.885963,2310,9.84589883,2310,10.25608984,2361,4.226859817,4.374976203,23.309756,2.299596
(7#)23/2,2446,2.459575,2503,2.884674,2415,9.36655355,2415,9.66631488,2466,4.192403030,4.367159511,23.639697,2.306342
(7#)12,2539,2.390593,2621,2.883447,2520,8.76649904,2520,9.22700010,2571,4.237801831,4.367945941,24.053067,2.314859
(7#)25/2,2719,2.364339,2729,2.882261,2625,9.22561253,2625,9.22351804,2676,4.186676563,4.359300947,24.422340,2.322088
(7#)13,2734,2.260108,2833,2.882276,2730,9.71064210,2730,10.05770759,2782,4.204806273,4.368123671,24.770258,2.329793
(7#)27/2,2866,2.498550,2939,2.881128,2835,8.97612902,2835,9.22002879,2887,4.209331765,4.362924259,25.117561,2.336102
(7#)14,2974,2.384523,3041,2.880022,2940,9.08898439,2940,9.21620541,2992,4.256175436,4.362438843,25.445177,2.341837
(7#)29/2,3076,2.409724,3137,2.880007,3045,9.28134671,3045,9.55426531,3097,4.230763696,4.361481730,25.747930,2.347985
(7#)15,3169,2.398188,3253,2.878936,3150,8.78944822,3150,9.21283573,3202,4.239215839,4.357568328,26.106894,2.354030
(7#)31/2,3316,2.559556,3359,2.877904,3255,9.68651574,3255,9.52733902,3307,4.243604078,4.359432417,26.428677,2.359208
(7#)16,3463,2.515341,3463,2.877865,3360,9.21162172,3360,9.20631895,3412,4.212999862,4.349673551,26.738892,2.365010
(11#)3/2,3559,2.463021,3559,2.876873,3465,10.17469127,3465,10.22945257,3517,4.265661048,4.364274783,27.020633,2.369204
(7#)17,3646,2.455534,3673,2.875906,3570,9.60081056,3570,9.81672946,3622,4.244202029,4.359483332,27.349712,2.374156
(7#)35/2,3754,2.438505,3779,2.875854,3675,9.27612589,3675,9.20039252,3727,4.193317663,4.349249687,27.650589,2.379389
(7#)18,3856,2.461009,3881,2.874925,3780,8.74613782,3780,9.20009129,3832,4.225888182,4.352744316,27.935669,2.383361
(7#)37/2,3931,2.460542,3989,2.874860,3885,9.21090464,3885,9.46016660,3937,4.257518367,4.349511138,28.232970,2.388299
(7#)19,4021,2.312876,4093,2.873962,3990,9.34051886,3990,9.73805545,4042,4.223035858,4.361103447,28.515016,2.392049
(7#)39/2,4162,2.490765,4096,2.873200,4095,9.77935650,4095,10.03028563,4147,4.214460380,4.352600509,28.523092,2.391419
(7#)20,4276,2.439237,4297,2.873027,4200,8.87827639,4290,9.28422306,4252,4.229494740,4.351682521,29.056797,2.399784
(7#)41/2,4376,2.593592,4409,2.872179,4305,9.04285036,4305,9.42721200,4357,4.199377771,4.348733870,29.348116,2.403464
(7#)21,4423,2.571975,4513,2.872106,4410,8.84322146,4410,9.18871638,4462,4.240471196,4.347562477,29.614929,2.407458
(7#)43/2,4612,2.584675,4603,2.871302,4515,9.38858517,4515,9.41281225,4567,4.247102017,4.344309910,29.843052,2.410072
(11#)2,4702,2.515295,4723,2.871212,4620,10.00988298,4620,10.20663834,4672,4.253822921,4.350941808,30.143354,2.414403
(7#)45/2,4801,2.322255,4817,2.870432,4725,8.84723064,4725,9.18592852,4777,4.265264480,4.347433130,30.375612,2.416981
(7#)23,4933,2.423397,4933,2.870341,4830,9.57974544,4830,9.62059301,4882,4.262918580,4.346356861,30.658748,2.420914
(7#)47/2,4987,2.610945,5039,2.869577,4935,9.09232218,4935,9.38729676,4987,4.291509691,4.348900757,30.914225,2.423716
(7#)24,5081,2.631925,5119,2.869513,5040,9.06272870,5040,9.18067377,5092,4.257055320,4.340155914,31.105048,2.426278
(7#)49/2,5242,2.568675,5237,2.868762,5145,9.26634314,5145,9.18058735,5197,4.297763657,4.350430307,31.383481,2.429300
(7#)25,5272,2.500832,5351,2.868669,5250,8.92257583,5250,9.17811589,5302,4.246679547,4.335907699,31.649151,2.432744
(7#)51/2,5416,2.532320,5449,2.867958,5355,9.26359022,5355,9.78988228,5407,4.264882656,4.349785363,31.875007,2.434994
(7#)26,5557,2.563894,5563,2.867863,5460,9.67967805,5460,10.00976638,5512,4.245234289,4.342080415,32.134887,2.438253
(7#)53/2,5578,2.556758,5669,2.867167,5565,9.21035785,5565,9.35342513,5617,4.234121683,4.344988702,32.373863,2.440594
(7#)27,5728,2.557604,5749,2.867100,5670,8.99520612,5670,9.17318271,5722,4.229502009,4.337485034,32.552567,2.442768
(11#)5/2,5836,2.546932,5879,2.866404,5775,10.13828376,5775,10.19228835,5827,4.226339540,4.343411692,32.840009,2.445626
(7#)28,5923,2.517829,5981,2.866318,5880,8.87469007,5880,9.17080523,5932,4.199027392,4.341882831,33.063054,2.448254
(7#)57/2,6046,2.528853,6089,2.865661,5985,9.42257048,5985,9.71012549,6037,4.211564753,4.336485210,33.296906,2.450404
(7#)29,6184,2.559927,6173,2.865590,6090,9.21957184,6090,9.50805885,6142,4.214549501,4.341524097,33.477187,2.452470
(7#)59/2,6211,2.576152,6299,2.864936,6195,8.84693819,6195,9.32919597,6247,4.224606141,4.338078585,33.745048,2.454949
(7#)30,6361,2.479787,6397,2.864854,6300,8.68229684,6300,9.16622141,6352,4.250303708,4.341761712,33.951313,2.457245
(7#)61/2,6406,2.490436,6491,2.864244,6405,9.32807558,6405,9.32143602,6457,4.246400387,4.332905705,34.147501,2.458870
(7#)31,6607,2.597988,6607,2.864148,6510,9.11403444,6510,9.48001225,6562,4.259205560,4.342510377,34.387421,2.461473
(7#)63/2,6616,2.523767,6719,2.863540,6615,9.02473421,6615,9.16386518,6667,4.266146515,4.334562927,34.616838,2.463411
(7#)32,6781,2.522179,6823,2.863454,6720,8.58515034,6720,9.16185494,6772,4.237515768,4.334294611,34.827956,2.465638
(7#)65/2,6826,2.462926,6917,2.862878,6825,9.82960712,6825,9.99458749,6877,4.240085547,4.336247475,35.017227,2.467111
(11#)3,6967,2.538098,7027,2.862788,6930,9.98859208,6930,10.17749890,6982,4.260543004,4.340784608,35.236893,2.469373
(7#)67/2,7069,2.554651,7129,2.862702,7035,9.03219824,7035,9.30051382,7087,4.254209156,4.338160953,35.438867,2.471423
(7#)34,7219,2.490658,7243,2.862128,7140,9.53385613,7140,9.76820517,7192,4.215943790,4.332166595,35.662695,2.473187
(7#)69/2,7312,2.509917,7349,2.862040,7245,9.13601846,7245,9.59361189,7297,4.217513995,4.336007828,35.869052,2.475230
(7#)35,7411,2.570808,7451,2.861490,7350,8.96798165,7350,9.15717975,7402,4.239622926,4.333121609,36.066052,2.476691
(7#)71/2,7516,2.585750,7559,2.861401,7455,9.23762648,7455,9.28821726,7507,4.248324402,4.331242761,36.273001,2.478691
(7#)36,7591,2.565480,7649,2.860875,7560,9.00835214,7560,9.15517520,7612,4.252665998,4.336816548,36.444195,2.479875
(7#)73/2,7666,2.609550,7759,2.860786,7665,9.16619621,7665,9.28248816,7717,4.256422909,4.331692591,36.651908,2.481839
(7#)37,7804,2.656910,7873,2.860693,7770,9.55187182,7770,9.41473762,7822,4.278352878,4.332121304,36.865440,2.483833
(7#)75/2,7894,2.550259,7963,2.860182,7875,8.45481049,7875,9.15164575,7927,4.278948610,4.327330241,37.032797,2.484941
(7#)38,7993,2.607285,8081,2.860087,7980,9.57925130,7980,9.68961585,8032,4.287774471,4.330719458,37.250624,2.486931
(11#)7/2,8111,2.618053,8179,2.859583,8085,10.23442418,8085,10.16792874,8137,4.286236228,4.335884787,37.430180,2.488128
(7#)39,8221,2.570447,8192,2.859197,8190,9.99040210,8190,9.98120044,8242,4.272817431,4.333673884,37.453908,2.487965
(7#)79/2,8311,2.528721,8389,2.859002,8295,8.93387441,8295,9.26808835,8347,4.253467575,4.332325316,37.810928,2.491100
(7#)40,8431,2.539771,8501,2.858914,8400,9.04359609,8400,9.14760521,8452,4.246910238,4.328177643,38.011812,2.492858
(7#)81/2,8506,2.561064,8609,2.858828,8580,9.12660853,8580,9.23957150,8557,4.243879741,4.325371952,38.204124,2.494521
(7#)41,8707,2.572145,8713,2.858346,8610,9.37243136,8610,9.38164426,8662,4.255280549,4.331615961,38.388039,2.495695
(7#)83/2,8746,2.601277,8819,2.858263,8715,9.09184433,8715,9.25856150,8767,4.243580324,4.329529254,38.574232,2.497273
(7#)42,8887,2.606480,8923,2.857792,8820,9.06373314,8820,9.14532207,8872,4.251234076,4.325791859,38.755697,2.498405
(7#)85/2,9011,2.596887,9029,2.857710,8925,9.77053575,8925,9.75349747,8977,4.254838190,4.333307756,38.939438,2.499931
(7#)43,9109,2.556399,9133,2.857630,9030,9.00860893,9030,9.36659380,9082,4.260845523,4.324787736,39.118541,2.501404
(7#)87/2,9157,2.582625,9239,2.857170,9135,9.29678143,9135,9.48205311,9187,4.272465598,4.324675633,39.299919,2.502503
(11#)4,9283,2.627969,9343,2.857090,9240,10.20276526,9240,10.15763835,9292,4.291659480,4.330418995,39.476745,2.503928
(7#)89/2,9431,2.595367,9439,2.857016,9345,9.29552178,9345,9.24678236,9397,4.271675144,4.328895671,39.638994,2.505224
(7#)45,9511,2.614054,9551,2.856564,9450,9.14121869,9450,9.14138319,9502,4.236394027,4.322830932,39.827121,2.506346
(7#)91/2,9623,2.590067,9649,2.856490,9555,9.73997705,9555,9.97095074,9607,4.217504258,4.330577305,39.990723,2.507629
(7#)46,9689,2.628934,9749,2.856056,9660,9.28516824,9660,9.57494691,9712,4.214826341,4.323486347,40.156707,2.508561
(7#)93/2,9829,2.669105,9859,2.855975,9765,9.08374291,9765,9.45352318,9817,4.242290745,4.332649013,40.338193,2.509960
(7#)47,9904,2.601232,9973,2.855889,9870,9.40752813,9870,9.34116421,9922,4.218992515,4.317163142,40.525087,2.511385
(7#)95/2,10058,2.672481,10079,2.855463,9975,9.39748329,9975,9.67544935,10027,4.239762099,4.330030611,40.697796,2.512343
(7#)48,10084,2.530217,10181,2.855388,10080,8.72175051,10080,9.13650209,10132,4.247612021,4.322003484,40.863031,2.513581
(7#)97/2,10196,2.660810,10289,2.855308,10185,8.93920202,10185,9.23250551,10237,4.241441523,4.324218309,41.036980,2.514871
(7#)49,10321,2.534621,10391,2.854895,10290,9.10191446,10290,9.13602648,10342,4.253143703,4.320746431,41.200329,2.515735
(11#)9/2,10427,2.613939,10499,2.854816,10395,10.03079431,10395,10.14974985,10447,4.239195633,4.329377965,41.372312,2.516990
(7#)50,10594,2.630831,10601,2.854412,10500,8.84222503,10500,9.13447346,10552,4.237774699,4.322834605,41.533834,2.517828
(7#)101/2,10639,2.540009,10709,2.854335,10605,9.20028333,10605,9.22550216,10657,4.240769440,4.320044688,41.703913,2.519049
(7#)51,10768,2.678243,10799,2.854270,10710,9.63352385,10710,9.74181468,10762,4.259501272,4.327965594,41.844914,2.520052
(7#)103/2,10909,2.618682,10909,2.853870,10815,9.02589057,10815,9.22320670,10867,4.241742235,4.317908622,42.016359,2.520941
(7#)52,10936,2.693686,11003,2.853804,10920,9.96866833,10920,9.96159144,10972,4.278062440,4.329124055,42.162102,2.521963
(7#)105/2,11041,2.593885,11119,2.853721,11025,8.84136255,11025,9.13129336,11077,4.259307943,4.319338185,42.340999,2.523205
(7#)53,11212,2.672506,11213,2.853342,11130,9.15495253,11130,9.31004048,11182,4.287412085,4.327009867,42.485203,2.523886
(7#)107/2,11311,2.653797,11329,2.853261,11235,9.25999241,11235,9.21678310,11287,4.246955676,4.316661093,42.662228,2.525096
(7#)54,11423,2.679684,11443,2.853182,11340,9.05201073,11340,9.12954552,11392,4.265791785,4.321557078,42.835216,2.526269
(7#)109/2,11497,2.681534,11549,2.852803,11445,9.24848628,11445,9.21470025,11497,4.260275450,4.316360322,42.995202,2.527039
(11#)5,11602,2.585615,11633,2.852745,11550,10.01116439,11550,10.14235265,11602,4.268969000,4.321341617,43.121402,2.527881
(7#)111/2,11749,2.605377,11743,2.852670,11655,9.33004219,11655,9.38875227,11707,4.275083795,4.325063816,43.285895,2.528972
(7#)56,11839,2.484349,11863,2.852290,11760,8.99090845,11760,9.12767084,11812,4.256861809,4.317187649,43.464363,2.529846
(7#)113/2,11962,2.658242,11969,2.852218,11865,9.16845923,11865,9.20877605,11917,4.263117535,4.317890703,43.621173,2.530869
(7#)57,12004,2.516768,12073,2.852148,11970,9.74664896,11970,9.66311702,12022,4.272104234,4.317757479,43.774271,2.531859
(7#)115/2,12079,2.696891,12163,2.851797,12075,9.23411225,12075,9.56068984,12127,4.308865882,4.324789983,43.906166,2.532416
(7#)58,12266,2.576540,12281,2.851718,12180,9.33304600,12180,9.46286870,12232,4.283485101,4.320297418,44.078271,2.533514
(7#)117/2,12379,2.630355,12379,2.851653,12285,9.88400122,12285,9.95427026,12337,4.277541114,4.319691933,44.220504,2.534414
(7#)59,12442,2.547527,12491,2.851296,12390,9.06174023,12390,9.28455276,12442,4.252501346,4.315883536,44.382289,2.535148
(7#)119/2,12589,2.609922,12589,2.851231,12495,9.49191223,12495,9.73163428,12547,4.269306861,4.326753728,44.523186,2.536027
(7#)60,12619,2.647890,12703,2.851156,12600,9.14266847,12600,9.12313851,12652,4.229677635,4.308655329,44.686319,2.537037
(11#)11/2,12739,2.628100,12809,2.850811,12705,10.03585898,12705,10.13664148,12757,4.255998830,4.323094016,44.837271,2.537689
(7#)61,12823,2.628430,12911,2.850745,12810,9.20698360,12810,9.27643374,12862,4.250312960,4.318333499,44.981869,2.538572
(7#)123/2,13003,2.725217,13009,2.850681,12915,9.30224665,12915,9.35555702,12967,4.253868180,4.313314933,45.120197,2.539410
(7#)62,13049,2.634104,13121,2.850339,13020,9.17227588,13020,9.43593484,13072,4.247114746,4.322847907,45.277575,2.540088
(7#)125/2,13204,2.664716,13229,2.850270,13125,9.04476067,13125,9.12038178,13177,4.257791480,4.316524300,45.428624,2.540991
(7#)63,13291,2.609520,13331,2.850205,13230,9.00164504,13230,9.12012198,13282,4.254579222,4.315076433,45.570649,2.541834
(7#)127/2,13438,2.668489,13421,2.849884,13335,9.09544949,13335,9.19292384,13387,4.248734722,4.315002037,45.695463,2.542307
(7#)64,13522,2.655186,13537,2.849811,13440,8.95742969,13440,9.11886236,13492,4.270003084,4.317975786,45.855646,2.543246
(7#)129/2,13597,2.589678,13649,2.849741,13545,9.17295205,13545,9.34111470,13597,4.260533973,4.308259353,46.009580,2.544143
(7#)65,13729,2.650184,13751,2.849420,13650,9.76171075,13650,9.94740173,13702,4.265808087,4.324580643,46.149157,2.544692
(7#)131/2,13807,2.611516,13859,2.849353,13755,8.95419042,13755,9.18814970,13807,4.251504718,4.312934276,46.296316,2.545538
(11#)6,13954,2.536756,13963,2.849288,13860,10.04207317,13860,10.13024485,13912,4.239573987,4.317719389,46.437420,2.546342
(7#)133/2,14029,2.591831,14057,2.848978,13965,9.54643409,13965,9.65336408,14017,4.248154561,4.316956943,46.564453,2.546810
(7#)67,14164,2.624206,14173,2.848908,14070,9.10925032,14070,9.25625602,14122,4.255497451,4.314092749,46.720565,2.547691
(7#)135/2,14258,2.649455,14251,2.848860,14175,8.95066434,14175,9.11585804,14227,4.241294642,4.314601391,46.825135,2.548276
(7#)68,14374,2.632459,14369,2.848542,14280,9.48213633,14280,9.72331827,14332,4.240589329,4.316258727,46.982727,2.548907
(7#)137/2,14479,2.617117,14489,2.848470,14385,9.01450380,14385,9.18218597,14437,4.260001429,4.314400862,47.142250,2.549790
(7#)69,14566,2.643041,14593,2.848408,14490,9.52613815,14490,9.54844718,14542,4.271871798,4.314189746,47.279908,2.550546
(7#)139/2,14629,2.672066,14699,2.848344,14595,9.15301382,14595,9.18080381,14647,4.262727388,4.314671249,47.419650,2.551308
(7#)70,14767,2.614281,14797,2.848045,14700,8.80893893,14700,9.11403319,14752,4.262341284,4.309671251,47.548347,2.551766
(7#)141/2,14821,2.619218,14897,2.847986,14805,9.33906470,14805,9.31562758,14857,4.266495576,4.316106877,47.679180,2.552472
(7#)71,14944,2.614567,15013,2.847918,14910,8.97349230,14910,9.24494555,14962,4.245022297,4.307035230,47.830334,2.553282
(13#)/2,15901,2.583324,16141,2.846359,15015,11.10393448,15015,11.04572789,15581,4.240657498,4.312923019,49.267401,2.559811
(11#)7,16519,2.517418,16384,2.846038,16170,9.91410157,16170,10.11965848,16737,4.257368300,4.310167921,49.569576,2.561132
(11#)15/2,18451,2.589383,18461,2.843892,17745,10.02110411,17325,10.11525163,17893,4.261070835,4.308669319,52.056271,2.571783
(11#)8,18859,2.606662,19609,2.842759,18480,10.12274702,18480,10.11099352,19048,4.258432075,4.306427003,53.364043,2.576909
(11#)17/2,20101,2.565478,20789,2.841669,19635,10.61754442,19635,10.78083111,20204,4.248940182,4.305524387,54.664533,2.581752
(11#)9,21304,2.598940,21943,2.840806,20790,10.11238931,20790,10.10318795,21359,4.266106269,4.303665041,55.897177,2.586261
(11#)19/2,22447,2.582260,23099,2.839819,21945,10.64772937,21945,10.69369159,22515,4.257995517,4.301879375,57.096279,2.590282
(11#)10,23719,2.582388,24251,2.838877,23205,10.44294661,23205,10.57382681,23670,4.244276981,4.300837314,58.258446,2.594001
(11#)21/2,24919,2.581163,25409,2.838118,24570,9.81345173,24255,10.09336442,24825,4.252913136,4.299298320,59.396107,2.597631
(11#)11,26008,2.621855,26561,2.837250,25935,10.48727753,25935,10.48819939,25981,4.252031543,4.298313489,60.499606,2.600866
(11#)23/2,26704,2.558655,27701,2.836553,26565,10.37269228,26565,10.56797593,27136,4.252293793,4.297018736,61.565711,2.603996
(11#)12,28384,2.599822,28871,2.835742,28665,9.97572652,27720,10.08510735,28291,4.256829351,4.295961183,62.634807,2.606895
(11#)25/2,29177,2.586378,30029,2.835089,28875,9.82122600,28875,10.08228485,29446,4.270416113,4.294212084,63.669484,2.609716
(13#),30169,2.616827,31183,2.834340,30030,11.04883907,30030,10.99631477,30602,4.263970768,4.294467295,64.678764,2.612252
(11#)27/2,31981,2.638378,32327,2.833735,31395,10.25180904,31395,10.36499858,31757,4.254733445,4.293011095,65.659023,2.614742
(11#)14,32749,2.614675,32768,2.833389,32340,9.79955443,32340,10.07515444,32912,4.247258888,4.291310173,66.031750,2.615550
(11#)29/2,34274,2.641644,34649,2.832568,33495,10.36070076,33495,10.44616488,34067,4.250650207,4.291260694,67.591080,2.619419
(11#)15,35792,2.587385,35803,2.831909,34650,9.89488212,34650,10.07104031,35222,4.240434245,4.290207348,68.524571,2.621469
(11#)31/2,36118,2.617519,36947,2.831374,35805,10.25983667,35805,10.41592426,36377,4.252236197,4.289067083,69.433635,2.623503
(11#)16,37594,2.622787,38113,2.830848,36960,9.93792616,36960,10.06680471,37533,4.251157613,4.288452603,70.344254,2.625485
(11#)33/2,38593,2.596521,39251,2.830344,38220,9.82288334,38115,10.06497147,38688,4.249529455,4.287045984,71.218225,2.627330
(11#)17,39841,2.654850,40423,2.829843,39270,10.65318836,39270,10.73402875,39843,4.247474460,4.287059522,72.103743,2.629152
