START,n_0,C_min,Npred_0,Cpred_min,n_1,C_max,Npred_1,Cpred_max,n_geom,C_avg,Cpred_avg,Align,CpredAlign
(11#)35/2,41011,2.576329,41579,2.829360,41055,10.22456156,41055,10.11799368,40998,4.257088995,4.286223033,72.963337,2.630872
(11#)18,41851,2.621287,42727,2.828891,42315,10.07272304,42315,10.21638345,42153,4.253368085,4.285311213,73.803970,2.632509
(11#)37/2,42808,2.637632,43889,2.828431,42735,10.23823232,42735,10.34541001,43308,4.247609600,4.284774802,74.642204,2.634102
(11#)19,44236,2.646010,45013,2.827990,43890,10.54205795,43890,10.64794933,44463,4.242145507,4.283593072,75.441406,2.635578
(13#)3/2,45328,2.650025,46199,2.827546,45045,10.79301874,45045,10.96890080,45618,4.250292389,4.283526312,76.272796,2.637086
(11#)20,46681,2.671875,47353,2.827119,46410,10.44794692,46410,10.52832518,46773,4.256428360,4.282638243,77.070482,2.638494
(11#)41/2,47638,2.578883,48497,2.826781,47355,10.19344836,47355,10.30950270,47929,4.261451193,4.282804618,77.850700,2.639915
(11#)21,49549,2.625421,49663,2.826369,48510,9.96542595,48510,10.05054522,49084,4.253231484,4.281034836,78.635506,2.641238
(11#)43/2,50671,2.638319,50789,2.825975,49665,10.15931680,49665,10.29420876,50239,4.251228481,4.280973038,79.383767,2.642467
(11#)22,51826,2.667897,51973,2.825578,51870,10.44464343,51870,10.44392601,51394,4.254833979,4.280141632,80.160732,2.643724
(11#)45/2,53069,2.643542,53129,2.825194,51975,9.87945124,51975,10.04630327,52549,4.249550301,4.279606389,80.909930,2.644906
(11#)23,54134,2.667073,54277,2.824889,53130,10.47450432,53130,10.52326366,53704,4.248919920,4.279536261,81.645069,2.646111
(11#)47/2,55201,2.650804,55439,2.824520,54285,10.21231830,54285,10.26680871,54859,4.246710919,4.278637744,82.380466,2.647225
(11#)24,56209,2.650294,56591,2.824159,55440,10.03748777,55965,10.11217151,56014,4.245361386,4.278073885,83.101165,2.648294
(11#)49/2,56752,2.599759,57737,2.823807,56595,9.98406229,56595,10.04127498,57169,4.244378454,4.277559606,83.810104,2.649324
(11#)25,58789,2.653543,58901,2.823522,58695,10.02899452,58695,10.09703310,58324,4.241643473,4.277081754,84.522258,2.650405
