START,n_geom,C_avg,Cpred_avg,Lambda_avg
(11PR)58,134556,4.242067,4.256630,-3.427204e-03
(13PR)9/2,135711,4.243920,4.257542,-3.204789e-03
(11PR)59,136866,4.240243,4.256235,-3.764449e-03
(11PR)119/2,138021,4.240023,4.257094,-4.018104e-03
(11PR)60,139176,4.240940,4.256832,-3.740363e-03
(11PR)121/2,140331,4.237798,4.256170,-4.325929e-03
(11PR)61,141486,4.239356,4.255657,-3.837899e-03
(11PR)123/2,142641,4.241717,4.255934,-3.346116e-03
(11PR)62,143796,4.237218,4.255816,-4.379609e-03
(11PR)125/2,144951,4.233853,4.256015,-5.220899e-03
(11PR)63,146106,4.235609,4.255286,-4.634751e-03
(11PR)127/2,147261,4.231356,4.255162,-5.610200e-03
(11PR)64,148416,4.230706,4.255352,-5.808450e-03
(11PR)129/2,149571,4.227235,4.254132,-6.342611e-03
(13PR)5,150726,4.228251,4.254951,-6.295010e-03
(11PR)131/2,151881,4.228481,4.254680,-6.176730e-03
(11PR)66,153036,4.234149,4.254082,-4.696680e-03
(11PR)133/2,154191,4.233917,4.254357,-4.816271e-03
(11PR)67,155346,4.232114,4.254235,-5.213272e-03
(11PR)135/2,156501,4.228714,4.253883,-5.934165e-03
(11PR)68,157656,4.232837,4.253316,-4.826536e-03
(11PR)137/2,158811,4.233034,4.253399,-4.799496e-03
(11PR)69,159966,4.239726,4.253597,-3.266496e-03
(11PR)139/2,161121,4.241603,4.253202,-2.730863e-03
(11PR)70,162276,4.239717,4.253373,-3.215796e-03
(11PR)141/2,163431,4.241293,4.252778,-2.704252e-03
(11PR)71,164586,4.241098,4.252088,-2.588061e-03
(13PR)11/2,165741,4.243249,4.253018,-2.299531e-03
(11PR)72,166896,4.241885,4.252316,-2.455974e-03
(11PR)145/2,168051,4.239997,4.252218,-2.878179e-03
(11PR)73,169206,4.243476,4.252470,-2.117348e-03
(11PR)147/2,170361,4.239013,4.251940,-3.044988e-03
(11PR)74,171516,4.239630,4.252024,-2.919017e-03
(11PR)149/2,172671,4.238462,4.251496,-3.070470e-03
(11PR)75,173826,4.240426,4.251089,-2.511292e-03
(11PR)151/2,174981,4.240413,4.251465,-2.603149e-03
(11PR)76,176136,4.240774,4.251451,-2.514471e-03
(11PR)153/2,177291,4.241967,4.250903,-2.104417e-03
(11PR)77,178446,4.243355,4.251057,-1.813363e-03
(11PR)155/2,179601,4.241921,4.250433,-2.004547e-03
(13PR)6,180756,4.236986,4.250974,-3.295940e-03
(11PR)157/2,181911,4.235469,4.250553,-3.555043e-03
(11PR)79,183066,4.237989,4.250406,-2.925810e-03
(11PR)159/2,184221,4.240040,4.250698,-2.510455e-03
(11PR)80,185376,4.233393,4.250103,-3.939448e-03
(11PR)161/2,186531,4.228867,4.250004,-4.985912e-03
(11PR)81,187686,4.231714,4.249614,-4.220946e-03
(11PR)163/2,188841,4.233986,4.249880,-3.746737e-03
(11PR)82,189996,4.232511,4.249518,-4.010188e-03
(11PR)165/2,191151,4.229498,4.249465,-4.709704e-03
(11PR)83,192306,4.230795,4.249475,-4.405698e-03
(11PR)167/2,193461,4.231958,4.249452,-4.125212e-03
(11PR)84,194616,4.227214,4.248121,-4.933573e-03
(13PR)13/2,195771,4.230550,4.248869,-4.320779e-03
(11PR)85,196926,4.236986,4.249246,-2.889394e-03
(11PR)171/2,198081,4.238088,4.248989,-2.568820e-03
(11PR)86,199236,4.233881,4.248475,-3.440899e-03
(11PR)173/2,200391,4.234872,4.248107,-3.120353e-03
(11PR)87,201546,4.230417,4.248815,-4.339403e-03
(11PR)175/2,202701,4.228663,4.247949,-4.550330e-03
(11PR)88,203856,4.226016,4.247969,-5.181271e-03
(11PR)177/2,205011,4.226890,4.248198,-5.028385e-03
(11PR)89,206166,4.229775,4.248019,-4.303891e-03
(11PR)179/2,207321,4.227078,4.247464,-4.811233e-03
(11PR)90,208476,4.229012,4.247409,-4.340654e-03
(11PR)181/2,209631,4.228350,4.247156,-4.437790e-03
(13PR)7,210786,4.230790,4.247781,-4.008159e-03
(11PR)183/2,211941,4.228917,4.247297,-4.336799e-03
(11PR)92,213096,4.230763,4.247172,-3.871116e-03
(11PR)185/2,214251,4.226463,4.246794,-4.798752e-03
(11PR)93,215406,4.229047,4.246870,-4.205534e-03
(11PR)187/2,216561,4.232878,4.246774,-3.277559e-03
(11PR)94,217716,4.235197,4.246825,-2.741836e-03
(11PR)189/2,218871,4.236241,4.246302,-2.372030e-03
(11PR)95,220026,4.231966,4.246829,-3.505832e-03
(11PR)191/2,221181,4.233392,4.246087,-2.994512e-03
(11PR)96,222336,4.237010,4.246278,-2.185073e-03
(11PR)193/2,223491,4.235872,4.246396,-2.481448e-03
(11PR)97,224646,4.230396,4.245535,-3.572158e-03
(13PR)15/2,225801,4.234450,4.245891,-2.698187e-03
(11PR)98,226956,4.231507,4.245983,-3.415217e-03
(11PR)197/2,228111,4.229402,4.245768,-3.862183e-03
(11PR)99,229266,4.228604,4.245682,-4.030672e-03
(11PR)199/2,230421,4.226421,4.245454,-4.493124e-03
(11PR)100,231576,4.222406,4.245135,-5.368508e-03
(11PR)201/2,232731,4.225522,4.245195,-4.644864e-03
(11PR)101,233886,4.224212,4.245063,-4.924107e-03
(11PR)203/2,235041,4.226743,4.244864,-4.278104e-03
(11PR)102,236196,4.229720,4.244939,-3.591611e-03
(11PR)205/2,237351,4.229887,4.245232,-3.621051e-03
(11PR)103,238506,4.233052,4.244532,-2.708156e-03
(11PR)207/2,239661,4.230299,4.244283,-3.300281e-03
(13PR)8,240816,4.231411,4.244598,-3.111593e-03
(11PR)209/2,241971,4.233549,4.245024,-2.706873e-03
(11PR)105,243126,4.227285,4.243984,-3.942507e-03
(11PR)211/2,244281,4.228235,4.244426,-3.821833e-03
(11PR)106,245436,4.231515,4.244548,-3.075408e-03
(11PR)213/2,246591,4.228946,4.243628,-3.465715e-03
(11PR)107,247746,4.230500,4.243643,-3.101785e-03
(11PR)215/2,248901,4.232150,4.243704,-2.726373e-03
(11PR)108,250056,4.232508,4.243910,-2.690257e-03
(11PR)217/2,251211,4.233147,4.244265,-2.623103e-03
(11PR)109,252366,4.228687,4.242757,-3.321774e-03
(11PR)219/2,253521,4.232322,4.243875,-2.725995e-03
(11PR)110,254676,4.228712,4.242732,-3.309967e-03
(17PR)/2,262655,4.232087,4.242699,-2.504474e-03
(13PR)9,277676,4.227481,4.241554,-3.323318e-03
(13PR)19/2,292696,4.228919,4.240511,-2.737417e-03
(13PR)10,307715,4.230247,4.239419,-2.166043e-03
(13PR)21/2,322735,4.224164,4.238500,-3.387960e-03
(13PR)11,337754,4.223846,4.237528,-3.233921e-03
(13PR)23/2,352772,4.224836,4.236671,-2.797367e-03
(13PR)12,367790,4.224376,4.235822,-2.705931e-03
(13PR)25/2,382808,4.222183,4.235037,-3.039707e-03
(13PR)13,397826,4.224380,4.234298,-2.344992e-03
(13PR)27/2,412844,4.224903,4.233550,-2.044615e-03
(13PR)14,427861,4.223267,4.232816,-2.258589e-03
(13PR)29/2,442878,4.224691,4.232195,-1.774664e-03
(13PR)15,457895,4.223643,4.231540,-1.868011e-03
(13PR)31/2,472912,4.222107,4.230880,-2.075721e-03
(13PR)16,487929,4.219139,4.230301,-2.642021e-03
(13PR)33/2,502946,4.218309,4.229696,-2.695929e-03
(17PR),517963,4.219765,4.229166,-2.225528e-03
(13PR)35/2,532979,4.215468,4.228580,-3.105700e-03
(13PR)18,547996,4.216660,4.228095,-2.708168e-03
(13PR)37/2,563012,4.218662,4.227552,-2.105189e-03
(13PR)19,578028,4.217624,4.227096,-2.243181e-03
(13PR)39/2,593044,4.221576,4.226592,-1.187464e-03
(13PR)20,608061,4.219167,4.226110,-1.644147e-03
(13PR)41/2,623077,4.216285,4.225652,-2.219015e-03
(13PR)21,638093,4.218093,4.225232,-1.691045e-03
(13PR)43/2,653109,4.216758,4.224786,-1.901839e-03
(13PR)22,668125,4.215898,4.224344,-2.001504e-03
(13PR)45/2,683141,4.214366,4.223935,-2.267979e-03
(13PR)23,698157,4.215820,4.223583,-1.839819e-03
(13PR)47/2,713172,4.214169,4.223163,-2.131781e-03
(13PR)24,728188,4.215782,4.222783,-1.659253e-03
(13PR)49/2,743204,4.215907,4.222408,-1.540802e-03
(13PR)25,758220,4.217585,4.222040,-1.055555e-03
(17PR)3/2,773236,4.214286,4.221689,-1.755090e-03
(13PR)26,788251,4.213684,4.221316,-1.809661e-03
(13PR)53/2,803267,4.211929,4.221009,-2.153322e-03
(13PR)27,818283,4.212337,4.220680,-1.978591e-03
(13PR)55/2,833298,4.212197,4.220362,-1.936426e-03
(13PR)28,848314,4.212334,4.219990,-1.815775e-03
