START,n_1,C_max,Npred_0,CboundMax,Lambda_max,Jitter,JitterRatio,Status
5PR2,72,36.57974619,60,63.64681414,-5.538546e-01,59.500056,-0.454908,EXPECTED
5PR3,102,42.78074705,90,73.82796032,-5.456494e-01,69.281494,-0.448131,EXPECTED
7PRD2,108,43.84470566,105,78.50323911,-5.824859e-01,73.359476,-0.472448,EXPECTED
5PR9D2,138,48.55565776,135,82.74642920,-5.330701e-01,48.929530,-0.698776,EXPECTED
5PR5,150,25.10646605,150,78.87222892,-1.144704e+00,50.823359,-1.057895,EXPECTED
5PR11D2,165,26.07067918,165,81.94708559,-1.145262e+00,52.582697,-1.062639,EXPECTED
5PR6,192,27.64125759,180,84.45566854,-1.116917e+00,54.226791,-1.047718,EXPECTED
5PR13D2,198,27.96576819,195,86.73431179,-1.131868e+00,55.770928,-1.053749,EXPECTED
5PR15D2,236,19.90230533,231,67.80288423,-1.225769e+00,45.419617,-1.054623,EXPECTED
5PR8,254,20.44138052,240,69.05708470,-1.217372e+00,46.434904,-1.046965,EXPECTED
5PR17D2,266,20.78362069,255,70.49945757,-1.221440e+00,47.402194,-1.048809,EXPECTED
5PR9,279,21.14036409,270,71.46216312,-1.217984e+00,41.149886,-1.222890,EXPECTED
5PR10,314,16.52775985,300,60.54424164,-1.298333e+00,42.625888,-1.032623,EXPECTED
7PR3D2,315,16.54604598,315,62.87191467,-1.334952e+00,43.320639,-1.069372,EXPECTED
5PR11,334,16.88467982,330,63.12963773,-1.318784e+00,43.989656,-1.051269,EXPECTED
5PR23D2,348,17.12413693,345,63.53371009,-1.311082e+00,39.932907,-1.162189,EXPECTED
5PR12,370,13.98780712,360,55.38049542,-1.376041e+00,40.490509,-1.022281,EXPECTED
5PR25D2,386,14.18879951,375,56.05328077,-1.373850e+00,41.029822,-1.020343,EXPECTED
5PR13,399,14.34706354,390,57.34425517,-1.385527e+00,41.552096,-1.034778,EXPECTED
5PR27D2,414,14.52442429,405,57.33435522,-1.373068e+00,38.777449,-1.103990,EXPECTED
7PR2,432,12.27526304,420,53.18260841,-1.466145e+00,39.230561,-1.042742,EXPECTED
5PR29D2,446,12.40463044,435,52.55636081,-1.443816e+00,39.670775,-1.012124,EXPECTED
5PR15,462,25.09677102,450,53.19704671,-7.512637e-01,40.098857,-0.700775,EXPECTED
