START,n_0,C_min,Npred_0,Cpred_min,n_1,C_max,Npred_1,Cpred_max,n_geom,C_avg,Cpred_avg,n_v,Calign_min,n_u,Calign_max,n_a,Cbound_min,n_b,Cbound_max
11PR66,152506,2.699742,153611,2.808526,152460,9.97468670,152460,9.98619291,153036,4.234149227,4.254068785,153071,2.501663,152460,10.00642946,152461,2.394028,152460,11.13812996
11PR133D2,154114,2.709674,154769,2.808417,153615,10.51212642,153615,10.57320622,154191,4.233916576,4.254344126,153941,2.502320,153615,10.59328163,153623,2.395761,153615,11.71898217
11PR67,154894,2.698295,155921,2.808309,155610,10.29265154,155610,10.38024236,155346,4.232113735,4.254215695,154877,2.503390,155610,10.40951430,154787,2.397472,155610,11.40203894
11PR135D2,156476,2.681000,157061,2.808202,156975,10.21970435,156975,10.26995355,156501,4.228714428,4.253864470,156361,2.504807,156975,10.30047959,155938,2.399158,156975,11.28543584
11PR68,157639,2.697308,158233,2.808094,157080,10.62378835,157080,10.65028962,157656,4.232837019,4.253334675,157427,2.506771,157080,10.66955916,157081,2.400775,157080,11.77807342
11PR137D2,158986,2.685472,159389,2.807988,158340,10.15523775,158340,10.16577214,158811,4.233034209,4.253417912,158791,2.508084,158340,10.19737813,158243,2.402416,158235,11.18016873
11PR69,159886,2.694465,160541,2.807883,159390,10.42643885,159390,10.45931362,159966,4.239725726,4.253615501,160001,2.509593,159390,10.47888224,159403,2.404032,159390,11.57548603
11PR139D2,160612,2.680713,161683,2.807779,160545,10.08716814,160545,10.05639239,161121,4.241602913,4.253214999,161156,2.511235,160545,10.07595227,160553,2.405613,160545,11.16687076
11PR70,161983,2.692056,162853,2.807674,162435,10.46573724,162435,10.45480123,162276,4.239716685,4.253385394,161717,2.511716,162435,10.46903065,161717,2.407192,162435,11.44598466
11PR141D2,163396,2.699159,163997,2.807572,162855,10.18585665,162855,10.20461948,163431,4.241292645,4.252790518,162872,2.513301,162855,10.22375583,162859,2.408721,162855,11.30392577
11PR71,164839,2.695215,165161,2.807469,164010,10.13826504,164010,10.12708282,164586,4.241097750,4.252100717,164447,2.515849,164010,10.14595198,164011,2.410244,164010,11.22090824
13PR11D2,166186,2.711867,166319,2.807367,165165,10.76837236,165165,10.88950947,165741,4.243249238,4.253030621,165811,2.517086,165165,10.90782351,165173,2.411761,165165,11.97792231
11PR72,167149,2.705744,167471,2.807266,166320,9.92285381,166320,9.98168583,166896,4.241884915,4.252328138,166436,2.518186,166320,9.99949820,166349,2.413276,166320,11.06475305
11PR145D2,167809,2.693386,168629,2.807166,167475,10.31818751,167475,10.35100991,168051,4.239997234,4.252230880,167801,2.519142,167475,10.37000649,167483,2.414718,167475,11.42879721
11PR73,169249,2.713763,169783,2.807066,169260,10.17734705,169575,10.14505852,169206,4.243475508,4.252482235,168737,2.520336,169260,10.16378438,168631,2.416160,168630,11.19412040
11PR147D2,169948,2.712993,170927,2.806968,169785,10.02077587,169785,9.98062157,170361,4.239012748,4.251952578,169892,2.521595,169785,9.99927127,169789,2.417597,169785,11.04804110
11PR74,171733,2.719967,172093,2.806869,170940,10.25562248,170940,10.26541753,171516,4.239630146,4.252035901,171167,2.522994,170940,10.28383390,170953,2.419023,170940,11.32774682
11PR149D2,172751,2.664331,173249,2.806772,172095,10.04213779,172095,10.04781248,172671,4.238462114,4.251508435,172882,2.525223,172095,10.06593614,172097,2.420407,172095,11.10511238
11PR75,174016,2.722014,174389,2.806676,173250,9.95075632,173250,9.97957214,173826,4.240426321,4.251105416,173896,2.527307,173250,9.99726468,173263,2.421801,173250,11.03190240
11PR151D2,175129,2.705876,175543,2.806580,174405,9.99285387,174405,10.04620630,174981,4.240412523,4.251482202,174457,2.527943,174405,10.06466421,174407,2.423151,174405,11.09362557
11PR76,176224,2.678521,176713,2.806483,175560,10.52793516,175560,10.56587990,176136,4.240773850,4.251467125,175886,2.529212,175560,10.58424686,175573,2.424512,175560,11.60844572
11PR153D2,177076,2.692558,177841,2.806390,176715,10.57647052,176715,10.64378727,177291,4.241967051,4.250887073,176822,2.529984,176715,10.66195349,176741,2.425858,176715,11.68155617
11PR77,178792,2.695557,179021,2.806294,177870,10.01114359,177870,9.97821011,178446,4.243355031,4.251040413,178252,2.531188,177870,9.99616887,177883,2.427159,177870,11.01123254
11PR155D2,179356,2.713026,180179,2.806200,179025,10.40970079,179025,10.32194331,179601,4.241921154,4.250421419,179176,2.531693,179025,10.33963004,179029,2.428448,179025,11.35027887
13PR6,180904,2.701729,181303,2.806109,180180,10.88558644,180180,10.88459187,180756,4.236986362,4.250962732,180331,2.532812,180180,10.90183118,180181,2.429729,180180,11.90829410
11PR157D2,181606,2.704331,182489,2.806015,181545,10.36979020,181545,10.37198760,181911,4.235468853,4.250541663,182101,2.534585,181545,10.39408140,181361,2.431026,181545,11.28845515
11PR79,182899,2.720541,183637,2.805923,182490,10.04079686,182490,10.10645358,183066,4.237988534,4.250394857,182606,2.535342,182490,10.12439016,182503,2.432266,182490,11.12104594
11PR159D2,184271,2.719586,184777,2.805833,183645,10.12599567,183645,10.17217946,184221,4.240039890,4.250691085,183971,2.536385,183645,10.18998930,183646,2.433507,183645,11.18229346
11PR80,185578,2.700366,185951,2.805741,185640,10.40550779,185640,10.44764771,185376,4.233393117,4.250096479,185467,2.537882,185640,10.47448137,184802,2.434734,185640,11.34989185
11PR161D2,187027,2.712894,187091,2.805652,185955,10.42731998,185955,10.45095786,186531,4.228866983,4.250002311,186742,2.539119,185955,10.46835572,185957,2.435931,185955,11.45226388
11PR81,187987,2.717028,188261,2.805562,187110,9.94199782,187110,9.97559111,187686,4.231714256,4.249611589,187897,2.540230,187110,9.99271006,187111,2.437128,187110,10.97256581
11PR163D2,189226,2.716220,189407,2.805493,188370,10.23675157,188370,10.26025805,188841,4.233986260,4.249879780,188911,2.541688,188370,10.28963805,188273,2.438320,188370,11.15333053
11PR82,190276,2.706788,190573,2.805404,189420,10.21740563,189420,10.23072518,189996,4.232510648,4.249517834,190186,2.542895,189420,10.24820335,189421,2.439483,189420,11.21917845
11PR165D2,190999,2.687332,191717,2.805317,190575,9.89782090,190575,9.97471805,191151,4.229498140,4.249467161,190901,2.543434,190575,9.99212104,190577,2.440664,190575,10.95897516
11PR83,192292,2.661382,192883,2.805229,192465,10.00314004,191730,10.09754320,192306,4.230794514,4.249477390,191837,2.544160,191730,10.11476989,191747,2.441824,191730,11.07765365
11PR167D2,193174,2.718916,194027,2.805143,193830,9.92268396,192885,10.03454394,193461,4.231958168,4.249458592,193916,2.545861,192885,10.05157357,192887,2.442941,192885,11.01055197
11PR84,194869,2.696034,195193,2.805056,194040,9.96426156,194040,9.97378315,194616,4.227214184,4.248131711,194476,2.546275,194040,9.99057251,194042,2.444075,194040,10.94573226
13PR13D2,195919,2.690015,196337,2.804970,195195,10.74924750,195195,10.88015930,195771,4.230549808,4.248879489,195751,2.547360,195195,10.89643024,195197,2.445169,195195,11.84809227
11PR85,197254,2.709534,197479,2.804886,196350,10.67047355,196350,10.63804952,196926,4.236986161,4.249261048,196907,2.548379,196350,10.65388472,196358,2.446284,196350,11.60200845
11PR171D2,197998,2.711552,198659,2.804799,197505,10.50939144,197505,10.55951080,198081,4.238087703,4.248973991,197621,2.549076,197505,10.57646028,197507,2.447348,197505,11.51953290
11PR86,199039,2.690668,199813,2.804715,198660,10.18313960,198660,10.21580044,199236,4.233881078,4.248464030,198776,2.554789,198660,10.23261488,198673,2.448432,198660,11.17193067
11PR173D2,200929,2.690293,200929,2.804634,199815,9.94684650,199815,10.03058795,200391,4.234871787,4.248100634,199832,2.550999,199815,10.04730977,199819,2.449484,199815,10.98286639
11PR87,201979,2.696364,202121,2.804548,200970,10.34699912,200970,10.34130222,201546,4.230417291,4.248808433,201406,2.552800,200970,10.35781687,200971,2.450531,200970,11.28976831
11PR175D2,202231,2.697985,203279,2.804465,202125,10.03671564,202125,9.97167700,202701,4.228663147,4.247946884,202562,2.553791,202125,9.98792893,202127,2.451570,202125,10.91636954
11PR88,204046,2.692561,204431,2.804402,203490,10.03329659,203490,10.13557276,203856,4.226016239,4.247969149,203926,2.554539,203490,10.15669396,203293,2.452607,203490,10.98182535
11PR177D2,204928,2.696021,205589,2.804320,204435,10.13379593,204435,10.14609023,205011,4.226890434,4.248200593,204487,2.554845,204435,10.16271266,204437,2.453634,204435,11.08334573
11PR89,206086,2.718302,206699,2.804241,205590,9.99114165,205590,10.08547134,206166,4.229775388,4.248025184,205916,2.555929,205590,10.10202900,205603,2.454650,205590,11.01906614
11PR179D2,207574,2.675878,207877,2.804159,207480,10.36264746,207480,10.36491624,207321,4.227077535,4.247470203,206852,2.556836,207480,10.37651081,206749,2.455637,207480,11.19982989
11PR90,208928,2.701678,209039,2.804078,208845,10.42114823,208845,10.44135444,208476,4.229012312,4.247418920,208931,2.560057,208845,10.45686388,207902,2.456634,208845,11.27247747
11PR181D2,209929,2.682270,210209,2.803997,209055,9.94291152,209055,10.02570173,209631,4.228349677,4.247170045,209227,2.566085,209055,10.04167684,209063,2.457601,209055,10.94853076
13PR7,210334,2.696571,211349,2.803918,210210,10.78584052,210210,10.87605404,210786,4.230789716,4.247771493,210557,2.559690,210210,10.89153234,210229,2.458577,210210,11.79536102
11PR183D2,211873,2.695799,212507,2.803839,211575,10.12013562,211365,10.13840968,211941,4.228916891,4.247290909,212207,2.560809,211365,10.15344596,211369,2.459520,211365,11.05423264
11PR92,212833,2.721061,213659,2.803760,212520,10.36645929,212520,10.44387381,213096,4.230762876,4.247170398,213496,2.562068,212520,10.46005080,212522,2.460477,212520,11.35624647
11PR185D2,214702,2.684285,214817,2.803700,213675,10.25159031,213675,10.25370044,214251,4.226463442,4.246794049,214211,2.562448,213675,10.26976613,213713,2.461430,213675,11.16265604
11PR93,215032,2.692089,215983,2.803621,214830,10.22924317,214830,10.31240562,215406,4.229047492,4.246872279,215056,2.563792,214830,10.32830005,214831,2.462346,214830,11.21797327
11PR187D2,216991,2.706587,217121,2.803545,215985,10.56451605,215985,10.63294366,216561,4.232877778,4.246780007,216421,2.564036,215985,10.64862134,215998,2.463286,215985,11.53515925
11PR94,217577,2.714400,218287,2.803467,217140,10.07932623,217140,10.18962024,217716,4.235196807,4.246830723,217577,2.564890,217140,10.20504647,217157,2.464185,217140,11.08851553
11PR189D2,218368,2.722809,219437,2.803391,218295,10.10819580,218295,9.96783572,218871,4.236241216,4.246315191,218852,2.565837,218295,9.98285650,218318,2.465102,218295,10.86344200
11PR95,220309,2.712319,220589,2.803315,219450,10.52672879,219450,10.55388798,220026,4.231966351,4.246819421,220502,2.566921,219450,10.56975034,219451,2.465965,219450,11.44623262
11PR191D2,221528,2.714884,221747,2.803239,220605,10.06060491,220605,10.02002982,221181,4.233391538,4.246081945,221581,2.568890,220605,10.03584077,220613,2.466852,220605,10.90914671
11PR96,222634,2.717216,222913,2.803163,221760,9.92206177,221760,9.96702099,222336,4.237009819,4.246276206,222646,2.568455,221760,9.98267877,221773,2.467730,221760,10.85294007
11PR193D2,223954,2.710568,224069,2.803105,222915,10.04404616,223860,10.03628203,223491,4.235871668,4.246395924,222932,2.568742,223860,10.05110092,222919,2.468588,222915,10.90168862
11PR97,225223,2.704512,225223,2.803030,224070,10.15409218,224070,10.07145950,224646,4.230396240,4.245536757,224221,2.569937,224070,10.08672003,224071,2.469461,224070,10.95106776
13PR15D2,225943,2.709420,226379,2.802956,225225,10.90861237,225225,10.87231187,225801,4.234450145,4.245896632,225871,2.571015,225225,10.88708277,225227,2.470311,225225,11.74880964
11PR98,226456,2.693497,227533,2.802882,226380,10.00512343,226380,9.96601958,226956,4.231506772,4.245992226,226937,2.572375,226380,9.98035207,226381,2.471151,226380,10.83943514
11PR197D2,227764,2.700612,228677,2.802809,227535,10.01614738,227535,10.01686627,228111,4.229401987,4.245755568,228511,2.572545,227535,10.03234727,227537,2.471984,227535,10.88722749
11PR99,229234,2.690065,229841,2.802736,229425,9.90284609,228690,9.96549636,229266,4.228603678,4.245673028,228797,2.572771,228690,9.98087561,228707,2.472821,228690,10.83282749
11PR199D2,230189,2.704611,230999,2.802663,229845,9.97545370,229845,10.01582432,230421,4.226421015,4.245451873,230227,2.573535,229845,10.03103993,229847,2.473628,229845,10.88015571
11PR100,231271,2.703240,232153,2.802608,232050,10.43149651,232050,10.43586244,231576,4.222406232,4.245135159,231226,2.574422,232050,10.46155870,231001,2.474437,232050,11.20867077
11PR201D2,232489,2.699251,233297,2.802536,232155,10.11493979,232155,10.11808815,232731,4.225522432,4.245197004,232591,2.575008,232155,10.13286536,232171,2.475267,232155,10.97649670
11PR101,233528,2.712781,234463,2.802464,233415,10.34742882,233415,10.35882774,233886,4.224211653,4.245068797,233866,2.575826,233415,10.38582534,233323,2.476059,233415,11.12852852
11PR203D2,234712,2.693448,235607,2.802393,234465,10.33206962,234465,10.33332079,235041,4.226742532,4.244872786,235022,2.576564,234465,10.34847353,234467,2.476839,234465,11.18591365
11PR102,236086,2.708888,236773,2.802322,235620,10.58649190,235620,10.62828595,236196,4.229719921,4.244929855,236596,2.578107,235620,10.64336916,235621,2.477619,235620,11.47800600
11PR205D2,237602,2.712472,237929,2.802251,236775,10.18895868,236775,10.21924999,237351,4.229887388,4.245226623,237232,2.578301,236775,10.23418990,236779,2.478394,236775,11.06612526
11PR103,238892,2.687289,239081,2.802198,237930,10.11123945,237930,10.06216451,238506,4.233052436,4.244531693,238312,2.579322,237930,10.07691191,237934,2.479172,237930,10.90621959
11PR207D2,239566,2.669376,240209,2.802129,239085,10.34038662,239085,10.43777092,239661,4.230298900,4.244285026,239236,2.579214,239085,10.45239023,239087,2.479918,239085,11.27902711
13PR8,241036,2.687643,241393,2.802058,240240,10.82791100,240240,10.86881039,240816,4.231411296,4.244603463,240677,2.580473,240240,10.88295363,240257,2.480697,240240,11.70729463
11PR209D2,241954,2.717299,242533,2.801990,241395,10.52272398,241395,10.54888057,241971,4.233548528,4.245032553,241601,2.580581,241395,10.56258779,241421,2.481449,241395,11.38461649
11PR105,242779,2.704457,243703,2.801920,242550,9.95045165,242550,9.96258359,243126,4.227284670,4.243975015,242876,2.581513,242550,9.97744159,242551,2.482172,242550,10.79559160
11PR211D2,243994,2.700730,244859,2.801852,243705,9.91842718,243705,10.01000823,244281,4.228235308,4.244420809,244162,2.582505,243705,10.02477175,243707,2.482905,243705,10.84031426
11PR106,245486,2.696998,246011,2.801799,244860,10.11496421,244860,10.15743117,245436,4.231514788,4.244548405,244877,2.582835,244860,10.17203877,244861,2.483630,244860,10.98505794
11PR213D2,246724,2.705664,247141,2.801733,246015,10.03481961,246015,10.10628799,246591,4.228946362,4.243629933,246242,2.583386,246015,10.12070993,246017,2.484367,246015,10.93125506
11PR107,247868,2.717640,248323,2.801664,247170,9.97914753,247170,10.05654211,247746,4.230500309,4.243647862,247957,2.584312,247170,10.07072394,247183,2.485087,247170,10.87887445
11PR215D2,249061,2.717889,249463,2.801597,248325,10.21559797,248325,10.20439328,248901,4.232149531,4.243715654,248971,2.585494,248325,10.21821032,248351,2.485802,248325,11.02411274
11PR108,249811,2.723430,250619,2.801531,249795,9.95916415,249480,9.96119057,250056,4.232508422,4.243901877,249532,2.585902,249480,9.97576284,249497,2.486498,249480,10.77831591
11PR217D2,251194,2.723166,251789,2.801463,250635,10.35035227,250635,10.30443660,251211,4.233146899,4.244263886,251611,2.586428,250635,10.31896104,250643,2.487187,250635,11.11899189
11PR109,252664,2.704928,252937,2.801413,252525,10.06030949,252525,10.05891654,252366,4.228686598,4.242756651,251897,2.586879,252525,10.06874827,251791,2.487871,251790,10.86581383
11PR219D2,253321,2.678193,254083,2.801347,253890,10.04418544,253890,10.11645269,253521,4.232322171,4.243880306,254041,2.587861,253890,10.13007771,252949,2.488572,252945,10.91030302
11PR110,254788,2.720112,255253,2.801281,254100,9.89660058,254100,9.96030199,254676,4.228711734,4.242740071,254537,2.587944,254100,9.97430773,254119,2.489258,254100,10.76726940
17PRD2,259801,2.693910,270269,2.800499,255255,11.49947288,255255,11.58990092,262655,4.232086586,4.242690040,256252,2.589114,255255,11.60342236,255259,2.489920,255255,12.39438072
13PR9,283903,2.691665,285283,2.799760,270270,10.76698583,270270,10.86249892,277676,4.227480986,4.241542012,271112,2.596574,270270,10.87554261,270271,2.498199,270270,11.63635538
13PR19D2,299479,2.682900,300299,2.799061,285285,11.43251138,285285,11.49844070,292696,4.228919048,4.240503501,285436,2.603785,285285,11.51102971,285287,2.505656,285285,12.24456216
13PR10,303904,2.684643,315313,2.798397,300300,10.83432888,300300,10.85692523,307715,4.230246548,4.239416579,300946,2.609518,300300,10.86910208,300301,2.512403,300300,11.57779623
13PR21D2,316189,2.695075,330329,2.797777,315315,10.89622103,315315,10.85435353,322735,4.224164239,4.238488104,315466,2.615023,315315,10.86609266,315349,2.518551,315315,11.55212607
13PR11,333934,2.687372,345329,2.797186,330330,10.86113245,330330,10.85194890,337754,4.223846063,4.237528812,331172,2.620546,330330,10.86336209,330331,2.524149,330330,11.52850354
13PR23D2,352771,2.687174,360337,2.796621,345345,11.35139080,345345,11.36630865,352772,4.224835686,4.236673128,345692,2.625158,345345,11.37740578,345346,2.529298,345345,12.02329600
13PR12,367261,2.692325,375373,2.796079,373065,11.17146670,373065,11.22845871,367790,4.224375634,4.235825625,361006,2.629729,373065,11.23952163,360362,2.534024,373065,11.85303603
13PR25D2,383524,2.697450,390389,2.795560,375375,10.87046955,375375,10.84536906,382808,4.222182982,4.235029582,375526,2.633583,375375,10.85582261,375391,2.538379,375375,11.46743777
13PR13,394369,2.696179,405401,2.795072,390390,10.75336897,390390,10.84335570,397826,4.224380236,4.234299788,391387,2.637607,390390,10.85359197,390391,2.542404,390390,11.44977218
13PR27D2,409246,2.696437,420419,2.794601,405405,10.79877405,405405,10.84146286,412844,4.224903164,4.233546561,406766,2.641645,405405,10.85146785,405407,2.546149,405405,11.43326288
13PR14,421276,2.696549,435427,2.794149,420420,10.83756260,420420,10.83963855,427861,4.223266710,4.232811477,421066,2.644506,420420,10.84942481,420421,2.549628,420420,11.41775817
13PR29D2,448306,2.710361,450431,2.793712,435435,11.26985454,435435,11.23928681,442878,4.224690990,4.232188582,435586,2.647310,435435,11.24886242,435437,2.552869,435435,11.80456990
13PR15,453949,2.701259,465463,2.793289,451605,11.03611562,451605,11.09978334,457895,4.223642974,4.231534895,451006,2.650326,451605,11.10878867,450451,2.555892,451605,11.65209737
13PR31D2,477329,2.692752,480463,2.792882,465465,11.20869508,465465,11.20815926,472912,4.222107461,4.230878378,469466,2.653652,465465,11.21732636,465469,2.558718,465465,11.74999969
13PR16,480967,2.701860,495491,2.792495,480480,10.89952914,480480,10.83297161,487929,4.219139424,4.230304377,483766,2.656001,480480,10.84196988,480499,2.561367,480480,11.36407535
13PR33D2,495658,2.704691,510481,2.792113,504735,10.98755026,504735,11.01258007,502946,4.218308722,4.229692566,495932,2.658270,504735,11.02202793,495511,2.563848,504735,11.52755121
17PR,521068,2.702278,525517,2.791750,510510,11.53020044,510510,11.55198993,517963,4.219764823,4.229168623,511507,2.660366,510510,11.56061206,510529,2.566187,510510,12.06332159
13PR35D2,535342,2.694373,540539,2.791390,525525,10.91249429,533715,10.88970219,532979,4.215467586,4.228579051,526367,2.662397,533715,10.91140954,525529,2.568384,533715,11.33738188
13PR18,552583,2.707739,555523,2.791049,540540,10.79016795,540540,10.82718869,547996,4.216660367,4.228092297,541186,2.664753,540540,10.83555682,540541,2.570448,540540,11.32072326
13PR37D2,562924,2.700983,570569,2.790716,555555,11.08147618,555555,11.13517415,563012,4.218661736,4.227547679,557476,2.666493,555555,11.14341220,555557,2.572401,555555,11.62045703
13PR19,575074,2.707553,585581,2.790392,570570,11.43528249,570570,11.46131354,578028,4.217624251,4.227091400,572777,2.668397,570570,11.46936928,570587,2.574247,570570,11.93873425
13PR39D2,597196,2.719362,600577,2.790078,596505,10.77231529,585585,10.82332136,593044,4.221576026,4.226587762,587582,2.670158,585585,10.83127967,585587,2.575987,585585,11.29324161
13PR20,612022,2.699256,615607,2.789771,608685,10.91042972,608685,10.94586194,608061,4.219167439,4.226108238,600947,2.671523,608685,10.95361138,600601,2.577634,608685,11.40489175
13PR41D2,627961,2.704537,630613,2.789479,615615,11.10023837,615615,11.09837247,623077,4.216285327,4.225651067,616261,2.673214,615615,11.10611770,615617,2.579194,615615,11.55427854
13PR21,641764,2.705741,645641,2.789188,636405,10.88812517,636405,10.89004923,638093,4.218093300,4.225236396,631186,2.674827,636405,10.89809527,630659,2.580680,636405,11.33694904
13PR43D2,651143,2.714979,660659,2.788910,645645,11.11743012,645645,11.08251995,653109,4.216758428,4.224785067,647357,2.676216,645645,11.09002534,645647,2.582078,645645,11.52558415
13PR22,661378,2.712894,675643,2.788633,660660,10.81368667,660660,10.81757119,668125,4.215897834,4.224347657,662657,2.677597,660660,10.82499026,660661,2.583413,660660,11.25460806
13PR45D2,676849,2.707465,690689,2.788367,680295,10.88137905,680295,10.86005285,683141,4.214365981,4.223934396,677036,2.678953,680295,10.86792015,675713,2.584677,680295,11.28956882
13PR23,691816,2.696229,705689,2.788102,690690,11.28284046,690690,11.33048950,698157,4.215819815,4.223587097,690841,2.680097,690690,11.33772959,690719,2.585880,690690,11.75617942
13PR47D2,712717,2.711910,720703,2.787849,705705,11.03263081,705705,11.05476219,713172,4.214169338,4.223162131,707416,2.681408,705705,11.06188287,705713,2.587017,705705,11.47510453
13PR24,722341,2.717417,735733,2.787601,726495,10.82518507,726495,10.87488278,728188,4.215782375,4.222782114,721562,2.682573,726495,10.88231869,720743,2.588107,726495,11.28814887
13PR49D2,750157,2.718731,750749,2.787359,746130,11.17781993,746130,11.19342087,743204,4.215906655,4.222403980,739021,2.683742,746130,11.20100715,735739,2.589141,746130,11.60033039
13PR25,762766,2.709254,765763,2.787116,750750,10.78554167,750750,10.81155737,758220,4.217585267,4.222035079,752111,2.684676,750750,10.81845960,750769,2.590128,750750,11.21701432
17PR3D2,767212,2.718867,780733,2.786884,765765,11.51487004,765765,11.53132523,773236,4.214285659,4.221691816,766321,2.685657,765765,11.53810418,765767,2.591061,765765,11.93217156
13PR26,784864,2.715502,795793,2.786656,780780,10.82924359,780780,10.80971551,788251,4.213683717,4.221319105,782777,2.686745,780780,10.81644966,780799,2.591956,780780,11.20611067
13PR53D2,798256,2.715503,810809,2.786438,795795,10.99476981,795795,11.02077123,803267,4.211929141,4.221004405,797156,2.687918,795795,11.02744165,795797,2.592807,795795,11.41286663
13PR27,813091,2.709646,825821,2.786219,810810,10.76582252,810810,10.80798639,818283,4.212337349,4.220676867,812731,2.688655,810810,10.81459612,810839,2.593626,810810,11.19592534
13PR55D2,827227,2.723557,840839,2.786004,825825,10.82132578,825825,10.80713831,833298,4.212197341,4.220359834,826381,2.689495,825825,10.81363479,825827,2.594398,825825,11.19105754
13PR28,842383,2.721490,855851,2.785793,844305,10.82192787,844305,10.82369401,848314,4.212334055,4.219989299,842551,2.690351,844305,10.83077317,840841,2.595137,844305,11.20284289
13PR57D2,867668,2.719625,870853,2.785587,855855,11.42633727,855855,11.44110616,863329,4.210740718,4.219693188,861506,2.691420,855855,11.44750980,855857,2.595841,855855,11.81736813
13PR29,881446,2.717750,885883,2.785388,870870,11.17519203,870870,11.20486059,878345,4.210033012,4.219384514,872791,2.692095,870870,11.21121269,870871,2.596512,870870,11.57747312
13PR59D2,891991,2.715980,900869,2.785189,885885,10.96435131,885885,10.99346079,893360,4.209495937,4.219139865,886036,2.692708,885885,10.99969039,885889,2.597157,885885,11.36253542
13PR30,915253,2.707576,915911,2.784998,903210,11.05833032,903210,11.06595660,908376,4.210443809,4.218779850,902611,2.693508,903210,11.07284290,900917,2.597769,903210,11.43108139
13PR61D2,922639,2.714421,930911,2.784805,915915,10.99174505,915915,10.98549480,923391,4.210551052,4.218520429,919916,2.694356,915915,10.99166398,915917,2.598355,915915,11.34780884
13PR31,933458,2.722771,945943,2.784620,930930,11.16876686,930930,11.17412735,938407,4.212274029,4.218195121,931576,2.695086,930930,11.18025202,930931,2.598911,930930,11.53320953
13PR63D2,954094,2.707340,960941,2.784435,945945,10.76519055,945945,10.80094016,953422,4.212021209,4.217931304,949021,2.695690,945945,10.80701623,945949,2.599445,945945,11.15688291
13PR32,968911,2.720188,975967,2.784256,960960,10.77934669,960960,10.80021845,968438,4.213013678,4.217693011,961397,2.696216,960960,10.80621343,960961,2.599951,960960,11.15311098
13PR65D2,990532,2.715933,990989,2.784076,975975,10.82347920,975975,10.79952592,983453,4.211362744,4.217392414,976322,2.696885,975975,10.80548589,975977,2.600437,975975,11.14945336
13PR33,998287,2.720834,1006003,2.783903,990990,10.75348874,990990,10.79882776,998469,4.210757524,4.217109471,994276,2.697636,990990,10.80474977,991009,2.600897,990990,11.14587165
13PR67D2,1007119,2.713696,1021019,2.783733,1009470,10.99430465,1009470,10.97948520,1013484,4.212659383,4.216843761,1006651,2.698097,1009470,10.98601587,1006007,2.601338,1009470,11.32308695
17PR2,1030384,2.719654,1036027,2.783565,1021020,11.51638119,1021020,11.51732994,1028500,4.211703868,4.216639331,1022291,2.698698,1021020,11.52311546,1021043,2.601760,1021020,11.85883782
13PR69D2,1045292,2.717688,1051027,2.783396,1036035,11.31360923,1036035,11.31098301,1043515,4.210662890,4.216348662,1036877,2.699267,1036035,11.31675511,1036039,2.602160,1036035,11.64983223
13PR35,1052873,2.723598,1066063,2.783234,1051050,10.76917699,1051050,10.79619207,1058530,4.210391621,4.216109448,1056052,2.699965,1051050,10.80193223,1051051,2.602539,1051050,11.13245196
13PR71D2,1074559,2.728568,1081079,2.783074,1066065,10.93335098,1066065,10.95201993,1073546,4.210786928,4.215848169,1067986,2.700382,1066065,10.95772559,1066067,2.602902,1066065,11.28575668
13PR36,1093418,2.726444,1096079,2.782916,1081080,10.80027226,1081080,10.79494129,1088561,4.211226504,4.215629289,1082351,2.700875,1081080,10.80055714,1081097,2.603249,1081080,11.12621875
13PR73D2,1109492,2.727534,1111091,2.782761,1096095,10.89956173,1096095,10.94636308,1103576,4.209830435,4.215401024,1097806,2.701436,1096095,10.95196559,1096097,2.603577,1096095,11.27524287
13PR37,1114444,2.725505,1126093,2.782608,1111110,11.12635332,1119195,11.17434603,1118592,4.208561158,4.215105799,1111457,2.701846,1119195,11.17986228,1111151,2.603891,1119195,11.49965136
13PR75D2,1135261,2.712789,1141139,2.782456,1138830,10.97281121,1138830,10.94364842,1133607,4.210056607,4.214926373,1127486,2.702387,1138830,10.94962673,1126159,2.604188,1138830,11.26601967
13PR38,1151383,2.731348,1156151,2.782307,1141140,11.44436108,1141140,11.42740332,1148622,4.209475505,4.214711515,1144061,2.702870,1141140,11.43284819,1141171,2.604470,1141140,11.74943552
13PR77D2,1168532,2.727386,1171133,2.782161,1156155,10.85195287,1156155,10.79197071,1163638,4.207951466,4.214478075,1156711,2.703268,1156155,10.79741876,1156157,2.604737,1156155,11.11182880
13PR39,1174144,2.724530,1186181,2.782016,1171170,10.81701025,1171170,10.79140088,1178653,4.206678542,4.214232454,1171517,2.703691,1171170,10.79682760,1171189,2.604990,1171170,11.10913567
13PR79D2,1200616,2.718360,1201183,2.781873,1186185,10.93395963,1186185,10.93098056,1193668,4.206858913,4.214030442,1189757,2.704214,1186185,10.93638147,1186217,2.605230,1186185,11.24664142
13PR40,1204402,2.722110,1216213,2.781732,1201200,10.81564960,1201200,10.79028536,1208684,4.206623887,4.213820060,1203121,2.704644,1201200,10.79565400,1201201,2.605456,1201200,11.10391978
13PR81D2,1228712,2.726148,1231229,2.781596,1217370,10.84635225,1217370,10.91372156,1223699,4.205915126,4.213618554,1217212,2.704980,1217370,10.91872939,1216249,2.605671,1217370,11.22522479
