START,n_1,C_max,Npred_0,CboundMax,Lambda_max,Jitter,JitterRatio,Status
7PR2,432,73.65157824,420,124.58636213,-5.256536e-01,118.460251,-0.429974,EXPECTED
5PR15,462,75.29031307,450,127.81252878,-5.292131e-01,121.082151,-0.433773,EXPECTED
5PR17,522,78.31680728,510,132.47904286,-5.256622e-01,125.925978,-0.430112,EXPECTED
5PR19,570,80.53420165,570,136.82093547,-5.299911e-01,130.324203,-0.431898,EXPECTED
5PR20,600,81.84141803,600,138.86947426,-5.287510e-01,132.382045,-0.430784,EXPECTED
5PR41D2,618,82.59950779,615,139.83662400,-5.264710e-01,133.379312,-0.429130,EXPECTED
7PR3,642,83.58180387,630,140.90660793,-5.222715e-01,134.356685,-0.426661,EXPECTED
5PR22,660,84.29835615,660,143.42911471,-5.314786e-01,136.255035,-0.433971,EXPECTED
7PR7D2,741,43.66567226,735,132.29254334,-1.108453e+00,85.604436,-1.035307,EXPECTED
5PR25,759,43.98344758,750,131.64353227,-1.096284e+00,86.118122,-1.017905,EXPECTED
5PR51D2,771,44.19176071,765,132.85954515,-1.100754e+00,86.623312,-1.023602,EXPECTED
5PR27,822,45.04745913,810,134.85057771,-1.096451e+00,88.090788,-1.019438,EXPECTED
5PR55D2,828,45.14513777,825,136.03960062,-1.103063e+00,88.564803,-1.026305,EXPECTED
5PR57D2,861,45.67184133,855,137.03894830,-1.098783e+00,89.491576,-1.020958,EXPECTED
5PR29,882,45.99812908,870,137.55403481,-1.095416e+00,89.944779,-1.017912,EXPECTED
5PR59D2,885,46.04419969,885,138.07552815,-1.098199e+00,90.391472,-1.018142,EXPECTED
5PR30,909,46.40804568,900,138.60128673,-1.094129e+00,90.831852,-1.014988,EXPECTED
5PR31,939,46.85149894,930,140.11548403,-1.095484e+00,91.694419,-1.017117,EXPECTED
5PR32,969,47.28301501,960,141.10950247,-1.093385e+00,92.533884,-1.013969,EXPECTED
5PR67D2,1011,47.86834353,1005,143.01254751,-1.094478e+00,93.752552,-1.014844,EXPECTED
5PR34,1032,48.15324533,1020,143.95663118,-1.095124e+00,94.148549,-1.017577,EXPECTED
7PR5,1062,48.55175864,1050,146.03979643,-1.101249e+00,94.926011,-1.026990,EXPECTED
5PR36,1094,32.64423303,1080,145.74806014,-1.496211e+00,74.155061,-1.525234,EXPECTED
5PR73D2,1106,32.74609659,1095,107.61465899,-1.189773e+00,74.443968,-1.005704,EXPECTED
5PR37,1120,32.86374669,1110,108.10771027,-1.190758e+00,74.729544,-1.006884,EXPECTED
5PR75D2,1126,32.91378247,1125,108.29304963,-1.190949e+00,75.011869,-1.004898,EXPECTED
5PR38,1152,33.12799588,1140,109.08940736,-1.191789e+00,75.291023,-1.008904,EXPECTED
11PRD2,1234,33.77743646,1155,111.40027792,-1.193337e+00,77.162279,-1.005969,EXPECTED
7PR6,1364,34.73471791,1260,113.73532444,-1.186134e+00,78.903834,-1.001226,EXPECTED
7PR13D2,1436,35.23155179,1365,116.11998443,-1.192682e+00,68.574544,-1.179569,EXPECTED
7PR7,1485,53.33629280,1470,96.58372490,-5.937932e-01,69.879112,-0.618889,EXPECTED
7PR15D2,1668,27.52360412,1575,98.08756405,-1.270817e+00,71.110530,-0.992314,EXPECTED
7PR8,1780,28.00788699,1680,99.45488154,-1.267218e+00,72.277022,-0.988516,EXPECTED
7PR17D2,1875,45.43742513,1785,101.20333738,-8.007956e-01,65.654771,-0.849381,EXPECTED
7PR9,1992,23.08512204,1890,88.21740589,-1.340616e+00,66.599741,-0.977966,EXPECTED
7PR19D2,2085,46.72654011,1995,89.50034148,-6.499301e-01,67.502447,-0.633663,EXPECTED
7PR10,2157,23.57129906,2145,90.63306348,-1.346789e+00,63.033394,-1.063909,EXPECTED
