START,n_1,C_max,Npred_0,CboundMax,Lambda_max,Jitter,JitterRatio,Status
5PR,42,27.94034835,30,50.03483137,-5.826476e-01,45.994457,-0.480373,EXPECTED
5PR2,60,33.52731479,60,58.75601374,-5.610330e-01,36.199571,-0.696934,EXPECTED
5PR5D2,81,19.31118337,75,62.18229450,-1.169386e+00,39.370833,-1.088905,EXPECTED
5PR3,104,14.38024455,90,64.61074348,-1.502525e+00,32.666349,-1.537683,EXPECTED
7PRD2,111,14.78644981,105,52.88194853,-1.274351e+00,34.589125,-1.101372,EXPECTED
5PR4,134,11.99441735,120,54.31854359,-1.510424e+00,30.934179,-1.368199,EXPECTED
5PR9D2,138,12.13891444,135,47.29487138,-1.359986e+00,32.289010,-1.088790,EXPECTED
5PR5,154,12.68544576,150,48.33099246,-1.337618e+00,30.005663,-1.187961,EXPECTED
5PR11D2,177,10.71701042,165,44.19880278,-1.416865e+00,31.044361,-1.078514,EXPECTED
5PR6,186,10.92337132,180,44.67253609,-1.408454e+00,29.517511,-1.143361,EXPECTED
5PR13D2,195,18.53634956,195,41.77276932,-8.125110e-01,30.358038,-0.765412,EXPECTED
7PR,217,9.64776518,210,43.50555500,-1.506162e+00,29.302212,-1.155469,EXPECTED
5PR15D2,234,17.00601627,231,39.72736487,-8.484731e-01,30.008344,-0.757168,EXPECTED
5PR8,254,8.76059165,240,40.18807938,-1.523307e+00,30.679135,-1.024393,EXPECTED
5PR17D2,267,7.80433689,255,45.97209128,-1.773355e+00,29.880434,-1.277349,EXPECTED
5PR9,276,15.79445295,270,47.44769994,-1.099969e+00,30.462863,-1.039077,EXPECTED
5PR19D2,287,8.00743474,285,43.45686696,-1.691398e+00,29.908453,-1.185265,EXPECTED
5PR10,312,14.65870472,300,44.21503351,-1.104031e+00,30.424303,-0.971471,EXPECTED
7PR3D2,315,7.35379821,315,41.62328366,-1.733443e+00,30.051759,-1.140349,EXPECTED
5PR11,343,6.81581935,330,42.12960536,-1.821504e+00,30.515860,-1.157227,EXPECTED
5PR23D2,351,6.86976303,345,42.98168312,-1.833644e+00,30.283837,-1.192449,EXPECTED
5PR12,363,12.63417628,360,40.13589573,-1.155866e+00,30.706704,-0.895626,EXPECTED
5PR25D2,381,12.84249615,375,40.57248216,-1.150330e+00,30.586615,-0.906605,EXPECTED
5PR13,399,11.95588628,390,38.43782388,-1.167818e+00,30.975955,-0.854919,EXPECTED
5PR27D2,415,6.05669032,405,38.91173337,-1.860132e+00,22.581952,-1.454925,EXPECTED
7PR2,432,11.33101204,420,37.15344598,-1.187513e+00,22.845820,-1.130291,EXPECTED
5PR29D2,444,11.43356218,435,37.69384905,-1.192944e+00,21.691622,-1.210619,EXPECTED
5PR15,453,16.03034421,450,36.79874074,-8.309802e-01,21.925694,-0.947217,EXPECTED
5PR31D2,477,10.86807419,465,36.37157824,-1.207958e+00,22.153515,-1.151217,EXPECTED
5PR16,489,10.22542752,480,35.44451115,-1.243091e+00,21.108755,-1.194722,EXPECTED
5PR33D2,506,10.33860237,495,35.08050680,-1.221761e+00,21.312845,-1.160892,EXPECTED
5PR17,511,5.18564076,510,34.67189675,-1.900036e+00,20.377582,-1.446995,EXPECTED
7PR5D2,535,4.93335943,525,34.97564736,-1.958632e+00,20.561701,-1.461080,EXPECTED
5PR18,552,9.37903269,540,33.80624063,-1.282169e+00,19.718575,-1.238792,EXPECTED
5PR37D2,567,9.45886026,555,33.76695431,-1.272531e+00,19.885710,-1.222390,EXPECTED
5PR19,570,9.47461196,570,33.87774892,-1.274143e+00,19.120947,-1.276251,EXPECTED
5PR39D2,585,13.53247918,585,33.59985487,-9.094291e-01,19.273503,-1.041190,EXPECTED
5PR20,603,13.66151460,600,33.16593921,-8.869407e-01,18.576020,-1.049979,EXPECTED
5PR41D2,625,8.72518870,615,32.89478426,-1.327100e+00,18.715958,-1.291390,EXPECTED
