START,n_1,C_max,Npred_0,CboundMax,Lambda_max,Jitter,JitterRatio,Status
5PR,42,27.94034835,30,50.03483137,-5.826476e-01,45.994457,-0.480373,EXPECTED
5PR2,60,33.52731479,60,61.37688726,-6.046729e-01,36.199571,-0.769334,EXPECTED
5PR5D2,81,19.31118337,75,62.18229450,-1.169386e+00,39.370833,-1.088905,EXPECTED
5PR3,102,21.39037352,90,66.44941994,-1.133500e+00,42.150554,-1.069002,EXPECTED
7PRD2,111,14.78644981,105,52.88194853,-1.274351e+00,34.589125,-1.101372,EXPECTED
5PR4,134,15.99255647,120,54.77649710,-1.231138e+00,36.328898,-1.067578,EXPECTED
5PR9D2,138,16.18521925,135,56.40131094,-1.248394e+00,32.289010,-1.245504,EXPECTED
5PR5,160,12.87869463,150,48.33099246,-1.322499e+00,33.538764,-1.057054,EXPECTED
5PR11D2,170,13.18821279,165,50.69940380,-1.346591e+00,31.044361,-1.208309,EXPECTED
5PR6,194,11.10013183,180,44.67253609,-1.392402e+00,32.015020,-1.048645,EXPECTED
5PR13D2,195,22.24361948,195,46.47540085,-7.368680e-01,32.926665,-0.735932,EXPECTED
7PR,217,9.64776518,210,43.50555500,-1.506162e+00,31.150882,-1.086897,EXPECTED
5PR15D2,228,19.65186264,225,43.35807085,-7.913207e-01,31.901565,-0.743105,EXPECTED
5PR8,240,10.01246767,240,43.86971379,-1.477393e+00,30.679135,-1.103592,EXPECTED
5PR17D2,267,8.91924216,255,41.39477978,-1.534944e+00,31.318215,-1.036954,EXPECTED
5PR9,276,18.05080337,270,47.44769994,-9.664379e-01,30.462863,-0.965008,EXPECTED
5PR19D2,288,8.01728035,285,47.60961903,-1.781436e+00,31.020503,-1.276328,EXPECTED
5PR10,312,16.49104281,300,48.44044177,-1.077518e+00,31.555533,-1.012482,EXPECTED
7PR3D2,324,7.42599902,315,45.08482280,-1.803558e+00,30.920183,-1.217937,EXPECTED
5PR11,343,7.57313262,330,45.64546802,-1.796298e+00,31.397695,-1.212584,EXPECTED
5PR23D2,348,7.61072753,345,42.98168312,-1.731215e+00,30.963482,-1.142344,EXPECTED
5PR12,363,13.89759391,360,43.11684596,-1.132198e+00,31.395839,-0.930673,EXPECTED
5PR25D2,381,14.12674577,375,43.58038245,-1.126537e+00,31.115702,-0.946584,EXPECTED
5PR13,399,13.04278504,390,41.00438146,-1.145444e+00,31.511778,-0.887338,EXPECTED
5PR27D2,415,6.60729853,405,41.50986102,-1.837756e+00,31.353430,-1.113198,EXPECTED
7PR2,432,12.27526304,420,39.38277185,-1.165742e+00,31.719792,-0.854593,EXPECTED
5PR29D2,441,12.35882250,435,39.94873440,-1.173227e+00,32.075726,-0.860149,EXPECTED
5PR15,453,12.46804550,462,38.76404004,-1.134324e+00,23.351471,-1.126096,EXPECTED
5PR31D2,479,5.85998281,465,38.36462416,-1.878989e+00,23.594106,-1.377659,EXPECTED
5PR16,489,10.95581520,480,38.42912131,-1.254945e+00,22.375433,-1.227833,EXPECTED
5PR33D2,495,10.99901058,495,36.85195585,-1.209103e+00,22.591770,-1.144352,EXPECTED
5PR17,522,5.59405766,510,37.45030551,-1.901310e+00,21.511947,-1.480863,EXPECTED
7PR5D2,535,5.26225006,525,35.86394684,-1.919174e+00,21.706315,-1.409806,EXPECTED
5PR18,552,10.62957038,540,36.30667042,-1.228362e+00,21.896187,-1.172674,EXPECTED
5PR37D2,555,10.64782881,555,35.19469401,-1.195539e+00,20.917366,-1.173516,EXPECTED
5PR19,582,10.13298649,570,34.96531398,-1.238560e+00,21.089311,-1.177484,EXPECTED
5PR39D2,585,15.22403907,585,35.13176539,-8.362300e-01,20.209136,-0.985085,EXPECTED
5PR20,603,14.46513310,600,34.17999186,-8.598993e-01,20.365754,-0.968040,EXPECTED
5PR41D2,624,9.74683096,615,34.28054076,-1.257636e+00,19.569187,-1.253691,EXPECTED
7PR3,630,13.84910133,630,34.97433355,-9.263941e-01,19.712586,-1.071662,EXPECTED
5PR43D2,657,9.35334309,645,33.93172632,-1.288617e+00,19.853188,-1.238007,EXPECTED
5PR22,660,14.04972603,660,34.73257245,-9.050750e-01,19.119483,-1.081768,EXPECTED
5PR45D2,687,8.98345080,675,33.46383852,-1.315081e+00,19.248928,-1.271779,EXPECTED
5PR23,696,9.01928467,690,33.97775644,-1.326341e+00,18.578096,-1.343435,EXPECTED
5PR47D2,714,8.63530058,705,33.36212409,-1.351563e+00,18.697762,-1.322448,EXPECTED
5PR24,726,8.67916304,720,33.37381781,-1.346847e+00,18.081592,-1.365735,EXPECTED
7PR7D2,748,8.34095660,735,34.38863312,-1.416548e+00,18.192632,-1.431771,EXPECTED
5PR25,756,12.55169500,750,33.13925837,-9.708629e-01,18.301801,-1.124893,EXPECTED
5PR51D2,765,8.39770497,765,33.76506135,-1.391468e+00,17.727712,-1.430944,EXPECTED
5PR26,792,8.09995814,780,33.57451467,-1.421908e+00,17.829422,-1.428793,EXPECTED
5PR53D2,804,7.78273711,795,33.22077560,-1.451267e+00,17.298139,-1.470565,EXPECTED
5PR27,824,7.84001494,810,32.75558151,-1.429833e+00,17.393193,-1.432490,EXPECTED
5PR55D2,825,11.76427148,825,33.67910173,-1.051810e+00,16.899828,-1.296749,EXPECTED
7PR4,843,11.34668095,840,34.00831182,-1.097680e+00,16.988913,-1.333907,EXPECTED
5PR57D2,858,11.40616914,855,33.14871060,-1.066849e+00,17.076674,-1.273230,EXPECTED
5PR29,870,15.27083345,870,33.12777840,-7.744275e-01,16.613022,-1.074876,EXPECTED
5PR59D2,897,7.39634570,885,32.71695966,-1.486908e+00,16.695527,-1.516611,EXPECTED
5PR30,906,3.70904130,900,32.72014757,-2.177218e+00,16.262485,-1.783928,EXPECTED
5PR61D2,924,10.76107121,915,32.59071122,-1.108092e+00,16.340234,-1.335944,EXPECTED
5PR31,933,7.19442857,930,32.83555614,-1.518205e+00,15.934695,-1.609138,EXPECTED
7PR9D2,959,6.98377189,945,33.77467630,-1.576122e+00,16.008123,-1.673582,EXPECTED
5PR32,972,10.51678584,960,32.48282083,-1.127739e+00,16.080577,-1.365998,EXPECTED
5PR65D2,975,7.01747341,975,33.23799408,-1.555290e+00,15.696891,-1.670428,EXPECTED
5PR33,990,10.19535717,990,33.17107428,-1.179746e+00,15.765487,-1.457343,EXPECTED
5PR67D2,1011,10.25750219,1005,32.60762668,-1.156537e+00,15.404535,-1.450880,EXPECTED
5PR34,1026,9.94600445,1020,32.77822438,-1.192593e+00,15.469601,-1.475941,EXPECTED
5PR69D2,1041,16.64614811,1035,32.75067180,-6.767446e-01,15.129307,-1.064459,EXPECTED
7PR5,1050,9.67870490,1050,33.65023289,-1.246092e+00,15.191135,-1.577995,EXPECTED
5PR71D2,1077,9.74948237,1065,32.44677691,-1.202387e+00,15.252221,-1.488130,EXPECTED
5PR36,1080,9.75725241,1080,32.44631493,-1.201576e+00,14.928524,-1.519846,EXPECTED
5PR73D2,1108,6.34122226,1095,32.38536818,-1.630635e+00,14.986685,-1.737819,EXPECTED
5PR37,1113,9.52405556,1110,32.58563476,-1.230051e+00,14.680390,-1.570911,EXPECTED
5PR75D2,1138,3.09498485,1125,40.63770809,-2.574913e+00,14.735852,-2.547713,EXPECTED
5PR38,1140,9.28958883,1140,41.17870128,-1.489027e+00,14.445514,-2.207544,EXPECTED
11PRD2,1215,11.86952873,1155,42.36885444,-1.272439e+00,13.856685,-2.201055,EXPECTED
7PR6,1290,14.24998275,1260,39.86676964,-1.028787e+00,13.343612,-1.919779,EXPECTED
7PR13D2,1461,12.95087020,1365,39.27109088,-1.109326e+00,12.892057,-2.041584,EXPECTED
7PR7,1491,12.71314421,1470,37.30060934,-1.076373e+00,12.491226,-1.968379,EXPECTED
7PR15D2,1590,14.49036118,1575,36.23156638,-9.164471e-01,12.132770,-1.791941,EXPECTED
7PR8,1695,9.21428976,1680,35.27371103,-1.342382e+00,11.810122,-2.206533,EXPECTED
7PR17D2,1839,8.69306871,1785,34.97314563,-1.392054e+00,11.518037,-2.281645,EXPECTED
7PR9,1890,8.43214029,1890,33.62595915,-1.383248e+00,11.252274,-2.238998,EXPECTED
7PR19D2,2040,12.01554745,1995,33.40819230,-1.022600e+00,11.009361,-1.943132,EXPECTED
7PR10,2121,11.73402604,2145,32.25608203,-1.011214e+00,10.786425,-1.902582,EXPECTED
7PR21D2,2295,9.21295360,2205,31.65335892,-1.234234e+00,10.581069,-2.120807,EXPECTED
11PR,2325,10.92461266,2310,32.03555573,-1.075828e+00,10.391274,-2.031603,EXPECTED
7PR23D2,2415,8.79356557,2415,30.98299338,-1.259418e+00,10.215326,-2.172170,EXPECTED
