START,n_1,C_max,Npred_0,CboundMax,Lambda_max,Jitter,JitterRatio,Status
12,12,12.34952212,12,17.65166636,-3.572128e-01,20.050889,-0.264434,EXPECTED
5PRD2,18,8.35424890,15,29.04123398,-1.245946e+00,14.621502,-1.414833,EXPECTED
5PR,42,9.31344945,30,26.08114279,-1.029753e+00,14.328061,-1.170270,EXPECTED
5PR3D2,48,4.28177065,45,25.78504987,-1.795428e+00,15.302859,-1.405181,EXPECTED
5PR2,60,7.45051440,60,23.53366770,-1.150149e+00,16.207770,-0.992311,EXPECTED
5PR5D2,78,6.32697060,75,22.20575364,-1.255530e+00,11.718224,-1.355050,EXPECTED
5PR3,93,8.21778327,90,21.72988718,-9.723881e-01,11.211263,-1.205226,EXPECTED
7PRD2,105,7.64447539,105,22.68255155,-1.087613e+00,10.293897,-1.460873,EXPECTED
5PR4,120,9.65055882,120,21.32715059,-7.929651e-01,9.962175,-1.172093,EXPECTED
5PR9D2,147,6.49680454,135,21.38478702,-1.191369e+00,9.336674,-1.594570,EXPECTED
5PR5,150,6.27661651,150,21.20899793,-1.217594e+00,9.099386,-1.641032,EXPECTED
5PR11D2,165,10.02718430,165,22.09916745,-7.902401e-01,8.639893,-1.397238,EXPECTED
5PR6,180,5.57933811,180,21.25454756,-1.337501e+00,8.460330,-1.852789,EXPECTED
5PR13D2,195,7.17536112,195,22.02773773,-1.121649e+00,8.292682,-1.791022,EXPECTED
7PR,210,8.40928204,210,26.95741420,-1.164922e+00,7.964457,-2.328863,EXPECTED
5PR15D2,234,8.04338607,225,25.13914266,-1.139576e+00,7.831479,-2.182954,EXPECTED
5PR8,240,6.32366379,240,24.75447610,-1.364708e+00,7.566670,-2.435789,EXPECTED
5PR17D2,255,7.48917114,255,24.51489567,-1.185823e+00,7.458358,-2.282771,EXPECTED
5PR9,270,8.74669631,270,23.72985374,-9.980578e-01,7.239493,-2.069642,EXPECTED
5PR19D2,294,6.87299553,285,23.55642668,-1.231799e+00,7.232810,-2.306632,EXPECTED
5PR10,312,6.59641712,300,22.87632530,-1.243576e+00,7.063729,-2.304719,EXPECTED
7PR3D2,315,7.78637458,315,23.78996242,-1.116888e+00,6.960033,-2.299355,EXPECTED
5PR11,330,7.61422089,330,22.93770175,-1.102764e+00,6.816327,-2.248055,EXPECTED
5PR23D2,345,7.45025702,345,22.27411214,-1.095177e+00,6.666264,-2.223713,EXPECTED
5PR12,363,7.18841064,360,21.53129778,-1.097037e+00,6.603829,-2.171905,EXPECTED
5PR25D2,378,6.92910868,375,21.34494453,-1.125084e+00,6.473399,-2.226935,EXPECTED
5PR13,390,7.90997931,390,21.63096611,-1.006001e+00,6.403299,-2.142800,EXPECTED
5PR27D2,405,7.76389598,405,20.82540480,-9.866894e-01,6.352000,-2.056283,EXPECTED
7PR2,420,8.58462988,420,21.92279633,-9.375536e-01,6.302620,-2.116289,EXPECTED
5PR29D2,444,8.37387653,435,20.62853040,-9.015582e-01,6.211671,-1.972843,EXPECTED
5PR15,450,8.29397912,462,20.22655963,-8.914667e-01,6.114237,-1.951606,EXPECTED
5PR31D2,471,6.97831440,465,20.20178027,-1.062963e+00,6.073899,-2.177097,EXPECTED
5PR16,483,6.85508310,480,19.83327682,-1.062371e+00,6.023094,-2.154739,EXPECTED
5PR33D2,495,7.69930741,495,20.37617691,-9.732360e-01,5.939726,-2.134252,EXPECTED
