START,n_0,C_min,Npred_0,CboundMin,Lambda_min,Jitter,JitterRatio,Status
12,12,12.349522,12,0.000000,,20.050889,6.159090e-01,EXPECTED
5PR29D2,442,1.902772,449,0.000000,,9.551629,1.992092e-01,EXPECTED
5PR31D2,478,1.812576,479,0.000000,,9.234182,1.962898e-01,EXPECTED
5PR17,521,1.701496,512,0.000000,,8.894562,1.912962e-01,EXPECTED
5PR37D2,566,1.607111,563,0.000000,,8.600032,1.868727e-01,EXPECTED
5PR39D2,596,1.570584,599,0.000000,,8.500342,1.847672e-01,EXPECTED
5PR20,613,1.525756,613,0.000000,,8.341942,1.829018e-01,EXPECTED
5PR41D2,628,1.509321,619,0.000000,,8.297706,1.818962e-01,EXPECTED
7PR3,634,1.486748,643,0.000000,,8.254338,1.801172e-01,EXPECTED
5PR43D2,649,1.471271,653,0.000000,,8.113784,1.813298e-01,EXPECTED
5PR22,673,1.437384,673,0.000000,,8.074636,1.780122e-01,EXPECTED
5PR45D2,683,1.419838,683,0.000000,,8.036213,1.766800e-01,EXPECTED
5PR23,703,1.386216,701,0.000000,,7.910551,1.752363e-01,EXPECTED
5PR47D2,716,1.371850,719,0.000000,,7.875676,1.741882e-01,EXPECTED
5PR25,761,1.313981,761,0.000000,,7.697079,1.707116e-01,EXPECTED
5PR51D2,773,1.300771,769,0.000000,,7.666356,1.696727e-01,EXPECTED
5PR26,794,1.273813,787,0.000000,,7.563994,1.684048e-01,EXPECTED
5PR53D2,806,1.261521,809,0.000000,,7.535856,1.674025e-01,EXPECTED
5PR27,821,1.250864,823,0.000000,,9.556290,1.308943e-01,EXPECTED
7PR4,850,1.213286,853,0.000000,,7.381890,1.643598e-01,EXPECTED
5PR57D2,862,1.202303,859,0.000000,,7.364535,1.632558e-01,EXPECTED
5PR59D2,886,1.181014,887,0.000000,,7.256317,1.627567e-01,EXPECTED
5PR31,931,1.139864,941,0.000000,,7.134395,1.597702e-01,EXPECTED
7PR9D2,946,1.131403,953,0.000000,,7.107150,1.591922e-01,EXPECTED
5PR32,961,1.123073,971,0.000000,,7.041711,1.594887e-01,EXPECTED
5PR65D2,976,1.101908,983,0.000000,,7.022467,1.569118e-01,EXPECTED
5PR67D2,1007,2.148921,1013,0.000000,,6.937022,3.097757e-01,EXPECTED
5PR34,1033,1.058609,1024,0.000000,,6.913594,1.531199e-01,EXPECTED
7PR5,1052,1.052609,1063,0.000000,,6.879244,1.530123e-01,EXPECTED
5PR71D2,1076,2.051976,1069,0.000000,,6.824179,3.006920e-01,EXPECTED
5PR36,1088,1.018529,1093,0.000000,,6.808188,1.496035e-01,EXPECTED
5PR73D2,1109,1.003207,1103,0.000000,,6.750936,1.486027e-01,EXPECTED
5PR75D2,1129,0.998143,1129,0.000000,,6.716252,1.486161e-01,EXPECTED
5PR38,1154,0.974832,1153,0.000000,,6.701798,1.454583e-01,EXPECTED
11PRD2,1243,0.931553,1259,0.000000,,6.502774,1.432547e-01,EXPECTED
7PR13D2,1451,0.828102,1459,0.000000,,6.245811,1.325852e-01,EXPECTED
7PR7,1567,0.784409,1571,0.000000,,6.141969,1.277130e-01,EXPECTED
7PR15D2,1676,0.744841,1669,0.000000,,6.030433,1.235137e-01,EXPECTED
7PR17D2,1871,0.688056,1889,0.000000,,5.883988,1.169370e-01,EXPECTED
7PR9,1954,0.667681,1993,0.000000,,5.823367,1.146555e-01,EXPECTED
7PR19D2,2029,0.647964,2048,0.000000,,5.755813,1.125756e-01,EXPECTED
7PR10,2129,0.624764,2203,0.000000,,5.709487,1.094256e-01,EXPECTED
7PR21D2,2269,1.194160,2309,0.000000,,5.668482,2.106666e-01,EXPECTED
11PR,2401,1.143114,2411,0.000000,,5.621493,2.033470e-01,EXPECTED
7PR23D2,2456,1.123284,2503,0.000000,,5.590293,2.009347e-01,EXPECTED
7PR12,2623,1.073066,2621,0.000000,,5.562841,1.928989e-01,EXPECTED
7PR25D2,2716,1.041989,2729,0.000000,,5.538782,1.881260e-01,EXPECTED
7PR13,2806,1.016708,2833,0.000000,,5.509947,1.845223e-01,EXPECTED
7PR27D2,2927,1.481583,2939,0.000000,,5.492321,2.697554e-01,EXPECTED
7PR14,3022,0.962082,3041,0.000000,,5.477221,1.756515e-01,EXPECTED
7PR29D2,3119,1.412211,3109,0.000000,,5.460553,2.586205e-01,EXPECTED
7PR15,3223,0.919087,3253,0.000000,,5.447911,1.687045e-01,EXPECTED
7PR31D2,3260,0.908885,3359,0.000000,,5.439629,1.670858e-01,EXPECTED
7PR16,3422,1.315763,3463,0.000000,,5.433148,2.421732e-01,EXPECTED
11PR3D2,3548,1.280829,3559,0.000000,,5.423573,2.361596e-01,EXPECTED
7PR17,3664,1.667951,3673,0.000000,,5.420634,3.077040e-01,EXPECTED
7PR35D2,3716,1.236129,3739,0.000000,,5.419131,2.281047e-01,EXPECTED
7PR18,3869,1.600939,3881,0.000000,,5.415099,2.956435e-01,EXPECTED
7PR37D2,3983,1.561832,3947,0.000000,,5.416452,2.883496e-01,EXPECTED
7PR19,4051,1.156451,4093,0.000000,,5.418976,2.134077e-01,EXPECTED
7PR39D2,4099,0.764612,4096,0.000000,,5.422603,1.410046e-01,EXPECTED
7PR20,4259,1.114403,4297,0.000000,,5.425694,2.053936e-01,EXPECTED
7PR41D2,4315,1.470959,4409,0.000000,,5.430187,2.708855e-01,EXPECTED
7PR21,4486,1.428414,4513,0.000000,,5.435204,2.628078e-01,EXPECTED
7PR43D2,4559,1.412502,4583,0.000000,,5.442249,2.595438e-01,EXPECTED
11PR2,4703,1.378375,4723,0.000000,,5.450892,2.528715e-01,EXPECTED
7PR45D2,4744,1.026015,4817,0.000000,,5.460319,1.879039e-01,EXPECTED
7PR23,4931,1.662208,4933,0.000000,,5.470494,3.038497e-01,EXPECTED
7PR47D2,4987,1.647687,5039,0.000000,,5.479284,3.007121e-01,EXPECTED
7PR24,5131,1.288897,5119,0.000000,,5.491365,2.347134e-01,EXPECTED
7PR49D2,5183,1.597297,5209,0.000000,,5.501497,2.903386e-01,EXPECTED
7PR25,5353,1.870004,5351,0.000000,,5.516694,3.389719e-01,EXPECTED
7PR51D2,5359,1.558743,5419,0.000000,,5.527942,2.819753e-01,EXPECTED
7PR26,5521,0.914672,5563,0.000000,,5.543322,1.650043e-01,EXPECTED
7PR53D2,5668,1.493888,5669,0.000000,,5.558127,2.687754e-01,EXPECTED
7PR27,5734,1.480131,5749,0.000000,,5.572595,2.656089e-01,EXPECTED
11PR5D2,5794,1.466307,5879,0.000000,,5.580875,2.627378e-01,EXPECTED
7PR28,5983,1.718914,5981,0.000000,,5.604965,3.066770e-01,EXPECTED
7PR57D2,6073,1.415898,6047,0.000000,,5.612517,2.522750e-01,EXPECTED
7PR29,6140,1.684503,6163,0.000000,,5.636576,2.988522e-01,EXPECTED
7PR59D2,6257,1.381791,6299,0.000000,,5.656633,2.442780e-01,EXPECTED
7PR30,6368,1.911194,6397,0.000000,,5.672215,3.369396e-01,EXPECTED
7PR61D2,6484,1.344457,6491,0.000000,,5.693454,2.361408e-01,EXPECTED
7PR31,6599,1.857372,6607,0.000000,,5.701001,3.257975e-01,EXPECTED
7PR63D2,6691,1.838003,6719,0.000000,,5.729411,3.208014e-01,EXPECTED
7PR32,6794,1.557187,6823,0.000000,,5.749352,2.708457e-01,EXPECTED
