START,n_1,C_max,Npred_0,CboundMax,Lambda_max,Jitter,JitterRatio,Status
5PR,30,23.13628726,30,48.27919806,-7.355985e-01,27.982824,-0.898512,EXPECTED
5PR3D2,45,14.49067931,45,52.06885432,-1.279061e+00,32.489399,-1.156629,EXPECTED
5PR2,60,16.76365739,60,54.70380044,-1.182720e+00,28.054384,-1.352378,EXPECTED
5PR5D2,81,12.87412225,75,45.28191358,-1.257688e+00,25.981145,-1.247358,EXPECTED
5PR3,102,10.69518676,90,40.81167708,-1.339174e+00,24.885316,-1.210211,EXPECTED
7PRD2,108,17.53788226,105,38.67134240,-7.907356e-01,26.350092,-0.802026,EXPECTED
5PR4,134,7.99627824,120,39.02141613,-1.585134e+00,25.516478,-1.215886,EXPECTED
5PR9D2,145,8.25595958,135,36.54462865,-1.487599e+00,25.053414,-1.129134,EXPECTED
5PR5,162,7.39532471,150,34.74788960,-1.547271e+00,26.023112,-1.051087,EXPECTED
5PR11D2,165,7.44876548,165,40.53868188,-1.694208e+00,25.687902,-1.288152,EXPECTED
5PR6,186,13.65421415,180,40.72048019,-1.092683e+00,25.541406,-1.059701,EXPECTED
5PR13D2,195,12.35756638,195,38.54516447,-1.137562e+00,25.530928,-1.025721,EXPECTED
7PR,220,5.81824362,210,36.76881157,-1.843652e+00,26.197706,-1.181423,EXPECTED
5PR15D2,228,11.79111758,231,34.72343498,-1.080068e+00,26.240131,-0.873941,EXPECTED
5PR8,240,10.92269200,240,35.82635425,-1.187841e+00,26.370532,-0.944375,EXPECTED
5PR17D2,267,10.40578252,255,33.91778617,-1.181578e+00,26.919859,-0.873407,EXPECTED
5PR9,270,14.46569005,270,33.17654625,-8.300635e-01,19.766647,-0.946587,EXPECTED
5PR19D2,288,4.93371098,285,32.96434091,-1.899335e+00,18.899497,-1.483142,EXPECTED
5PR10,312,8.79522283,300,31.92223250,-1.289094e+00,18.137110,-1.275121,EXPECTED
